time,watts,cadence,heartrate,distance,velocity_smooth,temp,torque,smo2,core_temperature,PercentageinZ2
150,223,71,103,1316.44,8.835,22,30,57.767273,,0.04188627
151,225,71,103,1326.25,8.838,22,30,57.335,37.05,0.042163663
152,225,71,103,1334.27,8.837,22,30,57.124,37.05,0.042441055
153,224,72,103,1345.81,8.838,22,30,57.174446,37.05,0.042718448
154,224,72,103,1354.71,8.837,22,30,57.674545,37.05,0.04299584
155,224,73,104,1364.27,8.838,22,29,58.773,37.05,0.043273233
156,224,73,104,1372.56,8.837,22,29,59.802223,37.05,0.043550625
157,224,73,104,1382.9,8.838,22,29,60.410908,37.05,0.043828018
158,225,74,104,1390.75,8.837,22,29,60.93778,37.05,0.04410541
159,225,75,105,1399.07,8.836,22,29,61.49,37.05,0.044382803
160,224,76,105,1406.2,8.835,22,28,62.154,37.05,0.044660196
161,222,75,105,1415.54,8.838,22,28,62.711,37.05,0.04493759
162,223,73,104,1424.52,8.837,22,29,62.926,37.05,0.04521498
163,224,73,104,1433.4,8.837,22,29,62.731,37.05,0.045492373
164,224,73,104,1443.15,8.838,22,29,61.96,37.05,0.045769766
165,223,72,104,1451.76,8.837,22,30,61.104546,37.05,0.04604716
166,223,72,104,1460.68,8.838,22,30,60.47111,37.05,0.046324547
167,223,72,104,1468.58,8.835,22,30,59.660908,37.05,0.04660194
168,223,71,104,1478.31,8.838,22,30,58.49,37.05,0.046879333
169,224,71,104,1487.23,8.837,22,30,57.90111,37.05,0.047156725
170,225,71,104,1496.97,8.838,22,30,57.81909,37.06,0.047434118
171,224,72,104,1504.64,8.836,22,30,57.604443,37.06,0.04771151
172,224,72,104,1512.07,8.835,22,30,57.125454,37.06,0.047988903
173,224,72,104,1521.81,8.838,22,30,56.248,37.06,0.048266295
174,224,72,104,1530.7,8.837,22,30,55.498,37.06,0.048543688
175,223,71,103,1541.04,8.839,22,30,54.69,37.06,0.04882108
176,223,71,103,1549.75,8.837,22,30,54.20909,37.06,0.049098473
177,224,71,102,1554.55,8.834,22,30,54.103,37.06,0.049375866
178,224,71,103,1565.62,8.837,22,30,54.083,37.06,0.04965326
179,224,70,103,1575.42,8.839,22,31,54.261112,37.06,0.04993065
180,224,70,103,1585.34,8.837,22,31,54.758183,37.06,0.050208043
181,224,70,103,1592.16,8.834,22,31,55.798,37.06,0.050485436
182,225,71,103,1601.08,8.837,22,30,56.93222,37.06,0.05076283
183,224,71,103,1610.82,8.838,22,30,58.076363,37.06,0.05104022
184,224,70,101,1619.7,8.837,22,31,59.042,37.06,0.051317614
185,224,70,101,1628.82,8.837,22,31,59.52,37.06,0.051595006
186,224,70,101,1636.27,8.835,22,31,59.634544,37.06,0.0518724
187,224,70,101,1645.79,8.838,22,31,59.464,37.06,0.05214979
188,225,70,103,1654.08,8.837,22,31,59.38889,37.06,0.052427184
189,226,71,104,1664.61,8.838,22,30,59.230907,37.06,0.052704576
190,225,72,105,1673.53,8.837,22,30,58.711,37.06,0.05298197
191,225,73,105,1683.27,8.838,22,29,58.55111,37.07,0.05325936
192,224,74,106,1690.95,8.836,22,29,58.914547,37.07,0.053536754
193,224,75,106,1697.76,8.834,22,29,59.304,37.07,0.053814147
194,224,75,107,1706.66,8.837,22,29,59.685,37.07,0.05409154
195,224,74,107,1716.4,8.838,21,29,60.13,37.07,0.05436893
196,224,74,107,1724.27,8.837,21,29,60.356,37.07,0.054646324
197,224,73,107,1731.74,8.837,21,29,60.757,37.07,0.054923717
198,224,73,107,1743.29,8.838,21,29,61.076,37.07,0.05520111
199,224,73,107,1752.16,8.837,21,29,61.107,37.07,0.055478502
200,224,72,108,1761.33,8.837,21,30,61.012222,37.07,0.055755895
201,224,72,108,1768.75,8.835,21,30,60.802,37.07,0.056033287
202,224,72,108,1778.49,8.838,21,30,60.716,37.07,0.05631068
203,224,72,107,1787.38,8.837,21,30,60.58,37.07,0.056588072
204,224,72,107,1797.13,8.838,21,30,60.109,37.07,0.056865465
205,224,72,107,1805.73,8.837,21,30,59.872223,37.07,0.057142857
206,223,71,107,1814.63,8.838,21,30,59.773636,37.07,0.05742025
207,223,71,107,1821.97,8.834,21,30,59.742,37.07,0.057697643
208,223,71,107,1830.86,8.837,21,30,59.899,37.07,0.057975035
209,223,71,107,1841.21,8.839,21,30,60.246666,37.07,0.058252428
210,224,70,107,1850.17,8.837,21,31,60.61091,37.09,0.05852982
211,224,70,107,1856.5,8.834,21,31,60.897,37.09,0.058807213
212,225,70,107,1866.05,8.837,21,31,61.128,37.09,0.059084605
213,225,71,107,1875.57,8.838,21,30,61.406,37.09,0.059361998
214,225,72,106,1883.64,8.837,21,30,61.76,37.09,0.05963939
215,224,72,106,1893.76,8.838,21,30,62.102,37.09,0.059916783
216,223,72,105,1902.08,8.836,21,30,62.499092,37.09,0.060194176
217,223,71,105,1909.49,8.835,21,30,62.853,37.09,0.06047157
218,224,71,105,1919.26,8.838,21,30,63.098,37.1,0.06074896
219,224,72,105,1928.15,8.837,21,30,63.29222,37.1,0.061026353
220,224,72,105,1938.5,8.839,21,30,63.599,37.1,0.061303746
221,224,71,106,1947.63,8.837,21,30,64.053,37.1,0.06158114
222,224,71,106,1954.45,8.834,21,30,64.523636,37.1,0.06185853
223,224,71,106,1963.06,8.837,21,30,64.78,37.1,0.062135924
224,223,71,106,1972.87,8.839,21,30,64.914,37.1,0.062413316
225,223,70,106,1982.81,8.837,21,30,64.91778,37.1,0.062690705
226,224,69,105,1989.39,8.834,21,31,64.79727,37.1,0.0629681
227,225,69,104,1997.72,8.837,21,31,64.42,37.1,0.06324549
228,225,70,103,2008.28,8.838,21,31,63.987,37.1,0.06352288
229,225,71,103,2017.16,8.837,21,30,64.04889,37.1,0.063800275
230,225,71,104,2026.9,8.838,21,30,64.333336,37.1,0.06407767
231,226,73,105,2035.18,8.837,21,30,64.529,37.1,0.06435506
232,226,75,105,2043.46,8.837,21,29,65.011,37.1,0.06463245
233,225,76,105,2052.08,8.837,21,28,65.635,37.1,0.064909846
234,224,77,106,2061.44,8.838,21,28,66.001,37.1,0.06518724
235,224,77,106,2070.35,8.837,21,28,66.443,37.1,0.06546463
236,222,76,107,2079.26,8.837,21,28,66.709,37.1,0.06574202
237,222,74,107,2088.4,8.837,21,29,66.632225,37.11,0.066019416
238,222,73,107,2095.83,8.835,21,29,66.312,37.11,0.06629681
239,223,73,107,2105.34,8.838,21,29,65.641,37.11,0.0665742
240,223,72,107,2113.64,8.837,21,30,65.07636,37.11,0.06685159
241,223,70,106,2124.18,8.838,21,30,64.884445,37.11,0.067128986
242,224,70,106,2131.84,8.836,21,31,64.88091,37.11,0.06740638
243,224,71,106,2139.24,8.835,21,30,64.959,37.11,0.06768377
244,224,71,106,2149.61,8.839,21,30,64.97667,37.11,0.067961164
245,224,71,105,2159.39,8.838,21,30,64.629,37.11,0.06823856
246,224,71,104,2167.06,8.836,21,30,64.398,37.11,0.06851595
247,224,71,103,2174.49,8.835,21,30,64.27182,37.11,0.06879334
248,224,71,103,2184.23,8.838,21,30,63.984444,37.11,0.069070734
249,224,71,103,2193.12,8.837,21,30,63.491817,37.11,0.06934813
250,224,71,103,2203.47,8.839,21,30,63.065556,37.11,0.06962552
251,224,71,104,2212.6,8.837,21,30,63.345455,37.11,0.06990291
252,224,70,104,2219.42,8.834,21,31,64.31,37.11,0.070180304
253,224,70,104,2228.31,8.837,21,31,64.62889,37.11,0.0704577
254,224,70,104,2238.05,8.838,21,31,64.63091,37.11,0.07073509
255,225,71,104,2246.94,8.837,21,30,65.00889,37.11,0.07101248
256,225,71,104,2256.06,8.837,21,30,65.20273,37.11,0.071289875
257,225,72,104,2262.86,8.834,21,30,65.24333,37.12,0.07156727
258,224,72,104,2271.77,8.837,21,30,65.134544,37.12,0.07184466
259,223,72,104,2282.13,8.839,21,30,65.22,37.12,0.07212205
260,223,71,104,2291.86,8.838,21,30,65.626,37.12,0.072399445
261,224,71,104,2299.51,8.836,21,30,65.92667,37.12,0.07267684
262,224,71,104,2306.92,8.835,21,30,65.91545,37.12,0.07295423
263,223,70,104,2317.27,8.839,21,30,65.45778,37.12,0.07323162
264,223,70,104,2327.04,8.838,21,30,64.86818,37.12,0.073509015
265,224,70,104,2334.73,8.836,21,31,64.367775,37.12,0.07378641
266,225,70,104,2342.15,8.835,21,31,63.79909,37.12,0.0740638
267,225,70,104,2351.87,8.838,21,31,63.746,37.12,0.07434119
268,224,71,104,2360.79,8.837,21,30,63.903,37.12,0.074618585
269,224,71,104,2370.62,8.839,21,30,64.119,37.12,0.07489598
270,223,71,104,2379.41,8.838,21,30,64.459,37.12,0.07517337
271,224,71,105,2388.38,8.836,21,30,64.57445,37.13,0.07545076
272,225,71,105,2395.16,8.833,21,30,64.559,37.13,0.075728156
273,224,72,105,2405.72,8.833,21,30,64.61909,37.14,0.07600555
274,224,72,105,2414.34,8.837,21,30,64.578,37.14,0.07628294
275,224,72,105,2423.71,8.838,21,30,64.45,37.14,0.07656033
276,223,71,104,2432.64,8.837,21,30,64.31,37.14,0.076837726
277,223,70,104,2440.69,8.837,21,30,64.14091,37.14,0.07711512
278,223,70,104,2448.98,8.837,21,30,63.72,37.14,0.07739251
279,224,69,104,2459.51,8.838,21,31,63.538,37.14,0.0776699
280,225,69,104,2467.21,8.836,21,31,63.926365,37.14,0.077947296
281,226,70,104,2474.63,8.835,21,31,64.478,37.14,0.07822469
282,226,71,104,2484.35,8.838,21,30,64.89333,37.14,0.07850208
283,224,72,105,2493.25,8.837,21,30,65.158,37.14,0.078779474
284,224,73,105,2502.58,8.838,21,29,65.126366,37.14,0.07905687
285,224,73,106,2509.92,8.837,21,29,64.846664,37.14,0.07933426
286,224,73,106,2521.65,8.838,21,29,64.042725,37.14,0.07961165
287,223,72,106,2529.31,8.836,21,30,63.57,37.14,0.079889044
288,224,72,107,2536.75,8.835,21,30,63.182728,37.14,0.08016644
289,224,72,107,2546.49,8.838,21,30,62.665554,37.14,0.08044383
290,225,72,108,2554.87,8.837,21,30,62.745453,37.14,0.08072122
291,225,73,109,2563.66,8.838,21,29,63.293,37.14,0.080998614
292,224,73,109,2574.01,8.837,21,29,63.885,37.14,0.08127601
293,223,72,109,2583.75,8.838,21,30,64.412,37.14,0.0815534
294,224,72,109,2591.41,8.836,21,30,64.697,37.14,0.08183079
295,224,72,109,2598.82,8.835,21,30,64.697,37.14,0.082108185
296,224,72,108,2608.58,8.838,21,30,64.548,37.14,0.08238558
297,224,71,108,2617.43,8.837,21,30,64.41889,37.14,0.08266297
298,224,71,108,2626.97,8.838,21,30,64.176,37.14,0.08294036
299,225,72,108,2635.07,8.837,21,30,63.461,37.14,0.083217755
300,225,72,108,2644.74,8.838,21,30,62.853638,37.14,0.08349515
301,225,73,109,2652.06,8.835,21,29,62.685,37.14,0.08377254
302,225,74,112,2660.34,8.837,21,29,62.825,37.14,0.08404993
303,225,74,112,2669.23,8.837,21,29,62.857,37.14,0.084327325
304,224,74,112,2678.75,8.838,21,29,62.822,37.14,0.08460472
305,224,74,112,2686.61,8.837,21,29,62.713,37.14,0.08488211
306,224,74,112,2696.15,8.837,21,29,62.478,37.14,0.0851595
307,225,75,110,2705.88,8.838,21,29,62.224,37.14,0.085436895
308,224,75,109,2714.16,8.837,21,29,62.044445,37.14,0.08571429
309,223,75,108,2723.06,8.837,21,28,62.02,37.14,0.08599168
310,223,74,108,2732.8,8.838,21,29,62.154,37.14,0.08626907
311,224,73,108,2741.69,8.837,21,29,62.313,37.14,0.086546466
312,224,73,107,2751.43,8.838,21,29,62.534546,37.14,0.08682386
313,224,73,107,2759.09,8.836,21,29,62.815556,37.16,0.08710125
314,224,73,107,2766.53,8.835,21,29,63.128,37.16,0.08737864
315,224,73,107,2776.26,8.838,21,29,63.423,37.16,0.087656036
316,224,73,106,2785.16,8.837,21,29,63.634544,37.16,0.08793343
317,224,73,105,2794.67,8.838,21,29,63.779,37.16,0.08821082
318,224,73,105,2802.53,8.837,21,29,63.86,37.16,0.08848821
319,224,73,105,2812.07,8.837,21,29,63.857273,37.16,0.08876561
320,224,73,106,2821.81,8.838,21,29,63.881,37.16,0.089043
321,225,74,106,2830.42,8.837,21,29,63.84667,37.16,0.08932039
322,225,74,106,2839.34,8.837,21,29,63.815,37.16,0.089597784
323,224,74,106,2846.65,8.835,21,29,63.642727,37.16,0.08987518
324,224,74,106,2854.93,8.837,21,29,63.664,37.16,0.09015257
325,225,75,107,2862.99,8.837,21,29,63.959,37.16,0.09042996
326,225,76,107,2871.77,8.836,21,28,64.312,37.16,0.090707354
327,225,77,107,2883.92,8.835,21,28,64.75667,37.16,0.09098475
328,224,77,107,2892.2,8.837,21,28,65.141815,37.16,0.09126214
329,224,77,108,2901.09,8.837,21,28,65.248,37.16,0.09153953
330,223,76,107,2910.21,8.837,21,28,65.346,37.17,0.091816925
331,223,76,107,2917.04,8.835,21,28,65.83667,37.17,0.09209432
332,224,76,107,2926.55,8.836,21,28,66.182724,37.17,0.09237171
333,225,76,107,2937.51,8.834,21,28,65.797,37.17,0.092649095
334,225,76,108,2945.36,8.837,21,28,65.587,37.17,0.09292649
335,224,77,108,2954.29,8.837,21,28,65.994446,37.17,0.09320388
336,223,77,108,2963.19,8.837,21,28,66.755455,37.17,0.09348127
337,224,77,108,2972.92,8.838,21,28,67.454445,37.17,0.093758665
338,224,76,107,2981.2,8.837,21,28,67.884,37.17,0.09403606
339,224,76,107,2989.49,8.837,21,28,67.95545,37.17,0.09431345
340,223,77,107,2997.15,8.836,21,28,67.729,37.17,0.09459084
341,223,76,107,3004.59,8.835,21,28,67.30334,37.17,0.094868235
342,222,75,107,3014.32,8.838,21,28,66.71364,37.18,0.09514563
343,223,74,106,3023.22,8.837,21,29,65.96333,37.18,0.09542302
344,223,73,107,3032.73,8.838,21,29,64.892,37.18,0.09570041
345,224,72,107,3040.48,8.837,21,30,64.16818,37.18,0.095977806
346,224,72,107,3049.1,8.839,21,30,64.227,37.18,0.0962552
347,225,73,106,3059.04,8.837,21,29,64.513336,37.18,0.09653259
348,225,75,106,3067.73,8.837,21,29,64.865456,37.18,0.09680998
349,224,75,106,3077.26,8.838,21,29,65.111115,37.18,0.097087376
350,223,74,106,3083.73,8.834,21,29,65.321815,37.18,0.09736477
351,223,73,105,3091.65,8.837,21,29,65.495,37.18,0.09764216
352,224,73,105,3102.51,8.838,21,29,65.564,37.18,0.09791955
353,224,74,105,3110.97,8.837,21,29,65.366,37.18,0.098196946
354,225,75,105,3119.9,8.837,20,29,64.871,37.18,0.09847434
355,226,76,105,3128.8,8.837,20,28,64.81,37.18,0.09875173
356,225,77,106,3138.53,8.838,20,28,65.01546,37.18,0.099029124
357,224,77,107,3146.8,8.837,20,28,65.168,37.18,0.09930652
358,223,76,107,3155.41,8.837,20,28,65.187,37.18,0.09958391
359,223,75,106,3164.79,8.838,20,28,65.154,37.18,0.0998613
360,224,75,106,3173.71,8.837,20,29,65.024,37.18,0.100138694
361,224,75,106,3182.59,8.837,20,29,64.89889,37.18,0.10041609
362,224,75,106,3192.33,8.838,20,29,64.74909,37.18,0.10069348
363,224,75,107,3200.63,8.837,20,29,64.624,37.18,0.10097087
364,224,75,106,3209.53,8.837,20,29,64.69111,37.18,0.101248264
365,224,74,106,3219.03,8.838,20,29,64.807274,37.18,0.10152566
366,224,74,107,3226.9,8.837,20,29,64.913,37.18,0.10180305
367,224,74,107,3236.45,8.837,20,29,64.838,37.18,0.10208044
368,225,74,107,3245.95,8.838,20,29,64.812225,37.18,0.102357835
369,224,75,107,3253.81,8.837,20,29,64.922,37.18,0.10263523
370,224,75,107,3263.35,8.837,20,29,64.72546,37.18,0.10291262
371,224,75,107,3272.86,8.838,20,29,64.795,37.18,0.10319001
372,224,75,108,3280.72,8.837,20,29,64.879,37.18,0.103467405
373,224,75,107,3288.85,8.836,20,29,64.861,37.18,0.1037448
374,224,75,107,3295.67,8.835,20,29,65.325554,37.18,0.10402219
375,223,74,108,3306.2,8.838,20,29,65.816,37.18,0.10429958
376,223,74,108,3314.48,8.837,20,29,66.29727,37.18,0.104576975
377,224,74,108,3323.38,8.837,20,29,66.529,37.18,0.10485437
378,224,74,108,3333.11,8.838,20,29,66.608,37.19,0.10513176
379,224,74,108,3341.17,8.837,20,29,66.331,37.19,0.10540915
380,224,74,108,3349.5,8.837,20,29,65.923,37.19,0.105686545
381,224,74,108,3360.02,8.838,20,29,65.708,37.19,0.10596394
382,223,74,108,3368.92,8.837,20,29,65.62,37.19,0.10624133
383,224,74,107,3378.42,8.838,20,29,65.533,37.19,0.10651872
384,224,73,106,3385.83,8.836,20,29,65.501,37.19,0.106796116
385,224,73,106,3392.73,8.834,20,29,65.362,37.19,0.10707351
386,224,74,105,3400.24,8.837,20,29,65.038,37.19,0.1073509
387,225,74,105,3411.77,8.838,20,29,64.448,37.19,0.10762829
388,224,75,105,3420.67,8.837,20,29,63.962223,37.19,0.107905686
389,223,74,106,3430.4,8.838,20,29,63.408,37.19,0.10818308
390,224,73,107,3438.67,8.837,20,29,63.393635,37.19,0.10846047
391,224,73,107,3447.53,8.837,20,29,63.945557,37.2,0.10873786
392,225,74,107,3457.28,8.838,20,29,64.44454,37.2,0.109015256
393,225,75,107,3465.56,8.837,20,29,64.791115,37.2,0.10929265
