time,watts,cadence,heartrate,distance,velocity_smooth,temp,torque,core_temperature
0,0,,93,,,,,
1,200,75,93,0.0,8.28,22,25,37.0
2,200,75,93,5.66,8.28,22,25,37.0
3,200,75,93,11.61,8.28,22,25,37.0
4,200,73,93,18.93,8.28,22,26,37.0
5,200,72,93,27.19,8.28,22,27,37.0
6,201,72,94,36.58,8.28,22,27,37.0
7,201,72,95,45.84,8.28,22,27,37.0
8,201,72,94,53.01,8.28,23,27,37.0
9,200,72,94,60.32,8.28,23,27,37.0
10,200,72,93,68.59,8.28,23,27,37.0
11,201,71,93,77.95,8.28,23,27,37.0
12,201,71,93,87.17,8.28,23,27,37.0
13,201,72,94,94.38,8.28,23,27,37.0
14,200,72,96,101.71,8.28,23,27,37.0
15,199,71,97,111.09,8.28,23,27,37.0
16,200,70,97,120.35,8.28,23,27,37.0
17,202,71,98,127.53,8.28,23,27,37.0
18,202,72,99,134.83,8.28,23,27,37.0
19,202,72,99,143.11,8.28,23,27,37.0
20,201,72,100,152.5,8.28,23,27,37.0
21,200,71,101,161.7,8.28,23,27,37.0
22,200,71,102,168.87,8.28,23,27,37.0
23,200,70,103,175.81,8.28,23,27,37.0
24,200,70,104,185.05,8.28,23,27,37.0
25,201,69,104,193.72,8.28,23,28,37.0
26,201,69,105,201.05,8.28,23,28,37.0
27,201,69,105,210.46,8.28,23,28,37.0
28,200,69,105,218.59,8.28,23,28,37.0
29,201,68,105,225.91,8.28,23,28,37.0
30,203,70,106,234.19,8.498,23,28,37.0
31,204,72,106,243.58,8.643,23,27,37.0
32,202,73,106,252.83,8.43,23,26,37.0
33,200,73,107,261.11,8.28,23,26,37.0
34,200,72,107,268.28,8.28,23,27,37.0
35,201,71,108,276.2,8.28,23,27,37.0
36,202,72,109,285.52,8.28,23,27,37.0
37,202,72,109,294.23,8.28,23,27,37.0
38,201,73,109,302.51,8.28,23,26,37.0
39,201,73,109,310.78,8.28,23,26,37.0
40,200,73,108,317.96,8.28,23,26,37.0
41,200,72,108,326.38,8.28,23,27,37.0
42,200,71,108,335.22,8.28,23,27,37.0
43,201,71,109,343.08,8.28,23,27,37.0
44,201,71,109,350.46,8.28,23,27,37.0
45,201,71,109,357.58,8.28,22,27,37.0
46,200,72,109,366.7,8.28,22,27,37.0
47,200,71,109,376.14,8.28,22,27,37.0
48,201,71,110,384.15,8.28,22,27,37.05
49,201,71,109,391.49,8.28,22,27,37.05
50,202,71,108,398.82,8.28,22,27,37.05
51,202,71,108,407.07,8.28,22,27,37.05
52,201,71,108,416.81,8.28,22,27,37.05
53,200,71,108,424.19,8.28,22,27,37.05
54,200,71,108,431.24,8.28,22,27,37.05
55,200,70,109,442.33,8.28,22,27,37.05
56,201,69,109,451.55,8.28,22,28,37.05
57,202,70,110,458.42,8.28,22,28,37.05
58,202,71,110,465.61,8.28,22,27,37.05
59,201,72,110,475.42,8.28,22,27,37.05
60,201,72,110,484.67,8.28,22,27,37.06
61,201,72,110,492.92,8.28,22,27,37.06
62,200,71,110,500.08,8.28,22,27,37.06
63,200,71,110,508.52,8.28,22,27,37.06
64,201,70,111,517.79,8.28,22,27,37.06
65,202,71,111,526.07,8.28,22,27,37.06
66,201,71,110,533.24,8.28,22,27,37.06
67,200,71,111,541.67,8.28,22,27,37.06
68,200,70,111,550.89,8.28,22,27,37.06
69,200,70,111,559.15,8.28,22,27,37.06
70,201,70,112,566.33,8.28,22,27,37.06
71,202,70,112,574.74,8.28,22,28,37.06
72,201,71,113,583.59,8.28,22,27,37.06
73,201,71,112,591.83,8.28,22,27,37.06
74,202,71,111,600.57,8.28,22,27,37.06
75,201,72,112,607.76,8.28,22,27,37.06
76,201,72,111,616.2,8.28,22,27,37.06
77,201,71,111,625.44,8.28,22,27,37.07
78,201,71,111,633.69,8.28,22,27,37.07
79,201,71,110,640.87,8.28,22,27,37.07
80,201,71,110,649.29,8.28,22,27,37.07
81,201,70,108,658.54,8.28,22,27,37.07
82,201,70,108,666.43,8.28,22,27,37.07
83,201,70,107,673.68,8.28,22,27,37.07
84,200,70,107,682.43,8.28,22,27,37.07
85,200,69,106,691.27,8.28,22,28,37.07
86,201,69,106,698.22,8.28,22,28,37.07
87,201,69,107,705.34,8.28,22,28,37.07
88,201,70,106,714.52,8.28,22,27,37.07
89,201,70,106,724.38,8.28,22,27,37.07
90,201,70,107,731.98,8.28,22,27,37.07
91,200,69,107,740.4,8.28,22,28,37.07
92,200,68,107,749.21,8.28,22,28,37.07
93,201,68,106,756.47,8.28,22,28,37.08
94,202,69,105,765.24,8.28,22,28,37.08
95,201,69,106,774.48,8.28,22,28,37.08
96,200,69,106,781.65,8.28,22,28,37.08
97,201,68,107,790.03,8.28,22,28,37.08
98,202,69,107,799.29,8.28,22,28,37.08
99,203,70,107,807.6,8.28,22,28,37.08
100,202,72,106,814.77,8.28,22,27,37.08
101,201,72,106,822.09,8.28,22,27,37.08
102,201,72,106,831.48,8.28,22,27,37.08
103,201,72,106,840.31,8.28,22,27,37.08
104,201,72,107,848.57,8.28,22,27,37.08
105,202,73,108,857.27,8.28,22,26,37.08
106,202,74,109,864.43,8.28,22,26,37.08
107,201,74,109,871.74,8.28,22,26,37.08
108,200,73,109,881.16,8.28,22,26,37.1
109,200,72,108,890.4,8.28,22,27,37.11
110,200,71,107,897.57,8.28,22,27,37.11
111,201,70,106,904.89,8.28,22,27,37.11
112,201,70,106,914.28,8.28,22,27,37.11
113,201,70,105,923.52,8.28,22,27,37.11
114,201,70,105,931.8,8.28,22,27,37.11
115,202,71,106,938.97,8.28,22,27,37.11
116,201,71,106,947.4,8.28,22,27,37.11
117,200,71,106,956.65,8.28,22,27,37.11
118,200,70,107,963.51,8.28,22,27,37.11
