time,watts,cadence,heartrate,distance,velocity_smooth,temp,torque,core_temperature
0,0,72,87,0.0,8.28,30,,
1,200,71,87,8.19,8.28,30,27,
2,201,71,87,15.46,8.28,30,27,
3,201,71,88,23.52,8.28,30,27,
4,201,70,88,33.54,8.28,30,27,
5,199,69,89,40.41,8.28,30,28,
6,200,68,90,47.7,8.28,30,28,
7,201,68,90,58.2,8.28,30,28,
8,201,69,91,65.25,8.289,30,28,
9,202,70,92,73.2,8.282,30,28,
10,202,69,92,82.41,8.28,30,28,
11,199,68,93,90.99,8.28,30,28,
12,200,67,95,97.74,8.28,30,29,
13,201,67,96,105.45,8.28,30,29,
14,202,68,97,115.22,8.28,30,28,
15,202,68,97,122.58,8.28,30,28,
16,202,69,99,132.7,8.28,30,28,
17,201,69,99,140.33,8.28,30,28,
18,202,70,99,147.24,8.28,30,28,
19,201,71,100,157.54,8.28,30,27,
20,200,70,100,166.34,8.28,30,27,
21,200,69,100,172.88,8.28,30,28,
22,201,69,101,182.55,8.286,29,28,
23,200,69,101,190.56,8.282,29,28,
24,202,69,102,197.63,8.28,29,28,
25,202,69,103,207.42,8.28,29,28,
26,200,69,104,215.38,8.28,29,28,
27,201,68,105,222.45,8.428,29,28,
28,202,69,106,230.22,8.413,29,28,
29,202,70,106,240.29,8.305,29,28,
30,201,69,106,247.4,8.28,29,28,
31,201,69,107,258.85,8.28,29,28,
32,201,69,107,266.03,8.28,29,28,
33,201,69,108,272.23,8.28,29,28,
34,201,69,109,280.2,8.28,29,28,
35,201,69,109,290.21,8.28,29,28,
36,201,69,109,297.06,8.28,29,28,
37,201,69,109,305.02,8.28,29,28,
38,201,69,109,315.08,8.286,29,28,
39,201,69,109,323.66,8.281,29,28,
40,201,69,109,330.2,8.28,29,28,
41,201,69,109,339.04,8.28,29,28,
42,202,69,110,346.65,8.28,29,28,
43,202,70,110,355.0,8.28,29,28,
44,202,72,111,364.72,8.28,29,27,
45,202,72,110,371.62,8.28,29,27,
46,201,71,109,380.53,8.28,29,27,
47,200,69,109,389.78,8.28,29,28,
48,199,69,109,396.45,8.28,29,28,
