time,watts,cadence,heartrate,distance,velocity_smooth,temp,torque,hrv,core_temperature,skin_temperature,respiration,tidal_volume,tidal_volume_min,heat_strain_index,HeatStrainIndex,PercentageinZ2,TymeBreathRate,TymeVentilation
72,206,71,112,606.56,8.827,25,28,542:542,37.09,32.3,20.8,147.0,38.0,0.0,0.0,0.00862423,20.8,38.0
73,207,71,112,615.38,8.827,25,28,542:538,37.09,32.3,21.7,291.0,61.0,0.0,0.0,0.008761123,21.7,61.0
74,206,70,111,624.2,8.827,25,28,541,37.09,32.3,21.7,434.0,84.0,0.0,0.0,0.008898015,21.7,84.0
75,205,71,111,633.04,8.827,25,28,546:546,37.09,32.3,21.7,434.0,84.0,0.0,0.0,0.009034907,21.7,84.0
76,207,70,111,641.58,8.547,25,28,546:542,37.09,32.3,21.1,315.0,60.0,0.0,0.0,0.0091718,21.1,60.0
77,208,71,111,650.13,8.547,25,28,538:541,37.09,32.3,21.1,315.0,60.0,0.0,0.0,0.009308693,21.1,60.0
78,206,71,111,658.95,8.827,25,28,546:542,37.09,32.3,21.1,195.0,35.0,0.0,0.0,0.009445585,21.1,35.0
79,206,71,111,667.79,8.827,25,28,538,37.09,32.3,21.1,195.0,35.0,0.0,0.0,0.009582478,21.1,35.0
80,209,72,111,676.6,8.827,25,28,542:538:537,37.09,32.3,21.1,232.0,39.0,0.0,0.0,0.00971937,21.1,39.0
81,207,70,111,685.43,8.827,25,28,538:531,37.09,32.3,21.1,282.0,61.0,0.0,0.0,0.009856263,21.1,61.0
82,204,70,111,694.26,8.827,25,28,531:538,37.09,32.3,21.1,282.0,61.0,0.0,0.0,0.0099931555,21.1,61.0
83,203,70,111,702.53,8.276,25,28,538,37.09,32.3,21.1,282.0,61.0,0.0,0.0,0.010130048,21.1,61.0
84,204,69,111,710.81,8.276,25,28,541:542,37.09,32.3,20.5,287.0,65.0,0.0,0.0,0.01026694,20.5,65.0
85,207,69,111,719.09,8.276,25,29,542:546,37.09,32.3,20.5,297.0,76.0,0.0,0.0,0.010403833,20.5,76.0
86,207,67,110,727.36,8.276,25,30,550:550,37.09,32.3,20.5,298.0,72.0,0.0,0.0,0.010540726,20.5,72.0
87,206,67,110,735.64,8.276,25,29,550,37.09,32.3,21.4,264.0,62.0,0.0,0.0,0.010677618,21.4,62.0
88,206,70,110,743.92,8.276,25,28,555:559,37.09,32.3,24.3,265.0,71.0,0.0,0.0,0.01081451,24.3,71.0
89,206,70,110,752.2,8.276,25,28,546:546,37.09,32.3,24.3,248.0,71.0,0.0,0.0,0.0109514035,24.3,71.0
90,206,70,109,761.13,8.939,25,28,559:573,37.09,32.3,24.3,248.0,71.0,0.0,0.0,0.011088296,24.3,71.0
91,206,70,108,770.07,8.939,25,28,565:574,37.09,32.3,24.3,248.0,71.0,0.0,0.0,0.011225188,24.3,71.0
92,207,71,108,779.02,8.939,25,28,565,37.09,32.3,24.3,319.0,86.0,0.0,0.0,0.01136208,24.3,86.0
93,206,71,107,787.83,8.827,25,28,565:565,37.09,32.3,24.3,372.0,80.0,0.0,0.0,0.011498974,24.3,80.0
94,206,71,107,796.66,8.827,25,28,561,37.09,32.25,22.6,283.0,59.0,0.0,0.0,0.011635866,22.6,59.0
95,206,71,107,805.51,8.827,25,28,555:1113,37.09,32.25,22.6,283.0,59.0,0.0,0.0,0.011772758,22.6,59.0
96,206,71,108,814.33,8.827,25,28,550,37.09,32.3,24.5,243.0,56.0,0.0,0.0,0.011909651,24.5,56.0
97,206,71,108,823.15,8.827,25,28,550:542,37.09,32.3,24.5,179.0,44.0,0.0,0.0,0.012046544,24.5,44.0
98,206,71,108,831.98,8.827,25,28,550:555,37.09,32.3,24.5,179.0,44.0,0.0,0.0,0.012183436,24.5,44.0
99,205,70,108,840.8,8.827,25,28,550:550,37.09,32.3,24.6,225.0,57.0,0.0,0.0,0.0123203285,24.6,57.0
100,208,70,108,849.62,8.827,25,28,554:559,37.09,32.3,24.6,225.0,57.0,0.0,0.0,0.012457221,24.6,57.0
101,205,70,108,858.45,8.827,25,28,563:559,37.09,32.3,22.8,263.0,62.0,0.0,0.0,0.012594114,22.8,62.0
102,205,71,108,867.28,8.827,25,28,555,37.09,32.3,22.8,263.0,62.0,0.0,0.0,0.012731006,22.8,62.0
103,207,71,108,876.1,8.827,25,28,563:564,37.09,32.3,22.8,263.0,62.0,0.0,0.0,0.012867899,22.8,62.0
104,208,71,107,884.93,8.827,25,28,574:563,37.09,32.3,22.8,242.0,59.0,0.0,0.0,0.013004791,22.8,59.0
105,205,71,107,893.48,8.547,25,28,565:569,37.09,32.3,22.6,303.0,68.0,0.0,0.0,0.013141684,22.6,68.0
106,207,71,107,902.03,8.547,25,28,569,37.09,32.3,22.6,363.0,76.0,0.0,0.0,0.013278577,22.6,76.0
107,204,71,106,910.57,8.547,25,27,569:563,37.09,32.3,24.9,315.0,75.0,0.0,0.0,0.013415469,24.9,75.0
108,205,71,106,919.12,8.547,25,28,565,37.09,32.3,24.9,315.0,75.0,0.0,0.0,0.013552361,24.9,75.0
109,205,69,106,927.95,8.827,25,28,565:563:563,37.09,32.3,23.1,290.0,68.0,0.0,0.0,0.0136892535,23.1,68.0
110,205,68,107,936.78,8.827,25,29,558,37.1,32.25,23.1,253.0,64.0,0.0,0.0,0.013826147,23.1,64.0
111,206,67,107,945.6,8.827,25,29,563:555,37.1,32.25,24.4,230.0,59.0,0.0,0.0,0.013963039,24.4,59.0
112,207,68,107,954.43,8.827,25,29,555:555,37.1,32.3,24.4,212.0,52.0,0.0,0.0,0.014099931,24.4,52.0
113,207,69,107,963.26,8.827,25,29,555:558,37.1,32.3,24.4,212.0,52.0,0.0,0.0,0.014236824,24.4,52.0
114,206,68,107,972.09,8.827,24,29,555,37.1,32.3,25.2,224.0,56.0,0.0,0.0,0.014373717,25.2,56.0
115,206,68,107,980.91,8.827,24,29,559:559:555,37.1,32.3,27.0,226.0,64.0,0.0,0.0,0.014510609,27.0,64.0
116,206,68,108,989.74,8.827,24,29,554,37.1,32.25,27.0,247.0,71.0,0.0,0.0,0.0146475015,27.0,71.0
117,206,68,108,998.57,8.827,24,29,555:559,37.1,32.25,27.0,247.0,71.0,0.0,0.0,0.014784394,27.0,71.0
118,208,71,107,1007.39,8.827,24,28,569:582,37.1,32.25,27.0,247.0,71.0,0.0,0.0,0.014921287,27.0,71.0
119,206,71,106,1016.21,8.827,24,28,586:580,37.1,32.25,25.2,345.0,79.0,0.0,0.0,0.015058179,25.2,79.0
120,204,70,106,1025.04,8.827,24,28,578,37.1,32.25,25.2,443.0,82.0,0.0,0.0,0.015195072,25.2,82.0
121,204,70,105,1033.87,8.827,24,28,574:578,37.1,32.25,25.2,443.0,82.0,0.0,0.0,0.015331964,25.2,82.0
122,206,68,105,1042.69,8.827,24,29,582,37.1,32.25,24.0,296.0,55.0,0.0,0.0,0.015468857,24.0,55.0
123,206,68,105,1051.52,8.827,24,29,574:573,37.1,32.25,24.0,296.0,55.0,0.0,0.0,0.01560575,24.0,55.0
124,205,68,105,1060.35,8.827,24,29,574:569,37.1,32.25,25.0,154.0,38.0,0.0,0.0,0.015742643,25.0,38.0
125,206,67,105,1069.17,8.827,24,29,565:569,37.1,32.25,25.0,154.0,38.0,0.0,0.0,0.015879534,25.0,38.0
126,208,67,105,1078.0,8.827,24,30,564:563,37.1,32.25,26.1,163.0,43.0,0.0,0.0,0.016016427,26.1,43.0
127,208,67,105,1086.83,8.827,24,30,565,37.1,32.25,26.1,170.0,51.0,0.0,0.0,0.016153319,26.1,51.0
128,206,69,105,1095.65,8.827,24,29,569:569,37.11,32.25,26.1,170.0,51.0,0.0,0.0,0.016290212,26.1,51.0
129,204,70,105,1104.49,8.827,24,28,565:569,37.11,32.25,25.1,225.0,64.0,0.0,0.0,0.016427105,25.1,64.0
130,207,69,105,1113.32,8.827,24,29,569:569,37.11,32.25,28.0,280.0,78.0,0.0,0.0,0.016563997,28.0,78.0
131,206,68,106,1122.13,8.827,24,29,563:563,37.11,32.25,28.0,330.0,90.0,0.0,0.0,0.01670089,28.0,90.0
132,206,69,106,1130.96,8.827,24,29,565,37.11,32.25,28.0,330.0,90.0,0.0,0.0,0.016837783,28.0,90.0
133,206,69,106,1139.79,8.827,24,29,564:565,37.11,32.25,28.0,400.0,99.0,0.0,0.0,0.016974675,28.0,99.0
134,205,70,106,1148.61,8.827,24,28,555:555,37.11,32.25,28.0,465.0,112.0,0.0,0.0,0.017111568,28.0,112.0
135,206,69,106,1157.44,8.827,24,29,555:565,37.11,32.25,28.0,539.0,117.0,0.0,0.0,0.01724846,28.0,117.0
136,206,69,106,1166.28,8.827,24,29,564,37.11,32.25,28.0,539.0,117.0,0.0,0.0,0.017385352,28.0,117.0
137,205,69,107,1175.09,8.827,24,28,559:559,37.11,32.25,25.4,397.0,83.0,0.0,0.0,0.017522246,25.4,83.0
138,205,68,107,1183.64,8.547,24,29,550:550,37.11,32.2,25.4,254.0,48.0,0.0,0.0,0.017659137,25.4,48.0
139,208,69,108,1192.19,8.547,24,29,555:550,37.11,32.2,25.4,254.0,48.0,0.0,0.0,0.01779603,25.4,48.0
140,207,68,108,1200.74,8.547,24,29,546,37.11,32.2,23.1,237.0,46.0,0.0,0.0,0.017932924,23.1,46.0
141,205,69,108,1209.56,8.827,24,28,550:555,37.11,32.2,23.1,237.0,46.0,0.0,0.0,0.018069815,23.1,46.0
142,207,69,108,1218.39,8.827,24,29,555:550,37.11,32.25,23.1,227.0,54.0,0.0,0.0,0.018206708,23.1,54.0
143,207,69,108,1227.22,8.827,24,29,546:555,37.11,32.25,23.1,227.0,54.0,0.0,0.0,0.0183436,23.1,54.0
144,205,71,108,1236.04,8.827,24,28,563:569,37.11,32.2,23.1,227.0,54.0,0.0,0.0,0.018480493,23.1,54.0
145,206,69,107,1244.87,8.827,24,29,569,37.11,32.2,20.5,309.0,70.0,0.0,0.0,0.018617386,20.5,70.0
146,205,69,107,1253.7,8.827,24,28,569:569,37.11,32.2,20.5,309.0,70.0,0.0,0.0,0.018754277,20.5,70.0
147,206,69,106,1262.52,8.827,24,29,574:569,37.11,32.2,20.5,384.0,75.0,0.0,0.0,0.01889117,20.5,75.0
148,206,69,106,1271.35,8.827,24,29,569:563,37.11,32.25,19.9,384.0,76.0,0.0,0.0,0.019028064,19.9,76.0
149,205,69,106,1280.29,8.939,24,28,561:563,37.11,32.25,19.9,384.0,76.0,0.0,0.0,0.019164955,19.9,76.0
150,206,68,107,1289.11,8.827,24,29,555:559,37.11,32.25,21.4,281.0,60.0,0.0,0.0,0.019301848,21.4,60.0
151,207,68,107,1297.94,8.827,24,29,559,37.11,32.2,21.4,281.0,60.0,0.0,0.0,0.01943874,21.4,60.0
152,206,69,107,1306.77,8.827,24,29,559:558,37.11,32.25,23.7,241.0,58.0,0.0,0.0,0.019575633,23.7,58.0
153,207,69,107,1315.6,8.827,24,29,563:559,37.11,32.2,25.7,176.0,56.0,0.0,0.0,0.019712526,25.7,56.0
154,205,70,107,1324.42,8.827,24,28,559:559,37.11,32.2,25.7,176.0,56.0,0.0,0.0,0.019849418,25.7,56.0
155,206,69,107,1332.71,8.276,24,29,563,37.11,32.2,30.4,180.0,63.0,0.0,0.0,0.019986311,30.4,63.0
156,206,69,107,1340.97,8.276,24,29,537:569,37.11,32.25,30.4,180.0,63.0,0.0,0.0,0.020123204,30.4,63.0
157,206,69,107,1349.8,8.827,24,29,555:555,37.11,32.25,30.4,189.0,68.0,0.0,0.0,0.020260096,30.4,68.0
158,206,69,108,1358.63,8.827,24,29,546:546,37.11,32.2,30.9,220.0,65.0,0.0,0.0,0.020396989,30.9,65.0
159,204,68,109,1367.46,8.827,24,29,546:542,37.11,32.2,30.9,220.0,65.0,0.0,0.0,0.02053388,30.9,65.0
160,204,66,109,1376.28,8.827,24,30,542,37.11,32.2,30.9,262.0,63.0,0.0,0.0,0.020670773,30.9,63.0
161,209,66,110,1385.12,8.827,24,30,538:531,37.11,32.2,30.9,262.0,63.0,0.0,0.0,0.020807667,30.9,63.0
162,210,69,110,1393.94,8.827,24,29,538:546:555,37.11,32.2,30.9,262.0,63.0,0.0,0.0,0.020944558,30.9,63.0
163,207,69,110,1402.77,8.827,24,29,,37.11,32.2,30.9,273.0,62.0,0.0,0.0,0.021081451,30.9,62.0
164,206,71,109,1411.59,8.827,24,28,1105:546,37.11,32.2,27.4,388.0,84.0,0.0,0.0,0.021218343,27.4,84.0
165,207,72,109,1420.42,8.827,24,27,550:554,37.11,32.2,27.4,503.0,106.0,0.0,0.0,0.021355236,27.4,106.0
166,205,72,109,1429.28,8.827,24,27,555:563,37.11,32.2,27.4,503.0,106.0,0.0,0.0,0.02149213,27.4,106.0
167,206,71,109,1438.08,8.827,24,28,559,37.11,32.2,23.1,359.0,73.0,0.0,0.0,0.02162902,23.1,73.0
168,206,71,108,1446.9,8.827,24,28,565:561,37.11,32.2,23.1,359.0,73.0,0.0,0.0,0.021765914,23.1,73.0
169,206,71,108,1455.72,8.827,24,28,559:563,37.11,32.15,23.1,214.0,48.0,0.0,0.0,0.021902807,23.1,48.0
170,207,72,108,1464.56,8.827,24,27,559,37.11,32.2,23.2,207.0,53.0,0.0,0.0,0.022039698,23.2,53.0
171,205,71,108,1473.39,8.827,24,28,1116,37.11,32.2,23.2,207.0,53.0,0.0,0.0,0.022176592,23.2,53.0
172,205,70,107,1482.21,8.827,24,28,564:559,37.11,32.2,23.2,204.0,59.0,0.0,0.0,0.022313483,23.2,59.0
173,206,70,107,1491.03,8.827,24,28,563:555,37.11,32.2,26.5,195.0,59.0,0.0,0.0,0.022450376,26.5,59.0
174,207,70,108,1499.86,8.827,24,28,555:559,37.12,32.25,26.5,185.0,62.0,0.0,0.0,0.02258727,26.5,62.0
175,207,71,107,1508.68,8.827,24,28,561,37.12,32.2,26.5,177.0,60.0,0.0,0.0,0.02272416,26.5,60.0
176,205,71,107,1517.52,8.827,24,28,563:559,37.12,32.2,30.6,177.0,60.0,0.0,0.0,0.022861054,30.6,60.0
177,205,70,107,1526.35,8.827,24,28,559:559,37.12,32.2,30.6,177.0,60.0,0.0,0.0,0.022997947,30.6,60.0
178,206,70,107,1535.16,8.827,24,28,564:569,37.12,32.2,30.6,177.0,59.0,0.0,0.0,0.023134839,30.6,59.0
179,205,69,107,1544.0,8.827,24,28,569,37.12,32.2,30.6,177.0,51.0,0.0,0.0,0.023271732,30.6,51.0
180,206,70,106,1552.83,8.827,24,28,569:578:582,37.12,32.2,30.6,177.0,51.0,0.0,0.0,0.023408623,30.6,51.0
181,207,69,105,1561.65,8.827,24,29,589,37.12,32.2,30.6,177.0,44.0,0.0,0.0,0.023545517,30.6,44.0
182,207,70,105,1570.48,8.827,24,28,588,37.12,32.2,30.6,177.0,44.0,0.0,0.0,0.02368241,30.6,44.0
183,207,71,104,1579.3,8.827,24,28,589:586:574,37.12,32.2,28.2,176.0,44.0,0.0,0.0,0.023819301,28.2,44.0
184,204,71,104,1588.13,8.827,24,27,574,37.12,32.2,28.2,176.0,45.0,0.0,0.0,0.023956195,28.2,45.0
185,205,71,105,1596.95,8.827,24,28,564:569,37.12,32.2,28.2,176.0,45.0,0.0,0.0,0.024093088,28.2,45.0
186,204,71,105,1605.78,8.827,24,27,565:563,37.12,32.2,28.2,174.0,44.0,0.0,0.0,0.02422998,28.2,44.0
187,206,69,106,1614.61,8.827,24,29,563:555,37.12,32.2,25.0,260.0,56.0,0.0,0.0,0.024366872,25.0,56.0
188,207,70,106,1623.43,8.827,24,28,554,37.12,32.2,25.0,346.0,67.0,0.0,0.0,0.024503764,25.0,67.0
189,205,70,106,1632.26,8.827,24,28,559:563,37.12,32.2,25.0,346.0,67.0,0.0,0.0,0.024640657,25.0,67.0
190,204,70,106,1640.54,8.276,24,28,574:578,37.12,32.2,25.0,346.0,67.0,0.0,0.0,0.02477755,25.0,67.0
191,207,70,106,1648.82,8.276,24,28,574,37.12,32.2,22.9,337.0,60.0,0.0,0.0,0.024914442,22.9,60.0
192,207,70,105,1657.09,8.276,24,28,573:574,37.12,32.2,22.9,327.0,53.0,0.0,0.0,0.025051335,22.9,53.0
193,205,71,106,1665.36,8.276,24,28,565:563,37.12,32.2,21.3,327.0,58.0,0.0,0.0,0.025188228,21.3,58.0
194,205,71,106,1674.2,8.827,24,28,563:554,37.12,32.2,21.3,327.0,58.0,0.0,0.0,0.02532512,21.3,58.0
195,206,71,107,1683.02,8.827,24,28,546:550,37.12,32.2,21.3,327.0,58.0,0.0,0.0,0.025462013,21.3,58.0
196,206,71,107,1691.85,8.827,24,28,565:569,37.12,32.2,21.3,327.0,62.0,0.0,0.0,0.025598904,21.3,62.0
197,206,70,106,1700.67,8.827,24,28,565,37.12,32.2,21.3,327.0,62.0,0.0,0.0,0.025735797,21.3,62.0
198,208,71,106,1709.51,8.827,24,28,569:559,37.12,32.2,18.2,431.0,66.0,0.0,0.0,0.02587269,18.2,66.0
199,206,71,107,1718.33,8.827,24,28,555:550,37.12,32.2,18.2,431.0,66.0,0.0,0.0,0.026009582,18.2,66.0
200,204,71,107,1727.16,8.827,24,27,563:569,37.12,32.2,18.2,431.0,66.0,0.0,0.0,0.026146475,18.2,66.0
201,207,70,107,1735.43,8.276,24,28,564,37.12,32.2,18.2,431.0,66.0,0.0,0.0,0.026283368,18.2,66.0
202,205,70,106,1744.26,8.827,24,28,569:565,37.12,32.2,17.0,379.0,59.0,0.0,0.0,0.02642026,17.0,59.0
203,206,69,106,1753.08,8.827,24,29,563:569,37.12,32.2,17.0,327.0,52.0,0.0,0.0,0.026557153,17.0,52.0
204,207,70,106,1761.91,8.827,24,28,578:577,37.12,32.2,17.0,327.0,52.0,0.0,0.0,0.026694044,17.0,52.0
205,206,71,105,1770.74,8.827,24,28,578,37.12,32.2,16.4,285.0,47.0,0.0,0.0,0.026830938,16.4,47.0
206,205,70,105,1779.57,8.827,24,28,574:569,37.12,32.2,16.4,285.0,47.0,0.0,0.0,0.026967831,16.4,47.0
207,206,70,105,1788.39,8.827,24,28,578:577,37.12,32.2,16.4,242.0,41.0,0.0,0.0,0.027104722,16.4,41.0
