time,watts,cadence,heartrate,distance,velocity_smooth,temp,torque,smo2,hrv,core_temperature,skin_temperature,respiration,tidal_volume,tidal_volume_min,heat_strain_index,HeatStrainIndex,Oxygenation,PercentageinZ2,TymeBreathRate,TymeVentilation
0,215,63,80,8.83,8.827,22,33,45.0,,36.95,,25.7,95.0,28.0,0.0,0.0,45.0,2.7708506E-4,25.7,28.0
1,215,62,80,17.65,8.827,22,33,45.0,1496,36.95,,25.7,95.0,28.0,0.0,0.0,45.0,5.541701E-4,25.7,28.0
2,217,62,80,26.48,8.827,22,33,45.0,730,36.95,,28.6,54.0,17.0,0.0,0.0,45.0,8.312552E-4,28.6,17.0
3,216,62,81,35.32,8.827,22,33,45.0,730:718,36.95,,28.6,54.0,17.0,0.0,0.0,45.0,0.0011083402,28.6,17.0
4,214,62,83,44.14,8.827,22,33,46.0,717:714,36.95,,28.6,142.0,31.0,0.0,0.0,46.0,0.0013854253,28.6,31.0
5,216,61,83,52.96,8.827,22,34,46.0,714,36.95,,28.6,142.0,31.0,0.0,0.0,46.0,0.0016625104,28.6,31.0
6,216,61,83,61.79,8.827,22,34,46.0,711,36.95,,28.6,142.0,31.0,0.0,0.0,46.0,0.0019395954,28.6,31.0
7,216,61,84,70.62,8.827,22,34,46.0,707,36.95,,26.9,164.0,38.0,0.0,0.0,46.0,0.0022166804,26.9,38.0
8,217,61,84,79.44,8.827,22,34,46.0,694:688,36.95,32.1,26.9,164.0,38.0,0.0,0.0,46.0,0.0024937657,26.9,38.0
9,217,62,85,88.27,8.827,22,33,46.0,680:690,36.95,32.15,25.8,155.0,38.0,0.0,0.0,46.0,0.0027708507,25.8,38.0
10,219,63,85,97.1,8.827,22,33,46.0,707,36.95,32.1,25.8,141.0,42.0,0.0,0.0,46.0,0.0030479357,25.8,42.0
11,216,64,85,105.92,8.827,22,32,46.0,714,36.95,32.1,25.8,141.0,42.0,0.0,0.0,46.0,0.003325021,25.8,42.0
12,214,64,85,114.75,8.827,22,32,45.0,714,36.95,32.1,31.9,142.0,50.0,0.0,0.0,45.0,0.003602106,31.9,50.0
13,216,64,85,123.58,8.827,22,32,45.0,1406:698,36.95,32.1,31.9,142.0,50.0,0.0,0.0,45.0,0.003879191,31.9,50.0
14,215,64,85,132.4,8.827,22,32,45.0,688,36.95,32.1,39.9,122.0,57.0,0.0,0.0,45.0,0.004156276,39.9,57.0
15,214,63,85,141.23,8.827,22,32,45.0,690,36.95,32.1,39.9,127.0,61.0,0.0,0.0,45.0,0.004433361,39.9,61.0
16,215,63,86,150.06,8.827,22,33,45.0,680:680,36.95,32.15,42.2,105.0,48.0,0.0,0.0,45.0,0.004710446,42.2,48.0
17,215,62,86,158.89,8.827,22,33,45.0,675,36.95,32.15,42.2,106.0,46.0,0.0,0.0,45.0,0.0049875313,42.2,46.0
18,214,61,87,167.71,8.827,22,34,45.0,663,36.95,32.15,42.2,102.0,41.0,0.0,0.0,45.0,0.005264616,42.2,41.0
19,218,61,88,176.54,8.827,22,34,45.0,667:656,36.94,32.15,42.2,77.0,26.0,0.0,0.0,45.0,0.0055417013,42.2,26.0
20,220,61,88,185.37,8.827,22,34,45.0,648,36.94,32.15,38.4,139.0,46.0,0.0,0.0,45.0,0.0058187866,38.4,46.0
21,217,61,90,194.19,8.827,22,34,45.0,1273,36.94,32.15,38.4,179.0,59.0,0.0,0.0,45.0,0.0060958713,38.4,59.0
22,217,64,91,203.02,8.827,22,32,45.0,633:620,36.94,32.15,38.4,179.0,59.0,0.0,0.0,45.0,0.0063729566,38.4,59.0
23,216,65,93,211.84,8.827,22,32,45.0,637:592,36.94,32.15,38.4,263.0,86.0,0.0,0.0,45.0,0.006650042,38.4,86.0
24,216,65,93,220.88,8.827,22,32,45.0,612,36.94,32.15,38.4,263.0,86.0,0.0,0.0,45.0,0.0069271266,38.4,86.0
25,216,65,95,229.5,8.827,22,32,45.0,593:597,36.94,32.15,32.6,231.0,75.0,0.0,0.0,45.0,0.007204212,32.6,75.0
26,214,64,97,238.32,8.827,22,32,45.0,593:584,36.94,32.15,32.6,231.0,75.0,0.0,0.0,45.0,0.0074812965,32.6,75.0
27,217,64,97,247.15,8.827,22,32,45.0,,36.94,32.15,32.6,192.0,64.0,0.0,0.0,45.0,0.007758382,32.6,64.0
28,223,65,99,255.98,8.827,22,33,45.0,1164:574,36.94,32.15,33.9,196.0,69.0,0.0,0.0,45.0,0.008035467,33.9,69.0
29,220,68,101,264.81,8.827,22,31,45.0,569:565,36.94,32.15,33.9,158.0,58.0,0.0,0.0,45.0,0.008312552,33.9,58.0
30,217,72,102,273.63,8.827,22,29,44.0,558:563,36.94,32.15,33.9,161.0,63.0,0.0,0.0,44.0,0.0085896375,33.9,63.0
31,217,73,103,282.47,8.827,22,28,44.0,569:565,36.94,32.15,33.9,161.0,63.0,0.0,0.0,44.0,0.008866722,33.9,63.0
32,217,74,103,291.29,8.827,22,28,43.0,565,36.94,32.15,33.9,206.0,84.0,0.0,0.0,43.0,0.009143807,33.9,84.0
33,217,75,104,300.11,8.827,22,28,44.0,565:563,36.94,32.15,35.9,395.0,152.0,0.0,0.0,44.0,0.009420892,35.9,152.0
34,216,75,105,308.94,8.827,22,28,45.0,565:563,36.94,32.15,35.9,262.0,92.0,0.0,0.0,45.0,0.009697977,35.9,92.0
35,215,75,105,317.77,8.827,22,27,45.0,563,36.94,32.15,35.9,262.0,92.0,0.0,0.0,45.0,0.009975063,35.9,92.0
36,215,74,105,326.59,8.827,22,28,46.0,563,36.94,32.2,35.9,262.0,92.0,0.0,0.0,46.0,0.010252147,35.9,92.0
37,214,73,105,335.42,8.827,22,28,46.0,1103:601,36.94,32.2,35.9,262.0,92.0,0.0,0.0,46.0,0.010529232,35.9,92.0
38,216,73,105,344.26,8.827,22,28,46.0,565,36.94,32.2,33.0,148.0,33.0,0.0,0.0,46.0,0.010806317,33.0,33.0
39,215,73,105,353.07,8.827,22,28,46.0,546:586,36.94,32.2,31.2,158.0,40.0,0.0,0.0,46.0,0.011083403,31.2,40.0
40,214,72,106,361.9,8.827,22,28,46.0,559:559,36.94,32.2,31.2,173.0,45.0,0.0,0.0,46.0,0.011360488,31.2,45.0
41,216,71,106,370.73,8.827,22,29,46.0,555:559,36.94,32.2,31.2,173.0,45.0,0.0,0.0,46.0,0.011637573,31.2,45.0
42,217,71,106,379.55,8.827,22,29,47.0,565:569,36.94,32.2,31.2,173.0,45.0,0.0,0.0,47.0,0.011914657,31.2,45.0
43,215,71,106,388.38,8.827,22,29,47.0,564,36.94,32.2,25.1,297.0,64.0,0.0,0.0,47.0,0.012191743,25.1,64.0
44,214,71,106,397.21,8.827,22,29,47.0,1121,36.94,32.2,25.1,297.0,64.0,0.0,0.0,47.0,0.012468828,25.1,64.0
45,216,70,106,406.03,8.827,22,29,47.0,1133,36.94,32.2,25.1,415.0,72.0,0.0,0.0,47.0,0.012745913,25.1,72.0
46,216,70,106,414.86,8.827,22,29,47.0,563,36.94,32.2,25.1,415.0,72.0,0.0,0.0,47.0,0.013022998,25.1,72.0
47,216,70,106,423.69,8.827,22,29,48.0,1125:565,36.94,32.2,21.4,415.0,78.0,0.0,0.0,48.0,0.013300084,21.4,78.0
48,217,71,106,432.52,8.827,22,29,49.0,569:574,36.94,32.2,21.4,415.0,83.0,0.0,0.0,49.0,0.013577168,21.4,83.0
49,216,72,106,441.34,8.827,22,29,50.0,578,36.94,32.2,21.4,415.0,83.0,0.0,0.0,50.0,0.013854253,21.4,83.0
50,216,72,105,450.17,8.827,22,29,50.0,573:586,36.94,32.25,19.2,442.0,81.0,0.0,0.0,50.0,0.014131338,19.2,81.0
51,217,72,105,459.0,8.827,22,29,50.0,582:586,36.94,32.25,19.2,469.0,78.0,0.0,0.0,50.0,0.014408424,19.2,78.0
52,215,72,108,467.82,8.827,22,29,51.0,728,36.94,32.25,21.7,354.0,72.0,0.0,0.0,51.0,0.014685509,21.7,72.0
53,213,72,108,476.66,8.827,22,28,51.0,,36.94,32.25,21.7,354.0,72.0,0.0,0.0,51.0,0.014962593,21.7,72.0
54,215,71,103,485.48,8.827,22,29,51.0,586:569,36.94,32.25,21.6,298.0,65.0,0.0,0.0,51.0,0.015239678,21.6,65.0
55,217,69,103,494.3,8.827,22,30,50.0,586:586,36.94,32.25,21.6,213.0,59.0,0.0,0.0,50.0,0.015516764,21.6,59.0
56,215,70,103,503.13,8.827,22,29,50.0,580,36.94,32.25,21.6,213.0,59.0,0.0,0.0,50.0,0.015793849,21.6,59.0
57,213,70,103,511.98,8.827,22,29,49.0,574,36.94,32.25,21.6,213.0,59.0,0.0,0.0,49.0,0.016070934,21.6,59.0
58,216,69,104,520.78,8.827,22,30,48.0,1702,36.94,32.25,23.4,291.0,71.0,0.0,0.0,48.0,0.01634802,23.4,71.0
59,216,69,104,529.61,8.827,22,30,48.0,565,36.94,32.25,23.4,394.0,91.0,0.0,0.0,48.0,0.016625104,23.4,91.0
60,218,69,105,538.44,8.827,22,30,46.0,577:565,36.94,32.25,23.4,394.0,91.0,0.0,0.0,46.0,0.01690219,23.4,91.0
61,215,70,105,547.26,8.827,22,29,44.0,559:563,36.94,32.25,22.3,418.0,80.0,0.0,0.0,44.0,0.017179275,22.3,80.0
62,215,70,107,556.09,8.827,22,29,43.0,563:512,36.94,32.25,22.3,442.0,69.0,0.0,0.0,43.0,0.017456358,22.3,69.0
63,217,70,106,564.92,8.827,22,30,42.0,616:555,36.94,32.25,22.3,442.0,69.0,0.0,0.0,42.0,0.017733444,22.3,69.0
64,216,70,106,573.74,8.827,22,29,41.0,559,36.94,32.25,23.4,347.0,60.0,0.0,0.0,41.0,0.018010529,23.4,60.0
65,216,71,106,582.57,8.827,22,29,40.0,1125,36.94,32.25,23.4,347.0,60.0,0.0,0.0,40.0,0.018287614,23.4,60.0
66,214,71,107,591.4,8.827,22,29,39.0,550:559,36.94,32.25,22.3,224.0,49.0,0.0,0.0,39.0,0.0185647,22.3,49.0
67,213,70,107,600.22,8.827,22,29,39.0,559,36.94,32.25,22.3,224.0,49.0,0.0,0.0,39.0,0.018841784,22.3,49.0
68,216,68,107,609.05,8.827,22,30,39.0,555:555:546,36.93,32.25,22.3,170.0,46.0,0.0,0.0,39.0,0.01911887,22.3,46.0
69,219,69,108,617.88,8.827,22,30,39.0,541:555,36.93,32.25,22.3,170.0,46.0,0.0,0.0,39.0,0.019395955,22.3,46.0
70,217,70,108,626.71,8.827,22,30,38.0,555,36.93,32.3,22.3,170.0,46.0,0.0,0.0,38.0,0.01967304,22.3,46.0
71,216,71,108,635.54,8.827,22,29,39.0,563:555,36.93,32.25,22.3,144.0,44.0,0.0,0.0,39.0,0.019950125,22.3,44.0
72,216,71,108,644.37,8.827,22,29,39.0,550:546,36.93,32.25,20.3,284.0,58.0,0.0,0.0,39.0,0.02022721,20.3,58.0
73,217,71,108,653.19,8.827,22,29,39.0,550,36.93,32.25,20.3,424.0,72.0,0.0,0.0,39.0,0.020504294,20.3,72.0
74,215,71,109,662.01,8.827,22,29,39.0,546:546,36.93,32.25,20.3,424.0,72.0,0.0,0.0,39.0,0.02078138,20.3,72.0
75,217,71,117,670.84,8.827,22,29,39.0,828,36.93,32.25,20.3,424.0,72.0,0.0,0.0,39.0,0.021058464,20.3,72.0
76,216,71,116,679.68,8.827,22,29,39.0,531,36.93,32.25,20.3,407.0,65.0,0.0,0.0,39.0,0.02133555,20.3,65.0
77,218,72,115,688.49,8.827,22,29,39.0,,36.93,32.25,20.3,389.0,58.0,0.0,0.0,39.0,0.021612635,20.3,58.0
78,216,73,118,697.36,8.827,22,28,39.0,1608:1133,36.93,32.25,20.7,312.0,54.0,0.0,0.0,39.0,0.02188972,20.7,54.0
79,215,73,116,706.15,8.827,22,28,40.0,1097,36.93,32.25,20.7,312.0,54.0,0.0,0.0,40.0,0.022166805,20.7,54.0
80,216,73,115,714.97,8.827,22,28,41.0,546:538,36.93,32.25,21.9,272.0,54.0,0.0,0.0,41.0,0.02244389,21.9,54.0
81,215,72,114,723.8,8.827,22,29,41.0,542:538,36.93,32.25,21.9,214.0,52.0,0.0,0.0,41.0,0.022720976,21.9,52.0
82,215,71,113,732.63,8.827,22,29,41.0,546,36.93,32.25,21.9,214.0,52.0,0.0,0.0,41.0,0.022998061,21.9,52.0
83,216,71,113,741.46,8.827,22,29,41.0,550,36.93,32.25,21.9,193.0,54.0,0.0,0.0,41.0,0.023275146,21.9,54.0
84,216,71,116,750.29,8.827,22,29,41.0,703,36.94,32.25,18.7,292.0,63.0,0.0,0.0,41.0,0.02355223,18.7,63.0
85,216,70,116,759.11,8.827,22,29,41.0,,36.94,32.3,18.7,391.0,71.0,0.0,0.0,41.0,0.023829315,18.7,71.0
86,218,71,113,767.93,8.827,22,29,42.0,1646:555,36.94,32.3,18.7,391.0,71.0,0.0,0.0,42.0,0.0241064,18.7,71.0
87,216,72,112,776.76,8.827,22,29,41.0,1121,36.94,32.3,18.7,391.0,71.0,0.0,0.0,41.0,0.024383485,18.7,71.0
88,215,72,112,785.59,8.827,22,29,41.0,565:559,36.94,32.25,18.3,376.0,64.0,0.0,0.0,41.0,0.02466057,18.3,64.0
89,216,72,111,794.42,8.827,22,29,41.0,563:559,36.94,32.25,18.3,360.0,56.0,0.0,0.0,41.0,0.024937656,18.3,56.0
90,217,72,111,803.25,8.827,22,29,42.0,,36.94,32.25,18.3,360.0,56.0,0.0,0.0,42.0,0.025214741,18.3,56.0
91,216,72,108,812.07,8.827,22,29,42.0,773:559,36.94,32.3,19.4,306.0,52.0,0.0,0.0,42.0,0.025491826,19.4,52.0
92,216,72,108,820.9,8.827,22,29,43.0,,36.94,32.3,19.4,306.0,52.0,0.0,0.0,43.0,0.025768911,19.4,52.0
93,216,72,108,829.72,8.827,22,29,43.0,1116:555:550,36.94,32.25,21.6,248.0,62.0,0.0,0.0,43.0,0.026045997,21.6,62.0
94,215,72,108,838.56,8.827,22,29,43.0,555,36.94,32.25,21.6,248.0,62.0,0.0,0.0,43.0,0.026323082,21.6,62.0
95,216,71,107,847.38,8.827,22,29,43.0,563:527:605,36.94,32.25,21.6,248.0,62.0,0.0,0.0,43.0,0.026600167,21.6,62.0
96,217,71,107,856.2,8.827,22,29,43.0,555,36.94,32.25,19.2,320.0,79.0,0.0,0.0,43.0,0.02687725,19.2,79.0
97,215,71,108,865.03,8.827,22,29,43.0,559:554,36.94,32.25,19.2,320.0,79.0,0.0,0.0,43.0,0.027154336,19.2,79.0
98,216,71,104,873.86,8.827,22,29,43.0,565,36.94,32.25,19.2,397.0,82.0,0.0,0.0,43.0,0.027431421,19.2,82.0
99,216,71,105,882.69,8.827,22,29,44.0,555:555,36.94,32.3,19.8,346.0,70.0,0.0,0.0,44.0,0.027708506,19.8,70.0
100,216,71,106,891.51,8.827,22,29,44.0,559:563,36.94,32.25,19.8,346.0,70.0,0.0,0.0,44.0,0.027985591,19.8,70.0
101,217,71,106,900.34,8.827,22,29,44.0,,36.94,32.25,19.8,295.0,58.0,0.0,0.0,44.0,0.028262677,19.8,58.0
102,217,72,105,909.16,8.827,22,29,43.0,568:559,36.94,32.3,19.9,299.0,59.0,0.0,0.0,43.0,0.028539762,19.9,59.0
103,216,73,105,917.99,8.827,22,28,43.0,,36.94,32.3,19.9,299.0,59.0,0.0,0.0,43.0,0.028816847,19.9,59.0
104,215,73,106,926.82,8.827,22,28,42.0,1672,36.94,32.3,19.9,303.0,59.0,0.0,0.0,42.0,0.029093932,19.9,59.0
105,216,72,108,935.64,8.827,22,29,42.0,609:537,36.94,32.25,19.9,302.0,58.0,0.0,0.0,42.0,0.029371018,19.9,58.0
106,215,72,108,944.47,8.827,22,29,42.0,555:563,36.94,32.3,19.9,302.0,58.0,0.0,0.0,42.0,0.029648103,19.9,58.0
107,215,72,108,953.3,8.827,22,29,43.0,582:542,36.94,32.25,19.9,300.0,56.0,0.0,0.0,43.0,0.029925186,19.9,56.0
108,218,72,108,962.13,8.827,22,29,43.0,555,36.94,32.3,19.8,271.0,53.0,0.0,0.0,43.0,0.030202271,19.8,53.0
109,218,74,108,970.95,8.827,22,28,44.0,554:559,36.94,32.3,19.8,271.0,53.0,0.0,0.0,44.0,0.030479357,19.8,53.0
110,216,76,107,979.78,8.827,22,27,44.0,1144,36.94,32.3,19.8,242.0,49.0,0.0,0.0,44.0,0.030756442,19.8,49.0
111,216,76,106,988.61,8.827,22,27,44.0,556,36.94,32.3,19.6,287.0,57.0,0.0,0.0,44.0,0.031033527,19.6,57.0
112,215,75,106,997.43,8.827,22,27,45.0,563:569,36.94,32.3,19.6,287.0,57.0,0.0,0.0,45.0,0.031310614,19.6,57.0
113,215,75,106,1006.26,8.827,22,27,45.0,563,36.94,32.25,19.7,265.0,57.0,0.0,0.0,45.0,0.031587698,19.7,57.0
114,215,75,107,-322995.0,8.827,21,27,45.0,559:559:559,36.94,32.3,19.7,265.0,57.0,0.0,0.0,45.0,0.03186478,19.7,57.0
115,215,75,107,1023.91,8.827,21,27,44.0,558,36.94,32.3,19.7,265.0,57.0,0.0,0.0,44.0,0.032141868,19.7,57.0
116,215,73,107,1032.75,8.827,21,28,44.0,601,36.94,32.3,19.7,265.0,57.0,0.0,0.0,44.0,0.03241895,19.7,57.0
117,216,73,104,1041.57,8.827,21,28,43.0,734:559,36.94,32.3,19.4,292.0,60.0,0.0,0.0,43.0,0.03269604,19.4,60.0
118,216,73,104,1050.39,8.827,21,28,43.0,561,36.94,32.3,19.4,387.0,71.0,0.0,0.0,43.0,0.03297312,19.4,71.0
119,216,73,105,1059.26,8.827,21,28,43.0,565,36.94,32.3,19.4,387.0,71.0,0.0,0.0,43.0,0.03325021,19.4,71.0
120,217,73,108,-303728.0,8.827,21,28,43.0,574:730,36.94,32.3,19.4,387.0,71.0,0.0,0.0,43.0,0.033527292,19.4,71.0
121,214,73,107,1076.88,8.827,21,28,44.0,578:580,36.94,32.3,19.3,366.0,64.0,0.0,0.0,44.0,0.03380438,19.3,64.0
122,216,73,106,1085.71,8.827,21,28,44.0,586,36.94,32.3,19.3,344.0,57.0,0.0,0.0,44.0,0.034081463,19.3,57.0
123,217,73,106,1094.61,8.827,21,28,45.0,574:569,36.94,32.3,19.3,344.0,57.0,0.0,0.0,45.0,0.03435855,19.3,57.0
124,215,73,106,1103.35,8.827,22,28,46.0,578:577,36.94,32.3,20.8,277.0,55.0,0.0,0.0,46.0,0.034635633,20.8,55.0
125,215,72,105,1112.18,8.827,22,29,47.0,589,36.94,32.3,20.8,277.0,55.0,0.0,0.0,47.0,0.034912717,20.8,55.0
126,215,72,104,-284522.0,8.827,22,29,47.0,609:597,36.94,32.3,20.5,315.0,66.0,0.0,0.0,47.0,0.035189804,20.5,66.0
127,216,71,104,1129.83,8.827,22,29,47.0,,36.94,32.3,20.5,315.0,66.0,0.0,0.0,47.0,0.035466887,20.5,66.0
128,218,72,102,1138.66,8.827,21,29,47.0,1807:589,36.94,32.3,20.5,419.0,79.0,0.0,0.0,47.0,0.035743974,20.5,79.0
129,218,74,102,1147.49,8.827,21,28,46.0,593,36.94,32.3,19.3,326.0,64.0,0.0,0.0,46.0,0.036021058,19.3,64.0
130,216,75,102,1156.32,8.827,21,28,45.0,582,36.94,32.3,19.3,326.0,64.0,0.0,0.0,45.0,0.036298145,19.3,64.0
131,215,74,104,1165.15,8.827,21,28,45.0,781:586,36.94,32.3,21.4,218.0,51.0,0.0,0.0,45.0,0.036575228,21.4,51.0
132,216,74,104,1173.97,8.827,21,28,45.0,586,36.94,32.3,21.4,218.0,51.0,0.0,0.0,45.0,0.036852315,21.4,51.0
133,215,74,105,-262030.0,8.827,21,28,45.0,593:578,36.94,32.3,23.5,217.0,52.0,0.0,0.0,45.0,0.0371294,23.5,52.0
134,215,74,105,1191.62,8.827,21,28,45.0,578:569,36.94,32.3,23.5,210.0,54.0,0.0,0.0,45.0,0.037406486,23.5,54.0
135,215,73,105,1200.45,8.827,21,28,45.0,578,36.94,32.3,23.5,210.0,54.0,0.0,0.0,45.0,0.03768357,23.5,54.0
136,217,73,104,1209.31,8.827,21,28,46.0,593:597,36.94,32.3,23.5,217.0,54.0,0.0,0.0,46.0,0.037960652,23.5,54.0
137,218,73,104,-249093.0,8.827,21,29,46.0,,36.94,32.3,23.5,217.0,54.0,0.0,0.0,46.0,0.03823774,23.5,54.0
138,214,74,103,1226.96,8.827,21,28,47.0,1766,36.94,32.3,21.7,323.0,68.0,0.0,0.0,47.0,0.038514823,21.7,68.0
139,214,72,103,1235.79,8.827,21,28,47.0,578:582,36.94,32.3,21.7,428.0,82.0,0.0,0.0,47.0,0.03879191,21.7,82.0
140,216,72,103,1244.61,8.827,22,29,48.0,578,36.94,32.3,21.7,428.0,82.0,0.0,0.0,48.0,0.039068993,21.7,82.0
141,218,72,105,1253.44,8.827,21,29,48.0,597:597,36.94,32.3,21.7,428.0,82.0,0.0,0.0,48.0,0.03934608,21.7,82.0
142,215,71,104,1262.26,8.827,22,29,48.0,601,36.94,32.3,21.7,406.0,66.0,0.0,0.0,48.0,0.039623164,21.7,66.0
143,217,73,102,-229492.0,8.827,22,28,48.0,605:609:612,36.94,32.3,21.7,383.0,49.0,0.0,0.0,48.0,0.03990025,21.7,49.0
144,215,73,101,1279.92,8.827,22,28,47.0,615:612,36.98,32.3,21.9,299.0,48.0,0.0,0.0,47.0,0.040177334,21.9,48.0
145,216,73,101,1288.74,8.827,22,28,47.0,612,36.98,32.3,21.9,299.0,48.0,0.0,0.0,47.0,0.04045442,21.9,48.0
146,216,74,100,1297.56,8.827,22,28,46.0,620:616,36.98,32.3,21.9,299.0,48.0,0.0,0.0,46.0,0.040731505,21.9,48.0
147,213,72,100,1306.39,8.827,21,28,46.0,609,36.98,32.3,21.5,226.0,51.0,0.0,0.0,46.0,0.041008588,21.5,51.0
148,215,72,103,1315.22,8.827,21,29,46.0,611,36.98,32.3,21.5,226.0,51.0,0.0,0.0,46.0,0.041285675,21.5,51.0
149,217,71,102,-210287.0,8.827,21,29,47.0,762:601,36.98,32.3,21.5,237.0,56.0,0.0,0.0,47.0,0.04156276,21.5,56.0
150,217,71,101,1332.88,8.827,21,29,47.0,609,36.98,32.3,21.0,227.0,52.0,0.0,0.0,47.0,0.041839845,21.0,52.0
151,215,71,101,-203987.0,8.827,21,29,48.0,597:601,36.98,32.3,21.0,227.0,52.0,0.0,0.0,48.0,0.04211693,21.0,52.0
152,217,72,102,1350.52,8.827,21,29,48.0,605:535,36.98,32.3,21.0,216.0,48.0,0.0,0.0,48.0,0.042394016,21.0,48.0
153,216,72,104,1359.35,8.827,21,29,48.0,699,36.98,32.25,21.0,216.0,48.0,0.0,0.0,48.0,0.0426711,21.0,48.0
154,215,72,103,1368.18,8.827,21,29,48.0,609,36.98,32.3,19.9,287.0,53.0,0.0,0.0,48.0,0.042948186,19.9,53.0
155,218,72,100,1376.99,8.827,21,29,48.0,796,36.98,32.3,19.9,358.0,57.0,0.0,0.0,48.0,0.04322527,19.9,57.0
156,215,73,100,1385.81,8.827,21,28,47.0,616:597,36.98,32.3,21.4,260.0,45.0,0.0,0.0,47.0,0.043502357,21.4,45.0
157,214,72,100,1394.64,8.827,21,28,48.0,601:589,36.98,32.3,21.4,260.0,45.0,0.0,0.0,48.0,0.04377944,21.4,45.0
158,216,72,100,1403.47,8.827,21,29,47.0,589,36.98,32.3,21.4,260.0,45.0,0.0,0.0,47.0,0.044056524,21.4,45.0
159,218,72,100,-178177.0,8.827,21,29,47.0,593:605,36.98,32.3,21.4,161.0,33.0,0.0,0.0,47.0,0.04433361,21.4,33.0
160,216,72,100,1421.13,8.827,21,29,48.0,616:615,36.99,32.3,21.4,161.0,33.0,0.0,0.0,48.0,0.044610694,21.4,33.0
161,217,72,99,1429.95,8.827,21,29,48.0,616,36.99,32.3,19.5,464.0,68.0,0.0,0.0,48.0,0.04488778,19.5,68.0
162,215,72,101,1438.77,8.827,21,29,48.0,609:625,36.99,32.3,19.5,464.0,68.0,0.0,0.0,48.0,0.045164865,19.5,68.0
163,215,71,101,1447.61,8.827,21,29,49.0,609:601,36.99,32.25,18.9,325.0,53.0,0.0,0.0,49.0,0.04544195,18.9,53.0
164,216,71,101,1456.43,8.827,21,29,49.0,601,36.99,32.25,18.9,325.0,53.0,0.0,0.0,49.0,0.045719035,18.9,53.0
165,219,72,100,1465.26,8.827,21,29,49.0,605:601,36.99,32.3,18.9,325.0,53.0,0.0,0.0,49.0,0.045996122,18.9,53.0
166,218,74,100,-155379.0,8.827,21,28,48.0,601:597,36.99,32.3,18.9,218.0,50.0,0.0,0.0,48.0,0.046273205,18.9,50.0
167,215,76,100,1482.91,8.827,21,27,48.0,597,36.99,32.3,21.8,207.0,52.0,0.0,0.0,48.0,0.046550293,21.8,52.0
168,214,74,101,1491.73,8.827,21,28,48.0,593:589,36.99,32.3,21.8,219.0,59.0,0.0,0.0,48.0,0.046827376,21.8,59.0
169,215,74,103,1500.56,8.827,21,28,48.0,589:500,36.99,32.3,21.8,219.0,59.0,0.0,0.0,48.0,0.04710446,21.8,59.0
170,216,73,101,1509.39,8.827,21,28,48.0,694,36.99,32.25,21.8,219.0,59.0,0.0,0.0,48.0,0.047381546,21.8,59.0
171,216,73,101,1518.21,8.827,21,28,48.0,1190,36.99,32.3,22.7,225.0,59.0,0.0,0.0,48.0,0.04765863,22.7,59.0
172,215,72,100,-136114.0,8.827,21,29,48.0,609:601,36.99,32.3,22.7,262.0,61.0,0.0,0.0,48.0,0.047935717,22.7,61.0
173,217,72,100,1535.87,8.827,21,29,48.0,601,36.99,32.3,23.8,209.0,49.0,0.0,0.0,48.0,0.0482128,23.8,49.0
174,216,72,100,1544.69,8.827,21,29,48.0,1199,36.99,32.3,23.8,209.0,49.0,0.0,0.0,48.0,0.048489887,23.8,49.0
175,217,72,100,1553.55,8.827,21,29,48.0,605:609,36.99,32.25,23.8,209.0,49.0,0.0,0.0,48.0,0.04876697,23.8,49.0
176,218,73,100,1562.35,8.827,21,29,48.0,605,36.99,32.25,23.8,156.0,37.0,0.0,0.0,48.0,0.049044058,23.8,37.0
177,215,74,100,1571.18,8.827,21,28,48.0,1202,36.99,32.25,23.8,283.0,54.0,0.0,0.0,48.0,0.04932114,23.8,54.0
178,214,73,100,1580.0,8.827,21,28,48.0,597:593,36.99,32.25,23.8,410.0,70.0,0.0,0.0,48.0,0.04959823,23.8,70.0
179,215,72,101,1588.83,8.827,21,29,49.0,586:578,36.99,32.25,23.3,302.0,58.0,0.0,0.0,49.0,0.04987531,23.3,58.0
180,217,72,101,1597.66,8.827,21,29,49.0,569,36.99,32.3,23.3,302.0,58.0,0.0,0.0,49.0,0.0501524,23.3,58.0
181,217,72,102,1606.48,8.827,21,29,49.0,574:574,36.99,32.3,23.3,302.0,58.0,0.0,0.0,49.0,0.050429482,23.3,58.0
182,214,72,102,1615.31,8.827,21,28,49.0,586:589,36.99,32.3,23.3,194.0,45.0,0.0,0.0,49.0,0.050706565,23.3,45.0
183,215,72,102,1624.14,8.827,21,29,48.0,601,37.0,32.25,23.3,194.0,45.0,0.0,0.0,48.0,0.050983652,23.3,45.0
184,216,71,101,1632.97,8.827,21,29,48.0,609,37.0,32.25,21.1,390.0,62.0,0.0,0.0,48.0,0.051260736,21.1,62.0
185,218,72,101,1641.79,8.827,21,29,48.0,605:597,37.0,32.25,21.1,390.0,62.0,0.0,0.0,48.0,0.051537823,21.1,62.0
186,218,72,103,1650.62,8.827,21,29,47.0,1230,37.0,32.3,19.4,329.0,55.0,0.0,0.0,47.0,0.051814906,19.4,55.0
187,215,73,103,1659.44,8.827,21,28,48.0,601,37.0,32.25,19.4,329.0,55.0,0.0,0.0,48.0,0.052091993,19.4,55.0
