time,watts,cadence,heartrate,distance,velocity_smooth,temp,torque,smo2,hrv,core_temperature,skin_temperature,respiration,tidal_volume,tidal_volume_min,heat_strain_index,HeatStrainIndex,Oxygenation,PercentageinZ2,TymeBreathRate,TymeVentilation
2771,219,75,105,24452.5,8.827,22,28,59.0,582:574,37.75,31.95,31.0,239.0,79.0,0.4,0.4,59.0,0.7614298,31.0,79.0
2772,217,75,105,24461.34,8.827,22,28,60.0,569:578,37.75,31.95,31.0,239.0,79.0,0.4,0.4,60.0,0.7617068,31.0,79.0
2773,214,76,105,24470.16,8.827,22,27,59.0,565:569,37.75,31.95,30.5,183.0,49.0,0.4,0.4,59.0,0.76198393,30.5,49.0
2774,215,75,105,24478.98,8.827,22,27,59.0,563,37.75,31.95,33.8,196.0,63.0,0.4,0.4,59.0,0.76226103,33.8,63.0
2775,216,74,105,24487.81,8.827,22,28,59.0,569:569,37.75,31.95,33.8,196.0,63.0,0.4,0.4,59.0,0.7625381,33.8,63.0
2776,217,74,105,24496.64,8.827,22,28,58.0,577:582,37.75,31.95,33.8,168.0,63.0,0.4,0.4,58.0,0.7628152,33.8,63.0
2777,217,74,104,24505.46,8.827,22,28,58.0,589,37.75,31.95,31.8,288.0,89.0,0.4,0.4,58.0,0.7630923,31.8,89.0
2778,219,75,104,24514.29,8.827,22,28,58.0,582:589,37.75,31.95,27.7,250.0,76.0,0.4,0.4,58.0,0.7633694,27.7,76.0
2779,215,77,104,24523.11,8.827,22,27,58.0,586:578,37.75,31.95,27.7,265.0,68.0,0.4,0.4,58.0,0.7636464,27.7,68.0
2780,215,78,103,24531.94,8.827,22,26,59.0,589,37.75,31.95,32.2,219.0,62.0,0.4,0.4,59.0,0.7639235,32.2,62.0
2781,215,78,104,24540.77,8.827,22,26,59.0,578:578,37.75,31.95,35.1,205.0,62.0,0.4,0.4,59.0,0.7642006,35.1,62.0
2782,214,77,104,24549.59,8.827,22,27,59.0,577:574,37.75,31.95,35.1,155.0,53.0,0.4,0.4,59.0,0.76447767,35.1,53.0
2783,215,76,104,24558.42,8.827,22,27,59.0,578,37.75,31.95,35.1,155.0,53.0,0.4,0.4,59.0,0.7647548,35.1,53.0
2784,215,75,104,24567.25,8.827,22,27,59.0,569:574,37.75,31.95,34.4,190.0,72.0,0.4,0.4,59.0,0.7650319,34.4,72.0
2785,216,75,104,24576.07,8.827,22,28,59.0,1162,37.75,31.9,34.4,222.0,83.0,0.4,0.4,59.0,0.765309,34.4,83.0
2786,214,74,104,24584.9,8.827,22,28,59.0,586:582,37.75,31.9,34.4,287.0,90.0,0.4,0.4,59.0,0.765586,34.4,90.0
2787,217,74,103,24593.72,8.827,22,28,59.0,593:589,37.75,31.95,34.4,287.0,90.0,0.4,0.4,59.0,0.7658631,34.4,90.0
2788,216,74,102,24602.55,8.827,22,28,59.0,597:593,37.75,31.95,33.5,249.0,62.0,0.4,0.4,59.0,0.7661402,33.5,62.0
2789,214,74,102,24611.38,8.827,22,28,60.0,589,37.75,31.95,33.5,249.0,62.0,0.4,0.4,60.0,0.76641726,33.5,62.0
2790,216,73,102,24620.2,8.827,22,28,60.0,593:582,37.75,31.95,31.8,216.0,58.0,0.4,0.4,60.0,0.76669437,31.8,58.0
2791,216,73,102,24629.03,8.827,22,28,60.0,,37.75,31.95,31.8,207.0,67.0,0.4,0.4,60.0,0.76697147,31.8,67.0
2792,215,73,107,24637.85,8.827,22,28,60.0,1319,37.75,31.95,31.8,207.0,67.0,0.4,0.4,60.0,0.7672486,31.8,67.0
2793,216,73,106,24646.68,8.827,22,28,59.0,574:574,37.75,31.95,31.8,209.0,76.0,0.4,0.4,59.0,0.7675256,31.8,76.0
2794,216,73,106,24655.51,8.827,22,28,59.0,578,37.75,31.95,31.8,209.0,76.0,0.4,0.4,59.0,0.7678027,31.8,76.0
2795,215,73,105,24664.33,8.827,22,28,59.0,573:582:582,37.75,31.95,29.3,265.0,91.0,0.4,0.4,59.0,0.7680798,29.3,91.0
2796,216,72,105,24673.16,8.827,22,29,59.0,586,37.75,31.95,28.7,255.0,67.0,0.4,0.4,59.0,0.76835686,28.7,67.0
2797,216,72,104,24681.99,8.827,22,29,59.0,1175,37.75,31.95,28.7,255.0,67.0,0.4,0.4,59.0,0.76863396,28.7,67.0
2798,215,72,104,24690.81,8.827,22,29,58.0,580:589,37.75,31.9,30.3,244.0,65.0,0.4,0.4,58.0,0.76891106,30.3,65.0
2799,218,72,104,24699.64,8.827,22,29,58.0,589,37.75,31.9,30.3,233.0,58.0,0.4,0.4,58.0,0.76918817,30.3,58.0
2800,216,73,103,24708.46,8.827,22,28,58.0,582:578,37.75,31.9,28.7,217.0,56.0,0.4,0.4,58.0,0.7694652,28.7,56.0
2801,216,74,104,24717.29,8.827,22,28,58.0,577,37.75,31.95,28.7,203.0,57.0,0.4,0.4,58.0,0.7697423,28.7,57.0
2802,217,73,104,24726.12,8.827,22,28,58.0,1144,37.75,31.95,28.7,203.0,57.0,0.4,0.4,58.0,0.7700194,28.7,57.0
2803,217,74,104,24734.94,8.827,22,28,57.0,578:578,37.75,31.9,28.7,184.0,51.0,0.4,0.4,57.0,0.77029645,28.7,51.0
2804,215,74,104,24743.79,8.827,22,28,57.0,569:569,37.75,31.9,26.0,210.0,52.0,0.4,0.4,57.0,0.77057356,26.0,52.0
2805,216,74,104,24752.6,8.827,22,28,57.0,,37.75,31.9,26.0,235.0,52.0,0.4,0.4,57.0,0.77085066,26.0,52.0
2806,216,74,105,24761.42,8.827,22,28,57.0,1699:574,37.75,31.95,26.0,235.0,52.0,0.4,0.4,57.0,0.77112776,26.0,52.0
2807,216,74,105,24770.25,8.827,22,28,57.0,574:573,37.75,31.95,23.9,247.0,47.0,0.4,0.4,57.0,0.7714048,23.9,47.0
2808,215,74,104,24779.07,8.827,22,28,58.0,586,37.75,31.95,23.9,247.0,47.0,0.4,0.4,58.0,0.7716819,23.9,47.0
2809,214,73,104,24787.9,8.827,22,28,59.0,582:586,37.75,31.9,24.8,247.0,50.0,0.4,0.4,59.0,0.771959,24.8,50.0
2810,218,73,104,24796.73,8.827,22,29,60.0,586,37.75,31.9,24.8,247.0,50.0,0.4,0.4,60.0,0.77223605,24.8,50.0
2811,216,74,103,24805.55,8.827,22,28,61.0,584:586,37.75,31.95,24.8,247.0,50.0,0.4,0.4,61.0,0.77251315,24.8,50.0
2812,217,75,103,24814.38,8.827,22,28,61.0,586:586,37.75,31.95,23.1,235.0,56.0,0.4,0.4,61.0,0.77279025,23.1,56.0
2813,216,75,103,24823.2,8.827,22,28,60.0,582:589,37.75,31.95,23.1,235.0,56.0,0.4,0.4,60.0,0.77306736,23.1,56.0
2814,214,75,103,24832.03,8.827,22,27,60.0,,37.75,31.95,23.1,223.0,54.0,0.4,0.4,60.0,0.7733444,23.1,54.0
2815,216,74,103,24840.86,8.827,22,28,59.0,1171:586,37.75,31.95,23.1,223.0,54.0,0.4,0.4,59.0,0.7736215,23.1,54.0
2816,216,74,103,24849.75,8.827,22,28,57.0,582:586,37.75,31.95,23.1,223.0,54.0,0.4,0.4,57.0,0.7738986,23.1,54.0
2817,216,74,103,24858.51,8.827,22,28,57.0,580,37.75,31.95,24.4,209.0,54.0,0.4,0.4,57.0,0.77417564,24.4,54.0
2818,217,75,103,24867.34,8.827,22,28,57.0,582:582,37.75,31.95,24.4,209.0,54.0,0.4,0.4,57.0,0.77445275,24.4,54.0
2819,214,75,103,24876.16,8.827,22,27,57.0,,37.75,31.95,24.9,250.0,62.0,0.4,0.4,57.0,0.77472985,24.9,62.0
2820,217,75,103,24884.99,8.827,22,28,57.0,1758,37.75,31.95,24.9,250.0,62.0,0.4,0.4,57.0,0.77500695,24.9,62.0
2821,216,75,103,24893.82,8.827,22,28,58.0,580,37.75,31.95,25.3,264.0,71.0,0.4,0.4,58.0,0.775284,25.3,71.0
2822,214,75,102,24902.64,8.827,22,27,57.0,1174,37.75,31.95,27.2,241.0,74.0,0.4,0.4,57.0,0.7755611,27.2,74.0
2823,215,73,103,24911.47,8.827,22,28,57.0,563:577,37.75,31.95,27.2,241.0,74.0,0.4,0.4,57.0,0.7758382,27.2,74.0
2824,216,73,103,24920.29,8.827,22,28,57.0,589:582,37.75,31.95,32.1,195.0,71.0,0.4,0.4,57.0,0.77611524,32.1,71.0
2825,216,73,103,24929.12,8.827,22,28,57.0,586,37.75,32.0,35.7,187.0,68.0,0.4,0.4,57.0,0.77639234,35.7,68.0
2826,216,73,103,24937.95,8.827,22,28,57.0,589:578,37.75,31.95,35.7,152.0,62.0,0.4,0.4,57.0,0.77666944,35.7,62.0
2827,216,73,103,24946.87,8.827,22,28,57.0,584:582,37.75,31.95,35.7,152.0,62.0,0.4,0.4,57.0,0.77694654,35.7,62.0
2828,217,73,103,24955.6,8.827,22,28,58.0,586,37.75,31.95,38.5,204.0,78.0,0.4,0.4,58.0,0.7772236,38.5,78.0
2829,215,73,102,24964.43,8.827,22,28,59.0,597:601,37.75,31.95,38.5,229.0,87.0,0.4,0.4,59.0,0.7775007,38.5,87.0
2830,215,73,102,24973.25,8.827,22,28,59.0,601:597,37.75,31.95,38.5,348.0,108.0,0.4,0.4,59.0,0.7777778,38.5,108.0
2831,217,73,101,24982.08,8.827,22,28,60.0,597,37.75,31.95,38.5,348.0,108.0,0.4,0.4,60.0,0.77805483,38.5,108.0
2832,217,73,101,24990.91,8.827,22,28,60.0,597:597,37.75,31.95,33.5,303.0,77.0,0.4,0.4,60.0,0.77833194,33.5,77.0
2833,215,73,101,24999.73,8.827,22,28,60.0,586:588,37.75,31.95,33.5,303.0,77.0,0.4,0.4,60.0,0.77860904,33.5,77.0
2834,214,73,101,25008.56,8.827,22,28,60.0,593,37.75,31.95,31.1,272.0,73.0,0.4,0.4,60.0,0.77888614,31.1,73.0
2835,216,73,102,25017.38,8.827,22,28,59.0,582:586,37.75,31.95,30.5,216.0,66.0,0.4,0.4,59.0,0.7791632,30.5,66.0
2836,217,72,102,25026.21,8.827,22,29,59.0,574,37.75,31.95,30.5,216.0,66.0,0.4,0.4,59.0,0.7794403,30.5,66.0
2837,216,72,102,25035.04,8.827,22,29,59.0,577:582,37.75,31.95,30.5,222.0,74.0,0.4,0.4,59.0,0.7797174,30.5,74.0
2838,217,73,102,25043.86,8.827,22,28,59.0,582:586,37.75,31.95,27.2,252.0,74.0,0.4,0.4,59.0,0.7799945,27.2,74.0
2839,218,74,103,25052.69,8.827,22,28,59.0,578:574,37.75,31.95,27.2,272.0,78.0,0.4,0.4,59.0,0.78027153,27.2,78.0
2840,217,75,103,25061.51,8.827,22,28,60.0,569:574,37.75,31.95,29.0,289.0,78.0,0.4,0.4,60.0,0.78054863,29.0,78.0
2841,213,75,103,25070.34,8.827,22,27,60.0,574,37.75,32.0,29.0,289.0,78.0,0.4,0.4,60.0,0.78082573,29.0,78.0
2842,214,75,104,25079.17,8.827,22,27,61.0,569,37.75,32.0,31.7,278.0,80.0,0.4,0.4,61.0,0.7811028,31.7,80.0
2843,216,72,104,25087.99,8.827,22,29,61.0,1164:577,37.75,31.95,31.1,236.0,73.0,0.4,0.4,61.0,0.7813799,31.1,73.0
2844,215,72,104,25096.82,8.827,22,29,60.0,582:578,37.75,32.0,31.1,236.0,73.0,0.4,0.4,60.0,0.781657,31.1,73.0
2845,216,70,103,25105.65,8.827,22,29,60.0,582,37.75,32.0,31.1,201.0,66.0,0.4,0.4,60.0,0.7819341,31.1,66.0
2846,217,72,103,25114.47,8.827,22,29,60.0,597:589,37.75,32.0,31.1,201.0,66.0,0.4,0.4,60.0,0.7822111,31.1,66.0
2847,216,72,102,25123.3,8.827,22,29,60.0,597:593,37.75,31.95,33.2,173.0,58.0,0.4,0.4,60.0,0.7824882,33.2,58.0
2848,215,72,102,25132.12,8.827,22,29,60.0,586,37.75,31.95,33.2,167.0,60.0,0.4,0.4,60.0,0.7827653,33.2,60.0
2849,215,71,102,25141.05,8.827,22,29,60.0,593:582,37.75,31.95,33.2,167.0,60.0,0.4,0.4,60.0,0.7830424,33.2,60.0
2850,218,71,102,25149.78,8.827,22,29,59.0,580,37.75,32.0,36.3,194.0,77.0,0.4,0.4,59.0,0.7833195,36.3,77.0
2851,218,73,104,25158.6,8.827,22,29,59.0,574,37.75,32.0,36.3,194.0,77.0,0.4,0.4,59.0,0.7835966,36.3,77.0
2852,216,73,101,25167.43,8.827,22,28,58.0,781:574,37.75,31.95,36.3,206.0,85.0,0.4,0.4,58.0,0.7838737,36.3,85.0
2853,216,74,101,25176.29,8.827,22,28,58.0,580,37.75,31.95,36.3,240.0,80.0,0.4,0.4,58.0,0.7841507,36.3,80.0
2854,215,74,102,25185.08,8.827,22,28,57.0,1159:582,37.75,31.95,34.7,264.0,86.0,0.4,0.4,57.0,0.7844278,34.7,86.0
2855,214,73,102,25193.91,8.827,22,28,57.0,586:574,37.75,31.95,34.7,268.0,72.0,0.4,0.4,57.0,0.7847049,34.7,72.0
2856,215,72,102,25202.74,8.827,22,29,58.0,,37.75,31.95,34.7,239.0,70.0,0.4,0.4,58.0,0.78498197,34.7,70.0
2857,215,70,102,25211.56,8.827,22,29,58.0,1171:582,37.75,31.95,34.7,239.0,70.0,0.4,0.4,58.0,0.78525907,34.7,70.0
2858,215,69,102,25220.39,8.827,22,30,58.0,1167,37.75,31.95,35.0,209.0,73.0,0.4,0.4,58.0,0.78553617,35.0,73.0
2859,217,69,103,25229.21,8.827,22,30,59.0,578,37.75,32.0,35.0,200.0,74.0,0.4,0.4,59.0,0.7858133,35.0,74.0
2860,218,69,103,25238.05,8.827,22,30,59.0,586:586,37.75,32.0,35.0,200.0,74.0,0.4,0.4,59.0,0.7860903,35.0,74.0
2861,217,69,103,25246.87,8.827,22,30,59.0,582:578,37.75,31.95,34.2,214.0,74.0,0.4,0.4,59.0,0.7863674,34.2,74.0
2862,219,71,103,25255.69,8.827,22,29,59.0,582,37.75,31.95,34.2,214.0,74.0,0.4,0.4,59.0,0.7866445,34.2,74.0
2863,218,73,103,25264.52,8.827,22,29,59.0,577:578,37.75,31.95,34.2,212.0,70.0,0.4,0.4,59.0,0.78692156,34.2,70.0
2864,214,75,103,25273.35,8.827,22,27,59.0,586,37.75,31.95,34.2,212.0,70.0,0.4,0.4,59.0,0.78719866,34.2,70.0
2865,214,74,103,25282.17,8.827,22,28,59.0,578:586:577,37.75,31.95,33.9,256.0,69.0,0.4,0.4,59.0,0.78747576,33.9,69.0
2866,215,72,103,25291.0,8.827,22,29,59.0,,37.75,32.0,30.1,266.0,61.0,0.4,0.4,59.0,0.78775287,30.1,61.0
2867,216,71,103,25299.83,8.827,22,29,59.0,1159:578,37.75,31.95,30.1,266.0,61.0,0.4,0.4,59.0,0.7880299,30.1,61.0
2868,217,71,103,25308.65,8.827,22,29,59.0,574:582,37.75,31.95,30.1,252.0,67.0,0.4,0.4,59.0,0.788307,30.1,67.0
2869,214,71,104,25317.48,8.827,22,29,59.0,569,37.75,32.0,30.1,252.0,67.0,0.4,0.4,59.0,0.7885841,30.1,67.0
2870,217,70,104,25326.3,8.827,22,30,59.0,578:574:569,37.75,31.95,31.6,217.0,70.0,0.4,0.4,59.0,0.78886116,31.6,70.0
2871,216,70,104,25335.13,8.827,22,29,58.0,578,37.75,31.95,31.6,217.0,70.0,0.4,0.4,58.0,0.78913826,31.6,70.0
2872,217,70,104,25343.96,8.827,22,30,58.0,578,37.75,31.95,32.5,210.0,78.0,0.4,0.4,58.0,0.78941536,32.5,78.0
2873,218,71,104,25352.78,8.827,22,29,58.0,577:578:578,37.75,31.95,32.5,203.0,77.0,0.4,0.4,58.0,0.78969246,32.5,77.0
2874,216,73,104,25361.61,8.827,22,28,57.0,574,37.75,32.0,33.7,213.0,73.0,0.4,0.4,57.0,0.7899695,33.7,73.0
2875,218,73,104,25370.43,8.827,22,29,57.0,569:577,37.75,31.95,35.8,209.0,69.0,0.4,0.4,57.0,0.7902466,35.8,69.0
2876,215,74,104,25379.26,8.827,22,28,57.0,574,37.75,31.95,35.8,209.0,69.0,0.4,0.4,57.0,0.7905237,35.8,69.0
2877,215,74,104,25388.09,8.827,22,28,58.0,569:569:578,37.75,31.95,34.7,207.0,64.0,0.4,0.4,58.0,0.79080075,34.7,64.0
2878,217,73,104,25396.91,8.827,22,28,58.0,,37.75,31.95,34.7,207.0,64.0,0.4,0.4,58.0,0.79107785,34.7,64.0
2879,215,73,104,25405.74,8.827,22,28,59.0,1146:569,37.75,31.95,32.4,198.0,64.0,0.4,0.4,59.0,0.79135495,32.4,64.0
2880,216,73,105,25414.57,8.827,22,28,59.0,569:574,37.75,31.95,32.4,201.0,63.0,0.4,0.4,59.0,0.79163206,32.4,63.0
2881,216,72,105,25423.39,8.827,22,29,59.0,,37.75,31.95,30.5,203.0,62.0,0.4,0.4,59.0,0.7919091,30.5,62.0
2882,216,72,105,25432.22,8.827,22,29,60.0,,37.75,31.95,30.5,203.0,62.0,0.4,0.4,60.0,0.7921862,30.5,62.0
2883,216,72,105,25441.05,8.827,22,29,60.0,575,37.75,31.95,32.4,209.0,68.0,0.4,0.4,60.0,0.7924633,32.4,68.0
2884,215,72,105,25449.87,8.827,22,29,60.0,546,37.75,31.95,32.4,210.0,71.0,0.4,0.4,60.0,0.79274035,32.4,71.0
2885,215,72,105,25458.7,8.827,22,29,60.0,1136:573,37.75,31.95,31.7,210.0,70.0,0.4,0.4,60.0,0.79301745,31.7,70.0
2886,216,72,105,25467.54,8.827,22,29,60.0,569:569,37.75,31.95,32.2,207.0,69.0,0.4,0.4,60.0,0.79329455,32.2,69.0
2887,216,71,105,25476.35,8.827,22,29,61.0,578:569,37.75,31.95,32.2,206.0,72.0,0.4,0.4,61.0,0.79357165,32.2,72.0
2888,215,70,104,25485.18,8.827,22,29,61.0,582:584,37.75,32.0,34.5,194.0,66.0,0.4,0.4,61.0,0.7938487,34.5,66.0
2889,215,70,104,25494.0,8.827,22,29,61.0,582:589,37.75,31.95,34.5,194.0,66.0,0.4,0.4,61.0,0.7941258,34.5,66.0
2890,217,70,104,25502.83,8.827,22,30,61.0,593,37.75,31.95,36.1,188.0,68.0,0.4,0.4,61.0,0.7944029,36.1,68.0
2891,217,71,103,25511.66,8.827,22,29,61.0,589,37.75,31.95,34.7,191.0,68.0,0.4,0.4,61.0,0.79467994,34.7,68.0
2892,216,71,103,25520.48,8.827,22,29,61.0,592:589,37.75,31.95,34.7,191.0,68.0,0.4,0.4,61.0,0.79495704,34.7,68.0
2893,215,71,102,25529.31,8.827,22,29,60.0,589:597,37.75,31.95,34.7,191.0,68.0,0.4,0.4,60.0,0.79523414,34.7,68.0
2894,218,71,102,25538.13,8.827,22,29,60.0,597:605,37.75,31.95,34.7,216.0,67.0,0.4,0.4,60.0,0.79551125,34.7,67.0
2895,217,72,102,25546.96,8.827,22,29,60.0,592,37.75,31.95,34.7,228.0,65.0,0.4,0.4,60.0,0.7957883,34.7,65.0
2896,217,73,102,25555.79,8.827,22,28,60.0,586:593,37.75,31.95,32.6,176.0,45.0,0.4,0.4,60.0,0.7960654,32.6,45.0
2897,215,73,102,25564.61,8.827,22,28,59.0,578:582,37.75,31.95,32.6,153.0,46.0,0.4,0.4,59.0,0.7963425,32.6,46.0
2898,214,73,103,25573.44,8.827,22,28,59.0,573:574,37.75,31.95,35.1,144.0,50.0,0.4,0.4,59.0,0.79661953,35.1,50.0
2899,219,73,103,25582.26,8.827,22,29,59.0,574,37.75,31.95,35.1,108.0,47.0,0.4,0.4,59.0,0.79689664,35.1,47.0
2900,217,75,104,25591.09,8.827,22,28,59.0,1133,37.75,31.95,35.1,108.0,47.0,0.4,0.4,59.0,0.79717374,35.1,47.0
2901,216,75,104,25599.92,8.827,22,28,59.0,563:564,37.75,31.95,33.2,162.0,62.0,0.4,0.4,59.0,0.79745084,33.2,62.0
2902,217,75,105,25608.74,8.827,22,28,59.0,563:574,37.75,31.95,33.2,189.0,69.0,0.4,0.4,59.0,0.7977279,33.2,69.0
2903,214,75,105,25617.57,8.827,22,27,59.0,569:574,37.75,31.95,33.2,330.0,84.0,0.4,0.4,59.0,0.798005,33.2,84.0
2904,215,75,105,25626.41,8.827,22,27,60.0,569,37.75,31.95,33.2,330.0,84.0,0.4,0.4,60.0,0.7982821,33.2,84.0
2905,215,73,105,25635.22,8.827,22,28,60.0,569:569,37.75,31.95,33.2,330.0,84.0,0.4,0.4,60.0,0.7985591,33.2,84.0
2906,215,72,105,25644.05,8.827,22,29,60.0,574,37.75,31.95,31.9,322.0,76.0,0.4,0.4,60.0,0.79883623,31.9,76.0
2907,216,72,105,25652.88,8.827,22,29,60.0,569:574:573,37.75,31.9,31.9,322.0,76.0,0.4,0.4,60.0,0.79911333,31.9,76.0
2908,218,72,105,25661.7,8.827,22,29,60.0,,37.75,31.9,26.0,298.0,72.0,0.4,0.4,60.0,0.79939044,26.0,72.0
2909,218,73,105,25670.53,8.827,22,29,59.0,1144:574,37.75,31.95,26.0,249.0,62.0,0.4,0.4,59.0,0.7996675,26.0,62.0
2910,217,75,105,25679.35,8.827,22,28,59.0,569:565,37.75,31.95,26.0,210.0,61.0,0.4,0.4,59.0,0.7999446,26.0,61.0
2911,214,76,102,25688.18,8.827,22,27,59.0,565,37.75,31.95,26.0,192.0,64.0,0.4,0.4,59.0,0.8002217,26.0,64.0
2912,216,75,102,25697.02,8.827,22,28,60.0,569,37.75,31.95,26.0,192.0,64.0,0.4,0.4,60.0,0.8004987,26.0,64.0
2913,215,75,102,25705.84,8.827,22,27,60.0,569:574,37.75,31.95,27.8,294.0,106.0,0.4,0.4,60.0,0.8007758,27.8,106.0
2914,215,73,103,25714.66,8.827,22,28,60.0,578:569,37.75,31.9,27.8,294.0,106.0,0.4,0.4,60.0,0.8010529,27.8,106.0
2915,216,73,103,25723.8,8.827,22,28,60.0,578,37.75,31.9,27.8,294.0,106.0,0.4,0.4,60.0,0.80133003,27.8,106.0
2916,217,72,103,25732.32,8.827,22,29,60.0,578:574,37.75,31.9,29.3,331.0,105.0,0.4,0.4,60.0,0.8016071,29.3,105.0
2917,217,73,104,25741.14,8.827,22,28,60.0,574:569,37.75,31.95,32.2,289.0,94.0,0.4,0.4,60.0,0.8018842,32.2,94.0
2918,217,74,104,25749.97,8.827,22,28,60.0,569,37.75,31.95,32.2,207.0,65.0,0.4,0.4,60.0,0.8021613,32.2,65.0
2919,216,74,104,25758.8,8.827,22,28,60.0,569:569:565,37.75,31.95,32.9,207.0,64.0,0.4,0.4,60.0,0.8024384,32.9,64.0
2920,216,74,104,25767.62,8.827,22,28,60.0,574,37.75,31.95,32.9,206.0,67.0,0.4,0.4,60.0,0.8027154,32.9,67.0
2921,215,73,104,25776.45,8.827,22,28,60.0,569:578,37.75,31.9,30.7,223.0,65.0,0.4,0.4,60.0,0.8029925,30.7,65.0
2922,215,72,104,25785.27,8.827,22,29,60.0,569:578,37.75,31.95,30.7,232.0,62.0,0.4,0.4,60.0,0.8032696,30.7,62.0
2923,218,73,104,25794.1,8.827,22,29,60.0,569:574,37.75,31.95,31.3,241.0,74.0,0.4,0.4,60.0,0.80354667,31.3,74.0
2924,217,74,104,25802.93,8.827,22,28,60.0,580,37.75,31.95,31.3,259.0,80.0,0.4,0.4,60.0,0.80382377,31.3,80.0
2925,216,74,104,25811.75,8.827,22,28,60.0,582:578,37.75,31.95,31.3,268.0,80.0,0.4,0.4,60.0,0.8041009,31.3,80.0
2926,214,74,104,25820.58,8.827,22,28,60.0,582,37.75,31.95,31.3,268.0,80.0,0.4,0.4,60.0,0.804378,31.3,80.0
2927,214,72,104,25829.41,8.827,22,28,59.0,582:584,37.75,31.95,31.3,274.0,91.0,0.4,0.4,59.0,0.804655,31.3,91.0
2928,214,71,103,25838.23,8.827,22,29,59.0,586:586,37.75,31.95,27.5,281.0,71.0,0.4,0.4,59.0,0.8049321,27.5,71.0
2929,217,71,103,25847.09,8.827,22,29,59.0,582:578,37.75,31.95,27.5,281.0,71.0,0.4,0.4,59.0,0.8052092,27.5,71.0
2930,216,72,103,25855.89,8.827,22,29,59.0,578,37.75,31.95,25.6,259.0,61.0,0.4,0.4,59.0,0.80548626,25.6,61.0
2931,216,72,104,25864.72,8.827,22,29,59.0,577:569,37.75,31.95,25.6,259.0,61.0,0.4,0.4,59.0,0.80576336,25.6,61.0
2932,216,72,104,25873.55,8.827,22,29,59.0,574:574,37.75,31.95,25.6,259.0,61.0,0.4,0.4,59.0,0.80604047,25.6,61.0
2933,217,73,104,25882.37,8.827,22,28,59.0,569:573,37.75,31.95,25.2,269.0,64.0,0.4,0.4,59.0,0.80631757,25.2,64.0
2934,219,74,104,25891.19,8.827,22,28,60.0,574,37.75,31.95,25.2,269.0,64.0,0.4,0.4,60.0,0.8065946,25.2,64.0
2935,215,74,105,25900.05,8.827,22,28,60.0,1133,37.75,31.95,24.9,392.0,100.0,0.4,0.4,60.0,0.8068717,24.9,100.0
2936,214,75,105,25908.85,8.827,22,27,60.0,569:565,37.75,31.95,24.9,288.0,77.0,0.4,0.4,60.0,0.8071488,24.9,77.0
2937,214,74,105,25917.67,8.827,22,28,60.0,561:565,37.75,31.95,30.9,262.0,82.0,0.4,0.4,60.0,0.80742586,30.9,82.0
2938,214,72,106,25926.5,8.827,22,28,60.0,563:563,37.75,31.95,30.9,250.0,88.0,0.4,0.4,60.0,0.80770296,30.9,88.0
2939,214,70,106,25935.32,8.827,22,29,60.0,559,37.75,31.95,38.7,239.0,91.0,0.4,0.4,60.0,0.80798006,38.7,91.0
2940,214,69,106,25944.15,8.827,22,30,60.0,565:559,37.75,31.95,38.7,156.0,77.0,0.4,0.4,60.0,0.80825716,38.7,77.0
2941,216,68,106,25952.98,8.827,22,30,61.0,504:616,37.75,31.95,41.5,199.0,91.0,0.4,0.4,61.0,0.8085342,41.5,91.0
2942,219,67,107,25961.8,8.827,22,31,60.0,1108,37.75,31.95,41.5,208.0,88.0,0.4,0.4,60.0,0.8088113,41.5,88.0
2943,216,67,107,25970.63,8.827,22,31,60.0,559:561,37.75,31.95,41.5,258.0,85.0,0.4,0.4,60.0,0.8090884,41.5,85.0
2944,215,68,107,25979.45,8.827,22,30,59.0,559,37.75,31.95,41.5,285.0,77.0,0.4,0.4,59.0,0.80936545,41.5,77.0
2945,214,67,107,25988.28,8.827,22,31,59.0,559:559,37.75,31.95,38.9,237.0,67.0,0.4,0.4,59.0,0.80964255,38.9,67.0
2946,213,67,107,25997.11,8.827,22,30,59.0,559:561,37.75,31.95,35.9,212.0,59.0,0.4,0.4,59.0,0.80991966,35.9,59.0
2947,217,66,107,26005.93,8.827,22,31,59.0,563:555,37.75,31.95,35.9,212.0,59.0,0.4,0.4,59.0,0.81019676,35.9,59.0
2948,217,66,107,26014.8,8.827,22,31,59.0,,37.75,31.95,35.9,212.0,59.0,0.4,0.4,59.0,0.8104738,35.9,59.0
2949,217,66,107,26023.59,8.827,22,31,59.0,1121:565,37.75,31.95,35.0,175.0,63.0,0.4,0.4,59.0,0.8107509,35.0,63.0
2950,216,66,107,26032.41,8.827,22,31,58.0,554:574,37.75,31.95,35.0,192.0,72.0,0.4,0.4,58.0,0.811028,35.0,72.0
2951,216,66,106,26041.24,8.827,22,31,58.0,578:578,37.75,31.95,30.4,346.0,95.0,0.4,0.4,58.0,0.81130505,30.4,95.0
2952,216,67,106,26050.07,8.827,22,31,59.0,569,37.75,31.95,30.4,346.0,95.0,0.4,0.4,59.0,0.81158215,30.4,95.0
2953,215,67,106,26058.89,8.827,22,31,59.0,574:574,37.75,31.95,33.5,282.0,68.0,0.4,0.4,59.0,0.81185925,33.5,68.0
2954,215,67,106,26067.72,8.827,22,31,59.0,569,37.75,31.95,35.8,222.0,62.0,0.4,0.4,59.0,0.81213635,35.8,62.0
