time,watts,cadence,heartrate,distance,velocity_smooth,temp,torque,hrv,core_temperature,skin_temperature,respiration,tidal_volume,tidal_volume_min,heat_strain_index,HeatStrainIndex,PercentageinZ2,TymeBreathRate,TymeVentilation
0,216,67,80,8.92,8.827,26,31,,36.94,,26.4,100.0,36.0,0.0,0.0,2.4679172E-4,26.4,36.0
1,215,66,80,17.66,8.827,26,31,707,36.94,,26.4,109.0,46.0,0.0,0.0,4.9358344E-4,26.4,46.0
2,214,66,81,26.48,8.827,26,31,703,36.94,32.3,29.5,113.0,37.0,0.0,0.0,7.4037514E-4,29.5,37.0
3,214,64,82,35.31,8.827,26,32,702:699,36.94,32.3,29.5,113.0,37.0,0.0,0.0,9.871669E-4,29.5,37.0
4,216,64,83,44.13,8.827,26,32,648,36.94,32.3,29.5,115.0,24.0,0.0,0.0,0.0012339585,29.5,24.0
5,218,63,83,52.96,8.827,26,33,741,36.94,32.3,29.5,115.0,24.0,0.0,0.0,0.0014807503,29.5,24.0
6,218,63,88,61.8,8.827,26,33,569,36.94,32.3,29.1,108.0,25.0,0.0,0.0,0.0017275419,29.1,25.0
7,213,65,89,70.61,8.827,26,31,925:671,36.94,32.3,29.1,104.0,24.0,0.0,0.0,0.0019743338,29.1,24.0
8,213,65,89,79.44,8.827,26,31,675,36.94,32.3,29.1,104.0,24.0,0.0,0.0,0.0022211254,29.1,24.0
9,216,63,89,88.75,8.827,26,33,671:683,36.94,32.3,29.1,104.0,24.0,0.0,0.0,0.002467917,29.1,24.0
10,216,62,89,97.1,8.827,26,33,671,36.94,32.3,29.1,94.0,28.0,0.0,0.0,0.0027147087,29.1,28.0
11,216,62,89,105.92,8.827,25,33,671,36.94,32.3,23.5,181.0,31.0,0.0,0.0,0.0029615005,23.5,31.0
12,217,62,89,114.78,8.827,25,33,667:666,36.94,32.3,23.5,181.0,31.0,0.0,0.0,0.0032082922,23.5,31.0
13,217,62,89,123.58,8.827,25,33,667:663,36.94,32.3,23.5,181.0,31.0,0.0,0.0,0.0034550838,23.5,31.0
14,217,63,89,132.41,8.827,25,33,663,36.94,32.3,23.5,181.0,31.0,0.0,0.0,0.0037018757,23.5,31.0
15,216,63,97,141.66,8.827,25,33,984,36.94,32.3,23.5,181.0,31.0,0.0,0.0,0.0039486676,23.5,31.0
16,218,64,97,150.06,8.827,25,33,,36.94,32.3,19.1,494.0,48.0,0.0,0.0,0.004195459,19.1,48.0
17,217,65,97,158.89,8.827,25,32,644:640,36.94,32.25,19.1,494.0,48.0,0.0,0.0,0.004442251,19.1,48.0
18,213,66,96,167.71,8.827,25,31,663,36.94,32.3,19.1,494.0,48.0,0.0,0.0,0.0046890425,19.1,48.0
19,216,64,96,176.54,8.827,25,32,603:629,36.94,32.25,15.3,494.0,55.0,0.0,0.0,0.004935834,15.3,55.0
20,217,63,96,185.37,8.827,25,33,620,36.94,32.25,15.3,494.0,55.0,0.0,0.0,0.0051826257,15.3,55.0
