time,watts,cadence,heartrate,distance,velocity_smooth,temp,torque,smo2,core_temperature,skin_temperature,respiration,tidal_volume,HeatStrainIndex,PercentageinZ2,TymeBreathRate,TymeVentilation
41,242,69,115,368.71,9.41,23,33,45.409,37.17,31.5,21.48,236.6,0.0,0.0055992533,22.05,53.11
42,240,71,116,379.2,9.167,23,32,45.309,37.17,31.55,21.48,238.5,0.0,0.005732569,22.32,53.79
43,239,71,117,389.45,9.007,23,32,44.805,37.17,31.55,21.48,240.4,0.0,0.0058658845,22.61,54.51
44,239,70,117,398.38,9.06,23,33,44.064,37.17,31.5,21.48,242.4,0.0,0.0059992,22.91,55.23
45,240,70,117,406.6,9.182,23,33,43.231,37.17,31.55,22.19,244.4,0.0,0.0061325156,23.16,55.94
46,241,70,117,416.95,9.399,23,33,42.685,37.17,31.5,22.19,246.4,0.0,0.006265831,23.29,56.61
47,240,71,117,427.3,9.403,23,32,42.333332,37.17,31.5,22.19,248.5,0.0,0.0063991467,23.42,57.27
48,239,71,117,435.64,9.091,23,32,42.187,37.17,31.5,22.19,250.5,0.0,0.0065324623,23.54,57.93
49,239,71,117,443.86,9.011,23,32,42.245,37.17,31.5,22.19,252.6,0.0,0.006665778,23.67,58.59
50,240,71,117,453.73,9.147,23,32,42.71,37.17,31.55,22.19,254.3,0.0,0.0067990934,23.82,59.13
51,239,71,118,462.18,8.975,23,32,43.264,37.17,31.55,22.27,256.1,0.0,0.006932409,23.97,59.67
52,239,70,118,470.77,9.011,23,33,43.524,37.17,31.55,22.27,260.3,0.0,0.0070657246,24.07,60.65
53,240,69,119,481.12,9.264,23,33,43.42,37.17,31.5,22.27,265.5,0.0,0.00719904,24.16,61.82
54,240,69,119,491.46,9.333,23,33,43.189,37.17,31.55,22.27,266.7,0.0,0.0073323557,24.2,62.53
55,240,70,120,499.81,9.398,23,33,43.013,37.17,31.55,22.27,267.7,0.0,0.0074656713,24.26,63.24
56,241,70,119,508.04,9.468,23,33,42.98,37.17,31.55,22.33,268.8,0.0,0.007598987,24.36,63.96
57,240,70,119,518.39,9.338,23,33,43.171,37.17,31.55,22.33,270.0,0.0,0.0077323024,24.44,64.69
58,240,70,119,526.73,9.022,23,33,43.276,37.17,31.55,22.33,271.4,0.0,0.007865618,24.51,65.41
59,239,70,120,534.95,9.076,23,33,43.065,37.17,31.55,22.33,272.7,0.0,0.007998933,24.57,66.14
60,240,70,120,545.3,9.268,23,33,42.76,37.17,31.55,22.33,274.5,0.0,0.008132249,24.65,66.51
61,240,70,120,555.64,9.08,23,33,42.603,37.17,31.55,23.94,276.4,0.0,0.008265564,24.72,66.71
62,241,70,120,563.99,9.203,23,33,42.55,37.17,31.55,23.94,276.5,0.0,0.00839888,24.78,66.8
63,241,71,120,572.21,9.337,23,32,42.539,37.17,31.55,23.94,276.5,0.0,0.008532195,24.83,66.87
64,240,71,120,582.56,9.141,23,32,42.609,37.17,31.55,23.94,276.7,0.0,0.008665511,24.88,67.05
65,240,71,120,592.91,9.202,23,32,42.859,37.17,31.55,23.94,278.2,0.0,0.0087988265,24.96,67.92
66,239,71,121,601.25,9.09,23,32,43.172,37.17,31.55,25.8,281.7,0.0,0.0089321425,25.02,69.76
67,239,70,120,609.47,8.953,23,33,43.419,37.17,31.55,25.8,286.5,0.0,0.009065458,25.07,72.25
68,240,69,121,619.82,9.269,23,33,43.665,37.17,31.55,25.8,286.8,0.0,0.009198774,25.12,72.97
69,241,70,121,628.16,9.468,23,33,43.786,37.17,31.55,25.8,287.0,0.0,0.009332089,25.18,73.65
70,240,70,121,636.38,9.468,23,33,43.832,37.17,31.55,25.8,287.0,0.0,0.009465405,25.22,74.29
71,240,70,121,646.73,9.219,23,33,43.727,37.17,31.5,24.68,285.6,0.0,0.00959872,25.19,74.53
72,241,70,121,657.08,9.204,23,33,43.546,37.17,31.55,24.68,284.1,0.0,0.009732036,25.17,74.77
73,242,71,122,665.42,9.468,23,33,43.416,37.17,31.55,24.68,283.7,0.0,0.009865351,25.09,75.29
74,242,73,122,673.64,9.468,23,32,43.284,37.17,31.55,24.68,283.9,0.0,0.009998667,25.0,76.0
75,240,73,121,683.99,9.219,23,31,43.277,37.17,31.55,25.11,283.9,0.0,0.010131982,24.92,76.63
76,239,73,121,693.33,8.897,23,31,43.418,37.17,31.55,25.11,283.2,0.0,0.010265298,24.91,76.92
77,239,73,121,702.62,8.893,23,31,43.65,37.17,31.55,25.11,282.6,0.0,0.010398613,24.9,77.21
78,239,72,122,710.96,8.995,23,32,43.932,37.17,31.55,25.11,281.9,0.0,0.010531929,24.89,77.5
79,240,72,122,719.18,9.248,23,32,44.393,37.17,31.55,25.11,281.9,0.0,0.010665244,24.83,77.56
80,240,72,123,729.07,9.35,23,32,44.958,37.18,31.55,24.62,282.3,0.0,0.01079856,24.74,77.49
81,239,72,122,738.4,9.044,23,32,45.43222,37.18,31.55,24.62,281.0,0.0,0.010931876,24.69,77.19
82,239,72,123,747.15,8.911,23,32,45.79091,37.18,31.55,24.62,278.5,0.0,0.011065192,24.67,76.73
83,240,71,123,755.43,9.22,23,32,46.05,37.18,31.55,24.62,276.1,0.0,0.011198507,24.65,76.27
84,241,71,122,764.72,9.466,23,32,46.142,37.18,31.55,24.62,274.8,0.0,0.011331823,24.69,76.32
85,242,72,123,775.07,9.469,23,32,46.164,37.18,31.55,24.28,274.1,0.0,0.011465138,24.76,76.67
86,241,73,122,785.43,9.403,23,32,46.136,37.18,31.55,24.28,273.4,0.0,0.011598454,24.83,77.02
87,240,74,122,794.76,9.092,23,31,46.039,37.18,31.55,24.28,273.4,0.0,0.011731769,24.93,77.33
88,239,74,122,804.06,9.078,23,31,45.816666,37.18,31.55,24.28,273.7,0.0,0.011865085,25.04,77.63
89,240,73,123,812.39,9.398,23,31,45.410908,37.18,31.55,24.28,274.0,0.0,0.0119984,25.16,77.92
90,239,73,123,820.62,9.161,23,31,45.25,37.18,31.55,24.85,275.2,0.0,0.012131716,25.33,78.52
91,239,73,123,830.96,9.079,23,31,45.605453,37.18,31.55,24.85,277.4,0.0,0.012265031,25.55,79.42
92,240,72,123,841.32,9.268,22,32,46.102,37.18,31.55,24.85,278.6,0.0,0.012398347,25.78,79.52
93,240,72,124,850.66,9.328,22,32,46.599,37.18,31.55,24.85,279.2,0.0,0.012531662,26.03,79.03
94,241,73,124,859.95,9.466,22,32,47.176,37.19,31.55,24.85,279.2,0.0,0.012664978,26.49,78.57
95,242,74,124,868.28,9.468,22,31,47.732,37.19,31.55,25.23,278.7,0.0,0.0127982935,27.09,78.2
96,241,75,124,876.05,9.348,22,31,48.151,37.19,31.55,25.23,278.8,0.0,0.0129316095,27.41,78.2
97,239,76,124,885.02,9.059,22,30,48.312,37.19,31.55,25.23,279.0,0.0,0.013064925,27.73,78.2
98,239,76,124,894.55,8.993,22,30,48.15,37.19,31.55,25.23,279.0,0.0,0.013198241,28.04,78.23
99,239,75,123,904.48,9.17,22,30,47.854443,37.19,31.55,25.23,278.2,0.0,0.013331556,28.32,78.42
100,240,74,124,913.75,9.299,22,31,47.755455,37.19,31.55,25.23,277.8,0.0,0.013464872,28.61,78.65
101,241,74,124,924.09,9.469,22,31,47.714,37.19,31.55,24.3,280.3,0.0,0.013598187,28.9,79.15
102,241,74,124,934.47,9.469,22,31,47.726,37.19,31.55,24.3,281.4,0.0,0.013731503,29.34,78.67
103,240,74,123,943.81,9.466,22,31,47.851,37.19,31.55,24.3,281.6,0.0,0.013864818,29.76,78.05
104,240,75,123,952.09,9.463,22,31,48.085556,37.19,31.55,24.3,281.7,0.0,0.013998133,29.96,78.3
105,240,75,122,960.37,9.233,22,31,48.39182,37.19,31.55,24.47,281.8,0.0,0.014131449,30.16,78.55
106,239,74,122,969.66,8.972,22,31,48.594,37.19,31.55,24.47,281.9,0.0,0.014264764,30.4,78.83
107,239,74,122,979.0,9.201,22,31,48.535,37.19,31.55,24.47,282.1,0.0,0.01439808,30.73,79.24
108,240,73,122,988.29,9.335,22,31,48.44,37.19,31.55,24.47,282.4,0.0,0.014531395,31.06,79.67
109,240,73,122,998.62,9.331,22,31,48.589,37.19,31.55,24.47,287.4,0.0,0.014664711,31.55,80.78
110,241,74,122,1008.94,9.469,22,31,48.883335,37.19,31.55,23.4,285.6,0.0,0.0147980265,31.72,80.59
111,240,74,122,1017.29,9.468,22,31,49.044544,37.19,31.55,23.4,282.1,0.0,0.014931343,31.82,80.08
112,239,74,121,1024.52,9.236,22,31,49.031,37.19,31.55,23.4,280.0,0.0,0.015064658,31.86,80.0
113,239,74,120,1033.83,9.033,22,31,48.99,37.19,31.55,23.4,279.2,0.0,0.015197974,31.86,80.31
114,239,74,121,1044.18,9.138,22,31,49.027,37.19,31.55,23.4,278.4,0.0,0.015331289,31.86,80.62
115,239,73,120,1053.16,9.107,22,31,49.168,37.19,31.55,25.05,276.5,0.0,0.015464605,31.83,80.55
116,240,73,120,1062.23,9.081,22,31,49.255,37.19,31.55,25.05,273.5,0.0,0.01559792,31.78,80.14
117,240,73,120,1071.15,9.33,22,31,49.196,37.19,31.55,25.05,273.5,0.0,0.015731236,31.6,80.2
118,240,73,120,1079.35,9.337,22,31,49.185,37.19,31.55,25.05,274.1,0.0,0.015864551,31.38,80.37
119,241,73,120,1089.67,9.33,22,32,49.33,37.19,31.55,25.05,272.3,0.0,0.015997866,31.12,80.44
120,241,73,121,1099.02,9.466,22,32,49.585,37.19,31.55,24.96,270.8,0.0,0.016131183,30.85,80.56
121,241,74,120,1108.3,9.336,22,31,49.938,37.19,31.55,24.96,271.3,0.0,0.016264498,30.57,80.97
122,239,74,120,1118.67,9.025,22,31,50.214,37.19,31.55,24.96,271.4,0.0,0.016397813,30.43,81.23
123,238,74,120,1128.02,8.838,22,31,50.416,37.19,31.55,24.96,271.4,0.0,0.016531128,30.35,81.42
124,240,73,120,1136.28,9.139,22,31,50.414,37.19,31.55,24.96,271.3,0.0,0.016664445,30.27,81.62
125,241,72,120,1144.58,9.463,22,32,50.316,37.19,31.55,24.91,271.0,0.0,0.01679776,30.13,81.68
126,240,73,121,1153.89,9.215,22,31,50.136,37.19,31.55,24.91,269.9,0.0,0.016931076,29.81,81.32
127,239,73,120,1164.21,8.953,22,31,49.979,37.19,31.55,24.91,268.8,0.0,0.01706439,29.49,80.95
128,240,72,120,1173.56,9.2,22,32,50.052,37.19,31.55,24.91,267.2,0.0,0.017197708,29.21,80.72
129,241,72,120,1182.03,9.465,22,32,50.192,37.19,31.55,24.91,265.2,0.0,0.017331023,28.96,80.55
130,242,72,120,1190.4,9.468,22,32,50.352,37.19,31.55,25.66,264.1,0.0,0.017464338,28.79,80.57
131,241,74,119,1199.41,9.337,22,31,50.601,37.19,31.55,25.66,264.8,0.0,0.017597653,28.81,80.98
132,239,74,119,1208.78,9.023,22,31,50.781,37.19,31.55,25.66,265.5,0.0,0.01773097,28.85,80.99
133,238,74,118,1218.07,8.838,22,31,50.693,37.19,31.55,25.66,266.3,0.0,0.017864285,28.9,80.75
134,239,73,118,1228.4,8.894,22,31,50.537,37.19,31.55,25.66,266.9,0.0,0.0179976,28.94,80.45
135,241,72,118,1237.75,9.201,22,32,50.417,37.19,31.55,25.37,264.9,0.0,0.018130915,28.8,78.7
136,243,73,119,1247.05,9.466,22,32,50.369,37.19,31.55,25.37,262.9,0.0,0.018264232,28.66,76.95
137,242,75,119,1256.38,9.309,22,31,50.484,37.19,31.55,25.37,260.3,0.0,0.018397547,28.58,75.25
138,239,76,120,1263.66,8.99,22,30,50.65,37.2,31.55,25.37,257.4,0.0,0.018530862,28.54,73.57
139,238,76,122,1271.89,8.836,22,30,51.012,37.2,31.55,25.37,257.3,0.0,0.018664178,28.45,73.36
140,239,74,122,1281.21,8.838,22,31,51.466,37.2,31.55,25.37,257.7,0.0,0.018797494,28.35,73.47
141,239,73,121,1290.49,9.013,22,31,51.82,37.2,31.55,25.37,258.6,0.0,0.01893081,28.3,73.24
142,241,74,119,1300.87,9.331,22,31,51.917,37.2,31.55,25.37,259.5,0.0,0.019064125,28.24,73.02
143,240,74,119,1310.2,9.309,22,31,51.758,37.2,31.55,25.37,260.4,0.0,0.01919744,28.18,72.8
144,238,74,119,1318.49,8.992,22,31,51.46,37.2,31.55,25.37,262.0,0.0,0.019330757,28.35,72.67
145,238,73,119,1326.4,8.837,22,31,51.012,37.2,31.55,24.79,262.6,0.0,0.019464072,28.58,72.47
146,240,72,119,1335.47,9.109,22,32,50.726,37.2,31.55,24.79,261.6,0.0,0.019597387,28.92,72.13
147,241,73,120,1346.41,9.338,22,32,50.79,37.2,31.5,24.79,261.1,0.0,0.019730702,29.14,71.99
148,239,73,120,1355.75,9.023,22,31,51.085,37.2,31.55,24.79,260.8,0.0,0.019864019,29.34,71.9
149,239,72,120,1364.03,9.064,22,32,51.463,37.2,31.55,24.79,260.3,0.0,0.019997334,29.55,71.79
150,241,71,120,1373.32,9.384,22,32,51.872,37.2,31.55,25.19,259.7,0.0,0.02013065,29.76,71.66
151,241,72,120,1382.66,9.466,22,32,52.286,37.2,31.5,25.19,259.1,0.0,0.020263964,29.98,71.54
152,241,73,120,1391.49,9.466,22,32,52.537,37.2,31.55,25.19,259.1,0.0,0.020397281,30.17,71.72
153,241,74,120,1401.71,9.469,22,31,52.571,37.2,31.55,25.19,261.1,0.0,0.020530596,30.31,73.14
154,240,75,120,1411.64,9.236,22,31,52.267,37.2,31.5,25.19,263.9,0.0,0.020663911,30.32,74.55
155,239,75,119,1420.94,8.916,22,30,51.849,37.2,31.55,25.45,267.0,0.0,0.020797227,30.28,75.96
156,239,74,119,1429.27,8.836,22,31,51.461,37.2,31.5,25.45,266.5,0.0,0.020930542,30.04,75.87
157,240,73,119,1437.5,8.953,22,31,51.158,37.2,31.55,25.45,264.2,0.0,0.021063859,29.79,75.37
158,240,72,118,1447.84,9.269,22,32,51.072,37.21,31.55,25.45,262.0,0.0,0.021197174,29.65,75.23
159,241,73,118,1457.18,9.236,22,32,51.248,37.21,31.5,25.45,259.7,0.0,0.021330489,29.48,74.98
160,241,73,118,1466.47,9.224,22,32,51.582,37.21,31.55,24.84,257.3,0.0,0.021463804,29.29,74.66
161,241,74,119,1475.81,9.236,22,31,52.039,37.21,31.55,24.84,255.1,0.0,0.02159712,29.01,73.73
162,240,74,119,1485.1,9.157,22,31,52.574,37.21,31.55,24.84,253.1,0.0,0.021730436,28.73,72.75
163,240,75,118,1495.43,9.268,22,31,53.1,37.21,31.55,24.84,252.0,0.0,0.021863751,28.63,72.35
164,240,75,118,1503.76,9.022,22,31,53.31333,37.21,31.5,24.84,251.0,0.0,0.021997066,28.53,71.95
165,240,75,119,1510.98,9.062,22,31,53.250908,37.21,31.5,23.65,249.9,0.0,0.022130383,28.44,71.54
166,241,75,120,1520.26,9.318,22,31,53.015,37.21,31.5,23.65,248.9,0.0,0.022263698,28.34,71.14
167,240,75,120,1529.63,9.091,22,31,52.861,37.21,31.5,23.65,247.7,0.0,0.022397013,28.3,70.66
168,240,75,120,1538.93,9.146,22,31,52.868,37.21,31.5,23.65,246.5,0.0,0.022530328,28.29,70.13
169,240,75,119,1548.26,9.235,22,31,52.989,37.21,31.5,23.65,245.4,0.0,0.022663645,28.3,69.73
170,240,75,119,1557.56,9.225,22,31,52.957,37.21,31.5,23.24,244.8,0.0,0.02279696,28.33,69.59
171,240,74,119,1567.91,9.217,22,31,52.756,37.21,31.5,23.24,244.0,0.0,0.022930276,28.38,69.44
172,239,74,118,1576.23,8.895,22,31,52.615,37.21,31.5,23.24,242.3,0.0,0.02306359,28.57,68.91
173,239,73,118,1583.45,8.835,22,31,52.626667,37.21,31.5,23.24,240.6,0.0,0.023196908,28.77,68.39
174,240,73,118,1592.75,9.146,22,31,52.646362,37.21,31.55,23.24,239.0,0.0,0.023330223,28.98,68.46
175,242,74,118,1603.09,9.469,22,31,52.723,37.21,31.5,22.98,237.8,0.0,0.023463538,29.22,69.25
176,242,76,117,1612.43,9.466,22,30,53.062,37.21,31.5,22.98,237.6,0.0,0.023596853,29.41,69.9
177,240,76,118,1621.73,9.275,22,30,53.504,37.21,31.5,22.98,239.5,0.0,0.02373017,29.49,70.28
178,239,76,118,1631.07,8.96,22,30,53.924,37.21,31.5,22.98,241.3,0.0,0.023863485,29.56,70.66
179,238,75,118,1640.36,8.838,22,30,54.069,37.21,31.5,22.98,242.4,0.0,0.0239968,29.63,70.82
180,239,74,118,1649.33,9.045,22,31,53.844,37.21,31.5,21.62,241.8,0.0,0.024130115,29.68,70.44
181,240,74,117,1658.4,9.259,22,31,53.374,37.21,31.5,21.62,241.1,0.0,0.024263432,29.72,70.06
182,239,73,116,1667.32,9.021,22,31,52.781,37.21,31.5,21.62,240.5,0.0,0.024396747,29.76,69.7
183,240,73,115,1675.55,9.144,22,31,52.194,37.21,31.5,21.62,241.3,0.0,0.024530062,29.54,69.63
184,241,73,115,1685.91,9.469,22,32,51.851,37.21,31.5,21.62,240.5,0.0,0.024663378,29.15,69.9
185,241,74,115,1695.24,9.466,22,31,51.853333,37.21,31.5,21.1,238.5,0.0,0.024796695,28.64,70.4
186,241,75,116,1704.53,9.466,22,31,52.217274,37.21,31.5,21.1,239.4,0.0,0.02493001,28.35,70.47
187,241,76,116,1714.88,9.469,22,30,52.733334,37.21,31.5,21.1,239.4,0.0,0.025063325,28.19,70.52
188,240,76,116,1724.22,9.235,22,30,53.11091,37.21,31.5,21.1,238.8,0.0,0.02519664,28.13,70.55
189,239,75,117,1733.52,8.916,22,30,53.234,37.21,31.5,21.1,238.2,0.0,0.025329957,28.06,70.58
190,239,75,117,1741.84,9.042,22,30,53.212223,37.21,31.5,21.55,238.0,0.0,0.025463272,28.02,70.65
191,239,74,117,1749.62,9.121,22,31,53.064545,37.21,31.5,21.55,238.4,0.0,0.025596587,28.01,70.8
192,239,73,117,1758.94,9.034,22,31,52.817,37.21,31.5,21.55,238.8,0.0,0.025729902,28.0,70.94
193,241,73,117,1768.69,9.3,22,32,52.583,37.21,31.5,21.55,239.2,0.0,0.025863219,27.99,71.09
194,242,73,118,1779.06,9.469,22,32,52.476,37.21,31.5,21.55,241.3,0.0,0.025996534,28.16,71.05
195,241,74,119,1788.4,9.466,22,31,52.395,37.21,31.5,21.06,243.3,0.0,0.02612985,28.38,71.01
196,239,74,119,1797.69,9.213,22,31,52.539,37.21,31.5,21.06,244.7,0.0,0.026263164,28.73,71.05
197,240,74,117,1808.04,9.206,22,31,52.762,37.21,31.5,21.06,245.0,0.0,0.026396481,28.95,71.07
198,241,74,116,1817.37,9.466,21,31,52.954,37.21,31.5,21.06,244.9,0.0,0.026529796,29.13,71.07
199,241,75,116,1824.35,9.464,21,31,52.932,37.21,31.5,21.06,244.7,0.0,0.026663112,29.31,71.07
200,241,75,116,1832.28,9.468,21,31,52.849,37.21,31.5,24.67,244.6,0.0,0.026796427,29.47,71.1
201,240,75,115,1843.23,9.16,21,31,52.619,37.21,31.5,24.67,244.5,0.0,0.026929744,29.59,71.22
202,239,75,115,1852.57,8.838,21,30,52.344,37.21,31.5,24.67,244.5,0.0,0.027063059,29.7,71.35
203,239,74,115,1861.87,8.894,21,31,52.152,37.21,31.5,24.67,244.4,0.0,0.027196374,29.82,71.47
204,240,73,115,1871.2,9.203,21,31,51.923,37.21,31.5,24.67,244.3,0.0,0.027329689,29.93,71.6
205,241,74,115,1880.48,9.399,21,31,51.723,37.22,31.5,23.53,245.7,0.0,0.027463006,30.13,72.23
206,240,74,115,1889.82,9.165,21,31,51.768,37.22,31.5,23.53,246.4,0.0,0.027596321,30.25,72.54
207,241,75,115,1899.11,9.158,21,31,51.999,37.22,31.45,23.53,245.2,0.0,0.027729636,30.17,71.98
208,242,75,115,1907.77,9.386,21,31,52.14,37.22,31.5,23.53,244.4,0.0,0.027862951,30.03,71.91
209,242,77,116,1916.01,9.299,21,30,52.195,37.22,31.5,23.53,244.1,0.0,0.027996266,29.81,72.34
210,239,78,116,1926.59,8.903,21,29,52.114,37.22,31.5,25.13,244.1,0.0,0.028129583,29.65,72.81
211,238,76,116,1934.33,8.835,21,30,52.042,37.22,31.5,25.13,244.5,0.0,0.028262898,29.54,73.2
212,239,75,115,1942.58,9.144,21,30,51.948,37.22,31.5,25.13,245.7,0.0,0.028396213,29.48,73.41
213,240,75,115,1952.93,9.469,21,31,51.782,37.22,31.5,25.13,246.9,0.0,0.028529529,29.42,73.62
214,240,75,115,1962.27,9.308,21,31,51.511,37.22,31.45,25.13,245.8,0.0,0.028662845,29.23,73.35
215,240,75,115,1971.56,9.234,21,31,51.321,37.22,31.5,25.13,243.8,0.0,0.02879616,29.01,72.88
216,240,74,114,1981.93,9.4,21,31,51.267776,37.22,31.5,25.81,245.3,0.0,0.028929476,29.09,73.0
217,240,75,114,1991.26,9.388,21,31,51.204544,37.22,31.5,25.81,246.8,0.0,0.02906279,29.17,73.12
218,240,75,114,2000.56,9.385,21,31,51.171,37.22,31.45,25.81,248.9,0.0,0.029196108,29.29,73.44
219,241,76,113,2010.91,9.469,21,30,51.262222,37.22,31.45,25.81,252.3,0.0,0.029329423,29.55,74.28
220,240,76,114,2020.23,9.235,21,30,51.480907,37.22,31.45,25.87,254.0,0.0,0.029462738,29.69,74.22
221,239,76,115,2028.14,8.922,21,30,51.651,37.22,31.5,25.87,254.8,0.0,0.029596053,29.79,73.76
222,239,75,115,2036.32,9.038,21,30,51.747,37.22,31.5,25.87,251.5,0.0,0.02972937,29.91,71.62
223,239,74,116,2045.07,9.223,21,31,51.749,37.22,31.5,25.87,245.1,0.0,0.029862685,30.08,68.79
224,240,74,116,2054.38,9.234,21,31,51.702,37.22,31.45,25.87,244.0,0.0,0.029996,30.28,69.14
225,241,74,116,2063.71,9.397,21,31,51.749,37.22,31.45,24.72,243.7,0.0,0.030129315,30.38,69.52
226,240,75,116,2072.99,9.275,21,31,51.81333,37.22,31.45,24.72,244.4,0.0,0.030262632,30.39,69.92
227,240,75,116,2083.34,9.27,21,31,51.821,37.22,31.45,24.72,245.2,0.0,0.030395947,30.39,70.33
228,240,75,116,2092.68,9.466,21,31,51.77182,37.22,31.45,24.72,245.6,0.0,0.030529262,30.28,70.46
229,240,76,116,2101.98,9.213,21,30,51.796,37.22,31.45,24.72,245.8,0.0,0.030662578,30.12,70.49
230,239,76,117,2111.33,8.896,21,30,51.798,37.22,31.45,25.14,245.9,0.0,0.030795895,29.86,70.81
231,240,75,117,2120.61,9.146,21,31,51.697,37.22,31.45,25.14,245.8,0.0,0.03092921,29.5,71.43
232,240,74,117,2130.49,9.469,21,31,51.467,37.22,31.5,25.14,246.0,0.0,0.031062525,29.32,72.12
233,240,74,116,2138.93,9.376,21,31,51.061,37.22,31.45,25.14,246.2,0.0,0.03119584,29.15,72.82
