time,watts,cadence,heartrate,distance,velocity_smooth,temp,torque,core_temperature
0,0,0,100,,,,,37.07
1,215,0,100,0.0,8.834,,0,37.07
2,215,71,101,3.48,8.834,,29,37.07
3,215,71,102,8.18,8.834,,29,37.07
4,216,71,102,18.39,8.836,,29,37.07
5,215,70,102,29.28,8.834,26,29,37.07
6,214,69,101,36.67,8.836,26,30,37.07
7,214,68,100,43.99,8.835,27,30,37.07
8,215,67,100,52.26,8.837,27,31,37.07
9,216,66,100,61.18,8.836,27,31,37.07
10,215,66,101,71.36,8.834,27,31,37.07
11,216,66,101,80.55,8.837,27,31,37.07
12,217,66,101,88.88,8.836,27,31,37.07
13,218,67,103,96.65,8.834,27,31,37.07
14,218,69,106,107.03,8.834,27,30,37.07
15,218,70,106,115.62,8.834,27,30,37.07
16,217,71,107,126.51,8.834,27,29,37.07
17,216,71,108,133.94,8.836,27,29,37.07
18,216,71,108,142.55,8.834,27,29,37.07
19,216,71,108,153.01,8.834,27,29,37.07
20,216,71,109,159.9,8.835,27,29,37.07
21,215,71,110,168.82,8.837,27,29,37.07
22,215,71,111,178.53,8.838,27,29,37.07
23,216,71,112,186.8,8.837,27,29,37.07
24,216,71,112,195.69,8.837,27,29,37.07
25,216,70,113,205.44,8.838,27,29,37.07
26,216,70,114,213.08,8.836,27,29,37.07
27,217,70,114,221.21,8.834,27,30,37.07
28,217,71,115,231.71,8.834,27,29,37.07
29,216,72,114,238.57,8.835,27,29,37.07
30,215,71,114,247.49,8.837,27,29,37.07
31,215,71,114,257.19,8.838,27,29,37.07
32,216,71,113,266.11,8.837,27,29,37.07
33,217,71,113,275.8,8.838,26,29,37.07
34,216,71,113,283.02,8.836,26,29,37.07
35,216,72,110,287.94,8.834,26,29,37.07
36,216,72,109,302.1,8.834,26,29,37.07
37,216,72,109,308.96,8.835,26,29,37.07
38,216,72,110,318.54,8.836,26,29,37.07
39,215,71,110,329.01,8.834,26,29,37.07
40,216,70,110,335.85,8.835,26,29,37.07
41,217,70,112,344.75,8.837,26,30,37.07
42,218,70,112,354.26,8.838,26,30,37.07
43,218,71,112,362.35,8.837,26,29,37.07
44,218,72,112,371.96,8.837,26,29,37.07
45,217,74,112,379.67,8.835,26,28,37.07
46,216,75,112,388.99,8.838,26,28,37.07
47,216,75,111,398.58,8.837,26,28,37.07
48,215,74,111,408.32,8.838,26,28,37.07
49,215,73,112,417.25,8.837,26,28,37.07
50,216,72,112,426.3,8.837,26,29,37.07
51,216,72,112,433.15,8.835,26,29,37.07
52,216,72,112,442.07,8.837,26,29,37.07
53,215,72,114,451.76,8.838,26,29,37.07
54,216,72,114,460.66,8.837,26,29,37.07
55,216,72,113,470.36,8.838,26,29,37.07
56,216,72,112,477.87,8.836,26,29,37.07
57,217,72,113,484.97,8.834,26,29,37.07
58,216,72,113,496.04,8.834,26,29,37.07
59,216,72,114,503.08,8.834,26,29,37.07
60,216,72,114,513.45,8.834,26,29,37.07
61,216,72,114,521.33,8.834,26,29,37.07
62,217,72,115,530.05,8.837,26,29,37.07
63,217,73,115,539.68,8.837,26,28,37.07
64,217,74,114,547.66,8.835,26,28,37.07
65,216,74,114,557.36,8.838,26,28,37.07
66,215,74,115,566.29,8.837,26,28,37.07
67,215,74,115,575.99,8.838,26,28,37.07
68,216,73,114,584.89,8.837,26,28,37.07
69,217,73,115,593.93,8.837,26,28,37.07
70,216,73,115,600.76,8.835,26,28,37.07
71,215,74,116,609.68,8.837,26,28,37.07
72,215,73,116,619.42,8.838,26,28,37.07
73,215,72,116,628.39,8.837,26,29,37.07
74,216,72,116,637.43,8.837,26,29,37.07
75,217,72,116,645.59,8.834,26,29,37.07
76,216,73,116,656.06,8.834,26,28,37.07
77,215,73,116,662.92,8.835,26,28,37.07
78,216,72,116,671.85,8.837,26,29,37.07
79,217,72,116,681.55,8.838,26,29,37.08
80,217,72,116,689.95,8.837,26,29,37.08
81,217,73,116,698.4,8.838,26,28,37.08
82,217,74,115,705.82,8.835,26,28,37.08
83,217,75,114,715.32,8.838,26,28,37.08
84,215,74,115,725.67,8.837,26,28,37.08
85,215,73,115,735.34,8.838,26,28,37.08
86,215,72,115,743.0,8.836,26,29,37.08
87,215,72,115,751.16,8.834,26,29,37.08
88,216,72,115,761.63,8.834,26,29,37.08
89,217,73,115,769.14,8.835,26,28,37.08
90,216,73,115,778.83,8.838,26,28,37.08
91,216,73,115,787.72,8.837,26,28,37.08
92,217,73,114,796.79,8.837,26,28,37.08
93,217,74,113,804.59,8.834,25,28,37.08
94,216,74,113,814.84,8.834,25,28,37.08
95,216,74,113,821.93,8.835,25,28,37.08
96,216,75,113,832.06,8.838,25,28,37.08
97,216,74,114,841.59,8.837,25,28,37.08
98,216,74,114,850.64,8.837,25,28,37.08
99,216,74,115,857.27,8.834,25,28,37.08
100,216,74,116,865.41,8.837,25,28,37.08
101,216,74,117,874.76,8.838,25,28,37.08
102,216,74,117,880.91,8.834,25,28,37.08
103,216,74,115,891.28,8.838,25,28,37.08
104,216,74,114,901.64,8.837,25,28,37.08
105,215,74,114,911.34,8.838,25,28,37.08
106,216,73,112,920.27,8.837,25,28,37.08
107,217,74,112,929.31,8.837,25,28,37.08
108,218,75,112,936.8,8.835,25,28,37.08
109,218,76,113,945.84,8.837,25,27,37.08
110,216,76,114,954.03,8.834,25,27,37.08
111,215,76,115,964.5,8.834,25,27,37.08
112,215,75,115,972.01,8.835,25,27,37.08
113,216,75,115,981.06,8.837,25,28,37.08
114,215,76,115,989.22,8.834,25,27,37.08
115,215,75,115,999.69,8.834,25,27,37.08
116,215,74,114,1007.21,8.835,25,28,37.08
117,216,74,114,1016.9,8.838,25,28,37.08
118,216,74,113,1025.77,8.837,25,28,37.08
119,216,74,112,1034.84,8.837,25,28,37.08
120,216,74,112,1043.04,8.834,25,28,37.08
121,217,74,112,1053.34,8.834,25,28,37.08
122,217,75,113,1060.26,8.835,25,28,37.08
123,217,76,113,1070.07,8.837,25,27,37.08
124,217,77,113,1077.58,8.835,25,27,37.08
125,216,76,114,1087.28,8.838,25,27,37.08
126,215,76,115,1096.21,8.837,25,27,37.08
127,216,75,115,1105.09,8.837,25,28,37.08
128,218,75,116,1111.76,8.835,25,28,37.08
129,217,76,114,1121.84,8.838,25,27,37.08
130,216,76,113,1131.35,8.837,25,27,37.08
131,216,76,113,1140.43,8.837,25,27,37.08
132,216,75,114,1147.97,8.835,25,28,37.08
133,215,75,113,1157.65,8.838,25,27,37.08
134,216,74,113,1166.56,8.837,25,28,37.08
135,216,74,113,1176.29,8.838,25,28,37.08
136,216,73,113,1185.2,8.837,25,28,37.08
137,216,73,114,1194.28,8.837,25,28,37.08
138,216,74,114,1201.79,8.835,25,28,37.08
139,216,74,114,1211.49,8.838,25,28,37.08
140,216,74,113,1220.41,8.837,25,28,37.08
141,216,74,113,1229.14,8.837,25,28,37.08
142,217,74,110,1235.05,8.834,25,28,37.08
143,217,75,109,1245.87,8.838,25,28,37.08
144,217,76,108,1254.6,8.837,25,27,37.08
145,216,76,107,1264.2,8.837,25,27,37.08
146,215,76,108,1272.18,8.835,25,27,37.08
147,215,76,110,1281.87,8.838,25,27,37.08
148,216,75,110,1290.79,8.837,25,28,37.08
149,217,75,111,1299.84,8.837,25,28,37.08
150,217,76,112,1307.37,8.835,25,27,37.08
151,218,77,112,1317.71,8.839,25,27,37.08
152,216,78,112,1327.41,8.838,25,26,37.08
153,215,77,112,1334.86,8.836,25,27,37.08
154,214,75,111,1341.75,8.835,25,27,37.08
155,215,75,111,1352.25,8.838,25,27,37.08
156,216,75,111,1361.18,8.837,25,28,37.08
157,216,75,112,1371.53,8.839,25,28,37.08
158,217,75,111,1380.39,8.837,25,28,37.08
159,217,75,113,1387.23,8.835,25,28,37.08
160,216,76,113,1397.14,8.837,25,27,37.08
161,217,77,113,1404.66,8.835,25,27,37.08
162,217,77,113,1414.46,8.839,25,27,37.08
163,216,77,113,1422.99,8.838,25,27,37.08
164,216,78,114,1430.81,8.835,25,26,37.08
165,215,78,114,1438.79,8.839,25,26,37.08
166,215,77,114,1448.41,8.837,25,27,37.08
167,215,76,114,1459.04,8.837,25,27,37.08
168,216,76,113,1465.71,8.835,25,27,37.08
169,216,76,112,1475.15,8.838,25,27,37.08
170,217,77,113,1482.22,8.835,25,27,37.08
171,216,77,113,1492.58,8.839,25,27,37.08
172,216,78,114,1502.53,8.838,25,26,37.09
173,216,78,114,1510.82,8.837,25,26,37.09
174,215,78,114,1518.94,8.837,25,26,37.09
175,216,77,115,1526.92,8.837,25,27,37.09
176,216,77,115,1538.4,8.839,25,27,37.09
177,216,76,114,1548.22,8.837,25,27,37.09
178,217,76,115,1555.72,8.835,25,27,37.09
179,216,76,115,1565.46,8.838,25,27,37.09
180,216,76,116,1574.39,8.837,25,27,37.09
181,217,76,116,1583.44,8.837,25,27,37.09
182,217,77,116,1590.65,8.835,25,27,37.09
183,217,78,116,1600.27,8.839,24,27,37.09
184,216,78,116,1609.73,8.838,24,26,37.09
185,216,78,116,1616.84,8.835,24,26,37.09
186,216,78,115,1626.29,8.838,24,26,37.09
187,216,78,115,1633.65,8.835,24,26,37.09
188,216,78,115,1644.79,8.839,24,26,37.09
189,216,78,115,1653.82,8.837,24,26,37.09
190,216,78,116,1661.34,8.835,24,26,37.09
191,216,78,116,1671.04,8.838,24,26,37.09
192,215,78,117,1679.97,8.837,24,26,37.09
193,215,77,117,1689.01,8.837,24,27,37.09
194,216,77,116,1696.54,8.835,24,27,37.09
195,216,77,114,1705.58,8.837,24,27,37.09
196,215,76,115,1713.12,8.835,24,27,37.09
197,216,76,115,1723.46,8.839,24,27,37.09
198,217,76,116,1732.31,8.837,24,27,37.09
199,216,77,116,1739.22,8.835,24,27,37.09
200,216,78,115,1750.35,8.839,24,26,37.09
201,217,78,115,1759.22,8.837,24,27,37.09
202,217,79,114,1766.14,8.835,24,26,37.09
203,216,80,114,1777.27,8.839,24,26,37.09
204,215,80,115,1786.31,8.837,24,26,37.09
205,214,79,115,1793.82,8.835,24,26,37.09
206,214,77,115,1803.51,8.838,24,27,37.09
207,215,76,115,1812.46,8.837,24,27,37.09
208,216,75,114,1821.5,8.837,24,28,37.09
209,216,75,115,1829.02,8.835,24,28,37.09
210,216,76,115,1838.06,8.837,24,27,37.09
211,217,77,115,1845.57,8.835,24,27,37.09
212,217,77,114,1855.93,8.839,24,27,37.1
213,217,79,115,1864.97,8.837,24,26,37.1
214,217,80,115,1871.95,8.835,24,26,37.1
215,217,81,115,1881.08,8.837,24,26,37.1
216,215,79,115,1891.88,8.836,24,26,37.1
217,215,78,115,1899.41,8.844,24,26,37.1
218,216,78,115,1909.78,8.839,24,26,37.1
219,216,78,114,1918.8,8.837,24,26,37.1
220,216,79,114,1926.32,8.835,24,26,37.1
221,216,78,114,1936.01,8.838,24,26,37.1
222,215,78,114,1944.97,8.837,24,26,37.1
223,215,78,114,1953.98,8.837,24,26,37.1
224,216,77,114,1961.19,8.835,24,27,37.1
225,216,77,114,1970.62,8.839,24,27,37.1
226,216,77,114,1979.74,8.838,24,27,37.1
227,216,77,114,1987.38,8.835,24,27,37.1
228,216,78,114,1996.83,8.838,24,26,37.1
