time,watts,cadence,heartrate,distance,velocity_smooth,temp,torque,left_right_balance,hrv,core_temperature,skin_temperature,respiration,tidal_volume,tidal_volume_min,heat_strain_index,HeatStrainIndex,PercentageinZ2,TymeBreathRate,TymeVentilation
1078,205,76,111,9475.52,8.827,21,26,51,542:542,37.49,31.8,29.2,319.0,71.0,0.0,0.0,0.16870351,29.2,71.0
1079,246,76,111,9484.34,8.827,21,31,52,541,37.49,31.75,29.2,319.0,71.0,0.0,0.0,0.16896918,29.2,71.0
1080,193,78,111,9493.17,8.827,21,24,47,542:538,37.49,31.75,25.1,331.0,77.0,0.0,0.0,0.16896918,25.1,77.0
1081,186,75,111,9502.0,8.827,21,24,51,538:538,37.49,31.75,25.1,331.0,77.0,0.0,0.0,0.16896918,25.1,77.0
1082,196,73,111,9510.82,8.827,21,26,51,538:537,37.49,31.8,25.1,285.0,70.0,0.0,0.0,0.16896918,25.1,70.0
1083,207,72,111,9519.65,8.827,21,27,57,535:535,37.49,31.75,25.1,222.0,59.0,0.0,0.0,0.16923486,25.1,59.0
1084,264,74,111,9528.48,8.827,21,34,54,535:538,37.49,31.75,25.4,211.0,59.0,0.0,0.0,0.16950053,25.4,59.0
1085,197,76,111,9537.31,8.827,21,25,57,535,37.5,31.75,25.4,193.0,57.0,0.0,0.0,0.16950053,25.4,57.0
1086,175,74,112,9546.13,8.827,21,23,50,533:538,37.5,31.75,25.4,193.0,57.0,0.0,0.0,0.16950053,25.4,57.0
1087,255,77,112,9554.96,8.827,21,32,48,538:538,37.5,31.8,26.9,198.0,57.0,0.0,0.0,0.1697662,26.9,57.0
1088,175,77,111,9563.8,8.827,21,22,46,542:542,37.5,31.75,26.9,198.0,57.0,0.0,0.0,0.1697662,26.9,57.0
1089,175,77,111,9572.61,8.827,21,22,46,541:542,37.5,31.8,26.9,251.0,64.0,0.0,0.0,0.1697662,26.9,64.0
1090,238,75,111,9581.45,8.827,21,30,50,538:542,37.5,31.8,26.9,251.0,64.0,0.0,0.0,0.17003188,26.9,64.0
1091,209,79,111,9590.27,8.827,21,25,50,546:542,37.5,31.8,26.9,251.0,64.0,0.0,0.0,0.17029756,26.9,64.0
1092,170,77,111,9599.1,8.827,21,21,50,541:542,37.5,31.8,26.6,298.0,64.0,0.0,0.0,0.17029756,26.6,64.0
1093,186,77,111,9607.92,8.827,21,23,46,546,37.5,31.75,26.6,298.0,64.0,0.0,0.0,0.17029756,26.6,64.0
1094,186,75,110,9616.76,8.827,21,24,54,550:546,37.5,31.75,27.2,269.0,66.0,0.0,0.0,0.17029756,27.2,66.0
1095,226,74,110,9625.58,8.827,21,29,54,542:546,37.51,31.8,27.2,269.0,66.0,0.0,0.0,0.17056324,27.2,66.0
1096,209,74,110,9634.41,8.827,21,27,45,542:550,37.51,31.8,27.4,264.0,70.0,0.0,0.0,0.17082891,27.4,70.0
1097,241,74,110,9643.23,8.827,21,31,45,546:542,37.51,31.8,27.4,247.0,78.0,0.0,0.0,0.17109458,27.4,78.0
1098,241,75,110,9652.06,8.827,21,31,45,550,37.51,31.8,27.4,247.0,78.0,0.0,0.0,0.17136025,27.4,78.0
1099,170,77,112,9660.92,8.827,21,21,47,550:472,37.51,31.8,26.3,312.0,83.0,0.0,0.0,0.17136025,26.3,83.0
1100,200,74,110,9669.71,8.827,21,26,47,616:542,37.51,31.8,26.3,312.0,83.0,0.0,0.0,0.17162593,26.3,83.0
1101,224,75,110,9678.54,8.827,21,29,48,542:538,37.51,31.8,28.0,228.0,56.0,0.0,0.0,0.1718916,28.0,56.0
1102,218,75,111,9687.37,8.827,21,28,49,537,37.51,31.8,28.0,228.0,56.0,0.0,0.0,0.17215727,28.0,56.0
1103,196,75,111,9696.19,8.827,21,25,49,538:535:538,37.51,31.8,29.0,240.0,61.0,0.0,0.0,0.17215727,29.0,61.0
1104,183,74,111,9705.02,8.827,21,24,59,542,37.51,31.8,29.0,176.0,48.0,0.0,0.0,0.17215727,29.0,48.0
1105,207,74,110,9713.85,8.827,21,27,52,546:546:550,37.51,31.8,29.0,176.0,48.0,0.0,0.0,0.17242296,29.0,48.0
1106,202,74,110,9722.68,8.827,21,26,52,546,37.51,31.8,26.6,302.0,76.0,0.0,0.0,0.17268863,26.6,76.0
1107,188,72,110,9731.51,8.827,21,25,52,550:546,37.51,31.8,26.6,302.0,76.0,0.0,0.0,0.17268863,26.6,76.0
1108,210,72,110,9740.31,8.808,21,28,52,546:550,37.51,31.8,25.3,276.0,68.0,0.0,0.0,0.1729543,25.3,68.0
1109,246,74,110,9749.12,8.808,21,32,39,550:546,37.51,31.8,27.1,253.0,70.0,0.0,0.0,0.17321998,27.1,70.0
1110,266,77,110,9757.94,8.808,21,33,55,546:542,37.51,31.8,27.1,253.0,70.0,0.0,0.0,0.17348565,27.1,70.0
1111,193,77,110,9766.76,8.827,21,24,50,542,37.51,31.8,27.9,216.0,67.0,0.0,0.0,0.17348565,27.9,67.0
1112,177,75,110,9775.62,8.827,21,23,53,541:538,37.51,31.8,27.9,216.0,67.0,0.0,0.0,0.17348565,27.9,67.0
1113,203,74,110,9784.41,8.827,21,26,53,542:542,37.51,31.8,27.9,218.0,74.0,0.0,0.0,0.17375132,27.9,74.0
1114,247,75,110,9793.25,8.827,21,31,53,546:542,37.51,31.8,27.9,246.0,71.0,0.0,0.0,0.174017,27.9,71.0
1115,193,76,110,9802.07,8.827,21,24,51,550,37.51,31.8,27.9,246.0,71.0,0.0,0.0,0.174017,27.9,71.0
1116,181,73,110,9810.9,8.827,21,24,48,542:546,37.51,31.8,28.7,248.0,67.0,0.0,0.0,0.174017,28.7,67.0
1117,200,71,110,9819.72,8.827,21,27,50,546:550,37.52,31.8,28.7,248.0,67.0,0.0,0.0,0.17428268,28.7,67.0
1118,228,72,110,9828.55,8.827,21,30,50,555:546,37.52,31.8,31.0,227.0,65.0,0.0,0.0,0.17454836,31.0,65.0
1119,260,75,109,9837.37,8.827,21,33,50,555:550,37.52,31.8,31.0,208.0,63.0,0.0,0.0,0.17481403,31.0,63.0
1120,201,76,109,9846.2,8.827,21,25,50,546:550,37.52,31.8,30.8,194.0,60.0,0.0,0.0,0.1750797,30.8,60.0
1121,199,74,110,9855.03,8.827,21,26,58,542:546,37.52,31.8,31.2,184.0,61.0,0.0,0.0,0.17534538,31.2,61.0
1122,205,74,110,9863.85,8.827,21,26,51,546:542,37.52,31.8,31.2,184.0,61.0,0.0,0.0,0.17561105,31.2,61.0
1123,205,74,110,9872.69,8.827,21,26,51,542:542,37.52,31.8,31.2,183.0,61.0,0.0,0.0,0.17587672,31.2,61.0
1124,201,73,110,9881.51,8.827,21,26,52,541,37.52,31.8,31.2,222.0,67.0,0.0,0.0,0.1761424,31.2,67.0
1125,214,73,110,9890.34,8.827,21,28,51,542:538,37.52,31.85,31.2,251.0,73.0,0.0,0.0,0.17640808,31.2,73.0
1126,214,73,110,9899.17,8.827,21,28,53,555:542,37.52,31.85,31.2,301.0,78.0,0.0,0.0,0.17667376,31.2,78.0
1127,228,74,110,9907.99,8.827,21,29,53,550:550,37.52,31.8,30.6,299.0,70.0,0.0,0.0,0.17693943,30.6,70.0
1128,192,75,110,9916.82,8.827,21,24,50,550,37.52,31.8,30.9,262.0,69.0,0.0,0.0,0.17693943,30.9,69.0
1129,193,72,112,9925.64,8.827,21,26,57,546:460,37.52,31.8,30.9,243.0,64.0,0.0,0.0,0.17693943,30.9,64.0
1130,226,72,110,9934.47,8.827,21,30,55,629:542,37.52,31.8,31.6,268.0,86.0,0.0,0.0,0.1772051,31.6,86.0
1131,226,72,110,9943.3,8.827,21,30,51,546:538,37.52,31.8,31.6,268.0,86.0,0.0,0.0,0.17747077,31.6,86.0
1132,238,75,111,9952.13,8.827,21,30,47,538:538,37.52,31.8,28.2,315.0,100.0,0.0,0.0,0.17773645,28.2,100.0
1133,194,77,110,9960.95,8.827,21,24,56,542:546,37.52,31.8,28.2,379.0,117.0,0.0,0.0,0.17773645,28.2,117.0
1134,214,76,111,9969.78,8.827,21,27,53,537,37.52,31.8,28.2,379.0,117.0,0.0,0.0,0.17800212,28.2,117.0
1135,229,76,111,9978.61,8.827,21,29,53,542:542,37.52,31.8,28.2,439.0,105.0,0.0,0.0,0.1782678,28.2,105.0
1136,229,78,111,9987.43,8.827,21,28,53,542:538,37.52,31.8,26.5,382.0,86.0,0.0,0.0,0.17853348,26.5,86.0
1137,183,77,111,9996.26,8.827,21,23,39,542:537,37.52,31.8,26.5,324.0,67.0,0.0,0.0,0.17853348,26.5,67.0
1138,186,75,111,10005.09,8.827,21,24,43,535:538,37.52,31.8,26.9,286.0,61.0,0.0,0.0,0.17853348,26.9,61.0
1139,198,74,111,10013.92,8.827,21,26,55,538:531,37.52,31.8,26.9,286.0,61.0,0.0,0.0,0.17853348,26.9,61.0
1140,213,74,111,10022.74,8.827,21,27,46,535:541,37.52,31.8,26.9,286.0,61.0,0.0,0.0,0.17879915,26.9,61.0
1141,245,74,111,10031.57,8.827,21,32,52,538,37.53,31.85,22.1,250.0,53.0,0.0,0.0,0.17906483,22.1,53.0
1142,176,75,111,10040.41,8.827,21,22,52,538:542,37.53,31.85,22.1,250.0,53.0,0.0,0.0,0.17906483,22.1,53.0
1143,206,72,111,10049.22,8.827,21,27,52,542:542,37.53,31.8,22.1,254.0,65.0,0.0,0.0,0.1793305,22.1,65.0
1144,191,71,111,10058.05,8.827,21,26,48,541:546,37.54,31.8,22.1,254.0,65.0,0.0,0.0,0.1793305,22.1,65.0
1145,198,70,111,10066.88,8.827,21,27,51,550,37.54,31.8,24.2,236.0,63.0,0.0,0.0,0.1793305,24.2,63.0
1146,253,72,110,10075.71,8.827,21,34,52,550:555:555,37.54,31.8,24.2,229.0,70.0,0.0,0.0,0.17959617,24.2,70.0
1147,208,75,110,10084.53,8.827,21,26,51,554,37.54,31.8,27.8,214.0,67.0,0.0,0.0,0.17986184,27.8,67.0
1148,179,73,109,10093.36,8.827,21,23,49,559:550,37.54,31.8,31.3,190.0,64.0,0.0,0.0,0.17986184,31.3,64.0
1149,205,72,109,10102.19,8.827,21,27,49,559:559,37.54,31.8,31.3,190.0,64.0,0.0,0.0,0.18012753,31.3,64.0
1150,219,72,109,10111.02,8.827,21,29,48,555,37.54,31.8,32.4,200.0,69.0,0.0,0.0,0.1803932,32.4,69.0
1151,228,75,109,10119.85,8.827,21,29,58,550:555:550,37.54,31.8,32.4,200.0,69.0,0.0,0.0,0.18065888,32.4,69.0
1152,187,74,109,10128.67,8.827,21,24,44,550,37.54,31.8,33.1,194.0,68.0,0.0,0.0,0.18065888,33.1,68.0
1153,192,74,109,10137.5,8.827,21,25,48,550:555,37.54,31.8,34.4,201.0,69.0,0.0,0.0,0.18065888,34.4,69.0
1154,192,72,109,10146.32,8.827,21,25,47,546:550,37.54,31.8,34.4,201.0,69.0,0.0,0.0,0.18065888,34.4,69.0
1155,207,71,109,10155.16,8.827,21,28,48,559:550,37.54,31.8,34.4,195.0,63.0,0.0,0.0,0.18092455,34.4,63.0
1156,197,71,109,10163.98,8.827,21,26,48,555:555,37.54,31.8,34.4,195.0,63.0,0.0,0.0,0.18092455,34.4,63.0
1157,195,70,109,10172.8,8.827,21,27,54,554:550,37.54,31.8,33.8,205.0,68.0,0.0,0.0,0.18092455,33.8,68.0
1158,212,70,108,10181.63,8.827,21,29,49,559,37.54,31.8,33.8,205.0,64.0,0.0,0.0,0.18119022,33.8,64.0
1159,269,72,108,10190.47,8.827,21,36,49,559,37.54,31.8,34.9,197.0,65.0,0.0,0.0,0.1814559,34.9,65.0
1160,246,76,106,10199.29,8.827,21,31,40,754:558,37.54,31.8,34.9,197.0,65.0,0.0,0.0,0.18172157,34.9,65.0
1161,171,75,106,10208.11,8.827,21,22,46,559:563,37.54,31.8,34.9,180.0,63.0,0.0,0.0,0.18172157,34.9,63.0
1162,201,73,106,10216.94,8.827,21,26,50,563,37.54,31.8,34.9,178.0,67.0,0.0,0.0,0.18198724,34.9,67.0
1163,243,75,106,10225.77,8.827,21,31,44,563:558,37.54,31.8,34.9,178.0,67.0,0.0,0.0,0.18225293,34.9,67.0
1164,238,76,107,10234.59,8.827,21,30,44,563:559,37.54,31.85,35.5,195.0,72.0,0.0,0.0,0.1825186,35.5,72.0
1165,204,77,107,10243.42,8.827,21,25,44,559:559,37.54,31.8,35.5,195.0,72.0,0.0,0.0,0.18278427,35.5,72.0
1166,244,77,107,10252.25,8.827,21,30,45,563:554,37.54,31.8,34.9,235.0,77.0,0.0,0.0,0.18304995,34.9,77.0
1167,191,80,107,10261.08,8.827,21,23,45,555,37.55,31.85,34.9,258.0,75.0,0.0,0.0,0.18304995,34.9,75.0
1168,197,79,107,10269.9,8.827,21,24,53,555:555,37.55,31.8,34.9,258.0,75.0,0.0,0.0,0.18304995,34.9,75.0
1169,181,77,108,10278.73,8.827,21,22,51,550,37.55,31.85,31.8,246.0,63.0,0.0,0.0,0.18304995,31.8,63.0
1170,196,75,108,10287.59,8.827,21,25,56,555:550:550,37.55,31.85,32.9,214.0,60.0,0.0,0.0,0.18304995,32.9,60.0
1171,196,74,108,10296.38,8.827,21,25,60,555:550,37.55,31.85,32.9,214.0,60.0,0.0,0.0,0.18304995,32.9,60.0
1172,223,75,108,10305.21,8.827,21,28,60,550:550,37.55,31.85,32.9,173.0,59.0,0.0,0.0,0.18331562,32.9,59.0
1173,191,75,108,10314.04,8.827,21,24,44,554,37.55,31.85,35.2,193.0,71.0,0.0,0.0,0.18331562,35.2,71.0
1174,205,74,108,10322.87,8.827,21,26,52,555:559,37.55,31.85,35.2,188.0,75.0,0.0,0.0,0.1835813,35.2,75.0
1175,214,74,108,10331.69,8.827,21,28,52,563:565,37.55,31.85,35.2,207.0,86.0,0.0,0.0,0.18384697,35.2,86.0
1176,214,75,108,10340.52,8.827,21,27,51,563:558,37.55,31.85,35.2,232.0,82.0,0.0,0.0,0.18411265,35.2,82.0
1177,195,74,107,10349.35,8.827,21,25,56,565,37.55,31.85,35.2,267.0,90.0,0.0,0.0,0.18411265,35.2,90.0
1178,206,73,107,10358.17,8.827,21,27,46,559:559,37.55,31.85,34.9,225.0,59.0,0.0,0.0,0.18437833,34.9,59.0
1179,207,73,107,10367.0,8.827,21,27,46,559:558,37.55,31.85,34.9,210.0,61.0,0.0,0.0,0.184644,34.9,61.0
1180,231,74,108,10375.83,8.827,21,30,56,555:555,37.55,31.85,34.9,210.0,61.0,0.0,0.0,0.18490967,34.9,61.0
1181,204,74,108,10384.66,8.827,21,26,60,550:555,37.55,31.85,32.3,195.0,63.0,0.0,0.0,0.18517534,32.3,63.0
1182,204,76,108,10393.48,8.827,21,26,48,550,37.55,31.85,32.3,195.0,63.0,0.0,0.0,0.18544102,32.3,63.0
1183,200,75,108,10402.34,8.827,21,25,48,541:550,37.55,31.85,32.3,209.0,74.0,0.0,0.0,0.18570669,32.3,74.0
1184,205,75,109,10411.14,8.827,21,26,52,542:542,37.55,31.85,28.8,261.0,74.0,0.0,0.0,0.18597236,28.8,74.0
1185,218,75,109,10419.99,8.827,21,28,52,546:546,37.55,31.85,28.8,261.0,74.0,0.0,0.0,0.18623805,28.8,74.0
1186,205,76,109,10428.8,8.827,21,26,52,541:550,37.55,31.85,28.8,286.0,68.0,0.0,0.0,0.18650372,28.8,68.0
1187,178,75,109,10437.62,8.827,21,23,52,550:542,37.55,31.85,27.9,323.0,70.0,0.0,0.0,0.18650372,27.9,70.0
1188,221,74,109,10446.45,8.827,21,29,60,546,37.55,31.85,27.9,323.0,70.0,0.0,0.0,0.1867694,27.9,70.0
1189,268,77,109,10455.28,8.827,21,33,53,546,37.55,31.85,27.9,266.0,58.0,0.0,0.0,0.18703507,27.9,58.0
1190,185,77,113,10464.11,8.827,21,23,46,680:542,37.55,31.85,27.9,266.0,58.0,0.0,0.0,0.18703507,27.9,58.0
1191,194,75,112,10472.93,8.827,21,25,50,542:546,37.55,31.85,27.9,255.0,66.0,0.0,0.0,0.18703507,27.9,66.0
1192,200,74,112,10481.76,8.827,21,26,50,538:546,37.56,31.85,27.9,203.0,63.0,0.0,0.0,0.18730074,27.9,63.0
1193,198,73,111,10490.58,8.827,21,26,50,542:542,37.56,31.85,25.2,222.0,64.0,0.0,0.0,0.18730074,25.2,64.0
1194,206,73,111,10499.41,8.827,21,27,50,542,37.56,31.9,25.2,248.0,75.0,0.0,0.0,0.18756641,25.2,75.0
1195,206,72,111,10508.24,8.827,21,27,54,542:550,37.56,31.9,25.2,248.0,75.0,0.0,0.0,0.18783209,25.2,75.0
1196,274,75,111,10517.06,8.827,21,35,59,541:542,37.56,31.85,25.3,234.0,59.0,0.0,0.0,0.18783209,25.3,59.0
1197,197,77,111,10525.89,8.827,21,24,46,546:542,37.56,31.85,28.9,250.0,73.0,0.0,0.0,0.18783209,28.9,73.0
1198,188,76,111,10534.72,8.827,21,24,45,542:542,37.56,31.85,28.9,245.0,76.0,0.0,0.0,0.18783209,28.9,76.0
1199,194,73,110,10543.54,8.827,21,25,50,550:542,37.56,31.85,28.9,245.0,76.0,0.0,0.0,0.18783209,28.9,76.0
1200,232,74,110,10552.37,8.827,21,30,56,542,37.56,31.85,30.2,261.0,80.0,0.0,0.0,0.18809777,30.2,80.0
1201,260,76,111,10561.23,8.827,21,33,45,546:542:538,37.56,31.85,28.4,250.0,80.0,0.0,0.0,0.18836345,28.4,80.0
1202,218,78,111,10570.03,8.827,21,27,64,537,37.56,31.85,28.4,233.0,70.0,0.0,0.0,0.18862912,28.4,70.0
1203,181,77,111,10578.86,8.827,21,22,64,531:535,37.56,31.85,31.7,220.0,70.0,0.0,0.0,0.18862912,31.7,70.0
1204,198,75,111,10587.68,8.827,21,25,49,535:531,37.57,31.85,31.7,184.0,61.0,0.0,0.0,0.18862912,31.7,61.0
1205,191,75,112,10596.51,8.827,21,24,53,535:533,37.57,31.85,31.7,184.0,61.0,0.0,0.0,0.18862912,31.7,61.0
1206,210,74,112,10605.33,8.827,21,27,46,531,37.57,31.85,31.7,232.0,68.0,0.0,0.0,0.1888948,31.7,68.0
1207,195,73,112,10614.16,8.827,21,26,52,538:535:538,37.57,31.85,31.7,232.0,68.0,0.0,0.0,0.1888948,31.7,68.0
1208,199,74,112,10622.99,8.827,21,26,47,542,37.57,31.85,28.9,248.0,64.0,0.0,0.0,0.18916047,28.9,64.0
1209,225,74,111,10631.82,8.827,21,29,58,537:546,37.57,31.9,28.9,248.0,64.0,0.0,0.0,0.18942614,28.9,64.0
1210,195,74,111,10640.64,8.827,21,25,58,542:542,37.57,31.85,27.7,246.0,64.0,0.0,0.0,0.18942614,27.7,64.0
1211,199,73,111,10649.47,8.827,21,26,58,542:542,37.57,31.85,27.7,235.0,63.0,0.0,0.0,0.18969181,27.7,63.0
1212,207,72,111,10658.3,8.827,21,27,53,546:542,37.57,31.85,27.7,231.0,64.0,0.0,0.0,0.18995748,27.7,64.0
1213,293,76,111,10667.13,8.827,21,37,53,538,37.57,31.9,27.7,234.0,65.0,0.0,0.0,0.18995748,27.7,65.0
1214,177,76,111,10675.95,8.827,21,22,53,542:538,37.57,31.9,27.0,229.0,63.0,0.0,0.0,0.18995748,27.0,63.0
1215,194,76,111,10684.78,8.827,21,24,57,538:537,37.57,31.9,27.0,223.0,63.0,0.0,0.0,0.18995748,27.0,63.0
1216,194,73,111,10693.61,8.827,21,25,47,538:538,37.57,31.9,27.0,223.0,63.0,0.0,0.0,0.18995748,27.0,63.0
1217,237,73,111,10702.43,8.827,21,31,47,546:538,37.57,31.9,27.3,216.0,59.0,0.0,0.0,0.19022317,27.3,59.0
1218,209,76,111,10711.26,8.827,21,26,41,542:541,37.57,31.9,27.3,216.0,59.0,0.0,0.0,0.19048885,27.3,59.0
1219,211,76,111,10720.09,8.827,21,27,53,538:550,37.57,31.9,27.0,223.0,59.0,0.0,0.0,0.19075452,27.0,59.0
1220,198,76,111,10728.91,8.827,21,25,47,542:546,37.57,31.9,28.0,202.0,62.0,0.0,0.0,0.19075452,28.0,62.0
1221,198,76,110,10737.75,8.827,21,25,47,546:541,37.57,31.9,32.5,206.0,71.0,0.0,0.0,0.19075452,32.5,71.0
1222,216,75,110,10746.57,8.827,21,28,51,546,37.57,31.9,32.5,205.0,76.0,0.0,0.0,0.19102019,32.5,76.0
1223,194,75,110,10755.4,8.827,21,25,51,546:546,37.57,31.9,32.5,205.0,76.0,0.0,0.0,0.19102019,32.5,76.0
1224,180,73,110,10764.22,8.827,21,24,51,550:546,37.58,31.9,31.9,243.0,83.0,0.0,0.0,0.19102019,31.9,83.0
1225,176,72,110,10773.05,8.827,21,23,49,541:546,37.58,31.9,31.9,284.0,91.0,0.0,0.0,0.19102019,31.9,91.0
1226,197,71,110,10781.88,8.827,21,26,57,542:538,37.58,31.9,32.0,284.0,71.0,0.0,0.0,0.19102019,32.0,71.0
1227,222,71,110,10790.7,8.827,21,30,57,542,37.58,31.9,32.0,284.0,71.0,0.0,0.0,0.19128586,32.0,71.0
1228,265,72,110,10799.53,8.827,21,35,50,542:541,37.58,31.9,34.7,260.0,71.0,0.0,0.0,0.19155154,34.7,71.0
1229,229,77,110,10808.36,8.827,21,28,44,542:542,37.58,31.9,34.7,215.0,66.0,0.0,0.0,0.19181721,34.7,66.0
1230,221,77,110,10817.19,8.827,21,27,44,542:542,37.58,31.9,29.5,208.0,61.0,0.0,0.0,0.1920829,29.5,61.0
1231,199,78,111,10826.01,8.827,21,24,49,542:537,37.58,31.9,29.5,204.0,62.0,0.0,0.0,0.19234857,29.5,62.0
1232,166,76,111,10834.84,8.827,21,21,49,535,37.58,31.9,29.5,219.0,70.0,0.0,0.0,0.19234857,29.5,70.0
1233,203,73,111,10843.67,8.827,21,27,49,542:538,37.58,31.9,29.5,223.0,70.0,0.0,0.0,0.19261424,29.5,70.0
1234,182,74,111,10852.5,8.827,21,23,49,542:542:550,37.58,31.9,29.6,234.0,70.0,0.0,0.0,0.19261424,29.6,70.0
1235,228,73,111,10861.32,8.827,21,30,49,542,37.58,31.9,29.6,253.0,79.0,0.0,0.0,0.19287992,29.6,79.0
1236,226,75,110,10870.15,8.827,21,29,38,555:559,37.58,31.9,29.6,253.0,79.0,0.0,0.0,0.19314559,29.6,79.0
1237,193,76,109,10878.99,8.827,21,24,54,550:559,37.58,31.9,29.5,247.0,65.0,0.0,0.0,0.19314559,29.5,65.0
1238,174,74,109,10887.8,8.827,21,22,54,550,37.58,31.9,29.5,213.0,59.0,0.0,0.0,0.19314559,29.5,59.0
1239,196,73,109,10896.63,8.827,21,26,52,1098,37.58,31.9,29.5,192.0,54.0,0.0,0.0,0.19314559,29.5,54.0
1240,194,72,109,10905.46,8.827,21,26,52,550:546,37.58,31.9,32.0,196.0,61.0,0.0,0.0,0.19314559,32.0,61.0
1241,223,73,109,10914.28,8.827,21,29,56,546:546,37.58,31.9,32.0,196.0,61.0,0.0,0.0,0.19341126,32.0,61.0
1242,209,74,110,10923.11,8.827,21,27,48,538:546,37.58,31.9,31.7,185.0,65.0,0.0,0.0,0.19367693,31.7,65.0
1243,187,74,110,10931.94,8.827,21,24,56,550:542,37.58,31.9,31.7,204.0,73.0,0.0,0.0,0.19367693,31.7,73.0
1244,232,74,110,10940.77,8.827,21,30,56,546,37.58,31.9,31.7,204.0,73.0,0.0,0.0,0.19394262,31.7,73.0
1245,203,75,110,10949.59,8.827,21,26,56,550:538,37.58,31.9,30.5,284.0,76.0,0.0,0.0,0.1942083,30.5,76.0
1246,200,75,110,10958.42,8.827,21,25,56,542,37.58,31.9,30.5,284.0,76.0,0.0,0.0,0.19447397,30.5,76.0
1247,188,73,110,10967.26,8.827,21,25,50,1077:542,37.58,31.9,31.1,237.0,56.0,0.0,0.0,0.19447397,31.1,56.0
1248,231,72,111,10976.07,8.827,21,31,51,537:535,37.58,31.9,32.5,228.0,66.0,0.0,0.0,0.19473964,32.5,66.0
1249,219,75,111,10984.9,8.827,21,28,51,538:546,37.58,31.9,32.5,228.0,66.0,0.0,0.0,0.19500531,32.5,66.0
1250,190,73,111,10993.73,8.827,21,25,48,538,37.58,31.9,32.5,162.0,58.0,0.0,0.0,0.19500531,32.5,58.0
1251,204,73,110,10993.73,8.827,21,27,50,546:550:546,37.58,31.9,29.2,181.0,59.0,0.0,0.0,0.19527099,29.2,59.0
1252,209,73,110,11002.56,8.827,21,27,53,555,37.59,31.9,29.2,216.0,74.0,0.0,0.0,0.19553666,29.2,74.0
1253,200,73,110,11011.38,8.827,21,26,53,555:555,37.59,31.9,26.1,236.0,62.0,0.0,0.0,0.19580233,26.1,62.0
1254,201,73,109,11020.22,8.827,21,26,55,554:550,37.59,31.9,30.1,214.0,62.0,0.0,0.0,0.19606802,30.1,62.0
1255,220,74,109,11029.04,8.827,21,28,53,555:550,37.59,31.9,30.1,214.0,62.0,0.0,0.0,0.19633369,30.1,62.0
1256,205,74,109,11037.86,8.827,21,26,55,546:550,37.59,31.9,30.1,211.0,62.0,0.0,0.0,0.19659936,30.1,62.0
1257,230,73,109,11046.69,8.827,21,30,52,541,37.59,31.9,29.7,210.0,57.0,0.0,0.0,0.19686504,29.7,57.0
1258,187,74,110,11055.52,8.827,21,24,47,542:538,37.59,31.9,29.7,190.0,54.0,0.0,0.0,0.19686504,29.7,54.0
1259,187,73,110,11064.35,8.827,21,24,51,535:538,37.59,31.9,28.8,223.0,63.0,0.0,0.0,0.19686504,28.8,63.0
1260,213,73,111,11073.17,8.827,21,28,46,535:533,37.59,31.9,28.8,223.0,63.0,0.0,0.0,0.19713071,28.8,63.0
1261,185,72,111,11082.01,8.827,21,25,46,538:535,37.59,31.9,28.8,223.0,63.0,0.0,0.0,0.19713071,28.8,63.0
1262,193,71,111,11090.82,8.818,21,26,46,535:538,37.59,31.9,26.8,283.0,73.0,0.0,0.0,0.19713071,26.8,73.0
1263,197,70,111,11099.64,8.818,21,27,53,538,37.59,31.9,27.0,257.0,66.0,0.0,0.0,0.19713071,27.0,66.0
1264,263,72,111,11108.45,8.818,21,35,53,533:538,37.6,31.9,27.0,269.0,59.0,0.0,0.0,0.19739638,27.0,59.0
1265,232,75,112,11117.27,8.818,21,30,47,531:535,37.6,31.9,27.0,261.0,69.0,0.0,0.0,0.19766206,27.0,69.0
1266,226,77,112,11126.1,8.818,21,28,54,538:531,37.6,31.9,27.0,261.0,69.0,0.0,0.0,0.19792774,27.0,69.0
1267,178,77,112,11134.9,8.818,21,22,52,537:538,37.6,31.9,29.2,234.0,70.0,0.0,0.0,0.19792774,29.2,70.0
1268,195,75,111,11143.73,8.827,21,25,52,538:542,37.6,31.9,29.2,248.0,80.0,0.0,0.0,0.19792774,29.2,80.0
1269,226,74,112,11152.57,8.827,21,29,52,538:535,37.6,31.9,27.5,239.0,74.0,0.0,0.0,0.19819342,27.5,74.0
1270,194,74,111,11161.39,8.827,21,25,52,541,37.6,31.9,27.5,236.0,68.0,0.0,0.0,0.19819342,27.5,68.0
1271,194,74,111,11170.21,8.827,21,25,53,542:535,37.6,31.9,27.5,236.0,68.0,0.0,0.0,0.19819342,27.5,68.0
1272,196,72,111,11179.04,8.827,21,26,51,538:542,37.6,31.9,27.5,222.0,64.0,0.0,0.0,0.19819342,27.5,64.0
1273,255,74,111,11187.87,8.827,21,33,53,538:537,37.6,31.9,27.5,234.0,56.0,0.0,0.0,0.19845909,27.5,56.0
1274,195,78,111,11196.69,8.827,21,24,52,538:538,37.6,31.9,29.9,261.0,69.0,0.0,0.0,0.19845909,29.9,69.0
1275,202,77,111,11205.52,8.827,21,25,45,542:546,37.6,31.9,29.9,261.0,69.0,0.0,0.0,0.19872476,29.9,69.0
1276,185,76,111,11214.35,8.827,21,23,52,550,37.6,31.9,29.9,261.0,69.0,0.0,0.0,0.19872476,29.9,69.0
