time,watts,cadence,heartrate,distance,velocity_smooth,temp,torque,smo2,core_temperature,respiration,tidal_volume,tidal_volume_min,PercentageinZ2,TymeBreathRate,TymeVentilation
675,210,76,112,5585.22,8.837,18,26,56.4,37.15,21.56,294.0,61.45,0.025547445,21.56,61.45
676,210,77,111,5593.51,8.837,18,26,56.1,37.15,21.74,291.2,61.43,0.02591241,21.74,61.43
677,210,77,111,5603.46,8.838,18,26,57.0,37.15,21.97,287.3,61.43,0.026277373,21.97,61.43
678,210,77,111,5612.17,8.837,18,26,56.9,37.15,22.14,285.0,61.31,0.026642336,22.14,61.31
679,210,77,111,5619.85,8.837,18,26,56.6,37.15,22.26,283.9,61.1,0.027007299,22.26,61.1
680,210,76,110,5629.35,8.838,18,26,56.2,37.15,22.37,282.9,60.9,0.027372263,22.37,60.9
681,210,76,109,5638.9,8.837,18,26,56.6,37.15,22.49,281.8,60.69,0.027737226,22.49,60.69
682,210,76,110,5647.37,8.837,18,26,56.6,37.15,22.58,281.3,60.42,0.02810219,22.58,60.42
683,210,76,109,5657.29,8.838,18,26,56.2,37.15,22.67,281.1,60.11,0.028467154,22.67,60.11
684,210,76,107,5665.99,8.837,18,26,57.6,37.15,22.75,280.8,59.81,0.028832117,22.75,59.81
685,211,77,107,5674.27,8.837,18,26,57.7,37.15,22.83,280.5,59.51,0.02919708,22.83,59.51
686,210,77,109,5681.95,8.837,18,26,57.7,37.15,22.93,278.6,59.0,0.029562043,22.93,59.0
687,209,76,110,5692.26,8.838,18,26,57.6,37.15,23.03,276.1,58.43,0.029927008,23.03,58.43
688,209,76,111,5700.09,8.837,18,26,58.2,37.15,23.1,273.7,58.01,0.03029197,23.1,58.01
689,210,76,111,5708.36,8.837,18,26,57.3,37.15,23.13,271.6,57.74,0.030656934,23.13,57.74
690,211,77,111,5717.56,8.837,18,26,57.2,37.15,23.16,269.8,57.52,0.031021899,23.16,57.52
691,211,78,111,5727.68,8.838,18,26,56.9,37.15,23.22,269.2,57.43,0.03138686,23.22,57.43
692,210,77,111,5736.38,8.837,18,26,57.6,37.15,23.28,268.5,57.34,0.031751826,23.28,57.34
693,209,77,110,5744.67,8.837,18,26,58.1,37.15,23.3,270.3,57.8,0.03211679,23.3,57.8
694,209,77,109,5752.94,8.837,18,26,57.1,37.15,23.31,272.3,58.31,0.032481752,23.31,58.31
695,210,77,108,5762.87,8.838,18,26,58.1,37.15,23.3,272.9,58.64,0.032846715,23.3,58.64
696,210,77,107,5771.57,8.837,18,26,58.5,37.15,23.29,273.6,58.97,0.03321168,23.29,58.97
697,210,77,106,5779.24,8.837,18,26,58.4,37.15,23.25,273.4,59.08,0.03357664,23.25,59.08
698,210,76,106,5788.74,8.838,18,26,58.4,37.15,23.2,273.1,59.13,0.033941604,23.2,59.13
699,209,75,106,5798.29,8.837,18,27,58.9,37.15,23.15,272.7,59.19,0.03430657,23.15,59.19
700,209,75,105,5806.76,8.837,18,27,58.5,37.15,23.1,272.4,59.24,0.034671534,23.1,59.24
701,211,76,106,5816.69,8.838,18,27,58.3,37.15,23.07,271.8,59.28,0.035036497,23.07,59.28
702,211,77,106,5825.39,8.837,18,26,58.5,37.15,23.06,270.9,59.3,0.03540146,23.06,59.3
703,210,77,103,5833.63,8.837,18,26,58.2,37.15,23.04,270.1,59.32,0.035766423,23.04,59.32
704,209,76,102,5843.59,8.838,18,26,58.8,37.15,23.03,268.9,59.33,0.036131386,23.03,59.33
705,209,75,102,5852.3,8.837,18,27,58.0,37.15,23.0,266.7,59.29,0.03649635,23.0,59.29
706,210,76,102,5860.58,8.837,18,26,58.5,37.15,22.98,264.6,59.1,0.036861315,22.98,59.1
707,210,76,102,5868.86,8.837,18,26,58.5,37.16,22.94,262.9,58.3,0.03722628,22.94,58.3
708,210,76,104,5878.79,8.838,18,26,58.4,37.16,22.91,261.1,57.51,0.03759124,22.91,57.51
709,211,77,105,5887.49,8.837,18,26,57.9,37.16,22.87,259.4,56.71,0.037956204,22.87,56.71
710,210,76,106,5895.77,8.837,18,26,57.7,37.16,22.83,258.3,56.64,0.038321167,22.83,56.64
711,209,76,106,5905.7,8.838,18,26,58.3,37.16,22.8,257.2,56.61,0.03868613,22.8,56.61
712,209,76,105,5914.4,8.837,18,26,58.9,37.16,22.77,257.2,56.91,0.039051093,22.77,56.91
713,210,76,104,5922.68,8.837,18,26,58.9,37.16,22.74,257.4,57.28,0.03941606,22.74,57.28
714,210,76,103,5932.61,8.838,18,26,59.5,37.16,22.67,258.6,57.64,0.039781023,22.67,57.64
715,210,76,102,5938.0,8.845,18,26,59.4,37.16,22.56,261.4,57.97,0.040145986,22.56,57.97
716,210,76,102,5946.34,8.841,18,26,59.6,37.16,22.45,263.8,58.19,0.04051095,22.45,58.19
717,210,76,102,5955.61,8.837,18,26,58.3,37.16,22.33,264.0,57.62,0.04087591,22.33,57.62
718,210,76,103,5964.08,8.837,18,26,59.0,37.16,22.22,264.2,57.04,0.041240875,22.22,57.04
719,210,77,104,5974.02,8.838,18,26,58.8,37.16,22.12,263.0,56.68,0.041605838,22.12,56.68
720,210,77,104,5982.71,8.837,18,26,59.0,37.16,22.03,261.1,56.44,0.041970804,22.03,56.44
721,209,76,104,5990.39,8.837,18,26,58.7,37.16,21.94,259.1,56.19,0.042335767,21.94,56.19
722,209,75,104,6000.7,8.838,18,27,60.2,37.16,21.88,258.0,56.11,0.04270073,21.88,56.11
723,210,75,104,6009.62,8.837,18,27,59.7,37.16,21.86,257.4,56.13,0.043065693,21.86,56.13
724,210,76,104,6017.9,8.837,18,26,59.2,37.16,21.83,256.8,56.15,0.043430656,21.83,56.15
725,210,76,105,6027.09,8.838,18,26,58.9,37.16,21.8,256.2,56.17,0.04379562,21.8,56.17
726,209,75,106,6036.35,8.837,18,27,58.8,37.16,21.77,255.6,56.19,0.044160582,21.77,56.19
727,210,75,106,6044.81,8.837,18,27,58.3,37.16,21.79,254.9,56.15,0.04452555,21.79,56.15
728,210,75,104,6054.75,8.838,18,27,57.8,37.16,21.83,254.2,56.09,0.04489051,21.83,56.09
729,210,76,101,6062.85,8.837,18,26,58.6,37.16,21.87,253.6,56.04,0.045255475,21.87,56.04
730,211,76,100,6071.55,8.837,18,27,58.5,37.16,21.94,254.4,56.14,0.045620438,21.94,56.14
731,210,76,101,6080.01,8.837,18,26,59.6,37.16,22.0,255.3,56.23,0.0459854,22.0,56.23
732,209,76,102,6089.95,8.838,18,26,59.6,37.16,22.04,257.5,56.48,0.046350364,22.04,56.48
733,210,76,102,6098.64,8.837,18,26,59.2,37.16,22.09,259.7,56.73,0.046715327,22.09,56.73
734,210,76,102,6106.31,8.837,18,26,59.1,37.16,22.13,261.9,56.98,0.047080293,22.13,56.98
735,210,76,103,6116.63,8.838,18,26,58.4,37.16,22.17,261.6,56.77,0.047445256,22.17,56.77
736,210,76,105,6125.55,8.837,18,26,57.4,37.16,22.21,261.1,56.53,0.04781022,22.21,56.53
737,210,76,104,6133.82,8.837,18,26,57.2,37.16,22.21,261.6,56.54,0.048175182,22.21,56.54
738,210,76,104,6143.77,8.838,18,26,56.7,37.16,22.2,262.3,56.58,0.048540145,22.2,56.58
739,210,76,103,6152.46,8.837,18,26,57.0,37.16,22.17,262.7,56.73,0.048905108,22.17,56.73
740,211,76,102,6160.74,8.837,18,27,57.0,37.16,22.1,263.0,57.05,0.049270075,22.1,57.05
741,211,77,102,6169.02,8.837,18,26,57.5,37.16,22.03,263.2,57.37,0.049635038,22.03,57.37
742,211,78,101,6178.95,8.838,18,26,58.2,37.16,21.96,263.3,57.67,0.05,21.96,57.67
743,210,78,102,6187.65,8.837,18,26,57.6,37.16,21.91,262.7,57.8,0.050364964,21.91,57.8
744,210,78,103,6195.93,8.837,18,26,58.2,37.16,21.86,262.1,57.92,0.050729927,21.86,57.92
745,210,78,102,6204.21,8.837,18,26,58.4,37.16,21.81,261.5,58.04,0.05109489,21.81,58.04
746,209,76,102,6214.14,8.838,18,26,57.9,37.16,21.75,261.7,58.34,0.051459853,21.75,58.34
747,209,76,103,6222.83,8.837,18,26,58.2,37.16,21.69,262.0,58.64,0.05182482,21.69,58.64
748,209,76,103,6231.12,8.837,18,26,58.5,37.16,21.66,261.8,58.8,0.052189782,21.66,58.8
749,210,77,103,6241.05,8.838,18,26,59.5,37.16,21.67,261.0,58.79,0.052554745,21.67,58.79
750,211,77,104,6249.75,8.837,18,26,59.4,37.16,21.68,260.2,58.78,0.05291971,21.68,58.78
751,210,77,105,6258.02,8.837,18,26,58.8,37.16,21.69,259.5,58.77,0.05328467,21.69,58.77
752,210,77,105,6266.32,8.837,18,26,59.3,37.17,21.7,259.6,59.11,0.053649634,21.7,59.11
753,210,76,107,6276.25,8.838,18,26,58.7,37.17,21.73,260.9,59.96,0.054014597,21.73,59.96
754,209,76,109,6284.93,8.837,18,26,58.4,37.17,21.77,262.3,60.65,0.054379564,21.77,60.65
755,210,75,109,6293.22,8.837,18,27,57.6,37.17,21.84,263.4,61.06,0.054744527,21.84,61.06
756,210,75,109,6303.16,8.838,18,27,58.2,37.17,21.89,263.5,61.1,0.05510949,21.89,61.1
757,210,76,107,6311.85,8.837,18,26,58.9,37.17,21.92,263.4,61.05,0.055474453,21.92,61.05
758,211,76,105,6320.13,8.837,18,27,58.4,37.17,21.96,263.3,61.01,0.055839416,21.96,61.01
759,211,76,104,6327.81,8.837,18,27,58.8,37.17,22.0,263.2,60.97,0.05620438,22.0,60.97
760,210,77,103,6338.13,8.838,18,26,58.7,37.17,22.0,263.3,61.06,0.05656934,22.0,61.06
761,211,77,102,6347.05,8.837,18,26,59.4,37.17,22.0,263.4,61.16,0.05693431,22.0,61.16
762,211,78,101,6355.33,8.837,18,26,58.7,37.17,22.0,263.6,61.25,0.05729927,22.0,61.25
763,210,78,101,6363.61,8.837,18,26,57.6,37.17,22.02,266.0,61.57,0.057664234,22.02,61.57
764,209,77,103,6373.53,8.838,18,26,58.4,37.17,22.04,268.8,61.91,0.058029197,22.04,61.91
765,209,77,104,6381.63,8.837,18,26,58.1,37.17,22.06,271.7,62.26,0.05839416,22.06,62.26
766,210,77,104,6390.32,8.837,18,26,58.3,37.17,22.11,270.4,62.17,0.058759123,22.11,62.17
767,210,77,105,6398.8,8.837,18,26,58.9,37.17,22.17,268.4,62.01,0.059124086,22.17,62.01
768,210,77,106,6408.73,8.838,18,26,59.5,37.17,22.22,266.8,61.99,0.059489053,22.22,61.99
769,210,77,107,6417.41,8.837,18,26,60.2,37.17,22.27,266.1,62.31,0.059854016,22.27,62.31
770,210,77,108,6425.7,8.837,18,26,60.2,37.17,22.32,265.3,62.64,0.06021898,22.32,62.64
771,210,77,108,6433.99,8.837,18,26,59.4,37.17,22.42,264.7,62.9,0.06058394,22.42,62.9
772,209,76,108,6443.94,8.838,18,26,59.7,37.17,22.57,264.1,63.1,0.060948905,22.57,63.1
773,209,75,108,6452.62,8.837,18,27,59.5,37.17,22.71,263.4,63.23,0.061313868,22.71,63.23
774,209,75,106,6462.56,8.838,18,27,58.0,37.17,22.85,261.7,63.07,0.06167883,22.85,63.07
775,210,75,104,6467.93,8.845,18,27,58.1,37.17,22.99,260.1,62.9,0.062043797,22.99,62.9
776,210,76,103,6477.05,8.84,18,26,58.2,37.18,23.13,258.4,62.73,0.06240876,23.13,62.73
777,210,76,103,6485.74,8.837,18,26,57.9,37.18,23.31,258.7,62.7,0.06277372,23.31,62.7
778,210,76,104,6492.91,8.837,18,26,58.9,37.18,23.53,261.5,62.85,0.063138686,23.53,62.85
779,210,76,104,6503.44,8.838,18,26,59.2,37.18,23.64,260.7,62.49,0.06350365,23.64,62.49
780,209,75,104,6512.65,8.837,18,27,60.1,37.18,23.74,259.7,62.07,0.06386861,23.74,62.07
781,210,75,104,6520.93,8.837,18,27,60.4,37.18,23.91,258.7,62.14,0.06423358,23.91,62.14
782,211,76,105,6530.88,8.838,18,27,60.9,37.18,24.13,257.8,62.54,0.06459854,24.13,62.54
783,211,77,106,6539.57,8.837,18,26,61.0,37.18,24.29,257.2,62.9,0.064963505,24.29,62.9
784,211,78,106,6549.5,8.838,18,26,60.6,37.18,24.39,257.1,63.22,0.065328464,24.39,63.22
785,211,79,106,6558.2,8.837,18,26,59.4,37.18,24.5,256.9,63.53,0.06569343,24.5,63.53
786,214,79,107,6566.47,8.837,18,26,59.0,37.18,24.6,257.6,63.77,0.0660584,24.6,63.77
787,223,78,107,6576.41,8.838,18,27,57.5,37.18,24.7,258.9,63.96,0.06642336,24.7,63.96
788,233,77,107,6585.08,9.079,18,29,57.6,37.18,24.8,259.9,64.13,0.06678832,24.8,64.13
789,239,77,107,6595.03,9.404,18,30,58.1,37.18,24.97,258.2,64.09,0.06715328,24.97,64.09
790,240,76,107,6603.13,9.12,18,30,58.6,37.18,25.19,257.0,63.97,0.06751825,25.19,63.97
791,239,75,107,6613.41,8.872,18,30,58.5,37.18,25.51,256.8,63.67,0.06788321,25.51,63.67
792,238,75,105,6622.36,9.08,18,30,59.5,37.18,25.79,256.8,63.2,0.068248175,25.79,63.2
793,239,75,104,6628.98,9.402,18,30,59.7,37.18,26.05,256.8,62.56,0.06861314,26.05,62.56
794,241,76,104,6638.52,9.469,18,30,60.4,37.18,26.32,256.9,61.92,0.0689781,26.32,61.92
795,241,76,105,6647.2,9.464,18,30,59.5,37.18,26.59,254.2,61.33,0.06934307,26.59,61.33
796,240,76,106,6657.15,9.054,18,30,58.9,37.18,26.86,251.1,60.74,0.06970803,26.86,60.74
797,239,75,106,6665.23,8.868,18,30,58.1,37.18,27.1,250.1,60.79,0.07007299,27.1,60.79
798,239,74,107,6675.55,9.026,18,31,57.4,37.18,27.32,249.9,61.1,0.07043795,27.32,61.1
799,239,74,107,6684.44,8.885,18,31,57.7,37.18,27.49,249.8,61.29,0.07080292,27.49,61.29
800,239,73,107,6694.37,9.233,18,31,57.2,37.18,27.6,249.8,61.35,0.071167886,27.6,61.35
801,240,73,107,6704.74,9.442,18,31,57.1,37.18,27.7,249.7,61.41,0.071532845,27.7,61.41
802,241,74,107,6713.44,9.464,18,31,58.5,37.18,27.81,249.7,61.47,0.07189781,27.81,61.47
803,241,74,107,6723.39,9.468,18,31,58.4,37.18,27.95,249.2,61.42,0.07226277,27.95,61.42
804,241,75,108,6732.05,9.464,18,31,57.8,37.18,28.14,248.0,61.24,0.07262774,28.14,61.24
805,242,77,108,6741.98,9.253,18,30,57.2,37.18,28.18,246.7,61.47,0.0729927,28.18,61.47
806,240,77,107,6750.7,8.909,18,30,57.5,37.18,28.16,245.6,61.71,0.073357664,28.16,61.71
807,239,76,107,6760.64,8.838,18,30,57.6,37.18,28.14,245.0,61.41,0.07372263,28.14,61.41
808,239,75,106,6769.34,9.212,18,30,56.8,37.18,28.05,242.9,61.0,0.07408759,28.05,61.0
809,240,75,106,6779.27,9.437,18,31,57.4,37.18,27.91,239.5,60.47,0.07445256,27.91,60.47
810,240,76,106,6787.95,9.464,18,30,57.0,37.18,27.78,238.6,60.36,0.074817516,27.78,60.36
811,240,75,106,6794.56,8.96,18,31,55.4,37.18,27.67,239.2,60.5,0.07518248,27.67,60.5
812,239,75,107,6804.11,9.03,18,30,53.5,37.18,27.56,239.9,60.64,0.07554744,27.56,60.64
813,239,75,108,6812.78,9.386,18,30,53.4,37.18,27.45,240.5,60.79,0.07591241,27.45,60.79
814,240,75,109,6822.74,9.468,18,31,52.5,37.18,27.28,240.6,60.9,0.076277375,27.28,60.9
815,240,75,110,6833.1,9.36,18,31,52.5,37.18,27.02,240.0,60.97,0.076642334,27.02,60.97
816,240,75,110,6840.69,9.001,18,31,53.9,37.18,26.73,239.7,60.74,0.0770073,26.73,60.74
817,239,74,109,6851.22,9.211,18,31,55.3,37.18,26.45,239.5,60.37,0.07737226,26.45,60.37
818,240,74,107,6862.08,9.442,18,31,55.9,37.18,26.29,239.4,60.47,0.07773723,26.29,60.47
819,240,75,107,6870.78,9.464,18,31,56.8,37.18,26.14,239.3,60.56,0.07810219,26.14,60.56
820,240,74,107,6880.71,9.054,18,31,56.1,37.18,26.1,239.3,60.84,0.07846715,26.1,60.84
821,239,73,107,6887.28,8.866,18,31,55.4,37.18,26.07,239.2,61.16,0.07883212,26.07,61.16
822,239,73,108,6894.78,9.164,18,31,54.8,37.18,26.04,239.1,61.48,0.07919708,26.04,61.48
823,240,73,108,6905.32,9.433,18,31,54.4,37.18,26.02,239.0,61.68,0.079562046,26.02,61.68
824,240,74,108,6915.9,9.156,18,31,53.1,37.18,26.01,238.9,61.62,0.079927005,26.01,61.62
825,240,74,108,6924.59,9.127,18,31,54.0,37.18,25.99,238.7,61.57,0.08029197,25.99,61.57
826,241,75,108,6933.78,9.38,18,31,54.8,37.18,25.89,238.7,61.22,0.08065693,25.89,61.22
827,242,77,108,6943.04,9.464,18,30,56.2,37.19,25.79,238.7,60.88,0.0810219,25.79,60.88
828,241,76,109,6953.17,9.053,18,30,56.3,37.19,25.68,238.7,60.53,0.081386864,25.68,60.53
829,240,75,110,6961.86,8.86,18,31,56.5,37.19,25.56,238.6,60.27,0.08175182,25.56,60.27
830,239,74,110,6971.8,8.838,18,31,56.8,37.19,25.39,238.2,60.27,0.08211679,25.39,60.27
831,239,73,110,6980.45,8.837,18,31,57.0,37.19,25.22,237.8,60.27,0.08248175,25.22,60.27
832,240,74,109,6990.42,9.345,18,31,56.8,37.19,25.05,237.5,60.27,0.082846716,25.05,60.27
833,241,74,109,6998.5,9.465,18,31,55.6,37.19,24.79,237.2,60.46,0.083211675,24.79,60.46
834,241,75,110,7005.59,8.971,18,31,55.8,37.19,24.51,236.9,60.71,0.08357664,24.51,60.71
835,239,75,111,7015.27,8.93,18,30,55.9,37.19,24.34,237.2,61.15,0.08394161,24.34,61.15
836,239,74,111,7023.96,9.103,18,31,56.0,37.19,24.2,237.8,61.63,0.08430657,24.2,61.63
837,239,74,111,7033.9,9.091,18,31,56.3,37.19,24.06,238.2,62.08,0.084671535,24.06,62.08
838,240,74,111,7043.49,9.364,18,31,56.7,37.19,23.86,237.7,62.21,0.085036494,23.86,62.21
839,240,74,110,7052.76,9.095,18,31,57.4,37.2,23.66,237.2,62.34,0.08540146,23.66,62.34
840,240,74,109,7061.49,9.311,18,31,57.9,37.2,23.5,237.7,62.61,0.08576642,23.5,62.61
841,240,73,109,7072.69,9.176,18,31,57.2,37.2,23.38,239.1,63.03,0.08613139,23.38,63.03
842,240,73,109,7079.79,9.362,18,31,57.9,37.2,23.3,240.6,63.47,0.08649635,23.3,63.47
843,240,73,109,7089.57,9.469,18,31,57.0,37.2,23.47,242.8,64.2,0.08686131,23.47,64.2
844,240,74,109,7098.44,9.464,18,31,57.7,37.2,23.56,243.8,64.39,0.08722628,23.56,64.39
845,241,74,109,7108.41,9.358,17,31,57.3,37.2,23.63,244.5,64.46,0.08759124,23.63,64.46
846,240,75,110,7117.11,8.934,17,31,57.2,37.2,23.71,245.1,64.52,0.087956205,23.71,64.52
847,240,75,111,7127.05,9.345,17,31,57.5,37.2,23.77,245.8,64.54,0.088321164,23.77,64.54
848,240,75,112,7137.36,9.469,17,31,57.3,37.2,23.83,246.5,64.45,0.08868613,23.83,64.45
849,240,74,112,7146.08,9.336,17,31,56.6,37.2,23.89,247.2,64.37,0.0890511,23.89,64.37
850,240,74,109,7156.0,9.124,17,31,56.3,37.2,24.14,247.0,64.48,0.08941606,24.14,64.48
851,239,73,108,7163.59,8.917,17,31,56.4,37.2,24.4,246.8,64.61,0.08978102,24.4,64.61
852,239,73,107,7172.59,9.065,17,31,55.8,37.2,24.73,247.8,64.88,0.09014598,24.73,64.88
853,240,74,106,7181.28,9.271,17,31,56.5,37.2,25.13,250.0,65.29,0.09051095,25.13,65.29
854,240,74,106,7191.22,9.437,17,31,56.3,37.2,25.44,251.0,65.41,0.09087591,25.44,65.41
855,241,74,106,7201.57,9.469,17,31,56.2,37.2,25.67,251.1,65.32,0.091240875,25.67,65.32
856,240,74,107,7210.26,9.464,17,31,56.7,37.2,25.9,251.3,65.23,0.09160584,25.9,65.23
857,239,73,108,7219.45,9.006,17,31,56.9,37.2,26.17,253.7,65.53,0.0919708,26.17,65.53
858,239,73,108,7230.34,9.122,17,31,56.7,37.2,26.44,257.1,66.0,0.09233577,26.44,66.0
859,239,73,109,7239.25,9.151,17,31,56.4,37.2,26.75,259.1,66.67,0.09270073,26.75,66.67
860,240,73,108,7246.92,9.376,17,31,56.7,37.2,26.99,260.5,67.15,0.093065694,26.99,67.15
861,241,73,109,7255.63,9.463,17,32,56.4,37.2,27.13,261.3,67.39,0.09343065,27.13,67.39
862,241,74,109,7265.74,9.468,17,31,56.5,37.2,27.27,262.1,67.63,0.09379562,27.27,67.63
863,241,75,109,7276.1,9.359,17,31,56.2,37.2,27.43,262.9,67.92,0.09416059,27.43,67.92
864,240,75,109,7284.79,8.933,17,31,56.4,37.2,27.63,263.4,68.29,0.094525546,27.63,68.29
865,239,74,110,7293.97,9.103,17,31,56.5,37.2,27.82,264.0,68.68,0.09489051,27.82,68.68
866,239,74,109,7303.24,9.406,17,31,56.3,37.2,27.99,264.9,69.38,0.09525547,27.99,69.38
867,240,73,110,7313.36,9.154,17,31,56.5,37.2,28.13,265.2,69.68,0.09562044,28.13,69.68
868,240,73,110,7323.71,9.393,17,31,56.1,37.2,28.24,265.0,69.57,0.095985405,28.24,69.57
869,241,74,110,7331.79,9.465,17,31,57.2,37.2,28.27,264.5,69.75,0.096350364,28.27,69.75
870,241,75,111,7338.87,9.466,17,31,57.1,37.2,28.25,263.9,70.04,0.09671533,28.25,70.04
871,241,76,112,7348.55,9.359,17,30,56.6,37.2,28.29,263.7,70.07,0.09708029,28.29,70.07
872,240,75,113,7357.24,9.057,17,31,56.6,37.2,28.32,263.5,70.1,0.09744526,28.32,70.1
873,239,75,113,7367.18,8.868,17,30,56.7,37.2,28.35,263.3,70.13,0.097810216,28.35,70.13
874,239,74,114,7377.53,9.236,17,31,56.9,37.2,28.3,263.7,70.19,0.09817518,28.3,70.19
875,240,74,114,7386.22,9.437,17,31,56.2,37.2,28.23,264.3,70.26,0.09854015,28.23,70.26
876,241,74,114,7395.4,9.468,17,31,55.3,37.2,28.04,267.6,70.32,0.09890511,28.04,70.32
877,241,75,113,7405.48,9.469,17,31,56.3,37.2,27.85,270.5,70.34,0.099270076,27.85,70.34
878,240,76,112,7414.37,9.237,17,30,57.1,37.2,27.71,270.9,70.24,0.099635035,27.71,70.24
879,240,75,111,7424.88,8.994,17,31,58.2,37.2,27.57,271.2,70.15,0.1,27.57,70.15
880,239,74,111,7433.79,8.86,17,31,58.6,37.2,27.48,271.4,70.4,0.10036496,27.48,70.4
881,239,73,111,7440.43,8.834,17,31,58.1,37.2,27.42,271.6,70.73,0.10072993,27.42,70.73
882,239,72,111,7449.95,8.838,17,32,59.3,37.2,27.33,271.9,71.0,0.101094894,27.33,71.0
883,239,71,111,7458.66,8.837,17,32,57.9,37.2,27.21,272.2,71.2,0.10145985,27.21,71.2
884,239,71,111,7468.61,9.129,17,32,58.7,37.2,27.1,272.5,71.4,0.10182482,27.1,71.4
885,240,72,111,7478.96,9.417,17,32,57.8,37.2,26.96,273.7,71.63,0.10218978,26.96,71.63
886,242,74,112,7487.65,9.464,17,31,57.8,37.2,26.77,276.8,71.91,0.102554746,26.77,71.91
887,242,75,112,7496.2,9.206,17,31,58.2,37.22,26.58,279.9,72.19,0.102919705,26.58,72.19
888,240,74,111,7503.78,9.052,17,31,58.0,37.22,26.32,284.6,72.95,0.10328467,26.32,72.95
889,239,74,111,7512.31,9.117,17,31,58.3,37.22,26.08,288.8,73.7,0.10364964,26.08,73.7
890,240,75,111,7524.11,9.403,17,31,59.0,37.22,26.0,289.3,73.87,0.1040146,26.0,73.87
891,241,76,110,7534.85,9.359,17,30,60.2,37.22,25.93,289.8,74.04,0.104379565,25.93,74.04
892,241,77,110,7543.54,8.933,17,30,59.3,37.22,25.85,290.3,74.18,0.104744524,25.85,74.18
893,239,77,111,7550.15,8.834,17,30,58.2,37.22,25.68,291.7,73.94,0.10510949,25.68,73.94
894,239,76,111,7559.69,9.129,17,30,57.8,37.22,25.51,293.1,73.7,0.10547445,25.51,73.7
895,239,75,110,7568.38,8.907,17,30,57.9,37.22,25.33,294.3,73.69,0.10583942,25.33,73.69
896,239,75,110,7577.56,9.102,17,30,57.9,37.22,25.15,295.4,73.71,0.10620438,25.15,73.71
897,240,75,111,7586.18,9.385,17,31,58.0,37.22,24.97,296.5,73.84,0.10656934,24.97,73.84
898,240,74,111,7596.73,8.974,17,31,57.9,37.23,24.79,297.6,74.44,0.10693431,24.79,74.44
899,239,74,111,7605.64,8.961,17,31,58.6,37.23,24.61,298.6,75.04,0.10729927,24.61,75.04
900,240,74,111,7615.58,9.376,17,31,59.2,37.23,24.47,299.5,75.47,0.107664235,24.47,75.47
901,240,74,111,7625.94,9.359,17,31,58.6,37.23,24.38,300.3,75.65,0.108029194,24.38,75.65
902,240,74,111,7634.62,9.438,17,31,57.2,37.23,24.29,301.1,75.83,0.10839416,24.29,75.83
903,240,74,110,7640.76,9.465,17,31,57.0,37.23,24.19,302.3,76.08,0.10875913,24.19,76.08
904,240,74,110,7650.51,9.362,17,31,56.7,37.23,24.09,303.7,76.34,0.10912409,24.09,76.34
905,240,74,110,7661.09,9.129,17,31,56.6,37.23,24.01,305.4,75.85,0.10948905,24.01,75.85
906,239,73,111,7670.71,9.265,17,31,56.1,37.23,23.93,307.0,75.28,0.10985401,23.93,75.28
907,240,73,111,7679.98,9.435,17,31,57.4,37.23,23.87,304.9,74.88,0.11021898,23.87,74.88
908,241,74,111,7690.11,9.468,17,31,57.9,37.23,23.81,302.9,74.48,0.11058394,23.81,74.48
909,241,75,111,7698.79,9.083,17,31,58.2,37.23,23.79,301.1,74.12,0.110948905,23.79,74.12
910,240,75,112,7708.74,9.266,17,31,57.8,37.23,23.87,299.9,73.92,0.11131387,23.87,73.92
911,239,74,112,7719.06,9.226,17,31,57.8,37.23,23.95,298.7,73.72,0.11167883,23.95,73.72
912,240,74,111,7727.76,9.283,17,31,57.4,37.23,23.98,298.4,73.71,0.1120438,23.98,73.71
913,241,75,111,7737.73,9.437,17,31,57.5,37.23,24.0,298.1,73.72,0.11240876,24.0,73.72
914,242,76,112,7746.4,9.464,17,30,56.9,37.23,24.02,297.8,73.73,0.112773724,24.02,73.73
915,241,77,112,7755.59,9.368,17,30,57.4,37.23,24.01,297.9,73.76,0.11313868,24.01,73.76
916,240,77,112,7764.85,9.435,17,30,58.3,37.23,23.97,298.4,73.8,0.11350365,23.97,73.8
917,240,77,112,7774.98,9.468,17,30,58.4,37.23,23.93,298.9,73.84,0.11386862,23.93,73.84
918,240,77,116,7783.63,9.464,17,30,58.4,37.23,23.91,299.3,73.91,0.114233576,23.91,73.91
919,240,77,116,7793.6,8.96,17,30,59.0,37.23,23.92,299.6,74.02,0.11459854,23.92,74.02
920,239,76,116,7802.29,8.837,17,30,59.1,37.23,23.98,299.7,74.05,0.1149635,23.98,74.05
921,239,75,116,7808.9,9.344,17,30,58.6,37.23,24.08,299.7,74.02,0.11532847,24.08,74.02
922,240,75,116,7818.45,9.469,17,31,58.2,37.23,24.17,299.7,74.0,0.11569343,24.17,74.0
923,240,75,115,7828.77,9.469,17,31,57.8,37.23,24.23,299.6,73.97,0.116058394,24.23,73.97
924,240,76,113,7836.87,9.227,17,30,57.9,37.23,24.3,299.4,73.94,0.11642336,24.3,73.94
925,240,75,112,7845.56,8.903,17,31,58.0,37.23,24.37,299.3,73.91,0.11678832,24.37,73.91
926,239,75,112,7855.67,9.128,17,30,57.7,37.23,24.43,299.0,73.74,0.11715329,24.43,73.74
927,240,75,113,7866.02,9.416,17,31,57.9,37.23,24.5,298.7,73.44,0.117518246,24.5,73.44
