time,watts,cadence,heartrate,distance,velocity_smooth,temp,torque,smo2,core_temperature,respiration,tidal_volume,tidal_volume_min,PercentageinZ2,TymeBreathRate,TymeVentilation
0,0,,84,,,,,65.9,,,98.08,7.768,0.0,,7.768
1,0,0,84,,,22,0,64.0,37.04,12.41,101.8,8.567,0.0,12.41,8.567
2,0,0,83,,,22,0,65.3,37.04,12.71,105.4,9.332,0.0,12.71,9.332
3,0,0,82,,,22,0,65.1,37.04,12.93,108.0,9.904,0.0,12.93,9.904
4,0,0,82,0.0,0.0,22,0,65.0,37.04,13.16,110.7,10.47,0.0,13.16,10.47
5,0,0,81,0.0,0.0,22,0,65.4,37.04,13.38,113.3,11.05,0.0,13.38,11.05
6,0,0,81,4.83,0.81,22,0,65.1,37.04,13.68,116.9,11.81,0.0,13.68,11.81
7,0,0,82,13.54,6.165,22,0,64.5,37.04,14.0,120.7,12.62,0.0,14.0,12.62
8,180,47,82,21.25,8.28,22,37,65.7,37.04,14.32,124.5,13.43,0.0,14.32,13.43
9,180,64,83,30.09,8.28,22,27,65.9,37.04,14.64,128.3,14.25,0.0,14.64,14.25
10,180,64,84,40.14,8.28,22,27,65.7,37.04,14.96,132.0,15.05,0.0,14.96,15.05
11,180,65,85,47.68,8.28,22,26,65.7,37.04,15.15,134.3,15.55,0.0,15.15,15.55
12,179,64,85,56.71,8.28,22,27,65.4,37.04,15.35,136.6,16.05,0.0,15.35,16.05
13,179,64,85,64.71,8.28,22,27,65.9,37.04,15.55,139.0,16.55,0.0,15.55,16.55
14,180,64,85,70.27,8.28,22,27,65.8,37.04,15.75,141.3,17.06,0.0,15.75,17.06
15,180,64,86,79.89,8.28,22,27,65.9,37.04,15.97,143.9,17.62,0.0,15.97,17.62
16,180,64,88,90.79,8.28,22,27,65.9,37.04,16.19,146.5,18.17,0.0,16.19,18.17
17,181,65,89,97.54,8.28,22,27,64.4,37.04,16.41,149.1,18.73,0.0,16.41,18.73
18,180,65,87,107.13,8.28,22,26,66.2,37.04,16.68,152.3,19.42,0.0,16.68,19.42
19,180,65,87,114.51,8.28,22,26,65.2,37.04,16.96,155.7,20.13,0.0,16.96,20.13
20,180,65,85,123.18,8.28,22,26,62.8,37.04,17.22,159.2,20.89,0.0,17.22,20.89
21,181,65,85,130.47,8.28,22,27,62.2,37.04,17.29,164.0,21.92,0.0,17.29,21.92
22,181,65,85,140.29,8.28,22,27,60.1,37.04,17.36,168.6,22.92,0.0,17.36,22.92
23,180,66,86,147.66,8.28,22,26,58.8,37.04,17.45,172.7,23.79,0.0,17.45,23.79
24,180,66,87,155.49,8.28,22,26,56.9,37.04,17.54,176.7,24.66,0.0,17.54,24.66
25,179,65,87,163.76,8.28,22,26,56.4,37.04,17.59,180.3,25.42,0.0,17.59,25.42
26,179,65,88,172.05,8.28,22,26,54.4,37.04,17.64,183.8,26.18,0.0,17.64,26.18
27,179,64,90,179.74,8.28,22,27,54.2,37.04,17.67,186.2,26.69,0.0,17.67,26.69
28,180,64,91,189.97,8.28,22,27,52.8,37.04,17.69,187.6,26.98,0.0,17.69,26.98
29,180,64,92,196.91,8.28,22,27,52.5,37.04,17.7,188.9,27.28,0.0,17.7,27.28
30,181,64,92,204.34,8.28,22,27,51.7,37.04,17.72,190.3,27.57,0.0,17.72,27.57
31,181,65,93,214.81,8.28,22,27,51.7,37.04,17.74,191.7,27.86,0.0,17.74,27.86
32,181,66,94,222.19,8.28,22,26,52.3,37.04,17.76,193.0,28.16,0.0,17.76,28.16
33,181,66,95,231.61,8.28,22,26,52.5,37.04,17.77,194.4,28.45,0.0,17.77,28.45
34,180,67,94,238.71,8.28,22,26,52.0,37.04,17.71,196.3,28.86,0.0,17.71,28.86
35,180,67,92,246.56,8.28,22,26,53.1,37.04,17.65,198.2,29.28,0.0,17.65,29.28
36,180,67,91,256.46,8.28,22,26,52.7,37.04,17.59,200.2,29.69,0.0,17.59,29.69
37,180,67,92,263.56,8.28,22,26,52.7,37.04,17.53,202.1,30.1,0.0,17.53,30.1
38,179,67,94,272.27,8.28,22,26,51.6,37.04,17.41,204.7,30.66,0.0,17.41,30.66
39,181,68,96,279.51,8.28,22,25,52.0,37.04,17.19,208.4,31.46,0.0,17.19,31.46
40,181,69,97,287.75,8.28,22,25,52.0,37.04,16.97,212.1,32.26,0.0,16.97,32.26
41,180,68,98,297.81,8.28,21,25,52.1,37.04,16.79,215.6,33.01,0.0,16.79,33.01
42,180,68,98,304.54,8.28,21,25,52.2,37.04,16.61,219.1,33.76,0.0,16.61,33.76
43,180,68,99,312.61,8.28,21,25,52.5,37.04,16.47,222.1,34.52,0.0,16.47,34.52
44,181,68,100,322.7,8.28,21,25,52.7,37.04,16.4,224.3,35.29,0.0,16.4,35.29
45,180,68,100,329.83,8.28,21,25,53.1,37.04,16.33,226.5,36.07,0.0,16.33,36.07
46,180,67,100,337.06,8.28,21,26,52.6,37.04,16.26,228.8,36.84,0.0,16.26,36.84
47,180,67,101,346.51,8.28,21,26,52.8,37.05,16.19,231.0,37.61,0.0,16.19,37.61
48,180,68,102,353.66,8.28,21,25,52.2,37.05,16.12,233.2,38.38,0.0,16.12,38.38
49,180,68,102,363.52,8.28,21,25,52.1,37.05,16.04,235.4,39.15,0.0,16.04,39.15
50,180,69,102,370.79,8.28,21,25,52.6,37.05,15.93,236.3,39.32,0.0,15.93,39.32
51,180,69,100,378.85,8.28,21,25,52.6,37.05,15.81,237.0,39.45,0.0,15.81,39.45
52,180,69,100,387.33,8.28,21,25,52.2,37.05,15.69,237.8,39.58,0.0,15.69,39.58
53,180,69,100,397.22,8.28,21,25,52.7,37.05,15.57,238.6,39.71,0.0,15.57,39.71
54,180,69,102,404.35,8.28,21,25,52.6,37.05,15.48,239.1,39.84,0.0,15.48,39.84
55,179,68,102,413.78,8.28,21,25,52.8,37.05,15.39,239.6,39.98,0.0,15.39,39.98
56,180,68,103,420.47,8.28,21,25,53.3,37.05,15.3,240.1,40.12,0.0,15.3,40.12
57,180,67,104,427.89,8.28,21,26,54.2,37.05,15.21,240.5,40.25,0.0,15.21,40.25
58,180,67,104,438.37,8.28,21,26,53.8,37.05,15.11,241.0,40.39,0.0,15.11,40.39
59,180,68,104,445.75,8.28,21,25,54.6,37.05,14.98,243.0,40.68,0.0,14.98,40.68
60,180,68,102,452.98,8.28,21,25,54.9,37.05,14.78,247.0,41.17,0.0,14.78,41.17
61,179,68,101,459.61,8.28,21,25,54.8,37.05,14.58,251.0,41.67,0.0,14.58,41.67
62,179,67,100,469.41,8.28,21,26,54.5,37.05,14.45,253.7,42.04,0.0,14.45,42.04
63,179,66,100,480.0,8.28,21,26,54.4,37.05,14.37,255.5,42.31,0.0,14.37,42.31
64,180,66,100,487.15,8.28,21,26,55.3,37.05,14.29,257.2,42.58,0.0,14.29,42.58
65,180,66,100,493.9,8.28,21,26,54.8,37.05,14.22,259.0,42.85,0.0,14.22,42.85
66,181,67,100,503.44,8.28,21,26,54.9,37.05,14.14,260.7,43.11,0.0,14.14,43.11
67,180,68,101,511.36,8.28,21,25,55.2,37.05,14.06,262.5,43.38,0.0,14.06,43.38
68,180,67,101,521.17,8.28,21,26,55.8,37.05,13.99,264.0,43.61,0.0,13.99,43.61
69,179,67,101,528.1,8.28,21,26,55.9,37.05,13.94,265.1,43.79,0.0,13.94,43.79
70,179,67,99,535.55,8.28,21,26,56.0,37.05,13.89,266.2,43.98,0.0,13.89,43.98
71,180,67,98,545.23,8.28,21,26,55.0,37.05,13.84,267.3,44.16,0.0,13.84,44.16
72,181,68,97,552.77,8.28,21,25,55.5,37.05,13.78,268.4,44.34,0.0,13.78,44.34
73,180,68,99,561.02,8.28,21,25,53.7,37.05,13.75,269.4,44.53,0.0,13.75,44.53
74,180,67,100,569.76,8.28,21,26,54.7,37.05,13.78,269.8,44.74,0.0,13.78,44.74
75,179,67,100,577.39,8.28,21,26,54.7,37.05,13.82,270.2,44.95,0.0,13.82,44.95
76,179,66,100,586.62,8.28,21,26,55.0,37.05,13.86,270.6,45.16,0.0,13.86,45.16
77,180,66,99,594.64,8.28,21,26,55.5,37.05,13.91,271.0,45.4,0.0,13.91,45.4
78,180,67,100,602.61,8.28,21,26,56.0,37.05,14.0,271.5,45.73,0.0,14.0,45.73
79,180,67,99,612.5,8.28,21,26,56.6,37.05,14.1,271.9,46.07,0.0,14.1,46.07
80,180,67,97,619.63,8.28,21,26,56.2,37.05,14.19,272.4,46.41,0.0,14.19,46.41
81,181,68,97,629.07,8.28,21,25,55.3,37.05,14.29,272.8,46.74,0.0,14.29,46.74
82,180,68,97,636.19,8.28,21,25,54.8,37.05,14.41,273.3,47.1,0.0,14.41,47.1
83,180,68,98,644.03,8.28,21,25,54.6,37.05,14.71,274.4,47.55,0.0,14.71,47.55
84,180,68,98,651.72,8.28,21,25,55.3,37.05,15.01,275.5,47.99,0.0,15.01,47.99
85,181,68,98,661.94,8.28,21,25,56.2,37.05,15.31,276.5,48.44,0.0,15.31,48.44
86,181,69,98,669.31,8.28,21,25,55.7,37.05,15.59,277.9,48.78,0.0,15.59,48.78
87,180,70,100,677.12,8.28,21,25,55.9,37.05,15.86,279.6,49.03,0.0,15.86,49.03
88,179,69,100,687.03,8.28,21,25,57.3,37.05,16.14,281.2,49.28,0.0,16.14,49.28
89,180,69,101,694.16,8.28,21,25,57.1,37.05,16.41,282.9,49.53,0.0,16.41,49.53
90,180,69,102,701.98,8.28,21,25,56.9,37.05,16.76,285.5,49.72,0.0,16.76,49.72
91,180,69,102,711.15,8.28,21,25,57.2,37.05,17.13,288.3,49.89,0.0,17.13,49.89
92,180,69,101,718.81,8.28,21,25,56.3,37.05,17.5,291.2,50.05,0.0,17.5,50.05
93,179,69,99,726.81,8.28,21,25,55.4,37.05,17.74,289.0,50.16,0.0,17.74,50.16
94,180,69,99,736.71,8.28,21,25,54.5,37.05,17.94,284.5,50.25,0.0,17.94,50.25
95,180,69,99,745.45,8.28,21,25,53.8,37.05,18.14,280.1,50.34,0.0,18.14,50.34
96,181,69,99,752.12,8.28,21,25,53.5,37.05,18.31,277.5,50.52,0.0,18.31,50.52
97,180,70,100,759.94,8.28,21,25,53.8,37.05,18.43,278.0,50.84,0.0,18.43,50.84
98,179,69,101,769.84,8.28,21,25,54.6,37.05,18.55,278.6,51.16,0.0,18.55,51.16
99,180,69,102,777.98,8.28,21,25,54.6,37.05,18.69,282.0,51.86,0.0,18.69,51.86
100,181,70,102,785.08,8.28,21,25,55.1,37.05,18.86,288.8,52.99,0.0,18.86,52.99
101,182,71,102,793.06,8.28,21,24,55.9,37.05,19.0,293.5,53.65,0.0,19.0,53.65
102,180,71,102,802.23,8.28,21,24,56.4,37.05,19.14,297.6,54.21,0.0,19.14,54.21
103,179,70,102,809.93,8.28,21,24,57.0,37.05,19.28,301.0,54.69,0.0,19.28,54.69
104,179,70,101,817.91,8.28,21,24,57.4,37.05,19.4,299.4,54.61,0.0,19.4,54.61
105,179,70,99,826.17,8.28,21,24,57.1,37.05,19.52,297.8,54.52,0.0,19.52,54.52
106,180,70,99,836.07,8.28,21,25,58.2,37.05,19.64,296.1,54.44,0.0,19.64,54.44
107,180,70,99,843.18,8.28,21,25,56.5,37.05,19.81,295.5,54.51,0.0,19.81,54.51
108,180,70,99,850.43,8.28,21,25,55.2,37.05,20.02,295.6,54.7,0.0,20.02,54.7
109,180,71,100,858.47,8.28,21,24,55.0,37.05,20.23,295.8,54.9,0.0,20.23,54.9
110,181,72,101,866.76,8.28,21,24,55.4,37.05,20.44,295.9,55.1,0.0,20.44,55.1
111,181,72,103,877.2,8.28,21,24,55.5,37.05,20.7,295.3,55.24,0.0,20.7,55.24
112,180,72,104,884.49,8.28,21,24,55.9,37.05,21.06,292.9,55.27,0.0,21.06,55.27
113,180,72,105,892.38,8.28,21,24,56.6,37.05,21.42,290.4,55.29,0.0,21.42,55.29
114,180,71,106,900.7,8.28,21,24,58.5,37.05,21.65,290.4,55.51,0.0,21.65,55.51
115,180,71,107,910.58,8.28,21,24,58.9,37.05,21.84,291.2,55.77,0.0,21.84,55.77
116,179,70,106,917.71,8.28,21,24,59.8,37.05,22.02,291.9,56.04,0.0,22.02,56.04
117,179,70,106,925.53,8.28,21,24,58.8,37.05,22.21,292.7,56.31,0.0,22.21,56.31
118,180,70,107,933.81,8.28,21,25,57.6,37.05,22.38,292.4,56.44,0.0,22.38,56.44
119,180,70,107,943.72,8.28,21,25,57.0,37.05,22.53,289.7,56.25,0.0,22.53,56.25
120,180,70,106,950.84,8.28,21,25,56.0,37.05,22.68,287.0,56.06,0.0,22.68,56.06
121,180,70,106,958.65,8.28,21,25,55.3,37.05,22.83,284.3,55.87,0.0,22.83,55.87
122,179,69,107,968.39,8.28,21,25,55.4,37.05,22.9,284.8,56.12,0.0,22.9,56.12
123,180,69,107,974.52,8.28,21,25,55.3,37.05,22.94,285.9,56.47,0.0,22.94,56.47
124,180,70,106,982.73,8.28,21,25,55.9,37.05,22.99,287.1,56.82,0.0,22.99,56.82
125,180,70,104,993.39,8.28,21,25,56.4,37.05,23.01,288.4,57.16,0.0,23.01,57.16
126,180,70,104,1002.1,8.28,21,25,57.4,37.05,22.96,290.4,57.45,0.0,22.96,57.45
127,180,69,104,1008.77,8.28,21,25,57.9,37.05,22.8,290.8,57.6,0.0,22.8,57.6
128,180,69,105,1016.63,8.28,21,25,58.6,37.05,22.47,288.7,57.51,0.0,22.47,57.51
129,180,69,104,1025.79,8.28,21,25,59.6,37.05,22.1,287.1,57.54,0.0,22.1,57.54
130,180,70,104,1033.49,8.28,21,25,59.1,37.05,21.73,285.5,57.59,0.0,21.73,57.59
131,180,70,104,1040.39,8.28,21,25,59.5,37.05,21.47,285.0,57.6,0.0,21.47,57.6
132,180,70,104,1049.21,8.28,21,25,58.6,37.05,21.25,284.9,57.6,0.0,21.25,57.6
133,180,70,103,1059.54,8.28,21,25,58.0,37.05,21.03,284.7,57.6,0.0,21.03,57.6
134,180,70,103,1066.73,8.28,21,25,57.0,37.05,20.87,284.5,57.58,0.0,20.87,57.58
135,180,70,104,1074.55,8.28,21,25,57.7,37.05,20.74,284.3,57.55,0.0,20.74,57.55
136,180,69,104,1083.74,8.28,21,25,57.8,37.05,20.6,284.0,57.52,0.0,20.6,57.52
137,179,68,104,1091.46,8.28,21,25,57.3,37.05,20.47,283.8,57.48,0.0,20.47,57.48
138,179,68,104,1099.43,8.28,21,25,57.0,37.05,20.33,283.5,57.45,0.0,20.33,57.45
139,179,68,104,1108.6,8.28,21,25,57.3,37.05,20.2,283.3,57.53,0.0,20.2,57.53
140,180,68,103,1116.23,8.28,21,25,57.7,37.05,20.09,283.1,57.83,0.0,20.09,57.83
141,180,68,102,1125.86,8.28,21,25,57.1,37.05,20.06,281.4,57.81,0.0,20.06,57.81
142,180,68,102,1133.0,8.28,21,25,56.6,37.05,20.16,277.7,57.36,0.0,20.16,57.36
143,179,68,102,1140.83,8.28,21,25,56.1,37.05,20.27,273.9,56.91,0.0,20.27,56.91
144,179,67,102,1150.73,8.28,21,26,55.4,37.05,20.37,272.2,56.64,0.0,20.37,56.64
145,180,66,101,1157.85,8.28,21,26,54.5,37.05,20.49,272.2,56.54,0.0,20.49,56.54
146,180,67,101,1167.29,8.28,21,26,54.0,37.05,20.61,272.1,56.43,0.0,20.61,56.43
147,180,66,100,1174.41,8.28,21,26,53.4,37.05,20.71,272.0,56.28,0.0,20.71,56.28
148,180,66,101,1182.23,8.28,21,26,52.4,37.05,20.74,271.2,55.84,0.0,20.74,55.84
149,180,66,101,1191.4,8.28,21,26,52.3,37.05,20.77,270.3,55.41,0.0,20.77,55.41
150,181,67,99,1199.1,8.28,21,26,51.3,37.05,20.79,269.4,54.97,0.0,20.79,54.97
151,181,68,99,1207.07,8.28,21,25,50.6,37.05,20.82,268.6,54.53,0.0,20.82,54.53
152,180,69,100,1216.97,8.28,21,25,50.8,37.05,20.84,267.4,53.99,0.0,20.84,53.99
153,180,69,100,1225.7,8.28,21,25,50.6,37.05,20.82,264.9,52.87,0.0,20.82,52.87
154,181,70,100,1232.36,8.28,21,25,51.6,37.05,20.8,262.3,51.75,0.0,20.8,51.75
155,181,71,95,1240.19,8.28,21,24,51.2,37.05,20.71,262.5,51.5,0.0,20.71,51.5
156,180,71,94,1250.09,8.28,21,24,51.2,37.05,20.55,266.1,52.3,0.0,20.55,52.3
157,179,70,95,1258.83,8.28,21,24,51.4,37.05,20.39,269.7,53.11,0.0,20.39,53.11
158,180,70,97,1265.46,8.28,21,25,52.3,37.05,20.17,272.2,53.64,0.0,20.17,53.64
159,181,72,100,1273.3,8.28,21,24,54.3,37.05,19.84,272.2,53.56,0.0,19.84,53.56
160,181,73,101,1280.52,8.28,21,24,54.8,37.05,19.53,271.7,53.47,0.0,19.53,53.47
161,180,72,100,1290.94,8.28,21,24,54.9,37.05,19.33,269.2,53.31,0.0,19.33,53.31
162,179,72,100,1299.64,8.28,21,24,54.8,37.05,19.13,266.6,53.15,0.0,19.13,53.15
163,180,72,100,1306.74,8.28,21,24,56.3,37.05,18.93,264.0,52.98,0.0,18.93,52.98
164,181,72,100,1314.13,8.28,21,24,56.9,37.05,18.82,262.2,52.84,0.0,18.82,52.84
165,180,72,99,1322.8,8.28,21,24,57.6,37.05,18.71,260.5,52.7,0.0,18.71,52.7
166,180,72,99,1331.28,8.28,21,24,57.2,37.05,18.73,259.6,52.59,0.0,18.73,52.59
167,180,72,99,1341.18,8.28,21,24,57.1,37.05,18.79,258.9,52.49,0.0,18.79,52.49
168,181,73,99,1349.91,8.28,21,24,57.5,37.05,18.86,258.3,52.39,0.0,18.86,52.39
169,181,74,101,1358.19,8.28,21,23,57.9,37.05,18.93,257.7,52.29,0.0,18.93,52.29
170,180,74,103,1364.85,8.28,21,23,57.4,37.05,19.02,258.1,52.23,0.0,19.02,52.23
171,180,74,104,1372.68,8.28,21,23,56.3,37.05,19.13,259.7,52.23,0.0,19.13,52.23
172,179,73,104,1380.96,8.28,20,23,56.1,37.05,19.25,261.3,52.23,0.0,19.25,52.23
173,180,73,102,1389.24,8.28,20,24,56.0,37.05,19.37,262.9,52.23,0.0,19.37,52.23
174,180,73,100,1397.52,8.28,20,24,56.5,37.05,19.5,264.2,52.16,0.0,19.5,52.16
175,180,74,100,1407.43,8.28,20,23,56.7,37.05,19.71,264.3,51.72,0.0,19.71,51.72
176,180,73,98,1416.16,8.28,20,24,56.7,37.05,19.92,264.4,51.27,0.0,19.92,51.27
177,179,73,96,1422.81,8.28,20,23,56.2,37.05,20.14,264.5,50.83,0.0,20.14,50.83
178,180,73,94,1430.64,8.28,20,24,56.3,37.05,20.45,266.2,50.4,0.0,20.45,50.4
179,180,73,95,1438.92,8.28,20,24,56.4,37.05,20.75,267.8,49.97,0.0,20.75,49.97
180,180,73,95,1447.2,8.28,20,24,56.0,37.05,20.84,267.2,49.82,0.0,20.84,49.82
181,180,72,95,1457.1,8.28,20,24,56.6,37.05,20.92,266.6,49.67,0.0,20.92,49.67
182,180,72,96,1465.83,8.28,20,24,57.6,37.05,21.0,265.9,49.52,0.0,21.0,49.52
183,180,72,98,1474.12,8.28,20,24,57.1,37.05,21.08,265.3,49.37,0.0,21.08,49.37
184,181,73,99,1480.77,8.28,20,24,58.0,37.05,21.16,265.5,49.55,0.0,21.16,49.55
185,181,74,100,1488.6,8.28,20,23,57.8,37.05,21.25,266.0,49.84,0.0,21.25,49.84
186,180,74,98,1496.29,8.28,20,23,58.4,37.05,21.32,266.4,50.08,0.0,21.32,50.08
187,179,73,96,1504.97,8.28,20,23,59.1,37.05,21.36,266.6,50.22,0.0,21.36,50.22
188,179,72,95,1515.07,8.28,20,24,58.7,37.05,21.36,266.7,50.29,0.0,21.36,50.29
189,180,72,94,1523.8,8.28,20,24,59.0,37.05,21.3,266.6,50.28,0.0,21.3,50.28
190,180,72,94,1531.48,8.28,20,24,58.9,37.05,21.25,266.5,50.25,0.0,21.25,50.25
191,180,73,94,1538.59,8.28,20,24,58.3,37.05,21.17,265.5,50.08,0.0,21.17,50.08
192,180,74,94,1546.57,8.28,20,23,58.3,37.05,21.1,264.5,49.92,0.0,21.1,49.92
193,181,75,95,1554.26,8.28,20,23,58.5,37.05,21.06,262.2,49.56,0.0,21.06,49.56
194,180,75,95,1562.93,8.28,20,23,57.5,37.05,21.03,259.7,49.18,0.0,21.03,49.18
195,179,74,95,1573.03,8.28,20,23,57.5,37.05,21.0,257.2,48.8,0.0,21.0,48.8
196,179,73,94,1581.76,8.28,20,23,57.5,37.05,20.98,255.3,48.69,0.0,20.98,48.69
197,180,73,94,1590.04,8.28,20,24,58.2,37.05,20.96,253.8,48.78,0.0,20.96,48.78
198,180,73,95,1596.69,8.28,20,24,58.4,37.05,20.94,253.7,49.0,0.0,20.94,49.0
199,180,72,96,1604.53,8.28,20,24,58.5,37.05,20.91,255.6,49.4,0.0,20.91,49.4
200,180,72,98,1612.8,8.28,20,24,58.6,37.05,20.88,257.6,49.81,0.0,20.88,49.81
201,181,73,99,1620.49,8.28,20,24,58.2,37.05,20.85,259.6,50.22,0.0,20.85,50.22
202,181,74,99,1630.74,8.28,20,23,57.7,37.05,20.85,260.3,50.2,0.0,20.85,50.2
203,180,74,100,1639.71,8.28,20,23,56.7,37.05,20.86,260.5,50.01,0.0,20.86,50.01
204,180,74,98,1648.0,8.28,20,23,56.6,37.05,20.87,260.6,49.81,0.0,20.87,49.81
205,180,74,96,1654.65,8.28,20,23,56.0,37.05,20.82,259.2,49.26,0.0,20.82,49.26
206,180,73,96,1662.49,8.28,20,24,56.7,37.05,20.76,258.7,48.92,0.0,20.76,48.92
207,180,73,96,1670.18,8.28,20,24,57.6,37.05,20.71,260.5,49.13,0.0,20.71,49.13
208,180,73,95,1678.22,8.28,20,24,58.8,37.05,20.65,262.4,49.34,0.0,20.65,49.34
209,180,72,95,1688.71,8.28,20,24,59.5,37.05,20.59,264.2,49.55,0.0,20.59,49.55
210,180,72,95,1697.67,8.28,20,24,59.8,37.05,20.5,263.8,49.46,0.0,20.5,49.46
211,180,72,97,1704.34,8.28,20,24,59.9,37.05,20.39,262.0,49.18,0.0,20.39,49.18
212,180,72,96,1712.17,8.28,20,24,60.7,37.05,20.29,260.2,48.89,0.0,20.29,48.89
213,181,72,96,1720.45,8.28,20,24,60.4,37.05,20.18,258.6,48.66,0.0,20.18,48.66
214,181,73,96,1728.73,8.28,20,24,59.5,37.05,20.1,257.8,48.62,0.0,20.1,48.62
215,181,74,96,1737.01,8.28,20,23,59.2,37.05,20.02,257.0,48.58,0.0,20.02,48.58
216,180,74,96,1746.16,8.28,20,23,58.8,37.05,19.93,256.2,48.55,0.0,19.93,48.55
217,180,74,95,1755.44,8.28,20,23,58.1,37.05,19.85,255.4,48.51,0.0,19.85,48.51
218,180,74,97,1763.33,8.28,20,23,56.6,37.05,19.77,254.6,48.47,0.0,19.77,48.47
219,180,74,98,1770.43,8.28,20,23,57.0,37.05,19.59,256.1,48.69,0.0,19.59,48.69
220,180,73,98,1778.41,8.28,20,24,57.2,37.05,19.39,258.0,48.95,0.0,19.39,48.95
221,180,73,95,1786.69,8.28,20,24,56.5,37.05,19.2,259.8,49.2,0.0,19.2,49.2
222,180,74,94,1794.98,8.28,20,23,56.3,37.05,19.11,260.5,49.19,0.0,19.11,49.19
223,180,74,94,1804.88,8.28,20,23,56.8,37.05,19.02,261.1,49.18,0.0,19.02,49.18
224,180,74,94,1813.6,8.28,20,23,57.0,37.05,18.93,261.8,49.17,0.0,18.93,49.17
225,180,74,94,1821.3,8.28,20,23,57.0,37.05,18.85,261.3,49.03,0.0,18.85,49.03
226,180,74,95,1828.39,8.28,20,23,56.8,37.05,18.8,258.1,48.61,0.0,18.8,48.61
227,180,74,96,1836.37,8.28,20,23,57.5,37.06,18.75,255.0,48.19,0.0,18.75,48.19
228,180,73,96,1844.65,8.28,20,24,57.5,37.06,18.7,254.5,48.1,0.0,18.7,48.1
229,180,73,96,1852.93,8.28,20,24,57.8,37.06,18.66,256.3,48.27,0.0,18.66,48.27
230,180,73,96,1862.83,8.28,20,24,59.2,37.06,18.62,258.0,48.44,0.0,18.62,48.44
231,180,73,96,1871.57,8.28,20,24,59.8,37.06,18.58,259.7,48.61,0.0,18.58,48.61
232,180,73,95,1879.84,8.28,20,24,59.4,37.06,18.54,261.4,48.78,0.0,18.54,48.78
233,180,73,96,1886.5,8.28,20,24,58.9,37.06,18.46,261.8,48.5,0.0,18.46,48.5
234,180,73,96,1894.34,8.28,20,24,59.0,37.06,18.38,262.0,48.17,0.0,18.38,48.17
235,180,73,95,1902.62,8.28,20,24,58.4,37.06,18.32,263.8,48.16,0.0,18.32,48.16
236,180,72,94,1912.52,8.28,20,24,58.0,37.06,18.26,266.4,48.3,0.0,18.26,48.3
237,180,72,95,1921.25,8.28,20,24,57.2,37.06,18.21,269.0,48.44,0.0,18.21,48.44
238,180,73,95,1929.52,8.28,20,24,57.6,37.06,18.16,270.8,48.5,0.0,18.16,48.5
239,181,73,96,1936.18,8.28,20,24,58.0,37.06,18.12,272.4,48.53,0.0,18.12,48.53
240,180,74,96,1942.93,8.28,20,23,58.5,37.06,18.07,274.1,48.57,0.0,18.07,48.57
241,179,73,96,1951.85,8.28,20,23,59.1,37.06,18.02,275.7,48.6,0.0,18.02,48.6
242,179,73,98,1960.57,8.28,20,23,58.9,37.06,17.97,277.3,48.64,0.0,17.97,48.64
243,180,72,99,1970.49,8.28,20,24,59.8,37.06,17.91,278.3,48.65,0.0,17.91,48.65
244,180,72,98,1979.21,8.28,20,24,60.4,37.06,17.85,279.3,48.66,0.0,17.85,48.66
245,180,72,96,1985.43,8.28,20,24,60.1,37.06,17.79,280.0,48.81,0.0,17.79,48.81
246,180,72,94,1992.88,8.28,20,24,61.4,37.06,17.73,280.3,49.12,0.0,17.73,49.12
247,180,73,94,2001.78,8.28,20,24,60.6,37.06,17.7,280.2,49.17,0.0,17.7,49.17
248,180,73,94,2010.26,8.28,20,24,60.1,37.06,17.68,279.6,48.98,0.0,17.68,48.98
249,180,74,95,2018.54,8.28,20,23,60.3,37.06,17.67,279.1,48.78,0.0,17.67,48.78
250,180,74,96,2028.44,8.28,20,23,59.5,37.06,17.65,278.6,48.59,0.0,17.65,48.59
251,179,73,98,2037.17,8.28,20,23,58.4,37.06,17.65,278.5,48.48,0.0,17.65,48.48
252,180,73,98,2043.93,8.28,20,24,58.1,37.06,17.66,278.5,48.39,0.0,17.66,48.39
253,181,74,97,2051.52,8.28,20,23,58.0,37.06,17.67,278.4,48.29,0.0,17.67,48.29
254,181,75,97,2059.94,8.28,20,23,58.3,37.06,17.68,278.8,48.24,0.0,17.68,48.24
255,180,75,99,2067.63,8.28,20,23,58.4,37.06,17.7,279.6,48.26,0.0,17.7,48.26
256,180,75,99,2075.16,8.28,20,23,59.1,37.06,17.71,280.5,48.28,0.0,17.71,48.28
257,180,74,99,2084.34,8.28,20,23,59.9,37.06,17.73,281.4,48.3,0.0,17.73,48.3
258,180,74,99,2093.07,8.28,20,23,60.5,37.06,17.71,281.5,48.25,0.0,17.71,48.25
259,180,74,99,2102.98,8.28,20,23,61.3,37.06,17.69,281.4,48.2,0.0,17.69,48.2
260,180,74,100,2111.7,8.28,20,23,61.2,37.06,17.67,281.4,48.14,0.0,17.67,48.14
261,180,74,100,2119.98,8.28,20,23,59.9,37.06,17.65,281.3,48.09,0.0,17.65,48.09
262,179,73,100,2126.63,8.28,20,23,59.4,37.06,17.61,282.1,48.15,0.0,17.61,48.15
263,180,73,100,2134.47,8.28,20,24,59.4,37.06,17.56,283.4,48.28,0.0,17.56,48.28
264,180,73,97,2142.15,8.28,20,24,58.6,37.06,17.5,284.8,48.41,0.0,17.5,48.41
