time,watts,cadence,heartrate,distance,velocity_smooth,temp,torque,core_temperature
0,0,0,95,,,,,
1,201,66,96,0.0,8.28,25,29,37.16
2,200,65,96,4.32,8.28,25,29,37.16
3,199,64,97,9.7,8.28,25,30,37.16
4,200,64,98,17.71,8.28,25,30,37.16
5,200,63,98,25.93,8.28,25,30,37.16
6,202,63,98,34.76,8.526,25,31,37.16
7,203,64,98,42.84,8.471,25,30,37.16
8,201,64,98,51.35,7.673,25,30,37.16
9,197,64,97,58.21,6.051,25,29,37.17
10,185,64,97,63.53,5.226,25,28,37.17
11,167,65,97,69.73,5.852,25,25,37.17
12,151,66,97,75.93,6.895,25,22,37.17
13,153,67,98,83.31,7.675,25,22,37.17
14,173,68,99,90.42,8.12,25,24,37.17
15,192,68,100,98.94,8.28,25,27,37.17
16,199,66,101,106.98,8.28,25,29,37.17
17,200,65,101,115.52,8.28,25,29,37.17
18,201,65,102,125.87,8.28,25,30,37.17
19,201,65,102,133.89,8.28,25,30,37.17
20,201,65,102,142.46,8.28,25,30,37.17
21,201,64,103,150.46,8.28,25,30,37.17
22,201,64,104,158.99,8.28,25,30,37.17
23,201,64,103,167.03,8.28,25,30,37.17
24,201,64,103,175.58,8.28,25,30,37.17
25,201,64,103,183.57,8.28,25,30,37.17
26,201,64,103,189.77,8.28,25,30,37.17
27,200,64,104,198.32,8.28,25,30,37.17
28,200,63,106,206.34,8.28,25,30,37.17
29,201,63,106,214.34,8.391,25,30,37.17
30,203,64,106,223.24,8.654,25,30,37.17
31,205,66,107,232.47,8.58,25,30,37.17
32,203,69,107,240.92,8.28,25,28,37.17
33,201,71,104,248.1,8.28,25,27,37.17
34,200,71,103,257.88,8.28,25,27,37.17
35,200,70,102,267.55,8.28,25,27,37.17
36,201,69,101,274.67,8.28,25,28,37.17
37,201,69,100,283.23,8.28,25,28,37.17
38,201,69,99,292.4,8.28,25,28,37.17
39,201,68,100,299.51,8.28,25,28,37.17
40,201,69,100,306.9,8.28,25,28,37.17
41,202,69,101,316.32,8.28,25,28,37.17
42,201,69,103,324.35,8.28,25,28,37.17
43,200,69,103,332.91,8.28,25,28,37.17
44,200,68,104,340.92,8.28,24,28,37.17
45,200,67,105,348.28,8.28,24,29,37.17
46,201,66,106,357.74,8.28,24,29,37.17
47,200,66,106,365.76,8.28,24,29,37.17
48,201,66,106,374.32,8.28,24,29,37.17
49,201,66,107,382.32,8.28,24,29,37.17
50,201,65,107,390.88,8.28,24,30,37.17
51,201,66,107,398.88,8.28,24,29,37.17
52,202,66,108,406.27,8.28,24,29,37.17
53,203,67,109,415.72,8.28,24,29,37.17
54,203,69,109,424.9,8.28,24,28,37.17
55,202,70,107,431.99,8.28,24,28,37.17
56,200,70,108,440.54,8.28,24,27,37.17
57,200,69,108,448.24,8.28,24,28,37.17
58,200,68,108,455.54,8.28,24,28,37.17
59,201,68,109,465.4,8.28,24,28,37.17
60,201,69,109,473.41,8.28,24,28,37.17
61,201,69,109,480.79,8.28,24,28,37.17
62,200,69,110,490.24,8.28,24,28,37.17
63,200,68,110,498.25,8.28,24,28,37.17
64,201,68,110,505.63,8.28,24,28,37.17
65,201,67,110,514.52,8.28,24,29,37.17
66,201,67,109,522.77,8.28,24,29,37.17
67,201,67,109,531.64,8.28,24,29,37.17
68,201,67,109,539.65,8.28,24,29,37.17
69,201,68,109,547.03,8.28,24,28,37.18
70,200,67,109,557.13,8.28,24,29,37.18
71,201,67,109,564.73,8.28,24,29,37.18
72,201,67,109,573.05,8.28,24,29,37.18
73,201,67,110,581.05,8.28,24,29,37.18
74,202,67,110,588.0,8.28,24,29,37.18
75,202,68,110,596.85,8.33,24,28,37.18
76,202,69,110,605.99,8.325,24,28,37.18
77,201,68,111,613.59,8.28,24,28,37.18
78,200,68,111,622.71,8.28,24,28,37.18
79,201,68,112,630.72,8.28,24,28,37.18
80,201,68,112,638.1,8.28,24,28,37.18
81,201,68,112,647.01,8.28,24,28,37.18
82,201,68,112,655.26,8.28,24,28,37.18
83,200,68,112,664.12,8.28,24,28,37.18
84,200,67,112,672.86,8.28,24,29,37.18
85,201,67,112,680.49,8.28,24,29,37.18
86,201,67,112,689.36,8.28,24,29,37.18
87,201,68,111,696.96,8.28,24,28,37.18
88,202,68,111,704.87,8.28,24,28,37.18
89,202,68,111,714.14,8.28,23,28,37.18
90,201,68,111,721.77,8.28,23,28,37.18
91,200,68,111,729.17,8.28,23,28,37.18
92,199,67,112,738.61,8.28,23,28,37.18
93,200,67,113,746.63,8.28,23,29,37.18
94,201,67,113,755.17,8.28,23,29,37.18
95,201,67,113,763.89,8.28,23,29,37.18
96,201,68,113,771.14,8.28,23,28,37.18
97,201,68,113,780.02,8.28,23,28,37.18
98,201,68,113,787.71,8.28,23,28,37.18
99,201,68,113,795.0,8.28,23,28,37.18
100,201,69,113,804.87,8.28,23,28,37.18
101,201,69,113,813.63,8.28,23,28,37.18
102,201,69,113,820.55,8.28,23,28,37.18
103,201,69,113,828.69,8.28,23,28,37.18
104,201,69,113,838.06,8.28,23,28,37.18
105,201,69,113,845.36,8.28,23,28,37.18
106,201,69,113,852.54,8.28,23,28,37.18
107,201,69,113,861.8,8.28,23,28,37.18
108,201,70,114,870.23,8.28,23,27,37.18
109,201,70,114,877.4,8.28,23,27,37.18
110,201,70,114,886.63,8.28,23,27,37.18
111,201,69,115,895.37,8.28,23,28,37.18
112,201,69,116,903.06,8.28,23,28,37.18
113,201,68,116,912.51,8.28,23,28,37.18
114,202,69,116,920.51,8.28,23,28,37.18
115,201,70,115,927.86,8.28,23,27,37.18
116,200,70,114,937.33,8.28,23,27,37.18
117,200,69,114,945.04,8.28,23,28,37.18
118,200,68,113,953.38,8.28,23,28,37.18
119,200,67,113,963.07,8.28,23,29,37.18
120,202,67,113,970.59,8.28,23,29,37.18
121,202,68,113,977.92,8.28,23,28,37.18
122,202,69,114,987.03,8.28,23,28,37.18
123,202,70,114,996.74,8.28,23,28,37.18
124,201,72,114,1003.56,8.28,23,27,37.18
125,200,72,114,1010.66,8.28,23,27,37.18
126,200,71,114,1020.11,8.28,23,27,37.18
127,201,71,114,1029.33,8.28,23,27,37.18
128,201,71,115,1036.13,8.28,23,27,37.18
129,201,71,114,1043.4,8.28,23,27,37.19
130,201,71,113,1053.92,8.28,23,27,37.19
131,201,70,115,1062.78,8.28,23,27,37.19
132,200,70,115,1069.57,8.28,23,27,37.19
133,201,70,115,1077.47,8.28,23,27,37.19
134,201,70,115,1086.81,8.28,23,27,37.19
135,201,70,115,1094.39,8.28,23,27,37.19
136,201,69,113,1102.3,8.28,23,28,37.19
137,201,70,113,1111.66,8.28,23,27,37.19
