time,watts,cadence,heartrate,distance,velocity_smooth,temp,torque,smo2,core_temperature,tidal_volume,tidal_volume_min,PercentageinZ2,TymeBreathRate,TymeVentilation
0,216,70,107,0.0,8.839,,29,78.5,38.02,96.73,30.79,1.7537706E-4,41.06,30.79
1,216,69,108,5.5,8.837,,30,77.8,38.02,100.8,32.19,3.5075413E-4,40.6,32.19
2,216,69,109,12.37,8.837,,30,76.5,38.02,105.3,33.74,5.261312E-4,40.08,33.74
3,216,69,109,20.64,8.837,18,30,75.5,38.02,109.9,35.31,7.0150825E-4,39.56,35.31
4,215,69,110,29.94,8.838,18,30,74.4,38.02,114.3,36.82,8.768853E-4,39.07,36.82
5,215,68,111,38.26,8.836,18,30,72.8,38.02,118.3,38.19,0.0010522624,38.61,38.19
6,216,67,111,46.51,8.836,18,31,71.4,38.01,122.1,39.49,0.0012276394,38.18,39.49
7,217,68,111,56.86,8.839,18,30,69.4,38.01,125.0,40.51,0.0014030165,37.85,40.51
8,217,68,111,65.16,8.836,18,30,68.0,38.01,127.8,41.48,0.0015783935,37.52,41.48
9,216,68,111,72.96,8.836,18,30,65.2,38.01,131.7,42.82,0.0017537706,37.08,42.82
10,215,68,112,83.19,8.839,18,30,63.9,38.01,137.0,44.63,0.0019291476,36.48,44.63
11,216,67,112,93.1,8.838,18,31,61.2,38.01,141.2,46.08,0.0021045248,36.0,46.08
12,217,68,112,100.08,8.835,18,30,58.7,38.01,145.7,47.6,0.0022799019,35.41,47.6
13,217,70,112,108.03,8.836,18,30,56.3,38.01,150.3,49.2,0.0024552788,34.7,49.2
14,217,70,112,118.96,8.839,18,30,54.5,38.01,154.6,50.68,0.002630656,34.17,50.68
15,217,71,113,128.29,8.838,18,29,54.2,38.01,158.8,52.11,0.002806033,33.71,52.11
16,217,72,113,137.58,8.838,18,29,53.7,38.01,162.7,53.46,0.0029814101,33.36,53.46
17,216,72,113,145.89,8.836,18,29,53.1,38.01,165.4,54.38,0.003156787,33.14,54.38
18,215,72,113,152.75,8.835,18,29,53.2,38.01,167.2,54.99,0.0033321641,33.02,54.99
19,216,71,114,161.83,8.838,18,29,52.1,38.01,168.9,55.6,0.0035075413,32.89,55.6
20,216,71,114,172.79,8.839,18,29,50.5,38.01,170.7,56.21,0.0036829184,32.76,56.21
21,216,71,115,181.09,8.836,18,29,50.7,38.01,174.6,57.55,0.0038582953,32.41,57.55
22,216,70,116,188.33,8.835,18,29,51.2,38.01,179.7,59.31,0.0040336726,31.99,59.31
23,217,71,117,197.63,8.838,18,29,49.3,38.01,185.0,61.13,0.0042090495,31.65,61.13
24,216,71,117,206.94,8.838,18,29,49.3,38.01,189.4,62.65,0.0043844264,31.38,62.65
25,215,70,118,215.22,8.837,18,29,48.3,38.01,192.8,63.62,0.0045598038,31.13,63.62
26,215,69,118,223.15,8.837,18,30,47.6,38.01,194.3,63.66,0.0047351806,30.92,63.66
27,215,69,118,231.79,8.837,18,30,48.6,38.01,195.8,63.74,0.0049105575,30.7,63.74
28,216,69,118,242.6,8.839,18,30,49.6,38.01,197.7,64.56,0.005085935,30.42,64.56
29,216,69,119,251.47,8.836,18,30,50.0,38.01,199.4,65.3,0.005261312,30.14,65.3
30,216,69,119,259.73,8.836,18,30,49.5,38.01,199.7,65.56,0.0054366887,29.76,65.56
31,216,69,119,269.06,8.838,18,30,48.4,38.01,200.7,66.05,0.005612066,29.52,66.05
32,217,70,120,278.36,8.838,18,30,48.8,38.0,202.4,66.73,0.005787443,29.36,66.73
33,217,71,121,286.64,8.836,18,29,49.2,38.0,204.0,67.4,0.0059628203,29.21,67.4
34,216,71,121,293.49,8.835,18,29,49.2,38.0,207.8,67.81,0.006138197,29.02,67.81
35,215,70,121,302.61,8.838,18,29,48.6,38.0,211.6,68.22,0.006313574,28.83,68.22
36,216,70,122,313.55,8.839,18,29,48.7,37.99,213.2,68.38,0.0064889514,28.81,68.38
37,216,70,123,322.86,8.838,18,29,48.4,37.99,213.8,68.44,0.0066643283,28.86,68.44
38,217,70,123,330.12,8.835,18,30,49.3,37.99,216.4,69.39,0.006839705,29.28,69.39
39,217,71,123,338.4,8.836,18,29,49.5,37.99,219.9,70.68,0.0070150825,29.88,70.68
40,216,72,124,347.71,8.838,18,29,49.8,37.99,223.3,71.31,0.0071904594,30.32,71.31
41,215,72,124,357.01,8.838,18,29,49.1,37.99,226.5,71.9,0.0073658368,30.74,71.9
42,215,71,124,365.33,8.836,18,29,47.9,37.98,227.4,71.93,0.0075412137,30.97,71.93
43,215,70,124,373.59,8.836,18,29,47.6,37.98,228.3,71.95,0.0077165905,31.21,71.95
44,216,70,125,383.94,8.839,19,29,48.2,37.98,229.2,71.98,0.007891968,31.44,71.98
45,216,69,125,393.26,8.838,19,30,49.0,37.98,230.4,72.13,0.008067345,31.74,72.13
46,216,69,125,400.51,8.835,19,30,50.1,37.98,232.4,72.55,0.008242722,32.18,72.55
47,216,69,125,408.31,8.836,19,30,50.5,37.98,233.5,72.95,0.008418099,32.57,72.95
48,216,69,126,418.54,8.839,19,30,50.3,37.98,233.5,73.27,0.008593476,32.88,73.27
49,217,70,126,428.45,8.838,19,30,50.5,37.98,232.3,73.31,0.008768853,33.06,73.31
50,217,71,126,437.3,8.838,19,29,50.8,37.98,232.6,73.76,0.00894423,33.28,73.76
51,216,71,126,445.71,8.836,19,29,50.7,37.98,236.7,75.25,0.0091196075,33.58,75.25
52,215,71,126,454.31,8.836,19,29,50.0,37.98,240.1,76.29,0.009294984,33.9,76.29
53,215,70,126,463.63,8.838,19,29,48.9,37.98,241.5,76.27,0.009470361,34.02,76.27
54,216,70,127,472.92,8.838,19,29,48.6,37.98,242.7,76.11,0.009645739,34.11,76.11
55,216,70,127,481.23,8.836,19,29,49.1,37.98,244.2,76.38,0.009821115,34.12,76.38
56,217,71,127,488.49,8.835,19,29,48.9,37.98,245.7,76.84,0.009996492,34.09,76.84
57,217,72,128,497.79,8.838,19,29,48.9,37.98,246.6,77.28,0.01017187,33.92,77.28
58,216,72,128,506.74,8.838,19,29,47.9,37.98,247.4,77.57,0.010347246,33.72,77.57
59,215,72,128,515.84,8.838,19,29,48.2,37.98,248.9,77.29,0.010522624,33.64,77.29
60,216,72,129,525.75,8.838,19,29,47.0,37.98,249.4,77.05,0.010698001,33.65,77.05
61,216,72,129,533.0,8.835,19,29,47.8,37.98,249.9,76.97,0.010873377,33.68,76.97
62,215,71,128,541.26,8.836,19,29,49.2,37.98,250.4,77.17,0.011048755,33.67,77.17
63,216,72,129,550.56,8.838,19,29,49.2,37.98,251.0,77.37,0.011224132,33.66,77.37
64,217,72,129,559.86,8.838,19,29,49.3,37.98,251.5,77.57,0.011399509,33.65,77.57
65,216,72,130,569.2,8.838,19,29,48.3,37.97,252.3,77.84,0.011574886,33.63,77.84
66,216,72,130,578.5,8.838,19,29,48.6,37.97,253.8,78.38,0.011750263,33.6,78.38
67,216,72,130,586.82,8.836,19,29,48.0,37.97,254.0,78.54,0.0119256405,33.39,78.54
68,216,71,131,595.09,8.836,19,29,47.1,37.97,253.6,78.51,0.012101017,33.09,78.51
69,215,71,131,604.42,8.838,19,29,47.5,37.97,254.3,78.98,0.012276394,32.81,78.98
70,215,71,130,613.72,8.838,19,29,48.7,37.97,255.2,79.54,0.012451772,32.54,79.54
71,216,70,130,622.01,8.836,19,29,50.5,37.97,256.5,80.25,0.012627148,32.27,80.25
72,216,70,130,630.28,8.836,19,29,52.2,37.97,259.1,81.55,0.012802525,32.02,81.55
73,216,70,130,639.6,8.838,19,29,52.9,37.97,261.7,82.84,0.012977903,31.77,82.84
74,216,70,130,648.88,8.838,19,29,51.9,37.97,267.6,83.69,0.013153279,31.4,83.69
75,217,71,130,657.19,8.836,19,29,50.9,37.97,274.2,84.11,0.013328657,30.94,84.11
76,216,71,130,665.47,8.836,19,29,51.0,37.97,273.0,83.02,0.013504034,30.43,83.02
77,215,70,129,674.79,8.838,19,29,49.2,37.97,271.8,82.24,0.01367941,30.01,82.24
78,215,70,129,684.1,8.838,19,29,50.3,37.97,270.6,81.69,0.013854788,29.66,81.69
79,216,69,129,692.4,8.836,19,30,50.7,37.97,269.2,80.45,0.014030165,29.34,80.45
80,216,69,128,700.17,8.836,19,30,50.1,37.97,267.7,78.65,0.014205541,29.06,78.65
81,216,69,128,710.36,8.839,19,30,50.8,37.97,267.0,77.57,0.014380919,28.88,77.57
82,216,69,128,720.31,8.838,19,30,51.8,37.97,266.6,76.78,0.014556296,28.75,76.78
83,217,69,127,727.56,8.835,19,30,51.8,37.97,266.3,76.03,0.0147316735,28.61,76.03
84,217,70,127,735.8,8.836,19,30,52.8,37.97,266.9,75.63,0.01490705,28.46,75.63
85,217,71,127,746.17,8.839,19,29,52.6,37.97,267.6,75.24,0.015082427,28.31,75.24
86,216,71,127,755.5,8.838,19,29,51.7,37.97,267.1,74.96,0.015257805,28.35,74.96
87,216,70,127,762.77,8.835,19,29,51.3,37.97,266.1,74.75,0.015433181,28.49,74.75
88,215,69,127,771.04,8.836,19,30,51.5,37.96,266.6,75.03,0.015608558,28.79,75.03
89,215,69,126,781.36,8.839,19,30,51.3,37.96,267.9,75.64,0.015783936,29.2,75.64
90,216,69,126,790.67,8.838,19,30,52.2,37.96,269.5,76.0,0.015959313,29.36,76.0
91,216,69,125,798.59,8.837,19,30,52.5,37.96,271.0,76.34,0.01613469,29.52,76.34
92,216,69,125,806.8,8.837,19,30,52.6,37.96,272.5,76.64,0.016310066,29.66,76.64
93,216,69,125,816.58,8.838,19,30,53.0,37.96,270.9,76.01,0.016485443,29.66,76.01
94,217,70,124,825.91,8.838,19,30,53.0,37.96,269.4,75.39,0.01666082,29.66,75.39
95,217,71,124,833.16,8.835,19,29,53.4,37.96,266.4,75.09,0.016836198,29.64,75.09
96,216,71,125,841.39,8.836,19,29,53.6,37.95,262.4,75.02,0.017011575,29.62,75.02
97,216,71,125,851.72,8.839,19,29,53.3,37.95,261.3,75.41,0.017186953,29.5,75.41
98,215,71,125,861.05,8.838,19,29,52.1,37.95,261.6,76.04,0.017362328,29.34,76.04
99,215,70,125,868.31,8.835,19,29,51.9,37.95,261.9,75.64,0.017537706,29.12,75.64
100,216,70,124,876.56,8.836,19,29,52.1,37.95,261.6,74.98,0.017713083,28.92,74.98
101,216,70,124,886.91,8.839,19,29,53.1,37.95,259.8,74.64,0.01788846,28.82,74.64
102,216,70,124,895.89,8.838,19,29,53.6,37.95,259.2,74.58,0.018063838,28.79,74.58
103,217,70,124,904.57,8.837,19,30,53.5,37.95,259.3,74.65,0.018239215,28.79,74.65
104,217,70,123,913.27,8.837,19,30,52.8,37.95,259.3,74.67,0.01841459,28.79,74.67
105,216,70,123,920.3,8.835,19,29,53.2,37.95,259.2,74.58,0.018589968,28.79,74.58
106,216,70,123,929.38,8.837,19,29,53.4,37.95,259.2,74.5,0.018765345,28.79,74.5
107,216,71,123,938.89,8.838,19,29,53.4,37.95,259.1,74.41,0.018940723,28.79,74.41
108,217,72,123,947.97,8.837,19,29,52.3,37.95,260.3,74.4,0.0191161,28.85,74.4
109,216,72,123,957.51,8.838,19,29,51.0,37.95,262.8,74.46,0.019291477,28.99,74.46
110,216,73,123,966.61,8.837,19,28,51.4,37.95,264.6,74.5,0.019466855,29.17,74.5
111,216,73,124,975.34,8.837,19,28,52.7,37.95,264.9,74.48,0.01964223,29.45,74.48
112,217,73,124,982.74,8.835,19,28,52.6,37.95,264.7,74.41,0.019817607,29.73,74.41
113,216,73,124,992.53,8.838,19,28,52.4,37.95,263.5,74.23,0.019992985,30.01,74.23
114,215,72,124,1001.86,8.838,19,29,52.3,37.95,262.4,74.04,0.020168362,30.29,74.04
115,215,71,124,1011.17,8.838,19,29,52.3,37.95,263.4,74.82,0.02034374,30.66,74.82
116,216,71,123,1020.49,8.838,19,29,52.3,37.95,264.5,75.63,0.020519117,31.02,75.63
117,216,72,124,1027.74,8.835,19,29,52.0,37.95,265.1,76.01,0.020694492,31.21,76.01
118,216,72,123,1036.01,8.836,19,29,51.5,37.95,265.7,76.36,0.02086987,31.38,76.36
119,215,71,123,1046.36,8.839,19,29,50.7,37.94,266.3,76.72,0.021045247,31.56,76.72
120,216,71,123,1055.68,8.838,19,29,51.6,37.94,266.4,76.84,0.021220624,31.68,76.84
121,216,71,123,1062.93,8.835,19,29,54.1,37.94,266.2,76.78,0.021396002,31.74,76.78
122,216,70,123,1071.2,8.836,19,29,55.1,37.94,267.9,76.58,0.02157138,31.6,76.58
123,216,71,123,1080.52,8.838,19,29,55.8,37.94,267.6,76.42,0.021746755,31.42,76.42
124,217,72,124,1089.83,8.838,19,29,56.3,37.94,265.9,76.27,0.021922132,31.2,76.27
125,217,72,125,1099.15,8.838,19,29,56.5,37.94,268.6,76.61,0.02209751,30.91,76.61
126,215,72,127,1108.46,8.838,19,29,56.0,37.94,271.3,76.86,0.022272887,30.65,76.86
127,216,71,127,1117.78,8.838,19,29,55.7,37.94,268.9,76.31,0.022448264,30.56,76.31
128,217,72,127,1125.03,8.835,19,29,54.3,37.94,268.6,76.56,0.022623641,30.56,76.56
129,217,73,126,1133.3,8.836,19,28,53.0,37.94,268.6,76.87,0.022799019,30.57,76.87
130,216,73,124,1142.62,8.838,19,28,53.3,37.94,269.4,77.07,0.022974394,30.68,77.07
131,216,73,122,1151.94,8.838,19,28,54.0,37.94,270.2,77.28,0.023149772,30.79,77.28
132,216,73,122,1161.24,8.838,19,28,55.2,37.94,270.7,77.06,0.023325149,30.92,77.06
133,216,73,122,1170.54,8.838,19,28,55.5,37.94,270.5,76.18,0.023500526,31.08,76.18
134,216,74,122,1179.88,8.838,19,28,56.1,37.94,268.5,75.05,0.023675904,31.21,75.05
135,216,74,122,1188.16,8.837,19,28,56.8,37.94,263.0,73.47,0.023851281,31.31,73.47
136,216,74,123,1197.47,8.838,19,28,57.1,37.94,257.6,71.88,0.024026657,31.41,71.88
137,216,74,123,1205.77,8.836,19,28,55.7,37.94,251.7,71.7,0.024202034,31.53,71.7
138,216,74,123,1213.01,8.835,19,28,55.1,37.94,245.6,71.82,0.024377411,31.66,71.82
139,216,74,123,1222.31,8.838,19,28,55.8,37.94,245.1,71.96,0.024552789,31.67,71.96
140,215,73,123,1231.64,8.838,19,28,55.9,37.94,245.3,72.11,0.024728166,31.67,72.11
141,216,73,123,1239.92,8.837,19,28,56.3,37.94,245.6,72.26,0.024903543,31.67,72.26
142,216,73,123,1249.23,8.838,19,28,56.1,37.94,247.0,72.5,0.025078919,31.42,72.5
143,216,73,123,1258.55,8.838,19,28,56.9,37.94,248.5,72.69,0.025254296,31.12,72.69
144,216,73,122,1267.86,8.838,19,28,57.3,37.94,250.2,72.82,0.025429673,30.79,72.82
145,216,72,123,1276.15,8.836,19,29,56.9,37.93,251.5,72.75,0.02560505,30.36,72.75
146,216,72,123,1283.02,8.835,19,29,56.5,37.93,251.9,72.57,0.025780428,29.95,72.57
147,216,72,123,1292.13,8.838,19,29,54.7,37.93,250.0,72.44,0.025955806,29.84,72.44
148,216,72,122,1302.02,8.838,19,29,54.4,37.93,248.0,72.31,0.026131183,29.73,72.31
149,216,72,121,1311.33,8.838,19,29,53.7,37.93,249.1,72.7,0.026306558,29.56,72.7
150,216,72,121,1320.63,8.838,19,29,54.3,37.93,250.4,73.13,0.026481936,29.38,73.13
151,217,73,121,1329.94,8.838,19,28,54.6,37.93,250.4,72.82,0.026657313,29.44,72.82
152,217,73,121,1339.28,8.838,19,28,55.1,37.93,250.4,72.5,0.02683269,29.49,72.5
153,216,74,122,1347.56,8.837,19,28,56.3,37.93,250.5,72.22,0.027008068,29.59,72.22
154,216,74,122,1354.79,8.835,19,28,57.1,37.93,251.6,72.14,0.027183445,29.89,72.14
155,216,74,122,1363.03,8.836,19,28,57.0,37.93,252.7,72.16,0.02735882,30.1,72.16
156,216,74,121,1372.36,8.838,19,28,55.3,37.93,253.8,72.29,0.027534198,30.23,72.29
157,216,74,121,1381.66,8.838,19,28,54.8,37.93,254.8,72.42,0.027709575,30.35,72.42
158,216,74,121,1391.01,8.838,19,28,55.9,37.93,255.9,72.55,0.027884953,30.48,72.55
159,215,73,121,1400.34,8.838,19,28,54.9,37.93,258.6,72.62,0.02806033,30.57,72.62
160,215,72,120,1409.66,8.838,19,29,55.6,37.93,261.0,72.6,0.028235707,30.65,72.6
161,217,73,120,1417.94,8.837,19,28,55.3,37.93,262.4,72.39,0.028411083,30.71,72.39
162,217,74,121,1426.22,8.837,19,28,57.0,37.93,262.8,72.47,0.02858646,30.55,72.47
163,218,75,120,1435.53,8.838,19,28,56.7,37.93,263.1,72.59,0.028761838,30.37,72.59
164,218,77,119,1444.86,8.838,19,27,55.0,37.93,263.5,72.65,0.028937215,30.22,72.65
165,216,78,119,1453.14,8.837,19,26,54.4,37.93,264.0,72.7,0.029112592,30.08,72.7
166,215,78,119,1460.73,8.837,19,26,54.9,37.93,264.5,72.76,0.02928797,29.93,72.76
167,215,77,120,1468.66,8.837,19,27,53.6,37.93,264.6,72.73,0.029463347,29.69,72.73
168,216,77,121,1479.01,8.838,19,27,53.0,37.93,264.7,72.67,0.029638723,29.41,72.67
169,216,77,121,1488.32,8.838,18,27,53.4,37.93,265.2,72.47,0.0298141,29.1,72.47
170,215,76,122,1496.61,8.837,18,27,53.3,37.93,263.9,72.19,0.029989477,28.96,72.19
171,215,75,122,1505.92,8.838,18,27,53.0,37.93,262.2,71.89,0.030164855,28.87,71.89
172,216,75,123,1514.55,8.838,18,28,53.4,37.93,261.6,71.75,0.030340232,28.81,71.75
173,216,76,123,1522.48,8.837,18,27,53.7,37.93,262.3,71.79,0.03051561,28.79,71.79
174,216,75,123,1532.83,8.838,18,28,54.8,37.93,263.0,71.83,0.030690985,28.78,71.83
175,216,75,122,1542.15,8.838,18,28,54.4,37.93,264.3,71.82,0.030866362,28.75,71.82
176,216,75,123,1550.43,8.837,18,28,54.8,37.93,265.6,71.81,0.03104174,28.72,71.81
177,216,74,123,1557.67,8.835,18,28,55.5,37.93,266.6,71.66,0.031217117,28.68,71.66
178,216,75,123,1565.95,8.836,18,28,56.1,37.93,267.0,71.28,0.031392492,28.62,71.28
179,217,75,123,1575.27,8.838,18,28,56.5,37.93,267.3,70.91,0.03156787,28.57,70.91
180,216,75,123,1582.86,8.837,18,28,56.9,37.93,267.7,70.59,0.031743247,28.43,70.59
181,216,75,123,1591.57,8.837,18,28,57.2,37.93,268.0,70.33,0.031918626,28.21,70.33
182,216,75,124,1602.18,8.838,18,28,57.5,37.93,268.6,70.17,0.032094,28.01,70.17
183,216,75,125,1610.46,8.837,18,28,55.2,37.92,269.6,70.17,0.03226938,27.86,70.17
184,215,74,125,1619.75,8.838,18,28,54.8,37.92,269.6,70.19,0.032444756,27.67,70.19
185,216,74,125,1629.06,8.838,18,28,55.6,37.92,268.3,70.23,0.032620132,27.43,70.23
186,216,74,125,1638.39,8.838,18,28,55.9,37.92,267.6,70.38,0.03279551,27.18,70.38
187,217,75,125,1647.7,8.838,18,28,55.7,37.92,268.2,70.78,0.032970887,26.9,70.78
188,216,75,125,1655.97,8.837,18,28,56.4,37.92,268.9,71.18,0.033146266,26.61,71.18
189,216,75,125,1665.31,8.838,18,28,57.4,37.92,266.6,71.4,0.03332164,26.38,71.4
190,215,74,124,1674.25,8.838,18,28,57.5,37.92,263.9,71.6,0.033497017,26.16,71.6
191,215,74,124,1681.5,8.835,18,28,57.4,37.92,264.3,71.76,0.033672396,25.99,71.76
192,216,74,122,1689.08,8.835,18,28,56.9,37.92,266.5,71.9,0.03384777,25.86,71.9
193,216,74,122,1698.4,8.838,18,28,56.7,37.92,268.2,71.9,0.03402315,25.72,71.9
194,217,74,122,1707.72,8.838,18,28,56.6,37.92,268.3,71.47,0.034198526,25.56,71.47
195,216,74,122,1716.03,8.837,18,28,55.6,37.92,268.4,71.05,0.034373906,25.42,71.05
196,216,74,122,1725.34,8.838,18,28,54.5,37.92,268.9,70.78,0.03454928,25.36,70.78
197,216,75,122,1734.66,8.838,18,28,55.1,37.92,269.4,70.52,0.034724656,25.31,70.52
198,216,75,122,1743.98,8.838,18,28,56.5,37.92,269.0,70.3,0.034900036,25.27,70.3
199,215,74,122,1752.6,8.838,18,28,55.6,37.92,267.6,70.16,0.03507541,25.23,70.16
200,215,74,123,1760.54,8.837,18,28,56.5,37.92,266.5,70.09,0.03525079,25.2,70.09
201,216,74,123,1770.89,8.838,18,28,57.8,37.92,267.5,70.63,0.035426166,25.17,70.63
202,216,74,124,1780.2,8.838,18,28,57.2,37.92,268.5,71.16,0.035601545,25.14,71.16
203,216,74,124,1787.43,8.835,18,28,57.2,37.92,269.1,71.27,0.03577692,25.1,71.27
204,216,74,123,1795.7,8.836,18,28,54.9,37.92,269.4,70.94,0.035952296,25.05,70.94
205,216,73,123,1805.04,8.838,18,28,54.9,37.92,269.6,70.63,0.036127675,25.01,70.63
206,215,73,122,1814.37,8.838,18,28,55.0,37.92,269.7,70.5,0.03630305,25.02,70.5
207,215,73,122,1822.98,8.838,18,28,55.6,37.92,269.7,70.38,0.03647843,25.02,70.38
208,216,72,122,1831.25,8.837,18,29,55.1,37.92,269.3,70.37,0.036653806,25.07,70.37
209,216,72,121,1841.84,8.838,18,29,55.3,37.92,268.6,70.42,0.03682918,25.16,70.42
210,216,72,121,1849.55,8.835,18,29,55.8,37.92,268.1,70.51,0.03700456,25.25,70.51
211,216,72,121,1857.83,8.836,18,29,56.1,37.92,268.0,70.71,0.037179936,25.35,70.71
212,216,72,121,1867.14,8.838,18,29,56.0,37.92,267.9,70.91,0.037355315,25.44,70.91
213,216,72,121,1876.46,8.838,18,29,54.8,37.92,266.4,70.66,0.03753069,25.56,70.66
214,216,72,122,1885.78,8.838,18,29,53.6,37.92,264.4,70.23,0.03770607,25.68,70.23
215,216,72,122,1895.09,8.838,18,29,54.2,37.92,262.4,69.81,0.037881445,25.81,69.81
216,216,72,122,1903.09,8.836,18,29,54.3,37.91,262.9,70.57,0.03805682,25.87,70.57
217,216,72,122,1909.77,8.835,18,29,54.2,37.91,263.7,71.47,0.0382322,25.93,71.47
218,217,73,122,1919.3,8.838,18,28,54.0,37.91,264.7,72.26,0.038407575,25.98,72.26
219,217,74,122,1929.21,8.838,18,28,53.9,37.91,266.2,72.84,0.038582955,26.01,72.84
220,217,74,123,1937.51,8.837,18,28,54.8,37.91,267.0,73.15,0.03875833,26.03,73.15
221,217,75,123,1945.81,8.837,18,28,55.3,37.91,266.5,73.0,0.03893371,26.07,73.0
222,217,76,123,1954.65,8.838,18,27,55.2,37.91,265.8,72.89,0.039109085,26.12,72.89
223,216,76,123,1963.98,8.838,18,27,54.1,37.91,263.4,73.03,0.03928446,26.29,73.03
224,216,76,124,1972.34,8.837,18,27,53.5,37.91,262.9,73.32,0.03945984,26.37,73.32
225,216,76,124,1981.44,8.838,18,27,52.8,37.91,262.5,73.61,0.039635215,26.45,73.61
226,216,75,125,1990.63,8.838,18,28,50.2,37.91,262.3,73.72,0.039810594,26.57,73.72
227,215,75,125,1998.58,8.837,18,27,50.1,37.91,262.1,73.82,0.03998597,26.69,73.82
228,215,74,127,2008.94,8.838,18,28,51.0,37.91,261.9,73.92,0.040161345,26.81,73.92
229,216,74,126,2018.26,8.838,18,28,51.7,37.91,262.2,74.13,0.040336724,26.95,74.13
230,216,74,126,2027.58,8.838,18,28,52.0,37.91,262.8,74.42,0.0405121,27.11,74.42
231,216,75,126,2036.89,8.838,18,28,52.3,37.91,263.3,74.63,0.04068748,27.26,74.63
232,216,75,126,2044.48,8.837,18,28,52.4,37.91,262.9,74.39,0.040862855,27.31,74.39
233,217,75,126,2053.19,8.837,18,28,52.0,37.91,262.6,74.16,0.041038234,27.36,74.16
234,216,75,126,2063.79,8.838,18,28,51.1,37.91,262.9,74.21,0.04121361,27.49,74.21
235,216,76,126,2071.7,8.837,18,27,51.0,37.91,264.1,74.57,0.041388985,27.68,74.57
236,216,76,127,2079.9,8.837,18,27,50.8,37.91,264.4,74.58,0.041564364,27.97,74.58
237,216,76,127,2089.68,8.838,18,27,50.9,37.91,264.3,74.47,0.04173974,28.28,74.47
238,216,75,127,2098.98,8.838,18,28,50.8,37.91,264.0,74.48,0.04191512,28.41,74.48
239,216,76,126,2107.26,8.837,18,27,52.0,37.91,263.7,74.49,0.042090494,28.55,74.49
240,217,77,126,2115.55,8.837,18,27,53.0,37.9,263.1,74.48,0.042265873,28.72,74.48
241,216,77,125,2124.87,8.838,18,27,54.2,37.9,262.2,74.45,0.04244125,28.91,74.45
242,216,77,124,2134.18,8.838,18,27,55.0,37.9,262.0,74.97,0.042616624,29.11,74.97
243,216,77,124,2142.46,8.837,18,27,55.4,37.9,262.3,75.99,0.042792004,29.32,75.99
244,215,76,124,2149.7,8.841,18,27,55.7,37.9,262.4,76.38,0.04296738,29.42,76.38
245,215,75,124,2157.99,8.842,18,27,55.4,37.9,262.5,76.52,0.04314276,29.49,76.52
246,215,74,123,2167.3,8.838,18,28,54.8,37.9,262.6,76.67,0.043318134,29.57,76.67
247,216,74,123,2175.58,8.837,18,28,55.4,37.9,261.5,76.78,0.04349351,29.62,76.78
248,216,75,122,2184.9,8.838,18,28,55.9,37.9,259.6,76.86,0.04366889,29.66,76.86
249,217,75,122,2194.22,8.838,18,28,55.7,37.9,257.7,76.61,0.043844264,29.84,76.61
250,217,75,123,2202.47,8.837,18,28,55.3,37.9,256.5,76.5,0.044019643,29.99,76.5
251,216,75,123,2211.78,8.838,18,28,56.3,37.9,256.0,76.56,0.04419502,30.07,76.56
252,216,75,122,2221.12,8.838,18,28,55.8,37.9,255.6,76.54,0.044370398,30.12,76.54
253,215,74,122,2230.45,8.838,18,28,55.4,37.9,255.1,76.39,0.044545773,30.11,76.39
254,215,74,122,2239.76,8.838,18,28,55.1,37.9,253.7,75.92,0.04472115,30.05,75.92
255,216,74,123,2248.01,8.837,18,28,54.7,37.9,251.1,74.97,0.044896528,29.92,74.97
256,216,74,123,2257.32,8.838,18,28,55.2,37.9,250.4,74.97,0.045071904,29.84,74.97
257,217,74,123,2266.66,8.838,18,28,54.5,37.9,249.9,75.05,0.045247283,29.75,75.05
258,216,75,123,2274.94,8.837,18,28,53.8,37.9,249.5,75.23,0.04542266,29.68,75.23
259,216,75,123,2281.9,8.835,18,28,54.5,37.9,248.9,75.31,0.045598038,29.61,75.31
260,216,75,122,2290.83,8.834,18,28,56.1,37.9,247.4,75.11,0.045773413,29.59,75.11
261,217,76,122,2301.86,8.835,18,27,55.9,37.9,246.0,74.92,0.04594879,29.56,74.92
262,217,77,121,2310.14,8.837,18,27,56.5,37.9,244.8,75.03,0.046124168,29.63,75.03
263,215,77,121,2317.37,8.835,18,27,56.9,37.9,243.7,75.37,0.046299543,29.76,75.37
264,215,76,121,2325.66,8.836,18,27,56.9,37.9,242.9,75.7,0.046474922,29.89,75.7
265,215,75,122,2334.98,8.838,18,27,55.8,37.9,244.3,76.03,0.046650298,29.93,76.03
266,216,75,122,2342.87,8.837,18,28,56.5,37.9,245.7,76.35,0.046825673,29.98,76.35
267,216,75,122,2351.97,8.838,18,28,56.7,37.9,246.5,76.48,0.047001053,29.99,76.48
268,216,74,124,2361.88,8.838,18,28,56.7,37.9,246.1,76.2,0.04717643,29.94,76.2
269,216,74,124,2371.2,8.838,18,28,56.0,37.9,245.7,75.93,0.047351807,29.88,75.93
270,216,74,124,2379.82,8.838,18,28,55.4,37.9,244.4,75.95,0.047527183,29.9,75.95
271,216,74,124,2387.42,8.837,18,28,55.7,37.9,243.0,75.96,0.047702562,29.91,75.96
272,216,75,124,2397.52,8.838,18,28,55.7,37.9,242.1,76.19,0.047877938,29.88,76.19
273,216,75,123,2407.43,8.838,18,28,55.3,37.9,241.4,76.44,0.048053313,29.84,76.44
