time,watts,cadence,heartrate,distance,velocity_smooth,temp,torque,smo2,core_temperature,tidal_volume,tidal_volume_min,PercentageinZ2,TymeBreathRate,TymeVentilation
4922,239,78,125,48052.36,8.926,18,29,46.7,,239.4,79.0,0.3393546,32.58,79.0
4923,240,78,125,48062.46,9.468,18,29,47.4,,238.6,79.58,0.33953,32.41,79.58
4924,240,79,125,48070.74,9.416,18,29,46.4,,235.8,79.5,0.33970538,32.3,79.5
4925,240,79,126,48079.18,9.183,18,29,46.4,,232.6,78.95,0.33988073,32.24,78.95
4926,241,80,126,48088.59,9.461,18,29,47.2,,229.3,78.18,0.34005612,32.21,78.18
4927,241,81,125,48098.13,9.228,18,28,47.0,,228.1,78.07,0.3402315,32.18,78.07
4928,239,80,125,48109.1,8.919,18,29,47.8,,228.1,78.33,0.34040686,32.15,78.33
4929,239,79,124,48118.31,9.171,18,29,48.3,,229.3,78.79,0.34058225,32.27,78.79
4930,239,79,124,48126.63,8.968,18,29,48.8,,231.1,79.17,0.34075764,32.44,79.17
4931,239,78,124,48134.87,8.879,18,29,49.2,,233.4,79.18,0.340933,32.59,79.18
4932,240,78,124,48143.16,9.185,18,29,48.8,,235.7,79.2,0.34110838,32.74,79.2
4933,242,79,123,48151.78,9.464,18,29,48.2,37.89,236.6,79.31,0.34128377,32.72,79.31
4934,242,81,123,48162.0,9.4,18,29,48.8,37.89,237.3,79.43,0.34145913,32.69,79.43
4935,240,81,123,48171.39,8.963,18,28,49.4,37.89,231.9,77.52,0.3416345,32.7,77.52
4936,239,80,123,48180.71,9.186,18,29,48.9,37.89,227.0,76.34,0.3418099,32.99,76.34
4937,240,80,123,48190.77,9.423,18,29,48.8,37.89,222.5,75.35,0.34198526,33.29,75.35
4938,240,80,123,48199.09,9.163,18,29,48.9,37.89,222.6,76.09,0.34216064,33.4,76.09
4939,240,80,124,48207.97,9.327,18,29,48.0,37.89,222.7,76.84,0.34233603,33.52,76.84
4940,241,80,124,48219.79,9.466,18,29,49.0,37.89,222.8,77.48,0.3425114,33.63,77.48
4941,240,80,124,48228.06,9.372,18,29,48.5,37.89,223.3,77.56,0.34268677,33.73,77.56
4942,239,81,124,48236.31,8.88,18,28,48.2,37.89,223.5,77.58,0.34286216,33.86,77.58
4943,240,80,124,48244.68,9.179,18,29,48.7,37.89,222.0,77.25,0.34303752,34.21,77.25
4944,241,80,125,48253.3,9.454,18,29,47.7,37.89,223.0,78.04,0.3432129,34.51,78.04
4945,240,81,125,48264.54,9.181,18,28,48.3,37.89,222.7,77.87,0.3433883,34.69,77.87
4946,239,81,125,48273.61,8.837,18,28,47.7,37.89,221.1,76.92,0.34356368,34.82,76.92
4947,239,80,125,48282.19,8.909,18,29,47.3,37.89,219.1,76.02,0.34373903,34.96,76.02
4948,240,79,125,48292.24,9.352,18,29,47.9,37.89,215.0,75.3,0.34391442,35.15,75.3
4949,242,79,125,48300.32,9.463,18,29,50.0,37.89,213.3,75.67,0.3440898,35.31,75.67
4950,243,80,125,48307.22,9.463,18,29,49.1,37.89,212.9,76.23,0.34426516,35.44,76.23
4951,241,83,125,48321.18,9.28,18,28,49.2,37.89,212.8,76.13,0.34444055,35.49,76.13
4952,239,84,125,48329.36,8.837,18,27,49.9,37.89,211.3,75.7,0.34461594,35.66,75.7
4953,238,83,124,48337.0,8.837,18,27,49.7,37.89,209.1,75.1,0.3447913,35.87,75.1
4954,238,81,124,48346.06,8.837,18,28,50.0,37.89,207.3,74.5,0.34496668,36.14,74.5
4955,238,79,124,48354.34,8.881,18,29,50.4,37.89,205.4,73.91,0.34514207,36.34,73.91
4956,240,77,124,48362.88,9.186,18,30,49.3,37.89,203.5,73.33,0.34531742,36.5,73.33
4957,242,77,124,48373.27,9.469,18,30,49.6,37.89,201.9,73.06,0.3454928,36.59,73.06
4958,242,79,124,48383.63,9.449,18,29,50.4,37.89,200.3,72.84,0.3456682,36.67,72.84
4959,240,80,123,48393.57,9.266,18,29,50.8,37.89,198.8,72.63,0.34584355,36.75,72.63
4960,239,80,123,48401.17,8.853,18,29,51.4,37.89,197.8,74.05,0.34601894,37.02,74.05
4961,239,80,123,48410.23,9.139,18,29,52.6,37.89,197.8,75.55,0.34619433,37.28,75.55
4962,239,79,123,48418.76,9.131,18,29,51.1,37.89,198.5,76.44,0.34636968,37.45,76.44
4963,240,79,123,48428.71,9.128,18,29,51.5,37.89,199.5,76.37,0.34654507,37.55,76.37
4964,241,79,124,48436.47,9.463,18,29,52.0,37.89,201.3,77.16,0.34672046,37.64,77.16
4965,241,80,123,48447.8,9.449,18,29,51.7,37.89,203.6,78.66,0.3468958,37.74,78.66
4966,240,81,122,48457.84,9.26,18,28,50.7,37.89,206.1,79.52,0.3470712,37.83,79.52
4967,239,81,122,48466.07,8.879,18,28,50.5,37.89,209.0,80.44,0.3472466,37.89,80.44
4968,240,81,122,48474.36,9.185,18,28,49.3,37.89,212.7,81.45,0.34742194,37.9,81.45
4969,239,81,122,48482.99,9.386,18,28,49.2,37.89,215.9,81.55,0.34759733,37.89,81.55
4970,239,80,122,48493.33,8.862,18,29,48.2,37.89,218.1,80.43,0.34777272,37.86,80.43
4971,239,79,123,48503.34,9.326,18,29,47.1,37.89,215.9,79.86,0.34794807,37.84,79.86
4972,240,79,124,48511.91,9.444,18,29,48.3,37.89,214.5,79.66,0.34812346,37.92,79.66
4973,240,79,124,48521.96,9.351,18,29,48.4,37.89,214.4,80.12,0.34829885,38.19,80.12
4974,241,79,124,48530.25,9.463,18,29,49.6,37.89,214.3,80.6,0.34847423,38.85,80.6
4975,241,80,124,48539.17,9.463,18,29,49.5,37.89,213.2,80.41,0.3486496,39.37,80.41
4976,241,81,124,48550.95,9.466,18,28,49.3,37.89,211.8,80.03,0.34882498,39.83,80.03
4977,241,81,124,48559.27,9.415,18,28,50.6,37.89,214.8,81.71,0.34900036,40.17,81.71
4978,240,82,124,48567.55,9.095,18,28,50.3,37.89,218.0,83.26,0.34917572,40.47,83.26
4979,239,81,124,48575.83,8.905,18,28,50.0,37.89,222.2,84.14,0.3493511,40.55,84.14
4980,239,80,124,48584.35,9.238,18,29,49.7,37.89,225.5,84.76,0.3495265,40.57,84.76
4981,239,79,124,48594.72,8.909,18,29,50.3,37.89,223.2,83.74,0.34970185,40.25,83.74
4982,241,79,124,48604.79,9.351,18,29,50.1,37.89,219.0,84.17,0.34987724,39.75,84.17
4983,242,80,124,48613.4,9.464,18,29,49.4,37.89,216.9,84.28,0.35005262,39.34,84.28
4984,241,83,124,48623.45,9.398,18,28,48.9,37.89,216.7,84.3,0.35022798,39.13,84.3
4985,239,83,124,48632.04,8.968,18,27,49.0,37.89,217.2,84.36,0.35040337,39.0,84.36
4986,238,81,124,48642.08,8.883,18,28,49.7,37.89,217.6,84.41,0.35057876,38.88,84.41
4987,239,80,124,48650.36,9.187,18,29,50.9,37.89,221.2,84.97,0.3507541,38.67,84.97
4988,241,80,124,48658.95,9.464,18,29,50.3,37.89,221.8,83.77,0.3509295,38.62,83.77
4989,242,81,125,48668.99,9.42,18,29,50.8,37.89,221.5,83.31,0.3511049,38.78,83.31
4990,240,82,126,48677.58,9.095,18,28,50.3,37.89,221.9,83.73,0.35128024,38.99,83.73
4991,238,81,126,48687.62,8.838,18,28,51.5,37.89,222.2,84.17,0.35145563,39.24,84.17
4992,239,80,126,48696.16,8.928,18,29,51.3,37.89,222.4,84.62,0.35163102,39.52,84.62
4993,239,80,126,48706.25,9.398,18,29,50.9,37.89,222.3,84.5,0.35180637,39.69,84.5
4994,239,79,128,48714.54,8.968,18,29,49.6,37.89,221.9,83.99,0.35198176,39.79,83.99
4995,239,78,128,48723.12,8.873,18,29,49.1,37.89,221.6,83.49,0.35215715,39.9,83.49
4996,240,77,129,48733.16,9.136,18,30,50.1,37.89,222.0,83.74,0.3523325,40.05,83.74
4997,242,77,128,48741.45,9.463,18,30,48.0,37.89,223.1,84.26,0.3525079,40.16,84.26
4998,242,78,128,48750.02,9.464,18,30,48.2,37.89,226.1,85.43,0.35268328,40.06,85.43
4999,241,79,127,48760.33,9.469,18,29,47.2,37.89,228.7,85.34,0.35285863,39.3,85.34
5000,241,80,126,48770.42,9.42,18,29,45.9,37.89,228.4,85.11,0.35303402,38.75,85.11
5001,240,81,126,48779.0,9.188,18,28,45.9,37.89,228.9,85.36,0.3532094,38.14,85.36
5002,240,81,126,48789.02,9.468,18,28,45.8,37.89,230.7,86.19,0.35338476,37.57,86.19
5003,241,81,126,48797.95,9.431,18,28,45.4,37.89,232.0,86.5,0.35356015,37.43,86.5
5004,240,82,126,48809.75,9.232,18,28,45.4,37.89,233.3,86.81,0.35373554,37.29,86.81
5005,240,82,126,48817.99,9.163,18,28,44.8,37.89,234.7,86.93,0.35391092,37.26,86.93
5006,240,81,126,48826.32,9.327,18,28,44.9,37.89,236.6,87.04,0.35408628,37.35,87.04
5007,240,82,126,48834.6,9.392,18,28,45.8,37.89,238.9,87.73,0.35426167,37.46,87.73
5008,239,81,125,48842.88,8.967,18,28,44.9,37.89,238.3,86.21,0.35443705,37.65,86.21
5009,239,80,126,48851.46,8.91,18,29,45.6,37.89,238.0,84.73,0.3546124,37.88,84.73
5010,239,80,126,48861.5,9.259,18,29,46.7,37.89,238.5,83.34,0.3547878,38.21,83.34
5011,239,78,124,48870.39,8.851,18,29,46.5,37.89,238.0,82.74,0.35496318,38.32,82.74
5012,239,77,125,48882.06,9.004,18,30,46.9,37.89,237.0,82.51,0.35513854,38.32,82.51
5013,241,77,125,48889.7,9.454,18,30,48.3,37.89,236.3,82.33,0.35531393,38.27,82.33
5014,240,77,126,48899.07,9.252,18,30,49.1,37.89,236.4,82.31,0.3554893,38.09,82.31
5015,239,77,126,48909.12,9.029,18,30,49.1,37.89,235.4,82.13,0.35566467,37.83,82.13
5016,240,77,126,48917.7,9.464,18,30,49.6,37.89,232.4,81.56,0.35584006,37.46,81.56
5017,241,77,125,48927.75,9.468,18,30,50.6,37.88,228.7,80.66,0.35601544,37.17,80.66
5018,241,78,126,48936.03,9.393,18,30,50.2,37.88,225.0,79.76,0.3561908,36.89,79.76
5019,240,79,124,48944.61,9.061,18,29,50.5,37.88,219.8,79.28,0.3563662,36.48,79.28
5020,240,79,124,48954.66,9.398,18,29,50.2,37.88,217.0,79.82,0.35654157,36.1,79.82
5021,239,79,124,48962.94,9.037,18,29,49.7,37.88,219.2,82.05,0.35671693,35.82,82.05
5022,240,78,123,48971.79,9.295,18,29,49.5,37.88,223.2,84.84,0.35689232,35.59,84.84
5023,240,78,124,48983.64,9.232,18,29,50.0,37.88,225.9,86.48,0.3570677,35.41,86.48
5024,239,78,123,48992.09,9.147,18,29,49.1,37.88,224.5,85.4,0.35724306,35.27,85.4
5025,239,78,124,49001.45,9.19,18,29,49.0,37.88,223.6,84.63,0.35741845,35.12,84.63
5026,240,77,125,49009.69,9.011,18,30,49.4,37.88,226.5,86.54,0.35759383,34.91,86.54
5027,240,77,125,49017.21,9.441,18,30,49.7,37.88,225.8,86.13,0.3577692,34.82,86.13
5028,240,77,125,49028.36,9.323,18,30,49.8,37.88,223.8,84.88,0.35794458,34.79,84.88
5029,240,77,124,49036.73,9.155,18,30,49.2,37.88,221.4,84.36,0.35811996,34.75,84.36
5030,240,78,125,49046.98,9.469,18,29,49.2,37.88,219.1,83.84,0.35829532,34.72,83.84
5031,240,78,124,49055.26,9.432,18,29,48.6,37.88,218.5,84.14,0.3584707,34.68,84.14
5032,240,78,123,49063.59,8.865,18,29,48.7,37.88,219.7,85.38,0.3586461,34.65,85.38
5033,240,78,123,49073.94,9.469,18,29,47.6,37.88,220.1,85.45,0.35882145,34.9,85.45
5034,241,78,123,49083.0,9.463,18,30,46.8,37.88,220.0,84.83,0.35899684,35.33,84.83
5035,241,78,124,49091.84,9.416,18,30,47.0,37.88,219.9,84.83,0.35917222,35.78,84.83
5036,240,79,124,49103.7,9.094,18,29,48.2,37.88,220.0,85.3,0.3593476,36.22,85.3
5037,239,79,124,49112.29,8.911,18,29,47.4,37.88,220.4,86.47,0.35952297,36.67,86.47
5038,240,79,124,49122.34,9.352,18,29,47.9,37.88,220.5,87.5,0.35969836,37.14,87.5
5039,240,79,124,49130.61,9.463,18,29,48.6,37.88,219.6,87.88,0.35987374,37.76,87.88
5040,240,79,124,49139.2,9.444,18,29,48.4,37.88,219.1,88.32,0.3600491,38.42,88.32
5041,239,79,124,49149.18,9.262,18,29,48.2,37.88,219.6,88.99,0.3602245,39.23,88.99
5042,239,78,124,49157.51,8.905,18,29,48.6,37.88,219.2,88.93,0.36039987,39.89,88.93
5043,240,78,125,49166.36,9.327,18,29,48.7,37.88,217.9,88.25,0.36057523,40.43,88.25
5044,241,78,125,49178.22,9.466,18,30,48.7,37.88,215.5,87.45,0.36075062,40.86,87.45
5045,241,80,125,49186.79,9.388,18,29,48.8,37.88,214.4,88.17,0.360926,41.51,88.17
5046,239,81,125,49196.86,8.959,18,28,48.4,37.88,213.0,88.27,0.36110136,42.07,88.27
5047,239,79,125,49205.13,9.061,18,29,48.8,37.88,211.5,87.99,0.36127675,42.36,87.99
5048,241,78,124,49213.41,9.463,18,30,49.2,37.88,210.0,87.59,0.36145213,42.47,87.59
5049,242,80,124,49221.95,9.464,18,29,49.2,37.88,208.3,87.38,0.3616275,42.75,87.38
5050,241,81,123,49232.21,9.433,18,28,48.7,37.88,206.5,87.66,0.36180288,43.46,87.66
5051,240,82,123,49241.62,9.215,18,28,48.5,37.88,212.1,89.55,0.36197826,44.41,89.55
5052,239,82,122,49250.64,9.372,18,28,47.2,37.88,215.8,90.02,0.36215362,44.82,90.02
5053,237,81,123,49259.13,8.837,18,28,46.0,37.88,217.5,90.17,0.362329,45.14,90.17
5054,238,79,123,49268.52,8.864,18,29,46.7,37.88,216.5,90.1,0.3625044,45.43,90.1
5055,239,77,123,49277.54,9.258,18,30,46.1,37.88,216.3,90.57,0.36267975,45.78,90.57
5056,240,77,123,49286.12,9.059,18,30,45.6,37.88,217.4,91.51,0.36285514,46.15,91.51
5057,240,77,123,49296.17,9.422,18,30,45.4,37.88,219.6,91.57,0.36303052,46.19,91.57
5058,240,77,124,49304.75,9.187,18,30,47.5,37.88,221.1,91.49,0.36320588,46.13,91.49
5059,241,78,124,49314.85,9.468,18,30,47.8,37.88,220.4,91.31,0.36338127,45.86,91.31
5060,242,79,124,49323.75,9.463,18,29,49.6,37.88,219.1,91.39,0.36355665,45.5,91.39
5061,241,80,123,49335.53,9.466,18,29,50.2,37.88,220.1,91.66,0.363732,45.32,91.66
5062,240,80,122,49343.79,9.372,18,29,50.0,37.88,217.7,90.68,0.3639074,45.04,90.68
5063,239,79,122,49352.11,8.837,18,29,49.6,37.88,215.4,89.84,0.36408278,44.75,89.84
5064,238,78,121,49360.69,8.837,18,29,49.3,37.88,214.2,89.52,0.36425814,44.5,89.52
5065,239,77,122,49370.73,8.908,18,30,48.9,37.88,215.5,89.75,0.36443353,44.29,89.75
5066,241,77,122,49379.02,9.327,18,30,48.0,37.88,217.6,90.19,0.3646089,43.97,90.19
5067,242,78,122,49387.61,9.443,18,30,48.7,37.88,218.6,89.64,0.3647843,43.39,89.64
5068,240,79,123,49397.65,9.352,18,29,48.0,37.88,217.7,87.34,0.36495966,42.75,87.34
5069,240,79,123,49405.93,9.392,18,29,48.0,37.88,216.3,84.62,0.36513504,42.28,84.62
5070,239,79,123,49414.83,8.967,18,29,48.7,37.88,218.0,85.27,0.36531043,41.76,85.27
5071,239,78,123,49426.63,8.834,18,29,49.3,37.88,217.4,84.52,0.3654858,41.23,84.52
5072,239,77,124,49435.18,8.909,18,30,50.1,37.88,216.0,83.3,0.36566117,40.7,83.3
5073,240,76,124,49445.26,9.258,18,30,50.4,37.88,215.0,82.96,0.36583656,40.42,82.96
5074,240,76,125,49453.85,8.932,18,30,50.8,37.88,214.0,82.64,0.36601192,40.14,82.64
5075,241,76,125,49463.88,9.468,18,30,50.5,37.88,214.2,83.21,0.3661873,39.82,83.21
5076,241,77,125,49472.13,9.463,18,30,50.4,37.88,216.0,84.62,0.3663627,39.46,84.62
5077,241,78,126,49480.76,9.464,18,30,51.3,37.88,218.8,84.13,0.36653805,39.23,84.13
5078,240,78,126,49490.78,9.468,18,29,49.5,37.88,220.8,83.8,0.36671343,39.03,83.8
5079,240,79,127,49499.34,9.444,18,29,50.0,37.88,221.0,83.82,0.36688882,38.87,83.82
5080,240,79,127,49509.43,9.258,18,29,50.2,37.88,221.2,83.83,0.36706418,38.72,83.83
5081,239,78,127,49517.71,8.907,18,29,49.4,37.88,221.2,83.91,0.36723956,38.41,83.91
5082,240,78,128,49526.26,9.308,18,29,49.2,37.88,221.9,83.74,0.36741495,38.07,83.74
5083,240,78,128,49536.35,9.304,18,29,49.6,37.88,223.6,83.09,0.3675903,37.68,83.09
5084,241,78,128,49544.93,9.189,18,30,49.2,37.88,225.2,82.96,0.3677657,37.27,82.96
5085,241,79,129,49555.28,9.375,18,29,48.7,37.88,226.8,83.1,0.36794108,36.86,83.1
5086,239,80,128,49565.32,8.838,18,29,48.5,37.88,226.9,82.99,0.36811644,36.38,82.99
5087,238,80,128,49573.56,8.881,18,28,47.6,37.88,225.5,82.63,0.36829183,35.85,82.63
5088,240,78,128,49582.19,9.189,18,29,47.3,37.88,222.9,81.88,0.3684672,35.53,81.88
5089,241,78,128,49592.23,9.42,18,30,48.1,37.88,221.2,81.59,0.36864257,35.36,81.59
5090,240,78,129,49600.5,9.117,18,29,48.2,37.88,221.2,82.08,0.36881796,35.39,82.08
5091,240,78,129,49609.09,9.061,18,29,48.6,37.88,224.0,82.85,0.36899334,35.54,82.85
5092,240,78,128,49619.11,9.468,18,29,48.3,37.88,227.1,83.46,0.3691687,35.75,83.46
5093,241,78,128,49627.3,9.463,18,30,48.3,37.88,230.0,83.77,0.3693441,36.03,83.77
5094,241,79,128,49635.16,9.433,18,29,47.8,37.88,231.1,83.69,0.36951947,36.31,83.69
5095,240,79,128,49648.07,8.921,18,29,47.3,37.88,231.1,83.32,0.36969486,36.61,83.32
5096,239,79,128,49656.35,8.88,18,29,47.9,37.88,230.5,82.8,0.36987022,36.84,82.8
5097,240,78,127,49665.0,9.189,18,29,47.8,37.88,229.2,82.07,0.3700456,37.0,82.07
5098,241,78,127,49675.02,9.468,18,30,48.0,37.88,224.3,80.54,0.370221,37.08,80.54
5099,241,78,128,49683.27,9.394,18,30,48.3,37.88,218.8,79.31,0.37039635,37.3,79.31
5100,240,79,127,49691.55,8.99,18,29,49.0,37.88,213.4,78.52,0.37057173,37.64,78.52
5101,240,79,127,49700.13,9.059,18,29,49.8,37.88,210.9,78.32,0.37074712,38.08,78.32
5102,241,79,127,49710.21,9.42,18,29,50.5,37.88,210.3,78.53,0.37092248,38.33,78.53
5103,239,80,127,49719.13,9.093,18,29,50.1,37.88,209.8,78.78,0.37109786,38.55,78.78
5104,238,79,127,49730.93,8.905,18,29,50.2,37.88,209.4,79.03,0.37127325,38.78,79.03
5105,240,77,127,49739.09,9.325,18,30,51.1,37.88,206.6,78.68,0.3714486,39.32,78.68
5106,241,77,127,49746.76,9.463,18,30,50.2,37.88,205.2,78.36,0.371624,39.7,78.36
5107,241,78,127,49757.83,9.397,18,30,49.8,37.88,204.1,78.08,0.37179938,40.03,78.08
5108,239,79,128,49766.08,9.012,18,29,50.2,37.88,204.8,78.26,0.37197474,40.23,78.26
5109,240,78,128,49774.69,9.188,18,29,50.3,37.88,204.9,78.36,0.37215012,40.37,78.36
5110,241,78,128,49784.7,9.468,18,30,49.7,37.88,204.7,78.42,0.3723255,40.46,78.42
5111,240,79,128,49792.99,9.371,18,29,49.9,37.88,205.0,78.89,0.37250087,40.52,78.89
5112,239,78,128,49801.63,8.837,18,29,50.0,37.88,205.5,79.05,0.37267625,40.6,79.05
5113,239,77,128,49811.66,8.909,18,30,48.8,37.88,205.2,78.9,0.37285164,40.72,78.9
5114,240,77,127,49819.95,9.328,18,30,49.3,37.88,204.3,78.89,0.373027,40.91,78.89
5115,241,77,127,49828.53,9.464,18,30,49.5,37.88,205.6,80.53,0.37320238,41.19,80.53
5116,240,77,127,49839.21,9.469,18,30,50.1,37.88,206.3,81.55,0.37337777,41.43,81.55
5117,241,78,126,49851.0,9.466,18,30,49.2,37.88,206.2,81.67,0.37355313,41.62,81.67
5118,241,79,125,49859.28,9.463,18,29,49.8,37.88,204.8,81.42,0.3737285,41.81,81.42
5119,241,80,123,49867.87,9.464,18,29,49.1,37.88,199.5,80.03,0.3739039,41.99,80.03
5120,240,81,121,49877.91,9.397,18,28,47.5,37.88,197.2,79.68,0.37407926,42.11,79.68
5121,240,81,120,49886.18,9.038,18,28,46.5,37.88,197.5,80.37,0.37425464,42.17,80.37
5122,240,81,120,49895.08,9.248,18,28,45.0,37.88,200.5,82.21,0.37443003,42.15,82.21
5123,239,79,122,49906.77,8.922,18,29,44.3,37.88,203.6,84.44,0.3746054,41.97,84.44
5124,239,78,122,49914.34,8.837,18,29,44.5,37.88,205.5,85.95,0.37478077,41.58,85.95
5125,239,78,122,49922.67,8.873,18,29,43.9,37.88,205.2,86.37,0.37495616,41.09,86.37
5126,241,78,123,49932.04,9.423,18,30,44.1,37.88,204.7,86.33,0.37513155,40.69,86.33
5127,240,78,124,49942.08,9.145,18,29,45.2,37.88,205.4,86.4,0.3753069,40.45,86.4
5128,239,77,123,49950.36,8.908,18,30,45.7,37.88,207.2,86.59,0.3754823,40.23,86.59
5129,241,77,123,49958.81,9.307,18,30,46.6,37.88,210.4,86.94,0.37565768,40.02,86.94
5130,241,78,124,49968.2,9.305,18,30,47.1,37.88,209.6,86.27,0.37583303,39.95,86.27
5131,240,79,124,49977.27,8.837,18,29,47.1,37.88,207.2,85.23,0.37600842,39.93,85.23
5132,239,78,124,49985.54,8.882,18,29,47.5,37.88,205.2,84.74,0.3761838,40.28,84.74
5133,239,77,124,49994.0,9.147,18,30,48.0,37.88,203.5,84.37,0.37635916,40.68,84.37
5134,240,77,124,50003.39,9.188,18,30,49.1,37.88,204.2,84.58,0.37653455,41.33,84.58
5135,239,77,124,50012.77,9.063,18,30,49.6,37.88,206.1,85.51,0.37670994,41.76,85.51
5136,240,77,124,50023.44,9.469,18,30,50.3,37.88,208.3,86.64,0.3768853,42.12,86.64
5137,241,77,124,50035.23,9.466,18,30,50.6,37.88,209.0,86.05,0.37706068,42.78,86.05
5138,242,78,125,50043.5,9.463,18,30,51.8,37.88,206.4,85.19,0.37723607,43.2,85.19
5139,241,79,124,50051.74,9.371,18,29,51.5,37.88,204.6,84.87,0.37741143,43.2,84.87
5140,239,78,124,50060.23,8.87,18,29,51.8,37.88,203.2,84.67,0.3775868,43.12,84.67
5141,240,78,124,50069.58,9.099,18,29,51.9,37.88,203.7,84.88,0.3777622,42.8,84.88
5142,241,78,124,50078.57,9.463,18,30,50.8,37.88,206.1,85.7,0.37793756,41.98,85.7
5143,241,78,125,50086.32,9.463,18,30,50.2,37.88,206.8,85.92,0.37811294,41.86,85.92
5144,240,79,125,50097.33,9.419,18,29,50.6,37.88,207.5,86.15,0.37828833,41.75,86.15
5145,240,80,126,50106.06,9.154,18,29,49.5,37.88,208.0,86.24,0.3784637,41.68,86.24
5146,240,79,127,50117.24,9.26,18,29,49.5,37.88,208.3,86.18,0.37863907,41.67,86.18
5147,240,79,127,50126.31,9.391,18,29,49.7,37.88,208.6,86.13,0.37881446,41.66,86.13
5148,239,79,128,50134.9,9.004,18,29,46.8,37.88,208.8,86.07,0.37898982,41.64,86.07
5149,240,78,129,50144.94,9.137,18,29,47.0,37.88,209.1,86.02,0.3791652,41.63,86.02
5150,241,78,130,50153.53,9.443,18,30,47.0,37.88,209.4,85.96,0.3793406,41.62,85.96
5151,241,78,130,50163.34,9.349,18,30,47.3,37.88,209.8,85.91,0.37951595,41.66,85.91
5152,240,78,130,50170.12,9.456,18,29,46.2,37.88,210.4,85.86,0.37969133,41.75,85.86
5153,240,78,129,50180.45,9.169,18,29,45.8,37.88,211.0,85.8,0.37986672,41.84,85.8
5154,240,78,129,50190.48,9.353,18,29,45.9,37.88,210.9,85.28,0.38004208,41.93,85.28
5155,241,79,130,50198.95,9.45,18,29,45.6,37.88,210.8,84.73,0.38021746,42.03,84.73
5156,240,79,129,50208.49,9.365,18,29,46.0,37.88,211.5,84.98,0.38039285,42.12,84.98
5157,240,80,130,50219.46,9.232,18,29,44.4,37.88,212.4,85.46,0.38056824,42.21,85.46
5158,239,80,130,50227.75,8.933,18,29,44.2,37.88,213.4,85.79,0.3807436,42.24,85.79
5159,240,80,130,50236.34,9.464,18,29,45.0,37.88,214.3,86.08,0.38091898,42.27,86.08
5160,240,80,131,50246.26,9.468,18,29,45.1,37.88,215.3,86.48,0.38109437,42.23,86.48
5161,240,80,131,50254.12,9.463,18,29,45.5,37.88,216.4,86.98,0.38126972,42.13,86.98
5162,240,80,131,50267.07,9.394,18,29,46.5,37.88,218.0,87.38,0.3814451,41.77,87.38
5163,239,81,131,50275.36,8.967,18,28,46.6,37.88,219.6,87.61,0.3816205,41.35,87.61
5164,238,80,131,50283.64,8.837,18,28,46.2,37.88,220.5,86.61,0.38179585,40.48,86.61
5165,239,79,131,50291.91,8.883,18,29,47.1,37.88,221.6,87.11,0.38197124,39.86,87.11
5166,240,78,133,50300.51,9.19,18,29,46.3,37.88,224.6,87.67,0.38214663,39.26,87.67
5167,241,78,135,50310.54,9.468,18,30,46.8,37.88,227.1,87.73,0.38232198,38.62,87.73
5168,240,79,135,50319.46,9.43,18,29,47.5,37.88,224.0,84.51,0.38249737,37.8,84.51
5169,240,80,132,50331.13,9.278,18,29,47.6,37.88,222.8,84.5,0.38267276,37.49,84.5
5170,241,80,128,50338.73,9.463,18,29,47.2,37.88,222.2,84.78,0.3828481,37.24,84.78
5171,241,81,128,50347.8,9.438,18,28,47.2,37.88,225.3,85.6,0.3830235,37.2,85.6
5172,239,82,128,50356.4,9.232,18,28,46.6,37.88,228.8,86.1,0.3831989,37.41,86.1
5173,238,81,127,50366.44,8.862,18,28,46.7,37.88,231.5,86.13,0.38337424,37.74,86.13
5174,239,79,127,50374.72,9.063,18,29,46.9,37.88,229.3,84.66,0.38354963,37.98,84.66
5175,240,78,128,50383.32,9.422,18,29,47.1,37.88,227.4,83.3,0.38372502,38.13,83.3
5176,240,78,127,50393.35,9.144,18,29,46.7,37.88,226.0,82.11,0.38390037,38.12,82.11
5177,239,77,126,50401.63,8.909,18,30,46.9,37.88,224.2,80.59,0.38407576,38.04,80.59
5178,240,76,125,50410.22,9.329,18,30,47.6,37.88,221.7,78.39,0.38425115,37.79,78.39
5179,241,76,125,50420.87,9.469,18,30,47.5,37.88,220.7,77.97,0.3844265,37.41,77.97
5180,241,77,125,50432.68,9.416,18,30,48.1,37.88,220.0,77.84,0.3846019,36.99,77.84
5181,240,77,125,50440.96,9.093,18,30,48.0,37.88,219.1,77.66,0.38477728,36.52,77.66
5182,239,77,125,50449.56,8.934,18,30,47.8,37.88,217.3,77.33,0.38495263,36.17,77.33
5183,240,77,125,50459.59,9.396,18,30,48.1,37.88,215.1,76.93,0.38512802,35.86,76.93
5184,240,77,124,50468.18,9.064,18,30,49.0,37.88,217.4,77.08,0.3853034,35.63,77.08
5185,240,77,125,50478.21,9.468,18,30,49.4,37.88,218.9,77.07,0.38547876,35.42,77.07
5186,240,77,125,50486.68,9.445,18,30,49.1,37.88,217.6,76.61,0.38565415,35.23,76.61
5187,240,77,125,50496.07,9.34,18,30,49.0,37.88,216.2,76.16,0.38582954,35.04,76.16
5188,240,77,124,50505.45,9.422,18,30,49.5,37.88,216.2,76.23,0.38600492,34.96,76.23
5189,240,77,124,50515.48,9.191,18,30,49.7,37.88,216.2,76.34,0.38618028,34.88,76.34
