time,watts,cadence,heartrate,distance,velocity_smooth,temp,torque,smo2,hrv,core_temperature,skin_temperature,tidal_volume,HeatStrainIndex,PercentageinZ2,THb,TymeBreathRate,TymeVentilation
0,215,72,99,0.0,9.161,22,29,70.679,587,37.15,31.4,157.5,0.0,0.0,65.001,15.81,30.91
1,222,72,102,9.53,9.163,22,29,71.51,583:582,37.15,31.4,158.5,0.0,1.1036309E-4,64.099,16.18,31.25
2,224,72,102,16.98,9.162,22,30,72.46455,583:583,37.15,31.4,159.3,0.0,2.2072619E-4,63.642727,16.45,31.51
3,225,73,103,28.35,9.163,22,29,73.11444,574:574,37.15,31.4,160.1,0.0,3.3108928E-4,63.531113,16.73,31.77
4,224,72,103,35.67,9.159,22,30,73.348,579:573,37.15,31.4,160.9,0.0,4.4145237E-4,63.051,17.01,32.03
5,223,72,103,45.77,9.162,22,30,73.608185,568,37.15,31.4,161.7,0.0,5.518155E-4,61.131817,17.32,32.31
6,223,72,103,54.64,9.161,23,30,74.181114,563:560,37.15,31.4,162.6,0.0,6.6217856E-4,60.963333,17.62,32.59
7,224,72,103,64.3,9.163,23,30,74.939,555:570,37.15,31.4,163.4,0.0,7.725417E-4,62.011,17.92,32.88
8,224,72,104,73.9,9.161,23,30,75.365,578:577,37.15,31.4,164.7,0.0,8.8290474E-4,61.512,18.36,33.29
9,224,72,104,80.73,9.158,23,30,75.476,580,37.15,31.4,165.9,0.0,9.932679E-4,61.727,18.81,33.7
10,224,71,105,90.06,9.162,23,30,75.646,578:572,37.15,31.4,167.1,0.0,0.001103631,62.203,19.24,34.1
11,222,70,107,101.49,9.163,23,30,75.918,569:565,37.15,31.4,168.3,0.0,0.001213994,62.178,19.67,34.5
12,222,70,106,108.63,9.159,23,30,76.173,566:561,37.15,31.4,169.6,0.0,0.0013243571,62.158,20.14,34.93
13,223,70,104,118.82,9.162,23,30,76.333,560,37.15,31.4,171.0,0.0,0.0014347202,61.977,20.63,35.39
14,224,70,104,127.64,9.161,23,31,76.351,561:556,37.15,31.4,171.8,0.0,0.0015450834,61.735,20.92,35.66
15,225,70,104,138.13,9.163,23,31,76.266,554:555,37.15,31.4,172.3,0.0,0.0016554464,61.704,21.1,35.83
16,225,70,105,144.61,9.159,23,31,76.236,551:546,37.15,31.4,172.8,0.0,0.0017658095,61.328,21.29,36.0
17,224,71,107,155.16,9.162,23,30,76.162,545,37.15,31.4,173.4,0.0,0.0018761726,61.202,21.47,36.17
18,224,71,107,164.16,9.161,23,30,76.016,546:546,37.15,31.4,173.9,0.0,0.0019865357,61.185,21.66,36.34
19,224,71,107,174.62,9.163,23,30,75.888,546:542,37.15,31.4,174.6,0.0,0.0020968989,61.36,21.87,36.59
20,223,70,108,181.6,9.159,23,30,75.607,538:537,37.15,31.4,175.7,0.0,0.002207262,60.193,22.11,36.93
21,223,70,109,191.79,9.162,23,30,75.223,536:540,37.15,31.4,176.7,0.0,0.002317625,60.555,22.35,37.27
22,223,69,110,202.52,9.163,23,31,74.821,544:546,37.15,31.4,178.0,0.0,0.002427988,59.996,22.75,37.7
23,224,69,110,211.37,9.161,23,31,74.438,546,37.15,31.4,179.3,0.0,0.002538351,60.091,23.18,38.13
24,224,70,111,218.08,9.158,23,31,74.161,541:542:542,37.15,31.4,180.7,0.0,0.0026487142,59.304,23.62,38.62
25,226,71,111,227.41,9.162,23,30,73.885,544,37.15,31.4,182.2,0.0,0.0027590774,59.441,24.05,39.11
26,225,72,111,236.26,9.162,23,30,73.575,541:540,37.15,31.4,183.1,0.0,0.0028694405,59.367,24.34,39.4
27,224,73,111,247.44,9.163,23,29,73.121,541:540,37.15,31.4,184.0,0.0,0.0029798036,59.157,24.62,39.69
28,224,73,110,256.44,9.161,23,29,72.713,538:533,37.15,31.4,184.8,0.0,0.0030901667,58.743,24.91,39.98
29,224,73,110,266.9,9.163,23,29,72.445,535:527,37.16,31.4,185.5,0.0,0.0032005298,59.005,25.07,40.19
30,224,73,111,273.88,9.159,23,29,72.251,535:518,37.16,31.4,186.1,0.0,0.0033108927,59.264,25.23,40.41
31,223,73,111,282.19,9.161,23,29,71.76,527:521,37.16,31.4,186.8,0.0,0.0034212559,58.871,25.39,40.62
32,223,72,111,291.74,9.163,23,30,70.92,519,37.16,31.35,187.4,0.0,0.003531619,59.237,25.55,40.83
33,223,71,112,303.23,9.163,23,30,70.388,515:514,37.16,31.4,188.4,0.0,0.003641982,58.767,25.64,41.16
34,224,71,113,311.55,9.162,23,30,69.943,515:519,37.16,31.4,189.5,0.0,0.0037523452,57.591,25.72,41.51
35,225,71,114,318.86,9.158,23,30,69.363,518:514:517,37.16,31.4,190.6,0.0,0.0038627083,57.967,25.76,41.87
36,224,72,115,328.27,9.162,23,30,68.48,517:517,37.16,31.35,191.7,0.0,0.0039730715,57.895,25.71,42.26
37,224,72,116,337.87,9.161,22,30,67.542,513:512,37.16,31.35,192.9,0.0,0.0040834346,57.649,25.65,42.65
38,225,73,116,347.6,9.163,22,29,66.779,513,37.16,31.35,191.5,0.0,0.0041937977,56.656,25.49,43.8
39,224,72,116,357.19,9.161,22,30,66.215,514:515,37.16,31.4,190.7,0.0,0.004304161,56.978,25.35,44.84
40,223,72,116,364.02,9.158,22,30,65.665,513:508,37.16,31.4,192.6,0.0,0.004414524,57.72,25.22,45.5
41,223,71,116,374.2,9.162,22,30,65.058,512:515,37.16,31.35,194.5,0.0,0.004524887,58.162,25.09,46.16
42,223,71,117,384.94,9.163,22,30,64.659,513:513,37.16,31.35,195.8,0.0,0.00463525,58.306,25.0,46.76
43,224,71,117,393.1,9.162,22,30,64.348,509:509,37.16,31.35,197.1,0.0,0.004745613,58.406,24.9,47.35
44,225,72,117,404.1,9.163,22,30,63.947,510:515,37.16,31.35,198.4,0.0,0.004855976,57.326,24.8,47.95
45,225,73,117,411.22,9.159,22,29,63.213,514:513,37.16,31.35,199.7,0.0,0.004966339,57.558,24.63,48.44
46,224,73,117,419.54,9.161,22,29,62.346,1021,37.16,31.35,201.0,0.0,0.005076702,56.62,24.42,48.86
47,223,72,117,430.0,9.163,22,30,61.529,513:513,37.16,31.4,202.8,0.0,0.0051870653,57.067,24.32,49.02
48,224,72,118,437.6,9.162,22,30,60.848,513:512,37.16,31.4,204.6,0.0,0.0052974285,56.728,24.24,49.15
49,224,72,117,448.98,9.163,22,30,60.276,509:513,37.16,31.35,206.3,0.0,0.0054077916,57.214,24.17,49.34
50,224,72,117,456.29,9.159,22,30,59.798,513:512,37.16,31.35,207.6,0.0,0.0055181547,57.106,24.15,49.83
51,224,72,117,466.49,9.162,22,30,59.319,508,37.16,31.35,208.8,0.0,0.005628518,57.381,24.13,50.33
52,224,72,117,474.66,9.162,22,30,59.034,509:510:509,37.16,31.35,209.5,0.0,0.005738881,58.2,24.1,50.7
53,225,72,117,483.8,9.161,22,30,58.782,509:505,37.16,31.35,209.7,0.0,0.005849244,58.567,24.05,50.96
54,225,73,117,494.38,9.163,22,29,58.538,1009,37.16,31.35,209.8,0.0,0.005959607,59.696,24.0,51.21
55,224,74,117,502.5,9.162,22,29,58.26,508:509,37.16,31.4,209.4,0.0,0.0060699703,59.643,23.95,51.17
56,223,73,118,513.52,9.163,22,29,57.994,510:509,37.16,31.35,208.0,0.0,0.0061803334,60.033,23.88,50.68
57,223,72,118,520.16,9.159,22,30,57.732,509:505,37.16,31.35,206.7,0.0,0.0062906966,60.362,23.81,50.19
58,224,72,118,530.72,9.162,22,30,57.491,504:508,37.16,31.4,206.5,0.0,0.0064010597,60.738,23.8,50.15
59,224,72,118,539.65,9.161,22,30,57.069,505:501,37.16,31.35,206.9,0.0,0.006511423,60.577,23.81,50.32
60,224,73,118,550.17,9.163,22,29,56.702,449:490,37.16,31.35,207.5,0.0,0.0066217855,60.024,23.82,50.57
61,224,73,118,558.36,9.162,22,29,56.69889,490:490,37.16,31.35,208.8,0.0,0.0067321486,60.22222,23.82,51.01
62,223,73,118,568.43,9.163,22,29,56.80091,492:595,37.16,31.35,210.1,0.0,0.0068425117,60.147274,23.82,51.46
63,223,72,119,576.38,9.159,22,30,56.811,500,37.16,31.35,211.3,0.0,0.006952875,60.291,23.87,51.67
64,223,71,119,584.78,9.161,22,30,56.511112,500:504,37.16,31.35,212.5,0.0,0.007063238,60.22222,23.93,51.8
65,224,71,119,595.25,9.163,22,30,56.00182,504:500,37.16,31.35,213.7,0.0,0.007173601,59.794544,23.99,51.94
66,225,72,120,603.42,9.162,22,30,55.689,505:504,37.16,31.4,214.9,0.0,0.007283964,60.177,24.05,52.07
67,225,73,121,613.49,9.163,22,29,55.76,501:500,37.16,31.35,216.2,0.0,0.0073943273,60.515,24.12,52.31
68,225,74,121,621.02,9.162,22,29,55.906,504:501,37.16,31.35,217.7,0.0,0.0075046904,61.073,24.22,52.66
69,224,75,119,628.56,9.161,22,29,56.033,497:497:503,37.16,31.35,217.5,0.0,0.0076150536,61.487,24.28,52.84
70,224,74,119,640.34,9.162,22,29,56.066666,500:500,37.16,31.35,215.6,0.0,0.0077254167,61.621113,24.3,52.85
71,224,74,119,649.33,9.159,22,29,55.962727,500:500,37.16,31.35,213.8,0.0,0.007835779,61.73,24.32,52.86
72,224,74,119,657.06,9.16,22,29,55.776,501:495,37.16,31.35,213.2,0.0,0.007946143,62.16,24.35,52.97
73,223,73,119,667.15,9.163,22,29,55.521,495,37.16,31.35,214.2,0.0,0.008056506,62.242,24.41,53.22
74,223,73,120,676.95,9.161,22,29,55.376,495:500,37.16,31.35,215.3,0.0,0.008166869,62.693,24.47,53.47
75,224,73,120,687.52,9.163,22,29,55.201,500:503,37.16,31.35,216.4,0.0,0.008277232,61.639,24.76,53.93
76,224,72,120,696.38,9.161,22,30,54.802,499:497,37.16,31.35,217.7,0.0,0.008387595,61.762,25.04,54.34
77,224,72,120,703.04,9.158,22,30,54.748,497:495,37.16,31.35,219.3,0.0,0.008497958,61.694,25.17,54.49
78,224,72,121,711.69,9.162,22,30,55.002,500:500,37.16,31.35,220.3,0.0,0.008608322,62.458,25.27,54.51
79,224,72,120,722.67,9.163,22,30,55.327,500,37.16,31.4,220.8,0.0,0.008718684,61.937,25.36,54.42
80,225,72,120,732.01,9.162,22,30,55.54,996:497,37.16,31.4,221.4,0.0,0.008829048,62.301,25.44,54.32
81,225,73,120,743.17,9.163,22,29,55.655,497:500,37.16,31.4,220.3,0.0,0.008939411,62.364,25.72,54.38
82,224,73,120,751.5,9.162,22,29,55.78,497:495,37.16,31.35,220.3,0.0,0.009049774,62.911,25.94,54.61
83,224,73,120,758.8,9.158,22,29,55.895,493:497,37.16,31.35,222.5,0.0,0.009160137,63.524,26.03,55.09
84,224,73,120,767.2,9.161,22,29,56.061,508:505,37.16,31.35,224.6,0.0,0.0092705,63.224,26.11,55.57
85,225,74,121,776.81,9.163,22,29,56.262,504:500,37.16,31.35,226.9,0.0,0.009380863,63.304,26.15,56.06
86,224,74,121,786.4,9.161,22,29,56.48,500:504,37.16,31.35,229.3,0.0,0.009491226,63.12,26.16,56.55
87,224,74,121,796.13,9.163,22,29,56.675,504:503:500,37.16,31.35,231.6,0.0,0.009601589,64.22,26.17,57.04
88,223,73,119,804.98,9.162,22,29,56.775,503:507,37.16,31.35,234.1,0.0,0.009711952,64.392,26.18,57.51
89,223,73,119,812.45,9.158,22,29,56.659,505:504,37.16,31.35,236.6,0.0,0.009822316,63.902,26.23,57.96
90,223,72,120,822.72,9.162,22,30,56.605,497,37.16,31.35,239.5,0.0,0.009932678,62.846,26.28,58.05
91,222,71,119,833.46,9.163,22,30,56.86111,508:509,37.16,31.35,242.1,0.0,0.010043042,62.828888,26.33,58.03
92,223,71,119,842.23,9.161,22,30,57.23,507:507,37.16,31.35,242.5,0.0,0.010153404,63.13,26.36,58.01
93,225,71,119,852.76,9.163,22,30,57.535,501:504,37.16,31.35,242.9,0.0,0.010263768,63.265,26.39,57.99
94,225,72,119,861.63,9.161,22,30,57.615,507:505,37.16,31.35,243.2,0.0,0.010374131,63.148,26.41,57.95
95,225,73,118,868.34,9.158,22,29,57.602,505:503,37.16,31.35,242.5,0.0,0.010484494,62.282,26.36,57.82
96,224,72,118,877.68,9.162,22,30,57.758,503:509,37.16,31.35,241.8,0.0,0.010594857,62.787,26.31,57.7
97,224,72,118,886.52,9.162,22,30,57.866,505:507,37.16,31.35,241.0,0.0,0.0107052205,62.614,26.24,57.63
98,224,72,119,897.71,9.163,22,30,57.807,501:504,37.16,31.4,240.0,0.0,0.010815583,62.464,26.16,57.58
99,224,72,119,908.57,9.163,22,30,57.962,510:513,37.16,31.35,240.5,0.0,0.010925947,62.273,26.06,58.11
100,224,71,119,915.54,9.159,22,30,58.318,510:509,37.16,31.35,241.8,0.0,0.011036309,62.152,25.95,58.95
101,224,71,119,923.86,9.161,22,30,58.768,513:512,37.16,31.35,243.1,0.0,0.011146673,62.747,25.85,59.79
102,224,72,119,933.48,9.163,22,30,59.203,504:507,37.16,31.35,245.7,0.0,0.011257036,63.141,25.72,60.44
103,224,72,119,943.06,9.161,22,30,59.486,512:513,37.16,31.4,249.0,0.0,0.011367398,63.503,25.59,60.98
104,224,72,118,953.64,9.163,22,30,59.614,514:512,37.16,31.4,251.5,0.0,0.011477762,63.25,25.46,61.41
105,224,72,117,960.1,9.159,22,30,59.73,510:509,37.16,31.4,250.9,0.0,0.011588125,62.867,25.36,61.43
106,224,72,118,970.67,9.162,22,30,59.917,509:510,37.16,31.4,250.4,0.0,0.011698488,62.867,25.25,61.46
107,224,72,118,979.66,9.161,22,30,60.161,508:504,37.16,31.4,250.7,0.0,0.011808851,62.892,25.14,61.79
108,225,73,117,988.25,9.161,22,29,60.257,501:507,37.16,31.4,251.6,0.0,0.011919214,63.455,25.01,62.28
109,224,73,117,997.86,9.163,22,29,60.267,504:500,37.16,31.4,252.4,0.0,0.012029577,62.792,24.88,62.78
110,223,72,118,1005.59,9.159,22,30,60.366,500:500,37.16,31.35,254.5,0.0,0.012139941,62.685,24.52,63.25
111,223,72,118,1015.86,9.162,22,30,60.552,508,37.16,31.35,256.2,0.0,0.012250303,61.958,24.26,63.37
112,224,72,119,1024.73,9.161,22,30,60.72889,510:507:505,37.16,31.35,257.6,0.0,0.012360667,62.197777,24.12,63.07
113,225,73,119,1035.2,9.163,22,29,60.831818,504:515,37.16,31.35,259.0,0.0,0.01247103,62.70727,23.98,62.78
114,224,73,119,1043.36,9.162,22,29,60.948,513:515,37.16,31.4,259.3,0.0,0.012581393,62.673,23.85,62.52
115,223,72,120,1050.65,9.158,22,30,60.959,515,37.16,31.4,258.4,0.0,0.012691756,62.227,23.71,62.3
116,223,71,118,1060.95,9.162,22,30,61.151,519:519,37.16,31.4,257.6,0.0,0.012802119,62.087,23.57,62.07
117,223,71,119,1069.8,9.161,22,30,61.46,518,37.17,31.4,256.8,0.0,0.012912482,62.06,23.39,61.72
118,225,73,118,1080.26,9.163,22,29,61.816,1036:521:517,37.17,31.4,256.1,0.0,0.013022846,62.359,23.16,61.23
119,225,73,117,1090.14,9.163,22,29,62.164,523,37.17,31.35,255.9,0.0,0.013133208,62.315,23.04,60.99
120,224,72,116,1099.72,9.161,22,30,62.366,518:518,37.17,31.4,256.3,0.0,0.013243571,62.324,23.05,61.04
121,224,72,116,1106.54,9.158,22,30,62.463,524:522,37.17,31.35,256.8,0.0,0.0133539345,62.133,23.05,61.09
122,224,73,116,1116.75,9.162,22,29,62.552,517:517,37.17,31.35,255.2,0.0,0.013464297,62.57,23.11,60.94
123,224,73,116,1124.91,9.162,22,29,62.6,514:514,37.17,31.35,252.8,0.0,0.013574661,62.881,23.19,60.73
124,223,73,116,1135.91,9.163,22,29,62.587,515:519,37.17,31.35,251.1,0.0,0.013685023,62.221,23.27,60.57
125,224,73,116,1144.91,9.161,22,29,62.668,527:532,37.17,31.35,251.3,0.0,0.013795387,61.611,23.35,60.61
126,225,73,115,1155.37,9.163,22,29,62.811,537:537,37.17,31.4,251.5,0.0,0.01390575,61.816,23.43,60.65
127,224,72,116,1161.83,9.159,22,30,62.894,546,37.17,31.4,251.7,0.0,0.014016113,60.517,23.51,60.68
128,223,72,116,1169.8,9.16,22,30,62.939,547:538,37.17,31.4,251.8,0.0,0.014126476,60.536,23.6,60.67
129,224,72,116,1180.06,9.163,22,30,63.017,536:532,37.17,31.35,251.9,0.0,0.0142368395,59.843,23.69,60.6
130,224,71,114,1189.12,9.162,22,30,63.133,535:526,37.17,31.4,251.9,0.0,0.014347202,58.865,23.78,60.54
131,224,71,112,1199.36,9.163,22,30,63.251,528:523,37.17,31.35,251.9,0.0,0.014457566,60.355,23.87,60.47
132,224,71,110,1206.76,9.159,22,30,63.095,518:518,37.17,31.35,252.0,0.0,0.014567928,63.182,23.96,60.51
133,225,72,111,1215.6,9.161,22,30,62.607,1037,37.17,31.35,252.2,0.0,0.014678292,63.425,24.04,60.72
134,225,73,112,1225.34,9.163,22,29,62.259,521,37.17,31.4,252.4,0.0,0.014788655,63.201,24.12,60.92
135,224,74,113,1234.19,9.162,22,29,62.017,1049:519,37.17,31.35,252.6,0.0,0.014899018,63.303,24.21,61.12
136,224,74,114,1244.42,9.163,22,29,61.812,523:521,37.17,31.35,253.2,0.0,0.015009381,63.41,24.24,61.25
137,224,74,116,1253.5,9.162,22,29,61.639,519,37.17,31.35,254.0,0.0,0.0151197435,63.193,24.26,61.37
138,224,74,115,1263.73,9.163,22,29,61.595,518:513,37.17,31.35,253.9,0.0,0.015230107,63.497,24.33,61.35
139,225,74,115,1273.55,9.161,22,29,61.659,521:518,37.17,31.35,253.9,0.0,0.01534047,63.724,24.4,61.34
140,225,75,115,1282.25,9.161,22,29,61.729,514:518,37.17,31.35,253.5,0.0,0.015450833,62.776,24.43,61.35
141,225,76,115,1291.87,9.163,22,28,61.682,515:513,37.17,31.35,253.0,0.0,0.015561196,61.586,24.45,61.36
142,224,76,116,1301.45,9.161,22,28,61.418,509:515,37.17,31.35,252.5,0.0,0.015671559,61.797,24.47,61.37
143,223,75,116,1308.25,9.158,22,28,61.451,510:507,37.17,31.4,252.0,0.0,0.015781922,63.459,24.49,61.39
144,223,75,116,1316.58,9.161,22,28,61.532,505:500,37.17,31.4,251.5,0.0,0.015892286,62.721,24.51,61.4
145,222,74,116,1326.21,9.163,22,29,61.75,509:509,37.17,31.4,251.8,0.0,0.01600265,62.309,24.49,61.35
146,223,72,117,1336.72,9.163,22,30,62.043,508:507,37.17,31.35,252.0,0.0,0.016113011,62.038,24.46,61.31
147,223,72,117,1346.52,9.161,22,30,62.225,504:501,37.17,31.35,251.4,0.0,0.016223375,62.541,24.47,61.18
148,225,72,118,1355.22,9.161,22,30,62.302,500,37.17,31.35,250.5,0.0,0.016333738,61.971,24.5,61.01
149,226,74,119,1365.68,9.163,22,29,62.221,503:499:495,37.17,31.35,249.8,0.0,0.016444102,62.244,24.66,60.77
150,226,76,118,1373.85,9.162,22,28,61.787,500:500,37.17,31.4,249.1,0.0,0.016554464,61.378,24.83,60.54
151,224,76,119,1382.98,9.161,22,28,61.366,504:497,37.17,31.4,249.1,0.0,0.016664827,61.839,25.01,60.32
152,223,75,119,1389.31,9.159,22,28,61.21,495:499,37.17,31.4,249.0,0.0,0.01677519,61.492,25.19,60.11
153,222,73,120,1399.87,9.162,22,29,61.315,503:504,37.17,31.4,248.7,0.0,0.016885553,60.468,25.37,59.98
154,223,73,120,1410.72,9.163,22,29,61.532,508:504,37.17,31.4,248.0,0.0,0.016995916,59.72,25.56,59.95
155,223,73,120,1419.59,9.161,22,29,61.384,508:508,37.17,31.35,247.4,0.0,0.01710628,61.019,25.75,59.91
156,224,73,120,1428.18,9.161,22,29,60.717,505:504,37.17,31.35,246.7,0.0,0.017216643,62.176,25.94,59.88
157,225,73,120,1437.77,9.163,22,29,60.192,504:507,37.17,31.35,245.5,0.0,0.017327005,60.694,26.3,59.93
158,224,73,119,1445.52,9.159,22,29,59.911,504:504,37.17,31.35,244.2,0.0,0.017437369,60.429,26.7,60.03
159,223,73,118,1453.25,9.16,22,29,60.036,509,37.17,31.35,244.6,0.0,0.017547732,60.475,26.96,60.35
160,224,73,118,1464.25,9.163,22,29,60.145,514:513:518,37.17,31.4,245.0,0.0,0.017658096,61.208,27.22,60.68
161,224,72,119,1475.14,9.163,22,30,60.155,528:527,37.17,31.4,245.3,0.0,0.017768458,61.082,27.37,60.79
162,224,72,119,1483.98,9.161,22,30,60.288,523:523,37.17,31.4,245.7,0.0,0.017878821,60.482,27.49,60.82
163,224,72,119,1490.17,9.159,22,30,60.417,526,37.17,31.4,246.1,0.0,0.017989185,61.804,27.6,60.85
164,224,72,118,1500.75,9.162,22,30,60.388,532:536,37.17,31.4,245.6,0.0,0.018099548,61.626,27.69,60.57
165,224,71,116,1509.71,9.161,22,30,60.36,533:531,37.17,31.4,244.7,0.0,0.01820991,62.649,27.76,60.08
166,224,71,114,1520.19,9.163,21,30,60.211,532:524,37.17,31.4,242.9,0.0,0.018320274,62.853,27.7,59.68
167,224,72,114,1528.76,9.163,21,30,60.097,522:522,37.18,31.4,240.9,0.0,0.018430637,62.537,27.6,59.33
168,224,72,113,1536.9,9.159,21,30,59.99,521:518,37.18,31.4,239.6,0.0,0.018541,62.797,27.48,59.33
169,225,72,113,1546.1,9.161,21,30,59.861,513:513,37.18,31.4,238.3,0.0,0.018651363,62.655,27.36,59.31
170,225,73,113,1554.8,9.161,21,29,59.702,513:521,37.18,31.4,237.3,0.0,0.018761726,62.899,27.22,59.06
171,225,74,113,1564.42,9.163,21,29,59.554,522:521,37.18,31.4,237.0,0.0,0.01887209,63.018,27.11,58.93
172,224,74,115,1574.0,9.161,21,29,59.476,518,37.18,31.4,238.9,0.0,0.018982451,62.248,27.11,59.18
173,224,73,116,1584.58,9.163,21,29,59.398,1034,37.18,31.4,240.8,0.0,0.019092815,62.365,27.1,59.43
174,223,73,116,1593.43,9.161,21,29,59.296,518:515:513,37.18,31.4,243.1,0.0,0.019203179,61.635,27.1,59.73
175,224,73,116,1603.9,9.163,21,29,59.258,513:523,37.18,31.4,246.2,0.0,0.019313542,62.193,27.1,60.12
176,224,73,116,1610.86,9.159,21,29,59.234,527,37.18,31.4,245.9,0.0,0.019423904,62.267,27.14,59.86
177,224,73,116,1618.5,9.16,21,29,59.259,523:521,37.18,31.4,243.6,0.0,0.019534267,62.108,27.19,59.22
178,224,74,116,1629.51,9.163,21,29,59.256,523:524,37.18,31.4,241.8,0.0,0.019644631,62.17,27.27,58.83
179,224,74,116,1638.5,9.161,21,29,59.364,527:522,37.18,31.4,240.5,0.0,0.019754995,62.1,27.36,58.64
180,223,74,116,1647.06,9.161,21,29,59.519,1044,37.18,31.4,239.2,0.0,0.019865356,63.349,27.45,58.45
181,224,74,115,1657.54,9.163,21,29,59.539,523:518,37.18,31.4,238.4,0.0,0.01997572,63.817,27.53,58.3
182,225,74,115,1666.39,9.161,21,29,59.572,521,37.18,31.4,238.5,0.0,0.020086084,63.864,27.62,58.19
183,224,74,114,1676.87,9.163,21,29,59.631,521:518:518,37.18,31.4,238.5,0.0,0.020196447,63.314,27.7,58.08
184,223,74,114,1685.7,9.161,21,29,59.585,518:517,37.18,31.4,237.4,0.0,0.020306809,61.316,27.63,57.86
185,223,74,115,1692.41,9.158,21,29,59.638,513:510,37.18,31.4,236.3,0.0,0.020417172,63.205,27.56,57.64
186,223,73,115,1701.03,9.162,21,29,59.935,513:523,37.18,31.4,235.7,0.0,0.020527536,63.029,27.42,57.4
187,224,73,116,1711.2,9.161,21,29,60.347,527:524,37.18,31.4,235.8,0.0,0.020637898,63.362,27.18,57.14
188,224,72,116,1721.93,9.163,21,30,60.658,521:518,37.18,31.4,235.9,0.0,0.020748261,62.779,26.93,56.88
189,223,71,116,1732.66,9.163,21,30,61.031,514:528,37.18,31.4,233.5,0.0,0.020858625,62.804,26.5,56.51
190,223,71,117,1739.63,9.159,21,30,61.397,527,37.18,31.4,231.0,0.0,0.020968989,63.823,26.07,56.14
191,224,71,116,1747.92,9.161,21,30,61.538,523:521,37.18,31.4,232.8,0.0,0.02107935,63.888,25.63,56.49
192,224,72,115,1757.54,9.163,21,30,61.54,518:518,37.18,31.4,234.6,0.0,0.021189714,63.92,25.19,56.84
193,225,72,115,1766.41,9.162,21,30,61.483,518:513,37.18,31.4,235.4,0.0,0.021300077,63.279,24.69,57.03
194,226,73,115,1774.38,9.161,21,30,61.501,513:509,37.18,31.4,235.5,0.0,0.021410441,63.931,24.31,57.12
195,226,74,114,1784.17,9.162,21,29,61.47,509:500,37.18,31.4,234.8,0.0,0.021520803,63.584,24.09,57.08
196,225,76,115,1794.89,9.161,21,28,61.48,504:508,37.18,31.4,234.0,0.0,0.021631166,63.753,23.87,57.04
197,224,75,116,1803.74,9.161,21,29,61.633,512:510,37.18,31.4,233.3,0.0,0.02174153,63.866,23.65,57.0
198,223,75,117,1814.22,9.163,21,28,61.947,504:510,37.18,31.4,233.7,0.0,0.021851894,63.674,23.5,57.11
199,225,76,117,1823.06,9.161,21,28,62.302,507:500,37.18,31.4,234.1,0.0,0.021962255,63.943,23.36,57.22
200,225,77,118,1831.65,9.161,21,28,62.518,504:504,37.18,31.4,234.5,0.0,0.022072619,64.269,23.21,57.33
201,224,76,118,1841.27,9.163,21,28,62.65,500:500,37.18,31.4,235.3,0.0,0.022182982,64.229,23.12,57.27
202,223,75,118,1850.85,9.161,21,28,62.814,495:499,37.18,31.4,236.2,0.0,0.022293346,62.76,23.02,57.2
203,223,75,118,1856.69,9.159,21,28,63.069,500:509,37.18,31.4,237.0,0.0,0.022403708,62.769,22.94,57.11
204,224,75,118,1864.91,9.16,21,29,63.278,509:509,37.18,31.4,237.4,0.0,0.022514071,63.204,22.93,56.95
205,224,75,119,1875.39,9.163,21,29,63.325,505:504,37.18,31.4,237.9,0.0,0.022624435,64.09,22.92,56.79
206,225,76,120,1885.15,9.161,21,28,62.948,505:509,37.18,31.4,238.4,0.0,0.022734797,63.156,22.91,56.63
207,225,76,120,1893.88,9.161,21,28,62.954,509:507,37.18,31.4,238.9,0.0,0.02284516,63.17,22.91,56.53
208,224,75,119,1904.35,9.163,21,29,63.213,509:513,37.18,31.4,239.5,0.0,0.022955524,62.925,22.93,56.66
209,223,74,118,1913.19,9.161,21,29,63.469,509:504,37.18,31.4,240.2,0.0,0.023065887,62.561,22.95,56.8
210,223,74,119,1923.66,9.163,21,29,63.714443,508,37.18,31.4,240.8,0.0,0.02317625,62.535557,22.96,56.93
211,224,74,118,1932.51,9.161,21,29,63.918182,1021,37.18,31.4,241.5,0.0,0.023286613,63.97818,22.95,57.08
212,224,74,118,1941.1,9.161,21,29,63.699,519:517:514,37.18,31.4,242.3,0.0,0.023396976,64.691,22.89,57.26
213,225,74,118,1950.71,9.163,21,29,63.41,510,37.18,31.4,243.2,0.0,0.02350734,63.487,22.83,57.43
214,224,75,118,1960.28,9.161,21,29,63.471,514:514,37.18,31.4,243.8,0.0,0.023617702,62.754,22.76,57.44
215,224,75,117,1968.99,9.161,21,29,63.707,513:509,37.18,31.4,244.1,0.0,0.023728065,63.084,22.65,57.21
216,225,75,116,1979.47,9.163,21,29,63.928,515:515:510,37.18,31.4,244.4,0.0,0.023838429,63.113,22.54,56.98
217,225,76,116,1988.3,9.161,21,28,64.055,512:513,37.18,31.4,244.4,0.0,0.023948792,62.884,22.36,56.83
218,224,77,117,1996.89,9.161,21,28,64.098,523,37.18,31.4,244.4,0.0,0.024059154,62.938,22.17,56.7
219,224,77,117,2005.48,9.161,21,28,63.822,526:523,37.18,31.4,244.3,0.0,0.024169518,63.765,22.07,56.74
220,224,77,117,2015.1,9.163,21,28,63.465,521:517,37.18,31.4,244.2,0.0,0.024279881,64.124,21.97,56.78
