time,watts,cadence,heartrate,distance,velocity_smooth,temp,torque,smo2,hrv,core_temperature,skin_temperature,tidal_volume,HeatStrainIndex,PercentageinZ2,THb,TymeBreathRate,TymeVentilation
7561,285,77,136,79144.56,10.571,19,35,64.383,433:442,38.1,28.5,174.4,0.2,0.8344554,68.39,40.61,71.75
7562,284,77,136,79155.29,10.571,19,35,64.336365,439:439,38.1,28.5,175.0,0.2,0.8345657,68.19546,41.01,72.25
7563,284,77,136,79166.02,10.571,19,35,64.22222,441:442,38.1,28.5,176.8,0.2,0.8346761,67.72111,41.62,71.85
7564,283,76,136,79176.77,10.571,19,36,64.06,439:435:444,38.1,28.55,176.0,0.2,0.8347865,68.273,42.13,71.01
7565,282,76,136,79187.09,10.571,19,35,64.04091,442:441,38.1,28.5,174.5,0.2,0.8348968,68.64636,42.46,70.3
7566,282,75,136,79197.52,10.571,19,36,64.06778,439:444,38.1,28.5,173.3,0.2,0.8350072,68.19556,42.66,69.91
7567,283,74,136,79208.55,10.571,19,37,64.096,442:437:444,38.09,28.5,173.4,0.2,0.8351175,67.547,42.79,69.97
7568,284,74,136,79218.97,10.571,19,37,64.18818,439:442,38.09,28.5,175.2,0.2,0.8352279,68.30454,42.86,70.41
7569,285,74,136,79230.41,10.571,19,37,64.23444,437:441,38.09,28.5,176.4,0.2,0.83533823,68.21667,42.84,70.06
7570,285,74,136,79241.14,10.571,19,37,64.24,442:444:444,38.09,28.5,174.6,0.2,0.8354486,67.593,42.78,68.48
7571,285,75,135,79251.84,10.571,19,36,64.24636,442:442,38.09,28.55,173.4,0.2,0.835559,67.55182,42.82,67.93
7572,285,75,135,79262.15,10.571,19,36,64.21111,442:444,38.09,28.5,174.4,0.2,0.83566934,68.01667,42.88,68.31
7573,285,76,136,79272.22,10.571,19,36,64.112,444:444,38.09,28.5,172.1,0.2,0.8357797,67.647,42.89,66.85
7574,284,77,136,79283.33,10.571,19,35,64.001,442:439:432,38.09,28.5,171.4,0.2,0.83589005,68.089,42.87,66.37
7575,283,77,135,79293.04,10.571,19,35,63.878,446:439,38.09,28.5,172.2,0.2,0.83600044,69.15,42.8,66.75
7576,282,76,135,79301.24,10.571,19,35,63.727,439:439,38.09,28.5,171.0,0.2,0.83611083,68.811,42.75,66.06
7577,283,75,135,79313.16,10.571,19,36,63.638,442:442,38.09,28.5,170.0,0.2,0.83622116,69.117,42.65,65.49
7578,284,75,135,79325.91,10.571,19,36,63.618,437:442:442,38.09,28.55,170.2,0.2,0.83633155,69.088,42.46,65.65
7579,285,76,136,79336.25,10.571,19,36,63.683,435:442,38.09,28.5,170.4,0.2,0.8364419,69.927,42.15,65.6
7580,284,77,136,79345.38,10.571,19,35,63.804,439:442,38.09,28.55,170.6,0.2,0.83655226,69.129,41.78,65.45
7581,282,77,136,79354.86,10.571,19,35,63.942,437:441,38.09,28.55,169.7,0.2,0.8366626,68.606,41.2,65.02
7582,282,76,136,79365.21,10.571,19,35,64.05,437:439,38.09,28.5,169.1,0.2,0.836773,68.697,40.56,64.89
7583,283,75,136,79375.64,10.571,19,36,64.048,442:437:437,38.09,28.5,169.1,0.2,0.83688337,69.859,39.84,65.33
7584,284,75,136,79387.08,10.571,19,36,64.014,441:442,38.09,28.5,169.7,0.2,0.8369937,69.633,39.34,65.57
7585,285,75,136,79397.81,10.571,19,36,63.978,439:439:444,38.09,28.55,170.5,0.2,0.8371041,69.44,38.91,65.74
7586,285,76,137,79408.54,10.571,19,36,63.948,439:439,38.09,28.5,171.1,0.2,0.8372144,69.55,38.41,65.78
7587,284,77,136,79418.54,10.571,19,35,63.959,437:439,38.09,28.5,170.3,0.2,0.8373248,69.44,37.32,64.78
7588,283,76,136,79427.86,10.571,19,36,64.05,439:437,38.09,28.55,170.7,0.2,0.8374352,69.689,36.92,64.91
7589,283,75,136,79438.84,10.571,19,36,64.14,437:442:437,38.09,28.5,171.6,0.2,0.8375455,69.176,36.57,65.09
7590,284,75,136,79450.37,10.571,19,36,64.083,441:442,38.09,28.5,174.0,0.2,0.8376559,69.076,36.34,65.44
7591,284,75,136,79461.11,10.571,19,36,63.943,439:437,38.09,28.5,174.7,0.2,0.83776623,69.192,36.23,65.16
7592,283,75,136,79472.2,10.571,19,36,63.787,444:442,38.09,28.5,174.8,0.2,0.8378766,69.192,36.16,64.66
7593,283,74,136,79483.63,10.571,19,37,63.644,437:885,38.09,28.55,176.6,0.2,0.837987,68.087,36.09,64.95
7594,283,73,137,79493.97,10.571,19,37,63.583,442:442,38.09,28.5,179.0,0.2,0.83809733,68.75,36.02,65.59
7595,285,73,136,79504.4,10.571,19,37,63.599,437:444,38.09,28.5,180.9,0.2,0.8382077,68.506,35.96,65.55
7596,286,73,136,79515.84,10.571,19,37,63.628,442:444,38.09,28.55,182.4,0.2,0.83831805,68.445,35.9,65.36
7597,285,74,136,79525.55,10.571,19,37,63.618,435,38.09,28.55,183.4,0.2,0.83842844,68.081,35.8,65.13
7598,284,75,136,79533.91,10.571,19,36,63.554,441:885,38.09,28.5,183.1,0.2,0.83853877,68.815,35.73,64.76
7599,284,75,136,79543.74,10.571,19,36,63.48,439:442:444,38.09,28.5,181.9,0.2,0.83864915,69.187,35.67,64.29
7600,284,75,136,79553.74,10.571,19,36,63.458,444:444:437,38.09,28.5,181.3,0.2,0.83875954,69.621,35.57,64.13
7601,284,74,135,79563.62,10.571,19,37,63.428,444:446,38.09,28.5,180.8,0.2,0.83886987,68.413,35.47,64.01
7602,284,75,136,79575.91,10.571,19,36,63.382,441:444,38.09,28.5,180.1,0.2,0.83898026,68.504,35.42,63.64
7603,284,75,136,79586.66,10.571,19,36,63.366,446:442,38.09,28.55,179.3,0.2,0.8390906,69.012,35.37,63.3
7604,285,75,135,79597.39,10.571,19,36,63.407,889:444,38.09,28.5,178.4,0.2,0.839201,68.593,35.32,62.99
7605,285,76,135,79607.72,10.455,19,36,63.443,449:444,38.09,28.55,178.2,0.2,0.83931136,67.95,35.27,62.98
7606,283,75,135,79618.15,10.366,19,36,63.503,442,38.09,28.5,178.1,0.2,0.8394217,69.182,35.23,63.0
7607,282,74,135,79630.46,10.571,19,36,63.511,892:444,38.09,28.5,176.9,0.2,0.8395321,70.06,35.2,62.48
7608,284,73,135,79642.45,10.571,19,37,63.461,442:441:439,38.09,28.5,175.7,0.2,0.8396424,69.667,35.17,61.99
7609,285,74,135,79652.31,10.571,19,37,63.374,442:442,38.09,28.5,175.0,0.2,0.8397528,69.013,35.15,61.74
7610,286,75,135,79661.77,10.571,19,36,63.269,439:439,38.09,28.5,173.8,0.2,0.8398631,69.314,35.07,61.81
7611,286,77,135,79672.48,10.571,19,35,63.248,441:439,38.09,28.55,172.5,0.2,0.8399735,70.348,34.98,62.02
7612,286,79,135,79683.2,10.571,19,35,63.265,439:442,38.09,28.55,171.6,0.2,0.8400839,70.182,34.98,61.4
7613,285,79,135,79693.06,10.413,19,34,63.334,437:439:442,38.09,28.55,171.2,0.2,0.8401942,69.526,35.01,61.0
7614,282,79,136,79702.09,10.154,19,34,63.452,437:439,38.09,28.55,171.9,0.2,0.8403046,70.421,35.05,61.35
7615,282,78,136,79712.5,10.262,19,35,63.49,444:439,38.09,28.5,172.4,0.2,0.84041494,70.743,35.07,61.45
7616,283,78,136,79723.07,10.414,19,35,63.449,439:442,38.09,28.55,172.5,0.2,0.8405253,70.436,35.07,61.37
7617,283,78,136,79732.55,10.274,19,35,63.447,442:437:444,38.09,28.55,172.7,0.2,0.8406357,69.558,35.08,61.29
7618,282,76,137,79743.33,10.475,19,35,63.506,441:442,38.09,28.55,172.7,0.2,0.84074605,69.839,35.12,61.19
7619,283,75,137,79754.05,10.571,19,36,63.499,441:437:444,38.09,28.55,172.8,0.2,0.84085643,69.878,35.2,61.32
7620,284,75,136,79764.79,10.571,19,36,63.378,442:441,38.09,28.55,172.8,0.2,0.84096676,70.089,35.29,61.53
7621,284,75,136,79775.12,10.571,19,36,63.288,441:442,38.09,28.55,173.6,0.2,0.84107715,69.522,35.35,61.91
7622,285,75,135,79785.17,10.571,19,36,63.328,437:441,38.09,28.5,174.5,0.2,0.8411875,69.617,35.42,62.26
7623,285,76,136,79795.89,10.571,19,36,63.42,442:884,38.09,28.5,175.3,0.2,0.84129786,69.039,35.48,62.55
7624,285,77,136,79806.99,10.464,19,35,63.495,442:444,38.09,28.5,175.8,0.2,0.84140825,68.528,35.59,62.69
7625,284,77,136,79818.44,10.319,19,35,63.482,437:442,38.09,28.5,175.6,0.2,0.8415186,69.164,35.74,62.56
7626,283,76,136,79829.16,10.475,19,36,63.441,442:444,38.09,28.55,174.8,0.2,0.84162897,68.59,35.86,62.28
7627,283,76,136,79839.9,10.571,19,36,63.371,437:439,38.09,28.55,174.1,0.2,0.8417393,69.066,35.96,62.1
7628,283,76,136,79850.63,10.571,19,36,63.292,444:442:437,38.09,28.55,173.5,0.2,0.8418497,68.381,36.05,62.1
7629,284,76,136,79861.36,10.571,19,36,63.27,880,38.09,28.55,172.8,0.2,0.8419601,69.193,36.14,61.93
7630,284,75,136,79872.09,10.571,19,36,63.293,883,38.09,28.55,172.1,0.2,0.8420704,69.651,36.23,61.72
7631,284,75,135,79881.6,10.571,19,36,63.284,441:442,38.09,28.55,171.4,0.2,0.8421808,68.894,36.31,61.61
7632,286,76,136,79890.66,10.571,19,36,63.259,442:435:439,38.09,28.55,172.1,0.2,0.8422911,69.353,36.38,62.2
7633,286,77,136,79902.1,10.571,19,35,63.222,439:444,38.09,28.55,174.0,0.2,0.8424015,69.525,36.43,63.37
7634,284,77,136,79912.82,10.571,19,35,63.231,439:439:444,38.09,28.55,175.1,0.2,0.8425119,69.188,36.53,63.36
7635,283,76,136,79923.57,10.571,19,36,63.324,442,38.09,28.55,176.3,0.2,0.8426222,69.149,36.63,63.4
7636,283,75,136,79934.3,10.571,19,36,63.431,439:442:442,38.09,28.55,177.6,0.2,0.8427326,70.699,36.77,63.78
7637,284,75,136,79945.06,10.571,19,36,63.478,435:439,38.09,28.55,178.5,0.2,0.84284294,70.695,36.82,63.99
7638,284,75,136,79955.78,10.571,19,36,63.387,442:444:446,38.09,28.55,179.4,0.2,0.8429533,70.145,36.87,64.23
7639,284,75,136,79966.52,10.571,19,36,63.338,439,38.09,28.55,180.7,0.2,0.84306365,69.731,36.91,64.76
7640,285,76,136,79977.25,10.571,19,36,63.399,887:441,38.09,28.55,181.0,0.2,0.84317404,70.215,36.96,64.98
7641,285,76,136,79987.95,10.571,19,36,63.51,444:444,38.09,28.55,180.8,0.2,0.8432844,70.743,37.03,65.0
7642,284,77,136,79998.67,10.443,19,35,63.564,439:441,38.09,28.55,181.7,0.2,0.84339476,70.008,37.06,65.17
7643,283,77,135,80008.23,10.375,19,35,63.579,444:439:442,38.09,28.5,182.9,0.2,0.84350514,70.197,37.09,65.4
7644,284,78,135,80018.07,10.571,19,35,63.577,442:441,38.09,28.55,185.2,0.2,0.8436155,69.91,37.11,65.31
7645,286,80,135,80030.9,10.571,19,34,63.567,437:442,38.09,28.55,187.4,0.2,0.84372586,69.483,37.16,65.12
7646,285,81,135,80041.22,10.341,19,34,63.522,442:437,38.09,28.55,187.9,0.2,0.84383625,69.574,37.32,65.06
7647,282,81,136,80050.91,10.033,19,33,63.484,442:442:437,38.09,28.55,189.3,0.2,0.8439466,69.825,37.42,65.38
7648,281,80,136,80060.95,10.343,19,34,63.381,439:437,38.09,28.55,191.0,0.2,0.84405696,69.835,37.49,65.91
7649,282,78,135,80071.68,10.571,19,35,63.272,439:446:439,38.09,28.55,191.9,0.2,0.8441673,70.145,37.43,66.03
7650,283,77,136,80082.41,10.571,19,35,63.186,442:439,38.09,28.55,192.8,0.2,0.8442777,69.225,37.34,66.2
7651,284,76,135,80093.11,10.571,19,36,63.173,883,38.09,28.55,196.1,0.2,0.844388,70.645,37.15,67.92
7652,284,75,136,80103.42,10.571,19,36,63.177,432:439,38.09,28.55,196.6,0.2,0.8444984,69.71,36.99,68.18
7653,283,75,137,80113.88,10.571,19,36,63.147,437:437,38.09,28.55,196.2,0.2,0.8446088,69.721,36.83,67.99
7654,282,76,137,80124.44,10.571,19,35,63.18,442:437:437,38.09,28.55,195.8,0.2,0.8447191,70.315,36.64,67.97
7655,282,75,136,80133.51,10.571,19,36,63.221,444:439,38.09,28.55,195.8,0.2,0.8448295,70.279,36.49,68.21
7656,282,73,136,80143.57,10.571,19,37,63.275,439:441,38.09,28.55,195.9,0.2,0.8449398,69.413,36.36,68.58
7657,283,72,137,80155.39,10.571,19,38,63.309,437:442:435,38.09,28.55,195.6,0.2,0.8450502,69.905,36.12,68.85
7658,283,71,137,80168.22,10.571,19,38,63.251,441:437,38.09,28.55,195.4,0.2,0.8451606,71.252,35.91,69.12
7659,284,71,137,80177.21,10.571,19,38,62.951,435:435,38.09,28.55,195.2,0.2,0.84527093,71.738,35.72,69.39
7660,283,71,137,80185.41,10.442,19,38,62.045,439,38.09,28.55,194.7,0.2,0.8453813,70.214,35.5,69.52
7661,281,72,136,80196.52,10.229,19,37,61.161,866:867,38.09,28.55,193.9,0.2,0.84549165,68.859,35.26,69.51
7662,281,71,136,80208.27,10.313,19,38,60.629,432:437,38.09,28.55,193.5,0.2,0.84560204,68.982,35.02,69.74
7663,282,70,137,80218.87,10.571,19,38,60.488,433:433,38.09,28.55,193.3,0.2,0.8457124,69.432,34.79,70.11
7664,283,69,137,80227.93,10.571,19,39,60.526,433:433,38.09,28.55,191.3,0.2,0.84582275,68.869,34.53,69.55
7665,282,69,137,80237.62,10.571,19,39,60.569,430:435:433,38.09,28.55,189.6,0.2,0.84593314,69.349,34.28,69.39
7666,283,68,138,80248.53,10.571,19,40,60.459,435:432,38.09,28.55,189.2,0.2,0.84604347,69.96,34.07,70.38
7667,283,67,138,80260.11,10.571,19,40,60.472,437:437:433,38.09,28.55,189.1,0.2,0.84615386,68.83,33.95,70.99
7668,284,67,138,80269.49,10.571,19,40,60.597,437:437,38.09,28.55,189.2,0.2,0.8462642,70.831,33.91,71.25
7669,286,67,138,80279.14,10.571,19,41,60.676,433:437,38.09,28.55,189.4,0.2,0.8463746,72.124,33.88,71.51
7670,287,68,138,80290.16,10.571,19,40,60.673,439:437:435,38.09,28.55,190.9,0.2,0.84648496,72.432,33.92,71.66
7671,288,70,138,80300.55,10.571,19,39,60.503,437:437,38.09,28.55,192.6,0.2,0.8465953,73.438,33.98,71.8
7672,289,74,138,80312.88,10.571,19,37,60.241,437,38.09,28.55,194.0,0.2,0.8467057,74.265,34.05,71.9
7673,288,77,137,80324.5,10.571,19,36,59.924,1309,38.09,28.55,194.5,0.2,0.846816,74.542,34.19,71.88
7674,285,79,137,80334.94,10.514,19,34,59.539,437:437:433,38.09,28.55,195.2,0.2,0.8469264,73.998,34.35,71.92
7675,282,79,137,80344.16,10.371,19,34,59.065,437:433,38.09,28.55,196.2,0.2,0.8470368,74.443,34.6,72.14
7676,281,78,137,80352.36,10.341,19,34,58.285,437:435,38.09,28.55,197.6,0.2,0.8471471,74.772,34.93,72.57
7677,282,76,137,80367.78,10.502,19,35,57.243,433:435,38.09,28.55,199.6,0.2,0.8472575,74.936,35.45,73.42
7678,285,76,137,80378.53,10.571,19,36,55.941,437:435:439,38.09,28.55,201.9,0.2,0.8473678,74.571,36.14,74.32
7679,285,77,137,80388.09,10.571,19,35,54.702,437:432,38.09,28.55,204.4,0.2,0.8474782,76.282,36.94,75.12
7680,284,78,137,80397.17,10.571,19,35,53.804,435:432,38.09,28.55,206.7,0.2,0.84758854,77.928,37.6,75.21
7681,284,78,138,80408.59,10.571,19,35,52.938,435:435,38.09,28.55,208.3,0.2,0.8476989,77.445,38.4,75.27
7682,284,78,138,80418.9,10.571,19,35,52.444,437:435:435,38.09,28.55,208.8,0.2,0.8478093,77.78,39.44,75.3
7683,283,77,138,80429.37,10.571,19,35,52.477,430:437,38.09,28.55,209.7,0.2,0.84791964,77.92,40.45,75.74
7684,284,77,138,80440.8,10.571,19,35,52.854,435:435:433,38.09,28.55,209.5,0.2,0.84803003,78.463,41.32,75.08
7685,284,77,138,80451.09,10.571,19,35,53.27,435:435,38.09,28.55,209.0,0.2,0.84814036,77.617,42.1,74.84
7686,283,77,138,80461.12,10.571,19,35,53.53,435:435,38.09,28.55,208.3,0.2,0.84825075,78.505,42.52,74.79
7687,283,76,138,80472.29,10.571,19,36,53.52,428:435:432,38.09,28.55,208.1,0.2,0.84836113,77.652,42.8,74.56
7688,284,76,138,80483.3,10.571,19,36,53.312,430:433,38.09,28.55,207.4,0.2,0.84847146,77.673,43.06,73.84
7689,284,76,138,80492.98,10.571,19,36,53.008,864,38.09,28.55,202.3,0.2,0.84858185,79.142,43.21,71.83
7690,285,76,138,80502.63,10.571,19,36,52.612,425:435,38.09,28.55,202.5,0.2,0.8486922,78.919,43.28,73.08
7691,285,77,138,80513.05,10.571,19,35,52.403,860,38.09,28.55,203.6,0.2,0.84880257,78.664,43.2,73.84
7692,285,79,138,80524.48,10.571,19,34,52.301,428,38.09,28.55,203.9,0.2,0.8489129,78.886,43.11,74.38
7693,286,80,139,80535.19,10.571,19,34,52.421,1291:430,38.09,28.55,202.2,0.2,0.8490233,79.587,42.99,74.28
7694,287,83,139,80545.5,10.571,19,33,52.89,430:425:428,38.09,28.55,200.5,0.2,0.8491337,79.414,42.87,74.19
7695,287,85,139,80555.23,10.571,19,32,53.36,430:426,38.09,28.55,199.6,0.2,0.849244,79.83,42.53,74.05
7696,284,86,139,80565.27,10.571,19,32,53.696,426:428,38.09,28.55,199.0,0.2,0.8493544,79.705,42.11,73.86
7697,282,85,139,80576.01,10.536,19,32,54.114,428:426:428,38.09,28.55,197.3,0.2,0.8494647,80.406,41.62,73.29
7698,282,83,139,80586.74,10.397,19,32,54.631,428:426,38.09,28.55,195.8,0.2,0.8495751,79.639,41.1,72.83
7699,283,81,140,80597.46,10.452,19,33,55.161,428:419:430,38.09,28.55,195.6,0.2,0.8496855,78.544,40.42,72.83
7700,284,81,140,80608.2,10.571,19,33,55.811,428:428,38.09,28.55,194.3,0.2,0.8497958,78.517,39.73,71.98
7701,282,79,140,80618.93,10.504,19,34,56.52,423:430,38.09,28.55,192.7,0.2,0.8499062,78.526,39.03,70.77
7702,282,77,140,80629.66,10.475,19,35,57.13,428:423:428,38.09,28.55,194.2,0.2,0.85001653,77.688,38.56,70.73
7703,283,76,140,80639.98,10.571,19,36,57.662,416:432,38.09,28.55,195.6,0.2,0.8501269,77.197,38.1,70.69
7704,284,76,140,80650.04,10.571,19,36,57.984,428:428,38.09,28.55,197.3,0.2,0.8502373,77.754,37.48,70.9
7705,285,77,140,80660.4,10.571,19,35,58.166,428:421:428,38.09,28.55,199.6,0.2,0.85034764,78.147,36.61,71.5
7706,286,79,140,80670.43,10.571,19,35,58.411,426:421,38.09,28.55,199.2,0.2,0.850458,76.392,35.97,71.11
7707,286,80,140,80681.57,10.571,19,34,58.854,428:423,38.09,28.55,198.9,0.2,0.85056835,77.107,35.37,70.78
7708,285,81,141,80693.34,10.571,19,34,59.325,425:421:426,38.09,28.55,200.6,0.2,0.85067874,77.65,34.88,71.54
7709,284,81,140,80703.55,10.571,19,33,59.628,425:421,38.09,28.55,202.4,0.2,0.85078907,76.579,34.49,72.2
7710,284,81,140,80712.65,10.568,19,33,59.781,425:428,38.09,28.55,204.2,0.2,0.85089946,75.895,34.28,72.69
7711,284,81,141,80723.66,10.565,19,33,59.987,425:423:423,38.09,28.55,206.1,0.2,0.85100985,76.919,34.12,72.9
7712,284,80,141,80734.77,10.571,19,34,60.185,414:428,38.09,28.55,208.0,0.2,0.8511202,76.796,34.03,72.84
7713,283,80,141,80747.23,10.571,19,34,60.388,426:425,38.09,28.55,209.1,0.2,0.85123056,76.681,33.98,72.82
7714,283,80,141,80756.91,10.571,19,34,60.632,423:419:425,38.09,28.55,210.0,0.2,0.8513409,76.456,33.93,72.81
7715,283,79,141,80766.55,10.571,19,34,60.898,423:423,38.09,28.55,211.4,0.2,0.8514513,75.697,33.86,72.99
7716,284,79,141,80776.97,10.571,19,34,61.026,412:423,38.09,28.55,214.5,0.2,0.85156167,75.261,33.71,73.88
7717,284,79,142,80788.41,10.571,19,34,60.925,425:419:421,38.09,28.55,215.4,0.2,0.851672,75.355,33.51,72.98
7718,284,79,141,80798.73,10.571,19,34,60.757,423:414,38.09,28.55,215.9,0.2,0.8517824,75.578,33.38,72.61
7719,283,78,141,80808.49,10.571,19,35,60.673,418:423:416,38.09,28.6,216.5,0.2,0.8518927,75.338,33.31,72.84
7720,283,77,142,80818.25,10.571,19,35,60.74,423:419,38.09,28.6,215.4,0.2,0.8520031,76.098,33.25,72.83
7721,284,77,142,80828.16,10.571,19,35,60.859,421:425,38.09,28.55,213.7,0.2,0.8521134,75.449,33.21,72.73
7722,285,77,142,80838.88,10.571,19,35,61.03,421:421,38.09,28.55,212.9,0.2,0.8522238,74.997,33.21,72.75
7723,284,77,143,80849.93,10.571,19,35,61.133,416,38.09,28.55,212.4,0.2,0.8523342,74.662,33.23,72.82
7724,284,77,143,80861.36,10.571,19,35,61.227,1263:412,38.09,28.55,211.6,0.2,0.8524445,74.458,33.39,72.79
7725,284,77,143,80872.11,10.571,19,35,61.34,423:419:419,38.09,28.55,210.7,0.2,0.8525549,75.125,33.58,72.72
7726,284,77,142,80882.14,10.571,19,35,61.352,414:425,38.09,28.55,210.4,0.2,0.85266525,75.561,33.78,72.66
7727,284,77,142,80891.73,10.571,19,35,61.301,423:416:425,38.09,28.55,210.3,0.2,0.85277563,75.195,33.98,72.59
7728,284,77,143,80902.6,10.571,19,35,61.317,423:418,38.09,28.55,210.2,0.2,0.852886,74.18,34.04,72.49
7729,284,77,143,80911.86,10.571,19,35,61.438,426:423,38.09,28.55,210.0,0.2,0.85299635,73.507,34.1,72.38
7730,285,78,143,80922.28,10.571,19,35,61.683,421:412:426,38.09,28.55,209.9,0.2,0.85310674,73.908,34.16,72.27
7731,285,78,142,80932.83,10.571,19,35,61.937,425:425,38.09,28.55,209.8,0.2,0.85321707,74.091,34.22,72.16
7732,284,77,142,80945.5,10.571,19,35,62.053,421:416:428,38.1,28.55,209.7,0.2,0.85332745,74.099,34.28,72.05
7733,283,77,142,80957.25,10.571,19,35,62.023,421,38.1,28.55,209.5,0.2,0.8534378,75.427,34.45,72.29
7734,284,77,142,80968.3,10.571,19,35,61.869,837:423,38.1,28.55,209.8,0.2,0.85354817,75.913,34.61,72.67
7735,284,77,142,80978.32,10.571,19,35,61.623,421:418:414,38.1,28.55,211.4,0.2,0.85365856,75.822,34.68,73.24
7736,284,77,142,80989.37,10.571,19,35,61.422,421:421,38.1,28.55,213.3,0.2,0.8537689,75.802,34.72,73.45
7737,284,77,142,81000.79,10.571,19,35,61.313,418:414,38.1,28.55,215.5,0.2,0.8538793,76.2,34.74,73.43
7738,284,76,142,81011.65,10.571,19,36,61.247,421:418:418,38.1,28.55,215.7,0.2,0.8539896,74.828,34.88,73.5
7739,283,77,142,81022.35,10.571,19,35,61.14,832,38.1,28.55,214.9,0.2,0.8541,74.113,35.03,73.34
7740,283,77,142,81033.06,10.571,19,35,60.978,419:418:418,38.1,28.55,214.2,0.2,0.8542104,74.979,35.19,73.15
7741,284,76,143,81042.95,10.571,19,36,60.752,421:421,38.1,28.55,213.8,0.2,0.8543207,74.689,35.38,72.95
7742,285,76,143,81052.41,10.571,19,36,60.479,414:423,38.1,28.55,213.2,0.2,0.8544311,74.428,35.57,72.84
7743,285,76,143,81063.1,10.571,19,36,60.324,421:418:418,38.1,28.55,212.0,0.2,0.8545414,74.572,35.8,73.02
7744,285,78,143,81073.86,10.571,19,35,60.35,421,38.1,28.55,212.9,0.2,0.8546518,74.871,36.05,73.57
7745,285,79,143,81084.62,10.571,19,34,60.395,843:416,38.1,28.55,215.1,0.2,0.8547622,74.154,36.3,74.37
7746,284,79,143,81094.44,10.571,19,34,60.478,423:425:423,38.09,28.55,213.9,0.2,0.8548725,73.321,36.56,73.41
7747,284,79,143,81103.88,10.571,19,34,60.593,425,38.09,28.55,212.2,0.2,0.8549829,73.848,36.77,72.46
7748,284,79,143,81114.63,10.504,19,34,60.769,842:425:425,38.09,28.55,209.9,0.2,0.85509324,74.104,36.88,71.68
7749,284,78,143,81125.39,10.475,19,35,60.808,416,38.09,28.55,209.2,0.2,0.8552036,73.611,36.89,71.69
7750,283,78,143,81136.12,10.571,19,35,60.7,856:426,38.09,28.55,209.2,0.2,0.85531396,73.452,36.86,72.01
7751,283,77,142,81146.43,10.571,19,35,60.502,850:419,38.09,28.55,210.0,0.2,0.85542434,74.472,36.76,72.61
7752,283,77,141,81156.82,10.571,19,35,60.292,430:428,38.09,28.55,210.3,0.2,0.85553473,74.192,36.59,73.01
7753,285,76,141,81167.4,10.571,19,36,60.14,426:423,38.09,28.55,210.1,0.2,0.85564506,73.132,36.35,73.18
7754,286,77,141,81176.86,10.571,19,35,60.05,432:859,38.09,28.55,211.2,0.2,0.85575545,73.663,36.14,73.68
7755,286,79,141,81188.45,10.571,19,35,60.067,423,38.09,28.55,212.4,0.2,0.8558658,74.024,35.93,74.2
7756,285,79,141,81200.51,10.571,19,34,60.113,864:430,38.09,28.55,213.4,0.2,0.85597616,73.294,35.75,74.54
7757,286,80,141,81210.32,10.571,19,34,60.074,425:432,38.09,28.55,214.1,0.2,0.85608655,74.068,35.6,75.14
7758,285,81,140,81219.78,10.571,19,34,60.2,432:428:425,38.09,28.55,214.6,0.2,0.8561969,73.983,35.49,76.05
7759,283,82,140,81230.55,10.315,19,33,60.386,432:430,38.09,28.55,214.1,0.2,0.85630727,74.085,35.43,76.16
7760,281,80,140,81241.27,10.142,19,34,60.358,428:425:432,38.09,28.55,212.6,0.2,0.8564176,70.828,35.4,75.59
7761,281,78,140,81251.1,10.475,19,34,60.215,435:432,38.09,28.55,212.8,0.2,0.856528,72.2,35.4,75.61
7762,283,77,139,81260.16,10.571,19,35,60.584,425:437,38.09,28.55,213.5,0.2,0.8566383,72.082,35.41,75.8
7763,283,76,139,81271.38,10.571,19,36,61.109,435:430,38.09,28.55,214.0,0.2,0.8567487,72.634,35.42,75.87
7764,283,75,139,81284.2,10.571,19,36,61.568,430:867,38.09,28.55,213.0,0.2,0.8568591,73.751,35.46,75.0
7765,284,75,140,81294.94,10.571,19,36,61.968,862,38.09,28.55,212.1,0.2,0.8569694,73.835,35.49,74.3
7766,285,75,139,81304.43,10.571,19,36,62.246,437:862,38.09,28.55,211.5,0.2,0.8570798,73.356,35.49,73.8
7767,285,75,138,81313.48,10.571,19,36,62.43,435:437,38.09,28.55,211.8,0.2,0.85719013,74.13,35.46,73.52
7768,286,75,138,81324.91,10.571,19,36,62.558,435:425,38.09,28.55,212.6,0.2,0.8573005,73.336,35.42,73.38
7769,287,77,139,81335.66,10.571,19,36,62.662,432:442:432,38.09,28.55,212.1,0.2,0.8574109,72.482,35.42,73.24
7770,287,80,139,81345.53,10.571,19,34,62.785,428:435,38.09,28.55,211.9,0.2,0.85752124,72.872,35.41,73.23
7771,284,81,138,81356.77,10.432,19,33,62.859,435:433,38.09,28.6,212.6,0.2,0.8576316,72.968,35.38,73.61
7772,283,79,138,81369.13,10.373,19,34,62.939,425:435,38.09,28.55,212.4,0.2,0.85774195,73.103,35.33,73.54
7773,284,79,138,81378.59,10.571,19,34,63.025,437:433:426,38.09,28.55,211.6,0.2,0.85785234,72.294,35.25,73.17
7774,285,80,139,81389.34,10.567,19,34,63.123,437:437,38.09,28.55,210.0,0.2,0.85796267,72.69,35.22,72.7
7775,285,80,139,81399.17,10.565,19,34,63.153,437:428,38.09,28.55,208.7,0.2,0.85807306,72.953,35.22,72.4
7776,285,80,138,81408.64,10.571,19,34,63.102,437:439,38.09,28.55,207.7,0.2,0.85818344,71.982,35.26,72.31
