time,watts,cadence,heartrate,distance,velocity_smooth,temp,torque,smo2,core_temperature,PercentageinZ2,THb,hrv,HeatStrainIndex,respiration,skin_temperature,TymeBreathRate,tidal_volume,TymeVentilation
491,270,77,122,4446.71,9.467,19,33,67.489,37.21,0.067029975,66.917,509:21:00,0.0,28.29,30.9,27.25,323.6,89.44
492,272,77,122,4456.17,9.464,19,34,67.538,37.21,0.06716621,66.282,500,0.0,28.29,30.9,27.2,322.3,89.34
493,273,77,121,4467.52,9.467,19,34,67.688,37.21,0.06730245,66.41,508:28:20,0.0,28.29,30.9,27.13,322.2,89.49
494,273,78,120,4476.31,9.469,19,33,67.80699999999999,37.21,0.06743869,66.571,507:17:00,0.0,27.13,30.9,27.06,322.2,89.65
495,273,79,120,4486.01,9.463,19,33,67.83500000000001,37.21,0.06757493,66.494,508:20:00,0.0,27.13,30.9,26.96,321.9,89.68
496,272,79,120,4494.61,9.465,19,33,67.82181818181817,37.21,0.067711174,66.86181818181818,505:15:00,0.0,27.13,30.9,26.81,321.3,89.56
497,270,79,120,4504.44,9.469,19,33,67.78555555555556,37.21,0.06784741,66.45777777777778,501:15:00,0.0,27.13,30.9,26.67,320.6,89.44
498,271,78,120,4515.03,9.467,19,33,67.779,37.21,0.06798365,66.782,508:23:00,0.0,27.13,30.9,26.62,320.9,89.19
499,273,77,120,4523.31,9.463,19,34,67.70636363636363,37.21,0.06811989,68.31545454545454,512:23:00,0.0,26.35,30.9,26.63,321.5,88.87
500,272,77,121,4532.19,9.465,19,34,67.38888888888889,37.21,0.06825613,69.23222222222222,507:28:00,0.0,26.35,30.9,26.65,322.4,89.08
501,270,78,120,4542.51,9.469,19,33,67.11181818181818,37.22,0.06839237,67.85909090909091,516:24:00,0.0,26.35,30.9,26.67,323.2,89.45
502,270,77,120,4552.29,9.467,19,33,67.124,37.22,0.06852861,68.514,512:28:00,0.0,26.35,30.9,26.72,324.2,89.95
503,273,75,120,4561.18,9.465,19,35,67.19666666666666,37.22,0.06866485,67.86666666666666,512:20:00,0.0,26.35,30.9,26.77,325.3,90.5
504,274,75,119,4570.92,9.467,19,35,67.44818181818181,37.22,0.06880109,66.75,507:17:00,0.0,25.83,30.9,26.82,326.3,91.05
505,273,76,119,4579.8,9.465,19,34,67.724,37.22,0.06893733,66.733,511:23:00,0.0,25.83,30.9,26.94,326.4,91.45
506,273,77,119,4589.51,9.467,19,34,67.87888888888888,37.22,0.06907357,66.80000000000001,505:19:00,0.0,25.83,30.9,27.1,326.0,91.77
507,271,78,119,4598.39,9.465,19,33,67.89,37.22,0.06920981,66.36,508:17:00,0.0,25.83,30.9,27.3,325.3,91.93
508,271,77,120,4608.14,9.467,19,34,67.813,37.22,0.06934605,65.94800000000001,507:19:00,0.0,25.83,30.9,27.74,322.7,91.34
509,272,76,120,4617.03,9.465,19,34,67.73888888888888,37.22,0.06948229,67.53444444444443,508:23:00,0.0,26.28,30.9,28.01,323.1,91.36
510,273,77,120,4626.58,9.468,19,34,67.65181818181819,37.22,0.06961853,67.37272727272727,500,0.0,26.28,30.9,28.21,324.7,91.63
511,271,78,120,4634.87,9.464,19,33,67.57000000000001,37.22,0.06975477,68.232,1009:27:00,0.0,26.28,30.9,28.41,326.3,91.9
512,270,78,120,4646.05,9.469,19,33,67.31,37.22,0.069891006,68.24555555555555,512:19:00,0.0,26.28,30.9,28.74,326.2,91.09
513,271,76,120,4655.79,9.467,19,34,67.0409090909091,37.22,0.07002725,67.40181818181817,508:21:00,0.0,26.28,30.9,29.11,325.5,89.92
514,272,75,120,4664.68,9.465,19,35,67.182,37.22,0.07016349,66.96000000000001,515:23:00,0.0,26.57,30.9,29.37,320.8,89.52
515,273,76,120,4675.03,9.469,19,34,67.35444444444445,37.22,0.07029973,65.79333333333334,497,0.0,26.57,30.9,29.63,315.8,88.92
516,272,76,119,4684.77,9.467,19,34,67.53636363636363,37.22,0.07043597,66.54272727272728,508:21:00,0.0,26.57,30.9,29.9,309.8,87.81
517,272,76,120,4693.66,9.465,19,34,67.635,37.22,0.070572205,66.186,508:28:23,0.0,26.57,30.9,30.1,309.1,86.2
518,272,76,119,4703.4,9.467,19,34,67.51111111111112,37.22,0.070708446,66.3488888888889,508:20:00,0.0,26.57,30.9,30.29,309.0,85.21
519,273,76,120,4712.01,9.465,19,34,67.23363636363636,37.22,0.07084469,66.72272727272727,501,0.0,26.57,30.9,30.47,309.4,84.65
520,273,77,120,4721.38,9.468,19,34,67.215,37.22,0.07098093,66.752,508:25:15,0.0,25.59,30.85,30.63,309.6,84.28
521,272,77,120,4730.65,9.465,19,34,67.29777777777778,37.22,0.07111716,66.72555555555556,501:17:00,0.0,25.59,30.85,30.66,308.8,84.72
522,271,77,120,4740.48,9.469,19,34,67.35818181818182,37.22,0.071253404,66.25090909090909,505,0.0,25.59,30.85,30.69,308.2,85.13
523,272,77,120,4751.03,9.467,19,34,67.387,37.22,0.071389645,67.341,508:28:15,0.0,25.59,30.9,30.71,308.7,85.0
524,272,77,120,4759.9,9.465,19,34,67.34777777777778,37.22,0.07152589,67.51333333333334,505:21:00,0.0,24.54,30.9,30.78,307.3,84.42
525,272,77,121,4769.64,9.467,19,34,67.21181818181819,37.22,0.07166213,67.07090909090908,511:20:00,0.0,24.54,30.9,30.91,303.6,83.31
526,272,76,120,4778.53,9.465,19,34,67.099,37.22,0.07179836,67.46900000000001,508:21:00,0.0,24.54,30.9,30.94,301.9,83.15
527,273,76,120,4788.27,9.467,19,34,66.8111111111111,37.22,0.0719346,69.81888888888889,507:13:00,0.0,24.54,30.9,30.96,300.4,83.09
528,272,77,120,4796.66,9.464,19,34,66.27272727272727,37.22,0.072070844,68.84545454545456,499,0.0,24.54,30.9,30.98,299.0,83.05
529,272,77,120,4805.44,9.469,19,34,66.062,37.23,0.072207086,68.304,503:21:10,0.0,24.23,30.9,30.94,299.5,83.29
530,273,77,120,4815.77,9.465,19,34,66.15222222222222,37.23,0.07234333,67.88333333333334,492,0.0,24.23,30.9,30.9,300.0,83.53
531,273,78,120,4825.54,9.467,19,33,66.28363636363636,37.23,0.07247956,68.64454545454545,505:15:00,0.0,24.23,30.9,30.86,301.1,83.8
532,272,78,121,4833.72,9.464,19,33,66.475,37.23,0.0726158,68.969,501:20:13,0.0,24.23,30.9,30.82,305.1,84.18
533,272,78,122,4841.69,9.469,19,33,66.63111111111112,37.23,0.07275204,69.61,501:10:00,0.0,24.23,30.9,30.67,305.6,84.29
534,272,78,121,4853.07,9.465,19,33,66.69363636363636,37.23,0.072888285,70.32454545454544,498:10:00,0.0,25.6,30.9,30.41,303.1,84.15
535,271,78,121,4862.81,9.467,19,33,66.487,37.23,0.073024526,71.509,505:15:00,0.0,25.6,30.9,30.18,301.2,83.91
536,269,78,121,4871.69,9.465,19,33,66.18,37.23,0.07316076,70.34222222222223,503:17:00,0.0,25.6,30.9,29.94,299.4,83.66
537,270,77,122,4881.77,9.469,19,33,65.94636363636363,37.23,0.073297,69.87545454545455,499,0.0,25.6,30.9,29.7,298.0,83.46
538,273,75,122,4891.13,9.468,19,35,66.47999999999999,37.23,0.07343324,69.576,512:35:25,0.0,25.6,30.9,29.42,298.2,83.41
539,274,76,121,4900.66,9.465,19,34,67.26666666666667,37.23,0.073569484,68.91555555555556,512:21:00,0.0,25.73,30.9,29.09,298.6,83.56
540,274,77,121,4911.62,9.469,19,34,68.03727272727272,37.23,0.073705725,68.3509090909091,508:21:00,0.0,25.73,30.9,28.61,299.4,84.43
541,272,78,119,4922.82,9.465,19,33,68.613,37.23,0.07384196,68.978,508:17:00,0.0,25.73,30.9,28.19,300.3,85.21
542,271,79,119,4931.71,9.465,19,33,68.91222222222223,37.23,0.0739782,68.94555555555556,503:08:00,0.0,25.73,30.9,27.84,301.6,85.83
543,270,78,119,4940.85,9.469,19,33,69.08909090909091,37.23,0.07411444,68.65818181818182,505:12:00,0.0,25.73,30.9,27.5,302.9,86.46
544,271,77,120,4947.67,9.465,19,34,69.151,37.23,0.07425068,68.063,511:15:00,0.0,24.63,30.9,27.13,306.6,87.35
545,272,76,121,4957.18,9.464,19,34,69.16333333333334,37.23,0.074386925,67.58444444444444,503:13:00,0.0,24.63,30.9,26.76,312.7,88.49
546,273,76,121,4968.99,9.467,19,34,69.15818181818182,37.23,0.07452316,67.60636363636364,,0.0,24.63,30.9,26.68,316.8,89.14
547,274,78,121,4978.72,9.467,19,34,69.10333333333332,37.23,0.0746594,68.91555555555556,1498:13:00,0.0,24.63,30.9,26.59,320.0,89.55
548,273,79,121,4987.62,9.465,19,33,68.756,37.23,0.07479564,69.475,505:19:00,0.0,24.63,30.9,26.49,320.3,89.2
549,271,80,121,4997.34,9.467,19,32,67.92,37.23,0.07493188,68.741,505:12:00,0.0,23.9,30.9,26.39,320.5,88.86
550,271,79,121,5006.23,9.465,19,33,67.59545454545454,37.23,0.075068116,67.97000000000001,490,0.0,23.9,30.9,26.28,320.8,88.51
551,272,78,121,5015.99,9.467,19,33,67.89666666666666,37.23,0.07520436,67.18777777777778,505:21:10,0.0,23.9,30.9,26.22,319.2,88.2
552,273,78,121,5024.27,9.463,19,33,68.31272727272727,37.23,0.0753406,67.66818181818182,496:06:00,0.0,23.9,30.9,26.15,317.5,87.9
553,274,79,121,5033.16,9.465,19,33,68.625,37.23,0.07547684,67.711,491:13:00,0.0,23.9,30.9,26.09,315.8,87.6
554,272,80,121,5042.9,9.467,19,32,68.59222222222223,37.23,0.07561308,66.09444444444445,503:06:00,0.0,23.9,30.9,26.03,314.1,87.3
555,270,79,122,5051.79,9.465,19,33,68.23818181818181,37.23,0.075749315,67.25727272727272,496:08:00,0.0,24.2,30.9,26.08,312.8,87.36
556,270,78,123,5061.52,9.467,19,33,68.14,37.23,0.07588556,68.228,493:08:00,0.0,24.2,30.9,26.19,311.5,87.6
557,272,77,122,5071.04,9.464,19,34,68.01888888888888,37.23,0.0760218,68.25111111111111,498:08:00,0.0,24.2,30.9,26.29,310.9,87.99
558,274,77,122,5082.84,9.467,19,34,67.9809090909091,37.23,0.07615804,69.10181818181819,494:06:00,0.0,24.2,30.9,26.32,313.4,89.12
559,272,78,123,5092.36,9.468,19,33,67.728,37.23,0.07629428,69.5,494:06:00,0.0,24.2,30.9,26.36,315.9,90.25
560,271,78,123,5100.65,9.464,19,33,67.50444444444445,37.23,0.076430514,68.59555555555556,489:03:00,0.0,23.22,30.9,26.39,318.1,91.23
561,273,78,123,5111.21,9.467,19,33,67.69818181818181,37.23,0.076566756,67.42090909090909,496:06:00,0.0,23.22,30.9,26.41,318.6,91.22
562,272,79,123,5119.82,9.465,19,33,68.087,37.23,0.076703,67.553,493:01:00,0.0,23.22,30.9,26.43,319.1,91.21
563,270,79,123,5129.01,9.468,19,33,68.4011111111111,37.23,0.07683924,67.4511111111111,491:07:13,0.0,23.22,30.9,26.45,319.6,91.2
564,270,78,124,5137.47,9.463,19,33,68.54545454545455,37.23,0.07697548,67.11090909090909,493,0.0,23.22,30.9,26.64,318.3,91.28
565,273,77,124,5147.01,9.465,19,34,68.521,37.23,0.07711171,67.303,500:10:00,0.0,23.35,30.9,26.84,317.3,91.71
566,273,78,124,5156.52,9.468,19,33,68.4588888888889,37.23,0.077247955,67.44777777777777,500:21:10,0.0,23.35,30.9,27.0,317.8,92.74
567,272,79,124,5164.83,9.464,19,33,68.34,37.23,0.077384196,67.96545454545455,498:12:00,0.0,23.35,30.9,27.12,318.5,93.57
568,271,78,122,5175.36,9.467,19,33,68.221,37.23,0.07752044,67.85499999999999,498:08:00,0.0,23.35,30.9,27.11,319.5,93.71
569,272,78,122,5184.26,9.465,19,33,68.19222222222223,37.23,0.07765668,67.47555555555556,496:12:00,0.0,23.84,30.9,27.11,320.6,93.85
570,273,78,122,5195.24,9.468,19,33,68.16363636363636,37.23,0.07779291,67.07,501:08:00,0.0,23.84,30.9,27.1,321.7,94.0
571,273,79,122,5206.43,9.465,19,33,68.124,37.23,0.077929154,66.703,496:12:00,0.0,23.84,30.9,27.18,323.7,93.51
572,270,79,122,5215.05,9.465,19,33,68.13222222222223,37.23,0.078065395,66.91333333333334,445:34:00,0.0,23.84,30.9,27.28,325.6,93.21
573,270,77,122,5224.42,9.468,19,33,68.20545454545454,37.23,0.07820164,66.63181818181819,505:12:00,0.0,23.84,30.9,27.48,327.1,93.53
574,273,77,122,5233.96,9.465,19,34,68.19200000000001,37.23,0.07833788,66.0,508:10:00,0.0,24.55,30.9,27.65,327.7,93.83
575,274,77,122,5243.69,9.467,19,34,68.20222222222222,37.23,0.07847411,67.97222222222223,500:10:00,0.0,24.55,30.9,27.79,327.2,94.11
576,273,78,122,5252.59,9.465,19,33,68.26,37.23,0.07861035,68.37636363636364,505:20:00,0.0,24.55,30.9,28.02,326.2,94.25
577,271,79,122,5262.32,9.467,19,33,68.329,37.23,0.078746594,67.887,503:15:00,0.0,24.55,30.9,28.63,323.0,93.87
578,271,79,122,5270.94,9.465,19,33,68.36444444444444,,0.078882836,67.56888888888889,505:15:00,0.0,24.55,30.9,29.16,323.3,94.77
579,272,79,122,5280.31,9.468,19,33,68.38181818181819,,0.07901908,67.74818181818182,977,0.0,24.55,30.9,29.68,324.8,96.13
580,272,79,121,5289.24,9.463,19,33,68.253,,0.07915531,68.184,512:15:00,0.0,27.39,30.9,30.08,325.9,96.66
581,272,79,121,5298.12,9.465,19,33,68.22666666666666,,0.07929155,67.92888888888889,503:17:00,0.0,27.39,30.9,30.42,326.8,96.71
582,271,78,121,5307.82,9.467,19,33,68.43545454545455,,0.07942779,67.93,,0.0,27.39,30.9,30.76,327.7,96.76
583,271,78,122,5316.67,9.465,19,33,68.662,,0.079564035,67.053,1493:10:00,0.0,27.39,30.9,31.26,328.2,96.7
584,270,77,121,5327.09,9.469,19,33,68.73111111111112,,0.07970027,69.91111111111111,494:28:10,0.0,26.53,30.9,31.73,327.9,96.62
585,271,76,121,5336.85,9.467,19,34,68.28,,0.07983651,70.21,490,0.0,26.53,30.9,32.01,325.8,96.56
586,273,76,121,5345.74,9.465,19,34,67.905,,0.07997275,68.806,500:10:00,0.0,26.53,30.9,32.29,323.8,96.5
587,273,76,122,5355.48,9.467,19,34,67.69444444444444,,0.08010899,69.04,506:22:00,0.0,26.53,30.9,32.45,323.3,96.95
588,271,77,122,5364.36,9.465,19,34,67.8709090909091,,0.080245234,69.45818181818181,508:17:00,0.0,26.53,30.9,32.35,325.3,97.12
589,271,77,122,5373.86,9.468,19,34,68.265,37.24,0.08038147,68.981,500,0.0,26.53,30.9,32.24,327.0,97.0
590,272,77,122,5382.19,9.464,19,34,68.66666666666667,37.24,0.08051771,69.39777777777778,505:13:00,0.0,28.71,30.9,32.26,327.3,96.7
591,273,77,122,5392.72,9.467,19,34,68.71181818181817,37.24,0.08065395,71.13,498:08:00,0.0,28.71,30.9,32.25,327.6,96.96
592,272,77,121,5401.6,9.465,19,34,68.42699999999999,37.24,0.08079019,69.392,501:08:00,0.0,28.71,30.9,32.24,328.1,97.37
593,271,78,121,5411.98,9.469,19,33,68.48444444444445,37.24,0.08092643,69.22333333333333,496:05:00,0.0,28.71,30.9,32.29,328.7,97.35
594,271,77,122,5421.72,9.467,19,34,68.90454545454546,37.24,0.08106267,68.73545454545454,491:05:00,0.0,28.71,30.9,32.36,329.2,97.25
595,272,77,122,5431.24,9.464,19,34,69.438,37.24,0.08119891,69.78,500:16:05,0.0,28.59,30.9,32.5,331.0,97.51
596,273,77,122,5443.03,9.467,19,34,69.66888888888889,37.24,0.08133515,70.16888888888889,490:22:00,0.0,28.59,30.9,32.72,331.9,97.87
597,272,78,123,5452.77,9.467,19,33,69.83,37.24,0.08147139,71.02363636363636,482:12:00,0.0,28.59,30.9,32.95,329.6,97.8
598,273,78,123,5461.05,9.463,19,33,69.798,37.25,0.08160763,70.919,498:01:00,0.0,28.59,30.85,33.14,327.7,97.78
599,274,79,123,5469.95,9.465,19,33,69.63222222222223,37.25,0.081743866,70.59222222222223,489:21:00,0.0,29.29,30.85,33.21,328.2,98.11
600,272,80,123,5479.46,9.468,19,32,69.90454545454546,37.25,0.08188011,69.87363636363636,500:08:00,0.0,29.29,30.85,33.28,328.7,98.44
601,271,80,123,5487.14,9.463,19,32,70.368,37.25,0.08201635,68.893,492:01:00,0.0,29.29,30.85,33.32,329.3,98.62
602,272,80,123,5496.05,9.464,19,32,70.76333333333334,37.25,0.08215259,69.39666666666668,485:01:00,0.0,29.29,30.85,33.28,330.5,98.24
603,273,79,123,5507.2,9.508,19,33,71.06545454545454,37.25,0.08228883,69.56818181818181,493:59:00,0.0,29.29,30.85,33.23,331.7,97.87
604,281,78,123,5516.93,9.777,19,34,71.237,37.25,0.082425065,68.74199999999999,488:57:00,0.0,29.29,30.85,32.92,334.7,98.06
605,293,78,123,5525.54,10.197,19,36,71.2088888888889,37.25,0.08256131,69.02888888888889,483:57:00,0.0,29.76,30.85,32.45,334.3,97.22
606,298,77,123,5535.34,10.197,19,37,71.04636363636364,37.25,0.08269755,69.68818181818182,483:54:00,0.0,29.76,30.85,31.91,332.3,95.9
607,300,76,124,5546.54,10.197,19,38,70.751,37.26,0.08283379,69.888,479:56:00,0.0,29.76,30.9,31.63,331.2,95.28
608,300,76,126,5556.88,10.197,19,38,69.96333333333334,37.26,0.08297003,70.23111111111112,479:59:49,0.0,29.76,30.85,31.35,330.2,94.67
609,300,76,126,5567.21,10.197,19,38,69.53099999999999,37.26,0.083106264,69.568,483:52:00,0.0,30.47,30.85,31.08,329.1,94.06
610,299,76,126,5577.58,10.197,19,38,69.65272727272726,37.26,0.083242506,68.91727272727273,469,0.0,30.47,30.85,30.67,327.8,93.89
611,299,75,127,5587.94,10.197,19,38,70.09444444444445,37.26,0.08337875,67.91444444444444,,0.0,30.47,30.85,30.16,326.3,94.05
612,299,74,127,5598.29,10.197,19,39,70.44090909090909,37.26,0.08351499,67.81545454545454,463,0.0,30.47,30.85,29.58,324.4,93.78
613,299,74,127,5609.26,10.197,19,39,70.59400000000001,37.26,0.08365123,67.0,2346,0.0,30.47,30.85,28.96,322.3,93.3
614,301,74,128,5620.45,10.197,19,39,70.58999999999999,37.26,0.08365123,66.57222222222222,932:35:00,0.0,30.47,30.85,28.71,321.4,92.51
615,302,75,128,5629.34,10.197,19,38,70.49909090909091,37.26,0.08365123,66.70727272727272,465:54:45,0.0,28.19,30.85,28.47,320.5,91.72
616,302,76,128,5639.41,10.197,19,38,70.30888888888889,37.26,0.08365123,66.48888888888888,472:03:00,0.0,28.19,30.85,28.4,321.4,91.81
617,301,77,129,5648.82,10.197,19,37,70.106,37.26,0.08365123,66.29400000000001,502:43:00,0.0,28.19,30.85,28.36,322.5,92.07
618,301,78,130,5658.43,10.197,19,37,69.87,37.26,0.08365123,65.608,474:45:00,0.0,28.19,30.85,28.33,323.7,92.32
619,301,78,129,5669.47,10.197,19,37,69.73272727272727,37.26,0.08365123,66.64818181818181,474:47:00,0.0,28.19,30.85,28.32,325.3,92.39
620,301,79,129,5679.02,10.197,19,36,69.61777777777777,37.26,0.08365123,66.29222222222222,472:49:40,0.0,29.03,30.85,28.34,327.5,92.2
621,299,79,129,5689.37,10.197,19,36,69.48181818181818,37.26,0.08378746,65.96545454545455,465:45:00,0.0,29.03,30.85,28.36,329.8,92.02
622,298,79,129,5699.71,10.197,19,36,69.354,37.26,0.083923705,65.676,470:40:00,0.0,29.03,30.85,28.36,330.6,91.47
623,298,77,129,5710.07,10.197,19,37,69.31555555555556,37.26,0.084059946,66.28666666666668,467:40:00,0.0,29.03,30.85,28.3,328.9,90.29
624,299,76,129,5720.42,10.197,19,38,69.16636363636364,37.26,0.08419619,67.44636363636363,472:47:00,0.0,29.59,30.85,28.24,327.3,89.11
625,300,75,130,5730.78,10.197,19,38,68.85900000000001,37.26,0.08433242,68.00399999999999,469:42:00,0.0,29.59,30.85,28.18,325.7,87.92
626,302,75,130,5741.13,10.197,19,38,68.38888888888889,37.26,0.08433242,68.37777777777778,469:49:00,0.0,29.59,30.85,28.07,324.7,87.06
627,301,75,130,5751.18,10.197,19,38,67.90818181818182,37.26,0.08433242,68.2,472:45:00,0.0,29.59,30.85,27.93,324.3,86.42
628,300,76,129,5760.96,10.197,19,38,67.735,37.26,0.08446866,67.327,472:52:45,0.0,29.59,30.85,27.78,323.9,85.81
629,300,77,130,5772.15,10.197,19,37,67.78,37.26,0.084604904,67.09444444444445,469:45:00,0.0,29.17,30.85,27.46,324.6,86.16
630,300,77,129,5782.53,10.197,19,37,67.82181818181817,37.26,0.084741145,67.34181818181818,476:49:00,0.0,29.17,30.85,27.14,325.2,86.52
631,300,76,129,5792.88,10.197,19,38,67.752,37.26,0.08487739,65.186,476:47:00,0.0,29.17,30.85,26.76,326.0,86.33
632,301,76,129,5803.22,10.197,19,38,67.27,37.26,0.08487739,66.15,474:49:47,0.0,29.17,30.85,26.34,326.8,85.86
633,302,77,129,5812.95,10.197,19,37,67.16818181818182,37.26,0.08487739,66.28818181818181,472:52:00,0.0,29.17,30.85,25.91,327.1,85.48
634,301,78,128,5821.82,10.197,19,37,67.183,37.26,0.08487739,66.799,472:43:00,0.0,28.9,30.85,25.48,327.1,85.14
635,299,78,128,5832.2,10.197,19,37,67.22777777777777,37.26,0.08501362,66.94777777777777,467:42:00,0.0,28.9,30.85,25.18,325.5,84.48
636,299,77,129,5842.55,10.197,19,37,67.33,37.26,0.08514986,67.28636363636363,474:45:00,0.0,28.9,30.85,24.92,323.4,83.75
637,302,77,129,5852.91,10.197,19,37,67.488,37.26,0.08514986,67.576,474:43:00,0.0,28.9,30.85,24.81,321.8,83.45
638,301,78,129,5863.24,10.197,19,37,67.66000000000001,37.26,0.08514986,67.82666666666665,470:43:00,0.0,28.9,30.9,24.77,320.5,83.38
639,299,79,129,5874.17,10.197,19,36,67.80818181818182,37.26,0.0852861,68.34363636363636,476:49:00,0.0,28.9,30.9,24.73,319.1,83.31
640,299,78,129,5886.03,10.197,19,37,67.709,37.26,0.085422345,70.44,474:45:00,0.0,27.92,30.85,24.72,318.8,83.32
641,300,78,129,5896.38,10.197,19,37,67.17333333333333,37.26,0.085558586,69.68111111111111,474:59:49,0.0,27.92,30.85,24.77,320.3,83.45
642,299,78,129,5906.72,10.197,19,37,66.97727272727273,37.26,0.08569482,68.92363636363636,477:52:00,0.0,27.92,30.85,24.83,321.9,83.58
643,299,77,128,5917.03,10.197,19,37,67.14,37.26,0.08583106,68.29444444444444,483:57:00,0.0,27.92,30.85,24.89,323.3,83.58
644,299,76,129,5927.4,10.197,19,38,67.40299999999999,37.26,0.0859673,67.838,476,0.0,27.92,30.85,24.96,324.4,83.36
645,300,76,128,5936.55,10.197,19,38,67.68636363636364,37.26,0.08610354,68.07818181818182,479:57:00,0.0,26.88,30.85,25.04,325.6,83.14
646,300,76,127,5945.23,10.197,19,38,67.973,37.26,0.086239785,67.752,483:59:50,0.0,26.88,30.85,25.05,323.7,81.99
647,301,75,126,5957.87,10.197,19,38,68.17699999999999,37.26,0.086239785,68.214,476:50:00,0.0,26.88,30.85,25.06,321.7,80.81
648,302,77,126,5966.76,10.197,19,37,68.233,37.26,0.086239785,67.626,479:57:49,0.0,26.88,30.85,25.13,320.9,80.21
649,300,78,126,5977.11,10.197,19,37,67.90299999999999,37.26,0.08637602,67.477,474:52:00,0.0,26.98,30.9,25.23,320.9,79.95
650,299,78,127,5987.45,10.197,19,37,67.772,37.26,0.08651226,67.559,474:47:00,0.0,26.98,30.9,25.25,321.7,79.83
651,300,78,127,5997.78,10.197,19,37,67.875,37.26,0.0866485,67.214,470:43:00,0.0,26.98,30.9,25.25,322.6,79.74
652,298,78,127,6008.17,10.197,19,36,68.002,37.26,0.08678474,68.099,474:54:00,0.0,26.98,30.9,25.18,322.9,79.99
653,299,77,128,6018.52,10.197,19,37,68.189,37.26,0.086920984,68.885,479:50:00,0.0,26.98,30.85,25.11,323.2,80.29
654,301,76,129,6028.87,10.197,19,38,68.162,37.26,0.086920984,70.31800000000001,477:54:00,0.0,26.65,30.85,25.04,323.3,80.6
655,301,76,129,6038.59,10.197,19,38,67.867,37.26,0.086920984,69.489,479:54:00,0.0,26.65,30.85,24.84,322.8,81.12
656,301,77,128,6047.49,10.197,19,37,67.877,37.27,0.086920984,69.1,479:54:00,0.0,26.65,30.85,24.71,321.6,81.36
657,300,78,127,6057.84,10.197,19,37,67.839,37.27,0.08705722,68.524,482:01:56,0.0,26.65,30.85,24.69,318.9,81.06
658,300,77,127,6068.19,10.197,19,37,68.02000000000001,37.27,0.08719346,68.216,481:52:00,0.0,26.65,30.85,24.68,316.2,80.77
659,301,77,127,6078.54,10.197,19,37,68.36699999999999,37.27,0.08719346,68.16,483:54:00,0.0,26.82,30.85,24.66,314.2,80.59
660,301,78,127,6088.89,10.197,19,37,68.65299999999999,37.27,0.08719346,67.798,479:50:00,0.0,26.82,30.85,24.64,314.6,80.85
661,300,79,127,6099.24,10.197,19,36,68.80499999999999,37.27,0.0873297,67.00699999999999,481:59:00,0.0,26.82,30.85,24.62,314.9,81.11
662,298,78,127,6109.58,10.197,19,36,68.816,37.27,0.08746594,67.09,483:54:00,0.0,26.82,30.85,24.6,315.2,81.37
663,298,77,126,6119.29,10.197,19,37,68.749,37.27,0.08760218,67.522,479:47:00,0.0,26.82,30.9,24.57,311.2,80.67
664,301,76,127,6128.2,10.197,19,38,68.611,37.27,0.08760218,67.73100000000001,482:06:56,0.0,26.15,30.85,24.64,309.1,80.55
665,301,77,126,6138.57,10.197,19,37,68.475,37.28,0.08760218,67.175,481:52:00,0.0,26.15,30.85,24.76,308.2,80.84
666,300,77,127,6148.93,10.197,19,37,68.39,37.28,0.08773842,67.428,477:52:00,0.0,26.15,30.85,24.87,306.7,80.65
667,300,78,127,6159.27,10.197,19,37,68.18299999999999,37.28,0.08787466,68.92999999999999,483:54:00,0.0,26.15,30.9,24.97,305.0,80.32
668,300,78,126,6169.6,10.197,19,37,67.561,37.28,0.0880109,69.20700000000001,477:49:00,0.0,26.15,30.85,25.03,304.7,80.16
669,299,78,127,6179.98,10.197,19,37,67.21000000000001,37.28,0.08814714,68.964,476:49:00,0.0,24.91,30.85,25.04,306.5,80.21
670,299,77,127,6190.33,10.197,19,37,67.05600000000001,37.28,0.08828338,68.962,474:45:00,0.0,24.91,30.85,25.04,308.2,80.27
671,300,76,127,6200.67,10.197,19,38,67.164,37.28,0.088419616,68.213,470:49:00,0.0,24.91,30.85,25.05,309.3,80.14
672,300,76,128,6211.02,10.197,19,38,67.412,37.28,0.08855586,68.113,479:54:00,0.0,24.91,30.85,25.06,309.4,79.72
673,300,75,128,6220.76,10.197,19,38,67.643,37.28,0.0886921,68.65599999999999,479:49:00,0.0,24.91,30.9,25.08,309.6,79.3
674,301,76,129,6229.64,10.197,19,38,67.752,37.28,0.0886921,68.566,487:48:00,0.0,24.87,30.9,25.09,309.7,79.14
675,299,77,128,6239.97,10.197,19,37,67.826,37.28,0.08882834,68.413,472,0.0,24.87,30.85,25.12,309.9,79.89
676,299,77,127,6250.35,10.197,19,37,67.912,37.28,0.088964574,69.118,950,0.0,24.87,30.9,25.16,309.5,80.3
677,300,76,127,6260.69,10.197,19,38,67.812,37.28,0.089100815,68.72,487:04:56,0.0,24.87,30.9,25.2,308.9,80.64
678,301,76,127,6271.02,10.197,19,38,67.736,37.28,0.089100815,68.663,481:56:00,0.0,24.87,30.85,25.25,308.6,80.99
679,300,76,127,6281.13,10.197,19,38,67.79400000000001,37.28,0.08923706,68.513,486:57:00,0.0,24.85,30.85,25.37,310.6,81.53
680,299,76,126,6290.96,10.197,19,38,67.899,37.28,0.0893733,69.372,483:54:00,0.0,24.85,30.85,25.49,312.6,82.06
