time,watts,cadence,heartrate,distance,velocity_smooth,temp,torque,smo2,core_temperature,PercentageinZ2,THb,hrv,HeatStrainIndex,respiration,skin_temperature,TymeBreathRate,tidal_volume,TymeVentilation
0,225,69,87,0.0,8.834,,31,70.217,,1.3623979E-4,66.137,,0.0,,30.6,11.82,150.3,23.55
1,225,70,88,06.01,8.836,,31,70.24272727272728,,2.7247958E-4,64.50727272727273,677:11:00,0.0,,30.6,12.94,151.7,24.63
2,225,70,89,13.23,8.839,,31,69.822,,4.0871935E-4,64.546,675,0.0,,30.6,13.27,152.1,24.94
3,224,71,89,22.99,8.838,21,30,69.13300000000001,,5.4495916E-4,65.00800000000001,676,0.0,,30.6,13.6,152.5,25.26
4,224,71,89,30.69,8.836,21,30,68.723,,6.811989E-4,65.524,678:11:00,0.0,,30.6,13.93,152.9,25.58
5,223,71,89,38.08,8.835,21,30,68.68666666666667,,8.174387E-4,65.91555555555556,667,0.0,18.9,30.6,14.29,153.4,25.92
6,224,71,89,48.44,8.839,21,30,69.07,,9.5367845E-4,66.34181818181818,670:53:00,0.0,18.9,30.6,14.75,154.0,26.36
7,224,70,89,58.78,8.839,21,31,69.739,,0.0010899183,65.775,647,0.0,18.9,30.6,15.22,154.6,26.81
8,223,70,89,67.98,8.837,21,30,70.30000000000001,,0.001226158,65.77888888888889,661:51:00,0.0,18.9,30.6,15.69,155.2,27.26
9,224,70,90,74.54,8.834,21,31,70.88909090909091,,0.0013623978,65.70727272727272,656:35:00,0.0,18.9,30.6,16.23,155.8,27.77
10,225,69,91,82.58,8.837,21,31,71.655,,0.0014986376,65.886,640:23:00,0.0,18.9,30.6,16.76,156.5,28.28
11,224,69,92,92.31,8.838,21,31,72.39888888888888,,0.0016348774,65.7188888888889,541,0.0,18.9,30.6,17.26,157.1,28.76
12,223,69,92,100.14,8.835,21,31,73.045,,0.0017711172,65.697,699:38:00,0.0,18.9,30.6,17.74,157.7,29.22
13,223,69,93,110.52,8.839,21,31,73.15,,0.0019073569,65.168,647,0.0,18.9,30.65,18.21,158.3,29.68
14,224,68,94,119.7,8.837,21,31,73.026,,0.0020435967,62.549,667:53:00,0.0,21.26,30.65,18.53,158.7,29.98
15,225,68,94,127.09,8.835,21,32,72.634,,0.0021798366,62.031000000000006,648,0.0,21.26,30.65,18.76,159.0,30.2
16,224,69,94,137.45,8.839,21,31,72.1809090909091,,0.0023160763,62.84909090909091,652:34:00,0.0,21.26,30.6,18.99,159.3,30.42
17,224,69,94,146.63,8.837,21,31,71.93333333333334,,0.002452316,61.78,625,0.0,21.26,30.6,19.23,159.6,30.65
18,222,69,94,154.0,8.835,21,31,71.68636363636364,,0.002588556,61.459090909090904,633:15:00,0.0,21.26,30.65,19.46,159.9,30.87
19,222,68,92,164.35,8.839,21,31,71.447,,0.0027247956,60.970000000000006,619:11:00,0.0,23.23,30.65,19.69,160.2,31.09
20,223,67,94,173.54,8.837,21,32,71.21777777777778,,0.0028610355,61.70333333333334,606,0.0,23.23,30.65,20.19,160.8,31.57
21,225,66,95,180.92,8.835,21,33,71.279,,0.0029972752,61.489,615:01:00,0.0,23.23,30.65,20.79,161.5,32.14
22,227,68,96,190.68,8.838,21,32,71.37899999999999,,0.003133515,60.313,610:57:00,0.0,23.23,30.65,21.34,162.3,32.71
23,227,70,98,199.54,8.837,21,31,71.334,,0.0032697548,59.908,597,0.0,23.23,30.65,21.81,163.0,33.26
24,224,71,99,208.72,8.837,21,30,70.804,,0.0034059945,60.669000000000004,604:52:00,0.0,23.23,30.65,22.29,163.7,33.81
25,223,71,99,216.06,8.835,21,30,70.116,,0.0035422344,60.92,598:49:00,0.0,21.78,30.65,22.67,164.4,34.36
26,224,71,100,225.86,8.838,21,30,69.39099999999999,,0.003678474,60.3,587,0.0,21.78,30.65,23.04,165.1,34.91
27,224,71,101,233.39,8.836,21,30,68.48,,0.0038147138,61.141818181818174,595:43:00,0.0,21.78,30.7,23.42,165.9,35.52
28,223,70,101,240.11,8.835,21,30,67.72888888888889,,0.0039509535,61.06555555555556,591:42:00,0.0,21.78,30.7,23.79,166.8,36.17
29,223,69,101,251.3,8.839,21,31,67.029,,0.0040871934,60.992999999999995,588:35:00,0.0,21.61,30.65,24.29,167.7,36.89
30,224,69,102,261.63,8.839,21,31,66.393,,0.0042234333,61.334,574,0.0,21.61,30.65,24.92,168.7,37.67
31,224,70,103,270.82,8.837,21,31,65.66900000000001,,0.0043596732,62.629,586:33:00,0.0,21.61,30.7,25.79,170.1,38.69
32,223,70,103,278.21,8.835,21,30,64.30199999999999,,0.0044959127,62.827999999999996,579:35:00,0.0,21.61,30.7,26.4,171.1,39.45
33,224,69,104,287.98,8.838,21,31,62.71727272727273,,0.0046321526,62.29454545454546,528:38:00,0.0,21.61,30.7,26.77,171.8,39.98
34,225,70,104,296.85,8.837,21,31,61.544,,0.0047683925,61.96,579,0.0,21.61,30.65,27.14,172.4,40.5
35,226,71,104,306.03,8.837,21,30,60.85555555555556,,0.004904632,61.35111111111111,586:37:00,0.0,22.67,30.65,27.44,173.1,40.99
36,224,72,105,312.82,8.834,21,30,60.283,,0.005040872,62.041999999999994,582:33:00,0.0,22.67,30.65,27.74,173.7,41.48
37,224,72,105,321.68,8.837,21,30,59.71909090909091,,0.005177112,62.63363636363636,570,0.0,22.67,30.65,28.0,174.2,41.97
38,223,72,104,331.76,8.839,21,30,59.29777777777778,,0.0053133513,62.974444444444444,578:26:00,0.0,22.67,30.7,28.2,174.3,42.48
39,223,71,104,340.72,8.838,21,30,58.92909090909091,,0.005449591,62.79636363636364,575:23:00,0.0,22.67,30.7,28.4,174.4,42.98
40,224,71,105,347.98,8.834,21,30,58.319,,0.005585831,61.705999999999996,572:20:00,0.0,23.38,30.65,28.6,174.5,43.49
41,224,71,105,356.82,8.837,21,30,57.61333333333333,,0.005722071,62.019999999999996,567:12:00,0.0,23.38,30.7,28.94,174.1,43.83
42,224,71,105,367.16,8.839,21,30,57.26363636363636,,0.0058583105,62.77909090909091,549,0.0,23.38,30.7,29.4,173.6,43.97
43,224,71,106,376.4,8.837,21,30,56.867999999999995,,0.0059945504,63.71,554:16:15,0.0,23.38,30.7,29.93,173.9,43.81
44,224,71,107,383.2,8.834,21,30,56.153333333333336,,0.0061307903,64.36555555555555,555,0.0,23.38,30.7,30.39,175.5,44.92
45,224,71,108,391.79,8.837,21,30,55.607272727272736,,0.00626703,64.16727272727273,564:11:00,0.0,24.64,30.7,30.68,176.8,45.58
46,224,70,109,401.58,8.839,21,31,55.38777777777778,,0.0064032697,64.95777777777778,560:12:00,0.0,24.64,30.7,30.87,178.0,45.99
47,224,70,109,412.17,8.838,21,31,55.556,,0.0065395096,65.556,564:12:00,0.0,24.64,30.7,30.95,179.6,46.35
48,225,70,108,419.88,8.836,21,31,56.032,,0.0066757496,66.17999999999999,554,0.0,24.64,30.7,30.9,181.6,46.68
49,225,71,108,427.24,8.835,21,30,56.711,,0.006811989,66.676,,0.0,24.64,30.7,30.85,183.7,47.0
50,223,72,109,437.57,8.839,21,30,57.465999999999994,,0.006948229,65.897,1670:11:00,0.0,23.51,30.7,30.8,185.7,47.33
51,223,71,108,447.13,8.838,21,30,58.208181818181814,,0.007084469,66.64090909090909,561:11:00,0.0,23.51,30.7,30.68,185.4,47.49
52,224,71,108,454.57,8.836,21,30,58.88777777777778,,0.0072207083,65.90666666666667,559:06:00,0.0,23.51,30.7,30.52,184.1,47.57
53,224,71,108,462.41,8.835,21,30,59.44500000000001,,0.007356948,65.671,545,0.0,23.51,30.7,30.35,183.4,47.73
54,223,71,109,472.79,8.839,21,30,59.867000000000004,,0.007493188,65.89500000000001,555:09:00,0.0,23.51,30.7,30.19,184.7,48.24
55,224,70,109,482.54,8.838,21,31,60.025454545454544,,0.0076294276,65.83181818181818,558:09:00,0.0,23.55,30.7,30.17,186.6,48.74
56,225,70,109,490.2,8.836,21,31,59.96666666666667,,0.0077656675,65.60111111111111,554:01:00,0.0,23.55,30.7,30.23,189.1,49.22
57,225,71,110,497.55,8.835,21,30,59.786,,0.007901907,65.55499999999999,547:00:00,0.0,23.55,30.7,30.41,193.3,49.69
58,223,71,109,507.9,8.839,21,30,59.532,,0.008038147,64.79299999999999,546,0.0,23.55,30.7,30.52,195.5,49.99
59,222,70,110,516.85,8.837,21,30,59.237,,0.008174387,63.952,559:20:14,0.0,21.6,30.7,30.57,195.7,50.11
60,223,69,110,522.68,8.834,21,31,58.79272727272728,,0.008310626,61.86000000000001,554,0.0,21.6,30.7,30.62,195.9,50.23
61,223,68,111,534.05,8.838,21,31,58.17888888888889,,0.008446867,62.830000000000005,564:12:00,0.0,21.6,30.7,30.65,196.2,50.39
62,225,68,110,542.29,8.837,21,32,57.896,,0.008583106,63.225,561:15:00,0.0,21.6,30.7,30.63,196.6,50.69
63,225,69,109,552.36,8.837,21,31,57.948,,0.0087193465,63.545,496:01:00,0.0,21.6,30.7,30.6,197.0,50.99
64,224,69,109,559.72,8.835,21,31,58.01272727272727,,0.008855586,63.77909090909091,530:41:00,0.0,21.6,30.7,30.57,197.5,51.3
65,223,69,108,570.04,8.839,21,31,58.160000000000004,,0.008991825,64.15444444444444,530:42:00,0.0,21.88,30.7,30.51,198.2,51.6
66,224,69,108,579.27,8.837,21,31,58.44,,0.009128066,63.875,253:09:00,0.0,21.88,30.7,30.24,200.7,51.96
67,224,69,108,586.63,8.835,21,31,58.775454545454544,,0.009264305,63.64636363636364,553:01:00,0.0,21.88,30.7,29.87,204.6,52.55
68,225,70,111,596.41,8.838,21,31,59.06444444444445,,0.009400545,64.10666666666667,537,0.0,21.88,30.7,29.34,211.2,53.6
69,225,71,113,605.27,8.837,21,30,59.24545454545455,,0.009536785,64.72818181818182,1095,0.0,21.88,30.7,28.9,210.4,53.46
70,224,72,113,615.05,8.838,21,30,59.30777777777777,,0.0096730245,64.61222222222221,555:09:00,0.0,21.67,30.75,28.52,208.4,53.14
71,223,72,113,623.33,8.837,21,30,59.313,,0.009809264,63.225,554:04:00,0.0,21.67,30.7,28.3,209.2,53.38
72,222,71,111,631.61,8.837,21,30,58.967,,0.009945504,63.910000000000004,553:06:00,0.0,21.67,30.75,28.1,210.2,53.65
73,223,71,110,640.47,8.837,21,30,58.842,,0.010081744,63.636,555:05:00,0.0,21.67,30.7,27.96,212.9,54.05
74,225,70,110,650.23,8.838,21,31,59.001,,0.010217983,63.25699999999999,555:07:00,0.0,21.67,30.7,27.82,215.5,54.45
75,225,71,110,657.93,8.836,21,30,59.26454545454545,,0.010354224,63.66454545454545,553:01:00,0.0,20.75,30.75,27.68,218.1,54.85
76,223,72,110,664.82,8.835,21,30,59.41888888888889,,0.010490463,63.836666666666666,551:06:00,0.0,20.75,30.75,27.49,219.7,54.9
77,221,72,110,673.8,8.839,21,29,59.587,,0.010626703,64.196,546,0.0,20.75,30.7,27.28,220.9,54.8
78,223,71,110,686.01,8.839,21,30,60.09818181818182,,0.010762943,64.36363636363636,554:00:00,0.0,20.75,30.7,27.07,222.1,54.7
79,224,70,110,695.2,8.837,21,31,60.67,,0.010899182,64.23400000000001,546:04:00,0.0,20.75,30.75,26.8,223.1,54.55
80,224,70,110,701.99,8.834,21,31,61.11222222222222,,0.011035423,64.55111111111111,558:10:00,0.0,20.52,30.75,26.42,223.7,54.32
81,224,70,110,710.85,8.837,21,31,61.439,,0.011171662,64.582,556:06:00,0.0,20.52,30.75,26.21,224.2,54.35
82,225,71,111,720.62,8.838,21,30,61.656363636363636,,0.011307902,64.46909090909091,546,0.0,20.52,30.7,26.06,224.7,54.46
83,225,72,110,728.32,8.836,20,30,61.83888888888888,,0.011444142,63.958888888888886,555:06:00,0.0,20.52,30.7,25.91,225.3,54.59
84,224,72,110,735.7,8.835,20,30,62.021,,0.011580382,63.757000000000005,554:01:00,0.0,20.52,30.7,25.87,227.7,55.06
85,223,72,110,746.04,8.839,20,30,62.26636363636363,,0.011716621,62.91454545454545,550:04:00,0.0,20.38,30.7,25.83,230.1,55.53
86,224,72,110,755.81,8.838,20,30,62.45399999999999,,0.011852861,62.998000000000005,553:02:00,0.0,20.38,30.7,25.79,232.5,56.0
87,224,72,110,764.67,8.837,20,30,62.668000000000006,,0.011989101,63.513,1082,0.0,20.38,30.7,25.73,233.7,56.15
88,223,72,110,773.84,8.837,20,30,62.958888888888886,,0.01212534,63.04777777777778,546,0.0,20.38,30.75,25.65,234.3,56.13
89,223,71,110,780.39,8.834,20,30,63.071000000000005,,0.012261581,63.136,555:04:00,0.0,20.38,30.75,25.57,234.8,56.11
90,224,71,111,788.64,8.837,20,30,63.08090909090909,,0.01239782,62.99272727272727,549:57:00,0.0,21.06,30.75,25.47,236.6,56.39
91,224,71,111,799.86,8.839,20,30,62.81222222222222,,0.01253406,63.78888888888889,551:06:00,0.0,21.06,30.75,25.34,239.2,56.89
92,224,70,110,809.04,8.837,20,31,62.701,,0.0126703,63.334,556:09:00,0.0,21.06,30.75,25.17,241.5,57.3
93,225,70,110,815.84,8.834,20,31,62.783,,0.012806539,64.288,493:12:00,0.0,21.06,30.7,24.94,243.5,57.64
94,225,71,111,824.42,8.837,20,30,62.908181818181816,,0.012942779,63.58181818181818,529:41:00,0.0,21.06,30.75,24.71,245.4,57.98
95,223,71,110,834.15,8.839,20,30,62.89444444444444,37.04,0.013079019,63.22222222222222,521,0.0,21.52,30.75,24.5,246.8,57.89
96,223,70,110,844.22,8.837,20,30,63.06727272727273,37.04,0.013215259,62.67636363636364,533:53:00,0.0,21.52,30.7,24.3,248.1,57.72
97,223,69,110,851.56,8.835,20,31,63.3,37.05,0.013351499,63.576,558:10:00,0.0,21.52,30.7,24.1,249.4,57.55
98,224,69,113,861.38,8.838,20,31,63.39444444444444,37.05,0.013487739,63.989999999999995,563:10:00,0.0,21.52,30.7,23.83,250.2,57.42
99,225,70,114,869.45,8.837,20,31,63.440999999999995,37.05,0.013623978,64.40700000000001,555:10:00,0.0,23.8,30.7,23.44,249.7,57.38
100,224,70,114,877.28,8.837,20,31,63.513999999999996,37.05,0.013760218,64.297,563,0.0,23.8,30.7,23.02,244.8,56.96
101,224,70,114,886.78,8.837,20,31,63.658,37.05,0.013896458,64.228,573:23:00,0.0,23.8,30.7,22.76,240.7,56.62
102,225,70,110,896.53,8.838,20,31,63.88999999999999,37.05,0.014032697,64.0190909090909,568:16:00,0.0,23.8,30.7,22.72,240.7,56.65
103,225,71,110,905.39,8.837,20,30,64.12899999999999,37.05,0.014168938,64.46799999999999,564:12:00,0.0,23.8,30.7,22.67,240.8,56.69
104,224,72,107,914.61,8.837,20,30,64.19333333333333,37.05,0.014305177,63.25222222222222,549,0.0,23.8,30.75,22.67,242.0,57.13
105,224,72,107,921.94,8.835,20,30,64.244,37.05,0.014441417,63.834,554:06:00,0.0,24.92,30.75,22.7,243.7,57.78
106,223,72,107,931.73,8.838,20,30,64.39545454545454,37.05,0.014577657,63.10181818181818,558:10:00,0.0,24.92,30.75,22.72,245.5,58.42
107,224,71,108,940.62,8.837,20,30,64.48555555555555,37.05,0.014713896,63.57,559:06:00,0.0,24.92,30.75,22.75,247.6,58.95
108,225,71,109,950.17,8.838,20,30,64.56272727272727,37.05,0.014850136,63.540909090909096,555:10:00,0.0,24.92,30.75,22.78,251.1,59.04
109,224,71,109,957.59,8.836,20,30,64.59666666666666,37.05,0.014986376,63.54,565:20:00,0.0,23.7,30.7,22.82,254.6,59.12
110,223,72,109,965.46,8.835,20,30,64.485,37.05,0.015122616,63.447,572:20:00,0.0,23.7,30.75,22.85,255.9,58.99
111,224,72,110,975.56,8.839,20,30,64.481,37.05,0.015258855,63.864,560,0.0,23.7,30.75,22.88,256.9,58.83
112,224,72,109,984.92,8.838,20,30,64.61699999999999,37.05,0.015395096,63.987,570:20:00,0.0,23.7,30.75,22.91,257.7,58.73
113,224,72,109,994.43,8.837,20,30,64.788,37.05,0.015531335,63.713,572:21:00,0.0,23.7,30.75,22.92,257.8,58.86
114,224,72,107,1004.16,8.838,20,30,64.905,37.06,0.015667574,63.887,569:21:00,0.0,22.49,30.75,22.94,257.9,58.98
115,224,72,107,1011.88,8.836,20,30,64.90181818181817,37.07,0.015803814,64.13,560,0.0,22.49,30.7,22.95,258.0,59.11
116,224,73,107,1019.25,8.835,20,29,64.7811111111111,37.07,0.015940055,64.34777777777778,568:20:00,0.0,22.49,30.7,22.96,258.3,59.45
117,223,73,107,1029.05,8.838,20,29,64.64999999999999,37.07,0.016076295,64.83454545454545,568:12:00,0.0,22.49,30.7,22.95,258.7,59.94
118,222,72,107,1037.91,8.837,20,29,64.59222222222222,37.07,0.016212534,64.46,558:09:00,0.0,22.49,30.7,22.94,259.1,60.43
119,223,71,107,1047.1,8.837,20,30,64.559,37.07,0.016348774,64.12,551,0.0,22.49,30.7,22.91,260.2,60.59
120,225,70,107,1054.48,8.835,20,31,64.66,37.07,0.016485013,64.22999999999999,560,0.0,21.69,30.75,22.87,261.8,60.52
121,225,70,108,1064.03,8.838,20,31,64.752,37.07,0.016621253,63.944,1129:14:00,0.0,21.69,30.75,22.82,261.2,60.27
122,225,71,109,1072.28,8.837,20,30,64.84,37.07,0.016757494,64.622,561:10:00,0.0,21.69,30.75,22.77,259.7,59.95
123,224,72,109,1082.87,8.838,20,30,64.94909090909091,37.07,0.016893733,63.76454545454545,559:13:00,0.0,21.69,30.75,22.75,257.8,59.85
124,224,72,108,1091.74,8.837,20,30,65.099,37.07,0.017029973,63.940999999999995,610:04:00,0.0,23.12,30.7,22.73,255.8,59.8
125,224,72,108,1100.92,8.837,20,30,65.14,37.07,0.017166212,64.01111111111112,551:06:00,0.0,23.12,30.75,22.71,253.7,59.74
126,223,73,109,1108.31,8.835,20,29,65.09545454545454,37.07,0.017302452,64.31454545454545,547,0.0,23.12,30.75,22.7,252.2,59.76
127,222,72,109,1118.06,8.838,20,29,65.009,37.07,0.017438693,64.211,556:10:00,0.0,23.12,30.75,22.71,252.9,60.04
128,223,71,109,1126.93,8.837,20,30,65.02666666666667,37.07,0.017574932,64.15777777777777,560:11:00,0.0,23.12,30.75,22.72,253.6,60.31
129,226,71,110,1136.48,8.838,20,30,65.089,37.07,0.017711172,64.11800000000001,563:10:00,0.0,24.07,30.7,22.74,254.2,60.59
130,226,72,110,1144.31,8.837,20,30,65.07090909090908,37.08,0.017847411,64.68,556:05:00,0.0,24.07,30.75,22.76,254.9,60.89
131,225,74,109,1152.64,8.836,20,29,65.00222222222222,37.08,0.01798365,65.0411111111111,550,0.0,24.07,30.7,22.78,255.6,61.22
132,224,75,109,1160.01,8.835,20,29,65.04454545454546,37.08,0.01811989,64.89636363636363,563:19:00,0.0,24.07,30.7,22.8,256.2,61.49
133,222,74,109,1170.41,8.839,20,29,64.921,37.08,0.018256132,63.838,573:20:00,0.0,24.07,30.7,22.84,255.4,61.45
134,222,73,109,1180.17,8.838,20,29,64.88444444444445,37.08,0.018392371,63.79222222222222,570:26:00,0.0,25.89,30.7,22.87,254.6,61.41
135,224,71,109,1189.04,8.837,20,30,65.022,37.08,0.01852861,63.495000000000005,569,0.0,25.89,30.75,22.92,253.7,61.31
136,226,72,108,1198.8,8.838,20,30,65.30699999999999,37.08,0.01866485,63.737,577:29:00,0.0,25.89,30.7,22.97,252.6,61.17
137,226,73,107,1206.5,8.836,20,30,65.475,37.08,0.01880109,63.425,579:33:00,0.0,25.89,30.7,23.02,251.6,61.04
138,225,74,106,1213.29,8.834,20,29,65.19272727272727,37.08,0.018937329,61.90090909090909,581:29:00,0.0,25.89,30.7,23.07,250.5,60.91
139,224,75,106,1221.87,8.837,20,29,64.80222222222223,37.08,0.01907357,62.876666666666665,578:30:00,0.0,24.74,30.7,23.23,252.7,61.1
140,223,74,105,1231.23,8.838,20,29,64.851,37.08,0.01920981,62.9,569,0.0,24.74,30.7,23.39,255.1,61.31
141,224,73,105,1240.79,8.837,20,29,65.15363636363635,37.08,0.019346049,63.13636363636363,577:24:00,0.0,24.74,30.7,23.51,257.9,61.47
142,224,73,105,1250.55,8.838,20,29,65.332,37.08,0.019482289,63.902,560,0.0,24.74,30.7,23.55,261.2,61.56
143,224,73,105,1259.39,8.837,20,29,65.41666666666667,37.08,0.019618528,63.806666666666665,564:29:28,0.0,24.74,30.75,23.59,264.1,61.64
144,223,74,105,1268.57,8.837,20,29,65.449,37.08,0.01975477,63.539,570,0.0,24.74,30.7,23.64,265.0,61.68
145,224,73,106,1275.39,8.834,20,29,65.272,37.08,0.019891009,63.61,578:26:00,0.0,23.18,30.7,23.68,265.9,61.73
146,224,73,107,1283.98,8.837,20,29,65.30090909090909,37.08,0.020027248,63.57545454545455,572:20:00,0.0,23.18,30.7,23.96,261.2,61.11
147,224,73,106,1293.32,8.838,20,29,65.44500000000001,37.08,0.020163488,64.10900000000001,573:25:00,0.0,23.18,30.7,24.18,258.3,60.86
148,224,73,105,1302.85,8.837,20,29,65.507,37.08,0.020299727,63.645,564,0.0,23.18,30.7,24.3,258.2,61.12
149,225,73,106,1312.65,8.838,20,29,65.5,37.08,0.020435967,63.76222222222222,573:25:00,0.0,23.18,30.7,24.42,258.1,61.38
150,225,73,106,1321.52,8.837,20,29,65.34909090909092,37.08,0.020572208,63.723636363636366,572,0.0,22.15,30.7,24.54,257.9,61.64
151,223,74,106,1330.7,8.837,20,29,65.225,37.08,0.020708447,64.034,578:38:29,0.0,22.15,30.75,24.61,257.7,61.77
152,222,74,106,1337.49,8.834,20,29,65.27222222222223,37.08,0.020844687,64.19222222222223,569,0.0,22.15,30.7,24.68,257.5,61.88
153,223,73,106,1346.36,8.837,20,29,65.34181818181818,37.08,0.020980926,64.38909090909091,572:26:00,0.0,22.15,30.7,24.75,257.3,61.99
154,224,72,105,1356.12,8.838,20,30,65.32777777777778,37.08,0.021117166,64.79555555555555,563:28:00,0.0,22.15,30.7,24.88,257.1,62.03
155,225,72,105,1364.99,8.837,20,30,65.175,37.08,0.021253405,64.94,574:21:00,0.0,22.25,30.7,25.04,257.1,62.03
156,224,72,105,1374.75,8.838,20,30,65.00363636363636,37.08,0.021389646,65.62181818181818,573:23:00,0.0,22.25,30.7,25.26,257.1,62.06
157,223,73,106,1382.45,8.836,20,29,64.9011111111111,37.08,0.021525886,65.4588888888889,569:20:00,0.0,22.25,30.7,25.53,257.3,62.12
158,223,72,106,1389.55,8.835,20,30,64.826,37.08,0.021662125,65.386,558,0.0,22.25,30.7,25.67,257.5,62.12
159,224,72,106,1399.32,8.839,20,30,64.76363636363637,37.09,0.021798365,64.8809090909091,560:12:00,0.0,22.25,30.7,25.75,257.6,62.1
160,224,71,106,1409.94,8.838,20,30,64.873,37.09,0.021934604,65.643,559:18:00,0.0,21.92,30.75,25.83,257.8,62.08
161,224,71,107,1418.81,8.837,20,30,65.00888888888889,37.09,0.022070846,65.33555555555556,567:19:00,0.0,21.92,30.7,25.85,256.6,61.73
162,225,72,108,1428.58,8.838,20,30,65.02545454545454,37.09,0.022207085,64.82454545454546,563,0.0,21.92,30.7,25.83,254.4,61.14
163,225,72,108,1436.27,8.836,20,30,64.812,37.09,0.022343324,63.241,573:19:00,0.0,21.92,30.7,25.69,249.6,61.07
164,225,74,108,1442.86,8.834,20,29,64.51777777777778,37.09,0.022479564,63.42222222222222,569:23:00,0.0,21.92,30.7,25.52,245.8,61.44
165,223,75,108,1451.1,8.837,20,28,64.61181818181818,37.09,0.022615803,63.85,570:19:00,0.0,22.88,30.7,25.41,245.2,61.92
166,222,73,107,1461.69,8.838,20,29,64.83111111111111,37.09,0.022752043,64.20666666666666,556,0.0,22.88,30.7,25.3,244.6,62.39
167,224,72,107,1470.56,8.837,20,30,65.027,37.09,0.022888284,64.639,572:23:00,0.0,22.88,30.7,25.25,247.0,62.64
168,226,73,107,1480.33,8.838,20,30,65.14363636363636,37.09,0.023024524,64.69636363636363,561,0.0,22.88,30.7,25.2,249.6,62.86
169,225,74,107,1489.19,8.837,20,29,65.25444444444445,37.09,0.023160763,64.75,569:24:10,0.0,22.88,30.7,25.32,248.9,62.48
170,223,74,107,1498.37,8.837,20,29,65.389,37.09,0.023297003,64.908,555:05:00,0.0,22.73,30.75,25.44,248.1,62.08
171,223,73,107,1505.17,8.834,20,29,65.50272727272727,37.09,0.023433242,66.87727272727273,540,0.0,22.73,30.7,25.51,246.5,61.81
172,225,73,107,1514.04,8.837,20,29,65.40333333333334,37.09,0.023569481,67.56222222222222,545:01:53,0.0,22.73,30.7,25.58,244.8,61.57
173,225,74,108,1523.8,8.838,20,29,65.19,37.09,0.023705723,65.672,538,0.0,22.73,30.7,25.64,243.1,61.33
174,224,75,109,1532.07,8.837,20,29,65.21454545454546,37.1,0.023841962,65.21727272727273,1085,0.0,22.73,30.7,25.7,241.6,61.14
175,223,74,110,1540.93,8.837,20,29,65.51,37.1,0.023978202,65.21111111111111,550:01:00,0.0,25.0,30.7,25.75,243.3,61.77
176,224,73,112,1550.46,8.838,20,29,65.755,37.1,0.024114441,67.65,551:11:00,0.0,25.0,30.7,25.8,244.9,62.41
177,226,74,112,1558.3,8.837,20,29,65.52454545454545,37.1,0.02425068,67.33818181818182,564:16:00,0.0,25.0,30.7,25.88,248.2,62.93
178,225,76,111,1567.84,8.837,20,28,65.1511111111111,37.1,0.024386922,65.84555555555556,561,0.0,25.0,30.7,25.96,251.8,63.42
179,224,77,111,1577.58,8.838,20,28,65.25399999999999,37.1,0.024523161,65.52000000000001,572:21:00,0.0,25.0,30.7,26.04,255.4,63.92
180,223,77,110,1586.45,8.837,20,28,65.71818181818182,37.1,0.0246594,66.21727272727273,572:24:00,0.0,23.75,30.75,26.09,259.3,64.72
181,223,75,109,1596.25,8.838,20,28,66.3288888888889,37.1,0.02479564,65.74,569:21:00,0.0,23.75,30.75,26.12,263.8,66.09
182,223,74,107,1603.78,8.836,20,29,66.803,37.1,0.02493188,65.442,564,0.0,23.75,30.75,26.14,268.3,67.46
183,224,74,107,1610.08,8.834,20,29,67.21454545454546,37.1,0.02506812,64.95818181818181,568:20:00,0.0,23.75,30.7,26.1,272.7,68.63
184,224,74,107,1619.57,8.837,20,29,67.50777777777779,37.1,0.02520436,65.00555555555555,556:18:00,0.0,23.75,30.7,26.01,276.8,69.6
185,225,74,107,1629.34,8.838,20,29,67.679,37.1,0.0253406,64.861,569:26:00,0.0,23.31,30.7,26.08,275.2,69.27
186,224,74,107,1638.22,8.837,20,29,67.91,37.1,0.02547684,64.39545454545454,564,0.0,23.31,30.7,26.18,272.4,68.7
187,223,75,107,1647.97,8.838,20,28,68.13444444444445,37.1,0.025613079,64.23555555555555,567:15:00,0.0,23.31,30.75,26.31,269.9,68.46
188,223,74,108,1656.28,8.837,20,29,68.186,37.1,0.025749318,64.181,564:15:00,0.0,23.31,30.75,26.41,267.8,68.28
189,225,74,107,1665.15,8.837,20,29,68.23818181818181,37.1,0.025885558,64.47,564:12:00,0.0,23.31,30.75,26.42,267.3,68.32
190,225,74,107,1674.91,8.838,20,29,68.30222222222223,37.1,0.0260218,63.98888888888889,560:15:00,0.0,22.23,30.7,26.43,266.8,68.37
191,225,75,107,1683.19,8.837,20,29,68.25399999999999,37.1,0.026158039,63.44500000000001,559,0.0,22.23,30.75,26.44,266.2,68.41
192,224,76,108,1692.06,8.837,20,28,68.18636363636364,37.1,0.026294278,63.61000000000001,570:29:23,0.0,22.23,30.7,26.4,265.3,68.29
193,223,76,108,1701.43,8.838,20,28,68.18555555555557,37.1,0.026430517,63.71,563,0.0,22.23,30.7,26.33,264.2,68.02
194,223,76,108,1708.62,8.837,20,28,68.112,37.1,0.026566757,64.018,573:23:00,0.0,22.23,30.7,26.26,263.0,67.74
195,224,75,108,1717.63,8.836,20,29,68.06090909090909,37.1,0.026702998,63.91363636363636,572:24:00,0.0,21.51,30.7,26.19,262.3,68.02
