time,watts,cadence,heartrate,distance,velocity_smooth,temp,torque,hrv,core_temperature,skin_temperature,respiration,tidal_volume,tidal_volume_min,heat_strain_index,HeatStrainIndex,PercentageinZ2,TymeBreathRate,TymeVentilation
0,214,70,89,8.83,8.827,25,29,,37.01,,27.2,116.0,35.0,0.0,0.0,1.0697475E-4,27.2,35.0
1,215,69,91,17.65,8.827,25,30,637:629,37.01,31.9,27.2,118.0,38.0,0.0,0.0,2.139495E-4,27.2,38.0
2,217,69,93,26.47,8.827,25,30,663,37.01,31.95,27.2,118.0,38.0,0.0,0.0,3.2092427E-4,27.2,38.0
3,216,69,93,35.3,8.827,25,30,644:644,37.02,31.9,27.2,166.0,46.0,0.0,0.0,4.27899E-4,27.2,46.0
4,215,69,92,44.13,8.827,25,30,658,37.02,31.9,27.2,166.0,46.0,0.0,0.0,5.3487375E-4,27.2,46.0
5,214,69,92,52.95,8.827,25,30,656:652,37.02,31.95,27.5,154.0,38.0,0.0,0.0,6.4184854E-4,27.5,38.0
6,217,68,92,61.79,8.827,25,30,652,37.02,31.95,30.0,139.0,37.0,0.0,0.0,7.488233E-4,30.0,37.0
7,217,67,92,70.61,8.827,25,31,648:656,37.02,31.9,30.0,139.0,37.0,0.0,0.0,8.55798E-4,30.0,37.0
8,218,69,93,79.44,8.827,25,30,640:640,37.02,31.9,30.7,102.0,31.0,0.0,0.0,9.627728E-4,30.7,31.0
9,217,70,93,88.26,8.827,25,30,629,37.02,31.95,30.7,102.0,31.0,0.0,0.0,0.0010697475,30.7,31.0
10,216,71,94,97.09,8.827,25,29,629:624,37.02,31.9,30.7,113.0,40.0,0.0,0.0,0.0011767223,30.7,40.0
11,215,71,94,105.92,8.827,25,29,609,37.02,31.9,34.2,116.0,42.0,0.0,0.0,0.0012836971,34.2,42.0
12,213,70,95,114.74,8.827,25,29,609:609,37.02,31.95,34.2,118.0,43.0,0.0,0.0,0.0013906718,34.2,43.0
13,216,69,96,123.57,8.827,25,30,605,37.02,31.95,36.4,149.0,57.0,0.0,0.0,0.0014976466,36.4,57.0
14,219,69,98,132.39,8.827,25,30,694:616,37.02,31.9,36.4,149.0,57.0,0.0,0.0,0.0016046213,36.4,57.0
15,216,69,98,141.23,8.827,25,30,589,37.02,31.9,36.4,159.0,61.0,0.0,0.0,0.001711596,36.4,61.0
16,216,69,99,150.05,8.827,25,30,593,37.02,31.9,36.0,342.0,86.0,0.0,0.0,0.0018185708,36.0,86.0
17,212,68,99,158.88,8.827,25,30,601:1207,37.02,31.9,36.0,342.0,86.0,0.0,0.0,0.0019255456,36.0,86.0
18,216,67,99,167.7,8.827,25,31,597,37.02,31.9,35.7,492.0,126.0,0.0,0.0,0.0020325202,35.7,126.0
19,218,67,99,176.53,8.827,25,31,609,37.02,31.9,35.7,390.0,116.0,0.0,0.0,0.002139495,35.7,116.0
20,216,68,100,185.35,8.827,25,30,601:586,37.02,31.9,35.7,390.0,116.0,0.0,0.0,0.0022464697,35.7,116.0
21,217,68,100,194.18,8.827,25,30,605:589,37.02,31.9,33.0,254.0,92.0,0.0,0.0,0.0023534447,33.0,92.0
22,219,70,103,203.01,8.827,25,30,722,37.02,31.9,33.0,254.0,92.0,0.0,0.0,0.0024604194,33.0,92.0
23,217,71,103,211.84,8.827,25,29,578:573,37.02,31.9,30.9,134.0,55.0,0.0,0.0,0.0025673942,30.9,55.0
24,219,73,104,220.66,8.827,25,29,565,37.02,31.9,33.9,149.0,52.0,0.0,0.0,0.002674369,33.9,52.0
25,214,73,105,229.49,8.827,25,28,563:559,37.02,31.9,33.9,149.0,52.0,0.0,0.0,0.0027813436,33.9,52.0
26,214,73,105,238.32,8.827,25,28,563:565,37.02,31.9,33.9,182.0,66.0,0.0,0.0,0.0028883184,33.9,66.0
27,215,72,106,247.14,8.827,25,29,559:550,37.02,31.9,33.9,182.0,66.0,0.0,0.0,0.0029952931,33.9,66.0
28,216,72,106,255.97,8.827,25,29,555,37.02,31.9,33.3,323.0,92.0,0.0,0.0,0.0031022679,33.3,92.0
29,215,72,107,264.82,8.827,25,29,555:550:550,37.02,31.9,33.3,416.0,95.0,0.0,0.0,0.0032092426,33.3,95.0
30,216,71,107,273.62,8.827,25,29,546,37.02,31.9,28.0,279.0,63.0,0.0,0.0,0.0033162173,28.0,63.0
31,216,71,108,282.45,8.827,25,29,1093,37.02,31.9,28.0,279.0,63.0,0.0,0.0,0.003423192,28.0,63.0
32,217,72,108,291.29,8.827,25,29,550:546,37.02,31.9,28.0,279.0,63.0,0.0,0.0,0.0035301668,28.0,63.0
33,213,72,109,300.1,8.827,25,28,542:542,37.02,31.9,25.4,206.0,41.0,0.0,0.0,0.0036371415,25.4,41.0
34,213,70,109,308.94,8.827,25,29,542,37.02,31.9,25.4,206.0,41.0,0.0,0.0,0.0037441163,25.4,41.0
35,215,68,109,317.76,8.827,25,30,550:550,37.02,31.9,25.4,270.0,51.0,0.0,0.0,0.0038510913,25.4,51.0
36,218,68,109,326.58,8.827,25,31,546:550,37.02,31.9,22.1,252.0,51.0,0.0,0.0,0.003958066,22.1,51.0
37,216,69,109,335.42,8.827,25,30,550:550,37.02,31.9,22.1,252.0,51.0,0.0,0.0,0.0040650405,22.1,51.0
38,217,69,109,344.25,8.827,25,30,555,37.02,31.9,22.1,233.0,61.0,0.0,0.0,0.0041720155,22.1,61.0
39,219,71,109,353.06,8.827,25,29,550:550:546,37.02,31.9,24.5,222.0,67.0,0.0,0.0,0.00427899,24.5,67.0
40,216,72,108,361.89,8.827,25,29,582,37.02,31.9,24.5,222.0,67.0,0.0,0.0,0.004385965,24.5,67.0
41,214,74,109,370.72,8.827,25,28,523:542,37.02,31.9,29.0,222.0,77.0,0.0,0.0,0.0044929394,29.0,77.0
42,213,71,109,379.55,8.827,25,29,542:546,37.02,31.9,29.0,222.0,77.0,0.0,0.0,0.0045999144,29.0,77.0
43,219,71,110,388.37,8.827,25,29,569:523,37.02,31.9,29.0,217.0,81.0,0.0,0.0,0.0047068894,29.0,81.0
44,217,72,110,397.2,8.827,25,29,538:538,37.02,31.9,30.0,233.0,70.0,0.0,0.0,0.004813864,30.0,70.0
45,216,74,110,406.03,8.827,25,28,538,37.02,31.9,30.0,233.0,70.0,0.0,0.0,0.004920839,30.0,70.0
46,214,73,110,414.85,8.827,24,28,546:546,37.02,31.9,30.0,233.0,58.0,0.0,0.0,0.0050278134,30.0,58.0
47,215,72,110,423.69,8.827,24,29,542:542,37.02,31.9,30.0,321.0,66.0,0.0,0.0,0.0051347883,30.0,66.0
48,216,71,110,432.51,8.827,24,29,542:542,37.02,31.9,30.0,321.0,66.0,0.0,0.0,0.005241763,30.0,66.0
49,217,72,110,441.33,8.827,24,29,538:541,37.02,31.9,29.4,304.0,65.0,0.0,0.0,0.005348738,29.4,65.0
50,215,72,111,450.16,8.827,24,29,535,37.02,31.9,29.4,304.0,65.0,0.0,0.0,0.0054557123,29.4,65.0
51,218,72,111,458.99,8.827,24,29,550:538:538,37.02,31.9,26.9,284.0,66.0,0.0,0.0,0.0055626873,26.9,66.0
52,216,73,111,467.82,8.827,24,28,535,37.02,31.9,26.9,222.0,62.0,0.0,0.0,0.005669662,26.9,62.0
53,214,73,111,476.64,8.827,24,28,533:535,37.02,31.9,26.9,222.0,62.0,0.0,0.0,0.005776637,26.9,62.0
54,214,74,110,485.48,8.827,24,28,569,37.02,31.9,26.9,245.0,67.0,0.0,0.0,0.0058836113,26.9,67.0
