time,watts,cadence,heartrate,distance,velocity_smooth,temp,torque,core_temperature
0,0,39,73,,,,0,37.06
1,0,68,74,0.0,0.0,,0,37.06
2,0,70,79,0.0,0.0,,0,37.06
3,0,70,82,0.0,0.0,22,0,37.06
4,8,68,88,4.47,0.564,22,1,37.06
5,62,67,91,15.38,4.169,22,9,37.06
6,161,67,93,22.94,8.836,22,23,37.06
7,216,67,95,30.64,8.835,22,31,37.06
8,216,67,94,40.25,8.838,22,31,37.06
9,215,66,93,49.27,8.837,22,31,37.06
10,215,66,90,58.86,8.838,22,31,37.06
11,217,67,89,67.88,8.837,22,31,37.06
12,218,68,89,76.75,8.837,22,31,37.06
13,217,69,88,84.45,8.835,22,30,37.07
14,216,69,88,94.04,8.838,22,30,37.07
15,216,69,87,102.7,8.837,22,30,37.07
16,216,69,88,111.49,8.837,22,30,37.07
17,215,69,90,119.27,8.835,22,30,37.07
18,216,68,90,129.21,8.839,22,30,37.07
19,216,68,96,138.86,8.837,22,30,37.07
20,216,68,98,146.56,8.835,22,30,37.07
21,216,68,99,156.17,8.838,22,30,37.07
22,216,68,100,165.2,8.837,22,30,37.07
23,217,68,100,174.05,8.837,22,30,37.07
24,217,69,100,181.41,8.835,22,30,37.07
25,217,69,99,190.52,8.838,22,30,37.07
26,217,70,101,199.31,8.837,22,30,37.07
27,215,70,101,208.6,8.837,22,29,37.07
28,214,70,102,216.2,8.835,22,29,37.07
29,215,69,103,226.94,8.839,22,30,37.07
30,216,68,104,236.03,8.838,22,30,37.07
31,216,68,105,243.98,8.836,22,30,37.07
32,217,69,106,252.13,8.835,22,30,37.07
33,217,70,106,261.23,8.838,22,30,37.07
34,217,71,106,269.12,8.837,22,29,37.07
35,216,71,107,279.24,8.837,22,29,37.07
36,216,70,107,285.64,8.835,22,29,37.07
37,215,70,107,296.93,8.838,22,29,37.07
38,216,70,107,305.9,8.837,22,29,37.07
39,216,71,107,315.48,8.838,22,29,37.07
40,216,71,107,324.59,8.837,22,29,37.07
41,216,71,107,333.44,8.837,22,29,37.07
42,216,70,108,341.14,8.835,22,29,37.07
43,216,70,108,350.48,8.838,22,29,37.07
44,216,70,109,359.04,8.837,22,29,37.07
45,216,70,109,368.63,8.837,22,29,37.07
46,217,70,110,375.58,8.835,22,30,37.07
47,217,71,110,384.6,8.837,22,29,37.07
48,216,71,110,394.15,8.838,22,29,37.07
49,216,71,110,403.09,8.837,22,29,37.07
50,216,70,110,412.09,8.837,22,29,37.07
51,215,70,111,419.79,8.835,22,29,37.07
52,215,70,111,429.39,8.838,22,29,37.07
53,216,70,111,438.44,8.837,22,29,37.07
54,217,71,112,447.29,8.837,22,29,37.07
55,216,71,112,454.99,8.835,22,29,37.07
56,214,70,112,465.35,8.839,22,29,37.07
57,215,69,112,474.95,8.838,22,30,37.07
58,216,68,112,483.98,8.837,22,30,37.08
59,217,69,112,492.83,8.837,22,30,37.08
60,217,70,112,499.79,8.835,21,30,37.08
61,217,70,112,508.48,8.837,21,30,37.08
62,217,71,111,517.83,8.838,21,29,37.08
63,216,72,111,527.45,8.837,21,29,37.08
64,215,72,111,536.3,8.837,21,29,37.08
65,215,70,111,544.01,8.835,21,29,37.08
66,215,69,111,553.34,8.838,21,30,37.08
67,216,69,111,561.61,8.837,21,30,37.08
68,216,69,111,570.88,8.837,21,30,37.08
69,216,69,110,578.15,8.835,21,30,37.08
70,216,69,111,588.19,8.838,21,30,37.08
71,216,69,112,597.83,8.837,21,30,37.08
72,217,70,111,607.16,8.838,21,30,37.08
73,217,71,111,615.43,8.837,21,29,37.09
74,216,71,110,624.55,8.837,21,29,37.09
75,216,72,110,630.95,8.834,21,29,37.09
76,216,72,110,641.3,8.837,21,29,37.09
77,216,72,111,650.9,8.838,21,29,37.09
78,216,72,112,659.91,8.837,21,29,37.09
79,215,72,112,669.24,8.838,21,29,37.09
80,215,71,112,676.42,8.836,21,29,37.09
81,215,70,113,683.74,8.835,21,29,37.09
82,216,70,114,694.38,8.839,21,29,37.09
83,216,70,114,704.7,8.838,21,29,37.09
84,216,70,113,712.24,8.836,21,29,37.09
85,216,70,112,719.93,8.835,21,29,37.09
86,216,69,111,730.28,8.839,21,30,37.09
87,216,69,111,739.87,8.838,21,30,37.09
88,216,69,110,747.41,8.836,21,30,37.09
89,217,69,110,755.09,8.835,21,30,37.09
90,218,70,110,764.7,8.838,21,30,37.09
91,217,71,110,773.74,8.837,21,29,37.09
92,216,71,110,784.08,8.839,21,29,37.09
93,215,71,109,792.94,8.837,21,29,37.09
94,215,70,110,799.43,8.835,21,29,37.09
95,215,70,110,806.75,8.837,21,29,37.09
96,217,69,110,816.29,8.838,21,30,37.09
97,216,69,111,827.54,8.837,21,30,37.09
98,216,70,111,836.4,8.837,21,29,37.09
99,216,70,111,844.13,8.835,21,29,37.09
100,216,70,111,853.73,8.838,21,29,37.09
101,217,71,111,862.78,8.837,21,29,37.09
102,217,71,111,872.4,8.838,21,29,37.09
103,216,72,111,880.68,8.837,21,29,37.09
104,216,72,110,889.7,8.837,21,29,37.09
105,216,72,110,898.55,8.832,21,29,37.09
106,216,72,110,906.25,8.83,21,29,37.09
107,215,71,110,915.6,8.843,21,29,37.09
108,215,70,110,923.62,8.837,21,29,37.09
109,215,70,110,932.99,8.838,21,29,37.09
110,217,71,110,941.39,8.836,21,29,37.09
111,217,72,111,948.25,8.835,21,29,37.09
112,214,71,111,957.02,8.838,21,29,37.09
113,215,70,111,968.35,8.837,21,29,37.09
114,216,71,111,977.94,8.838,21,29,37.09
115,217,72,111,987.0,8.837,21,29,37.09
116,217,73,111,995.85,8.837,21,28,37.09
117,216,72,111,1002.82,8.835,21,29,37.09
118,215,72,112,1011.84,8.837,21,29,37.1
119,215,72,112,1021.43,8.838,21,29,37.1
