time,watts,cadence,heartrate,distance,velocity_smooth,temp,torque,smo2,hrv,core_temperature,skin_temperature,respiration,tidal_volume,tidal_volume_min,heat_strain_index,HeatStrainIndex,PercentageinZ2,TymeBreathRate,TymeVentilation
1485,313,79,131,14293.07,10.189,22,38,45.0,453:465,37.86,30.9,26.0,368.0,96.0,0.3,0.3,0.09432581,26.0,96.0
1486,317,77,133,14303.26,10.189,22,39,45.0,908:414,37.86,30.9,26.5,320.0,87.0,0.3,0.3,0.09432581,26.5,87.0
1487,319,79,131,14313.45,10.189,22,39,45.0,492,37.86,30.9,26.5,306.0,82.0,0.3,0.3,0.09432581,26.5,82.0
1488,314,81,132,14323.64,10.189,22,37,45.0,456:453:456,37.87,30.9,26.5,306.0,82.0,0.3,0.3,0.09432581,26.5,82.0
1489,313,81,132,14333.83,10.189,22,37,45.0,444:456,37.87,30.9,27.9,285.0,79.0,0.3,0.3,0.09432581,27.9,79.0
1490,313,80,132,14344.02,10.189,22,37,45.0,456:456,37.87,30.9,27.9,235.0,72.0,0.3,0.3,0.09432581,27.9,72.0
1491,312,78,132,14354.21,10.189,22,38,45.0,453:453,37.87,30.9,27.6,262.0,74.0,0.3,0.3,0.09432581,27.6,74.0
1492,320,79,132,14364.4,10.189,22,39,46.0,456:456:453,37.87,30.9,27.6,281.0,77.0,0.3,0.3,0.09432581,27.6,77.0
1493,315,81,132,14374.59,10.189,22,37,45.0,449:453,37.87,30.9,26.7,291.0,77.0,0.3,0.3,0.09432581,26.7,77.0
1494,314,81,132,14384.78,10.189,22,37,45.0,456:453,37.87,30.9,26.7,315.0,79.0,0.3,0.3,0.09432581,26.7,79.0
1495,315,79,132,14394.97,10.189,22,38,44.0,453:456,37.87,30.9,26.7,315.0,79.0,0.3,0.3,0.09432581,26.7,79.0
1496,314,79,132,14405.16,10.189,22,38,44.0,451:456,37.87,30.9,27.3,366.0,95.0,0.3,0.3,0.09432581,27.3,95.0
1497,313,79,132,14415.35,10.189,22,38,44.0,453:456,37.87,30.9,27.3,366.0,95.0,0.3,0.3,0.09432581,27.3,95.0
1498,313,78,132,14425.54,10.189,22,38,44.0,456:456:456,37.87,30.9,26.2,373.0,100.0,0.3,0.3,0.09432581,26.2,100.0
1499,316,77,132,14435.73,10.189,22,39,45.0,456:456,37.87,30.9,26.2,373.0,100.0,0.3,0.3,0.09432581,26.2,100.0
1500,308,78,132,14445.91,10.189,22,38,45.0,453:453,37.87,30.9,26.2,327.0,91.0,0.3,0.3,0.09432581,26.2,91.0
1501,272,78,132,14456.1,10.189,22,33,45.0,460:453:456,37.87,30.9,26.2,281.0,81.0,0.3,0.3,0.09432581,26.2,81.0
1502,269,81,132,14465.57,9.461,22,32,45.0,451:456,37.87,30.9,27.5,277.0,80.0,0.3,0.3,0.09444784,27.5,80.0
1503,267,83,132,14475.03,9.461,22,31,45.0,456:453,37.87,30.9,27.5,252.0,77.0,0.3,0.3,0.09456986,27.5,77.0
1504,263,85,132,14484.49,9.461,22,30,45.0,456:449,37.87,30.9,27.5,277.0,78.0,0.3,0.3,0.09469189,27.5,78.0
1505,262,83,132,14493.95,9.461,22,30,45.0,456:456,37.87,30.9,27.5,298.0,80.0,0.3,0.3,0.09481391,27.5,80.0
1506,264,81,132,14503.41,9.461,22,31,45.0,453:453,37.87,30.85,27.5,298.0,80.0,0.3,0.3,0.09493594,27.5,80.0
1507,263,81,132,14512.87,9.461,22,31,45.0,453:449:453,37.87,30.85,26.9,296.0,71.0,0.3,0.3,0.095057964,26.9,71.0
1508,266,80,132,14522.33,9.461,22,32,46.0,449:451,37.87,30.9,26.9,296.0,71.0,0.3,0.3,0.09517999,26.9,71.0
1509,269,81,133,14531.79,9.461,22,32,46.0,441:456,37.87,30.9,28.6,273.0,78.0,0.3,0.3,0.095302016,28.6,78.0
1510,264,83,133,14541.25,9.461,22,30,46.0,449:456,37.87,30.85,28.6,273.0,78.0,0.3,0.3,0.09542404,28.6,78.0
1511,264,81,133,14550.71,9.461,22,31,46.0,449:456,37.87,30.85,25.9,308.0,82.0,0.3,0.3,0.09554607,25.9,82.0
1512,263,81,132,14560.17,9.461,22,31,46.0,451:453:453,37.87,30.9,25.9,330.0,93.0,0.3,0.3,0.09566809,25.9,93.0
1513,265,80,132,14569.64,9.461,22,32,46.0,456:453,37.87,30.9,25.2,317.0,88.0,0.3,0.3,0.09579012,25.2,88.0
1514,268,80,132,14579.1,9.461,22,32,45.0,453:456,37.87,30.85,25.2,335.0,84.0,0.3,0.3,0.09591214,25.2,84.0
1515,268,83,132,14588.56,9.461,22,31,46.0,456:453,37.87,30.85,27.1,330.0,89.0,0.3,0.3,0.09603417,27.1,89.0
1516,265,84,132,14598.02,9.461,22,30,46.0,456:456,37.87,30.85,27.1,306.0,88.0,0.3,0.3,0.096156195,27.1,88.0
1517,264,85,132,14607.48,9.461,22,30,46.0,425:483:453,37.87,30.85,27.1,306.0,88.0,0.3,0.3,0.09627822,27.1,88.0
1518,263,84,132,14616.94,9.461,22,30,46.0,453:448,37.87,30.85,28.7,308.0,92.0,0.3,0.3,0.096400246,28.7,92.0
1519,263,82,132,14626.41,9.461,22,31,46.0,460:453,37.87,30.85,28.7,308.0,92.0,0.3,0.3,0.09652227,28.7,92.0
1520,262,80,132,14635.86,9.461,22,31,46.0,456:453,37.87,30.85,26.5,338.0,88.0,0.3,0.3,0.0966443,26.5,88.0
1521,265,79,132,14645.32,9.461,22,32,46.0,453:460,37.87,30.85,26.5,338.0,88.0,0.3,0.3,0.09676632,26.5,88.0
1522,265,79,131,14654.78,9.461,22,32,46.0,451:465:456,37.87,30.85,27.0,329.0,85.0,0.3,0.3,0.09688835,27.0,85.0
1523,265,79,131,14664.25,9.461,22,32,46.0,456,37.87,30.85,27.0,345.0,84.0,0.3,0.3,0.097010374,27.0,84.0
1524,264,78,131,14673.72,9.461,22,32,45.0,456:460:465,37.87,30.85,28.3,304.0,86.0,0.3,0.3,0.0971324,28.3,86.0
1525,267,78,131,14683.2,9.461,22,33,45.0,460:460,37.87,30.85,28.3,267.0,85.0,0.3,0.3,0.097254425,28.3,85.0
1526,266,78,131,14692.65,9.461,22,33,45.0,456:465,37.87,30.85,30.3,283.0,95.0,0.3,0.3,0.09737645,30.3,95.0
1527,265,80,130,14702.1,9.461,22,32,44.0,488:444,37.88,30.85,30.3,269.0,103.0,0.3,0.3,0.09749848,30.3,103.0
1528,265,80,130,14711.55,9.461,22,32,44.0,469:463,37.88,30.85,29.6,306.0,102.0,0.3,0.3,0.0976205,29.6,102.0
1529,263,79,130,14721.01,9.461,22,32,45.0,460:465:465,37.88,30.85,32.2,306.0,97.0,0.3,0.3,0.09774253,32.2,97.0
1530,262,78,129,14730.48,9.461,22,32,46.0,465:469,37.88,30.85,32.2,302.0,89.0,0.3,0.3,0.09786455,32.2,89.0
1531,267,78,129,14739.94,9.461,22,33,46.0,460:467,37.88,30.85,36.8,300.0,99.0,0.3,0.3,0.09798658,36.8,99.0
1532,267,78,129,14749.4,9.461,22,33,46.0,460,37.88,30.85,36.8,300.0,99.0,0.3,0.3,0.098108605,36.8,99.0
1533,261,78,129,14758.89,9.461,22,32,46.0,469:469:472:469,37.88,30.85,32.6,283.0,96.0,0.3,0.3,0.09823063,32.6,96.0
1534,265,78,128,14768.32,9.461,22,32,46.0,472:476,37.88,30.85,32.6,283.0,96.0,0.3,0.3,0.098352656,32.6,96.0
1535,267,76,128,14777.78,9.461,22,34,46.0,469:472,37.88,30.85,30.6,286.0,94.0,0.3,0.3,0.09847468,30.6,94.0
1536,266,77,128,14787.24,9.461,22,33,47.0,476:476,37.88,30.85,30.6,282.0,82.0,0.3,0.3,0.09859671,30.6,82.0
1537,268,80,127,14796.7,9.461,22,32,46.0,476:472,37.88,30.85,30.6,282.0,82.0,0.3,0.3,0.09871873,30.6,82.0
1538,268,80,127,14806.16,9.461,22,32,46.0,469:472,37.88,30.85,30.6,267.0,77.0,0.3,0.3,0.09884076,30.6,77.0
1539,266,82,127,14815.62,9.461,22,31,46.0,472:476,37.88,30.85,30.6,267.0,77.0,0.3,0.3,0.098962784,30.6,77.0
1540,265,84,127,14825.08,9.461,22,30,46.0,469:472,37.88,30.85,28.6,313.0,81.0,0.3,0.3,0.09908481,28.6,81.0
1541,265,82,127,14834.55,9.461,22,31,46.0,467:472,37.88,30.85,28.6,288.0,81.0,0.4,0.4,0.099206835,28.6,81.0
1542,263,82,128,14844.01,9.461,22,31,46.0,465:465,37.88,30.85,28.6,282.0,80.0,0.4,0.4,0.09932886,28.6,80.0
1543,264,81,128,14853.47,9.461,22,31,46.0,469:476,37.88,30.85,28.6,282.0,80.0,0.4,0.4,0.099450886,28.6,80.0
1544,267,81,127,14862.93,9.461,22,31,46.0,469:472,37.89,30.85,27.5,304.0,82.0,0.4,0.4,0.09957291,27.5,82.0
1545,264,81,128,14872.39,9.461,22,31,46.0,940:469,37.89,30.85,27.5,295.0,83.0,0.4,0.4,0.09969494,27.5,83.0
1546,262,81,127,14881.85,9.461,22,31,46.0,476:469,37.89,30.85,25.9,282.0,77.0,0.4,0.4,0.09981696,25.9,77.0
1547,264,79,127,14891.31,9.461,22,32,46.0,472:472,37.89,30.85,25.9,303.0,76.0,0.4,0.4,0.09993899,25.9,76.0
1548,265,78,127,14900.77,9.461,22,32,46.0,472:472,37.89,30.85,25.9,303.0,76.0,0.4,0.4,0.100061014,25.9,76.0
1549,266,77,127,14910.23,9.461,22,33,45.0,476,37.89,30.85,25.3,273.0,70.0,0.4,0.4,0.10018304,25.3,70.0
1550,270,78,127,14919.7,9.471,22,33,45.0,472:476:476:472,37.89,30.85,25.3,273.0,70.0,0.4,0.4,0.100305066,25.3,70.0
1551,265,80,127,14929.16,9.461,22,32,44.0,476:476,37.89,30.85,26.7,272.0,73.0,0.4,0.4,0.10042709,26.7,73.0
1552,262,80,126,14938.63,9.461,22,31,44.0,479:476,37.89,30.85,26.7,272.0,73.0,0.4,0.4,0.10054912,26.7,73.0
1553,263,79,126,14948.09,9.461,22,32,45.0,476:476,37.89,30.85,26.0,284.0,76.0,0.4,0.4,0.10067114,26.0,76.0
1554,265,77,126,14957.55,9.461,22,33,45.0,953,37.89,30.9,26.0,282.0,78.0,0.4,0.4,0.10079317,26.0,78.0
1555,267,78,126,14967.01,9.461,22,33,45.0,479:472,37.89,30.85,26.0,282.0,78.0,0.4,0.4,0.10091519,26.0,78.0
1556,264,78,126,14976.47,9.461,22,32,45.0,472:476,37.89,30.85,26.0,298.0,77.0,0.4,0.4,0.10103722,26.0,77.0
1557,263,77,126,14985.93,9.461,22,33,45.0,483:476,37.89,30.85,26.0,298.0,77.0,0.4,0.4,0.101159245,26.0,77.0
1558,265,77,126,14995.39,9.461,22,33,45.0,479:479,37.89,30.85,25.7,300.0,74.0,0.4,0.4,0.10128127,25.7,74.0
1559,264,76,125,15004.85,9.461,22,33,45.0,479:479,37.89,30.85,25.7,300.0,74.0,0.4,0.4,0.101403296,25.7,74.0
1560,267,76,125,15014.31,9.461,22,34,46.0,483:472,37.89,30.85,26.2,285.0,72.0,0.4,0.4,0.10152532,26.2,72.0
1561,267,77,125,15023.77,9.461,22,33,47.0,479:479,37.89,30.85,26.2,285.0,74.0,0.4,0.4,0.10164735,26.2,74.0
1562,263,77,125,15033.24,9.461,22,33,47.0,479:483,37.89,30.85,26.2,285.0,74.0,0.4,0.4,0.10176937,26.2,74.0
1563,263,77,125,15042.7,9.461,22,33,47.0,483:479,37.89,30.85,25.5,308.0,79.0,0.4,0.4,0.1018914,25.5,79.0
1564,268,76,125,15052.16,9.461,22,34,47.0,483:479,37.89,30.85,25.5,308.0,79.0,0.4,0.4,0.102013424,25.5,79.0
1565,270,78,125,15061.62,9.461,22,33,46.0,483:479,37.89,30.9,25.2,296.0,74.0,0.4,0.4,0.10213545,25.2,74.0
1566,264,81,125,15071.1,9.461,22,31,46.0,483:483:476,37.89,30.9,25.2,296.0,74.0,0.4,0.4,0.102257475,25.2,74.0
1567,262,80,125,15080.54,9.461,22,31,45.0,479,37.89,30.9,25.9,267.0,73.0,0.4,0.4,0.1023795,25.9,73.0
1568,264,78,125,15090.0,9.461,22,32,45.0,483:964,37.89,30.9,25.9,222.0,66.0,0.4,0.4,0.10250153,25.9,66.0
1569,266,77,125,15099.46,9.461,22,33,45.0,472:479,37.89,30.85,27.2,224.0,66.0,0.4,0.4,0.10262355,27.2,66.0
1570,265,77,125,15108.92,9.461,22,33,45.0,472:483,37.89,30.9,27.2,220.0,69.0,0.4,0.4,0.10274558,27.2,69.0
1571,266,78,125,15118.38,9.461,22,33,45.0,476:479,37.89,30.9,26.4,277.0,76.0,0.4,0.4,0.1028676,26.4,76.0
1572,263,77,125,15127.85,9.461,22,33,45.0,479:476,37.89,30.9,26.4,310.0,78.0,0.4,0.4,0.10298963,26.4,78.0
1573,263,77,125,15137.31,9.461,22,33,45.0,479:472,37.89,30.9,29.6,255.0,69.0,0.4,0.4,0.103111655,29.6,69.0
1574,266,76,126,15146.77,9.461,22,33,46.0,476:472,37.89,30.9,32.6,277.0,93.0,0.4,0.4,0.10323368,32.6,93.0
1575,264,76,126,15156.23,9.461,22,33,46.0,472:479,37.89,30.9,32.6,277.0,93.0,0.4,0.4,0.103355706,32.6,93.0
1576,263,76,126,15165.69,9.461,22,33,45.0,472:476:467,37.89,30.9,32.4,246.0,96.0,0.4,0.4,0.10347773,32.4,96.0
1577,265,76,126,15175.15,9.461,22,33,45.0,469:479,37.89,30.9,32.4,246.0,96.0,0.4,0.4,0.10359976,32.4,96.0
1578,266,75,126,15184.61,9.461,22,34,45.0,476:476,37.89,30.9,32.4,297.0,119.0,0.4,0.4,0.10372178,32.4,119.0
1579,266,77,126,15194.07,9.461,22,33,45.0,469:479,37.89,30.9,30.7,346.0,97.0,0.4,0.4,0.10384381,30.7,97.0
1580,267,78,126,15203.53,9.461,22,33,45.0,479:479,37.89,30.9,30.7,346.0,97.0,0.4,0.4,0.103965834,30.7,97.0
1581,266,79,126,15212.99,9.461,22,32,45.0,500:453,37.89,30.9,30.7,394.0,94.0,0.4,0.4,0.10408786,30.7,94.0
1582,267,79,126,15222.45,9.461,22,32,45.0,469:472,37.89,30.9,31.1,379.0,93.0,0.4,0.4,0.104209885,31.1,93.0
1583,266,79,126,15231.92,9.461,22,32,45.0,479:472:472,37.89,30.9,31.1,379.0,93.0,0.4,0.4,0.10433191,31.1,93.0
1584,266,81,127,15241.38,9.461,22,31,45.0,469:465,37.89,30.9,27.4,303.0,69.0,0.4,0.4,0.104453936,27.4,69.0
1585,265,81,127,15250.84,9.461,22,31,45.0,476,37.89,30.9,27.4,303.0,69.0,0.4,0.4,0.10457596,27.4,69.0
1586,263,81,126,15260.3,9.461,22,31,44.0,948:479,37.89,30.9,27.4,241.0,47.0,0.4,0.4,0.10469799,27.4,47.0
1587,264,80,126,15269.76,9.461,22,32,44.0,476:495,37.9,30.9,23.7,320.0,68.0,0.4,0.4,0.10482001,23.7,68.0
1588,268,79,126,15279.22,9.461,22,32,44.0,456:476,37.9,30.9,23.7,320.0,68.0,0.4,0.4,0.10494204,23.7,68.0
1589,266,81,126,15288.68,9.461,22,31,44.0,472:476,37.9,30.9,23.7,338.0,83.0,0.4,0.4,0.105064064,23.7,83.0
1590,263,83,126,15298.14,9.461,22,30,44.0,479:476,37.9,30.9,23.7,338.0,83.0,0.4,0.4,0.10518609,23.7,83.0
1591,262,81,126,15307.6,9.461,22,31,45.0,479:476,37.9,30.9,25.1,328.0,85.0,0.4,0.4,0.105308115,25.1,85.0
1592,263,79,126,15317.06,9.461,22,32,45.0,476:483,37.9,30.9,25.1,294.0,83.0,0.4,0.4,0.10543014,25.1,83.0
1593,268,78,126,15326.53,9.461,22,33,45.0,479:479,37.9,30.9,25.1,294.0,83.0,0.4,0.4,0.10555217,25.1,83.0
1594,266,80,125,15335.99,9.461,22,32,45.0,961,37.9,30.9,25.1,305.0,82.0,0.4,0.4,0.10567419,25.1,82.0
1595,263,81,125,15345.45,9.461,22,31,45.0,483:479,37.9,30.9,27.2,262.0,76.0,0.4,0.4,0.10579622,27.2,76.0
1596,265,80,125,15354.91,9.461,22,32,46.0,479:479,37.9,30.9,30.8,200.0,66.0,0.4,0.4,0.10591824,30.8,66.0
1597,264,79,125,15364.37,9.461,22,32,46.0,479:479,37.9,30.9,37.6,219.0,88.0,0.4,0.4,0.10604027,37.6,88.0
1598,264,79,125,15373.83,9.461,22,32,46.0,476:488,37.9,30.9,37.6,219.0,88.0,0.4,0.4,0.106162295,37.6,88.0
1599,264,77,125,15383.29,9.461,22,33,46.0,479:483:483,37.9,30.9,40.9,228.0,101.0,0.4,0.4,0.10628432,40.9,101.0
1600,266,77,124,15392.75,9.461,22,33,46.0,479:492,37.9,30.9,40.9,245.0,114.0,0.4,0.4,0.106406346,40.9,114.0
1601,264,77,124,15402.21,9.461,22,33,47.0,483:488,37.91,30.85,40.9,337.0,128.0,0.4,0.4,0.10652837,40.9,128.0
1602,266,76,124,15411.67,9.461,22,33,47.0,479:483,37.91,30.9,40.9,367.0,115.0,0.4,0.4,0.1066504,40.9,115.0
1603,266,76,124,15421.13,9.461,22,33,47.0,479:479,37.91,30.9,40.9,303.0,97.0,0.4,0.4,0.10677242,40.9,97.0
1604,264,77,125,15430.6,9.461,22,33,47.0,479:476,37.91,30.9,39.0,268.0,88.0,0.4,0.4,0.10689445,39.0,88.0
1605,267,78,125,15440.06,9.461,22,33,47.0,492:453,37.91,30.9,39.0,268.0,88.0,0.4,0.4,0.107016474,39.0,88.0
1606,266,78,129,15449.52,9.461,22,33,47.0,944:402,37.91,30.9,35.6,214.0,79.0,0.4,0.4,0.1071385,35.6,79.0
1607,268,79,128,15458.98,9.461,22,32,47.0,542,37.91,30.9,35.6,214.0,79.0,0.4,0.4,0.107260525,35.6,79.0
1608,266,80,128,15468.44,9.461,22,32,47.0,938:467,37.91,30.85,33.6,251.0,90.0,0.4,0.4,0.10738255,33.6,90.0
1609,263,82,127,15477.9,9.461,22,31,47.0,472:476,37.91,30.85,33.6,261.0,85.0,0.4,0.4,0.10750458,33.6,85.0
1610,263,80,127,15487.36,9.461,21,31,47.0,476,37.91,30.85,33.6,261.0,85.0,0.4,0.4,0.1076266,33.6,85.0
1611,265,79,127,15496.82,9.461,22,32,47.0,476:472:472,37.91,30.85,33.6,300.0,89.0,0.4,0.4,0.10774863,33.6,89.0
1612,266,79,127,15506.28,9.461,22,32,46.0,476:476,37.91,30.9,33.6,333.0,96.0,0.4,0.4,0.10787065,33.6,96.0
1613,267,80,127,15515.74,9.461,22,32,46.0,495:453,37.91,30.9,33.6,378.0,98.0,0.4,0.4,0.10799268,33.6,98.0
1614,264,82,127,15525.2,9.461,22,31,47.0,938,37.91,30.9,30.4,306.0,69.0,0.4,0.4,0.108114704,30.4,69.0
1615,264,81,126,15534.7,9.461,22,31,47.0,472:495,37.91,30.85,30.4,306.0,69.0,0.4,0.4,0.10823673,30.4,69.0
1616,269,81,127,15544.13,9.461,22,32,47.0,449:472:469,37.91,30.9,28.3,282.0,63.0,0.4,0.4,0.108358756,28.3,63.0
1617,266,82,127,15553.59,9.461,22,31,47.0,469:476,37.91,30.9,28.3,282.0,63.0,0.4,0.4,0.10848078,28.3,63.0
1618,262,82,127,15563.05,9.461,22,31,47.0,469,37.91,30.85,28.3,282.0,63.0,0.4,0.4,0.10860281,28.3,63.0
1619,263,80,127,15572.51,9.461,22,31,47.0,467:472:472,37.91,30.85,25.6,319.0,81.0,0.4,0.4,0.10872483,25.6,81.0
1620,265,80,127,15581.97,9.461,22,32,47.0,469:469,37.91,30.85,25.6,319.0,81.0,0.4,0.4,0.10884686,25.6,81.0
1621,266,81,128,15591.43,9.461,22,31,47.0,469:469,37.91,30.85,25.6,306.0,75.0,0.4,0.4,0.108968884,25.6,75.0
1622,262,80,127,15600.89,9.461,22,31,46.0,472:472,37.91,30.85,25.6,306.0,75.0,0.4,0.4,0.10909091,25.6,75.0
1623,264,78,127,15610.35,9.461,22,32,46.0,469:472,37.91,30.9,25.6,306.0,75.0,0.4,0.4,0.109212935,25.6,75.0
1624,265,78,128,15619.82,9.461,22,32,46.0,472:472:465,37.91,30.85,25.6,306.0,75.0,0.4,0.4,0.10933496,25.6,75.0
1625,266,79,127,15629.28,9.461,22,32,47.0,476:472,37.91,30.85,25.6,306.0,75.0,0.4,0.4,0.109456986,25.6,75.0
1626,262,79,127,15638.74,9.461,22,32,47.0,472:472,37.91,30.9,25.6,306.0,75.0,0.4,0.4,0.10957901,25.6,75.0
1627,262,77,127,15648.2,9.461,21,32,48.0,472:472,37.91,30.85,25.6,306.0,75.0,0.4,0.4,0.10970104,25.6,75.0
1628,266,75,127,15657.66,9.461,22,34,48.0,476:472,37.91,30.85,25.6,306.0,75.0,0.4,0.4,0.10982306,25.6,75.0
1629,264,76,127,15667.12,9.461,22,33,48.0,472:479,37.91,30.85,25.6,306.0,75.0,0.4,0.4,0.10994509,25.6,75.0
1630,266,76,126,15676.58,9.461,22,33,48.0,488:476,37.91,30.85,25.6,306.0,75.0,0.4,0.4,0.110067114,25.6,75.0
1631,265,76,126,15686.04,9.461,22,33,48.0,483:486,37.91,30.85,25.6,306.0,75.0,0.4,0.4,0.11018914,25.6,75.0
1632,262,75,125,15695.5,9.461,22,33,47.0,476:483,37.91,30.9,25.6,306.0,75.0,0.4,0.4,0.110311165,25.6,75.0
1633,264,73,124,15704.96,9.461,22,35,47.0,476:483:508,37.91,30.85,25.6,306.0,75.0,0.4,0.4,0.11043319,25.6,75.0
1634,269,74,125,15714.42,9.461,22,35,47.0,465:479,37.91,30.85,25.6,306.0,75.0,0.4,0.4,0.11055522,25.6,75.0
1635,269,77,125,15723.89,9.461,22,33,47.0,483:476,37.91,30.85,25.6,306.0,75.0,0.4,0.4,0.11067724,25.6,75.0
1636,267,77,125,15733.35,9.461,22,33,47.0,483,37.92,30.85,25.6,306.0,75.0,0.4,0.4,0.11079927,25.6,75.0
1637,267,81,124,15742.81,9.461,22,31,48.0,481:476,37.92,30.85,25.6,306.0,75.0,0.4,0.4,0.11092129,25.6,75.0
1638,265,80,124,15752.27,9.461,22,32,48.0,479:479,37.92,30.85,25.6,306.0,75.0,0.4,0.4,0.11104332,25.6,75.0
1639,267,82,125,15761.73,9.461,21,31,48.0,469,37.92,30.9,25.6,306.0,75.0,0.4,0.4,0.111165345,25.6,75.0
1640,266,83,125,15771.19,9.461,21,31,48.0,472:469,37.92,30.9,25.6,306.0,75.0,0.4,0.4,0.11128737,25.6,75.0
1641,263,82,126,15780.65,9.461,21,31,48.0,483:463:469,37.92,30.9,25.6,306.0,75.0,0.4,0.4,0.111409396,25.6,75.0
1642,264,81,126,15790.11,9.461,21,31,48.0,940,37.92,30.85,25.6,306.0,75.0,0.4,0.4,0.11153142,25.6,75.0
1643,265,81,127,15799.57,9.461,21,31,48.0,469:472,37.92,30.85,25.6,306.0,75.0,0.4,0.4,0.11165345,25.6,75.0
1644,265,80,127,15809.03,9.461,21,32,48.0,472:463,37.92,30.85,25.6,306.0,75.0,0.4,0.4,0.11177547,25.6,75.0
1645,266,80,127,15818.49,9.461,22,32,47.0,469:469,37.92,30.9,25.6,306.0,75.0,0.4,0.4,0.1118975,25.6,75.0
1646,266,82,128,15827.96,9.461,22,31,47.0,469:465:465,37.92,30.9,25.6,306.0,75.0,0.4,0.4,0.112019524,25.6,75.0
1647,262,82,128,15837.42,9.461,22,31,48.0,465:472,37.92,30.85,25.6,306.0,75.0,0.4,0.4,0.11214155,25.6,75.0
1648,263,79,128,15846.88,9.461,22,32,48.0,465:472,37.92,30.85,25.6,306.0,75.0,0.4,0.4,0.112263575,25.6,75.0
1649,264,78,128,15856.34,9.461,21,32,48.0,465:469,37.92,30.85,25.6,306.0,75.0,0.4,0.4,0.1123856,25.6,75.0
1650,264,78,128,15865.8,9.461,21,32,49.0,472:939,37.92,30.85,25.6,306.0,75.0,0.4,0.4,0.11250763,25.6,75.0
1651,265,77,128,15875.26,9.461,22,33,49.0,469:472,37.92,30.85,25.6,306.0,75.0,0.4,0.4,0.11262965,25.6,75.0
1652,263,77,128,15884.72,9.461,22,33,49.0,472:472,37.92,30.85,25.6,306.0,75.0,0.4,0.4,0.11275168,25.6,75.0
1653,266,75,128,15894.18,9.461,22,34,49.0,492:449,37.92,30.85,25.6,306.0,75.0,0.4,0.4,0.1128737,25.6,75.0
1654,267,75,127,15903.64,9.461,21,34,49.0,472:495,37.92,30.85,25.6,306.0,75.0,0.4,0.4,0.11299573,25.6,75.0
1655,266,77,127,15913.1,9.461,21,33,49.0,460:479,37.92,30.85,25.6,306.0,75.0,0.4,0.4,0.113117754,25.6,75.0
1656,266,78,126,15922.57,9.461,21,33,49.0,483:500,37.92,30.85,25.6,306.0,75.0,0.4,0.4,0.11323978,25.6,75.0
1657,266,78,125,15932.03,9.461,21,33,49.0,469:490,37.92,30.85,25.6,306.0,75.0,0.4,0.4,0.113361806,25.6,75.0
1658,266,79,125,15941.49,9.461,21,32,49.0,483:488,37.92,30.85,25.6,306.0,75.0,0.4,0.4,0.11348383,25.6,75.0
1659,264,79,125,15950.95,9.461,21,32,49.0,488:483,37.92,30.85,25.6,306.0,75.0,0.4,0.4,0.11360586,25.6,75.0
1660,264,80,124,15960.41,9.461,21,32,50.0,483:483,37.92,30.85,25.6,306.0,75.0,0.4,0.4,0.11372788,25.6,75.0
1661,266,82,124,15969.87,9.461,22,31,50.0,492:479,37.92,30.85,25.6,306.0,75.0,0.4,0.4,0.11384991,25.6,75.0
1662,264,81,123,15979.33,9.461,22,31,50.0,508,37.93,30.85,25.6,306.0,75.0,0.4,0.4,0.11397193,25.6,75.0
1663,264,81,125,15988.79,9.461,22,31,49.0,961:456,37.93,30.85,25.6,306.0,75.0,0.4,0.4,0.11409396,25.6,75.0
1664,265,81,125,15998.25,9.461,22,31,49.0,479:472,37.93,30.85,25.6,306.0,75.0,0.4,0.4,0.114215985,25.6,75.0
1665,263,81,126,16007.71,9.461,22,31,48.0,472:469:469,37.93,30.85,25.6,306.0,75.0,0.4,0.4,0.11433801,25.6,75.0
1666,263,80,126,16017.17,9.461,21,31,47.0,476:465,37.93,30.85,25.6,306.0,75.0,0.4,0.4,0.114460036,25.6,75.0
1667,266,80,127,16026.64,9.461,21,32,46.0,472:460,37.93,30.85,25.6,306.0,75.0,0.4,0.4,0.11458206,25.6,75.0
1668,263,78,127,16036.1,9.461,21,32,46.0,469:460,37.93,30.85,25.6,306.0,75.0,0.4,0.4,0.11470409,25.6,75.0
1669,268,78,128,16045.56,9.461,21,33,46.0,472:460,37.93,30.85,25.6,306.0,75.0,0.4,0.4,0.11482611,25.6,75.0
1670,266,79,128,16055.02,9.461,21,32,46.0,469:460,37.93,30.85,25.6,306.0,75.0,0.4,0.4,0.11494814,25.6,75.0
1671,260,77,128,16064.48,9.461,21,32,46.0,469:469:469,37.93,30.85,25.6,306.0,75.0,0.4,0.4,0.115070164,25.6,75.0
1672,264,77,128,16073.94,9.461,21,33,46.0,465:469,37.93,30.85,25.6,306.0,75.0,0.4,0.4,0.11519219,25.6,75.0
1673,268,76,128,16083.4,9.461,21,34,46.0,465:472,37.93,30.85,25.6,306.0,75.0,0.4,0.4,0.115314215,25.6,75.0
1674,268,80,128,16092.86,9.461,21,32,46.0,465:469,37.93,30.9,25.6,306.0,75.0,0.4,0.4,0.11543624,25.6,75.0
1675,264,80,128,16102.32,9.461,21,32,46.0,469:465,37.93,30.9,25.6,306.0,75.0,0.4,0.4,0.11555827,25.6,75.0
1676,262,79,128,16111.78,9.461,22,32,46.0,472:460,37.93,30.85,25.6,306.0,75.0,0.4,0.4,0.11568029,25.6,75.0
