time,watts,cadence,heartrate,distance,velocity_smooth,temp,torque,smo2,hrv,core_temperature,skin_temperature,respiration,tidal_volume,tidal_volume_min,heat_strain_index,HeatStrainIndex,PercentageinZ2,TymeBreathRate,TymeVentilation
0,215,69,93,8.83,8.827,26,30,47.0,,37.06,,34.9,168.0,54.0,0.0,0.0,1.2202562E-4,34.9,54.0
1,214,67,94,17.65,8.827,26,31,48.0,620:625,37.06,33.1,29.9,181.0,33.0,0.0,0.0,2.4405125E-4,29.9,33.0
2,217,67,95,26.48,8.827,26,31,48.0,612:611,37.06,33.1,29.9,181.0,33.0,0.0,0.0,3.6607689E-4,29.9,33.0
3,216,66,95,35.31,8.827,26,31,48.0,612,37.06,33.1,25.1,174.0,32.0,0.0,0.0,4.881025E-4,25.1,32.0
4,215,66,96,44.13,8.827,26,31,48.0,609:609,37.06,33.1,25.1,174.0,32.0,0.0,0.0,6.101281E-4,25.1,32.0
5,214,65,97,52.97,8.827,26,31,48.0,612:609,37.06,33.05,24.3,172.0,38.0,0.0,0.0,7.3215377E-4,24.3,38.0
6,216,65,97,61.79,8.827,26,32,48.0,607,37.06,33.05,24.3,167.0,40.0,0.0,0.0,8.541794E-4,24.3,40.0
7,216,65,97,70.61,8.827,26,32,47.0,1202,37.06,33.1,26.5,145.0,37.0,0.0,0.0,9.76205E-4,26.5,37.0
8,216,66,98,79.44,8.827,26,31,47.0,589:593,37.06,33.1,26.5,135.0,41.0,0.0,0.0,0.0010982306,26.5,41.0
9,217,65,99,88.27,8.827,26,32,47.0,588,37.06,33.05,26.5,135.0,41.0,0.0,0.0,0.0012202562,26.5,41.0
10,219,66,100,97.1,8.827,26,32,47.0,601:555,37.06,33.1,26.5,102.0,32.0,0.0,0.0,0.0013422819,26.5,32.0
11,218,67,99,105.92,8.827,25,31,47.0,640:601,37.06,33.1,26.5,102.0,32.0,0.0,0.0,0.0014643075,26.5,32.0
12,215,69,100,114.76,8.827,25,30,47.0,593,37.06,33.05,24.1,203.0,43.0,0.0,0.0,0.0015863332,24.1,43.0
13,213,70,100,123.58,8.827,25,29,47.0,597:597,37.06,33.05,24.1,203.0,43.0,0.0,0.0,0.0017083588,24.1,43.0
14,216,68,100,132.4,8.827,25,30,46.0,593:589,37.06,33.05,28.3,170.0,41.0,0.0,0.0,0.0018303844,28.3,41.0
15,217,68,100,141.24,8.827,25,30,46.0,593,37.06,33.05,28.3,170.0,41.0,0.0,0.0,0.00195241,28.3,41.0
16,217,68,101,150.06,8.827,25,30,46.0,580:586,37.06,33.05,30.1,137.0,41.0,0.0,0.0,0.0020744356,30.1,41.0
17,215,68,101,158.88,8.827,25,30,46.0,582:578,37.06,33.05,30.1,137.0,41.0,0.0,0.0,0.0021964612,30.1,41.0
18,217,69,102,167.72,8.827,25,30,46.0,574,37.06,33.05,29.3,106.0,35.0,0.0,0.0,0.0023184868,29.3,35.0
19,216,69,103,176.54,8.827,25,30,46.0,569:564,37.06,33.0,29.3,107.0,34.0,0.0,0.0,0.0024405124,29.3,34.0
20,214,68,104,185.36,8.827,25,30,45.0,563:559,37.06,33.05,29.3,107.0,34.0,0.0,0.0,0.002562538,29.3,34.0
21,215,67,104,194.19,8.827,25,31,45.0,565,37.06,33.05,29.3,107.0,34.0,0.0,0.0,0.0026845639,29.3,34.0
22,217,67,104,203.02,8.827,25,31,45.0,565:573:574,37.06,33.05,29.3,109.0,31.0,0.0,0.0,0.0028065895,29.3,31.0
23,218,69,104,211.84,8.827,25,30,45.0,574,37.06,33.05,29.3,109.0,31.0,0.0,0.0,0.002928615,29.3,31.0
24,217,69,105,220.67,8.827,25,30,44.0,565:574,37.06,33.0,31.8,423.0,134.0,0.0,0.0,0.0030506407,31.8,134.0
25,215,69,105,229.5,8.827,25,30,44.0,563:561,37.06,33.05,31.8,423.0,134.0,0.0,0.0,0.0031726663,31.8,134.0
26,217,69,106,238.36,8.827,25,30,44.0,559:555,37.06,33.05,31.8,290.0,82.0,0.0,0.0,0.003294692,31.8,82.0
27,217,70,106,247.18,8.827,25,30,44.0,559:563,37.06,33.0,31.8,290.0,82.0,0.0,0.0,0.0034167175,31.8,82.0
28,216,72,106,255.99,8.827,25,29,44.0,559,37.06,33.05,31.8,290.0,82.0,0.0,0.0,0.0035387431,31.8,82.0
29,215,72,107,264.81,8.827,25,29,43.0,550:559,37.06,33.0,26.5,322.0,59.0,0.0,0.0,0.0036607687,26.5,59.0
30,216,71,107,273.63,8.827,25,29,43.0,559:555,37.06,33.0,26.5,322.0,59.0,0.0,0.0,0.0037827943,26.5,59.0
31,217,71,107,282.46,8.827,25,29,43.0,559,37.06,33.0,26.5,487.0,125.0,0.0,0.0,0.00390482,26.5,125.0
32,216,71,107,291.29,8.827,25,29,43.0,555:554,37.06,33.0,28.0,487.0,142.0,0.0,0.0,0.0040268456,28.0,142.0
33,216,71,107,300.11,8.827,25,29,43.0,555:555,37.06,33.0,28.0,487.0,142.0,0.0,0.0,0.004148871,28.0,142.0
34,216,72,108,308.94,8.827,25,29,43.0,555:559,37.06,33.0,28.0,487.0,170.0,0.0,0.0,0.004270897,28.0,170.0
35,215,71,108,317.77,8.827,25,29,44.0,550,37.06,33.0,24.9,398.0,130.0,0.0,0.0,0.0043929224,24.9,130.0
36,216,73,108,326.59,8.827,25,28,44.0,546:550:546,37.06,33.0,24.9,353.0,114.0,0.0,0.0,0.004514948,24.9,114.0
37,216,73,108,335.42,8.827,25,28,44.0,546,37.06,33.0,28.8,218.0,58.0,0.0,0.0,0.0046369736,28.8,58.0
38,215,73,110,344.25,8.827,25,28,43.0,535:535:537,37.06,33.0,28.8,218.0,58.0,0.0,0.0,0.004758999,28.8,58.0
39,216,72,110,353.07,8.827,25,29,43.0,538,37.06,33.0,28.8,218.0,58.0,0.0,0.0,0.004881025,28.8,58.0
40,217,72,110,361.9,8.827,25,29,43.0,550:538,37.06,33.0,28.8,216.0,66.0,0.0,0.0,0.0050030504,28.8,66.0
41,217,73,110,370.73,8.827,25,28,43.0,538:533,37.06,33.0,28.8,216.0,53.0,0.0,0.0,0.005125076,28.8,53.0
42,217,73,111,379.56,8.827,25,28,43.0,535:535,37.06,33.0,28.8,216.0,39.0,0.0,0.0,0.005247102,28.8,39.0
43,214,74,111,388.38,8.827,25,28,42.0,542:542,37.06,33.0,28.8,216.0,39.0,0.0,0.0,0.0053691277,28.8,39.0
44,214,73,111,397.21,8.827,25,28,42.0,535:538,37.06,33.0,28.8,216.0,39.0,0.0,0.0,0.0054911533,28.8,39.0
45,216,73,111,406.03,8.827,25,28,42.0,537,37.06,33.0,23.7,289.0,50.0,0.0,0.0,0.005613179,23.7,50.0
46,216,73,111,414.86,8.827,25,28,42.0,542:535,37.06,33.0,23.7,361.0,61.0,0.0,0.0,0.0057352046,23.7,61.0
47,216,71,111,423.69,8.827,25,29,42.0,538:527,37.06,33.0,20.8,249.0,46.0,0.0,0.0,0.00585723,20.8,46.0
48,217,71,111,432.52,8.827,25,29,42.0,538,37.06,32.95,20.8,249.0,46.0,0.0,0.0,0.005979256,20.8,46.0
49,218,72,112,441.34,8.827,25,29,42.0,537:538:531,37.06,33.0,20.8,249.0,46.0,0.0,0.0,0.0061012814,20.8,46.0
50,215,73,112,450.17,8.827,25,28,43.0,531:527,37.06,32.95,20.4,137.0,30.0,0.0,0.0,0.006223307,20.4,30.0
51,217,73,112,459.11,8.939,25,28,43.0,527,37.06,33.0,20.4,137.0,30.0,0.0,0.0,0.0063453326,20.4,30.0
52,217,74,113,467.93,8.827,25,28,43.0,522:531,37.06,32.95,20.4,137.0,29.0,0.0,0.0,0.006467358,20.4,29.0
53,215,74,112,476.77,8.827,25,28,44.0,535:538,37.06,32.95,20.4,137.0,29.0,0.0,0.0,0.006589384,20.4,29.0
54,215,73,112,485.59,8.827,25,28,44.0,535:535,37.06,32.95,20.4,137.0,29.0,0.0,0.0,0.0067114094,20.4,29.0
55,215,73,113,494.41,8.827,25,28,44.0,522:535,37.06,32.95,18.7,429.0,63.0,0.0,0.0,0.006833435,18.7,63.0
56,215,71,113,503.25,8.827,25,29,44.0,531:531,37.06,33.0,18.7,429.0,63.0,0.0,0.0,0.0069554606,18.7,63.0
57,215,71,113,512.07,8.827,25,29,43.0,519:531,37.06,32.95,18.8,344.0,56.0,0.0,0.0,0.0070774863,18.8,56.0
58,215,71,113,520.9,8.827,25,29,43.0,522:523,37.06,32.95,18.8,344.0,56.0,0.0,0.0,0.007199512,18.8,56.0
59,218,73,114,529.72,8.827,25,29,43.0,523,37.06,32.95,20.6,376.0,65.0,0.0,0.0,0.0073215375,20.6,65.0
60,215,74,114,538.55,8.827,25,28,43.0,515:515:523,37.06,32.95,20.6,350.0,66.0,0.0,0.0,0.007443563,20.6,66.0
61,214,73,114,547.38,8.827,25,28,42.0,526,37.06,32.95,20.6,350.0,66.0,0.0,0.0,0.0075655887,20.6,66.0
62,216,71,114,556.2,8.827,25,29,42.0,523:527:519,37.06,32.95,19.6,537.0,73.0,0.0,0.0,0.0076876143,19.6,73.0
63,215,71,114,565.04,8.827,25,29,41.0,519,37.06,32.95,19.6,537.0,73.0,0.0,0.0,0.00780964,19.6,73.0
64,217,71,114,573.86,8.827,25,29,40.0,519:529,37.06,32.95,19.6,632.0,62.0,0.0,0.0,0.0079316655,19.6,62.0
65,216,71,114,582.68,8.827,25,29,38.0,527:523,37.06,32.95,19.6,632.0,62.0,0.0,0.0,0.008053691,19.6,62.0
66,216,71,115,591.51,8.827,25,29,37.0,519:519,37.06,32.95,18.6,485.0,57.0,0.0,0.0,0.008175717,18.6,57.0
67,217,71,114,600.34,8.827,25,29,36.0,519:531,37.06,32.95,18.6,338.0,51.0,0.0,0.0,0.008297742,18.6,51.0
68,216,71,115,609.16,8.827,25,29,36.0,522,37.06,32.95,18.6,338.0,51.0,0.0,0.0,0.008419768,18.6,51.0
69,216,72,112,617.99,8.827,25,29,36.0,711:515,37.06,32.95,18.7,340.0,57.0,0.0,0.0,0.008541794,18.7,57.0
70,217,72,113,626.83,8.827,25,29,36.0,512:508,37.06,32.95,18.7,340.0,57.0,0.0,0.0,0.008663819,18.7,57.0
71,217,72,114,635.64,8.827,25,29,36.0,510:515,37.06,32.95,18.7,341.0,62.0,0.0,0.0,0.008785845,18.7,62.0
72,217,73,117,644.48,8.827,25,28,37.0,527:437,37.06,32.95,18.7,341.0,62.0,0.0,0.0,0.00890787,18.7,62.0
73,216,73,116,653.3,8.827,25,28,37.0,597:512,37.06,32.95,18.5,380.0,62.0,0.0,0.0,0.009029896,18.5,62.0
74,215,73,116,662.13,8.827,25,28,38.0,510,37.05,32.95,18.5,418.0,62.0,0.0,0.0,0.009151922,18.5,62.0
75,216,73,116,670.95,8.827,25,28,37.0,515:519:515,37.05,32.9,18.5,418.0,62.0,0.0,0.0,0.009273947,18.5,62.0
76,217,73,116,679.78,8.827,25,28,37.0,515:515,37.05,32.9,18.4,351.0,58.0,0.0,0.0,0.009395973,18.4,58.0
77,215,73,116,688.61,8.827,25,28,37.0,522,37.05,32.95,18.4,351.0,58.0,0.0,0.0,0.009517998,18.4,58.0
78,215,73,116,697.44,8.827,25,28,37.0,519:519,37.05,32.95,18.4,304.0,67.0,0.0,0.0,0.009640024,18.4,67.0
79,216,72,116,706.26,8.827,25,29,37.0,515:515,37.05,32.9,18.4,304.0,67.0,0.0,0.0,0.00976205,18.4,67.0
80,216,72,116,715.09,8.827,25,29,38.0,515:519,37.05,32.9,18.4,304.0,67.0,0.0,0.0,0.009884075,18.4,67.0
81,216,72,116,723.91,8.827,25,29,38.0,522:523,37.05,32.9,18.4,324.0,80.0,0.0,0.0,0.010006101,18.4,80.0
82,215,72,116,732.74,8.827,25,29,39.0,515:515,37.05,32.95,18.2,329.0,70.0,0.0,0.0,0.0101281265,18.2,70.0
83,215,71,116,741.57,8.827,25,29,40.0,515:527,37.05,32.9,18.2,333.0,59.0,0.0,0.0,0.010250152,18.2,59.0
84,216,71,116,750.4,8.827,25,29,41.0,518:519,37.05,32.9,20.1,276.0,56.0,0.0,0.0,0.010372178,20.1,56.0
85,216,71,115,759.22,8.827,25,29,41.0,523:527,37.05,32.9,20.1,276.0,56.0,0.0,0.0,0.010494204,20.1,56.0
86,217,70,115,768.05,8.827,25,30,41.0,531,37.05,32.9,20.1,276.0,56.0,0.0,0.0,0.01061623,20.1,56.0
87,218,71,115,776.88,8.827,25,29,41.0,527:529,37.05,32.9,21.8,269.0,63.0,0.0,0.0,0.010738255,21.8,63.0
88,216,72,114,785.7,8.827,25,29,41.0,531:535:527,37.05,32.9,21.8,269.0,63.0,0.0,0.0,0.010860281,21.8,63.0
89,215,72,114,794.53,8.827,25,29,40.0,535:531,37.05,32.9,23.4,260.0,61.0,0.0,0.0,0.010982307,23.4,61.0
90,215,71,114,803.35,8.827,25,29,40.0,526,37.05,32.9,23.4,281.0,66.0,0.0,0.0,0.011104332,23.4,66.0
91,216,71,113,812.18,8.827,25,29,40.0,531:535,37.05,32.9,23.4,281.0,66.0,0.0,0.0,0.011226358,23.4,66.0
92,216,70,113,821.01,8.827,25,29,40.0,538:538,37.05,32.9,23.4,242.0,58.0,0.0,0.0,0.0113483835,23.4,58.0
93,215,69,113,829.83,8.827,25,30,40.0,538:537,37.05,32.9,21.7,303.0,63.0,0.0,0.0,0.011470409,21.7,63.0
94,216,70,112,838.67,8.827,25,29,40.0,535:538,37.05,32.9,21.7,364.0,67.0,0.0,0.0,0.011592435,21.7,67.0
95,218,70,112,847.49,8.827,25,30,40.0,546:535,37.05,32.9,21.7,364.0,67.0,0.0,0.0,0.01171446,21.7,67.0
96,216,71,112,856.32,8.827,25,29,41.0,535,37.05,32.9,22.4,316.0,61.0,0.0,0.0,0.011836486,22.4,61.0
97,216,71,112,865.14,8.827,25,29,41.0,529:535,37.05,32.9,22.4,316.0,61.0,0.0,0.0,0.011958512,22.4,61.0
98,215,70,112,873.97,8.827,25,29,41.0,535:542,37.05,32.9,22.4,267.0,55.0,0.0,0.0,0.012080537,22.4,55.0
99,215,70,112,882.8,8.827,25,29,41.0,535:538,37.05,32.9,22.4,267.0,55.0,0.0,0.0,0.012202563,22.4,55.0
100,216,70,112,891.62,8.827,25,29,41.0,533:535,37.05,32.9,20.6,316.0,59.0,0.0,0.0,0.012324588,20.6,59.0
101,214,70,112,900.45,8.827,25,29,41.0,542:538,37.05,32.9,20.6,365.0,63.0,0.0,0.0,0.012446614,20.6,63.0
102,216,69,112,909.28,8.827,24,30,42.0,542,37.06,32.9,19.4,342.0,62.0,0.0,0.0,0.01256864,19.4,62.0
103,216,68,111,918.1,8.827,24,30,42.0,538:546,37.06,32.9,19.4,342.0,62.0,0.0,0.0,0.012690665,19.4,62.0
104,217,70,111,926.93,8.827,24,30,42.0,546:550,37.06,32.9,19.4,342.0,62.0,0.0,0.0,0.012812691,19.4,62.0
105,217,70,111,935.76,8.827,24,30,43.0,546:546,37.06,32.85,19.4,297.0,63.0,0.0,0.0,0.012934716,19.4,63.0
106,215,70,110,944.58,8.827,24,29,42.0,542:546,37.06,32.85,19.4,297.0,63.0,0.0,0.0,0.013056742,19.4,63.0
107,215,70,110,953.41,8.827,24,29,42.0,550:546,37.06,32.9,19.4,275.0,65.0,0.0,0.0,0.013178768,19.4,65.0
108,215,68,110,962.24,8.827,24,30,41.0,542,37.06,32.85,19.7,295.0,63.0,0.0,0.0,0.013300793,19.7,63.0
109,215,69,111,971.06,8.827,24,30,40.0,538:538,37.06,32.9,19.7,295.0,63.0,0.0,0.0,0.013422819,19.7,63.0
110,216,69,111,979.89,8.827,24,30,40.0,537:546,37.06,32.9,19.7,315.0,61.0,0.0,0.0,0.013544844,19.7,61.0
111,217,69,110,988.72,8.827,24,30,40.0,550:555,37.06,32.85,19.7,315.0,61.0,0.0,0.0,0.01366687,19.7,61.0
112,217,70,110,997.54,8.827,24,30,41.0,550:546,37.06,32.85,18.6,345.0,61.0,0.0,0.0,0.013788896,18.6,61.0
113,215,70,110,1006.37,8.827,24,29,41.0,541:546,37.06,32.85,18.6,375.0,61.0,0.0,0.0,0.013910921,18.6,61.0
114,215,69,110,1015.21,8.827,24,30,41.0,546,37.06,32.85,18.6,375.0,61.0,0.0,0.0,0.014032947,18.6,61.0
115,215,70,109,1024.03,8.827,24,29,42.0,559:559,37.06,32.85,18.6,375.0,61.0,0.0,0.0,0.0141549725,18.6,61.0
116,214,69,109,1032.85,8.827,24,30,42.0,559:555,37.06,32.85,18.2,375.0,58.0,0.0,0.0,0.014276998,18.2,58.0
117,215,68,109,1041.68,8.827,24,30,42.0,546:546,37.06,32.85,18.2,375.0,55.0,0.0,0.0,0.014399024,18.2,55.0
118,218,67,109,1050.51,8.827,24,31,43.0,542:555,37.06,32.85,18.2,375.0,55.0,0.0,0.0,0.014521049,18.2,55.0
119,217,67,109,1059.33,8.827,24,31,42.0,546,37.06,32.85,18.2,375.0,55.0,0.0,0.0,0.014643075,18.2,55.0
120,216,69,110,1068.16,8.827,24,30,42.0,546:538:535,37.06,32.85,17.0,345.0,52.0,0.0,0.0,0.014765101,17.0,52.0
121,217,69,110,1076.99,8.827,24,30,41.0,542,37.06,32.85,17.0,315.0,49.0,0.0,0.0,0.014887126,17.0,49.0
122,217,69,110,1085.81,8.827,24,30,41.0,555:550,37.06,32.85,17.0,315.0,49.0,0.0,0.0,0.015009152,17.0,49.0
123,216,70,110,1094.64,8.827,24,29,41.0,550:542,37.06,32.85,16.4,377.0,63.0,0.0,0.0,0.015131177,16.4,63.0
124,215,70,110,1103.48,8.827,24,29,42.0,542:546,37.06,32.85,16.4,377.0,63.0,0.0,0.0,0.015253203,16.4,63.0
125,216,70,110,1112.29,8.827,24,29,42.0,550,37.06,32.8,16.4,438.0,76.0,0.0,0.0,0.015375229,16.4,76.0
126,216,70,110,1121.13,8.827,24,29,42.0,546:541,37.06,32.85,16.4,438.0,76.0,0.0,0.0,0.015497254,16.4,76.0
127,216,70,110,1129.95,8.827,24,29,42.0,542:538,37.06,32.85,16.4,399.0,72.0,0.0,0.0,0.01561928,16.4,72.0
128,216,70,110,1138.77,8.827,24,29,42.0,542:535,37.06,32.8,16.4,360.0,68.0,0.0,0.0,0.015741305,16.4,68.0
129,214,69,111,1147.61,8.827,24,30,43.0,535:529,37.06,32.85,17.4,312.0,62.0,0.0,0.0,0.015863331,17.4,62.0
130,217,70,111,1156.44,8.827,24,30,43.0,538:535,37.06,32.85,17.4,312.0,62.0,0.0,0.0,0.015985357,17.4,62.0
131,217,70,111,1165.25,8.827,24,30,43.0,546,37.06,32.85,17.4,312.0,62.0,0.0,0.0,0.016107382,17.4,62.0
132,216,71,111,1174.08,8.827,24,29,44.0,546:542,37.06,32.8,19.2,320.0,69.0,0.0,0.0,0.016229408,19.2,69.0
133,215,70,111,1182.91,8.827,24,29,44.0,546:546,37.06,32.8,19.2,320.0,69.0,0.0,0.0,0.016351433,19.2,69.0
134,217,70,111,1191.73,8.827,24,30,44.0,542:546:538,37.06,32.8,20.5,316.0,70.0,0.0,0.0,0.01647346,20.5,70.0
135,217,70,111,1200.56,8.827,24,30,44.0,542,37.06,32.8,20.5,316.0,70.0,0.0,0.0,0.016595485,20.5,70.0
136,216,70,110,1209.39,8.827,24,29,44.0,541:550,37.06,32.8,20.5,316.0,70.0,0.0,0.0,0.01671751,20.5,70.0
137,216,71,110,1218.21,8.827,24,29,44.0,546:542,37.06,32.8,21.5,281.0,63.0,0.0,0.0,0.016839536,21.5,63.0
138,216,71,110,1227.04,8.827,24,29,44.0,538,37.06,32.8,21.5,281.0,63.0,0.0,0.0,0.016961562,21.5,63.0
139,216,71,110,1235.87,8.827,24,29,44.0,1093,37.06,32.8,21.5,307.0,68.0,0.0,0.0,0.017083587,21.5,68.0
140,216,70,110,1244.69,8.827,24,29,44.0,555:550,37.06,32.85,21.5,307.0,68.0,0.0,0.0,0.017205613,21.5,68.0
141,215,71,110,1253.52,8.827,24,29,44.0,550:546,37.06,32.8,21.5,327.0,66.0,0.0,0.0,0.017327638,21.5,66.0
142,215,70,110,1262.35,8.827,24,29,44.0,541:538,37.06,32.8,21.5,346.0,63.0,0.0,0.0,0.017449664,21.5,63.0
143,217,70,110,1271.18,8.827,24,30,44.0,546:550:559,37.06,32.8,21.5,346.0,63.0,0.0,0.0,0.01757169,21.5,63.0
144,217,70,110,1280.0,8.827,24,30,44.0,,37.06,32.8,21.5,346.0,63.0,0.0,0.0,0.017693715,21.5,63.0
145,215,68,109,1288.83,8.827,24,30,43.0,555:554,37.06,32.8,20.6,381.0,61.0,0.0,0.0,0.01781574,20.6,61.0
146,217,68,109,1297.66,8.827,24,30,43.0,550:546,37.06,32.8,20.6,415.0,59.0,0.0,0.0,0.017937766,20.6,59.0
147,216,68,109,1306.48,8.827,24,30,43.0,1113,37.06,32.8,20.6,415.0,59.0,0.0,0.0,0.018059792,20.6,59.0
148,216,69,109,1315.31,8.827,24,30,44.0,555:550,37.06,32.8,19.5,351.0,56.0,0.0,0.0,0.018181818,19.5,56.0
149,216,69,109,1324.14,8.827,24,30,44.0,546,37.06,32.8,19.5,351.0,56.0,0.0,0.0,0.018303843,19.5,56.0
150,216,68,109,1332.96,8.827,24,30,44.0,550:555:563,37.06,32.8,19.5,286.0,52.0,0.0,0.0,0.018425869,19.5,52.0
151,216,69,108,1341.79,8.827,24,30,44.0,559,37.06,32.8,19.5,286.0,52.0,0.0,0.0,0.018547894,19.5,52.0
152,216,69,108,1350.62,8.827,24,30,44.0,558:550,37.06,32.75,18.1,321.0,58.0,0.0,0.0,0.01866992,18.1,58.0
153,217,69,108,1359.44,8.827,24,30,44.0,555:569,37.06,32.8,18.1,355.0,64.0,0.0,0.0,0.018791946,18.1,64.0
154,218,69,109,1368.27,8.827,24,30,44.0,527:538,37.06,32.8,18.1,355.0,64.0,0.0,0.0,0.018913971,18.1,64.0
155,215,69,110,1377.11,8.827,24,30,44.0,537:535,37.06,32.8,18.1,320.0,58.0,0.0,0.0,0.019035997,18.1,58.0
156,215,69,110,1385.92,8.827,24,30,43.0,531,37.06,32.8,18.1,320.0,58.0,0.0,0.0,0.019158022,18.1,58.0
157,216,69,110,1394.75,8.827,24,30,43.0,538:538,37.06,32.8,18.1,320.0,58.0,0.0,0.0,0.019280048,18.1,58.0
158,218,69,110,1403.58,8.827,24,30,43.0,546:541,37.06,32.75,17.5,335.0,58.0,0.0,0.0,0.019402074,17.5,58.0
159,216,70,110,1412.4,8.827,24,29,43.0,538:546,37.06,32.75,17.5,335.0,58.0,0.0,0.0,0.0195241,17.5,58.0
160,216,69,110,1421.23,8.827,24,30,43.0,550:555,37.06,32.75,17.5,384.0,63.0,0.0,0.0,0.019646125,17.5,63.0
161,215,70,110,1430.06,8.827,24,29,44.0,555,37.06,32.75,17.5,384.0,63.0,0.0,0.0,0.01976815,17.5,63.0
162,216,70,109,1438.88,8.827,24,29,44.0,558:546,37.06,32.75,18.1,392.0,72.0,0.0,0.0,0.019890176,18.1,72.0
163,217,70,109,1447.71,8.827,24,30,44.0,546:555,37.06,32.75,18.1,400.0,81.0,0.0,0.0,0.020012202,18.1,81.0
164,215,70,109,1456.54,8.827,24,29,44.0,546,37.06,32.75,18.4,346.0,68.0,0.0,0.0,0.020134227,18.4,68.0
165,216,69,109,1465.36,8.827,24,30,44.0,546:1093,37.06,32.75,18.4,346.0,68.0,0.0,0.0,0.020256253,18.4,68.0
166,217,70,110,1474.19,8.827,24,30,43.0,546,37.06,32.75,18.4,346.0,68.0,0.0,0.0,0.020378279,18.4,68.0
167,213,70,110,1483.02,8.827,24,29,43.0,542:538,37.06,32.75,19.1,264.0,56.0,0.0,0.0,0.020500304,19.1,56.0
168,214,70,110,1491.84,8.827,24,29,43.0,538:537,37.06,32.75,19.1,264.0,56.0,0.0,0.0,0.02062233,19.1,56.0
169,216,68,110,1500.7,8.827,24,30,43.0,538:550,37.06,32.75,19.1,236.0,57.0,0.0,0.0,0.020744355,19.1,57.0
170,217,67,110,1509.5,8.827,24,31,43.0,550:555,37.06,32.75,19.1,236.0,57.0,0.0,0.0,0.020866383,19.1,57.0
171,215,68,109,1518.33,8.827,24,30,43.0,554:555,37.06,32.75,18.8,296.0,59.0,0.0,0.0,0.020988408,18.8,59.0
172,214,67,109,1527.16,8.827,24,31,43.0,550:559,37.06,32.75,18.8,356.0,61.0,0.0,0.0,0.021110434,18.8,61.0
173,216,67,109,1535.98,8.827,24,31,44.0,569,37.06,32.75,18.8,356.0,61.0,0.0,0.0,0.02123246,18.8,61.0
174,217,67,108,1544.81,8.827,24,31,44.0,1144,37.06,32.75,18.8,356.0,61.0,0.0,0.0,0.021354485,18.8,61.0
175,218,67,108,1553.63,8.827,24,31,44.0,559,37.06,32.75,18.8,345.0,57.0,0.0,0.0,0.02147651,18.8,57.0
176,216,67,108,1562.46,8.827,24,31,44.0,555:546:555,37.06,32.75,18.8,333.0,52.0,0.0,0.0,0.021598537,18.8,52.0
177,215,68,108,1571.29,8.827,24,30,43.0,555,37.06,32.75,18.8,333.0,52.0,0.0,0.0,0.021720562,18.8,52.0
178,217,68,109,1580.11,8.827,24,30,43.0,546:542,37.06,32.7,17.7,331.0,54.0,0.0,0.0,0.021842588,17.7,54.0
179,214,68,109,1588.94,8.827,24,30,43.0,538:550,37.06,32.75,17.7,329.0,56.0,0.0,0.0,0.021964613,17.7,56.0
180,213,67,109,1597.77,8.827,24,30,43.0,542:538,37.06,32.7,18.2,277.0,51.0,0.0,0.0,0.022086639,18.2,51.0
181,217,65,110,1606.59,8.827,24,32,43.0,541:542,37.06,32.7,18.2,277.0,51.0,0.0,0.0,0.022208665,18.2,51.0
182,218,66,110,1615.42,8.827,24,32,43.0,546,37.06,32.75,18.2,277.0,51.0,0.0,0.0,0.02233069,18.2,51.0
183,218,66,110,1624.25,8.827,24,32,43.0,546:542,37.06,32.7,18.2,216.0,54.0,0.0,0.0,0.022452716,18.2,54.0
184,217,68,110,1633.07,8.827,24,30,43.0,538:533,37.06,32.75,18.2,216.0,54.0,0.0,0.0,0.022574741,18.2,54.0
185,217,69,110,1641.9,8.827,24,30,44.0,538:555,37.06,32.7,18.2,216.0,54.0,0.0,0.0,0.022696767,18.2,54.0
186,218,69,110,1650.73,8.827,24,30,44.0,555:555,37.06,32.75,18.2,208.0,61.0,0.0,0.0,0.022818793,18.2,61.0
187,216,71,109,1659.55,8.827,24,29,44.0,550:550,37.06,32.7,18.1,304.0,64.0,0.0,0.0,0.022940818,18.1,64.0
188,217,72,110,1668.38,8.827,24,29,44.0,546:546,37.06,32.7,18.1,399.0,67.0,0.0,0.0,0.023062844,18.1,67.0
189,218,72,110,1677.21,8.827,24,29,44.0,542:542,37.06,32.7,20.4,295.0,56.0,0.0,0.0,0.02318487,20.4,56.0
190,217,74,110,1686.03,8.827,24,28,44.0,542,37.06,32.7,24.6,277.0,68.0,0.0,0.0,0.023306895,24.6,68.0
191,213,73,110,1694.86,8.827,24,28,43.0,533:535,37.06,32.7,24.6,277.0,68.0,0.0,0.0,0.02342892,24.6,68.0
192,217,73,110,1703.69,8.827,24,28,43.0,546:550,37.06,32.7,24.6,217.0,69.0,0.0,0.0,0.023550946,24.6,69.0
193,216,72,110,1712.51,8.827,24,29,42.0,546,37.06,32.7,25.2,276.0,76.0,0.0,0.0,0.023672972,25.2,76.0
194,216,72,110,1721.35,8.827,24,29,42.0,546:541:535,37.06,32.7,25.2,319.0,91.0,0.0,0.0,0.023794997,25.2,91.0
195,218,73,110,1730.18,8.827,24,29,42.0,546,37.06,32.7,25.2,395.0,89.0,0.0,0.0,0.023917023,25.2,89.0
196,216,73,110,1739.0,8.827,24,28,43.0,550:559,37.06,32.7,25.2,395.0,89.0,0.0,0.0,0.024039049,25.2,89.0
