time,watts,cadence,heartrate,distance,velocity_smooth,temp,torque,smo2,hrv,core_temperature,tidal_volume,heat_strain_index,PercentageinZ2,TymeBreathRate,TymeVentilation
0,215,62,87,0.0,8.834,,33,67.1,,37.06,135.8,0.0,2.2820629E-4,,49.68
1,215,62,87,6.73,8.834,,33,67.0,683,37.06,141.6,0.0,4.5641258E-4,,50.23
2,216,62,87,13.48,8.834,,33,69.1,688,37.06,149.5,0.0,6.846189E-4,42.08,50.98
3,217,62,87,21.26,8.835,23,33,70.6,686:7:0,37.06,156.1,0.0,9.1282517E-4,41.04,51.61
4,217,63,87,31.1,8.838,23,33,71.2,673:54:0,37.06,162.1,0.0,0.0011410315,39.62,52.18
5,216,64,88,39.91,8.837,23,32,71.4,648,37.06,167.1,0.0,0.0013692378,38.43,52.65
6,216,64,89,49.2,8.837,23,32,71.4,662:48:0,37.06,171.7,0.0,0.0015974441,37.36,53.09
7,217,64,90,56.47,8.835,23,32,71.5,648,37.06,175.5,0.0,0.0018256503,36.45,53.44
8,218,64,91,65.76,8.837,23,33,70.1,657:48:0,37.06,179.2,0.0,0.0020538566,35.63,53.8
9,218,65,92,73.04,8.835,23,32,67.6,640,37.06,183.0,0.0,0.002282063,34.96,54.15
10,217,65,92,83.39,8.839,23,32,65.4,650:44:0,37.06,186.7,0.0,0.0025102692,34.28,54.51
11,217,66,92,92.68,8.837,23,31,62.7,639,37.06,190.3,0.0,0.0027384756,33.61,54.85
12,217,67,93,99.51,8.835,23,31,59.7,650:40:0,37.06,193.1,0.0,0.002966682,32.93,55.11
13,216,67,93,108.08,8.838,23,31,56.7,637,37.06,195.9,0.0,0.0031948881,32.3,55.38
14,216,68,93,116.5,8.835,23,30,53.0,643:32:0,37.06,198.7,0.0,0.0034230945,31.79,55.65
15,216,67,93,126.86,8.839,23,31,50.3,643:25:0,37.06,202.3,0.0,0.0036513007,31.29,55.99
16,215,68,94,136.14,8.837,23,30,48.2,639:25:0,37.06,206.2,0.0,0.003879507,30.78,56.36
17,215,68,95,143.41,8.835,23,30,46.6,615,37.06,210.4,0.0,0.0041077132,30.29,56.76
18,215,67,95,153.75,8.839,23,31,45.0,630:12:0,37.06,215.6,0.0,0.00433592,29.81,57.26
19,216,67,95,163.58,8.838,23,31,45.0,612,37.06,221.0,0.0,0.004564126,29.27,57.76
20,216,66,96,171.87,8.837,23,31,43.8,615:7:0,37.06,226.6,0.0,0.004792332,28.57,58.29
21,216,66,96,180.14,8.837,23,31,44.4,605,37.06,230.0,0.0,0.0050205383,27.93,58.62
22,216,66,97,188.96,8.837,23,31,42.9,611:1:0,37.06,232.4,0.0,0.005248745,27.36,58.84
23,216,66,98,199.06,8.839,23,31,44.3,606:53:0,37.06,234.8,0.0,0.005476951,27.0,59.07
24,216,66,99,208.05,8.838,23,31,43.8,601:46:0,37.06,237.1,0.0,0.0057051573,26.74,59.29
25,216,66,99,215.86,8.835,23,31,46.4,589,37.06,240.4,0.0,0.005933364,26.47,59.6
26,216,66,100,225.16,8.837,23,31,46.5,598:38:0,37.06,244.2,0.0,0.00616157,26.21,59.96
27,217,67,101,232.43,8.835,23,31,46.4,580,37.06,248.0,0.0,0.0063897762,25.86,60.33
28,217,67,102,242.78,8.839,23,31,45.8,587:29:0,37.06,251.8,0.0,0.006617983,25.46,60.68
29,216,67,102,252.06,8.837,23,31,46.1,583:34:0,37.06,255.5,0.0,0.006846189,25.05,61.04
30,215,67,103,259.34,8.835,23,31,45.8,583:29:0,37.06,258.5,0.0,0.007074395,24.63,61.32
31,216,66,104,268.48,8.837,23,31,45.6,574:23:0,37.06,260.7,0.0,0.0073026014,24.2,61.53
32,217,66,104,275.04,8.834,23,31,45.6,574:23:0,37.06,262.9,0.0,0.007530808,23.89,61.73
33,216,67,105,285.72,8.838,23,31,45.7,559,37.06,265.0,0.0,0.007759014,23.71,61.94
34,215,66,105,294.28,8.837,23,31,45.8,567:15:0,37.06,267.2,0.0,0.007987221,23.52,62.15
35,215,66,106,304.03,8.839,23,31,45.7,559:10:0,37.06,271.2,0.0,0.0082154265,23.34,62.89
36,215,65,107,314.17,8.837,23,32,46.7,551:2:0,37.06,275.3,0.0,0.008443633,23.15,63.62
37,216,65,107,321.44,8.835,23,32,47.0,542:2:0,37.06,279.5,0.0,0.00867184,22.95,64.09
38,216,65,108,330.73,8.837,23,32,45.8,547:6:0,37.06,283.3,0.0,0.008900045,22.76,64.25
39,217,65,109,338.0,8.835,23,32,43.3,538,37.06,284.4,0.0,0.009128252,22.61,64.17
40,217,65,111,347.62,8.838,23,32,41.9,543:57:0,37.06,285.5,0.0,0.009356459,22.51,64.08
41,216,66,111,355.78,8.837,23,31,41.3,546:58:0,37.06,286.6,0.0,0.009584664,22.47,64.0
42,216,66,111,366.45,8.838,23,31,42.2,539:51:0,37.06,287.7,0.0,0.009812871,22.44,63.91
43,216,66,111,374.73,8.837,23,31,42.6,535:46:0,37.06,289.3,0.0,0.010041077,22.4,63.63
44,216,66,111,383.53,8.837,23,31,42.8,535:55:0,37.06,291.8,0.0,0.010269283,22.37,63.08
45,216,66,112,392.79,8.837,23,31,44.4,531,37.06,293.6,0.0,0.01049749,22.28,62.68
46,216,66,113,400.05,8.835,23,31,45.8,535:51:0,37.06,294.8,0.0,0.010725696,22.13,62.47
47,216,66,113,410.44,8.839,23,31,45.6,530:51:0,37.06,296.0,0.0,0.010953902,22.01,62.27
48,216,66,113,419.74,8.837,23,31,46.5,543:43:0,37.06,297.1,0.0,0.011182109,21.95,62.06
49,216,66,114,427.01,8.835,23,31,46.0,535:51:0,37.06,298.1,0.0,0.011410315,21.89,61.85
50,216,66,114,436.84,8.838,23,31,46.7,534:43:0,37.06,298.6,0.0,0.011638521,21.83,61.64
51,216,66,113,445.12,8.837,23,31,47.3,523:43:0,37.06,299.1,0.0,0.011866728,21.77,61.43
52,216,66,114,453.93,8.837,23,31,47.8,535:43:0,37.06,299.8,0.0,0.012094934,21.69,61.35
53,218,66,114,463.06,8.837,23,32,47.0,526:39:0,37.06,301.1,0.0,0.01232314,21.6,61.48
54,218,67,115,469.64,8.834,23,31,46.2,527:39:0,37.06,301.8,0.0,0.012551347,21.52,61.74
55,217,68,115,480.85,8.839,22,30,48.2,531:43:0,37.06,302.0,0.0,0.0127795525,21.45,62.12
56,215,69,115,490.12,8.837,22,30,48.7,526,37.06,302.2,0.0,0.013007759,21.46,62.51
57,214,69,115,497.38,8.835,22,30,48.1,527:47:35,37.06,304.7,0.0,0.013235966,21.54,63.02
58,215,68,116,507.76,8.839,22,30,46.7,515,37.06,307.6,0.0,0.013464171,21.62,63.57
59,216,67,115,517.04,8.837,22,31,45.9,527:47:0,37.06,310.4,0.0,0.013692378,21.74,64.11
60,216,68,115,524.3,8.835,22,30,45.4,526:39:0,37.06,313.2,0.0,0.013920584,21.86,64.56
61,216,68,116,534.64,8.833,22,30,45.5,523:35:0,37.06,315.5,0.0,0.01414879,21.99,64.79
62,216,68,115,543.91,8.83,22,30,46.2,523:32:0,37.06,317.9,0.0,0.014376997,22.1,65.03
63,216,68,116,551.21,8.863,22,30,47.0,522:35:0,37.06,320.2,0.0,0.014605203,22.2,65.26
64,216,68,116,560.5,8.837,22,30,48.1,531:35:0,37.06,322.4,0.0,0.014833409,22.29,65.46
65,215,67,117,567.78,8.835,22,31,48.3,523:35:0,37.06,324.5,0.0,0.015061616,22.38,65.63
66,215,67,117,578.13,8.839,22,31,48.2,526:32:0,37.06,326.5,0.0,0.015289822,22.4,65.81
67,216,67,116,587.41,8.837,22,31,47.1,520:39:0,37.06,328.6,0.0,0.015518028,22.35,65.99
68,217,67,116,594.45,8.835,22,31,48.3,527:32:0,37.06,330.3,0.0,0.015746234,22.31,66.22
69,217,67,116,603.82,8.838,22,31,49.0,522:24:0,37.06,331.5,0.0,0.015974442,22.26,66.58
70,217,68,117,613.3,8.837,22,30,50.6,523:43:0,37.06,332.7,0.0,0.016202647,22.19,66.93
71,217,69,116,622.57,8.837,22,30,49.9,527:35:0,37.06,339.4,0.0,0.016430853,22.06,68.03
72,216,69,117,629.62,8.835,22,30,50.1,519,37.06,343.4,0.0,0.01665906,21.94,68.62
73,215,70,117,639.31,8.839,22,29,49.8,522:39:0,37.06,344.7,0.0,0.016887266,21.64,68.72
74,215,70,116,649.48,8.837,22,29,48.4,520:35:0,37.06,346.0,0.0,0.017115472,21.43,68.82
75,216,69,116,656.79,8.835,22,30,48.0,523:39:0,37.06,347.6,0.0,0.01734368,21.31,69.11
76,217,69,116,666.61,8.838,22,30,48.5,518:32:0,37.06,349.2,0.0,0.017571885,21.19,69.58
77,217,69,116,675.42,8.837,22,30,50.0,520:28:0,37.06,352.0,0.0,0.01780009,21.05,69.97
78,216,69,116,684.55,8.837,22,30,50.4,516:39:0,37.06,355.4,0.0,0.018028298,20.9,70.31
79,214,70,117,691.08,8.834,22,29,47.9,522:35:0,37.06,358.1,0.0,0.018256504,20.79,70.5
80,215,69,118,702.31,8.839,22,30,46.2,516:28:0,37.06,359.3,0.0,0.01848471,20.71,70.41
81,216,69,117,711.62,8.837,22,30,46.6,516:28:0,37.06,360.6,0.0,0.018712917,20.65,70.32
82,216,69,117,718.9,8.835,22,30,47.7,523:34:0,37.06,361.8,0.0,0.018941123,20.64,70.23
83,215,69,117,728.71,8.838,22,30,48.0,516:32:0,37.06,362.6,0.0,0.019169329,20.62,70.02
84,216,69,118,736.96,8.837,22,30,49.9,512:28:0,37.06,362.4,0.0,0.019397536,20.61,69.56
85,216,69,117,745.28,8.837,22,30,50.9,516:34:0,37.06,362.3,0.0,0.019625742,20.59,69.1
86,217,69,117,754.08,8.837,22,30,51.2,520:32:0,37.06,362.1,0.0,0.019853948,20.56,68.64
87,216,69,118,763.37,8.837,22,30,50.0,508,37.06,362.0,0.0,0.020082153,20.54,68.59
88,215,69,118,770.65,8.835,22,30,50.4,520:40:35,37.06,361.9,0.0,0.020310361,20.51,68.58
89,215,68,117,781.0,8.839,22,30,49.5,526:32:0,37.06,361.8,0.0,0.020538567,20.5,68.57
90,216,68,117,790.28,8.837,22,30,48.7,520:28:0,37.06,361.3,0.0,0.020766772,20.49,68.65
91,217,68,117,797.55,8.835,22,30,48.5,520:28:0,37.06,360.4,0.0,0.02099498,20.48,68.81
92,216,68,117,807.66,8.839,22,30,48.1,526:39:0,37.06,359.5,0.0,0.021223186,20.49,68.96
93,216,68,117,816.67,8.838,22,30,48.1,512,37.06,359.7,0.0,0.021451391,20.51,69.15
94,216,68,118,824.43,8.835,22,30,49.5,527:35:0,37.06,360.9,0.0,0.021679599,20.53,69.38
95,215,68,116,834.8,8.839,22,30,50.3,531:38:0,37.06,362.1,0.0,0.021907805,20.53,69.6
96,215,67,116,844.06,8.837,22,31,50.8,523:39:0,37.06,363.3,0.0,0.02213601,20.52,69.83
97,216,67,116,851.33,8.835,22,31,52.2,531:35:0,37.06,364.7,0.0,0.022364218,20.51,69.9
98,216,67,116,861.73,8.839,22,31,53.3,523:30:0,37.06,366.2,0.0,0.022592423,20.5,69.85
99,217,67,116,871.01,8.837,22,31,53.7,520:32:0,37.06,367.8,0.0,0.02282063,20.44,69.72
100,217,67,116,877.75,8.834,22,31,53.6,527:43:0,37.06,369.4,0.0,0.023048837,20.34,69.27
101,217,68,116,886.57,8.837,22,30,53.2,531:39:0,37.06,368.8,0.0,0.023277042,20.21,69.03
102,215,69,117,896.38,8.838,22,30,52.5,526:39:0,37.06,366.0,0.0,0.023505248,19.96,69.01
103,214,68,116,905.2,8.837,22,30,51.1,523:43:0,37.06,363.1,0.0,0.023733456,19.75,68.99
104,215,68,115,914.48,8.837,22,30,50.2,535:51:0,37.06,360.2,0.0,0.023961661,19.58,68.97
105,218,67,115,921.23,8.834,22,31,50.6,534:47:0,37.06,358.6,0.0,0.024189867,19.41,69.04
106,218,67,115,930.03,8.837,22,31,53.1,531:43:0,37.06,357.8,0.0,0.024418075,19.25,69.16
107,216,68,115,940.35,8.839,22,30,53.6,531,37.06,357.1,0.0,0.02464628,19.07,69.28
108,215,69,114,949.67,8.837,22,30,54.0,539:46:0,37.06,356.3,0.0,0.024874486,18.9,69.41
109,214,68,114,956.96,8.835,22,30,54.5,539:51:0,37.06,355.3,0.0,0.025102694,18.72,69.41
110,215,67,114,966.08,8.837,22,31,54.3,535,37.06,354.2,0.0,0.0253309,18.55,69.38
111,216,67,113,972.65,8.834,22,31,52.9,546:59:49,37.06,353.1,0.0,0.025559105,18.43,69.35
112,216,67,113,983.82,8.839,22,31,51.7,535:47:0,37.06,350.5,0.0,0.025787313,18.33,68.88
113,216,67,112,993.14,8.837,22,31,51.7,531,37.06,346.8,0.0,0.026015518,18.22,68.12
114,217,67,112,1000.42,8.835,22,31,51.4,544:7:1,37.06,343.9,0.0,0.026243724,18.13,67.44
115,217,68,113,1010.74,8.839,22,30,52.7,543:58:0,37.06,345.5,0.0,0.026471931,18.05,67.27
116,216,69,113,1020.03,8.837,22,30,52.2,531,37.06,347.1,0.0,0.026700137,17.98,67.09
117,215,70,112,1027.34,8.835,22,29,53.0,547:2:0,37.06,348.8,0.0,0.026928343,18.0,66.92
118,215,69,111,1037.68,8.839,22,30,53.7,546:2:0,37.06,350.4,0.0,0.02715655,18.01,66.75
119,215,68,112,1046.96,8.837,22,30,53.2,543:51:0,37.06,348.0,0.0,0.027384756,18.03,66.0
120,215,67,111,1053.99,8.835,22,31,52.5,544:2:0,37.06,345.2,0.0,0.027612962,18.05,65.21
121,216,66,111,1062.98,8.838,22,31,52.3,555:2:0,37.06,342.5,0.0,0.027841168,18.09,64.42
122,216,66,112,1070.8,8.835,22,31,52.4,546,37.06,342.7,0.0,0.028069375,18.14,64.35
123,217,66,112,1081.14,8.839,22,31,53.8,551:2:0,37.06,343.7,0.0,0.02829758,18.18,64.45
124,216,66,111,1090.94,8.838,22,31,54.2,551:10:0,37.06,344.6,0.0,0.028525786,18.22,64.55
125,216,66,110,1099.25,8.837,22,31,54.0,568:15:0,37.06,345.6,0.0,0.028753994,18.25,64.61
126,217,67,111,1107.53,8.837,22,31,54.9,555,37.06,346.8,0.0,0.0289822,18.29,64.46
127,216,67,110,1116.35,8.837,22,31,54.2,559:10:0,37.06,347.9,0.0,0.029210405,18.31,64.32
128,216,67,109,1126.17,8.838,22,31,53.5,555:19:0,37.06,349.1,0.0,0.029438613,18.32,64.17
129,216,67,108,1134.44,8.837,22,31,52.7,564:15:0,37.06,349.8,0.0,0.029666819,18.32,64.08
130,215,67,109,1143.26,8.837,22,31,52.4,555:6:0,37.06,349.6,0.0,0.029895024,18.32,64.12
131,216,66,109,1152.54,8.837,22,31,52.4,555:15:0,37.06,349.5,0.0,0.030123232,18.31,64.16
132,217,66,108,1159.57,8.835,22,31,52.5,564:10:0,37.06,349.3,0.0,0.030351438,18.27,64.2
133,218,66,109,1168.95,8.838,22,32,52.8,546,37.06,349.4,0.0,0.030579643,18.23,64.25
134,217,68,109,1177.89,8.837,22,30,52.8,555:1:0,37.06,349.6,0.0,0.03080785,18.19,64.3
135,215,69,109,1186.73,8.837,22,30,52.4,546:55:0,37.06,349.8,0.0,0.031036057,18.16,64.35
136,214,69,109,1196.54,8.838,22,30,52.7,543:58:0,37.06,349.6,0.0,0.031264264,18.13,64.35
137,216,68,110,1204.83,8.837,22,30,53.2,535:49:0,37.06,346.9,0.0,0.031492468,18.1,63.94
138,217,67,110,1213.1,8.837,22,31,54.6,535:43:0,37.06,344.9,0.0,0.031720676,18.07,63.63
139,217,67,112,1221.92,8.837,22,31,54.6,539:55:0,37.06,344.3,0.0,0.031948883,18.0,63.53
140,216,68,112,1231.19,8.837,22,30,54.0,542,37.06,343.8,0.0,0.032177087,17.93,63.42
141,216,68,114,1238.44,8.835,22,30,53.6,549:58:0,37.06,342.6,0.0,0.032405294,17.88,63.25
142,216,68,114,1248.83,8.839,22,30,54.0,546:57:0,37.06,341.2,0.0,0.032633502,17.82,63.05
143,215,68,112,1257.96,8.837,22,30,52.6,559:10:0,37.06,339.8,0.0,0.032861706,17.81,62.86
144,215,67,111,1264.55,8.834,22,31,51.8,554,37.07,339.1,0.0,0.033089913,17.8,62.75
145,216,66,111,1275.2,8.838,22,31,52.4,559:6:0,37.07,341.6,0.0,0.03331812,17.79,63.05
146,216,66,111,1283.48,8.837,22,31,53.8,551:2:0,37.07,344.0,0.0,0.033546325,17.79,63.35
147,216,67,109,1292.29,8.837,22,31,54.2,555:10:0,37.07,346.5,0.0,0.033774532,17.8,63.65
148,218,67,110,1302.65,8.839,22,31,55.3,555:2:0,37.07,347.1,0.0,0.03400274,17.82,63.6
149,217,68,110,1311.78,8.837,22,30,55.9,550:55:0,37.07,347.3,0.0,0.034230944,17.83,63.49
150,215,69,110,1318.37,8.834,22,30,55.3,538,37.07,347.5,0.0,0.03445915,17.85,63.37
151,215,68,110,1328.49,8.837,22,30,52.2,558:50:0,37.07,347.7,0.0,0.03468736,17.88,63.26
152,216,68,111,1335.78,8.835,22,30,53.2,543:55:0,37.07,346.8,0.0,0.034915563,17.9,63.2
153,217,68,111,1346.13,8.839,22,30,51.6,531,37.07,345.5,0.0,0.03514377,17.93,63.16
154,217,68,111,1355.74,8.838,22,30,51.6,555:10:0,37.07,344.2,0.0,0.035371978,17.96,63.12
155,217,69,112,1363.54,8.837,22,30,51.6,559:6:0,37.07,343.1,0.0,0.03560018,17.99,63.1
156,215,69,112,1373.04,8.837,22,30,52.8,555:6:0,37.07,342.1,0.0,0.03582839,18.02,63.1
157,214,68,111,1382.84,8.838,22,30,53.9,563:15:0,37.07,341.1,0.0,0.036056597,18.05,63.1
158,216,68,109,1390.91,8.837,22,30,55.1,555,37.07,340.1,0.0,0.0362848,18.07,63.1
159,217,68,110,1398.72,8.837,22,30,55.4,559:15:0,37.07,339.1,0.0,0.03651301,18.1,63.06
160,217,69,109,1407.94,8.837,22,30,54.3,559,37.07,338.1,0.0,0.036741216,18.13,63.01
161,215,69,108,1416.86,8.838,22,30,55.0,1117:10:0,37.07,337.2,0.0,0.03696942,18.16,62.97
162,214,68,108,1423.76,8.834,22,30,55.0,555:6:0,37.07,335.5,0.0,0.037197627,18.19,62.88
163,216,68,108,1433.95,8.839,22,30,55.0,559:21:0,37.07,333.9,0.0,0.037425835,18.22,62.78
164,218,68,108,1443.21,8.838,22,31,54.3,563,37.07,332.2,0.0,0.03765404,18.27,62.76
165,216,68,109,1450.67,8.834,22,30,54.1,574:23:0,37.07,330.5,0.0,0.037882246,18.32,62.8
166,215,69,108,1460.68,8.838,22,30,53.3,568:18:0,37.07,328.8,0.0,0.038110454,18.34,62.84
167,215,69,107,1468.96,8.837,22,30,51.2,568:10:0,37.07,327.1,0.0,0.038338657,18.33,62.88
168,217,69,107,1477.35,8.837,22,30,50.7,555:6:0,37.07,325.4,0.0,0.038566865,18.32,62.92
169,217,69,107,1486.61,8.837,22,30,52.0,542,37.07,326.6,0.0,0.038795073,18.32,64.14
170,216,69,107,1496.38,8.839,22,30,53.2,559:10:0,37.07,328.6,0.0,0.039023276,18.31,65.71
171,216,69,109,1506.48,8.837,22,30,54.7,564:10:0,37.07,330.2,0.0,0.039251484,18.29,67.01
172,215,69,110,1513.75,8.835,22,30,56.0,564:10:0,37.07,329.5,0.0,0.039479688,18.27,66.84
173,215,69,109,1524.11,8.839,22,30,55.6,554,37.07,328.7,0.0,0.039707895,18.25,66.68
174,216,68,109,1533.42,8.837,22,30,53.7,574:25:0,37.07,328.1,0.0,0.039936103,18.21,66.54
175,217,68,109,1540.16,8.834,22,30,52.2,572:23:0,37.07,328.1,0.0,0.040164307,18.18,66.6
176,216,69,109,1548.71,8.837,22,30,53.4,563,37.07,328.0,0.0,0.040392514,18.14,66.66
177,216,69,107,1558.49,8.839,22,30,53.0,1120,37.07,328.0,0.0,0.040620722,18.13,66.72
178,216,70,106,1568.62,8.837,22,29,53.7,572:15:0,37.07,327.7,0.0,0.040848926,18.12,66.72
179,215,70,107,1575.9,8.835,22,29,52.4,559:10:0,37.07,326.8,0.0,0.041077133,18.1,66.56
180,215,69,107,1585.71,8.838,22,30,51.8,567:23:0,37.07,325.8,0.0,0.04130534,18.11,66.39
181,215,69,107,1593.99,8.837,22,30,52.8,572:19:0,37.07,325.0,0.0,0.041533545,18.16,66.35
182,215,68,108,1602.82,8.837,22,30,53.1,568:15:0,37.07,324.4,0.0,0.041761752,18.22,66.39
183,216,68,108,1612.42,8.838,22,30,52.9,567:15:0,37.07,323.8,0.0,0.04198996,18.28,66.42
184,217,68,107,1619.85,8.836,22,30,52.7,555,37.07,323.1,0.0,0.042218164,18.33,66.46
185,217,68,107,1627.37,8.835,22,30,54.1,555:6:0,37.07,324.6,0.0,0.04244637,18.39,66.73
186,217,69,108,1637.11,8.839,22,30,54.9,559:15:0,37.07,327.1,0.0,0.04267458,18.45,67.11
187,216,70,108,1647.82,8.838,22,29,52.7,564:10:0,37.07,329.3,0.0,0.042902783,18.55,67.43
188,215,70,109,1656.09,8.837,22,29,53.3,550,37.07,330.0,0.0,0.04313099,18.67,67.39
189,214,69,109,1664.38,8.837,22,30,52.6,555:10:0,37.07,330.8,0.0,0.043359198,18.8,67.35
190,215,69,109,1673.19,8.837,21,30,52.5,559:15:0,37.07,331.6,0.0,0.0435874,18.9,67.31
191,217,69,109,1682.46,8.837,21,30,53.1,564:10:0,37.07,330.8,0.0,0.04381561,19.01,67.07
192,216,69,109,1689.52,8.835,21,30,52.2,555:6:0,37.07,329.1,0.0,0.044043817,19.12,66.68
193,215,69,109,1699.25,8.839,21,30,51.7,550,37.07,327.4,0.0,0.04427202,19.28,66.29
194,216,68,109,1709.21,8.837,21,30,50.2,564:24:10,37.07,325.8,0.0,0.044500228,19.47,66.02
195,217,68,109,1715.82,8.834,21,30,50.5,555,37.07,324.8,0.0,0.044728436,19.66,66.08
196,217,68,109,1726.47,8.838,21,30,49.7,563:2:0,37.07,323.7,0.0,0.04495664,19.86,66.15
197,217,69,108,1735.26,8.837,21,30,51.3,551:2:0,37.07,322.7,0.0,0.045184847,20.09,66.22
198,216,69,108,1744.29,8.838,21,30,52.6,551:2:0,37.07,321.5,0.0,0.045413055,20.32,66.33
199,216,70,109,1749.89,8.834,21,29,54.7,541,37.07,319.9,0.0,0.04564126,20.55,66.53
200,216,70,110,1762.2,8.839,21,29,54.2,1074,37.07,318.3,0.0,0.045869466,20.86,66.59
201,216,70,110,1771.48,8.837,21,29,52.8,544:2:0,37.07,316.6,0.0,0.046097673,21.31,66.5
202,217,69,110,1778.23,8.834,21,30,52.5,546:57:0,37.07,314.9,0.0,0.046325877,21.69,66.41
203,217,69,111,1786.81,8.837,21,30,51.9,543:58:0,37.07,314.1,0.0,0.046554085,21.97,66.91
204,216,69,111,1796.55,8.839,21,30,52.5,547:2:0,37.07,313.5,0.0,0.046782292,22.26,67.51
205,216,70,111,1806.66,8.837,21,29,51.9,547:1:0,37.07,312.9,0.0,0.047010496,22.41,68.12
206,215,70,111,1813.96,8.835,21,29,51.6,538,37.07,312.6,0.0,0.047238704,22.54,68.42
207,216,70,111,1823.77,8.838,21,29,51.5,550:58:0,37.07,312.4,0.0,0.04746691,22.66,68.65
208,217,69,111,1832.6,8.837,21,30,52.2,546:58:0,37.07,314.3,0.0,0.047695115,22.7,69.15
209,217,69,111,1841.86,8.837,21,30,52.7,537:51:0,37.07,318.2,0.0,0.047923323,22.71,69.91
210,217,70,111,1849.15,8.835,21,30,54.1,547:6:0,37.07,312.0,0.0,0.04815153,22.7,69.6
211,216,71,111,1858.76,8.838,21,29,52.8,555:2:0,37.07,307.4,0.0,0.048379734,22.67,69.41
212,216,72,112,1866.76,8.837,21,29,52.7,545:58:0,37.07,306.8,0.0,0.04860794,22.71,69.55
213,215,72,112,1876.54,8.838,21,29,49.8,535,37.07,306.3,0.0,0.04883615,22.74,69.69
214,216,71,110,1884.34,8.835,21,29,49.2,547:3:55,37.07,305.8,0.0,0.049064353,22.75,69.84
215,216,70,110,1894.16,8.838,21,29,49.4,533,37.07,305.0,0.0,0.04929256,22.76,69.98
216,215,70,111,1902.97,8.837,21,29,51.4,543:51:0,37.07,303.7,0.0,0.04952077,22.77,70.14
217,215,70,112,1912.24,8.837,21,29,52.2,544:2:0,37.07,302.4,0.0,0.049748972,22.79,70.31
218,216,69,112,1919.54,8.835,21,30,52.5,555:6:0,37.07,301.5,0.0,0.04997718,22.86,70.46
219,216,69,112,1929.89,8.839,21,30,53.3,546,37.07,301.7,0.0,0.050205387,22.92,70.56
220,216,69,112,1939.15,8.837,21,30,53.6,550:58:0,37.07,302.0,0.0,0.05043359,22.98,70.67
221,216,68,111,1945.99,8.835,21,30,53.2,555:6:0,37.07,302.2,0.0,0.0506618,23.03,70.77
222,216,69,110,1954.88,8.839,21,30,53.3,550:2:0,37.07,302.4,0.0,0.050890006,23.07,70.88
223,216,69,110,1966.06,8.837,21,30,53.3,551:2:0,37.07,302.4,0.0,0.05111821,23.12,70.95
224,217,68,110,1972.81,8.834,21,30,54.0,559:2:0,37.07,302.5,0.0,0.051346418,23.17,71.03
225,217,68,110,1981.63,8.837,21,30,51.8,545:55:0,37.07,302.3,0.0,0.051574625,23.27,71.17
226,216,69,111,1991.99,8.839,21,30,51.6,535,37.07,301.0,0.0,0.05180283,23.37,71.68
227,216,69,110,2001.25,8.837,21,30,52.3,551:14:55,37.07,299.6,0.0,0.052031036,23.47,72.19
228,216,69,111,2008.55,8.835,21,30,50.3,533,37.07,299.0,0.0,0.052259244,23.62,72.69
229,216,69,111,2018.34,8.838,21,30,51.4,546:58:0,37.07,299.4,0.0,0.052487448,23.76,73.18
230,216,69,111,2026.44,8.837,21,30,51.8,546:55:0,37.07,299.7,0.0,0.052715655,23.89,73.66
231,216,69,111,2034.24,8.837,21,30,51.8,544:6:0,37.07,299.9,0.0,0.052943863,23.98,74.06
232,216,70,112,2043.28,8.837,21,29,50.9,539:51:0,37.07,299.5,0.0,0.053172067,24.08,74.2
233,216,70,112,2052.2,8.839,21,29,51.0,544:2:0,37.07,299.1,0.0,0.053400274,24.16,74.34
234,216,70,112,2063.35,8.837,21,29,49.8,539:53:0,37.07,298.9,0.0,0.053628482,24.21,74.59
235,216,69,112,2070.65,8.835,21,30,50.2,535,37.07,298.7,0.0,0.053856686,24.25,74.93
236,216,69,112,2080.45,8.838,21,30,50.5,539:51:0,37.07,298.6,0.0,0.054084893,24.28,75.27
237,216,69,112,2088.19,8.836,21,30,49.8,535:51:0,37.07,298.4,0.0,0.0543131,24.3,75.62
238,217,69,112,2095.24,8.835,21,30,48.2,543:53:0,37.07,298.8,0.0,0.054541305,24.32,76.06
239,216,69,112,2104.65,8.839,21,30,47.1,539:51:0,37.07,299.5,0.0,0.054769512,24.33,76.59
240,216,69,113,2113.96,8.838,21,30,47.0,543:51:0,37.07,298.6,0.0,0.054997716,24.33,76.44
241,216,69,113,2122.4,8.835,21,30,47.2,531,37.08,297.5,0.0,0.055225924,24.31,76.22
242,216,69,113,2132.75,8.839,21,30,46.8,541:51:0,37.08,296.4,0.0,0.05545413,24.31,76.01
243,216,69,113,2142.56,8.838,21,30,48.5,539:59:47,37.08,298.5,0.0,0.055682335,24.3,75.63
244,215,70,113,2150.29,8.836,21,29,49.6,546,37.08,300.3,0.0,0.055910543,24.29,75.33
245,216,69,113,2157.6,8.835,21,30,49.2,545:58:0,37.08,299.9,0.0,0.05613875,24.3,75.33
246,216,69,113,2167.95,8.839,21,30,49.2,539:55:0,37.08,300.0,0.0,0.056366954,24.4,75.35
247,216,69,113,2177.21,8.837,21,30,47.8,550:55:0,37.08,300.4,0.0,0.05659516,24.68,75.37
248,216,69,112,2184.26,8.835,21,30,46.2,537,37.08,300.7,0.0,0.05682337,24.96,75.39
