time,watts,cadence,heartrate,distance,velocity_smooth,temp,torque,smo2,hrv,core_temperature,tidal_volume,heat_strain_index,PercentageinZ2,TymeBreathRate,TymeVentilation
1063,234,73,116,9755.8,8.837,19,31,46.3,520:38:0,37.57,259.0,0.0,0.22181652,33.12,80.62
1064,233,74,117,9765.75,8.838,19,30,46.1,531:43:43,37.57,258.6,0.0,0.22204472,33.24,80.67
1065,233,73,116,9774.43,8.837,19,30,47.3,531:35:0,37.57,258.3,0.0,0.22227293,33.36,80.8
1066,233,72,116,9784.38,8.838,19,31,47.1,514,37.57,258.1,0.0,0.22250114,33.48,80.93
1067,234,72,116,9793.02,8.837,19,31,48.7,523:43:0,37.57,261.2,0.0,0.22272934,33.61,81.07
1068,235,72,115,9802.86,8.838,19,31,48.6,523:43:0,37.57,262.5,0.0,0.22295755,33.73,80.95
1069,235,73,116,9810.34,8.836,19,31,47.0,523:46:0,37.57,260.4,0.0,0.22318576,33.74,80.34
1070,234,74,116,9817.9,8.835,19,30,47.0,534:43:0,37.57,261.8,0.0,0.22341396,33.73,80.43
1071,234,74,115,9827.85,8.838,19,30,46.0,539:51:0,37.57,263.1,0.0,0.22364217,33.67,80.52
1072,234,74,115,9835.99,8.837,19,30,46.0,527:47:0,37.57,264.8,0.0,0.22387038,33.75,80.84
1073,234,74,114,9843.87,8.837,19,30,46.6,522,37.57,266.7,0.0,0.22409858,33.83,81.19
1074,233,73,114,9854.76,8.838,19,30,47.2,1047:39:0,37.57,268.4,0.0,0.22432679,33.79,81.53
1075,234,73,114,9863.22,8.837,19,31,47.3,515,37.57,269.6,0.0,0.224555,33.74,80.82
1076,235,73,115,9872.64,8.838,19,31,48.5,527:30:0,37.58,269.3,0.0,0.2247832,33.68,80.51
1077,235,74,115,9881.68,8.837,19,30,48.2,520:35:0,37.58,267.6,0.0,0.22501141,33.24,80.58
1078,234,75,116,9890.35,8.837,19,30,48.7,527:47:0,37.58,268.5,0.0,0.22523962,32.78,81.22
1079,233,75,116,9899.91,8.838,19,30,47.9,527:49:0,37.58,270.1,0.0,0.22546782,32.31,81.9
1080,233,74,116,9906.52,8.834,19,30,47.7,535:39:0,37.58,270.8,0.0,0.22569603,31.76,81.91
1081,233,73,115,9915.19,8.837,19,30,48.9,535:51:0,37.59,271.5,0.0,0.22592424,31.23,81.92
1082,234,73,115,9925.15,8.838,19,31,47.0,519,37.59,272.2,0.0,0.22615243,30.99,81.93
1083,234,74,114,9933.42,8.837,19,30,47.6,1057:43:0,37.59,272.3,0.0,0.22638065,30.75,81.79
1084,233,74,114,9942.1,8.837,19,30,47.7,539:43:0,37.59,273.1,0.0,0.22660886,30.51,81.6
1085,233,73,114,9952.06,8.838,19,30,47.1,531:43:0,37.59,275.5,0.0,0.22683705,30.01,81.37
1086,234,72,114,9960.55,8.837,19,31,50.0,522,37.6,276.9,0.0,0.22706527,29.48,81.15
1087,235,72,114,9969.94,8.838,19,31,49.1,531:47:0,37.6,277.4,0.0,0.22729348,28.97,80.93
1088,234,73,114,9978.57,8.836,19,31,50.1,535:47:0,37.6,277.9,0.0,0.22752167,28.59,80.7
1089,233,73,115,9985.57,8.835,19,30,49.5,539:49:0,37.6,279.3,0.0,0.22774988,28.34,80.84
1090,233,72,115,9995.53,8.838,19,31,51.4,531:51:0,37.6,280.9,0.0,0.2279781,28.08,81.05
1091,234,72,114,10004.21,8.837,19,31,50.3,539:47:0,37.6,282.4,0.0,0.22820629,27.96,81.26
1092,234,72,113,10014.16,8.838,19,31,46.5,527:42:0,37.6,282.6,0.0,0.2284345,27.87,80.36
1093,233,72,113,10022.83,8.837,19,31,46.8,531:35:0,37.6,282.1,0.0,0.22866271,27.78,78.84
1094,235,72,113,10032.79,8.838,19,31,45.7,527:35:0,37.6,282.0,0.0,0.22889091,27.59,77.25
1095,235,73,114,10040.68,8.836,19,31,43.5,527:38:0,37.6,282.3,0.0,0.22911912,27.34,75.62
1096,234,74,115,10047.68,8.835,19,30,43.4,523,37.6,281.5,0.0,0.22934733,27.07,75.07
1097,233,73,115,10057.63,8.838,19,30,45.8,527:55:43,37.6,280.0,0.0,0.22957553,26.79,75.38
1098,234,72,116,10066.31,8.837,19,31,45.9,531:42:0,37.6,280.9,0.0,0.22980374,26.51,75.41
1099,234,72,115,10076.26,8.838,19,31,45.8,527:47:0,37.6,281.9,0.0,0.23003195,26.25,75.42
1100,234,72,115,10084.94,8.837,19,31,47.7,519,37.6,282.9,0.0,0.23026015,26.16,75.43
1101,235,72,115,10094.9,8.838,19,31,47.7,535:39:0,37.6,282.2,0.0,0.23048836,26.08,74.65
1102,236,73,115,10103.03,8.837,19,31,49.3,527:42:0,37.6,281.5,0.0,0.23071657,26.01,73.87
1103,236,74,115,10110.63,8.837,19,30,49.8,523:39:0,37.6,281.0,0.0,0.23094477,25.97,73.37
1104,233,76,115,10118.78,8.836,19,29,48.8,527:35:0,37.6,280.6,0.0,0.23117298,25.94,73.03
1105,231,76,115,10126.16,8.834,19,29,48.3,523,37.6,280.2,0.0,0.23140119,25.86,72.72
1106,233,74,115,10135.55,8.838,19,30,46.7,530:51:39,37.61,279.0,0.0,0.23162939,25.75,72.59
1107,234,73,116,10144.97,8.837,19,31,47.2,535:51:0,37.61,277.8,0.0,0.2318576,25.65,72.46
1108,234,73,115,10154.92,8.838,19,31,47.4,523,37.61,276.7,0.0,0.23208581,25.54,72.33
1109,233,73,115,10163.42,8.837,19,30,45.0,541:47:0,37.61,277.3,0.0,0.232314,25.44,72.02
1110,233,72,114,10172.58,8.838,19,31,47.1,535:55:0,37.61,277.9,0.0,0.23254222,25.33,71.71
1111,234,72,114,10179.98,8.834,19,31,48.5,539:58:0,37.61,278.9,0.0,0.23277043,25.27,71.72
1112,233,72,114,10189.38,8.838,19,31,48.7,537:55:0,37.61,279.2,0.0,0.23299862,25.2,71.48
1113,233,71,113,10198.79,8.837,19,31,50.2,535:47:0,37.61,278.6,0.0,0.23322684,25.19,70.87
1114,234,71,113,10208.74,8.838,19,31,49.8,539:51:0,37.61,278.0,0.0,0.23345505,25.16,70.26
1115,235,71,113,10216.52,8.836,19,32,49.1,530:39:0,37.61,276.2,0.0,0.23368324,25.08,69.79
1116,234,71,113,10222.71,8.834,19,31,46.1,703,37.61,274.5,0.0,0.23391145,25.01,69.32
1117,233,71,113,10233.98,8.839,19,31,47.1,523:47:0,37.61,273.7,0.0,0.23413967,24.94,69.2
1118,234,71,114,10243.94,8.838,19,31,45.5,527:38:0,37.61,273.3,0.0,0.23436786,24.87,69.2
1119,234,71,114,10252.6,8.837,19,31,43.7,519,37.61,273.1,0.0,0.23459607,24.79,69.06
1120,234,71,116,10262.56,8.838,19,31,42.8,527:35:0,37.61,273.4,0.0,0.23482428,24.7,68.66
1121,235,71,115,10270.43,8.836,19,32,45.2,535:43:0,37.61,273.7,0.0,0.23505248,24.63,68.25
1122,236,72,115,10276.9,8.834,19,31,43.6,526:39:0,37.61,273.9,0.0,0.2352807,24.58,67.97
1123,235,73,116,10284.75,8.837,19,31,45.6,531:43:0,37.61,274.2,0.0,0.2355089,24.52,68.16
1124,234,74,115,10295.68,8.838,19,30,44.2,523:39:0,37.61,274.4,0.0,0.2357371,24.47,68.34
1125,234,74,115,10304.31,8.837,19,30,45.5,526:43:0,37.61,274.6,0.0,0.23596531,24.42,68.51
1126,235,74,115,10314.29,8.838,19,30,46.7,523:39:0,37.61,275.1,0.0,0.23619352,24.38,68.57
1127,233,74,115,10322.98,8.837,19,30,47.8,523:35:0,37.61,275.5,0.0,0.23642172,24.34,68.63
1128,232,73,115,10332.92,8.838,19,30,47.9,526:47:0,37.62,277.3,0.0,0.23664993,24.35,69.03
1129,234,72,115,10341.22,8.837,19,31,48.6,523,37.62,279.2,0.0,0.23687814,24.36,69.46
1130,236,72,116,10349.12,8.836,19,31,46.5,527:55:47,37.62,280.4,0.0,0.23710634,24.38,69.81
1131,235,73,116,10356.12,8.835,19,31,48.0,531:38:0,37.62,281.5,0.0,0.23733455,24.4,70.13
1132,234,74,115,10365.93,8.838,19,30,48.4,527,37.62,282.7,0.0,0.23756276,24.46,70.46
1133,234,74,114,10373.82,8.837,19,30,48.3,527:43:0,37.62,283.8,0.0,0.23779096,24.52,70.84
1134,234,74,114,10384.7,8.838,19,30,48.3,531:47:0,37.62,285.1,0.0,0.23801917,24.58,71.37
1135,234,74,114,10392.99,8.837,19,30,47.6,522:43:0,37.62,286.4,0.0,0.23824738,24.63,71.9
1136,234,74,115,10401.64,8.837,19,30,49.0,535:47:0,37.62,287.1,0.0,0.23847558,24.63,72.23
1137,234,74,115,10411.58,8.838,19,30,48.0,527:47:0,37.62,285.6,0.0,0.23870379,24.63,71.95
1138,234,74,115,10420.28,8.837,19,30,46.5,526,37.62,284.2,0.0,0.238932,24.62,71.67
1139,234,74,115,10430.22,8.838,19,30,46.3,535:39:0,37.62,284.1,0.0,0.2391602,24.59,71.93
1140,233,74,114,10438.53,8.837,19,30,47.8,531:51:43,37.64,284.3,0.0,0.2393884,24.55,72.27
1141,234,74,114,10447.02,8.837,19,30,47.4,530:47:0,37.64,284.2,0.0,0.23961662,24.45,72.55
1142,235,74,114,10456.2,8.838,19,30,48.8,527,37.64,284.1,0.0,0.23984481,24.34,72.8
1143,234,74,115,10463.36,8.834,19,30,48.8,539:39:0,37.64,282.6,0.0,0.24007303,24.24,72.65
1144,233,74,114,10471.63,8.837,19,30,50.1,535:42:0,37.64,279.7,0.0,0.24030124,24.15,72.06
1145,234,74,114,10480.33,8.837,19,30,51.3,527:39:0,37.64,277.4,0.0,0.24052943,24.13,71.77
1146,235,74,114,10490.27,8.838,19,30,50.4,520:39:0,37.64,277.0,0.0,0.24075764,24.16,72.26
1147,234,74,115,10498.95,8.837,19,30,49.8,520:39:0,37.64,276.5,0.0,0.24098586,24.2,72.76
1148,233,75,115,10508.89,8.838,19,30,51.2,518:24:0,37.64,276.1,0.0,0.24121405,24.23,73.25
1149,233,74,115,10517.14,8.837,19,30,50.8,520:28:0,37.64,277.7,0.0,0.24144226,24.26,73.53
1150,234,74,116,10525.66,8.837,19,30,48.4,523:28:0,37.64,280.5,0.0,0.24167047,24.3,73.69
1151,234,74,116,10535.04,8.838,19,30,48.5,515:35:0,37.64,279.2,0.0,0.24189867,24.31,73.24
1152,234,74,117,10543.7,8.836,19,30,46.8,516:35:0,37.64,277.5,0.0,0.24212688,24.33,72.76
1153,234,73,117,10550.7,8.835,19,31,45.5,523:35:0,37.64,276.5,0.0,0.2423551,24.37,72.66
1154,235,73,117,10560.51,8.838,19,31,46.1,518:39:0,37.64,276.4,0.0,0.24258329,24.42,73.12
1155,236,74,117,10568.2,8.837,19,30,46.5,520:28:0,37.64,276.3,0.0,0.2428115,24.49,73.58
1156,234,75,117,10577.6,8.837,19,30,47.3,527:35:0,37.64,275.9,0.0,0.24303971,24.58,73.6
1157,233,74,116,10587.56,8.838,19,30,47.1,523:30:0,37.64,275.4,0.0,0.24326791,24.68,73.41
1158,235,73,116,10595.84,8.837,19,31,46.2,512,37.64,274.3,0.0,0.24349612,24.8,73.4
1159,236,74,117,10604.29,8.837,19,30,45.0,516:28:0,37.64,273.0,0.0,0.24372433,24.93,73.44
1160,236,76,117,10613.74,8.838,19,30,45.6,523:28:0,37.65,271.7,0.0,0.24395253,25.03,73.48
1161,235,77,117,10622.75,8.837,19,29,47.0,522:28:0,37.65,270.4,0.0,0.24418074,25.13,73.52
1162,234,78,117,10631.03,8.837,19,29,44.7,523:43:0,37.65,269.6,0.0,0.24440895,25.22,73.57
1163,234,78,117,10640.09,8.836,19,29,44.5,527:35:0,37.65,269.1,0.0,0.24463715,25.31,73.63
1164,234,78,117,10651.59,8.834,19,29,45.5,522:35:0,37.65,269.7,0.0,0.24486536,25.45,73.77
1165,234,78,117,10659.19,8.837,19,29,45.3,531:39:0,37.65,271.6,0.0,0.24509357,25.61,74.02
1166,234,79,116,10667.56,8.837,19,28,44.4,527:43:0,37.65,273.6,0.0,0.24532177,25.76,74.27
1167,234,79,116,10676.43,8.837,19,28,44.6,535:38:0,37.65,274.1,0.0,0.24554998,25.9,74.38
1168,233,79,116,10684.0,8.837,19,28,43.3,535:43:0,37.65,274.1,0.0,0.24577819,26.04,74.44
1169,233,78,115,10692.57,8.837,19,29,42.0,531:43:0,37.65,273.6,0.0,0.24600638,26.19,74.49
1170,234,77,115,10703.49,8.838,19,29,43.6,531:42:0,37.65,269.5,0.0,0.2462346,26.35,74.42
1171,234,77,114,10711.76,8.837,19,29,45.2,1050,37.65,266.8,0.0,0.2464628,26.49,74.42
1172,233,77,115,10720.04,8.837,19,29,43.7,527,37.65,266.9,0.0,0.246691,26.6,74.59
1173,234,76,115,10728.68,8.837,19,29,44.6,535:43:0,37.65,267.2,0.0,0.24691921,26.73,74.86
1174,235,76,114,10738.68,8.838,19,30,46.4,537:43:0,37.65,267.5,0.0,0.24714743,26.88,75.16
1175,234,77,114,10746.96,8.837,19,29,47.2,535:47:0,37.65,267.2,0.0,0.24737562,27.12,75.28
1176,234,78,114,10755.08,8.837,19,29,46.9,535:47:0,37.65,265.8,0.0,0.24760383,27.39,75.01
1177,233,77,114,10762.78,8.837,19,29,48.9,530:47:0,37.65,264.1,0.0,0.24783204,27.66,74.69
1178,233,76,114,10772.19,8.837,19,29,50.2,527:43:0,37.65,261.5,0.0,0.24806024,27.94,74.24
1179,234,76,114,10782.14,8.838,19,29,48.5,527:35:0,37.65,258.9,0.0,0.24828845,28.2,73.8
1180,234,76,116,10790.42,8.837,19,29,47.6,530:47:0,37.65,256.5,0.0,0.24851666,28.41,73.72
1181,234,76,116,10799.03,8.837,19,29,47.5,519,37.66,256.2,0.0,0.24874486,28.63,75.5
1182,233,76,116,10808.98,8.838,19,29,46.2,1050,37.66,257.1,0.0,0.24897307,28.99,77.22
1183,234,76,116,10817.28,8.837,19,29,42.3,527:55:46,37.66,257.8,0.0,0.24920128,29.33,77.43
1184,234,76,115,10825.55,8.837,19,29,41.7,523,37.66,258.5,0.0,0.24942948,29.58,77.65
1185,234,77,115,10834.27,8.837,19,29,42.6,535:51:0,37.66,260.5,0.0,0.24965769,29.68,77.96
1186,234,76,114,10844.09,8.838,19,29,43.1,535:43:0,37.66,264.2,0.0,0.2498859,29.78,78.4
1187,234,76,114,10851.79,8.837,19,29,44.1,537:43:0,37.66,264.5,0.0,0.2501141,29.92,78.43
1188,234,76,114,10860.81,8.837,19,29,46.4,527:47:0,37.66,264.9,0.0,0.2503423,30.13,78.58
1189,234,76,114,10869.48,8.837,19,29,46.6,519,37.66,267.0,0.0,0.2505705,30.28,79.15
1190,234,76,114,10879.43,8.838,19,29,46.8,531:50:51,37.66,268.2,0.0,0.25079873,30.42,79.92
1191,234,76,114,10887.66,8.837,19,29,47.7,535:47:0,37.66,268.2,0.0,0.25102693,30.58,80.94
1192,233,76,114,10896.4,8.837,19,29,49.7,527,37.66,267.4,0.0,0.25125512,30.74,81.14
1193,233,75,114,10906.35,8.838,19,30,48.0,539:53:0,37.66,266.3,0.0,0.25148335,30.89,81.06
1194,234,74,113,10914.64,8.837,19,30,48.8,531:47:0,37.66,265.2,0.0,0.25171155,31.04,80.98
1195,236,74,113,10923.13,8.837,19,30,48.0,535:43:0,37.66,264.5,0.0,0.25193974,31.2,80.93
1196,236,75,113,10932.45,8.838,19,30,49.5,531:42:0,37.66,264.3,0.0,0.25216797,31.35,80.91
1197,235,76,113,10940.81,8.837,19,30,47.6,523:39:0,37.66,264.2,0.0,0.25239617,31.51,80.9
1198,234,77,114,10949.82,8.837,19,29,44.3,527:35:0,37.66,263.2,0.0,0.25262436,31.67,80.67
1199,234,77,114,10958.5,8.837,19,29,44.0,520:39:0,37.66,262.4,0.0,0.2528526,31.84,80.5
1200,234,77,115,10968.45,8.838,19,29,44.3,522:39:0,37.67,262.4,0.0,0.2530808,32.17,80.5
1201,235,77,116,10976.74,8.837,19,29,43.7,523:35:0,37.67,261.8,0.0,0.25330898,32.51,80.04
1202,234,77,116,10985.01,8.837,19,29,41.6,523,37.67,260.8,0.0,0.2535372,32.85,79.23
1203,236,77,116,10993.19,8.908,19,29,43.6,523:42:35,37.67,260.4,0.0,0.2537654,33.16,79.08
1204,244,77,116,11001.16,9.29,19,30,45.6,520:32:0,37.67,260.3,0.0,0.2539936,33.42,79.13
1205,257,76,116,11011.4,9.464,19,32,45.4,512,37.67,259.7,0.0,0.25422183,33.41,78.94
1206,269,76,116,11022.67,9.469,19,34,45.3,520:57:3,37.67,258.5,0.0,0.25445002,33.32,78.41
1207,270,76,117,11032.62,9.468,19,34,45.6,516:24:0,37.67,256.9,0.0,0.25467822,33.11,78.2
1208,271,76,117,11041.31,9.464,19,34,47.6,508,37.67,257.7,0.0,0.25467822,32.77,78.37
1209,270,76,117,11051.26,9.468,19,34,45.7,520:28:0,37.68,262.9,0.0,0.25490645,32.54,78.84
1210,269,76,118,11059.93,9.464,19,34,45.7,515:28:0,37.68,261.8,0.0,0.25513464,32.34,76.5
1211,269,75,118,11070.3,9.469,19,34,46.6,512:28:0,37.68,259.9,0.0,0.25536284,32.21,76.05
1212,270,75,118,11080.09,9.468,19,34,46.0,523:40:23,37.68,258.1,0.0,0.25559106,32.18,75.6
1213,270,75,118,11087.89,9.463,19,34,44.5,516:28:0,37.68,257.1,0.0,0.25581926,32.22,75.33
1214,268,75,119,11097.92,9.469,19,34,44.9,520:24:0,37.68,258.3,0.0,0.25604746,32.25,75.56
1215,268,74,118,11105.49,9.467,19,35,47.1,516:28:0,37.68,259.6,0.0,0.25627568,32.28,75.79
1216,268,73,118,11115.37,9.469,19,35,48.6,510,37.68,261.0,0.0,0.25650388,32.3,76.01
1217,269,72,118,11123.34,9.469,19,36,46.8,512:32:0,37.68,264.0,0.0,0.25673208,32.31,76.16
1218,270,72,118,11135.6,9.469,19,36,48.2,512:24:0,37.68,267.0,0.0,0.2569603,32.32,76.29
1219,271,72,118,11146.49,9.468,19,36,48.9,512:27:0,37.68,267.7,0.0,0.2569603,32.25,76.15
1220,272,73,118,11154.7,9.464,19,36,49.8,508:24:0,37.68,268.5,0.0,0.2569603,32.18,76.01
1221,270,75,118,11162.66,9.469,19,34,48.7,508:20:0,37.68,269.9,0.0,0.2571885,32.06,76.14
1222,268,74,119,11171.54,9.467,19,35,44.3,512:27:0,37.68,269.7,0.0,0.2574167,31.94,76.52
1223,267,72,119,11181.15,9.469,19,35,44.9,512:24:0,37.68,268.5,0.0,0.25764492,31.72,77.03
1224,271,72,119,11192.43,9.469,19,36,43.1,508:28:0,37.68,267.1,0.0,0.25764492,31.48,77.38
1225,271,73,119,11202.37,9.468,19,35,42.6,512:15:0,37.68,265.6,0.0,0.25764492,31.23,77.66
1226,270,73,119,11211.04,9.464,19,35,44.8,507:20:0,37.68,264.0,0.0,0.25787312,31.03,77.95
1227,271,73,119,11221.41,9.469,19,35,44.3,504,37.68,264.8,0.0,0.25787312,30.85,78.21
1228,271,74,119,11231.58,9.469,19,35,45.6,508:28:20,37.68,267.1,0.0,0.25787312,30.66,78.47
1229,268,74,120,11240.75,9.469,19,35,46.7,511:15:0,37.68,268.6,0.0,0.2581013,30.34,78.33
1230,267,72,120,11248.32,9.467,19,35,46.2,508:15:0,37.68,269.4,0.0,0.25832954,29.92,77.78
1231,269,71,120,11258.48,9.469,19,36,46.3,508:24:0,37.68,270.1,0.0,0.25855774,29.5,77.26
1232,271,71,120,11268.07,9.469,19,36,44.8,508:19:0,37.68,270.8,0.0,0.25855774,29.08,77.01
1233,270,71,120,11278.59,9.468,19,36,45.4,512:24:0,37.68,271.7,0.0,0.25878593,28.66,76.88
1234,271,71,120,11284.96,9.463,19,36,46.1,508:24:0,37.68,272.9,0.0,0.25878593,28.18,77.04
1235,272,71,120,11298.0,9.469,19,37,45.9,508:19:0,37.69,274.1,0.0,0.25878593,27.77,77.2
1236,270,73,120,11307.43,9.469,19,35,43.6,508:15:0,37.69,275.4,0.0,0.25901416,27.55,77.4
1237,269,74,120,11313.52,9.467,19,35,44.8,503:15:0,37.69,276.6,0.0,0.25924236,27.33,77.61
1238,270,73,120,11323.76,9.469,19,35,44.6,512:24:0,37.69,279.7,0.0,0.25947055,27.25,77.97
1239,272,74,120,11332.72,9.464,19,35,45.6,511:20:0,37.69,282.8,0.0,0.25947055,27.17,78.3
1240,270,75,121,11340.69,9.469,19,34,46.8,508:24:0,37.69,284.1,0.0,0.25969878,27.09,78.29
1241,268,74,120,11353.89,9.469,19,35,44.7,503:24:0,37.69,285.5,0.0,0.25992697,27.0,78.28
1242,270,73,119,11363.84,9.468,19,35,46.6,503:20:0,37.69,286.8,0.0,0.26015517,26.93,78.27
1243,272,72,120,11372.49,9.464,19,36,49.1,516:20:0,37.69,287.5,0.0,0.26015517,26.86,77.37
1244,270,73,120,11382.07,9.469,19,35,49.0,508:20:0,37.69,288.1,0.0,0.2603834,26.79,76.39
1245,269,74,120,11389.09,9.467,19,35,47.0,508:27:0,37.69,288.4,0.0,0.2606116,26.82,75.94
1246,270,73,120,11399.44,9.469,19,35,47.4,508:15:0,37.69,288.6,0.0,0.2608398,26.85,75.74
1247,270,73,120,11409.78,9.469,19,35,46.0,512:20:0,37.69,288.5,0.0,0.26106802,26.89,75.56
1248,271,73,120,11419.73,9.468,19,35,45.9,516:27:0,37.69,287.2,0.0,0.26106802,26.93,75.5
1249,272,73,119,11428.42,9.464,19,36,43.4,516:28:0,37.69,285.8,0.0,0.26106802,26.96,75.44
1250,271,74,120,11438.77,9.469,19,35,41.8,516:32:0,37.69,286.0,0.0,0.26106802,26.99,75.61
1251,269,75,119,11449.11,9.469,19,34,41.5,520:32:0,37.69,286.5,0.0,0.2612962,27.02,75.83
1252,268,75,118,11459.06,9.468,19,34,41.6,518:28:0,37.69,286.5,0.0,0.2615244,27.07,75.89
1253,269,74,118,11467.34,9.463,19,35,42.1,523:32:0,37.69,284.4,0.0,0.26175264,27.13,75.32
1254,270,73,117,11475.62,9.463,19,35,42.1,512:28:0,37.69,282.2,0.0,0.26198083,27.16,74.75
1255,271,73,117,11484.12,9.464,19,35,41.9,511:24:0,37.69,280.3,0.0,0.26198083,27.07,73.61
1256,271,73,117,11493.69,9.469,19,35,42.7,508:15:0,37.69,278.8,0.0,0.26198083,26.98,72.48
1257,270,73,118,11505.01,9.469,19,35,43.7,508:24:0,37.69,279.5,0.0,0.26220903,26.82,71.9
1258,271,73,119,11514.81,9.468,19,35,42.6,512:27:0,37.69,277.7,0.0,0.26220903,26.65,71.16
1259,271,74,119,11522.72,9.464,19,35,41.5,512:20:0,37.7,274.1,0.0,0.26220903,26.46,70.43
1260,269,74,120,11533.95,9.469,19,35,42.5,512:20:0,37.71,274.7,0.0,0.26243725,26.25,70.63
1261,269,73,119,11543.53,9.469,19,35,43.6,512:19:0,37.71,275.3,0.0,0.26266545,26.07,70.82
1262,270,72,119,11550.55,9.467,19,36,43.2,512:20:0,37.71,276.0,0.0,0.26289365,26.03,71.01
1263,271,72,119,11560.89,9.469,19,36,42.9,512:32:0,37.71,276.3,0.0,0.26289365,26.0,71.1
1264,271,72,119,11571.21,9.469,19,36,43.6,516:27:0,37.71,276.3,0.0,0.26289365,25.96,71.02
1265,270,73,119,11581.19,9.468,19,35,44.5,512:24:0,37.71,276.2,0.0,0.26312187,25.93,70.94
1266,269,73,119,11589.69,9.464,19,35,45.0,535:3:0,37.71,278.2,0.0,0.26335007,25.91,71.22
1267,270,72,118,11599.19,9.469,19,36,44.8,512:20:0,37.71,280.2,0.0,0.26357827,25.89,71.52
1268,270,72,119,11609.64,9.469,19,36,46.3,511:20:0,37.71,281.6,0.0,0.2638065,25.87,71.63
1269,270,73,119,11620.12,9.469,19,35,48.1,508:15:0,37.71,281.9,0.0,0.2640347,25.85,71.44
1270,270,73,119,11627.14,9.467,19,35,47.8,508:20:0,37.71,282.2,0.0,0.26426288,25.84,71.25
1271,269,73,119,11637.3,9.469,19,35,47.4,503,37.71,284.2,0.0,0.2644911,25.84,71.5
1272,268,72,120,11646.91,9.469,19,36,48.7,503:28:15,37.71,286.4,0.0,0.2647193,25.85,71.79
1273,269,71,120,11657.78,9.468,19,36,45.0,503:24:0,37.71,287.1,0.0,0.2649475,25.87,71.77
1274,274,72,120,11666.46,9.464,19,36,44.9,503:15:0,37.71,287.7,0.0,0.2649475,25.9,71.7
1275,275,75,120,11676.39,9.468,19,35,44.5,503:20:0,37.71,288.0,0.0,0.2649475,25.89,71.61
1276,272,77,120,11684.92,9.464,19,34,43.0,503:15:0,37.71,286.4,0.0,0.2649475,25.88,71.37
1277,270,78,120,11694.31,9.469,19,33,44.1,492,37.71,284.7,0.0,0.26517573,25.86,71.13
1278,269,77,121,11703.73,9.464,19,33,44.4,494:20:24,37.71,284.2,0.0,0.26540393,25.78,71.33
1279,270,77,121,11713.68,9.468,19,33,43.8,987,37.71,285.0,0.0,0.26563212,25.71,72.05
1280,271,77,121,11722.36,9.464,19,34,45.4,500:15:0,37.71,285.8,0.0,0.26563212,25.55,72.64
1281,271,77,122,11732.28,9.468,19,34,46.1,503:12:0,37.71,286.6,0.0,0.26563212,25.29,72.95
1282,270,78,121,11740.99,9.464,19,33,46.8,503:12:0,37.71,287.4,0.0,0.26586035,25.06,73.26
1283,270,78,121,11750.94,9.468,19,33,44.6,503:15:0,37.72,288.1,0.0,0.26608855,24.87,73.43
1284,268,79,121,11759.61,9.464,19,32,46.3,495,37.72,288.7,0.0,0.26631674,24.69,73.34
1285,268,78,121,11769.53,9.468,19,33,45.7,508:20:12,37.72,288.6,0.0,0.26654497,24.48,73.14
1286,271,76,121,11778.65,9.464,19,34,45.5,495,37.72,286.4,0.0,0.26654497,24.23,72.65
1287,273,76,121,11790.26,9.466,19,34,44.5,500:12:0,37.72,284.3,0.0,0.26654497,24.01,72.15
1288,272,78,121,11798.92,9.464,19,33,43.4,984:12:0,37.72,282.6,0.0,0.26654497,23.89,71.83
1289,270,80,121,11808.9,9.468,19,32,43.3,522:52:0,37.72,281.9,0.0,0.26677316,23.77,71.83
1290,269,80,122,11817.58,9.464,19,32,42.4,500:12:0,37.72,281.3,0.0,0.26700136,23.7,71.84
1291,268,79,122,11827.52,9.468,19,32,43.4,498:8:0,37.72,282.9,0.0,0.2672296,23.71,71.98
1292,269,78,122,11836.22,9.464,19,33,42.8,503:12:0,37.72,284.4,0.0,0.26745778,23.71,72.13
1293,269,77,122,11846.01,9.468,19,33,43.1,503:12:0,37.72,285.9,0.0,0.26768598,23.72,72.26
1294,269,76,122,11853.79,9.463,19,34,45.0,498:20:0,37.72,284.9,0.0,0.2679142,23.72,71.61
1295,270,76,122,11864.04,9.469,19,34,47.1,503:20:0,37.72,283.9,0.0,0.2681424,23.72,70.97
1296,271,76,122,11873.44,9.464,19,34,45.3,503:15:0,37.72,282.9,0.0,0.2681424,23.7,70.37
1297,271,77,121,11883.42,9.468,19,34,45.8,516:15:0,37.72,283.1,0.0,0.2681424,23.69,70.4
1298,270,78,121,11892.1,9.464,19,33,47.0,508:20:0,37.72,283.3,0.0,0.2683706,23.67,70.43
1299,270,78,121,11902.04,9.468,19,33,45.6,508:24:0,37.72,282.2,0.0,0.26859882,23.65,70.48
1300,270,77,120,11910.5,9.464,19,33,44.4,503:15:0,37.72,280.6,0.0,0.26882702,23.63,70.55
1301,270,77,120,11919.71,9.469,19,33,45.1,508:20:0,37.72,279.4,0.0,0.26905522,23.64,70.68
1302,270,78,120,11926.62,9.463,19,33,42.6,512:12:0,37.72,279.7,0.0,0.26928344,23.65,71.03
1303,270,78,120,11939.32,9.468,19,33,44.0,508:15:0,37.72,280.0,0.0,0.26951164,23.68,71.37
1304,270,78,120,11948.38,9.464,19,33,42.7,503:20:0,37.72,280.6,0.0,0.26973984,23.76,71.53
