time,watts,cadence,heartrate,distance,velocity_smooth,temp,torque,core_temperature,PercentageinZ2,smo2,THb,TymeBreathRate,tidal_volume,TymeVentilation,skin_temperature,HeatStrainIndex,hrv
0.0,225.0,73.0,103.0,15.33,8.837,24.0,29.0,37.13,0.00045427014,67.59727272727272,57.71909090909091,19.81,224.0,52.0,31.1,0.0,586:584
1.0,225.0,73.0,103.0,25.37,8.838,24.0,29.0,37.13,0.0006056935,67.27222222222223,57.446666666666665,20.35,223.4,52.3,31.1,0.0,588:582
2.0,224.0,74.0,103.0,33.98,8.837,24.0,29.0,37.13,0.0007571169,67.287,57.123000000000005,20.98,222.8,52.65,31.1,0.0,578
3.0,224.0,74.0,103.0,43.99,8.838,24.0,29.0,37.13,0.00090854027,67.47363636363637,57.13272727272727,21.52,222.3,52.95,31.1,0.0,578:569
4.0,223.0,73.0,102.0,52.59,8.837,24.0,29.0,37.13,0.0010599636,67.65444444444444,57.24777777777778,22.0,221.8,53.22,31.15,0.0,569
5.0,223.0,72.0,102.0,59.12,8.834,24.0,30.0,37.13,0.001211387,68.057,57.89,22.49,221.3,53.49,31.15,0.0,569:564:564
6.0,223.0,72.0,102.0,68.86,8.838,24.0,30.0,37.13,0.0013628104,68.49909090909091,58.59363636363637,22.74,221.0,53.63,31.1,0.0,563
7.0,224.0,72.0,103.0,77.42,8.837,24.0,30.0,37.13,0.0015142338,68.93,58.42444444444445,22.96,220.8,53.75,31.15,0.0,563:564
8.0,224.0,72.0,104.0,87.35,8.838,24.0,30.0,37.13,0.0016656572,69.36699999999999,57.854,23.17,220.6,53.87,31.15,0.0,561:561
9.0,223.0,71.0,105.0,96.05,8.837,24.0,30.0,37.13,0.0018170805,70.19727272727272,56.75545454545454,23.39,220.4,53.99,31.15,0.0,560:555
10.0,223.0,71.0,105.0,103.68,8.837,24.0,30.0,37.13,0.001968504,70.72555555555556,56.553333333333335,23.61,220.2,54.11,31.1,0.0,559
11.0,224.0,70.0,106.0,112.49,8.837,24.0,31.0,37.13,0.0021199272,70.568,56.787,23.82,219.9,54.23,31.1,0.0,554:554
12.0,223.0,70.0,106.0,122.68,8.838,24.0,30.0,37.13,0.0022713507,69.94454545454545,56.24545454545455,24.46,219.3,54.58,31.1,0.0,552:549
13.0,224.0,70.0,107.0,131.24,8.837,24.0,31.0,37.13,0.002422774,69.2911111111111,55.91222222222222,25.24,218.5,55.02,31.1,0.0,551:551
14.0,224.0,70.0,107.0,141.3,8.838,24.0,31.0,37.13,0.0025741975,68.82000000000001,55.794,25.89,217.9,55.38,31.15,0.0,550:550
15.0,225.0,71.0,108.0,149.89,8.837,24.0,30.0,37.13,0.0027256208,68.339,55.367,26.54,217.2,55.75,31.1,0.0,547
16.0,225.0,72.0,108.0,155.93,8.834,24.0,30.0,37.13,0.0028770443,67.86,55.04299999999999,27.55,216.2,56.31,31.1,0.0,550:545:544
17.0,225.0,74.0,108.0,165.98,8.838,24.0,29.0,37.14,0.0030284675,67.328,54.88099999999999,28.17,215.3,56.79,31.1,0.0,545
18.0,224.0,74.0,109.0,174.74,8.837,24.0,29.0,37.14,0.003179891,66.729,54.986,28.62,214.5,57.24,31.15,0.0,537:541
19.0,224.0,73.0,109.0,183.97,8.838,24.0,29.0,37.14,0.0033313143,66.24499999999999,55.04600000000001,29.12,213.6,57.73,31.1,0.0,538:536
20.0,223.0,72.0,109.0,193.23,8.837,24.0,30.0,37.14,0.0034827378,65.815,54.299,29.74,212.7,58.24,31.15,0.0,537:532
21.0,223.0,72.0,109.0,203.42,8.838,24.0,30.0,37.14,0.003634161,65.425,55.151,30.49,211.8,58.76,31.15,0.0,533:531
22.0,223.0,72.0,110.0,210.23,8.834,24.0,30.0,37.14,0.0037855846,65.25500000000001,55.423,31.42,210.6,59.37,31.15,0.0,531:529
23.0,223.0,71.0,110.0,218.17,8.836,24.0,30.0,37.14,0.003937008,65.1,55.435,32.15,209.9,59.79,31.1,0.0,526:527
24.0,223.0,70.0,111.0,228.24,8.838,24.0,30.0,37.14,0.004088431,64.74600000000001,55.283,32.87,209.2,60.18,31.15,0.0,529
25.0,224.0,70.0,111.0,237.8,8.839,24.0,31.0,37.14,0.0042398544,64.226,55.55,33.61,208.6,60.52,31.15,0.0,535:535
26.0,224.0,70.0,112.0,245.79,8.837,24.0,31.0,37.14,0.004391278,63.569,55.326,34.35,208.0,60.86,31.15,0.0,535:537
