time,watts,cadence,heartrate,distance,velocity_smooth,temp,torque,core_temperature
0,0,,98,,,,,37.07
1,216,75,98,0.0,8.839,,28,37.07
2,216,75,98,6.98,8.834,,28,37.07
3,216,74,98,17.17,8.838,,28,37.07
4,215,73,99,25.62,8.837,,28,37.07
5,214,72,99,35.81,8.838,28,28,37.07
6,215,71,99,44.05,8.837,28,29,37.07
7,216,71,100,52.51,8.837,28,29,37.07
8,217,71,100,62.56,8.838,28,29,37.07
9,217,72,100,69.16,8.834,28,29,37.07
10,216,72,101,81.18,8.834,28,29,37.07
11,216,72,102,87.54,8.834,28,29,37.07
12,217,72,103,95.93,8.837,28,29,37.07
13,217,73,104,105.97,8.838,28,28,37.07
14,216,72,105,111.61,8.834,28,29,37.07
15,216,72,106,124.65,8.834,28,29,37.07
16,216,72,106,131.18,8.834,28,29,37.07
17,217,72,107,141.38,8.838,28,29,37.07
18,218,73,108,149.81,8.837,28,29,37.07
19,219,73,108,159.99,8.838,28,29,37.07
20,221,73,108,168.11,8.836,28,29,37.07
21,223,72,108,174.62,8.834,28,30,37.07
22,223,72,111,184.76,8.838,28,30,37.07
23,224,72,111,192.3,8.837,28,30,37.07
24,225,72,113,203.27,8.838,28,30,37.07
25,225,73,113,209.97,8.834,28,29,37.07
26,223,74,113,221.92,8.834,28,29,37.07
27,223,73,113,227.56,8.834,28,29,37.07
28,224,73,113,238.68,8.838,28,29,37.07
29,224,73,114,246.77,8.836,28,29,37.07
30,223,72,114,253.43,8.834,28,30,37.07
31,223,72,114,265.4,8.834,28,30,37.07
32,224,72,116,271.91,8.834,28,30,37.07
33,225,72,116,282.11,8.838,28,30,37.07
34,225,73,116,290.55,8.837,28,29,37.07
35,225,73,116,300.6,8.838,28,29,37.07
36,224,74,116,307.25,8.834,28,29,37.07
37,224,74,116,319.23,8.834,28,29,37.07
38,223,74,116,325.74,8.834,28,29,37.07
39,224,74,116,335.88,8.838,28,29,37.07
40,224,74,115,343.41,8.837,28,29,37.07
41,224,74,115,354.43,8.838,28,29,37.07
42,224,74,115,361.07,8.834,28,29,37.07
43,223,73,116,372.97,8.834,28,29,37.07
44,223,72,116,378.15,8.834,28,30,37.07
45,224,72,116,387.77,8.837,28,30,37.07
46,224,71,116,397.18,8.839,28,30,37.07
47,223,71,117,406.47,8.837,28,30,37.07
48,225,71,117,416.52,8.838,28,30,37.07
49,225,72,117,422.88,8.834,28,30,37.07
50,224,72,117,431.31,8.837,28,30,37.07
51,223,72,117,441.47,8.838,28,30,37.07
52,224,72,117,449.0,8.837,28,30,37.07
53,224,72,117,459.99,8.838,28,30,37.07
54,225,72,117,466.64,8.834,28,30,37.07
55,224,73,117,478.62,8.834,28,29,37.07
56,223,72,118,484.98,8.834,28,30,37.07
57,223,71,117,493.34,8.837,28,30,37.07
58,224,71,117,502.76,8.839,28,30,37.07
59,223,70,117,511.74,8.836,28,30,37.07
60,223,70,117,518.41,8.834,28,30,37.07
61,225,70,116,530.37,8.834,28,31,37.07
62,225,72,117,536.83,8.834,28,30,37.07
63,224,73,117,546.23,8.838,28,29,37.07
64,224,72,117,555.51,8.837,28,30,37.07
65,225,72,117,565.56,8.838,28,30,37.07
66,225,73,118,572.07,8.834,28,29,37.07
67,225,74,119,582.27,8.838,28,29,37.08
68,224,75,119,590.71,8.837,28,29,37.08
69,223,75,118,600.75,8.838,28,28,37.08
70,223,74,118,607.42,8.834,28,29,37.08
71,224,74,119,619.38,8.834,28,29,37.08
72,223,74,119,625.88,8.834,28,29,37.08
73,224,74,119,635.95,8.838,28,29,37.08
74,226,74,119,642.45,8.834,28,29,37.08
75,226,75,119,652.65,8.838,28,29,37.08
76,223,76,119,661.09,8.837,28,28,37.08
77,222,74,120,671.28,8.838,28,29,37.08
78,223,73,119,679.72,8.837,28,29,37.08
79,224,73,119,689.77,8.838,28,29,37.08
80,224,73,119,696.15,8.834,28,29,37.08
81,225,73,119,705.61,8.838,28,29,37.08
82,226,75,118,713.93,8.837,28,29,37.09
83,227,78,119,723.19,8.837,28,28,37.09
84,225,79,118,733.26,8.838,28,27,37.09
85,224,78,118,739.75,8.834,28,27,37.09
86,224,78,119,749.95,8.838,28,27,37.09
87,223,78,120,758.39,8.837,28,27,37.09
88,223,77,118,768.68,8.839,28,28,37.09
89,223,76,118,778.79,8.838,28,28,37.09
90,223,76,118,785.29,8.834,28,28,37.09
91,223,75,118,795.49,8.838,28,28,37.09
92,224,74,118,803.95,8.837,28,29,37.09
93,225,74,117,813.96,8.838,28,29,37.09
94,224,75,118,820.51,8.834,28,29,37.09
95,223,76,117,830.54,8.838,28,28,37.09
96,224,75,116,837.2,8.834,28,29,37.1
97,224,75,116,849.13,8.834,28,29,37.1
98,224,75,116,854.76,8.834,28,29,37.1
99,224,75,116,865.7,8.838,27,29,37.1
100,225,75,117,872.25,8.834,27,29,37.1
101,225,76,118,882.6,8.839,27,28,37.1
102,224,76,119,892.77,8.838,27,28,37.1
103,223,75,118,901.13,8.837,27,28,37.1
104,224,75,117,910.55,8.839,27,29,37.1
105,224,75,118,917.79,8.834,27,29,37.1
106,224,75,118,927.93,8.838,27,29,37.1
107,224,75,118,935.46,8.837,27,29,37.1
108,223,75,118,946.46,8.838,27,28,37.1
109,223,74,117,952.97,8.834,27,29,37.1
110,224,74,116,963.16,8.838,27,29,37.1
111,225,74,115,971.62,8.837,27,29,37.1
112,226,74,115,981.65,8.838,27,29,37.1
113,225,75,115,988.17,8.834,27,29,37.1
114,224,76,116,998.35,8.838,27,28,37.1
115,223,75,116,1006.63,8.837,27,28,37.1
