time,watts,cadence,heartrate,distance,velocity_smooth,temp,torque,hrv,core_temperature,skin_temperature,respiration,tidal_volume,tidal_volume_min,heat_strain_index,HeatStrainIndex,PercentageinZ2,TymeBreathRate,TymeVentilation
0,216,71,98,8.83,8.827,27,29,,37.13,,24.1,152.0,35.0,0.0,0.0,1.242236E-4,24.1,35.0
1,215,71,98,17.65,8.827,26,29,601,37.13,,24.1,124.0,31.0,0.0,0.0,2.484472E-4,24.1,31.0
2,216,70,99,26.48,8.827,26,29,597:593,37.13,33.5,22.1,162.0,33.0,0.0,0.0,3.726708E-4,22.1,33.0
3,214,70,99,35.31,8.827,26,29,593:593,37.13,33.5,22.1,199.0,34.0,0.0,0.0,4.968944E-4,22.1,34.0
4,214,68,99,44.13,8.827,26,30,597,37.13,33.55,22.1,199.0,34.0,0.0,0.0,6.21118E-4,22.1,34.0
5,216,67,100,52.97,8.827,26,31,597:589,37.13,33.5,21.2,201.0,34.0,0.0,0.0,7.453416E-4,21.2,34.0
6,216,67,100,61.79,8.827,26,31,597:601,37.13,33.5,21.2,201.0,34.0,0.0,0.0,8.6956524E-4,21.2,34.0
7,217,67,100,70.62,8.827,26,31,597,37.13,33.5,21.2,202.0,33.0,0.0,0.0,9.937888E-4,21.2,33.0
8,217,67,100,79.44,8.827,26,31,580,37.13,33.55,21.2,157.0,31.0,0.0,0.0,0.0011180125,21.2,31.0
9,217,68,103,88.28,8.827,26,30,586:578:589,37.13,33.55,21.2,157.0,31.0,0.0,0.0,0.001242236,21.2,31.0
10,216,69,103,97.1,8.827,26,30,574,37.13,33.55,22.0,175.0,37.0,0.0,0.0,0.0013664596,22.0,37.0
11,215,69,104,105.92,8.827,26,30,574:564,37.13,33.5,22.0,162.0,40.0,0.0,0.0,0.0014906832,22.0,40.0
12,216,69,104,114.75,8.827,26,30,569,37.13,33.5,22.0,162.0,40.0,0.0,0.0,0.0016149068,22.0,40.0
13,218,69,105,123.59,8.827,26,30,565:565:563,37.13,33.55,22.0,212.0,50.0,0.0,0.0,0.0017391305,22.0,50.0
14,217,70,105,132.4,8.827,26,30,559:558,37.13,33.55,19.2,260.0,51.0,0.0,0.0,0.001863354,19.2,51.0
15,214,70,106,141.23,8.827,26,29,550:555,37.13,33.5,19.2,307.0,51.0,0.0,0.0,0.0019875776,19.2,51.0
16,215,70,106,150.06,8.827,26,29,550,37.13,33.5,21.1,213.0,39.0,0.0,0.0,0.0021118012,21.1,39.0
17,218,70,107,158.89,8.827,26,30,550:546,37.13,33.5,21.1,213.0,39.0,0.0,0.0,0.002236025,21.1,39.0
18,216,69,108,167.71,8.827,26,30,546:542,37.13,33.5,24.0,193.0,43.0,0.0,0.0,0.0023602485,24.0,43.0
19,213,69,108,176.54,8.827,26,29,542:542,37.13,33.5,24.0,136.0,40.0,0.0,0.0,0.002484472,24.0,40.0
20,217,69,109,185.36,8.827,25,30,531:538,37.13,33.5,26.9,152.0,48.0,0.0,0.0,0.0026086958,26.9,48.0
21,217,69,110,194.2,8.827,25,30,529:535,37.13,33.5,26.9,168.0,59.0,0.0,0.0,0.0027329193,26.9,59.0
22,216,70,110,203.02,8.827,25,29,535,37.13,33.5,26.9,168.0,59.0,0.0,0.0,0.0028571428,26.9,59.0
23,216,70,111,211.84,8.827,25,29,527:527,37.13,33.5,26.5,183.0,54.0,0.0,0.0,0.0029813664,26.5,54.0
24,217,71,112,220.67,8.827,25,29,1042,37.13,33.5,26.5,183.0,54.0,0.0,0.0,0.0031055901,26.5,54.0
25,217,71,112,229.51,8.827,25,29,531:527,37.13,33.5,26.5,183.0,42.0,0.0,0.0,0.0032298137,26.5,42.0
26,216,71,113,238.35,8.827,25,29,1050,37.13,33.5,26.5,183.0,42.0,0.0,0.0,0.0033540372,26.5,42.0
27,217,72,113,247.18,8.827,25,29,527:522,37.13,33.5,26.5,183.0,42.0,0.0,0.0,0.003478261,26.5,42.0
28,214,71,113,256.0,8.827,25,29,527:523,37.13,33.5,26.5,183.0,42.0,0.0,0.0,0.0036024845,26.5,42.0
29,215,70,114,264.83,8.827,25,29,546:504,37.13,33.5,26.5,183.0,23.0,0.0,0.0,0.003726708,26.5,23.0
30,216,70,114,273.66,8.827,25,29,523:518,37.13,33.45,25.0,161.0,24.0,0.0,0.0,0.0038509318,25.0,24.0
31,216,69,115,282.49,8.827,25,30,515:515,37.13,33.45,25.0,161.0,24.0,0.0,0.0,0.0039751553,25.0,24.0
32,216,69,115,291.31,8.827,25,30,1026,37.13,33.45,18.5,192.0,29.0,0.0,0.0,0.004099379,18.5,29.0
33,218,71,115,300.14,8.827,25,29,512:537,37.13,33.45,18.5,192.0,29.0,0.0,0.0,0.0042236024,18.5,29.0
34,216,73,116,308.97,8.827,25,28,488:508,37.13,33.5,18.5,196.0,32.0,0.0,0.0,0.004347826,18.5,32.0
35,212,74,117,317.78,8.827,25,27,512:508,37.13,33.45,18.5,254.0,51.0,0.0,0.0,0.00447205,18.5,51.0
36,215,72,117,326.61,8.827,25,29,508,37.13,33.45,18.5,254.0,51.0,0.0,0.0,0.0045962734,18.5,51.0
37,219,72,116,335.44,8.827,25,29,512:529,37.13,33.45,19.0,254.0,63.0,0.0,0.0,0.004720497,19.0,63.0
38,214,73,117,344.26,8.827,25,28,488:508,37.13,33.45,19.0,254.0,63.0,0.0,0.0,0.0048447205,19.0,63.0
39,215,73,118,353.09,8.827,25,28,504:504,37.13,33.45,22.4,241.0,64.0,0.0,0.0,0.004968944,22.4,64.0
40,216,71,117,361.92,8.827,25,29,508:518,37.14,33.45,22.4,234.0,64.0,0.0,0.0,0.0050931675,22.4,64.0
41,216,71,119,370.74,8.827,25,29,1039,37.14,33.45,22.4,234.0,64.0,0.0,0.0,0.0052173915,22.4,64.0
42,217,71,119,379.56,8.827,25,29,508:512,37.14,33.45,23.5,214.0,56.0,0.0,0.0,0.005341615,23.5,56.0
43,218,73,118,388.4,8.827,25,29,512:519,37.14,33.45,23.5,214.0,56.0,0.0,0.0,0.0054658386,23.5,56.0
44,215,74,118,397.23,8.827,25,28,518,37.14,33.45,23.5,214.0,46.0,0.0,0.0,0.005590062,23.5,46.0
45,215,74,117,406.05,8.827,25,28,542:515:495,37.14,33.45,23.5,214.0,46.0,0.0,0.0,0.0057142857,23.5,46.0
46,216,73,117,414.88,8.827,25,28,512:515,37.14,33.45,23.5,256.0,46.0,0.0,0.0,0.005838509,23.5,46.0
47,217,73,117,423.69,8.827,25,28,514:519,37.14,33.45,23.5,298.0,45.0,0.0,0.0,0.0059627327,23.5,45.0
48,216,73,117,432.52,8.827,25,28,508:512,37.14,33.45,23.5,298.0,45.0,0.0,0.0,0.0060869567,23.5,45.0
49,215,73,117,441.35,8.827,25,28,538:495,37.14,33.45,22.0,327.0,59.0,0.0,0.0,0.0062111802,22.0,59.0
50,217,73,117,450.18,8.827,25,28,507,37.14,33.45,23.9,336.0,75.0,0.0,0.0,0.006335404,23.9,75.0
51,216,73,117,459.0,8.827,25,28,1011:512,37.14,33.45,23.9,355.0,90.0,0.0,0.0,0.0064596273,23.9,90.0
52,217,73,117,467.83,8.827,25,28,512,37.14,33.45,23.9,355.0,90.0,0.0,0.0,0.006583851,23.9,90.0
53,213,73,117,476.65,8.827,25,28,515:512:510,37.14,33.45,23.9,355.0,90.0,0.0,0.0,0.0067080744,23.9,90.0
54,216,72,117,485.48,8.827,25,29,508,37.14,33.45,20.7,409.0,101.0,0.0,0.0,0.0068322984,20.7,101.0
55,218,72,117,494.31,8.827,25,29,512:515,37.14,33.4,20.7,409.0,101.0,0.0,0.0,0.006956522,20.7,101.0
56,215,73,117,503.14,8.827,25,28,512:504,37.14,33.4,20.7,462.0,94.0,0.0,0.0,0.0070807454,20.7,94.0
57,214,72,118,511.97,8.827,25,28,503:504,37.14,33.4,20.0,351.0,71.0,0.0,0.0,0.007204969,20.0,71.0
58,214,72,119,520.78,8.827,25,28,512:465,37.14,33.4,20.0,351.0,71.0,0.0,0.0,0.0073291925,20.0,71.0
59,216,71,118,529.61,8.827,25,29,569:479,37.14,33.4,20.0,239.0,47.0,0.0,0.0,0.007453416,20.0,47.0
60,216,72,119,538.44,8.827,25,29,504:499,37.14,33.45,20.9,242.0,51.0,0.0,0.0,0.0075776395,20.9,51.0
61,217,72,119,547.27,8.827,25,29,1016,37.14,33.4,20.9,242.0,51.0,0.0,0.0,0.0077018635,20.9,51.0
62,216,73,119,556.09,8.827,25,28,504:508:499,37.14,33.45,20.9,244.0,54.0,0.0,0.0,0.007826087,20.9,54.0
63,216,73,119,564.92,8.827,25,28,504:504,37.14,33.4,20.6,314.0,65.0,0.0,0.0,0.007950311,20.6,65.0
64,217,73,119,573.74,8.827,25,28,504,37.14,33.4,20.6,314.0,65.0,0.0,0.0,0.008074534,20.6,65.0
65,216,74,118,582.57,8.827,25,28,512:512,37.14,33.4,20.6,397.0,85.0,0.0,0.0,0.008198758,20.6,85.0
66,216,74,118,591.4,8.827,25,28,512:510,37.14,33.4,20.6,397.0,85.0,0.0,0.0,0.008322981,20.6,85.0
67,215,74,119,600.23,8.827,25,28,515:519,37.14,33.4,21.5,352.0,87.0,0.0,0.0,0.008447205,21.5,87.0
68,214,72,115,609.06,8.827,25,28,680,37.14,33.4,21.5,337.0,93.0,0.0,0.0,0.008571428,21.5,93.0
69,216,72,115,617.88,8.827,25,29,519:512,37.14,33.4,25.5,288.0,82.0,0.0,0.0,0.008695652,25.5,82.0
70,216,72,116,626.71,8.827,25,29,514:512,37.14,33.4,29.5,244.0,84.0,0.0,0.0,0.008819876,29.5,84.0
71,215,71,116,635.53,8.827,25,29,515,37.14,33.4,29.5,244.0,84.0,0.0,0.0,0.0089441,29.5,84.0
72,215,71,116,644.36,8.827,25,29,469:565:512,37.14,33.4,29.5,235.0,81.0,0.0,0.0,0.009068323,29.5,81.0
73,217,72,116,653.19,8.827,25,29,510,37.14,33.4,30.1,250.0,77.0,0.0,0.0,0.009192547,30.1,77.0
74,216,71,117,662.01,8.827,25,29,515:512:508,37.14,33.4,30.1,279.0,86.0,0.0,0.0,0.00931677,30.1,86.0
75,215,71,117,670.85,8.827,25,29,512,37.14,33.4,30.1,263.0,63.0,0.0,0.0,0.009440994,30.1,63.0
76,215,71,117,679.67,8.827,25,29,504:514,37.14,33.4,30.1,263.0,63.0,0.0,0.0,0.009565217,30.1,63.0
77,216,70,117,688.49,8.827,25,29,504:500,37.14,33.4,29.4,257.0,68.0,0.0,0.0,0.009689441,29.4,68.0
78,216,71,118,697.32,8.827,25,29,500:495,37.14,33.35,29.4,246.0,67.0,0.0,0.0,0.0098136645,29.4,67.0
79,216,70,118,706.15,8.827,25,29,508:500:533,37.14,33.4,29.4,246.0,67.0,0.0,0.0,0.009937888,29.4,67.0
80,217,70,118,714.97,8.827,25,30,500:508,37.14,33.4,29.4,245.0,78.0,0.0,0.0,0.010062112,29.4,78.0
81,216,70,117,723.8,8.827,25,29,515:523,37.14,33.4,26.4,297.0,72.0,0.0,0.0,0.010186335,26.4,72.0
82,218,70,117,732.64,8.827,25,30,523:522,37.14,33.4,26.4,349.0,66.0,0.0,0.0,0.010310559,26.4,66.0
83,216,71,117,741.45,8.827,25,29,515,37.14,33.35,23.1,285.0,58.0,0.0,0.0,0.010434783,23.1,58.0
