time,watts,cadence,heartrate,distance,velocity_smooth,temp,torque,core_temperature,PercentageinZ2,TymeBreathRate,tidal_volume,TymeVentilation,skin_temperature,HeatStrainIndex,hrv,THb,smo2
0.0,225.0,73.0,94.0,4.35,8.838,21.0,29.0,36.8,0.00020811654,14.93,192.0,33.76,32.5,0.0,616:11:00,61.403636363636366,68.38272727272728
1.0,225.0,73.0,97.0,9.28,8.837,21.0,29.0,36.8,0.00031217482,15.16,192.8,34.01,32.5,0.0,614,60.93555555555555,68.67666666666668
2.0,224.0,74.0,99.0,19.24,8.838,21.0,29.0,36.8,0.0004162331,15.51,193.9,34.38,32.5,0.0,625:14:00,54.989,68.861
3.0,224.0,75.0,99.0,25.58,8.834,21.0,29.0,36.8,0.0005202914,15.86,195.1,34.75,32.5,0.0,630:20:00,55.626363636363635,68.52181818181818
4.0,223.0,74.0,99.0,33.1,8.837,21.0,29.0,36.81,0.00062434963,16.16,196.0,35.06,32.5,0.0,616,55.14666666666667,68.17555555555555
5.0,223.0,73.0,98.0,43.39,8.839,21.0,29.0,36.81,0.00072840793,16.41,196.9,35.32,32.5,0.0,624:19:00,56.311,67.83500000000001
6.0,223.0,72.0,98.0,52.77,8.837,21.0,30.0,36.81,0.0008324662,16.66,197.7,35.59,32.5,0.0,620,57.24272727272727,67.44
7.0,225.0,72.0,98.0,62.71,8.838,21.0,30.0,36.81,0.0009365245,16.92,198.5,35.86,32.5,0.0,624:03:00,58.28666666666667,67.39777777777778
8.0,224.0,72.0,97.0,69.24,8.834,21.0,30.0,36.81,0.0010405828,17.32,199.9,36.28,32.5,0.0,612:03:00,58.727,67.84400000000001
9.0,223.0,72.0,97.0,78.64,8.839,21.0,30.0,36.81,0.001144641,17.72,201.2,36.7,32.5,0.0,600,58.86272727272728,68.5409090909091
10.0,222.0,71.0,97.0,89.62,8.838,21.0,30.0,36.81,0.0012486993,18.04,202.2,37.03,32.5,0.0,606:57:00,59.55888888888889,69.29777777777777
11.0,223.0,70.0,97.0,96.03,8.834,21.0,30.0,36.81,0.0013527576,18.34,203.2,37.36,32.5,0.0,601:47:00,59.351,69.967
12.0,225.0,70.0,99.0,104.52,8.837,21.0,31.0,36.82,0.0014568159,18.66,204.2,37.68,32.5,0.0,606:39:00,59.25600000000001,70.49300000000001
13.0,225.0,70.0,99.0,114.82,8.839,21.0,31.0,36.82,0.001560874,19.0,205.4,38.05,32.5,0.0,583,58.794000000000004,70.85499999999999
14.0,225.0,71.0,100.0,125.01,8.838,21.0,30.0,36.82,0.0016649324,19.35,206.5,38.41,32.5,0.0,587:38:00,58.65599999999999,71.0
15.0,224.0,71.0,100.0,133.04,8.836,21.0,30.0,36.82,0.0017689907,19.54,207.2,38.61,32.5,0.0,578:30:00,58.17,70.99
16.0,224.0,72.0,101.0,138.68,8.834,21.0,30.0,36.82,0.001873049,19.65,207.5,38.73,32.45,0.0,578:25:00,58.21666666666667,70.92444444444445
17.0,225.0,74.0,102.0,149.86,8.838,21.0,29.0,36.82,0.0019771073,19.76,207.9,38.84,32.5,0.0,563,57.604,71.00399999999999
18.0,226.0,75.0,103.0,158.09,8.837,21.0,29.0,36.82,0.0020811656,19.87,208.2,38.96,32.5,0.0,568:12:00,57.60545454545454,71.17
19.0,225.0,76.0,104.0,166.61,8.837,21.0,28.0,36.82,0.0021852236,19.98,208.6,39.07,32.5,0.0,553:01:00,57.086666666666666,71.04333333333334
20.0,224.0,75.0,105.0,176.75,8.838,21.0,29.0,36.82,0.002289282,20.08,208.9,39.18,32.5,0.0,554:10:00,57.686,70.745
21.0,222.0,74.0,105.0,185.25,8.837,21.0,29.0,36.82,0.0023933402,20.19,209.3,39.3,32.5,0.0,555:02:00,57.48181818181818,70.50545454545455
22.0,222.0,72.0,107.0,195.11,8.838,21.0,29.0,36.83,0.0024973985,20.3,209.7,39.41,32.5,0.0,540,56.06111111111111,70.21666666666667
23.0,224.0,70.0,109.0,200.78,8.834,21.0,31.0,36.83,0.0026014568,20.56,210.6,39.72,32.5,0.0,550:01:00,54.934000000000005,69.76700000000001
24.0,225.0,70.0,110.0,211.87,8.838,21.0,31.0,36.83,0.0027055151,20.85,211.7,40.08,32.45,0.0,1077,54.06454545454546,69.43909090909091
25.0,224.0,70.0,110.0,219.37,8.837,21.0,31.0,36.83,0.0028095734,21.26,213.2,40.54,32.45,0.0,545:57:00,53.29,69.23777777777778
26.0,224.0,70.0,110.0,229.73,8.839,21.0,31.0,36.83,0.0029136317,21.97,215.4,41.26,32.45,0.0,544:52:00,53.624,69.136
27.0,226.0,71.0,111.0,237.99,8.837,21.0,30.0,36.83,0.0030176898,22.22,216.2,41.5,32.5,0.0,537:53:00,52.98454545454546,68.71909090909091
28.0,226.0,72.0,111.0,246.32,8.837,21.0,30.0,36.83,0.003121748,22.47,216.9,41.73,32.45,0.0,540:51:00,53.49333333333333,68.42888888888889
29.0,225.0,73.0,111.0,255.73,8.838,21.0,29.0,36.83,0.0032258064,22.72,217.7,41.97,32.45,0.0,536:52:00,54.359,68.186
30.0,224.0,74.0,112.0,264.95,8.837,21.0,29.0,36.83,0.0033298647,23.0,218.5,42.25,32.45,0.0,539:47:00,53.85363636363636,67.82454545454544
31.0,223.0,74.0,112.0,273.23,8.837,21.0,29.0,36.84,0.003433923,23.39,219.8,42.64,32.45,0.0,535:47:00,53.17333333333333,67.29888888888888
32.0,223.0,74.0,112.0,279.44,8.834,21.0,29.0,36.84,0.0035379813,23.78,221.0,43.02,32.45,0.0,535:46:00,52.949,66.724
33.0,224.0,73.0,113.0,289.79,8.839,21.0,29.0,36.84,0.0036420396,24.16,222.6,43.56,32.45,0.0,524,53.33272727272727,65.78636363636363
34.0,225.0,73.0,113.0,298.02,8.837,21.0,29.0,36.84,0.003746098,24.44,224.1,44.03,32.45,0.0,534:44:00,54.18333333333333,64.82777777777778
35.0,225.0,74.0,113.0,306.35,8.837,21.0,29.0,36.84,0.003850156,24.51,225.0,44.31,32.45,0.0,529:42:00,53.509,63.955999999999996
36.0,224.0,75.0,113.0,316.7,8.839,21.0,29.0,36.84,0.0039542145,24.59,225.9,44.6,32.45,0.0,531:42:00,52.98272727272728,62.88454545454545
37.0,224.0,75.0,114.0,324.23,8.837,21.0,29.0,36.84,0.0040582726,24.64,226.9,44.91,32.45,0.0,527:41:00,51.67,61.75666666666666
38.0,223.0,75.0,114.0,333.26,8.837,21.0,28.0,36.84,0.004162331,24.56,228.5,45.45,32.4,0.0,522:38:00,51.583000000000006,60.735
39.0,224.0,74.0,114.0,343.61,8.839,21.0,29.0,36.84,0.004266389,24.47,228.9,45.87,32.45,0.0,525:44:00,53.21727272727273,60.01454545454545
40.0,224.0,74.0,115.0,351.89,8.837,21.0,29.0,36.85,0.0043704472,24.36,227.6,46.13,32.45,0.0,523,53.06777777777778,59.51555555555555
41.0,224.0,74.0,115.0,360.17,8.837,21.0,29.0,36.87,0.004474506,24.26,226.4,46.4,32.45,0.0,531:49:41,53.092999999999996,58.735
42.0,224.0,74.0,116.0,370.52,8.839,21.0,29.0,36.87,0.004578564,24.15,223.6,46.56,32.45,0.0,521,53.277272727272724,57.89181818181819
43.0,224.0,74.0,116.0,378.8,8.837,21.0,29.0,36.88,0.0046826224,24.05,221.2,46.7,32.45,0.0,535:47:00,53.81555555555556,57.21
44.0,224.0,74.0,115.0,387.08,8.837,21.0,29.0,36.88,0.0047866805,23.95,220.8,46.67,32.4,0.0,532:43:00,53.318,56.613
45.0,224.0,74.0,115.0,397.43,8.839,21.0,29.0,36.88,0.004890739,23.85,220.4,46.64,32.45,0.0,532:50:42,53.34909090909091,55.71272727272728
46.0,224.0,74.0,115.0,405.71,8.837,21.0,29.0,36.88,0.004994797,23.78,220.4,46.72,32.45,0.0,523,53.89555555555555,54.82333333333334
47.0,224.0,74.0,115.0,413.99,8.837,21.0,29.0,36.88,0.0050988556,23.73,220.5,46.84,32.45,0.0,529:39:00,53.688,54.254
48.0,225.0,75.0,114.0,424.34,8.839,21.0,29.0,36.88,0.0052029137,23.68,220.6,46.96,32.4,0.0,525:34:00,52.553636363636365,53.440909090909095
49.0,225.0,75.0,114.0,432.62,8.837,21.0,29.0,36.88,0.0053069717,23.62,220.8,47.11,32.4,0.0,525:43:00,52.96666666666667,52.437777777777775
50.0,224.0,76.0,115.0,440.91,8.837,21.0,28.0,36.88,0.0054110303,23.59,222.0,47.63,32.45,0.0,526:41:00,54.64300000000001,51.65
51.0,224.0,76.0,115.0,448.4,8.837,21.0,28.0,36.88,0.0055150883,23.56,223.2,48.15,32.4,0.0,523:38:00,55.66818181818182,51.192727272727275
52.0,223.0,76.0,116.0,459.48,8.839,21.0,28.0,36.88,0.005619147,23.53,224.4,48.67,32.4,0.0,531:41:00,54.32333333333334,51.221111111111114
53.0,223.0,75.0,116.0,467.81,8.837,21.0,28.0,36.89,0.005723205,23.5,225.6,49.19,32.4,0.0,521,55.634,51.123000000000005
54.0,224.0,74.0,116.0,478.98,8.838,21.0,29.0,36.89,0.0058272635,23.37,227.5,49.78,32.4,0.0,529:41:00,54.408181818181816,50.95454545454545
55.0,224.0,74.0,116.0,487.2,8.837,21.0,29.0,36.89,0.0059313215,23.2,229.6,50.4,32.4,0.0,529:41:00,56.59222222222222,50.742222222222225
56.0,224.0,74.0,115.0,495.44,8.837,21.0,29.0,36.89,0.0060353796,23.06,230.7,50.7,32.4,0.0,529:41:00,56.662,50.798
57.0,225.0,75.0,115.0,503.94,8.837,21.0,29.0,36.89,0.006139438,22.93,231.5,50.88,32.4,0.0,532:39:00,57.22090909090909,50.871818181818185
58.0,225.0,76.0,115.0,514.14,8.838,21.0,28.0,36.89,0.006243496,22.79,232.3,51.06,32.4,0.0,527:38:00,58.28333333333333,50.93
59.0,224.0,76.0,115.0,522.39,8.837,21.0,28.0,36.89,0.0063475547,22.65,232.8,51.23,32.4,0.0,525:32:00,57.375,50.657
60.0,224.0,76.0,115.0,529.92,8.837,21.0,28.0,36.89,0.006451613,22.49,233.1,51.4,32.4,0.0,523:39:00,58.12,50.300909090909094
61.0,224.0,76.0,115.0,539.23,8.837,21.0,28.0,36.89,0.0065556713,22.34,233.4,51.57,32.4,0.0,526:37:00,58.955555555555556,50.37777777777777
62.0,224.0,76.0,115.0,549.37,8.838,21.0,28.0,36.89,0.0066597294,22.07,233.9,51.97,32.4,0.0,521:29:00,59.501,50.608
63.0,224.0,76.0,116.0,557.55,8.837,21.0,28.0,36.89,0.006763788,21.65,234.6,52.67,32.4,0.0,522:38:00,57.842727272727274,50.78454545454545
64.0,224.0,76.0,116.0,565.07,8.837,21.0,28.0,36.89,0.006867846,21.45,236.0,52.65,32.4,0.0,529:41:00,57.629999999999995,50.58777777777778
65.0,225.0,76.0,116.0,574.14,8.837,21.0,28.0,36.89,0.006971904,21.24,237.4,52.63,32.4,0.0,527:39:00,56.827,50.47
66.0,224.0,77.0,116.0,582.61,8.837,21.0,28.0,36.89,0.0070759626,21.04,238.8,52.61,32.4,0.0,523:38:00,56.16181818181818,50.48363636363637
67.0,224.0,77.0,117.0,592.02,8.839,21.0,28.0,36.89,0.0071800207,20.82,238.4,52.54,32.4,0.0,526:41:00,57.57444444444444,50.650000000000006
68.0,224.0,78.0,116.0,601.13,8.837,21.0,27.0,36.89,0.007284079,20.6,237.0,52.45,32.4,0.0,529:38:00,57.229,50.887
69.0,224.0,78.0,115.0,609.4,8.837,21.0,27.0,36.89,0.0073881373,20.38,235.7,52.35,32.4,0.0,523:38:00,57.49272727272727,51.027272727272724
70.0,224.0,78.0,116.0,617.69,8.837,21.0,27.0,36.89,0.007492196,20.19,235.1,52.39,32.4,0.0,518,55.91777777777778,51.05444444444444
71.0,224.0,77.0,116.0,625.97,8.837,21.0,28.0,36.89,0.007596254,20.02,235.5,52.58,32.4,0.0,529:41:00,55.660000000000004,50.921
72.0,224.0,77.0,116.0,634.45,8.837,21.0,28.0,36.89,0.007700312,19.86,235.9,52.77,32.4,0.0,527:38:00,55.53090909090909,50.623636363636365
73.0,224.0,77.0,115.0,644.6,8.838,21.0,28.0,36.89,0.0078043705,19.7,236.3,52.96,32.4,0.0,521:38:00,55.21111111111111,50.330000000000005
74.0,224.0,77.0,116.0,652.8,8.837,21.0,28.0,36.89,0.007908429,19.64,236.9,53.08,32.4,0.0,527:42:00,54.214999999999996,50.007999999999996
75.0,224.0,77.0,116.0,660.33,8.837,21.0,28.0,36.89,0.008012487,19.6,237.6,53.18,32.4,0.0,530:41:00,55.50363636363636,49.67909090909091
76.0,224.0,77.0,115.0,669.44,8.837,21.0,28.0,36.89,0.008116545,19.57,238.3,53.28,32.4,0.0,519,56.37222222222223,49.62222222222223
77.0,224.0,77.0,116.0,678.13,8.836,21.0,28.0,36.89,0.008220604,19.58,240.1,53.57,32.4,0.0,526:49:42,57.041,49.869
78.0,224.0,77.0,116.0,690.14,8.834,21.0,28.0,36.89,0.008324662,19.66,243.1,54.05,32.4,0.0,529:41:00,57.41363636363636,50.43454545454545
79.0,224.0,77.0,115.0,698.43,8.837,21.0,28.0,36.89,0.00842872,19.73,246.1,54.53,32.4,0.0,525:43:00,57.342222222222226,50.83444444444444
80.0,224.0,76.0,115.0,706.9,8.837,21.0,28.0,36.89,0.008532778,19.83,248.1,54.81,32.4,0.0,523,54.991,51.007
81.0,224.0,77.0,115.0,717.05,8.838,21.0,28.0,36.89,0.008636837,19.95,248.7,54.74,32.4,0.0,1044:35:00,55.446000000000005,51.11
82.0,224.0,77.0,115.0,725.33,8.837,21.0,28.0,36.89,0.0087408945,20.08,249.2,54.66,32.4,0.0,522:38:00,56.995000000000005,51.123000000000005
83.0,223.0,77.0,115.0,733.61,8.837,21.0,28.0,36.89,0.008844953,20.2,249.7,54.59,32.4,0.0,521,56.563,51.14
84.0,223.0,76.0,115.0,742.1,8.837,21.0,28.0,36.89,0.008949012,20.36,251.0,54.67,32.35,0.0,531:42:00,57.298,51.1
85.0,224.0,76.0,115.0,752.24,8.838,21.0,28.0,36.89,0.00905307,20.54,252.7,54.82,32.4,0.0,530:43:00,57.588,51.163
86.0,224.0,76.0,116.0,760.38,8.837,20.0,28.0,,0.009157128,20.71,254.5,54.97,32.35,0.0,523,57.473,51.299
87.0,225.0,77.0,116.0,767.98,8.837,20.0,28.0,,0.009261186,20.89,255.4,54.91,32.4,0.0,1057:44:00,57.67,51.367
88.0,225.0,78.0,115.0,777.02,8.837,20.0,28.0,,0.009365245,21.08,255.8,54.71,32.4,0.0,530:41:00,57.607000000000006,51.548
89.0,224.0,79.0,115.0,785.32,8.837,20.0,27.0,,0.009469302,21.25,256.3,54.57,32.35,0.0,530:42:00,56.614,51.511
90.0,224.0,79.0,115.0,793.65,8.837,20.0,27.0,36.93,0.009573361,21.33,257.4,54.81,32.4,0.0,531:42:00,56.382000000000005,51.278999999999996
91.0,224.0,79.0,114.0,802.14,8.837,20.0,27.0,36.93,0.009677419,21.41,258.5,55.05,32.35,0.0,527:41:00,57.92,51.208000000000006
92.0,223.0,78.0,114.0,812.49,8.839,20.0,27.0,36.93,0.009781478,21.49,259.6,55.3,32.35,0.0,523,57.045,51.435
93.0,224.0,78.0,115.0,822.63,8.838,20.0,27.0,36.93,0.009885536,21.61,259.7,55.38,32.35,0.0,530:41:00,56.907000000000004,51.42100000000001
94.0,224.0,78.0,115.0,830.9,8.837,20.0,27.0,36.93,0.009989594,21.79,258.5,55.24,32.35,0.0,527:51:43,59.092999999999996,51.327999999999996
95.0,223.0,78.0,115.0,839.4,8.837,20.0,27.0,36.93,0.010093653,22.0,258.4,55.33,32.35,0.0,530:41:00,60.348,51.642999999999994
96.0,224.0,77.0,115.0,849.54,8.838,20.0,28.0,36.93,0.010197711,22.27,259.6,55.72,32.35,0.0,521,60.779999999999994,52.016999999999996
97.0,224.0,77.0,115.0,857.74,8.837,20.0,28.0,36.93,0.010301769,22.47,259.4,55.87,32.35,0.0,532:43:00,61.641,52.157999999999994
98.0,223.0,77.0,115.0,865.22,8.837,20.0,28.0,36.93,0.010405827,22.65,258.7,55.93,32.35,0.0,530:39:00,62.124,52.071000000000005
99.0,223.0,78.0,115.0,874.36,8.837,20.0,27.0,36.93,0.010509886,22.82,257.7,56.08,32.35,0.0,1044,61.089999999999996,52.032000000000004
100.0,224.0,77.0,115.0,882.87,8.837,20.0,28.0,36.94,0.010613943,22.96,256.2,56.44,32.35,0.0,532:44:00,61.51800000000001,52.132000000000005
101.0,225.0,76.0,115.0,892.93,8.838,20.0,28.0,36.97,0.010718002,23.09,254.8,56.8,32.35,0.0,530:42:00,61.105,52.265
102.0,224.0,77.0,115.0,900.46,8.837,20.0,28.0,36.97,0.0108220605,23.29,255.9,57.78,32.35,0.0,531:43:00,61.166,52.19500000000001
103.0,223.0,77.0,115.0,909.49,8.837,20.0,28.0,36.97,0.010926119,23.49,257.0,58.76,32.35,0.0,530:41:00,61.122,52.134
104.0,224.0,77.0,115.0,917.02,8.837,20.0,28.0,36.97,0.011030177,23.56,255.1,58.07,32.35,0.0,531:41:00,61.32000000000001,52.214999999999996
105.0,224.0,77.0,115.0,926.13,8.837,20.0,28.0,36.97,0.011134235,23.62,253.1,57.3,32.35,0.0,519,60.791999999999994,52.427
106.0,224.0,77.0,115.0,934.61,8.837,20.0,28.0,36.97,0.011238294,23.66,252.0,56.88,32.35,0.0,526:39:00,61.818000000000005,52.773
107.0,224.0,77.0,115.0,944.68,8.838,20.0,28.0,36.97,0.011342351,23.66,252.6,57.01,32.35,0.0,529:41:00,62.724000000000004,53.461
108.0,224.0,77.0,115.0,952.22,8.837,20.0,28.0,36.97,0.01144641,23.66,253.2,57.14,32.35,0.0,525:33:00,62.986000000000004,54.077
109.0,224.0,77.0,115.0,963.38,8.838,20.0,28.0,36.97,0.011550468,23.67,253.8,57.27,32.35,0.0,521:38:00,62.198,54.533
110.0,224.0,77.0,115.0,971.83,8.837,20.0,28.0,36.97,0.011654527,23.67,254.9,57.56,32.35,0.0,532:44:00,61.849000000000004,54.840999999999994
111.0,225.0,77.0,115.0,982.02,8.838,20.0,28.0,36.98,0.0117585845,23.67,255.8,57.81,32.35,0.0,535:43:00,62.725,55.111000000000004
112.0,224.0,78.0,116.0,990.3,8.837,20.0,27.0,36.98,0.011862643,23.64,252.7,57.39,32.35,0.0,529:41:00,62.138,55.31
113.0,224.0,78.0,116.0,998.58,8.837,20.0,27.0,36.98,0.011966702,23.61,249.5,56.96,32.35,0.0,529:42:00,62.145,55.50599999999999
114.0,224.0,78.0,116.0,1006.86,8.837,20.0,27.0,36.98,0.012070759,23.52,247.9,56.97,32.35,0.0,529:39:00,62.29600000000001,55.733000000000004
115.0,223.0,78.0,114.0,1015.14,8.837,20.0,27.0,36.98,0.012174818,23.43,246.3,57.01,32.35,0.0,517,60.413,55.837
116.0,223.0,76.0,115.0,1023.63,8.837,20.0,28.0,36.98,0.012278876,23.36,245.1,57.03,32.35,0.0,526:49:47,60.838,55.927
117.0,223.0,76.0,115.0,1033.76,8.838,20.0,28.0,36.98,0.012382935,23.31,244.2,57.01,32.35,0.0,527,59.286,56.21
118.0,224.0,75.0,115.0,1042.01,8.837,20.0,29.0,36.98,0.012486992,23.25,243.4,56.99,32.35,0.0,1054,58.874,56.238
119.0,224.0,75.0,115.0,1050.48,8.837,20.0,29.0,36.98,0.012591051,23.2,242.5,56.98,32.35,0.0,531:43:00,59.864999999999995,56.120000000000005
120.0,224.0,76.0,116.0,1060.64,8.838,20.0,28.0,36.98,0.0126951095,23.16,241.1,56.92,32.35,0.0,535:44:00,60.073,56.17999999999999
121.0,224.0,76.0,115.0,1068.93,8.837,20.0,28.0,36.99,0.012799167,23.13,238.7,56.8,32.35,0.0,531:42:00,61.325,56.58
122.0,224.0,76.0,114.0,1077.24,8.837,20.0,28.0,36.99,0.012903226,23.11,236.2,56.67,32.35,0.0,531:44:00,61.55,57.235
123.0,223.0,75.0,114.0,1085.74,8.837,20.0,28.0,36.99,0.013007284,23.12,236.6,56.79,32.35,0.0,531:41:00,62.202,57.778
124.0,224.0,76.0,114.0,1095.87,8.838,20.0,28.0,36.99,0.013111343,23.13,237.2,56.92,32.35,0.0,527:41:00,62.137,58.187
125.0,225.0,77.0,114.0,1104.08,8.837,20.0,28.0,36.99,0.0132154,23.14,237.7,57.06,32.35,0.0,531:47:00,61.883,58.501
126.0,225.0,77.0,115.0,1111.61,8.837,20.0,28.0,36.99,0.013319459,23.15,238.0,57.12,32.35,0.0,536:47:00,59.739,58.596000000000004
127.0,225.0,77.0,114.0,1120.71,8.837,20.0,28.0,36.99,0.013423517,23.17,236.8,56.82,32.35,0.0,531:43:00,58.536,58.327999999999996
128.0,224.0,78.0,115.0,1129.42,8.836,20.0,27.0,36.99,0.013527576,23.19,235.6,56.53,32.35,0.0,535:48:00,57.512,58.087
129.0,223.0,78.0,115.0,1141.41,8.834,20.0,27.0,36.99,0.0136316335,23.22,234.1,56.3,32.35,0.0,527,57.669,57.778999999999996
130.0,224.0,78.0,114.0,1149.69,8.837,20.0,27.0,37.0,0.013735692,23.29,231.5,56.3,32.3,0.0,535:48:00,58.617,57.604
131.0,225.0,77.0,114.0,1157.97,8.837,20.0,28.0,37.0,0.013839751,23.36,228.8,56.3,32.35,0.0,539:47:00,59.471000000000004,58.045
132.0,225.0,78.0,114.0,1166.25,8.837,20.0,28.0,37.0,0.013943808,23.34,229.0,56.37,32.35,0.0,536:46:00,58.247,58.45399999999999
133.0,224.0,79.0,114.0,1174.53,8.837,20.0,27.0,37.0,0.014047867,23.31,229.4,56.44,32.35,0.0,532:41:00,59.620000000000005,58.653999999999996
134.0,224.0,79.0,114.0,1182.81,8.837,20.0,27.0,37.0,0.014151925,23.29,229.8,56.51,32.35,0.0,530:43:00,61.824,59.141999999999996
135.0,224.0,79.0,113.0,1191.09,8.837,20.0,27.0,37.0,0.014255984,23.21,230.7,56.31,32.35,0.0,532,60.741,59.762
136.0,224.0,79.0,114.0,1199.8,8.836,20.0,27.0,37.0,0.014360041,23.1,231.8,55.97,32.35,0.0,541:00:49,60.891999999999996,60.187
137.0,223.0,79.0,114.0,1211.65,8.834,20.0,27.0,37.0,0.0144641,22.99,232.9,55.64,32.3,0.0,531,61.324,60.614999999999995
138.0,224.0,78.0,114.0,1218.55,8.836,20.0,27.0,37.0,0.014568158,22.87,232.0,55.29,32.3,0.0,540:49:00,61.379,60.855
139.0,224.0,78.0,114.0,1227.53,8.837,20.0,27.0,37.0,0.014672216,22.74,230.5,54.95,32.3,0.0,535:47:00,60.575,60.775999999999996
140.0,224.0,79.0,113.0,1235.8,8.837,20.0,27.0,37.01,0.014776275,22.84,228.7,54.71,32.3,0.0,531:43:00,59.971000000000004,60.501
141.0,224.0,79.0,113.0,1243.93,8.837,20.0,27.0,37.01,0.014880333,22.93,228.1,54.78,32.3,0.0,534:43:00,59.765,60.022000000000006
142.0,224.0,79.0,113.0,1252.28,8.837,20.0,27.0,37.01,0.014984392,23.01,228.0,55.01,32.35,0.0,529:38:00,59.626,59.754999999999995
143.0,225.0,80.0,113.0,1262.72,8.839,20.0,27.0,37.01,0.015088449,23.09,227.9,55.24,32.35,0.0,531:47:00,58.65599999999999,59.572
144.0,225.0,81.0,114.0,1271.0,8.837,20.0,27.0,37.01,0.015192508,23.16,227.9,55.47,32.35,0.0,541:57:00,56.355,59.056
145.0,224.0,82.0,114.0,1279.28,8.837,20.0,26.0,37.01,0.015296566,23.32,227.8,55.52,32.35,0.0,544:53:00,56.298,58.301
146.0,223.0,81.0,114.0,1287.56,8.837,20.0,26.0,37.01,0.015400624,23.51,227.7,55.49,32.35,0.0,545:57:00,56.522000000000006,57.657
147.0,223.0,80.0,115.0,1295.83,8.837,20.0,27.0,37.01,0.015504682,23.69,227.6,55.47,32.35,0.0,543:53:00,55.715999999999994,57.295
148.0,224.0,80.0,113.0,1308.26,8.834,20.0,27.0,37.01,0.015608741,23.97,227.0,55.42,32.35,0.0,537,57.333000000000006,57.001999999999995
149.0,224.0,80.0,113.0,1316.53,8.837,20.0,27.0,37.01,0.0157128,24.25,226.4,55.36,32.3,0.0,546:56:00,58.857000000000006,57.126
150.0,224.0,80.0,112.0,1324.82,8.837,20.0,27.0,37.01,0.015816858,24.49,225.9,55.29,32.3,0.0,544:57:00,58.568,57.6
151.0,223.0,79.0,112.0,1333.07,8.837,20.0,27.0,37.02,0.015920917,24.69,225.5,55.19,32.35,0.0,541:52:00,56.263999999999996,57.624
152.0,223.0,78.0,112.0,1341.33,8.837,20.0,27.0,37.02,0.016024973,24.88,225.1,55.1,32.35,0.0,541:55:00,58.556,57.461
153.0,224.0,78.0,112.0,1349.66,8.837,20.0,27.0,37.02,0.016129032,25.08,224.8,55.0,32.35,0.0,541:49:00,59.198,57.605999999999995
154.0,224.0,78.0,112.0,1357.94,8.837,20.0,27.0,37.02,0.01623309,25.31,224.1,54.98,32.35,0.0,527,59.021,57.71900000000001
155.0,224.0,79.0,112.0,1366.22,8.837,20.0,27.0,37.03,0.016337149,25.55,223.4,54.97,32.35,0.0,535:56:00,60.653999999999996,57.590999999999994
156.0,225.0,79.0,112.0,1378.64,8.834,20.0,27.0,37.03,0.016441207,25.68,223.3,55.09,32.35,0.0,541:57:00,61.029999999999994,57.295
157.0,225.0,79.0,112.0,1386.87,8.837,20.0,27.0,37.03,0.016545266,25.8,223.2,55.23,32.3,0.0,543:55:00,61.283,56.98
158.0,225.0,80.0,113.0,1395.2,8.837,20.0,27.0,37.03,0.016649324,25.94,218.7,54.69,32.3,0.0,543:53:00,61.908,56.81699999999999
159.0,224.0,80.0,113.0,1403.48,8.837,20.0,27.0,37.04,0.016753381,26.06,215.7,54.42,32.3,0.0,532,61.867,56.785000000000004
160.0,224.0,81.0,113.0,1411.75,8.837,20.0,26.0,37.04,0.01685744,26.15,215.8,54.65,32.3,0.0,544:01:55,60.882000000000005,56.521
161.0,224.0,81.0,112.0,1420.0,8.837,20.0,26.0,37.04,0.016961498,26.24,215.9,54.89,32.3,0.0,537:52:00,60.173,56.038
162.0,223.0,79.0,112.0,1430.39,8.839,20.0,27.0,37.04,0.017065557,26.27,214.6,54.94,32.35,0.0,540:53:00,60.261,55.596000000000004
163.0,223.0,79.0,112.0,1437.89,8.837,20.0,27.0,37.04,0.017169615,26.29,213.2,54.98,32.35,0.0,539:49:00,59.986000000000004,55.359
164.0,224.0,79.0,112.0,1449.75,8.838,20.0,27.0,37.04,0.017273674,26.32,211.8,55.02,32.3,0.0,528,60.352999999999994,55.325
165.0,224.0,79.0,112.0,1457.3,8.837,20.0,27.0,37.05,0.017377732,26.36,211.3,55.46,32.3,0.0,536:51:00,61.051,55.528999999999996
166.0,224.0,79.0,113.0,1465.58,8.837,20.0,27.0,37.05,0.017481789,26.4,211.4,56.24,32.3,0.0,543:56:00,61.484,55.922000000000004
167.0,224.0,79.0,113.0,1473.86,8.837,20.0,27.0,37.05,0.017585848,26.44,211.2,56.62,32.3,0.0,541:55:00,61.840999999999994,56.425
168.0,225.0,79.0,113.0,1484.2,8.839,20.0,27.0,37.05,0.017689906,26.48,210.8,56.8,32.3,0.0,537,62.515,57.04600000000001
169.0,225.0,80.0,113.0,1492.49,8.837,20.0,27.0,37.05,0.017793965,26.57,211.4,57.57,32.3,0.0,1082:57:00,62.182,57.68300000000001
170.0,224.0,81.0,113.0,1500.77,8.837,20.0,26.0,37.05,0.017898023,26.7,212.6,58.66,32.3,0.0,537,61.5,58.21
171.0,223.0,82.0,112.0,1509.0,8.837,20.0,26.0,37.05,0.018002082,26.83,213.3,59.44,32.3,0.0,543:57:00,61.035000000000004,58.315
172.0,223.0,81.0,112.0,1516.58,8.837,20.0,26.0,37.05,0.01810614,26.98,212.8,59.19,32.3,0.0,544:52:00,59.126999999999995,58.516999999999996
