time,watts,cadence,heartrate,distance,velocity_smooth,temp,torque,core_temperature,PercentageinZ2,TymeBreathRate,tidal_volume,TymeVentilation,skin_temperature,HeatStrainIndex,hrv,THb,smo2
5313.0,333.0,106.0,145.0,53042.61,9.639,19.0,30.0,38.26,0.53007287,35.88,208.5,66.94,31.05,0.9,418:55:51,61.92545454545455,61.71272727272728
5314.0,278.0,104.0,145.0,53052.67,9.468,19.0,26.0,38.26,0.5301769,35.15,211.9,66.77,31.05,0.9,417:49:00,61.841111111111104,61.61333333333333
5315.0,260.0,102.0,145.0,53063.03,9.469,19.0,24.0,38.26,0.53028095,35.48,214.5,67.73,31.05,0.9,413:57:51,62.021,61.590999999999994
5316.0,258.0,100.0,145.0,53071.59,9.464,19.0,25.0,38.26,0.530385,34.35,217.9,67.91,31.1,0.9,409,62.04636363636364,61.59090909090909
5317.0,258.0,98.0,146.0,53079.88,9.463,19.0,25.0,38.26,0.5304891,33.93,217.9,67.21,31.1,0.9,821:58:49,61.58222222222222,61.580000000000005
5318.0,258.0,96.0,146.0,53089.94,9.468,19.0,26.0,38.26,0.53059316,33.59,217.6,66.4,31.1,0.9,413:49:00,60.855,61.49400000000001
5319.0,258.0,93.0,146.0,53100.3,9.469,19.0,26.0,38.26,0.53069717,33.5,219.2,66.33,31.05,0.9,413:49:00,61.31272727272728,61.28818181818181
5320.0,259.0,93.0,146.0,53110.63,9.469,19.0,27.0,38.26,0.53080124,33.43,220.9,66.33,31.05,0.9,411:51:49,60.44111111111111,61.010000000000005
5321.0,260.0,93.0,146.0,53119.2,9.464,19.0,27.0,38.26,0.5309053,33.34,221.0,66.29,31.1,0.9,413:47:00,61.727,60.778999999999996
5322.0,259.0,92.0,147.0,53129.28,9.468,19.0,27.0,38.26,0.5310094,33.22,221.5,66.33,31.05,0.9,415:42:00,60.98090909090909,60.22636363636364
5323.0,259.0,90.0,147.0,53136.05,9.467,19.0,27.0,38.26,0.53111345,33.03,225.7,66.76,31.1,0.9,417:47:00,62.272222222222226,59.370000000000005
5324.0,259.0,90.0,147.0,53147.63,9.466,19.0,27.0,38.26,0.53121746,33.08,228.7,68.14,31.1,0.9,820:38:00,62.760000000000005,59.278999999999996
5325.0,259.0,90.0,147.0,53154.69,9.466,19.0,27.0,38.26,0.5313215,32.18,228.5,68.36,31.05,0.9,418:53:47,62.48272727272728,59.625454545454545
5326.0,259.0,90.0,147.0,53166.25,9.466,19.0,27.0,38.26,0.5314256,31.88,229.3,68.49,31.05,0.9,413:42:00,62.86555555555555,59.910000000000004
5327.0,259.0,89.0,147.0,53175.1,9.463,19.0,28.0,38.26,0.53152966,31.55,229.9,68.17,31.05,0.9,417:53:49,62.75500000000001,60.087
5328.0,260.0,88.0,147.0,53185.16,9.468,19.0,28.0,38.26,0.53163373,30.88,232.2,66.9,31.05,0.9,413:47:00,63.443636363636365,60.15363636363636
5329.0,260.0,87.0,147.0,53193.73,9.464,19.0,29.0,38.26,0.53173774,29.46,231.9,67.42,31.05,0.9,415:57:49,62.98888888888889,60.056666666666665
5330.0,259.0,86.0,147.0,53203.81,9.468,19.0,29.0,38.26,0.5318418,29.12,231.6,66.59,31.05,0.9,411:52:00,63.279999999999994,59.8
5331.0,259.0,86.0,147.0,53212.36,9.464,19.0,29.0,38.26,0.5319459,28.52,229.8,65.77,31.05,0.9,415:53:52,62.64636363636364,59.50909090909091
5332.0,259.0,86.0,147.0,53224.14,9.466,19.0,29.0,38.26,0.53204995,27.57,226.2,65.04,31.05,0.9,417:49:00,60.39444444444444,59.14444444444444
5333.0,260.0,86.0,147.0,53233.06,9.463,19.0,29.0,38.26,0.532154,27.73,225.9,65.04,31.05,0.9,415:58:52,61.096000000000004,58.742
5334.0,260.0,86.0,147.0,53241.34,9.463,19.0,29.0,38.26,0.5322581,28.04,226.9,64.64,31.05,0.9,418:49:00,62.79545454545455,58.10454545454545
5335.0,260.0,85.0,147.0,53251.42,9.468,19.0,29.0,38.26,0.5323621,28.38,227.0,63.84,31.05,0.9,420:52:00,62.66888888888889,57.4388888888889
5336.0,260.0,85.0,147.0,53259.97,9.464,19.0,29.0,38.26,0.5324662,28.85,226.6,63.2,31.05,0.9,420:53:56,62.93,57.40454545454545
5337.0,260.0,85.0,146.0,53268.26,9.463,19.0,29.0,38.26,0.53257024,28.6,226.8,63.08,31.05,0.9,420:51:00,63.678,57.565
5338.0,259.0,84.0,146.0,53280.1,9.466,19.0,29.0,38.26,0.5326743,27.85,227.4,63.32,31.05,0.9,418:57:56,63.33111111111111,57.70222222222222
5339.0,259.0,82.0,146.0,53288.96,9.463,19.0,30.0,38.26,0.5327784,27.87,233.1,63.05,31.05,0.9,422:54:00,63.96363636363637,57.72727272727273
5340.0,260.0,82.0,145.0,53297.24,9.463,19.0,30.0,38.26,0.5328824,28.62,234.9,62.99,31.05,0.9,422:54:00,63.149,57.580999999999996
5341.0,261.0,82.0,145.0,53309.1,9.466,19.0,30.0,38.26,0.53298646,27.56,233.8,61.76,31.05,0.9,427:54:00,63.74666666666667,57.376666666666665
5342.0,262.0,84.0,145.0,53317.95,9.463,19.0,30.0,38.26,0.53309053,27.93,232.9,62.05,31.05,0.9,424:51:00,65.83636363636363,57.055454545454545
5343.0,261.0,86.0,145.0,53326.21,9.463,19.0,29.0,38.26,0.5331946,28.4,232.3,61.15,31.05,0.9,424:58:00,63.50599999999999,56.772000000000006
5344.0,260.0,86.0,145.0,53336.29,9.468,19.0,29.0,38.26,0.5332987,27.66,224.6,61.05,31.05,0.9,829,64.07,56.69777777777777
5345.0,260.0,86.0,145.0,53344.85,9.464,19.0,29.0,38.26,0.5334027,27.34,220.1,60.99,31.05,0.9,421:418:418:418,63.85454545454545,56.64909090909091
5346.0,260.0,86.0,144.0,53354.11,9.468,19.0,29.0,38.26,0.53350675,27.37,218.9,59.71,31.1,0.9,429:58:00,65.13,56.58200000000001
5347.0,260.0,86.0,144.0,53363.36,9.464,19.0,29.0,38.26,0.5336108,27.38,218.8,59.93,31.05,0.9,427:58:00,65.31777777777778,56.544444444444444
5348.0,260.0,86.0,143.0,53375.33,9.466,19.0,29.0,38.26,0.5337149,27.38,218.6,60.66,31.05,0.9,421:10:01,65.39636363636363,56.560909090909085
5349.0,260.0,87.0,144.0,53384.18,9.463,19.0,29.0,38.26,0.53381896,27.39,218.0,61.2,31.05,0.9,428:03:00,66.373,56.571000000000005
5350.0,259.0,86.0,144.0,53392.44,9.463,19.0,29.0,38.26,0.533923,27.91,216.0,61.15,31.05,0.9,425:56:00,65.62222222222222,56.59888888888889
5351.0,258.0,85.0,144.0,53402.53,9.468,19.0,29.0,38.26,0.53402704,28.7,213.9,61.13,31.05,0.9,432:07:59,66.42909090909092,56.57727272727273
5352.0,259.0,84.0,143.0,53411.09,9.464,19.0,29.0,38.26,0.5341311,28.67,212.4,61.65,31.05,0.9,430:03:00,66.517,56.572
5353.0,260.0,84.0,143.0,53420.35,9.468,19.0,30.0,38.26,0.5342352,27.23,212.7,60.73,31.05,0.9,424:58:00,66.71222222222222,56.62222222222223
5354.0,260.0,83.0,143.0,53431.36,9.469,19.0,30.0,38.26,0.53433925,27.0,213.1,60.49,31.05,0.9,430:10:05,66.43454545454546,56.74545454545455
5355.0,260.0,83.0,143.0,53440.07,9.464,19.0,30.0,38.26,0.53444326,27.73,217.3,60.26,31.05,0.9,423:08:00,67.011,56.949
5356.0,260.0,84.0,143.0,53448.36,9.463,19.0,30.0,38.26,0.5345473,28.34,221.5,60.2,31.05,0.9,432:01:00,65.72,57.10555555555556
5357.0,259.0,83.0,142.0,53460.18,9.466,19.0,30.0,38.26,0.5346514,27.59,222.9,61.12,31.05,0.9,432:13:05,65.80636363636364,57.07
5358.0,260.0,83.0,142.0,53469.05,9.463,19.0,30.0,38.26,0.53475547,27.0,228.2,62.29,31.05,0.9,430:06:00,67.102,57.324
5359.0,260.0,84.0,142.0,53477.34,9.463,19.0,30.0,38.26,0.53485954,27.79,232.7,63.23,31.05,0.9,432:58:00,66.47555555555556,57.712222222222216
5360.0,260.0,84.0,141.0,53489.2,9.466,19.0,30.0,38.26,0.5349636,28.6,232.8,63.89,31.05,0.9,437:15:03,67.83,58.13181818181818
5361.0,260.0,84.0,141.0,53498.04,9.463,19.0,30.0,38.26,0.5350676,29.09,233.2,63.8,31.05,0.9,435:06:00,66.44500000000001,58.496
5362.0,260.0,84.0,141.0,53506.31,9.463,19.0,30.0,38.26,0.5351717,29.48,236.8,63.41,31.05,0.9,432:13:05,68.12444444444445,58.74888888888889
5363.0,260.0,85.0,141.0,53516.39,9.468,19.0,29.0,38.26,0.53527576,29.87,241.3,63.08,31.05,0.9,435:05:00,68.227,59.015
5364.0,260.0,84.0,141.0,53524.96,9.464,19.0,30.0,38.26,0.5353798,30.19,241.5,63.88,31.05,0.9,432:03:00,67.52090909090909,59.21636363636364
5365.0,260.0,84.0,140.0,53534.2,9.468,19.0,30.0,38.26,0.5354839,30.18,243.8,64.71,31.05,0.9,432:09:58,65.59222222222223,58.97555555555555
5366.0,260.0,83.0,140.0,53543.4,9.464,19.0,30.0,38.26,0.5355879,30.35,246.0,63.81,31.05,0.9,432:03:00,66.70545454545454,58.81909090909091
5367.0,260.0,83.0,141.0,53553.61,9.468,19.0,30.0,38.26,0.535692,30.05,246.9,65.19,31.05,0.9,430:12:01,66.973,59.254
5368.0,259.0,83.0,141.0,53564.0,9.469,19.0,30.0,38.26,0.53579605,29.61,248.6,66.21,31.05,0.9,432:05:00,67.22111111111111,59.73888888888889
5369.0,259.0,81.0,141.0,53572.56,9.464,19.0,31.0,38.26,0.5359001,29.57,250.4,66.32,31.05,0.9,428:05:00,67.30454545454546,60.22
5370.0,259.0,79.0,141.0,53580.83,9.463,19.0,31.0,38.26,0.5360042,29.42,250.1,66.09,31.05,0.9,428:08:00,68.14,60.55800000000001
5371.0,259.0,79.0,142.0,53590.88,9.468,19.0,31.0,38.26,0.5361082,29.42,248.2,66.85,31.05,0.9,442:13:00,67.24444444444445,60.75333333333333
5372.0,259.0,79.0,142.0,53599.46,9.464,19.0,31.0,38.26,0.53621227,29.28,247.8,66.98,31.05,0.9,432:12:00,67.92272727272727,60.870909090909095
5373.0,260.0,79.0,141.0,53611.34,9.466,19.0,31.0,38.26,0.53631634,29.14,247.4,67.11,31.05,0.9,432:06:00,67.637,61.016999999999996
5374.0,261.0,79.0,142.0,53620.17,9.463,19.0,32.0,38.26,0.5364204,28.96,252.7,67.17,31.05,0.9,437:15:06,67.68,61.22222222222222
5375.0,261.0,80.0,141.0,53630.23,9.468,19.0,31.0,38.26,0.5365245,28.89,255.7,67.86,31.05,0.9,861,67.16636363636364,61.443636363636365
5376.0,260.0,81.0,141.0,53638.79,9.464,19.0,31.0,38.26,0.5366285,28.85,252.4,68.86,31.05,0.9,439:05:00,65.69333333333333,61.60222222222222
5377.0,260.0,81.0,141.0,53647.08,9.463,19.0,31.0,38.26,0.53673255,28.38,250.6,68.83,31.05,0.9,442:15:00,67.021,61.663
5378.0,259.0,80.0,140.0,53658.89,9.466,19.0,31.0,38.26,0.5368366,27.93,251.5,69.37,31.1,0.9,440:19:15,67.04636363636364,61.73181818181818
5379.0,260.0,80.0,140.0,53667.77,9.463,19.0,31.0,38.26,0.5369407,27.23,251.8,68.98,31.05,0.9,444:19:19,67.179,61.875
5380.0,261.0,81.0,140.0,53675.96,9.463,19.0,31.0,38.26,0.53704476,26.67,252.6,68.66,31.05,0.9,446:12:00,68.27222222222223,62.0611111111111
5381.0,260.0,80.0,139.0,53686.09,9.468,19.0,31.0,38.25,0.5371488,26.68,254.9,68.68,31.05,0.9,442,67.60727272727273,62.26454545454545
5382.0,259.0,80.0,139.0,53694.69,9.464,19.0,31.0,38.25,0.53725284,28.02,258.3,69.92,31.05,0.9,883:22:00,68.457,62.38099999999999
5383.0,260.0,81.0,138.0,53706.5,9.466,19.0,31.0,38.25,0.5373569,28.26,258.6,69.02,31.05,0.9,449:26:15,69.50333333333333,62.23111111111112
5384.0,260.0,81.0,138.0,53715.38,9.463,19.0,31.0,38.25,0.537461,28.54,259.2,68.72,31.05,0.9,451:19:00,68.68909090909091,62.04272727272728
5385.0,260.0,81.0,137.0,53723.67,9.463,19.0,31.0,38.25,0.53756505,29.05,259.9,68.3,31.05,0.9,449:17:00,68.241,62.06699999999999
5386.0,260.0,81.0,137.0,53733.71,9.468,19.0,31.0,38.25,0.5376691,30.21,260.4,67.55,31.05,0.9,449:21:00,68.35555555555555,62.173333333333325
5387.0,260.0,81.0,136.0,53742.29,9.464,19.0,31.0,38.25,0.53777313,30.82,261.9,67.39,31.05,0.9,444:26:19,68.12,62.19818181818182
5388.0,260.0,82.0,136.0,53752.37,9.468,19.0,30.0,38.25,0.5378772,31.67,262.3,66.79,31.05,0.9,449:22:00,67.912,62.145
5389.0,260.0,82.0,136.0,53762.73,9.469,19.0,30.0,38.25,0.5379813,31.63,258.2,66.43,31.05,0.9,439,67.52333333333334,62.01555555555555
5390.0,260.0,81.0,136.0,53771.29,9.464,19.0,31.0,38.25,0.53808534,32.0,257.4,66.74,31.05,0.9,451:33:21,66.04727272727273,61.845454545454544
5391.0,259.0,81.0,136.0,53779.54,9.463,19.0,31.0,38.25,0.5381894,32.26,249.8,66.05,31.05,0.9,442:24:00,66.63300000000001,61.899
5392.0,260.0,81.0,136.0,53790.45,9.466,19.0,31.0,38.25,0.5382934,32.23,243.5,65.09,31.05,0.9,449:29:22,66.47222222222223,61.99777777777778
5393.0,260.0,81.0,136.0,53800.14,9.463,19.0,31.0,38.25,0.5383975,32.2,237.0,64.14,31.05,0.9,442:24:00,65.68363636363637,62.059090909090905
5394.0,259.0,81.0,136.0,53808.55,9.463,19.0,31.0,38.25,0.53850156,31.94,231.5,63.13,31.05,0.9,446:22:00,66.10222222222222,62.06555555555556
5395.0,260.0,81.0,135.0,53818.61,9.468,19.0,31.0,38.25,0.53860563,31.14,228.2,61.98,31.05,0.9,446:28:21,66.259,62.001999999999995
5396.0,261.0,82.0,136.0,53828.93,9.469,19.0,30.0,38.25,0.5387097,31.02,226.0,61.6,31.05,0.9,449:22:00,65.45545454545454,61.85090909090909
5397.0,260.0,83.0,135.0,53839.32,9.469,19.0,30.0,38.25,0.5388137,31.41,224.5,61.78,31.1,0.9,442:24:00,66.29599999999999,61.735
5398.0,259.0,82.0,136.0,53847.87,9.464,19.0,30.0,38.25,0.5389178,31.34,216.8,61.45,31.1,0.9,448:24:19,65.8411111111111,61.77666666666667
5399.0,260.0,81.0,136.0,53856.16,9.463,19.0,31.0,38.25,0.53902185,29.59,209.9,59.6,31.05,0.9,446:26:00,66.21181818181817,61.75181818181818
5400.0,262.0,81.0,136.0,53868.02,9.466,19.0,31.0,38.25,0.5391259,29.3,208.8,59.12,31.05,0.9,449:19:00,66.876,61.612
5401.0,261.0,82.0,136.0,53876.86,9.463,19.0,30.0,38.25,0.53923,29.03,206.1,58.4,31.05,0.9,444:15:00,66.00888888888889,61.48222222222223
5402.0,260.0,83.0,136.0,53885.14,9.463,19.0,30.0,38.25,0.539334,28.79,194.6,56.36,31.05,0.9,458:38:00,67.0909090909091,61.441818181818185
5403.0,260.0,83.0,136.0,53893.42,9.463,19.0,30.0,38.25,0.53943807,28.07,191.8,55.6,31.05,0.9,442:15:00,66.628,61.379
5404.0,260.0,83.0,136.0,53905.29,9.466,19.0,30.0,38.25,0.53954214,27.33,186.6,53.62,31.05,0.9,444:10:00,66.25699999999999,61.335
5405.0,259.0,82.0,136.0,53914.09,9.463,19.0,30.0,38.25,0.5396462,26.29,181.1,52.55,31.05,0.9,446:12:00,66.501,61.265
5406.0,259.0,81.0,136.0,53922.39,9.463,19.0,31.0,38.25,0.5397503,25.99,181.1,53.14,31.05,0.9,875,65.455,61.209
5407.0,259.0,80.0,137.0,53932.47,9.468,19.0,31.0,38.25,0.53985435,26.15,182.2,53.88,31.05,0.9,442:22:15,65.853,61.23
5408.0,259.0,80.0,137.0,53941.03,9.464,19.0,31.0,38.25,0.53995836,27.05,180.2,52.34,31.05,0.9,444:12:00,65.95599999999999,61.25
5409.0,258.0,79.0,138.0,53951.1,9.468,19.0,31.0,38.25,0.5400624,26.43,180.2,51.84,31.05,0.9,446:15:00,62.418000000000006,60.887
5410.0,258.0,77.0,138.0,53959.65,9.464,19.0,32.0,38.25,0.5401665,27.0,163.2,48.98,31.1,0.9,446:24:17,65.11999999999999,60.2
5411.0,259.0,77.0,138.0,53969.7,9.468,19.0,32.0,38.25,0.54027057,27.17,160.5,47.67,31.05,0.9,444:17:00,64.923,60.163
5412.0,260.0,77.0,138.0,53978.28,9.464,19.0,32.0,38.25,0.54037464,27.46,159.0,46.86,31.05,0.9,444:17:00,64.19500000000001,60.628
5413.0,259.0,77.0,137.0,53988.36,9.468,19.0,32.0,38.25,0.54047865,29.5,154.9,45.01,31.05,0.9,442:24:10,65.019,61.358000000000004
5414.0,259.0,76.0,138.0,53996.92,9.464,19.0,33.0,38.25,0.5405827,28.98,156.3,44.47,31.05,0.9,449:17:00,65.166,61.976
5415.0,260.0,75.0,137.0,54006.99,9.468,19.0,33.0,38.25,0.5406868,29.4,154.0,45.47,31.05,0.9,444:17:00,65.678,62.452
5416.0,260.0,76.0,137.0,54017.34,9.469,19.0,33.0,38.25,0.54079086,29.97,146.7,43.06,31.05,0.9,442:31:12,64.953,62.791
5417.0,260.0,75.0,137.0,54025.9,9.464,19.0,33.0,38.25,0.5408949,30.54,144.9,42.95,31.05,0.9,446:17:00,63.626999999999995,62.924
5418.0,259.0,75.0,137.0,54035.16,9.468,19.0,33.0,38.25,0.54099894,30.81,144.6,44.74,31.05,0.9,444:19:00,64.208,62.902
5419.0,260.0,76.0,137.0,54043.7,9.464,19.0,33.0,38.25,0.541103,30.67,139.3,43.82,31.05,0.9,444:21:00,64.095,62.778
5420.0,260.0,75.0,137.0,54053.57,9.468,19.0,33.0,38.25,0.5412071,30.98,139.5,44.62,31.05,0.9,444:24:15,63.815999999999995,62.55800000000001
5421.0,260.0,75.0,137.0,54063.92,9.469,19.0,33.0,38.25,0.54131114,31.21,138.9,44.61,31.05,0.9,435,63.965999999999994,62.461
5422.0,261.0,75.0,137.0,54072.68,9.464,19.0,33.0,38.25,0.5414152,31.01,136.3,43.41,31.05,0.9,439:24:17,64.312,62.404999999999994
5423.0,262.0,77.0,137.0,54084.14,9.466,19.0,32.0,38.25,0.5415192,30.82,138.9,43.99,31.05,0.9,444:15:00,63.472,62.29299999999999
5424.0,263.0,79.0,137.0,54093.35,9.464,19.0,32.0,38.25,0.5416233,30.79,134.7,42.56,31.05,0.9,448:26:13,62.888,62.21
5425.0,262.0,82.0,137.0,54101.66,9.463,19.0,31.0,38.25,0.54172736,30.51,137.2,43.59,31.1,0.9,444:19:00,62.714,62.13099999999999
5426.0,261.0,83.0,137.0,54109.94,9.463,19.0,30.0,38.25,0.54183143,30.25,139.5,44.53,31.05,0.9,440:22:00,62.54299999999999,61.987
5427.0,260.0,82.0,137.0,54121.4,9.466,19.0,30.0,38.25,0.5419355,30.64,136.0,43.72,31.05,0.9,446:24:17,62.552,61.666999999999994
5428.0,259.0,82.0,137.0,54131.36,9.463,19.0,30.0,38.25,0.5420395,31.03,132.5,42.92,31.05,0.9,446:21:00,62.848,61.2
5429.0,260.0,82.0,137.0,54139.75,9.463,19.0,30.0,38.25,0.5421436,30.08,134.4,43.54,31.05,0.9,444:17:00,63.35,60.735
5430.0,259.0,81.0,137.0,54149.78,9.468,19.0,31.0,38.25,0.54224765,29.98,136.5,44.61,31.1,0.9,446:24:21,62.79600000000001,60.395
5431.0,259.0,79.0,136.0,54158.37,9.464,19.0,31.0,38.25,0.5423517,29.89,138.6,45.67,31.05,0.9,435,63.374,60.152
5432.0,260.0,79.0,136.0,54170.25,9.466,19.0,31.0,38.25,0.5424558,30.48,138.9,44.38,31.05,0.9,873:19:00,65.642,60.038
5433.0,260.0,80.0,137.0,54179.04,9.463,19.0,31.0,38.25,0.54255986,29.84,141.5,45.05,31.05,0.9,444:17:00,64.50899999999999,59.6
5434.0,259.0,79.0,137.0,54189.15,9.468,19.0,31.0,38.25,0.5426639,30.54,145.6,46.49,31.05,0.9,440:26:17,65.634,59.186
5435.0,260.0,78.0,137.0,54197.71,9.464,19.0,32.0,38.25,0.54276794,29.93,146.8,46.22,31.05,0.9,444:17:00,65.561,59.128
5436.0,261.0,80.0,137.0,54205.99,9.463,19.0,31.0,38.25,0.542872,30.32,149.0,47.04,31.05,0.9,444:17:00,65.33099999999999,59.278
5437.0,261.0,81.0,137.0,54214.27,9.463,19.0,31.0,38.25,0.5429761,30.15,151.0,47.65,31.05,0.9,453:35:00,65.187,59.451
5438.0,259.0,80.0,137.0,54224.35,9.468,19.0,31.0,38.25,0.54308015,30.03,155.1,48.89,31.05,0.9,446:21:00,65.28399999999999,59.622
5439.0,258.0,79.0,137.0,54236.5,9.467,19.0,31.0,38.25,0.54318416,30.32,159.3,49.71,31.05,0.9,444:24:00,64.116,59.745000000000005
5440.0,259.0,78.0,137.0,54245.28,9.463,19.0,32.0,38.25,0.54328823,29.64,160.0,48.84,31.05,0.9,449:21:00,64.081,59.907000000000004
5441.0,261.0,78.0,137.0,54253.6,9.463,19.0,32.0,38.25,0.5433923,29.68,162.5,49.82,31.05,0.9,448:22:00,64.904,59.962
5442.0,261.0,80.0,137.0,54263.68,9.468,19.0,31.0,38.25,0.5434964,29.73,164.9,50.8,31.05,0.9,451:35:24,64.428,59.896
5443.0,261.0,81.0,137.0,54272.23,9.464,19.0,31.0,38.25,0.54360044,30.11,163.3,49.88,31.1,0.9,444:28:00,64.959,59.715999999999994
5444.0,260.0,81.0,136.0,54279.86,9.463,19.0,31.0,38.25,0.54370445,29.62,167.5,51.12,31.05,0.9,453:31:22,64.16444444444444,59.48777777777778
5445.0,260.0,80.0,136.0,54292.17,9.466,19.0,31.0,38.25,0.5438085,29.47,170.6,52.29,31.05,0.9,458:26:00,65.48818181818181,58.79909090909091
5446.0,260.0,80.0,136.0,54301.21,9.463,19.0,31.0,38.25,0.5439126,29.93,167.7,51.04,31.05,0.9,449:29:00,65.596,58.275999999999996
5447.0,260.0,80.0,135.0,54311.29,9.468,19.0,31.0,38.25,0.54401666,29.73,168.5,51.74,31.05,0.9,456:29:00,65.90777777777777,58.36222222222222
5448.0,260.0,80.0,135.0,54319.84,9.464,19.0,31.0,38.25,0.5441207,29.1,165.3,52.1,31.05,0.9,453:33:00,65.49181818181818,58.72545454545455
5449.0,260.0,80.0,135.0,54328.13,9.463,19.0,31.0,38.25,0.54422474,29.37,158.9,51.7,31.05,0.9,458:31:33,65.421,59.208000000000006
5450.0,260.0,80.0,135.0,54340.01,9.466,19.0,31.0,38.25,0.5443288,29.39,159.2,51.7,31.05,0.9,458:29:00,66.20700000000001,59.521
5451.0,260.0,79.0,134.0,54350.58,9.469,19.0,31.0,38.25,0.5444329,29.39,159.4,51.65,31.05,0.9,456:36:00,65.613,59.654999999999994
5452.0,259.0,78.0,134.0,54359.17,9.464,19.0,32.0,38.25,0.54453695,29.34,157.1,51.05,31.05,0.9,456:33:00,66.243,59.677
5453.0,260.0,79.0,134.0,54367.46,9.463,19.0,31.0,38.25,0.544641,29.47,156.7,51.0,31.05,0.9,460:33:00,66.47,59.584
5454.0,261.0,79.0,133.0,54377.54,9.468,19.0,32.0,38.25,0.544745,30.01,158.5,52.04,31.05,0.9,458:29:00,66.209,59.49400000000001
5455.0,261.0,80.0,133.0,54386.09,9.464,18.0,31.0,38.25,0.5448491,30.17,161.0,52.61,31.1,0.9,458:29:00,66.227,59.49400000000001
5456.0,260.0,80.0,133.0,54394.38,9.463,18.0,31.0,38.25,0.54495317,29.55,165.0,52.22,31.1,0.9,460:35:31,66.796,59.633
5457.0,260.0,80.0,133.0,54406.24,9.466,18.0,31.0,38.25,0.54505724,29.66,163.1,52.06,31.05,0.9,449:31:00,66.42333333333333,59.82222222222222
5458.0,261.0,81.0,133.0,54415.07,9.463,18.0,31.0,38.25,0.5451613,31.12,164.5,54.35,31.05,0.9,456:24:00,66.99454545454546,60.01363636363636
5459.0,261.0,83.0,133.0,54425.15,9.468,18.0,30.0,38.25,0.5452654,31.53,162.4,54.55,31.1,0.9,455:24:00,67.27333333333334,60.18777777777777
5460.0,263.0,84.0,133.0,54433.7,9.464,19.0,30.0,38.25,0.5453694,31.01,163.2,55.84,31.1,0.9,453:33:22,66.71818181818182,60.32636363636364
5461.0,269.0,88.0,133.0,54443.77,9.468,19.0,29.0,38.25,0.54547346,31.51,163.1,56.47,31.05,0.9,453:24:00,67.015,60.326
5462.0,294.0,98.0,133.0,54454.13,10.235,19.0,29.0,38.25,0.5455775,32.66,162.2,56.75,31.1,0.9,448:31:24,67.06899999999999,60.295
5463.0,344.0,104.0,134.0,54463.61,10.896,19.0,32.0,38.25,0.5455775,33.36,163.4,58.01,31.1,0.9,449:22:00,65.944,60.330999999999996
5464.0,398.0,106.0,134.0,54474.61,11.046,19.0,36.0,38.25,0.5455775,34.22,161.3,58.34,31.1,0.9,451:17:00,66.928,60.313
5465.0,421.0,106.0,134.0,54486.97,11.041,19.0,38.0,38.25,0.5455775,34.84,159.7,59.27,31.05,0.9,448:17:00,66.94200000000001,60.263999999999996
5466.0,423.0,104.0,135.0,54497.6,11.045,19.0,39.0,38.25,0.5455775,35.89,159.0,59.66,31.05,0.9,451:28:13,66.736,60.185
5467.0,422.0,102.0,135.0,54507.95,11.046,19.0,40.0,38.25,0.5455775,37.6,157.4,60.73,31.05,0.9,439,66.687,60.215999999999994
5468.0,423.0,101.0,135.0,54520.1,11.041,19.0,40.0,38.25,0.5455775,39.18,160.2,62.09,31.05,0.9,451:31:00,65.575,60.41799999999999
5469.0,426.0,103.0,135.0,54531.49,11.04,19.0,39.0,38.25,0.5455775,40.03,159.6,62.39,31.05,0.9,440:12:00,64.771,60.67999999999999
5470.0,427.0,106.0,136.0,54541.21,11.04,19.0,38.0,38.25,0.5455775,40.88,158.3,62.3,31.05,0.9,442:12:00,64.90700000000001,60.911
5471.0,425.0,107.0,136.0,54551.42,11.045,19.0,38.0,38.25,0.5455775,43.48,156.9,62.86,31.05,0.9,437:15:12,65.417,61.05499999999999
5472.0,425.0,108.0,136.0,54565.37,11.044,19.0,38.0,38.25,0.5455775,45.16,154.9,63.76,31.05,0.9,442:05:00,65.05,61.080999999999996
5473.0,424.0,108.0,138.0,54576.26,11.046,19.0,37.0,38.25,0.5455775,46.12,158.5,64.99,31.05,0.9,439:19:08,65.087,61.13099999999999
5474.0,424.0,108.0,138.0,54586.61,11.046,19.0,37.0,38.25,0.5455775,46.62,160.7,64.69,31.05,0.9,435:10:00,65.44222222222223,61.19444444444444
5475.0,424.0,108.0,138.0,54598.76,11.041,19.0,37.0,38.25,0.5455775,48.19,162.2,65.77,31.05,0.9,433:03:00,65.14363636363636,61.29272727272728
5476.0,423.0,107.0,139.0,54609.38,11.045,19.0,38.0,38.25,0.5455775,48.46,160.9,66.29,31.05,0.9,437:06:00,65.079,61.349000000000004
5477.0,423.0,105.0,139.0,54619.73,11.046,19.0,38.0,38.25,0.5455775,48.12,161.8,67.46,31.05,0.9,859:08:00,64.47333333333333,61.42666666666667
5478.0,424.0,105.0,139.0,54630.03,11.046,19.0,39.0,38.25,0.5455775,47.78,168.1,70.44,31.05,0.9,858:03:00,63.881818181818176,61.48454545454546
5479.0,425.0,107.0,139.0,54640.43,11.046,19.0,38.0,38.25,0.5455775,49.08,173.8,71.6,31.05,0.9,430:03:00,64.367,61.528999999999996
5480.0,424.0,108.0,141.0,54652.59,11.041,19.0,37.0,38.25,0.5455775,49.39,176.7,71.76,31.05,0.9,430:05:00,63.123333333333335,61.63444444444445
