time,watts,cadence,heartrate,distance,velocity_smooth,temp,torque,smo2,core_temperature,skin_temperature,tidal_volume,HeatStrainIndex,PercentageinZ2,THb,TymeBreathRate,TymeVentilation
0,0,0,86,,,26,0,68.24,37.01,31.7,255.1,0.0,0.0,65.20818,14.64,37.29
1,224,72,88,0.0,8.839,26,30,67.56,37.01,31.7,256.2,0.0,1.3661203E-4,62.68,14.74,37.96
2,224,72,88,8.21,8.837,26,30,66.802,37.01,31.75,257.1,0.0,2.7322405E-4,62.551,14.82,38.5
3,224,73,89,13.89,8.834,26,29,66.075455,37.01,31.75,257.6,0.0,4.0983607E-4,60.66,14.86,38.8
4,224,73,89,24.75,8.839,26,29,65.664444,37.01,31.75,258.1,0.0,5.464481E-4,60.922222,14.91,39.1
5,224,72,89,33.06,8.837,26,30,65.551,37.01,31.75,258.6,0.0,6.830601E-4,62.418,14.95,39.39
6,224,72,88,43.26,8.839,26,30,65.825,37.01,31.7,259.1,0.0,8.1967213E-4,62.946,14.99,39.69
7,224,73,88,51.69,8.837,26,29,66.27,37.01,31.75,259.8,0.0,9.562842E-4,62.421,15.06,40.13
8,225,73,89,62.03,8.839,26,29,66.54,37.01,31.75,260.5,0.0,0.0010928962,62.201,15.12,40.58
9,224,73,90,68.26,8.834,26,29,66.819,37.01,31.75,261.3,0.0,0.0012295082,62.375,15.19,41.05
10,224,73,90,76.52,8.837,26,29,67.209,37.01,31.75,262.4,0.0,0.0013661202,62.466,15.29,41.71
11,223,72,91,86.86,8.839,26,30,67.548,37.01,31.75,263.3,0.0,0.0015027323,62.764,15.37,42.3
12,223,72,91,95.15,8.837,26,30,67.666,37.01,31.75,263.8,0.0,0.0016393443,62.426,15.42,42.6
13,224,72,94,105.49,8.839,26,30,67.671,37.01,31.75,264.3,0.0,0.0017759562,61.855,15.46,42.89
14,224,72,95,111.17,8.834,26,30,67.603,37.01,31.75,264.8,0.0,0.0019125683,62.093,15.5,43.18
15,223,71,95,122.04,8.839,26,30,67.448,37.01,31.75,265.3,0.0,0.0020491802,61.442,15.55,43.48
16,224,71,95,128.43,8.837,26,30,67.206,37.01,31.75,265.6,0.0,0.0021857924,61.31,15.58,43.69
17,224,71,95,140.66,8.839,26,30,66.957,37.01,31.75,265.9,0.0,0.0023224044,60.322,15.61,43.9
18,224,71,95,145.5,8.835,26,30,66.782,37.01,31.75,266.3,0.0,0.0024590164,60.225,15.64,44.1
19,224,71,95,157.2,8.839,26,30,66.612,37.0,31.75,266.6,0.0,0.0025956284,59.301,15.67,44.3
20,225,71,96,165.48,8.837,26,30,66.177,37.0,31.75,266.9,0.0,0.0027322404,59.871,15.7,44.5
21,225,72,96,174.93,8.838,26,30,65.758,37.0,31.75,267.3,0.0,0.0028688523,60.644,15.73,44.7
22,225,72,98,184.16,8.837,26,30,65.49,37.0,31.75,267.7,0.0,0.0030054646,61.265,15.77,45.0
23,225,73,98,192.44,8.837,26,29,65.173,37.0,31.8,268.4,0.0,0.0031420765,61.138,15.82,45.38
24,223,74,99,202.79,8.839,26,29,64.693,37.0,31.75,269.0,0.0,0.0032786885,60.668,15.88,45.76
25,223,74,100,209.03,8.834,26,29,64.208,37.0,31.75,269.7,0.0,0.0034153005,61.073,15.94,46.18
26,222,73,102,219.18,8.838,26,29,63.82,37.0,31.8,270.7,0.0,0.0035519125,61.471,16.04,46.83
27,223,71,103,227.64,8.837,26,30,63.445,37.0,31.8,271.7,0.0,0.0036885245,61.857,16.14,47.43
28,226,71,104,237.98,8.839,26,30,62.923,37.0,31.8,272.4,0.0,0.0038251367,61.906,16.3,47.86
29,227,72,106,246.27,8.837,26,30,62.522,37.0,31.75,273.1,0.0,0.0039617484,62.067,16.45,48.29
30,224,74,107,254.49,8.837,26,29,62.163,37.0,31.8,273.8,0.0,0.0040983604,59.957,16.61,48.7
31,222,74,107,262.83,8.837,26,29,61.92,37.0,31.8,274.4,0.0,0.004234973,59.691,16.79,49.08
32,221,73,107,270.36,8.837,26,29,61.637,37.0,31.8,275.0,0.0,0.004371585,60.211,16.97,49.45
33,222,71,108,280.41,8.838,26,30,61.47,37.0,31.8,275.6,0.0,0.004508197,59.999,17.15,49.83
34,225,71,108,289.74,8.837,26,30,61.39,37.01,31.8,276.2,0.0,0.004644809,59.325,17.35,50.18
35,225,71,108,295.97,8.834,26,30,61.116,37.01,31.8,276.8,0.0,0.004781421,59.055,17.55,50.53
36,224,72,109,306.19,8.839,26,30,60.797,37.01,31.8,277.4,0.0,0.004918033,59.292,17.75,50.88
37,224,72,109,316.64,8.839,26,30,60.544,37.01,31.8,278.0,0.0,0.005054645,59.725,17.94,51.24
38,223,72,109,324.92,8.837,26,30,60.075,37.01,31.8,278.7,0.0,0.0051912568,59.728,18.09,51.69
39,224,72,109,335.27,8.839,26,30,59.349,37.01,31.8,279.4,0.0,0.0053278687,59.566,18.24,52.14
40,224,72,109,341.51,8.834,26,30,58.553,37.01,31.8,280.2,0.0,0.0054644807,59.536,18.36,52.59
41,224,72,110,349.77,8.837,26,30,57.825,37.01,31.85,280.9,0.0,0.0056010927,59.568,18.42,53.02
42,224,72,110,360.11,8.839,26,30,57.33,37.01,31.8,281.6,0.0,0.0057377047,58.155,18.49,53.45
43,224,72,110,370.46,8.839,26,30,57.219,37.01,31.85,282.4,0.0,0.005874317,58.63,18.55,53.93
44,224,72,111,378.75,8.837,26,30,57.351,37.01,31.8,283.3,0.0,0.006010929,58.705,18.61,54.49
45,224,72,111,384.98,8.834,26,30,57.545,37.01,31.8,284.4,0.0,0.006147541,58.745,18.67,55.1
46,224,71,112,395.24,8.839,26,30,57.743,37.01,31.8,288.9,0.0,0.006284153,59.2,18.73,56.29
47,224,71,113,403.59,8.837,26,30,57.82,37.01,31.8,293.3,0.0,0.006420765,59.813,18.79,57.49
48,225,71,113,413.93,8.839,26,30,57.752,37.01,31.85,297.2,0.0,0.006557377,59.766,18.87,58.36
49,225,72,113,421.47,8.837,26,30,57.567,37.01,31.8,300.6,0.0,0.006693989,60.191,18.96,59.0
50,224,73,113,430.5,8.837,26,29,57.474,37.01,31.8,304.1,0.0,0.006830601,60.747,19.05,59.64
51,224,73,113,438.04,8.837,26,29,57.494446,37.01,31.8,307.0,0.0,0.006967213,60.853333,19.15,60.23
52,225,73,114,446.23,8.837,26,29,57.67091,37.01,31.85,306.0,0.0,0.007103825,60.897274,19.3,60.45
53,224,74,114,457.38,8.839,26,29,57.927,37.01,31.85,305.0,0.0,0.007240437,61.361,19.45,60.67
54,223,73,113,465.69,8.837,26,29,58.15,37.01,31.85,304.4,0.0,0.007377049,61.104,19.63,60.93
55,223,72,113,476.03,8.839,26,30,58.04,37.01,31.85,303.8,0.0,0.0075136614,59.553635,19.81,61.21
56,223,72,114,481.7,8.834,26,30,57.744446,37.01,31.85,304.3,0.0,0.0076502734,60.24889,19.95,61.54
57,224,71,114,492.59,8.831,26,30,57.589,37.01,31.85,307.0,0.0,0.0077868854,58.946,20.02,61.98
58,224,71,113,500.89,8.837,26,30,57.31,37.01,31.85,309.7,0.0,0.007923497,60.0,20.09,62.42
59,225,71,114,511.17,8.831,26,30,57.146,37.01,31.85,312.4,0.0,0.008060109,60.29,20.16,62.85
60,225,72,114,518.73,8.836,26,30,57.171,37.01,31.85,314.2,0.0,0.008196721,60.513,20.22,63.15
61,225,73,113,529.77,8.839,26,29,57.276,37.01,31.85,314.3,0.0,0.008333334,59.592,20.27,63.19
62,224,73,113,538.15,8.837,25,29,57.137,37.01,31.85,314.4,0.0,0.008469946,60.631,20.33,63.24
63,224,74,113,544.37,8.834,25,29,57.199,37.01,31.85,314.0,0.0,0.008606558,61.311,20.38,63.35
64,224,74,113,552.64,8.837,25,29,57.375,37.01,31.85,312.7,0.0,0.00874317,61.378,20.4,63.63
65,223,73,113,562.98,8.839,25,29,57.534,37.01,31.85,311.3,0.0,0.008879782,61.576,20.43,63.9
66,223,72,114,573.24,8.839,25,30,57.744,37.01,31.85,309.9,0.0,0.009016394,61.865,20.46,64.18
67,224,72,113,581.57,8.837,25,30,57.919,37.01,31.85,309.0,0.0,0.009153006,62.095,20.53,64.53
68,224,72,113,587.84,8.834,25,30,58.139,37.01,31.9,309.1,0.0,0.009289618,62.389,20.71,65.05
69,224,72,114,598.17,8.839,25,30,58.41909,37.01,31.9,309.2,0.0,0.00942623,62.62091,20.88,65.57
70,224,71,113,606.46,8.837,25,30,58.63889,37.01,31.85,309.5,0.0,0.009562842,62.476665,21.0,66.03
71,224,71,113,615.86,8.832,25,30,58.92,37.01,31.9,309.8,0.0,0.009699454,61.577,21.1,66.46
72,224,72,113,627.14,8.839,25,30,59.032,37.01,31.85,310.1,0.0,0.009836066,60.74,21.19,66.89
73,224,72,112,633.38,8.834,25,30,59.051,37.01,31.9,310.0,0.0,0.009972678,61.261,21.28,66.91
74,224,72,113,640.9,8.836,25,30,59.18,37.01,31.9,309.9,0.0,0.01010929,61.318,21.36,66.89
75,225,72,114,651.95,8.839,25,30,59.25778,37.01,31.85,309.8,0.0,0.0102459015,61.31889,21.45,66.87
76,225,72,113,659.51,8.837,25,30,59.28091,37.01,31.85,311.8,0.0,0.0103825135,61.647274,21.55,67.2
77,225,73,113,670.61,8.839,25,29,59.301,37.01,31.85,314.9,0.0,0.0105191255,61.846,21.66,67.69
78,224,74,114,678.91,8.837,25,29,59.343,37.01,31.9,318.0,0.0,0.0106557375,61.71,21.77,68.18
79,224,74,113,687.2,8.837,25,29,59.374,37.01,31.85,316.5,0.0,0.010792349,61.735,21.81,67.7
80,225,74,113,697.54,8.839,25,29,59.372,37.01,31.9,314.0,0.0,0.010928961,62.066,21.85,67.0
81,225,75,114,705.82,8.837,25,29,59.281,37.01,31.9,311.5,0.0,0.011065573,61.859,21.88,66.31
82,224,75,114,711.48,8.845,25,29,59.154,37.01,31.9,307.5,0.0,0.011202185,61.739,21.92,65.38
83,224,75,114,719.48,8.838,25,29,59.038,37.01,31.9,300.0,0.0,0.011338797,62.201,21.95,63.92
84,223,75,115,728.78,8.838,25,28,58.942,37.01,31.9,292.5,0.0,0.011475409,61.819,21.98,62.45
85,223,74,115,738.94,8.837,25,29,58.943,37.01,31.9,293.8,0.0,0.011612022,62.235,22.07,63.2
86,224,74,114,749.21,8.831,25,29,59.059,37.01,31.9,295.5,0.0,0.011748634,62.767,22.2,63.97
87,224,74,114,757.58,8.837,25,29,59.159,37.01,31.9,296.5,0.0,0.011885246,62.813,22.53,64.17
88,224,74,114,764.49,8.837,25,29,59.213,37.01,31.9,296.7,0.0,0.012021858,62.846,22.74,64.25
89,225,75,114,776.17,8.831,25,29,59.225,37.01,31.9,296.4,0.0,0.01215847,62.532,22.88,64.28
90,223,74,115,783.74,8.836,25,29,59.273,37.01,31.9,296.2,0.0,0.012295082,62.351,23.03,64.31
91,224,74,115,793.74,8.832,25,29,59.392,37.01,31.9,295.9,0.0,0.012431694,61.779,23.18,64.33
92,225,74,115,802.23,8.836,25,29,59.44,37.01,31.9,295.2,0.0,0.012568306,61.664,23.31,64.44
93,224,74,115,811.34,8.837,25,29,59.388,37.01,31.9,294.5,0.0,0.012704918,61.886,23.44,64.56
94,223,75,116,817.58,8.834,25,28,59.36091,37.03,31.9,293.8,0.0,0.01284153,62.164547,23.57,64.67
95,223,75,116,827.89,8.839,25,28,59.43889,37.05,31.9,295.0,0.0,0.012978142,61.788887,23.77,64.9
96,224,75,115,836.17,8.837,25,29,59.569,37.05,31.9,297.0,0.0,0.013114754,61.629,23.99,65.17
97,224,75,113,844.44,8.837,25,29,59.653,37.05,31.9,295.1,0.0,0.013251366,61.079,24.16,64.22
98,224,75,113,854.86,8.839,25,29,59.681,37.05,31.9,292.7,0.0,0.013387978,61.873,24.34,63.11
99,224,75,113,863.13,8.837,25,29,59.712,37.05,31.9,291.4,0.0,0.01352459,61.418,24.37,63.03
100,224,74,112,873.49,8.839,25,29,59.435,37.05,31.9,290.1,0.0,0.013661202,59.141,24.38,63.05
101,224,74,112,881.78,8.837,25,29,58.979,37.05,31.9,288.9,0.0,0.013797814,60.473,24.4,63.08
102,224,74,111,892.06,8.831,25,29,58.927,37.05,31.9,288.9,0.0,0.013934426,59.907,24.39,63.25
103,224,74,111,898.35,8.846,25,29,59.095,37.05,31.9,291.0,0.0,0.014071038,60.981,24.33,63.62
104,223,74,111,905.87,8.838,25,29,59.446,37.05,31.9,293.1,0.0,0.01420765,61.668,24.28,63.99
105,223,73,111,916.95,8.839,25,29,59.806,37.05,31.9,292.5,0.0,0.014344262,62.042,24.21,64.1
106,223,72,111,925.2,8.837,25,30,60.154,37.05,31.9,288.5,0.0,0.014480874,62.472,24.11,63.88
107,224,72,112,935.53,8.839,25,30,60.471,37.05,31.95,287.4,0.0,0.014617486,62.217,23.95,64.07
108,224,72,112,943.88,8.837,25,30,60.695,37.05,31.9,289.2,0.0,0.014754098,62.329,23.71,64.68
109,226,72,112,950.1,8.834,25,30,60.828,37.05,31.9,289.8,0.0,0.014890711,61.876,23.57,65.02
110,226,73,112,960.43,8.839,25,30,60.919,37.05,31.95,289.3,0.0,0.015027323,61.882,23.52,65.13
111,224,74,113,968.71,8.837,25,29,61.094,37.05,31.9,288.8,0.0,0.015163935,62.242,23.47,65.23
112,223,73,113,978.12,8.838,25,29,61.234,37.05,31.95,286.8,0.0,0.015300547,62.232,23.5,65.04
113,223,72,111,986.52,8.837,25,30,61.351,37.06,31.9,284.1,0.0,0.015437159,62.289,23.55,64.72
114,223,71,112,997.69,8.839,25,30,61.448,37.06,31.9,281.7,0.0,0.015573771,62.026,23.59,64.43
115,223,71,112,1003.92,8.834,25,30,61.539,37.06,31.9,280.4,0.0,0.015710382,62.345,23.59,64.26
116,223,70,112,1013.32,8.838,25,30,61.618,37.06,31.95,279.1,0.0,0.015846994,62.246,23.59,64.09
117,223,70,112,1024.59,8.839,25,30,61.636,37.06,31.95,277.8,0.0,0.015983606,61.939,23.59,63.92
118,223,69,112,1030.84,8.834,24,31,61.578,37.06,31.95,276.5,0.0,0.016120218,62.25,23.59,63.75
119,223,68,111,1041.16,8.839,24,31,61.504,37.06,31.95,277.5,0.0,0.01625683,62.211,23.57,64.38
120,223,68,111,1049.45,8.837,24,31,61.394,37.06,31.95,278.7,0.0,0.016393442,62.098,23.54,65.07
121,223,67,111,1057.74,8.837,24,32,61.326,37.06,31.95,279.9,0.0,0.016530056,62.057,23.52,65.77
122,224,67,111,1068.08,8.839,24,32,61.211,37.06,31.95,281.1,0.0,0.016666668,61.689,23.49,66.47
123,224,67,111,1074.3,8.834,24,32,60.978,37.06,31.95,281.0,0.0,0.01680328,62.02,23.51,66.58
124,223,66,111,1083.69,8.838,24,32,60.792,37.06,31.95,280.3,0.0,0.016939892,61.78,23.54,66.45
125,223,66,111,1090.86,8.834,24,32,60.683,37.06,31.95,279.6,0.0,0.017076503,61.718,23.57,66.32
126,224,66,111,1101.12,8.831,24,32,60.58,37.06,31.95,279.3,0.0,0.017213115,61.57,23.57,66.23
127,224,66,110,1111.55,8.839,24,32,60.438,37.06,31.95,280.2,0.0,0.017349727,61.156,23.5,66.2
128,223,66,110,1119.84,8.837,24,32,60.191,37.06,31.95,281.7,0.0,0.01748634,59.979,23.38,65.96
129,223,66,110,1130.17,8.839,24,32,59.677,37.06,31.95,283.4,0.0,0.017622951,59.955,23.25,65.64
130,226,66,111,1136.4,8.834,24,33,59.324,37.06,31.95,285.1,0.0,0.017759563,60.364,23.12,65.33
131,226,66,111,1146.73,8.839,24,33,59.144,37.06,31.95,282.2,0.0,0.017896175,59.123,22.98,64.72
132,223,67,111,1157.09,8.839,24,32,58.848183,37.06,31.95,279.0,0.0,0.018032787,59.185455,22.83,64.1
133,222,68,111,1163.32,8.834,24,31,58.77667,37.06,31.95,278.5,0.0,0.0181694,59.68889,22.84,63.78
134,223,67,110,1173.65,8.839,24,32,58.612,37.06,31.95,278.0,0.0,0.018306011,58.674,22.85,63.46
135,225,65,110,1179.87,8.846,24,33,58.325,37.06,31.95,278.7,0.0,0.018442623,59.308,22.87,63.42
136,226,66,110,1190.16,8.839,24,33,58.193,37.06,31.95,279.5,0.0,0.018579235,59.594,22.9,63.41
137,224,67,110,1200.55,8.839,24,32,58.143,37.07,31.95,280.3,0.0,0.018715847,59.619,22.92,63.4
138,223,67,110,1205.76,8.834,24,32,57.99,37.07,31.95,282.7,0.0,0.01885246,59.204544,22.96,63.57
139,224,67,110,1215.97,8.838,24,32,57.726665,37.07,31.95,285.8,0.0,0.018989071,59.50778,23.01,63.81
140,224,67,111,1223.34,8.834,24,32,57.605,37.07,31.95,289.0,0.0,0.019125683,59.759,23.06,64.06
141,224,67,111,1232.74,8.838,24,32,57.564445,37.07,31.95,292.1,0.0,0.019262295,59.976665,23.11,64.3
142,225,68,111,1244.01,8.839,24,32,57.458183,37.07,31.95,294.8,0.0,0.019398907,59.872726,23.27,64.33
143,224,68,111,1250.25,8.834,24,31,57.269,37.07,32.0,297.2,0.0,0.01953552,59.362,23.5,64.21
144,223,68,111,1260.59,8.839,24,31,57.007,37.07,32.0,299.4,0.0,0.019672131,59.313,23.73,64.14
145,223,67,111,1270.93,8.839,24,32,56.733,37.07,31.95,299.4,0.0,0.019808743,59.481,23.95,64.55
146,224,67,112,1277.14,8.834,24,32,56.566,37.07,32.0,299.4,0.0,0.019945355,59.81,24.16,64.96
147,225,67,112,1287.51,8.839,24,32,56.47,37.07,32.0,299.3,0.0,0.020081967,59.535,24.37,65.37
148,224,68,112,1297.79,8.839,24,31,56.352,37.07,32.0,299.8,0.0,0.02021858,59.566,24.65,65.62
149,223,67,112,1304.04,8.834,24,32,56.353,37.07,32.0,300.6,0.0,0.020355191,59.973,24.99,65.72
150,223,66,112,1313.45,8.838,24,32,56.423,37.07,32.0,301.4,0.0,0.020491803,59.76,25.27,65.97
151,224,66,111,1322.7,8.837,24,32,56.522,37.07,32.0,302.3,0.0,0.020628415,59.876,25.49,66.35
152,225,67,111,1329.6,8.837,24,32,56.699,37.07,31.95,303.2,0.0,0.020765027,60.644,25.71,66.73
153,225,67,111,1341.3,8.839,24,32,56.979,37.07,32.0,304.5,0.0,0.020901639,61.32,25.73,66.91
154,224,68,111,1346.99,8.834,24,31,57.307,37.09,32.0,305.9,0.0,0.021038251,61.387,25.72,67.09
155,223,67,112,1357.89,8.839,24,32,57.61,37.09,32.0,308.1,0.0,0.021174863,61.202,25.51,67.33
156,224,67,111,1368.19,8.831,24,32,57.866,37.09,32.0,310.4,0.0,0.021311475,61.002,25.3,67.56
157,225,68,111,1374.46,8.846,24,32,58.089,37.09,32.0,308.7,0.0,0.021448087,61.063,25.04,67.46
158,224,68,111,1384.79,8.839,24,31,58.232,37.09,32.0,306.8,0.0,0.021584699,60.889,24.77,67.34
159,223,68,111,1391.02,8.834,24,31,58.245,37.09,32.0,305.9,0.0,0.02172131,60.041,24.64,67.31
160,222,67,112,1401.35,8.839,24,32,58.16,37.09,32.0,305.1,0.0,0.021857923,59.661,24.52,67.28
161,224,66,111,1411.7,8.839,24,32,58.071,37.09,32.0,304.3,0.0,0.021994535,59.892,24.4,67.26
162,224,66,111,1419.98,8.837,24,32,58.007,37.09,32.0,303.4,0.0,0.022131147,60.435,24.28,67.23
163,223,67,111,1430.34,8.839,24,32,57.993,37.09,32.0,304.8,0.0,0.022267759,61.002,23.98,67.6
164,223,66,111,1436.56,8.834,24,32,57.984,37.09,32.0,306.1,0.0,0.02240437,60.938,23.71,67.88
165,225,66,111,1446.88,8.839,24,33,57.958,37.09,32.0,307.1,0.0,0.022540983,60.314,23.61,67.75
166,224,66,111,1457.21,8.839,24,32,57.921,37.09,32.0,308.2,0.0,0.022677595,60.879,23.5,67.63
167,223,66,111,1463.46,8.834,24,32,57.957,37.09,32.0,307.7,0.0,0.022814207,60.889,23.49,67.53
168,224,66,111,1473.79,8.839,24,32,57.947,37.09,32.0,306.9,0.0,0.022950819,60.979,23.51,67.44
169,223,66,112,1480.02,8.834,24,32,57.849,37.1,32.0,306.1,0.0,0.023087433,61.063,23.52,67.35
170,223,66,112,1489.43,8.838,24,32,57.694,37.1,32.0,305.2,0.0,0.023224045,60.934,23.54,67.26
171,224,66,112,1498.65,8.837,24,32,57.523,37.1,32.0,305.5,0.0,0.023360657,61.201,23.59,67.5
172,224,66,112,1508.98,8.839,24,32,57.401,37.1,32.0,306.1,0.0,0.023497269,61.548,23.67,67.85
173,223,66,111,1519.27,8.839,24,32,57.32,37.1,32.05,306.8,0.0,0.02363388,60.98,23.74,68.2
174,223,66,112,1525.57,8.834,24,32,57.275,37.1,32.05,307.6,0.0,0.023770493,60.52,23.77,68.24
175,224,65,112,1534.97,8.838,24,33,57.264,37.1,32.05,308.4,0.0,0.023907105,61.511,23.81,68.27
176,224,65,112,1542.1,8.834,24,33,57.363,37.1,32.05,309.3,0.0,0.024043716,60.954,23.84,68.31
177,223,65,112,1553.4,8.834,24,33,57.472,37.1,32.05,310.1,0.0,0.024180328,61.562,23.88,68.35
178,226,65,113,1560.75,8.834,24,33,57.619,37.1,32.05,310.1,0.0,0.02431694,61.508,23.91,68.41
179,230,67,113,1569.04,8.837,24,33,57.718,37.1,32.05,309.3,0.0,0.024453552,61.188,23.93,68.5
180,229,71,113,1577.32,8.837,24,31,57.771,37.1,32.0,308.5,0.0,0.024590164,61.546,23.96,68.58
181,227,75,112,1586.7,8.838,24,29,57.867,37.1,32.05,308.3,0.0,0.024726776,61.602,23.93,68.72
182,225,77,110,1595.94,8.837,24,28,57.972,37.1,32.05,308.3,0.0,0.024863388,61.524,23.88,68.88
183,224,78,110,1604.21,8.837,24,27,58.074,37.1,32.05,308.3,0.0,0.025,61.308,23.83,69.03
184,224,77,110,1612.51,8.837,24,28,58.159,37.1,32.05,308.3,0.0,0.025136612,60.835,23.78,69.19
185,224,77,110,1622.85,8.839,24,28,58.276,37.1,32.05,308.3,0.0,0.025273224,61.169,23.73,69.34
186,224,77,111,1631.14,8.837,24,28,58.338,37.1,32.05,308.3,0.0,0.025409836,60.415,23.68,69.49
187,225,77,111,1641.49,8.839,24,28,58.272,37.1,32.05,308.3,0.0,0.025546448,64.027,23.6,69.65
188,225,78,111,1651.83,8.839,24,28,58.012,37.1,32.05,308.4,0.0,0.02568306,64.902,23.28,69.86
189,224,78,111,1660.1,8.837,24,27,57.742,37.1,32.05,308.4,0.0,0.025819672,65.988,22.95,70.07
190,223,78,112,1668.38,8.837,24,27,57.926,37.1,32.05,307.2,0.0,0.025956284,66.862,22.48,70.18
191,224,78,112,1676.68,8.837,23,27,58.48,37.11,32.05,306.5,0.0,0.026092896,67.089,22.09,70.13
192,224,78,111,1684.96,8.837,23,27,59.148,37.11,32.05,306.4,0.0,0.026229508,67.245,21.8,69.9
193,224,78,111,1695.3,8.839,23,27,59.671,37.11,32.05,306.2,0.0,0.02636612,68.078,21.52,69.61
194,224,77,112,1703.59,8.837,23,28,60.164,37.11,32.05,305.5,0.0,0.026502732,68.86,21.26,69.13
195,224,77,112,1711.87,8.837,23,28,60.545,37.11,32.05,304.9,0.0,0.026639344,69.122,21.11,68.78
196,224,77,111,1722.18,8.839,23,28,60.805,37.11,32.05,304.4,0.0,0.026775956,69.081,21.12,68.63
197,223,76,111,1730.49,8.837,23,28,60.984,37.11,32.05,303.9,0.0,0.026912568,70.06,21.13,68.48
198,224,76,111,1738.78,8.837,23,28,60.959,37.11,32.05,303.6,0.0,0.02704918,69.624,21.16,68.45
199,224,75,109,1749.12,8.839,23,29,61.021,37.11,32.05,304.3,0.0,0.027185792,69.406,21.24,68.77
200,224,75,109,1755.34,8.834,23,29,61.157,37.11,32.05,304.9,0.0,0.027322404,68.934,21.32,69.1
201,224,75,109,1762.87,8.836,23,29,61.321,37.11,32.1,305.6,0.0,0.027459016,69.243,21.4,69.43
202,225,76,110,1771.89,8.837,23,28,61.386,37.11,32.1,307.4,0.0,0.027595628,69.079,21.53,69.68
203,225,76,110,1780.18,8.837,23,28,61.38,37.11,32.05,309.4,0.0,0.02773224,68.919,21.68,69.93
204,224,77,111,1792.58,8.834,23,28,61.146,37.11,32.05,311.4,0.0,0.027868852,70.082,21.82,70.18
205,224,77,111,1800.88,8.837,23,28,60.729,37.11,32.05,311.1,0.0,0.028005464,69.193,22.02,69.85
206,224,78,111,1809.13,8.837,23,27,60.441,37.11,32.05,308.6,0.0,0.028142076,68.883,22.26,68.94
207,223,78,111,1818.57,8.838,23,27,60.464,37.11,32.05,306.0,0.0,0.028278688,68.17,22.5,68.04
208,224,78,111,1827.78,8.837,23,27,60.66,37.11,32.1,303.5,0.0,0.0284153,68.51,22.74,67.14
209,224,77,110,1836.07,8.837,23,28,60.8,37.11,32.05,303.7,0.0,0.028551912,68.19222,23.05,67.1
210,224,76,110,1844.35,8.837,23,28,60.854546,37.11,32.1,304.1,0.0,0.028688524,67.83546,23.37,67.14
211,225,77,109,1852.63,8.837,23,28,60.879,37.11,32.1,304.4,0.0,0.028825136,67.618,23.68,67.17
212,224,78,109,1862.98,8.839,23,27,60.945,37.11,32.1,304.4,0.0,0.028961748,67.828,23.89,67.21
213,224,78,109,1871.26,8.837,23,27,61.087,37.12,32.1,304.4,0.0,0.02909836,67.616,24.09,67.24
214,224,78,109,1879.54,8.837,23,27,61.172,37.13,32.1,304.3,0.0,0.029234972,67.463,24.28,67.25
215,225,79,110,1887.82,8.837,23,27,61.125,37.13,32.05,303.6,0.0,0.029371584,66.05,24.43,67.2
216,224,79,110,1896.05,8.837,23,27,61.08,37.13,32.05,304.2,0.0,0.029508196,66.146,24.49,67.4
217,224,80,110,1904.38,8.837,23,27,61.27,37.13,32.05,306.7,0.0,0.02964481,66.334,24.43,67.96
218,223,79,110,1913.8,8.838,23,27,61.54,37.13,32.1,305.9,0.0,0.029781422,66.3,24.36,68.04
219,223,78,110,1923.01,8.837,23,27,61.775,37.13,32.1,304.6,0.0,0.029918034,66.672,24.3,68.05
220,224,77,110,1931.29,8.837,23,28,61.884,37.13,32.05,303.3,0.0,0.030054646,65.999,24.23,68.06
221,225,77,110,1939.57,8.837,23,28,61.973,37.13,32.1,304.2,0.0,0.030191258,65.604,24.15,68.85
222,225,78,110,1951.99,8.834,23,28,62.072,37.13,32.05,307.3,0.0,0.03032787,66.309,24.06,70.33
223,224,79,110,1960.27,8.837,23,27,62.074,37.13,32.05,306.8,0.0,0.030464482,65.953,24.04,71.29
224,224,79,110,1968.55,8.837,23,27,62.025,37.13,32.1,303.6,0.0,0.030601094,65.668,24.07,71.82
225,223,78,109,1976.84,8.837,23,27,61.956,37.13,32.1,298.1,0.0,0.030737706,65.872,24.22,72.05
226,224,78,109,1986.18,8.838,23,27,61.927,37.13,32.1,292.3,0.0,0.030874318,65.628,24.39,72.23
227,224,78,109,1995.46,8.837,23,27,61.936,37.13,32.1,291.9,0.0,0.03101093,65.406,24.55,72.23
228,224,78,109,2003.74,8.837,23,27,61.971,37.13,32.1,292.9,0.0,0.031147541,65.251,24.71,72.19
229,224,78,109,2012.02,8.837,23,27,61.943,37.13,32.1,293.9,0.0,0.031284153,65.621,24.87,72.14
230,224,78,109,2020.31,8.837,23,27,61.85,37.13,32.1,292.8,0.0,0.031420764,65.115,25.01,71.7
231,224,78,109,2030.65,8.839,23,27,61.718,37.13,32.1,291.2,0.0,0.031557377,65.137,25.14,71.19
232,223,78,109,2038.93,8.837,23,27,61.565,37.13,32.1,289.7,0.0,0.031693988,65.824,25.28,70.67
233,223,77,109,2047.11,8.837,23,28,61.508,37.13,32.1,288.3,0.0,0.0318306,65.269,25.32,70.19
234,224,76,109,2054.74,8.837,23,28,61.425,37.13,32.1,286.9,0.0,0.03196721,65.044,25.36,69.72
235,224,76,109,2064.81,8.832,23,28,61.356,37.13,32.1,285.5,0.0,0.032103825,65.28,25.4,69.24
