time,watts,cadence,heartrate,distance,velocity_smooth,temp,torque,smo2,core_temperature,skin_temperature,tidal_volume,HeatStrainIndex,PercentageinZ2,THb,TymeBreathRate,TymeVentilation
4488,279,75,130,43808.76,9.64,20,36,62.829,38.05,30.05,276.1,0.4,0.6131148,74.748,34.2,95.56
4489,280,75,129,43819.11,10.037,20,36,62.86222,38.05,30.05,275.7,0.4,0.6132514,75.64555,34.21,95.8
4490,281,75,129,43827.95,10.197,20,36,62.846363,38.05,30.05,274.5,0.4,0.613388,76.48454,34.24,95.72
4491,281,76,129,43837.74,10.197,20,35,62.831,38.05,30.05,273.2,0.4,0.6135246,75.951,34.28,95.64
4492,281,77,129,43848.09,9.976,20,35,62.956,38.05,30.05,274.5,0.4,0.6136612,75.997,34.3,96.58
4493,280,76,129,43858.44,9.584,20,35,63.078,38.05,30.05,275.9,0.4,0.61379784,75.535,34.33,97.41
4494,280,76,129,43867.28,9.857,20,35,63.252,38.05,30.05,277.4,0.4,0.6139344,75.527,34.38,97.63
4495,280,76,128,43877.07,9.923,20,35,63.43,38.05,30.05,279.5,0.4,0.614071,75.803,34.42,97.93
4496,280,76,128,43887.41,9.786,20,35,63.613,38.05,30.05,281.0,0.4,0.6142076,76.372,34.46,98.02
4497,281,76,128,43897.77,10.075,20,35,63.73,38.05,30.05,279.0,0.4,0.61434424,75.605,34.61,97.17
4498,282,77,128,43906.6,10.197,20,35,63.708,38.05,30.05,279.5,0.4,0.61448085,74.594,34.73,97.53
4499,280,78,129,43916.4,9.665,20,34,63.679,38.05,30.05,282.2,0.4,0.61461747,73.833,34.81,98.97
4500,279,77,128,43926.75,9.78,20,35,63.663,38.05,30.05,284.9,0.4,0.6147541,74.822,34.9,100.4
4501,279,77,128,43935.59,10.116,20,35,63.856,38.05,30.05,289.0,0.4,0.6148907,74.423,35.0,101.6
4502,280,77,128,43945.38,9.761,20,35,64.145,38.05,30.05,293.4,0.4,0.6150273,74.949,35.1,102.8
4503,281,78,129,43957.25,10.037,20,34,64.381,38.05,30.05,291.6,0.4,0.6151639,75.868,35.26,100.7
4504,281,79,129,43968.15,9.976,20,34,64.472,38.05,30.05,289.0,0.4,0.61530054,75.532,35.53,98.74
4505,280,80,129,43976.95,9.581,20,33,64.512,38.05,30.05,286.8,0.4,0.61543715,74.426,35.9,97.69
4506,279,79,129,43986.77,9.778,20,34,64.474,38.05,30.0,280.5,0.4,0.61557376,74.443,36.41,95.69
4507,280,79,129,43995.62,9.842,20,34,64.468,38.05,30.05,276.8,0.4,0.6157104,74.631,36.93,94.6
4508,280,79,129,44004.73,9.966,20,34,64.41,38.05,30.05,277.5,0.4,0.615847,74.415,37.4,94.98
4509,280,79,129,44014.0,9.635,20,34,64.354,38.05,30.05,279.3,0.4,0.6159836,74.45,37.92,95.26
4510,281,79,129,44024.04,10.0,20,34,64.324,38.05,30.0,280.5,0.4,0.6161202,74.954,38.33,94.93
4511,280,79,130,44032.88,9.789,20,34,64.261,38.05,30.05,278.9,0.4,0.61625683,74.199,38.45,93.49
4512,279,78,130,44045.69,9.808,20,34,64.232,38.05,30.05,277.1,0.4,0.61639345,74.797,38.5,92.92
4513,279,78,130,44055.65,9.835,20,34,64.226,38.05,30.0,275.3,0.4,0.61653006,74.878,38.52,92.68
4514,280,79,130,44065.41,9.98,20,34,64.193,38.05,30.0,273.5,0.4,0.6166667,73.024,38.54,92.44
4515,282,80,130,44073.72,10.144,20,34,64.107,38.05,30.0,274.8,0.4,0.6168033,73.103,38.45,93.84
4516,283,81,130,44085.21,10.197,20,33,63.961,38.05,30.0,276.0,0.4,0.6169399,74.271,38.19,94.37
4517,281,84,130,44094.98,10.053,20,32,63.745,38.05,30.0,276.5,0.4,0.6170765,74.799,37.89,94.82
4518,279,83,130,44104.77,9.709,20,32,63.48,38.05,30.0,277.4,0.4,0.61721313,73.573,37.59,95.35
4519,279,82,131,44113.61,9.629,20,32,63.435,38.05,30.0,279.3,0.4,0.61734974,73.473,37.34,96.0
4520,280,82,131,44124.92,9.862,20,33,63.493,38.05,30.0,280.1,0.4,0.61748636,72.831,37.12,95.94
4521,281,83,131,44134.27,10.128,20,32,63.521,38.05,30.0,280.9,0.4,0.617623,72.845,36.9,95.89
4522,280,83,132,44144.09,9.666,20,32,63.454,38.05,30.0,280.8,0.4,0.6177596,73.598,36.63,95.49
4523,278,82,132,44152.95,9.465,20,32,63.291,38.05,30.0,280.0,0.4,0.6178962,72.296,36.33,94.89
4524,278,81,132,44162.75,9.468,20,33,62.952,38.05,30.0,279.3,0.4,0.6180328,72.531,36.03,94.28
4525,277,79,132,44171.57,9.465,20,33,62.548,38.05,30.0,278.7,0.4,0.6181694,73.157,35.51,94.06
4526,278,77,133,44181.36,9.468,20,34,62.24,38.05,30.0,277.3,0.4,0.618306,72.94546,35.13,93.78
4527,280,76,132,44190.2,9.857,20,35,62.123,38.05,30.0,275.0,0.4,0.6184426,73.996,34.91,93.41
4528,281,78,131,44203.03,10.144,20,34,62.072,38.05,30.0,273.1,0.4,0.6185792,72.831,34.71,93.03
4529,282,79,131,44212.98,10.197,20,34,62.059,38.05,30.0,272.8,0.4,0.6187158,74.54,34.55,92.61
4530,282,80,131,44222.77,10.197,20,34,61.73,38.05,30.0,272.9,0.4,0.61885244,75.853,34.38,92.4
4531,281,81,132,44231.61,9.789,20,33,61.355,38.05,30.0,274.6,0.4,0.61898905,75.165,34.11,93.07
4532,279,81,131,44239.89,9.51,20,33,61.239,38.05,30.0,276.4,0.4,0.61912566,75.177,33.83,93.74
4533,281,83,131,44251.2,10.0,20,32,61.231,38.05,30.0,277.7,0.4,0.6192623,74.821,33.58,93.84
4534,283,85,131,44262.1,10.081,20,32,61.223,38.05,29.95,279.0,0.4,0.6193989,74.586,33.34,93.77
4535,280,84,131,44270.94,9.617,20,32,61.228,38.05,29.95,280.7,0.4,0.6195355,74.699,32.96,93.52
4536,278,83,131,44280.73,9.468,20,32,61.191,38.05,29.95,281.5,0.4,0.6196721,74.023,32.72,93.44
4537,278,81,131,44290.39,9.848,20,33,61.025,38.05,29.95,282.0,0.4,0.61980873,74.887,32.53,93.4
4538,279,80,131,44299.67,9.766,20,33,61.025,38.05,30.0,282.4,0.4,0.61994535,73.609,32.34,93.3
4539,279,80,131,44309.71,9.614,20,33,61.144,38.05,30.0,281.1,0.4,0.62008196,74.186,32.15,92.57
4540,280,80,130,44317.99,9.997,20,33,61.349,38.05,29.95,279.8,0.4,0.6202186,73.996,31.96,91.85
4541,281,81,129,44329.48,10.191,20,33,61.49,38.05,29.95,276.7,0.4,0.6203552,73.453,31.75,91.49
4542,282,83,130,44340.76,10.086,20,32,61.413,38.05,29.95,273.6,0.4,0.6204918,74.544,31.56,91.13
4543,281,83,130,44349.6,10.157,20,32,61.362,38.05,29.95,271.6,0.4,0.6206284,74.406,31.49,90.58
4544,279,83,130,44359.39,9.664,20,32,61.434,38.05,29.95,273.6,0.4,0.62076503,74.942,31.51,91.6
4545,278,82,130,44369.75,9.469,20,32,61.551,38.05,29.95,277.1,0.4,0.62090164,74.319,31.56,93.22
4546,278,81,129,44380.09,9.469,20,33,61.593,38.05,29.95,278.9,0.4,0.62103826,73.982,31.7,93.57
4547,279,80,129,44388.89,9.465,20,33,61.692,38.05,29.95,279.1,0.4,0.6211749,75.26,31.87,93.19
4548,279,78,129,44398.69,9.778,20,34,61.777,38.05,29.95,278.3,0.4,0.6213115,74.814,32.0,92.84
4549,279,78,129,44409.07,9.584,20,34,61.804,38.05,29.95,277.6,0.4,0.6214481,74.289,32.11,92.63
4550,279,77,129,44417.91,9.465,20,35,61.730907,38.05,29.95,276.9,0.4,0.6215847,74.042725,32.22,92.52
4551,280,76,129,44427.7,10.0,20,35,61.725555,38.05,29.95,278.4,0.4,0.6217213,74.16111,32.35,92.93
4552,281,77,128,44438.05,10.197,20,35,61.715,38.05,29.95,281.9,0.4,0.62185794,75.199,32.51,93.82
4553,281,78,128,44446.89,9.923,20,34,61.647274,38.05,29.95,283.9,0.4,0.62199455,74.40182,32.65,93.94
4554,279,78,128,44456.68,9.564,20,34,61.573334,38.05,29.95,283.8,0.4,0.62213117,74.164444,32.78,93.03
4555,279,77,128,44465.52,9.728,20,35,61.534,38.05,29.95,283.8,0.4,0.6222678,74.536,32.92,92.11
4556,281,77,128,44475.28,10.095,20,35,61.586365,38.05,29.95,281.6,0.4,0.6224044,74.32,33.01,90.53
4557,282,78,127,44487.1,10.197,20,35,61.61778,38.05,29.95,280.0,0.4,0.622541,75.01444,33.1,89.5
4558,282,79,127,44498.07,10.197,20,34,61.515,38.05,29.95,280.0,0.4,0.6226776,75.53,33.18,89.84
4559,281,81,128,44506.92,10.197,20,33,61.306362,38.05,29.95,279.8,0.4,0.6228142,75.509094,33.42,90.23
4560,279,80,127,44516.71,9.664,20,33,61.148888,38.05,29.95,279.5,0.4,0.6229508,75.09333,33.79,90.66
4561,278,79,128,44527.07,9.469,20,34,61.016,38.05,29.95,282.2,0.4,0.6230874,75.29,33.98,91.58
4562,278,78,128,44535.91,9.465,20,34,60.988182,38.05,29.95,284.9,0.4,0.623224,75.862724,34.16,92.52
4563,278,77,128,44545.66,9.468,20,34,60.98111,38.05,29.95,286.6,0.4,0.62336063,75.35889,34.35,93.27
4564,280,76,128,44554.52,9.857,20,35,60.975,38.05,29.95,288.2,0.4,0.62349725,74.865,34.54,94.01
4565,282,77,128,44564.27,10.143,20,35,60.96091,38.05,29.95,290.2,0.4,0.62363386,76.26182,34.77,94.74
4566,283,79,128,44576.17,10.197,20,34,60.856667,38.05,29.95,293.0,0.4,0.6237705,76.342224,35.05,95.46
4567,282,81,130,44587.1,10.081,20,33,60.779,38.05,29.95,291.8,0.4,0.6239071,77.31,35.22,95.52
4568,280,82,130,44595.94,9.746,20,33,60.84182,38.05,29.95,290.0,0.4,0.6240437,77.295456,35.37,95.47
4569,280,81,130,44603.66,10.011,20,33,61.175556,38.05,29.9,293.2,0.4,0.6241803,76.36,35.29,97.27
4570,280,81,130,44614.29,9.957,20,33,61.529,38.05,29.95,295.5,0.4,0.62431693,76.653,35.14,97.83
4571,279,81,131,44625.36,9.599,20,33,61.891,38.05,29.95,297.3,0.4,0.62445354,77.508,34.95,97.62
4572,277,80,131,44633.11,9.468,20,33,62.16,38.05,29.95,296.3,0.4,0.62459016,77.026,34.8,97.08
4573,276,78,132,44643.26,9.611,20,34,62.355,38.05,29.95,294.3,0.4,0.6247268,76.419,34.66,96.42
4574,278,76,132,44654.38,10.013,20,35,62.517,38.05,29.95,292.6,0.4,0.6248634,76.688,34.49,95.86
4575,280,76,132,44664.73,10.097,20,35,62.658,38.05,29.95,291.8,0.4,0.625,75.375,34.22,95.69
4576,280,76,132,44672.42,9.68,20,35,62.684,38.05,29.9,290.6,0.4,0.6251366,75.917,34.04,95.47
4577,278,75,132,44681.25,9.468,20,35,62.636,38.05,29.9,290.1,0.4,0.6252732,75.756,33.96,95.57
4578,278,75,132,44691.04,9.469,20,35,62.615,38.05,29.95,290.4,0.4,0.62540984,74.303,33.96,95.97
4579,278,73,132,44700.95,9.465,20,36,62.591,38.05,29.95,290.7,0.4,0.62554646,74.656,33.97,96.26
4580,278,71,132,44712.82,9.465,20,37,62.546,38.05,29.9,291.1,0.4,0.62568307,75.513,33.96,96.25
4581,278,71,132,44720.69,9.466,20,37,62.501,38.05,29.9,291.6,0.4,0.6258197,76.466,33.96,96.24
4582,279,70,131,44729.93,9.565,20,38,62.368,38.05,29.9,291.2,0.4,0.6259563,76.402,33.98,96.1
4583,280,69,131,44740.29,10.038,20,39,62.046,38.05,29.9,290.5,0.4,0.6260929,73.563,34.01,95.93
4584,280,69,130,44752.15,9.747,20,39,61.583,38.05,29.9,289.8,0.4,0.6262295,72.494,34.04,95.76
4585,279,68,131,44760.02,9.498,20,39,61.219,38.05,29.9,290.3,0.4,0.62636614,70.145,34.12,95.92
4586,279,68,130,44769.23,9.67,20,39,61.1,38.05,29.9,290.9,0.4,0.62650275,68.677,34.2,96.13
4587,281,68,130,44781.12,10.07,20,39,61.151,38.05,29.9,291.6,0.4,0.62663937,71.336,34.29,96.35
4588,282,69,130,44788.95,10.195,20,39,61.074,38.05,29.9,292.8,0.4,0.626776,73.021,34.29,96.46
4589,283,71,130,44801.23,10.197,20,38,60.981,38.05,29.9,294.1,0.4,0.6269126,73.172,34.26,96.55
4590,285,74,131,44811.22,10.197,20,37,60.93,38.05,29.9,295.0,0.4,0.6270492,73.303,33.97,96.25
4591,286,78,131,44821.02,10.197,20,35,60.969,38.05,29.9,295.8,0.4,0.6271858,73.89,33.66,95.94
4592,284,81,131,44829.85,10.197,20,33,61.08,38.05,29.9,297.2,0.4,0.6273224,74.513,33.5,96.3
4593,282,83,131,44841.16,9.829,20,32,61.169,38.05,29.9,298.6,0.4,0.627459,75.282,33.32,96.73
4594,282,85,131,44850.55,10.064,20,32,61.203,38.05,29.9,301.0,0.4,0.6275956,74.626,32.92,98.02
4595,282,86,133,44861.04,9.863,20,31,61.197,38.05,29.9,300.9,0.4,0.6277322,74.473,32.73,97.81
4596,280,87,132,44871.01,9.532,20,31,61.219,38.05,29.9,300.8,0.4,0.62786883,73.454,32.55,97.6
4597,279,86,132,44879.48,9.591,20,31,61.061,38.05,29.9,302.4,0.4,0.62800545,72.33,32.46,97.57
4598,279,85,132,44890.82,9.598,20,31,60.722,38.05,29.9,304.9,0.4,0.62814206,73.047,32.42,97.63
4599,278,83,132,44900.23,9.495,20,32,60.167,38.05,29.9,310.2,0.4,0.6282787,74.375,32.67,98.42
4600,278,81,133,44908.51,9.463,20,33,59.411,38.05,29.85,311.9,0.4,0.6284153,78.789,32.85,98.61
4601,279,80,133,44918.31,9.564,20,33,58.466,38.05,29.85,312.5,0.4,0.6285519,79.486,33.02,98.62
4602,280,80,133,44927.14,9.629,20,33,57.661,38.05,29.85,313.1,0.4,0.6286885,80.36,33.18,98.61
4603,281,81,133,44936.95,10.049,20,33,57.128,38.05,29.85,313.2,0.4,0.6288251,79.774,33.31,98.36
4604,280,80,133,44948.81,9.829,20,33,56.718,38.05,29.85,315.2,0.4,0.62896174,79.981,33.38,98.54
4605,280,80,133,44958.2,9.654,20,33,56.274,38.05,29.85,319.7,0.4,0.62909836,78.265,33.38,99.2
4606,280,80,132,44968.0,10.049,20,33,55.764,38.05,29.85,317.9,0.4,0.62923497,78.249,33.32,97.32
4607,280,80,132,44976.82,9.788,20,33,55.215,38.05,29.8,315.9,0.4,0.6293716,77.171,33.22,96.2
4608,281,80,132,44985.11,9.773,20,34,54.573,38.05,29.85,313.8,0.4,0.6295082,77.052,33.07,95.72
4609,281,82,132,44996.43,10.097,20,33,53.985,38.05,29.85,312.2,0.4,0.6296448,78.871,32.95,95.61
4610,280,82,132,45007.32,9.76,20,33,53.535,38.05,29.8,310.8,0.4,0.6297814,77.973,32.83,95.59
4611,278,81,132,45016.16,9.5,20,33,53.196,38.05,29.85,309.4,0.4,0.62991804,77.691,32.71,95.64
4612,279,80,132,45025.95,10.002,20,33,53.003,38.05,29.8,308.0,0.4,0.63005465,79.386,32.54,96.02
4613,280,80,132,45036.3,10.197,20,33,53.115,38.05,29.85,306.6,0.4,0.63019127,78.9,32.37,96.4
4614,280,80,132,45044.58,10.197,20,33,53.369,38.05,29.8,308.5,0.4,0.6303279,79.814,32.05,97.92
4615,280,80,133,45056.08,9.683,20,33,53.773,38.05,29.8,310.5,0.4,0.6304645,80.256,31.75,99.26
4616,280,80,132,45067.35,10.003,20,33,54.144,38.05,29.8,312.3,0.4,0.6306011,79.672,31.57,99.68
4617,280,81,132,45076.18,9.922,20,33,54.461,38.05,29.8,314.0,0.4,0.6307377,77.991,31.39,100.1
4618,280,81,132,45085.98,9.66,20,33,54.748,38.05,29.8,313.0,0.4,0.63087434,78.976,31.33,99.82
4619,279,81,131,45094.82,10.039,20,33,55.278,38.05,29.8,311.2,0.4,0.63101095,78.556,31.31,99.33
4620,280,81,131,45106.13,9.919,20,33,55.825,38.05,29.8,310.0,0.4,0.63114756,80.018,31.15,99.28
4621,281,81,131,45117.04,10.096,20,33,56.356,38.05,29.8,308.9,0.4,0.6312842,81.253,30.95,99.38
4622,280,81,131,45125.87,9.922,20,33,56.773,38.05,29.8,305.7,0.4,0.6314208,81.529,30.73,97.89
4623,278,81,130,45135.66,9.563,20,33,57.151,38.05,29.8,302.1,0.4,0.6315574,83.632,30.52,96.09
4624,277,80,130,45144.5,9.465,20,33,57.445,38.05,29.8,297.8,0.4,0.631694,83.936,30.36,94.79
4625,278,79,130,45153.56,9.65,20,34,57.605,38.05,29.8,293.1,0.4,0.6318306,83.215,30.22,93.74
4626,280,77,130,45162.86,10.063,20,35,57.687,38.05,29.75,291.2,0.4,0.6319672,83.849,30.09,93.45
4627,282,78,129,45174.45,10.197,20,35,57.808,38.05,29.75,291.0,0.4,0.6321038,83.472,29.95,93.58
4628,283,80,130,45185.34,10.081,20,34,58.031,38.05,29.8,290.7,0.4,0.6322404,81.634,29.82,93.72
4629,281,83,130,45194.18,9.616,20,32,58.406,38.05,29.8,290.7,0.4,0.632377,81.056,29.68,94.47
4630,279,83,130,45202.46,9.463,20,32,58.807,38.05,29.8,290.7,0.4,0.63251364,80.712,29.55,95.3
4631,278,82,130,45212.25,9.468,20,32,59.145454,38.05,29.8,290.3,0.4,0.63265026,82.17909,29.53,96.97
4632,279,80,130,45222.61,9.672,20,33,59.31222,38.05,29.8,290.2,0.4,0.63278687,82.166664,29.58,98.39
4633,281,80,130,45232.91,10.075,20,34,59.455,38.05,29.8,291.1,0.4,0.6329235,81.918,29.74,98.63
4634,283,82,130,45241.78,10.197,20,33,59.63,38.05,29.8,291.8,0.4,0.6330601,82.093636,29.92,98.78
4635,281,84,130,45253.11,9.661,20,32,59.77,38.05,29.75,292.5,0.4,0.6331967,81.94666,30.11,98.91
4636,278,83,130,45262.49,9.464,20,32,59.921,38.05,29.75,293.0,0.4,0.6333333,80.309,30.31,98.92
4637,278,82,131,45272.29,9.671,20,32,60.09,38.05,29.8,293.2,0.4,0.63346994,80.41182,30.54,98.65
4638,280,80,131,45281.12,10.077,20,33,60.17,38.05,29.8,293.0,0.4,0.63360655,80.13778,30.77,98.26
4639,280,81,131,45290.93,9.759,20,33,60.226,38.05,29.75,292.2,0.4,0.63374317,80.109,30.96,97.66
4640,280,81,130,45299.75,9.894,20,33,60.307,38.05,29.75,291.2,0.4,0.6338798,79.688,31.21,97.29
4641,280,81,130,45311.06,10.138,20,33,60.553,38.05,29.75,290.1,0.4,0.6340164,79.213,31.52,97.2
4642,280,81,130,45321.97,9.764,20,33,60.925,38.05,29.8,288.9,0.4,0.634153,78.801,31.91,97.13
4643,280,81,130,45330.8,9.757,20,33,61.225,38.05,29.75,287.6,0.4,0.6342896,78.851,32.35,97.07
4644,280,81,130,45340.6,10.094,20,33,61.28,38.05,29.75,286.8,0.4,0.63442624,78.76,32.86,96.43
4645,281,81,131,45352.48,10.197,20,33,61.349,38.05,29.75,286.0,0.4,0.63456285,76.917,33.37,95.8
4646,282,83,131,45361.86,10.197,20,32,61.235,38.05,29.75,284.9,0.4,0.63469946,78.046,33.95,95.73
4647,281,85,130,45370.13,9.921,20,32,61.191,38.05,29.75,283.7,0.4,0.6348361,77.778,34.53,95.65
4648,278,84,131,45379.93,9.563,20,32,61.249,38.05,29.75,279.1,0.4,0.6349727,78.08,35.26,94.73
4649,277,83,132,45391.81,9.812,20,32,61.227,38.05,29.75,274.4,0.4,0.6351093,78.437,36.01,93.78
4650,279,81,132,45401.18,9.852,20,33,61.068,38.05,29.75,270.0,0.4,0.6352459,77.93,36.68,92.9
4651,279,80,132,45410.98,9.563,20,33,60.792,38.05,29.75,266.8,0.4,0.63538253,77.998,37.04,92.32
4652,278,79,132,45419.81,9.465,20,34,60.562,38.05,29.75,265.0,0.4,0.63551915,77.262,37.31,92.16
4653,279,78,132,45428.93,9.555,20,34,60.438,38.05,29.7,266.0,0.4,0.63565576,77.163,37.39,92.85
4654,279,77,132,45438.21,9.757,20,35,60.309,38.05,29.7,263.4,0.4,0.6357924,78.113,37.42,92.92
4655,279,76,131,45448.24,9.66,20,35,60.132,38.05,29.75,264.6,0.4,0.635929,77.762,37.45,94.24
4656,280,76,131,45458.6,10.039,20,35,60.016,38.05,29.7,267.4,0.4,0.6360656,77.853,37.42,95.24
4657,280,77,131,45467.43,9.787,20,35,59.97,38.05,29.7,270.2,0.4,0.63620216,77.176,37.37,96.04
4658,280,77,131,45477.23,9.933,20,35,59.978,38.05,29.7,272.4,0.4,0.6363388,76.941,37.31,96.57
4659,281,77,130,45487.57,10.155,20,35,60.028,38.05,29.7,267.9,0.4,0.6364754,77.346,37.23,94.46
4660,282,79,130,45499.45,10.191,20,34,60.077,38.05,29.7,263.6,0.4,0.636612,76.764,37.15,92.85
4661,281,80,130,45510.35,9.763,20,34,60.082,38.05,29.7,259.8,0.4,0.6367486,76.808,37.04,92.27
4662,278,80,129,45519.18,9.502,20,33,60.028,38.05,29.7,258.0,0.4,0.6368852,78.168,36.97,92.08
4663,278,79,130,45528.98,9.565,20,34,59.95,38.05,29.7,256.9,0.4,0.63702184,77.696,36.9,92.02
4664,280,77,129,45537.8,10.039,20,35,59.933,38.05,29.7,257.2,0.4,0.63715845,77.424,36.93,92.23
4665,282,79,129,45547.61,10.197,20,34,59.991,38.05,29.7,258.0,0.4,0.63729507,77.196,36.99,92.56
4666,281,80,129,45556.44,9.787,20,34,60.243,38.05,29.7,256.3,0.4,0.6374317,77.498,36.99,92.05
4667,279,79,129,45566.24,9.514,20,34,60.599,38.05,29.7,254.2,0.4,0.6375683,76.468,36.99,91.4
4668,279,78,130,45574.51,9.465,20,34,61.073,38.05,29.7,252.2,0.4,0.6377049,76.54,36.92,90.79
4669,279,77,130,45584.57,9.467,20,35,61.496,38.05,29.75,250.2,0.4,0.6378415,77.257,36.83,90.2
4670,278,76,130,45595.22,9.469,20,35,61.766,38.05,29.7,247.9,0.4,0.63797814,76.987,36.67,89.5
4671,279,75,130,45604.05,9.465,20,36,61.955,38.05,29.7,245.6,0.4,0.63811475,76.269,36.49,88.78
4672,279,74,129,45613.16,9.467,20,36,62.058,38.05,29.7,242.9,0.4,0.63825136,76.351,36.24,87.96
4673,279,74,129,45623.9,9.983,20,36,62.16,38.05,29.7,238.8,0.4,0.638388,75.661,35.71,86.79
4674,280,74,129,45634.56,9.865,20,36,62.307,38.05,29.7,238.2,0.4,0.6385246,75.243,35.19,86.24
4675,280,74,128,45644.89,10.077,20,36,62.409,38.05,29.7,239.8,0.4,0.6386612,75.245,34.68,86.09
4676,280,74,128,45655.25,9.765,20,36,62.457,38.05,29.7,239.3,0.4,0.6387978,75.614,34.02,84.98
4677,280,74,128,45665.6,9.819,20,36,62.358,38.05,29.7,239.5,0.4,0.63893443,75.843,33.56,84.37
4678,282,75,128,45674.44,10.117,20,36,62.162,38.05,29.7,240.5,0.4,0.63907105,76.007,33.29,84.3
4679,282,76,128,45683.54,9.798,20,35,62.008,38.05,29.7,247.3,0.4,0.63920766,76.121,33.27,85.79
4680,280,76,128,45694.29,9.703,20,35,61.862,38.05,29.7,254.2,0.4,0.6393443,75.932,33.29,87.33
4681,280,77,128,45703.4,10.077,20,35,61.721,38.05,29.7,260.1,0.4,0.6394809,76.421,33.39,88.54
4682,281,78,127,45713.22,9.975,20,34,61.485,38.05,29.7,265.4,0.4,0.6396175,76.761,33.5,89.36
4683,280,77,127,45723.57,9.581,20,35,61.262,38.05,29.7,268.4,0.4,0.6397541,76.53,33.69,87.99
4684,280,76,127,45733.91,9.888,20,35,61.097,38.05,29.7,268.9,0.4,0.63989073,76.248,33.84,86.04
4685,280,77,127,45742.74,9.879,20,35,60.903,38.05,29.7,267.6,0.4,0.64002734,76.13,33.97,83.69
4686,279,76,127,45752.55,9.562,20,35,60.563,38.05,29.7,267.4,0.4,0.64016396,75.753,34.09,82.35
4687,279,75,127,45762.89,9.888,20,36,60.187,38.05,29.65,268.2,0.3,0.6403006,76.552,34.21,81.83
4688,282,76,128,45771.73,10.155,20,35,59.887,38.05,29.65,269.7,0.3,0.6404372,75.787,34.28,81.79
4689,283,78,128,45781.54,10.197,20,35,59.686,38.05,29.65,271.6,0.3,0.6405738,74.721,34.31,81.99
4690,281,79,127,45791.17,9.711,20,34,59.662,38.05,29.65,273.6,0.3,0.64071035,75.635,34.2,82.3
4691,278,78,128,45800.46,9.465,20,34,59.71,38.05,29.65,274.5,0.3,0.64084697,75.488,34.01,82.42
4692,277,76,128,45810.51,9.565,20,35,59.722,38.05,29.7,273.7,0.4,0.6409836,75.887,33.68,82.18
4693,278,74,128,45820.86,10.04,20,36,59.613,38.05,29.65,272.3,0.3,0.6411202,76.38,33.32,81.86
4694,280,74,128,45831.21,10.197,20,36,59.502,38.05,29.65,270.6,0.3,0.6412568,76.322,32.95,81.5
4695,280,74,128,45841.55,9.975,20,36,59.426,38.05,29.7,269.5,0.4,0.6413934,76.195,32.48,81.43
4696,279,74,128,45851.91,9.678,20,36,59.516,38.05,29.65,269.5,0.3,0.64153004,77.324,32.04,81.96
4697,280,74,128,45862.27,10.04,20,36,59.687,38.05,29.7,271.8,0.4,0.64166665,77.282,31.71,83.64
4698,280,74,128,45872.61,9.865,20,36,59.925,38.05,29.65,274.4,0.3,0.64180326,76.971,31.42,85.09
4699,281,74,127,45882.96,10.078,20,36,60.093,38.05,29.65,277.6,0.3,0.6419399,76.749,31.18,86.15
4700,282,74,127,45891.79,10.197,20,36,60.266,38.05,29.65,280.7,0.3,0.6420765,77.688,30.94,86.98
4701,282,76,127,45901.6,10.197,20,35,60.375,38.05,29.65,283.7,0.3,0.6422131,78.137,30.72,87.57
4702,282,78,127,45911.94,10.197,20,35,60.375,38.05,29.65,286.8,0.3,0.6423497,77.78,30.49,88.16
4703,281,79,127,45920.77,10.197,20,34,60.322,38.05,29.65,288.6,0.3,0.64248633,77.942,30.24,88.23
4704,280,80,128,45930.57,9.758,20,33,60.323,38.05,29.7,290.2,0.4,0.64262295,78.235,29.98,88.14
4705,279,79,129,45939.4,9.499,20,34,60.359,38.05,29.65,290.8,0.3,0.64275956,77.532,29.74,88.13
4706,278,78,129,45949.21,9.565,20,34,60.38,38.05,29.65,291.0,0.3,0.6428962,76.802,29.51,88.17
4707,278,77,129,45959.56,9.601,20,34,60.508,38.05,29.65,291.2,0.3,0.6430328,76.978,29.29,88.22
4708,278,76,130,45968.39,9.499,20,35,60.732,38.05,29.65,291.4,0.3,0.6431694,77.416,28.91,88.4
4709,280,75,130,45978.19,9.895,20,36,60.946,38.05,29.65,291.6,0.3,0.643306,77.786,28.54,88.59
4710,281,75,130,45988.54,10.041,20,36,61.084,38.05,29.65,291.8,0.3,0.64344263,76.363,28.43,88.55
4711,281,76,131,45998.88,9.62,20,35,61.312,38.04,29.7,291.9,0.4,0.64357924,74.839,28.32,88.51
4712,280,76,131,46007.71,9.86,20,35,61.614,38.04,29.65,291.6,0.3,0.64371586,75.078,28.26,88.43
4713,282,77,131,46017.51,10.145,20,35,61.866,38.04,29.65,291.1,0.3,0.6438525,74.241,28.23,88.33
4714,281,78,131,46027.87,9.974,20,34,61.967,38.04,29.7,290.7,0.4,0.6439891,74.749,28.19,88.23
4715,279,78,131,46036.7,9.576,20,34,61.972,38.04,29.65,290.2,0.3,0.6441257,74.988,28.16,88.13
4716,278,77,131,46046.49,9.468,20,34,61.967,38.04,29.7,289.7,0.4,0.6442623,74.33,28.13,88.03
4717,277,75,131,46056.15,9.469,20,35,61.893,38.04,29.7,289.2,0.4,0.6443989,75.174,28.1,87.93
4718,278,74,131,46066.89,9.563,20,36,61.732,38.04,29.65,288.7,0.3,0.64453554,77.387,28.06,87.83
