time,watts,cadence,heartrate,distance,velocity_smooth,temp,torque,smo2,hrv,core_temperature,skin_temperature,respiration,tidal_volume,HeatStrainIndex,PercentageinZ2,TymeBreathRate,TymeVentilation
124,224,80,0,1091.15,8.837,22,27,67.79,,37.09,32.75,,286.9,0.0,0.01540927,23.74,65.8
125,223,80,0,1100.02,8.838,22,27,68.131,,37.09,32.75,,287.0,0.0,0.015532545,23.46,65.82
126,224,79,0,1109.84,8.838,22,27,68.504,,37.09,32.75,,286.7,0.0,0.01565582,23.22,65.83
127,225,80,0,1118.52,8.837,22,27,68.51,5000,37.09,32.75,,284.9,0.0,0.015779093,23.11,65.8
128,224,80,0,1126.36,8.837,22,27,68.439,,37.09,32.75,,283.2,0.0,0.015902366,22.99,65.77
129,224,80,0,1134.7,8.837,22,27,68.355,,37.09,32.75,,281.4,0.0,0.016025642,22.88,65.74
130,224,80,0,1143.36,8.837,22,27,68.334,,37.09,32.75,,281.5,0.0,0.016148916,22.7,65.84
131,224,80,0,1151.97,8.835,22,27,68.254,,37.09,32.75,,283.0,0.0,0.01627219,22.48,66.02
132,224,79,0,1161.73,8.835,22,27,68.105,5000,37.09,32.75,,284.5,0.0,0.016395463,22.25,66.2
133,224,78,0,1172.32,8.837,22,27,68.264,,37.09,32.75,,285.7,0.0,0.016518738,22.02,66.31
134,224,78,0,1180.59,8.837,22,27,68.548,,37.09,32.75,,283.8,0.0,0.016642012,21.63,65.46
135,223,78,0,1189.55,8.838,22,27,68.654,,37.09,32.75,,281.8,0.0,0.016765285,21.23,64.62
136,223,76,0,1198.42,8.838,22,28,68.418,,37.09,32.8,,279.2,0.0,0.01688856,20.77,64.15
137,223,75,0,1207.16,8.837,22,28,68.281,5000,37.09,32.8,,277.4,0.0,0.017011834,20.41,63.85
138,223,75,0,1216.48,8.838,22,28,68.043,1501:22:0,37.09,32.8,,277.8,0.0,0.017135108,20.32,64.06
139,224,75,0,1225.77,8.838,22,29,67.623,731,37.09,32.8,,278.3,0.0,0.017258383,20.23,64.27
140,225,76,0,1233.99,8.837,22,28,67.569,578:15:0,37.09,32.8,,278.6,0.0,0.017381657,20.15,64.46
141,226,78,0,1242.35,8.837,22,28,67.609,1427,37.09,32.8,,278.4,0.0,0.01750493,20.16,64.34
142,225,79,0,1251.01,8.837,22,27,67.862,1026,37.09,32.8,,278.2,0.0,0.017628206,20.18,64.22
143,224,79,71,1259.29,8.837,22,27,68.181,494:28:0,37.09,32.8,,277.9,0.0,0.01775148,20.19,64.11
144,223,78,71,1268.21,8.838,22,27,68.575,,37.09,32.85,,277.7,0.0,0.017874753,20.2,63.99
145,223,78,71,1277.04,8.838,22,27,68.975,541:52:0,37.09,32.8,,277.4,0.0,0.017998027,20.21,63.87
146,223,77,71,1285.33,8.837,22,28,69.106,544:19:0,37.09,32.8,,277.2,0.0,0.018121302,20.22,63.75
147,223,76,71,1293.63,8.837,22,28,69.001,916,37.09,32.75,,276.9,0.0,0.018244576,20.23,63.64
148,224,76,71,1301.77,8.837,22,28,68.754,996,37.09,32.7,,276.7,0.0,0.01836785,20.24,63.52
149,224,76,71,1310.45,8.838,22,28,67.971,531:38:0,37.09,32.7,,276.2,0.0,0.018491125,20.28,63.36
150,223,75,71,1321.55,8.838,22,28,67.055,532:44:0,37.09,32.7,,275.3,0.0,0.018614398,20.41,63.11
151,223,75,71,1330.89,8.838,22,28,66.391,532:46:0,37.09,32.7,,274.3,0.0,0.018737672,20.54,62.86
152,225,74,71,1339.19,8.837,22,29,65.832,529:46:0,37.09,32.7,23.96,273.3,0.0,0.018860947,20.67,62.61
153,227,75,71,1347.92,8.837,22,29,65.407,535:57:0,37.09,32.65,23.96,272.2,0.0,0.01898422,20.79,62.34
154,226,78,82,1357.24,8.838,22,28,65.077,553:35:0,37.09,32.7,23.96,271.1,0.0,0.019107495,20.9,62.05
155,225,80,88,1366.55,8.838,22,27,64.797,561:20:0,37.09,32.65,23.96,270.0,0.0,0.01923077,21.01,61.76
156,224,80,93,1375.18,8.837,22,27,64.502,555,37.09,32.65,,268.9,0.0,0.019354044,21.13,61.47
157,223,80,95,1384.68,8.838,22,27,64.5,,37.09,32.65,,268.3,0.0,0.019477317,21.3,61.34
158,223,79,97,1393.84,8.837,22,27,64.567,,37.09,32.65,,267.8,0.0,0.019600593,21.48,61.24
159,224,78,101,1402.11,8.837,22,27,64.613,,37.09,32.65,,267.3,0.0,0.019723866,21.66,61.14
160,224,79,104,1410.39,8.837,22,27,64.804,574:46:0,37.09,32.65,23.84,267.1,0.0,0.01984714,21.85,61.11
161,225,80,106,1418.68,8.837,22,27,64.825,648,37.09,32.65,23.84,267.5,0.0,0.019970413,22.04,61.22
162,225,80,108,1428.18,8.838,22,27,64.263,555,37.1,32.65,23.84,268.0,0.0,0.020093689,22.23,61.34
163,224,80,109,1436.48,8.838,22,27,64.055,546:39:0,37.11,32.6,23.84,269.3,0.0,0.020216962,22.45,61.31
164,224,80,110,1444.71,8.837,22,27,63.973,1179,37.11,32.65,23.84,271.4,0.0,0.020340236,22.69,61.12
165,224,79,110,1453.87,8.837,22,27,64.001,785,37.11,32.65,23.84,269.4,0.0,0.020463511,22.71,60.91
166,224,79,111,1463.37,8.838,22,27,64.073,640,37.11,32.65,22.98,267.1,0.0,0.020586785,22.71,60.71
167,224,79,111,1472.48,8.837,22,27,64.057,546:51:0,37.11,32.65,22.98,266.8,0.0,0.020710059,22.87,60.99
168,224,80,111,1481.97,8.838,22,27,63.928,578,37.11,32.65,22.98,266.7,0.0,0.020833334,23.03,61.29
169,224,81,110,1491.13,8.837,22,26,63.863,1065,37.11,32.65,22.98,267.6,0.0,0.020956608,23.15,61.63
170,224,81,111,1499.38,8.837,22,26,63.958,640,37.11,32.65,22.98,269.0,0.0,0.021079881,23.24,61.98
171,223,80,111,1507.67,8.837,22,27,64.066,737,37.11,32.65,22.98,269.7,0.0,0.021203157,23.38,62.07
172,224,80,111,1515.53,8.837,22,27,64.179,508,37.11,32.6,22.98,268.9,0.0,0.02132643,23.62,61.5
173,224,80,109,1523.88,8.837,22,27,64.282,1636,37.11,32.65,,268.1,0.0,0.021449704,23.85,60.93
174,224,79,110,1534.92,8.835,22,27,64.54,1034,37.11,32.65,,264.2,0.0,0.02157298,24.14,60.41
175,224,79,111,1544.48,8.835,22,27,65.074,,37.11,32.65,,260.2,0.0,0.021696253,24.43,59.9
176,224,79,112,1552.85,8.837,22,27,65.802,1945,37.11,32.65,,259.8,0.0,0.021819526,24.69,60.23
177,223,79,112,1561.5,8.837,21,27,66.506,,37.11,32.65,,259.4,0.0,0.0219428,24.95,60.55
178,224,78,113,1569.78,8.837,21,27,67.133,,37.11,32.65,,259.1,0.0,0.022066075,25.21,60.87
179,225,78,113,1578.07,8.837,21,28,67.624,1941:27:0,37.11,32.6,,259.4,0.0,0.022189349,25.49,61.24
180,225,79,113,1586.35,8.837,21,27,68.07,652,37.11,32.6,,261.1,0.0,0.022312623,25.8,61.68
181,224,80,114,1594.19,8.837,21,27,68.642,,37.11,32.65,,262.8,0.0,0.022435898,26.12,62.13
182,223,80,114,1602.54,8.837,21,27,69.107,1699,37.11,32.65,,263.6,0.0,0.022559172,26.42,62.12
183,223,79,113,1613.64,8.835,21,27,69.532,,37.11,32.65,,262.9,0.0,0.022682445,26.72,61.41
184,223,78,113,1622.39,8.834,21,27,69.855,2328,37.11,32.6,,262.3,0.0,0.02280572,27.01,60.7
185,222,78,113,1629.82,8.835,21,27,70.191,1128,37.11,32.6,,260.8,0.0,0.022928994,27.12,60.48
186,222,76,114,1638.11,8.837,21,28,70.437,949,37.11,32.6,,259.1,0.0,0.023052268,27.17,60.41
187,223,75,114,1647.61,8.838,21,28,70.606,1042,37.11,32.6,,254.3,0.0,0.023175543,27.14,59.31
188,223,74,115,1656.74,8.837,21,29,70.404,527,37.12,32.6,,250.3,0.0,0.023298817,27.05,58.4
189,223,73,115,1666.2,8.838,21,29,70.276,,37.12,32.6,,252.0,0.0,0.02342209,26.88,58.99
190,224,73,115,1674.88,8.838,21,29,70.376,870,37.12,32.6,,253.4,0.0,0.023545366,26.69,59.53
191,225,74,115,1683.25,8.837,21,29,70.693,1159,37.12,32.6,,253.6,0.0,0.02366864,26.46,59.88
192,226,75,115,1691.93,8.837,21,29,71.086,1491,37.12,32.6,,253.2,0.0,0.023791913,26.24,60.17
193,226,76,115,1700.21,8.837,21,28,71.04,,37.12,32.6,,245.9,0.0,0.023915187,26.07,59.85
194,226,78,114,1710.93,8.835,21,28,70.461,1078:16:0,37.12,32.6,,241.2,0.0,0.024038462,25.96,59.66
195,225,80,114,1720.91,8.835,21,27,70.174,,37.12,32.55,,241.9,0.0,0.024161736,25.95,59.75
196,224,80,114,1729.2,8.837,21,27,70.304,,37.12,32.6,,242.5,0.0,0.02428501,25.94,59.83
197,224,79,113,1737.47,8.837,21,27,70.566,1605,37.12,32.6,,243.3,0.0,0.024408285,25.95,59.72
198,224,79,113,1745.3,8.837,21,27,70.676,898,37.12,32.6,,244.0,0.0,0.024531558,25.95,59.6
199,225,80,113,1752.83,8.837,21,27,70.543,,37.12,32.55,,244.8,0.0,0.024654832,25.96,59.49
200,224,80,113,1762.44,8.838,21,27,70.332,1050,37.12,32.6,,245.2,0.0,0.024778107,25.97,59.27
201,224,81,113,1772.65,8.837,21,26,69.669,,37.12,32.6,,245.4,0.0,0.02490138,26.0,58.98
202,224,81,112,1780.94,8.837,21,26,68.738,2016,37.12,32.6,,245.6,0.0,0.025024654,26.03,58.73
203,224,81,112,1789.23,8.837,21,26,68.295,,37.12,32.6,,247.6,0.0,0.02514793,26.08,59.27
204,224,81,113,1797.04,8.837,21,26,67.976,1480,37.12,32.6,,249.5,0.0,0.025271203,26.13,59.82
205,224,80,113,1807.62,8.835,21,27,67.586,,37.12,32.6,,251.3,0.0,0.025394477,26.15,60.22
206,223,80,114,1818.2,8.835,21,27,67.282,1976,37.12,32.6,,253.1,0.0,0.025517752,26.16,60.59
207,224,80,114,1826.48,8.837,21,27,67.074,,37.12,32.6,,254.9,0.0,0.025641026,26.17,60.96
208,226,81,114,1833.21,8.835,21,27,66.924,1593,37.12,32.6,,256.1,0.0,0.0257643,26.07,61.13
209,225,82,114,1842.84,8.834,21,26,66.873,,37.12,32.6,,256.7,0.0,0.025887573,25.88,61.11
210,224,81,114,1853.37,8.835,21,26,66.924,,37.12,32.6,,257.3,0.0,0.026010849,25.69,61.1
211,224,82,113,1861.66,8.837,21,26,66.971,2719,37.12,32.6,,261.0,0.0,0.026134122,25.46,61.48
212,224,82,112,1869.93,8.837,21,26,66.986,,37.12,32.6,,264.9,0.0,0.026257396,25.23,61.89
213,224,81,112,1878.21,8.837,21,26,66.722,,37.12,32.6,,261.6,0.0,0.026380671,24.97,61.81
214,223,80,112,1887.73,8.838,21,27,66.743,2253,37.12,32.6,,259.1,0.0,0.026503945,24.73,61.81
215,223,80,111,1896.87,8.837,21,27,67.02,,37.12,32.6,,259.5,0.0,0.026627218,24.57,62.13
216,224,80,110,1904.7,8.837,21,27,67.42,2055,37.12,32.6,,259.9,0.0,0.026750494,24.4,62.44
217,224,81,110,1912.6,8.837,21,26,67.987,1559,37.12,32.6,,260.4,0.0,0.026873767,24.23,62.76
218,224,81,110,1921.29,8.837,21,26,68.491,,37.12,32.6,,260.2,0.0,0.026997041,24.08,62.96
219,224,81,111,1930.61,8.838,21,26,68.851,1324,37.12,32.6,,259.7,0.0,0.027120316,23.94,63.09
220,224,81,111,1939.95,8.838,21,26,69.282,,37.12,32.6,,259.1,0.0,0.02724359,23.79,63.22
221,224,81,111,1948.62,8.837,21,26,69.626,991,37.12,32.6,,258.6,0.0,0.027366864,23.64,63.36
222,223,81,111,1957.56,8.838,21,26,69.767,,37.12,32.6,,260.4,0.0,0.027490137,23.5,63.16
223,223,80,111,1966.87,8.838,21,27,69.831,1141,37.12,32.6,,262.4,0.0,0.027613413,23.36,62.95
224,223,79,109,1975.53,8.837,21,27,69.924,1835,37.12,32.6,,262.3,0.0,0.027736686,23.25,62.67
225,224,78,108,1983.81,8.837,21,27,70.098,,37.12,32.6,,262.1,0.0,0.02785996,23.14,62.39
226,224,78,109,1993.31,8.838,21,27,70.154,2358,37.12,32.65,,262.6,0.0,0.027983235,23.08,62.24
227,224,79,109,2002.44,8.837,21,27,70.173,800,37.12,32.6,,263.5,0.0,0.028106509,23.06,62.19
