time,watts,cadence,heartrate,distance,velocity_smooth,temp,torque,smo2,core_temperature,PercentageinZ2,THb,TymeBreathRate,tidal_volume,TymeVentilation,HeatStrainIndex,skin_temperature,hrv,respiration
0,225,69,92,0.0,8.839,,31,64.33454545454545,37.1,1.3439055E-4,73.93909090909091,23.28,158.3,29.25,0.0,,,
1,225,70,93,4.38,8.838,,31,63.876999999999995,37.1,2.687811E-4,78.809,23.2,159.3,29.89,0.0,30.9,644:39:24,
2,226,70,94,8.97,8.836,,31,62.97333333333333,37.1,4.031716E-4,78.31777777777778,23.12,160.2,30.52,0.0,30.95,620,
3,226,71,95,15.57,8.834,,30,62.01909090909091,37.1,5.375622E-4,79.99181818181818,23.05,161.0,31.07,0.0,30.95,624:12:00,
4,224,72,96,25.02,8.839,,30,61.47888888888888,37.1,6.719527E-4,79.42222222222222,22.98,161.8,31.61,0.0,30.95,611,
5,223,71,97,35.89,8.838,21,30,61.39,37.1,8.063432E-4,79.546,22.91,162.6,32.17,0.0,30.9,625:07:00,27.16
6,223,70,98,42.3,8.834,21,30,61.487,37.1,9.4073376E-4,79.12899999999999,22.84,163.5,32.78,0.0,30.95,616:05:00,27.16
7,224,70,98,50.81,8.837,21,31,61.96363636363637,37.1,0.0010751244,79.07272727272726,22.76,164.4,33.39,0.0,30.95,616:09:00,27.16
8,223,69,99,61.1,8.839,21,31,62.54,37.1,0.0012095148,78.01222222222222,22.65,165.7,34.22,0.0,30.95,601,27.16
9,223,69,99,70.48,8.839,21,31,62.98363636363636,37.11,0.0013439053,76.55818181818182,22.55,166.9,35.06,0.0,30.95,606:52:00,27.16
10,224,68,99,77.78,8.834,21,31,63.312,37.11,0.0014782959,77.8,22.47,167.8,35.67,0.0,30.9,606:55:00,24.8
11,225,69,100,87.89,8.838,21,31,63.611111111111114,37.11,0.0016126864,78.28222222222222,22.4,168.7,36.27,0.0,30.95,597,24.8
12,226,71,101,96.41,8.837,21,30,63.91818181818182,37.11,0.001747077,78.42545454545454,22.33,169.5,36.8,0.0,30.95,601:51:00,24.8
13,225,72,101,106.25,8.838,21,30,64.18222222222222,37.11,0.0018814675,78.54444444444444,22.27,170.2,37.3,0.0,30.95,600:43:00,24.8
14,223,71,101,112.97,8.834,21,30,64.44454545454545,37.11,0.0020158582,79.41363636363636,22.2,170.9,37.8,0.0,30.95,583,24.8
15,223,71,102,123.08,8.838,21,30,64.711,37.11,0.0021502487,79.84400000000001,22.15,171.5,38.19,0.0,30.95,598:30:00,24.41
16,224,71,102,131.59,8.837,21,30,64.998,37.11,0.002284639,80.513,22.11,172.0,38.54,0.0,30.95,583:29:00,24.41
17,226,73,104,141.71,8.838,21,30,65.20666666666666,37.11,0.0024190296,81.08222222222223,22.06,172.5,38.9,0.0,30.95,578:25:00,24.41
18,225,74,105,150.07,8.837,21,29,65.11818181818181,37.11,0.0025534201,81.99545454545455,22.02,173.1,39.25,0.0,30.95,564,24.41
19,224,74,105,159.48,8.839,21,29,64.69333333333333,37.11,0.0026878107,81.56555555555556,22.13,174.0,39.85,0.0,30.95,569:18:00,24.41
20,224,73,106,165.71,8.834,21,29,64.134,37.11,0.0028222012,80.536,22.3,175.0,40.55,0.0,30.95,564:12:00,25.72
21,223,72,107,175.07,8.837,21,30,63.19818181818182,37.11,0.0029565918,77.23545454545454,22.43,175.6,40.99,0.0,31.0,558:06:00,25.72
22,223,71,108,185.42,8.839,21,30,61.783,37.11,0.0030909823,79.098,22.55,176.1,41.28,0.0,31.0,553:01:00,25.72
23,223,71,109,195.29,8.838,21,30,59.92888888888889,37.11,0.0032253729,79.58111111111111,22.66,176.5,41.57,0.0,31.0,548:58:00,25.72
24,224,71,110,201.73,8.834,21,30,57.773,37.11,0.0033597634,79.718,22.78,176.9,41.85,0.0,31.0,540:56:00,26.2
25,224,70,111,210.26,8.837,21,31,55.291818181818186,37.11,0.003494154,78.14999999999999,22.89,177.3,42.14,0.0,31.0,592:02:00,26.2
26,224,70,111,220.61,8.839,21,31,53.15222222222222,37.11,0.0036285445,77.89,23.09,178.3,42.84,0.0,31.0,537,26.2
27,224,70,111,230.41,8.838,21,31,51.0,37.11,0.003762935,79.46181818181817,23.35,179.9,43.91,0.0,31.0,544:56:00,26.2
28,224,70,111,236.14,8.834,21,31,48.95222222222222,37.11,0.0038973256,80.26222222222222,23.57,181.2,44.74,0.0,31.0,545:57:00,26.2
29,224,70,111,247.23,8.838,21,31,47.464,37.11,0.0040317164,81.024,23.73,182.3,45.52,0.0,30.95,545:55:00,26.2
30,223,70,112,255.32,8.836,21,30,46.41818181818182,37.11,0.0041661067,82.79272727272728,23.8,183.4,46.23,0.0,31.0,544:55:00,26.52
31,224,70,112,262.01,8.834,21,31,45.785555555555554,37.11,0.0043004975,81.84777777777778,23.88,184.3,46.85,0.0,30.95,541:57:00,26.52
32,224,70,112,272.25,8.839,21,31,45.445,37.11,0.004434888,81.397,23.96,184.9,47.31,0.0,31.0,,26.52
33,224,70,112,281.58,8.839,21,31,45.28090909090909,37.11,0.004569278,81.4590909090909,24.04,185.6,47.77,0.0,31.0,541:59:52,26.52
34,223,69,112,287.9,8.834,21,31,45.42666666666667,37.11,0.004703669,82.80000000000001,24.13,186.3,48.26,0.0,31.0,543:52:00,26.52
35,223,68,112,299.27,8.839,21,31,45.772,37.11,0.004838059,83.388,24.27,187.2,48.86,0.0,30.95,537:47:00,27.52
36,225,69,112,309.51,8.839,21,31,46.346363636363634,37.11,0.00497245,84.01818181818182,24.4,188.1,49.47,0.0,31.0,536:44:00,27.52
37,225,70,113,318.88,8.839,21,31,46.92777777777778,37.11,0.0051068403,83.69777777777777,24.54,189.8,49.97,0.0,31.0,530:43:00,27.52
38,223,70,114,325.93,8.834,21,30,47.523,37.11,0.005241231,83.65299999999999,24.68,191.7,50.44,0.0,31.0,531:42:00,27.52
39,223,69,114,334.41,8.837,21,31,48.17,37.11,0.0053756214,82.45818181818181,24.81,193.7,50.91,0.0,31.0,529:37:00,27.52
40,224,69,115,344.3,8.838,21,31,48.715555555555554,37.11,0.005510012,82.82,25.0,194.7,51.38,0.0,31.0,523:38:00,26.22
41,225,69,115,350.97,8.834,21,31,49.048,37.11,0.0056444025,83.72999999999999,25.24,195.1,51.84,0.0,31.0,526:37:00,26.22
42,224,69,116,361.31,8.839,21,31,49.15181818181818,37.11,0.0057787932,84.87,25.56,195.7,52.4,0.0,31.0,526:38:00,26.22
43,224,69,116,371.15,8.838,21,31,49.260000000000005,37.11,0.0059131836,83.64777777777778,26.0,196.6,53.08,0.0,31.0,525:38:00,26.22
44,225,70,116,376.85,8.834,21,31,49.306,37.11,0.0060475743,84.099,26.31,198.2,53.89,0.0,31.0,518,26.22
45,224,70,116,388.11,8.839,21,31,49.16636363636364,37.11,0.0061819647,83.07909090909091,26.58,199.9,54.74,0.0,31.0,526:35:00,24.96
46,222,69,116,397.54,8.839,21,31,48.971,37.11,0.0063163554,83.583,26.88,202.2,55.51,0.0,31.0,523:39:00,24.96
47,223,68,116,404.84,8.834,21,31,48.89666666666667,37.11,0.0064507457,84.72111111111111,27.24,205.7,56.1,0.0,31.0,526:35:00,24.96
48,223,68,116,415.19,8.839,21,31,48.97909090909091,37.11,0.0065851365,85.40272727272728,27.59,209.2,56.69,0.0,31.0,526:37:00,24.96
49,223,68,116,425.06,8.838,21,31,49.21888888888889,37.11,0.006719527,85.22999999999999,27.94,209.1,56.68,0.0,31.0,521:05:00,24.96
50,224,68,116,431.51,8.834,21,31,49.531,37.11,0.0068539176,85.762,28.3,209.0,56.71,0.0,31.0,540:41:00,26.88
51,225,69,116,440.03,8.837,21,31,49.85909090909092,37.12,0.006988308,85.64818181818181,28.79,209.4,57.19,0.0,31.0,525:37:00,26.88
52,225,70,116,450.26,8.839,21,31,50.23555555555556,37.12,0.0071226987,84.84333333333333,29.25,209.2,57.55,0.0,31.0,521:33:00,26.88
53,225,70,116,459.63,8.839,21,31,50.637,37.12,0.007257089,84.077,29.67,208.0,57.68,0.0,31.0,526:38:00,26.88
54,224,70,116,465.85,8.834,21,31,50.97,37.12,0.00739148,84.46545454545455,30.08,209.0,58.13,0.0,31.0,522:35:00,26.88
55,223,69,116,476.17,8.839,21,31,51.062222222222225,37.12,0.00752587,84.38333333333334,30.45,214.6,59.28,0.0,31.0,526:37:00,26.97
56,222,68,116,483.45,8.834,21,31,50.866,37.12,0.007660261,84.797,30.68,218.4,59.94,0.0,31.0,525:35:00,26.97
57,224,69,116,493.61,8.838,21,31,50.376363636363635,37.12,0.007794651,85.18454545454546,30.78,220.8,60.2,0.0,31.0,521:35:00,26.97
58,226,70,116,502.13,8.837,21,31,49.89333333333333,37.12,0.007929042,84.99666666666667,30.88,223.1,60.46,0.0,31.0,526:35:00,26.97
59,226,71,116,512.33,8.839,21,30,49.528,37.12,0.008063433,84.88,31.0,225.8,60.96,0.0,31.0,522:35:00,27.04
60,224,71,116,521.7,8.839,21,30,49.42181818181818,37.12,0.008197823,84.19363636363636,31.11,228.6,61.55,0.0,31.0,522:29:00,27.04
61,223,70,116,527.97,8.834,21,30,49.650000000000006,37.12,0.008332213,83.63,31.26,231.4,62.36,0.0,31.05,509,27.04
62,225,70,117,536.3,8.837,21,31,50.075,37.12,0.008466604,85.037,31.5,234.2,63.56,0.0,31.0,1021,27.04
63,224,71,117,546.61,8.839,21,30,50.61454545454546,37.12,0.008600995,86.26363636363637,31.6,236.5,63.76,0.0,31.0,513,27.04
64,225,71,117,554.91,8.837,21,30,51.21888888888889,37.12,0.008735385,86.29,31.65,236.4,63.66,0.0,31.0,521:37:29,27.04
65,224,72,117,564.0,8.837,21,30,51.735,37.12,0.008869776,86.809,31.68,233.6,63.34,0.0,31.0,518:30:00,26.29
66,222,72,118,572.52,8.837,21,29,52.25545454545454,37.12,0.009004166,85.87454545454545,31.77,231.8,62.3,0.0,31.0,517:28:00,26.29
67,223,71,118,582.87,8.839,21,30,52.65222222222222,37.12,0.009138556,85.89555555555556,31.9,230.8,60.76,0.0,31.0,518:27:00,26.29
68,224,70,118,592.73,8.838,21,31,52.88099999999999,37.12,0.009272947,84.792,31.86,230.5,60.7,0.0,31.0,516:29:00,26.29
69,224,70,118,599.43,8.834,21,31,52.939090909090915,37.12,0.009407338,85.32636363636364,31.81,230.2,60.64,0.0,31.0,516:24:00,26.29
70,224,70,118,609.51,8.838,21,31,52.68666666666667,37.12,0.0095417285,85.05,31.76,230.0,60.58,0.0,31.0,512:24:00,25.4
71,223,70,119,618.06,8.837,21,30,52.08200000000001,37.12,0.009676118,85.887,31.54,230.5,61.1,0.0,31.0,522:33:00,25.4
72,225,70,118,627.86,8.838,21,31,51.36272727272728,37.12,0.009810509,84.64363636363636,31.24,231.3,61.86,0.0,31.0,521:30:00,25.4
73,226,71,117,633.6,8.834,21,30,50.81888888888889,37.12,0.0099449,84.34666666666666,30.87,232.4,62.46,0.0,31.05,517:33:00,25.4
74,224,72,117,644.64,8.838,21,30,50.559,37.12,0.010079291,85.138,30.45,233.6,62.89,0.0,31.05,521:30:00,25.4
75,222,71,118,652.22,8.837,21,30,50.60181818181818,37.12,0.010213681,86.81454545454545,30.1,234.4,62.85,0.0,31.05,517:33:00,24.41
76,222,70,117,662.51,8.839,21,30,50.904444444444444,37.12,0.010348071,86.83222222222223,29.84,235.5,62.89,0.0,31.05,517:29:00,24.41
77,225,70,118,669.81,8.834,21,31,51.340999999999994,37.12,0.010482462,88.363,29.67,236.8,63.0,0.0,31.05,517:32:00,24.41
78,224,71,118,680.16,8.839,21,30,51.958181818181814,37.12,0.010616853,87.03181818181818,29.51,238.0,63.1,0.0,31.05,517:27:00,24.41
79,222,70,118,690.04,8.838,21,30,52.77,37.12,0.010751243,86.8288888888889,29.32,239.2,63.2,0.0,31.05,509:20:00,24.41
80,223,69,118,696.72,8.834,21,31,53.580999999999996,37.12,0.0108856335,86.12100000000001,28.97,239.5,63.18,0.0,31.05,504,23.76
81,224,69,119,706.74,8.838,21,31,54.129999999999995,37.12,0.011020024,85.47454545454546,28.66,239.7,63.14,0.0,31.05,522:41:28,23.76
82,224,69,119,714.26,8.837,21,31,54.12555555555556,37.12,0.011154415,85.51555555555555,28.43,239.8,63.04,0.0,31.0,470:56:00,23.76
83,224,69,117,721.56,8.834,21,31,53.773,37.12,0.011288805,86.524,28.21,240.0,62.94,0.0,31.05,520:32:00,23.76
84,226,71,117,731.67,8.838,21,30,53.130909090909086,37.12,0.011423196,85.20181818181818,27.82,239.8,62.86,0.0,31.05,521:33:00,24.5
85,227,73,117,740.19,8.837,21,30,52.64333333333334,37.12,0.0115575865,85.66111111111111,27.4,239.6,62.77,0.0,31.05,512,24.5
86,225,74,117,750.3,8.838,21,29,52.36818181818182,37.12,0.011691977,85.18818181818182,27.2,238.7,62.69,0.0,31.05,516:27:00,24.5
87,223,73,117,758.83,8.837,21,29,52.40111111111111,37.12,0.011826367,86.72,27.01,237.7,62.6,0.0,31.0,516:27:00,24.5
88,223,72,118,768.94,8.838,21,30,52.80800000000001,37.12,0.011960758,87.061,26.83,236.8,62.51,0.0,31.05,515:35:23,24.5
89,224,72,118,776.97,8.836,21,30,53.355999999999995,37.12,0.012095149,87.611,26.68,235.9,62.49,0.0,31.05,512:28:00,25.39
90,225,73,119,783.67,8.834,21,29,54.00818181818182,37.12,0.012229539,85.55272727272728,26.57,235.2,62.53,0.0,31.05,515:24:00,25.39
91,224,72,119,794.01,8.839,21,30,54.775555555555556,37.12,0.012363929,86.37444444444445,26.46,234.4,62.57,0.0,31.05,508:23:00,25.39
92,222,71,119,804.13,8.838,21,30,55.19199999999999,37.12,0.01249832,85.498,26.35,233.7,62.61,0.0,31.05,512:29:00,25.39
93,222,70,119,812.16,8.836,21,30,55.22545454545455,37.12,0.012632711,85.07545454545455,26.26,234.2,62.89,0.0,31.05,509,25.39
94,225,70,119,818.75,8.834,21,31,54.910000000000004,37.14,0.012767102,85.75399999999999,26.2,235.7,63.39,0.0,31.05,516:29:00,25.39
95,225,71,118,828.2,8.839,21,30,54.33555555555555,37.14,0.0129014915,85.81666666666666,26.13,237.2,63.89,0.0,31.05,521:32:00,25.19
96,224,71,118,839.32,8.838,21,30,53.66636363636364,37.14,0.013035882,86.1290909090909,25.95,240.9,64.91,0.0,31.05,515:24:00,25.19
97,224,71,118,847.36,8.836,21,30,53.08777777777778,37.14,0.013170273,86.15222222222222,25.72,245.5,66.16,0.0,31.05,512:28:00,25.19
98,225,72,118,853.76,8.834,21,30,52.7,37.14,0.013304663,85.813,25.62,248.6,66.52,0.0,31.05,526:33:00,25.19
99,226,73,118,861.73,8.838,21,30,52.61454545454546,37.14,0.013439054,87.1190909090909,25.58,251.1,66.5,0.0,31.05,518:32:00,25.19
100,224,72,118,873.71,8.839,21,30,52.84777777777778,37.14,0.013573444,87.20222222222222,25.54,253.6,66.48,0.0,31.05,517:30:00,24.67
101,223,72,117,883.03,8.837,21,30,53.279999999999994,37.14,0.013707835,86.737,25.47,255.8,66.72,0.0,31.05,517:29:00,24.67
102,225,72,117,892.89,8.838,21,30,53.74818181818182,37.14,0.013842225,85.68727272727273,25.39,257.7,67.14,0.0,31.05,518:29:00,24.67
103,224,73,118,899.35,8.834,21,29,54.23111111111111,37.14,0.013976616,85.49888888888889,25.26,258.1,66.96,0.0,31.05,517:23:00,24.67
104,222,72,118,907.87,8.837,21,29,54.532000000000004,37.14,0.014111007,85.72999999999999,25.14,258.4,66.74,0.0,31.05,511:31:00,24.67
105,223,71,119,917.98,8.838,21,30,54.776363636363634,37.14,0.014245397,88.27636363636363,25.02,258.7,66.52,0.0,31.05,456:07:01,24.71
106,225,71,119,926.39,8.837,21,30,54.94777777777777,37.14,0.014379787,87.72777777777777,24.89,259.1,66.3,0.0,31.05,489:01:00,24.71
107,227,73,119,935.81,8.839,21,30,55.07899999999999,37.14,0.014514178,87.28,24.81,257.4,66.13,0.0,31.05,264:38:00,24.71
108,226,75,122,944.93,8.837,21,29,55.15090909090909,37.14,0.014648569,85.85454545454546,24.75,255.4,65.97,0.0,31.05,526:41:00,24.71
109,223,74,123,953.57,8.838,21,29,55.15222222222222,37.14,0.01478296,86.07333333333332,25.1,255.3,65.94,0.0,31.05,526:35:00,24.74
110,223,74,123,961.88,8.837,21,29,55.102999999999994,37.14,0.014917349,87.402,25.29,255.2,65.9,0.0,31.05,522:35:00,24.74
111,224,74,122,969.74,8.834,21,29,54.900999999999996,37.14,0.01505174,87.634,25.44,255.2,65.85,0.0,31.05,532:49:00,24.74
112,224,74,118,978.26,8.837,21,29,54.55,37.14,0.015186131,87.322,25.59,255.2,65.81,0.0,31.05,528,24.74
113,224,75,116,988.35,8.838,21,29,54.29600000000001,37.15,0.015320522,87.904,25.74,255.1,65.73,0.0,31.05,535:47:00,24.74
114,224,75,115,996.73,8.837,21,29,54.190000000000005,37.15,0.015454912,86.81,26.0,254.8,65.32,0.0,31.05,539:47:00,24.74
115,224,74,114,1006.17,8.839,21,29,54.24666666666667,37.15,0.015589302,86.69,26.25,254.5,64.92,0.0,31.05,535:49:00,24.37
116,222,73,114,1015.5,8.837,21,29,54.522000000000006,37.15,0.015723692,87.81899999999999,26.47,253.8,64.66,0.0,31.05,535:47:00,24.37
117,224,73,114,1025.54,8.838,21,29,54.98909090909091,37.15,0.015858084,88.48545454545454,26.65,252.8,64.52,0.0,31.05,534:47:00,24.37
118,225,73,113,1033.05,8.837,21,29,55.574,37.15,0.015992474,86.744,26.84,251.9,64.38,0.0,31.05,535:43:00,24.37
119,224,73,114,1040.34,8.834,21,29,55.955555555555556,37.15,0.016126866,87.48444444444445,27.02,250.9,64.24,0.0,31.05,,24.37
120,223,73,114,1050.45,8.838,21,29,56.08,37.15,0.016261255,87.86999999999999,27.32,253.6,64.39,0.0,31.05,1057:43:00,24.12
121,224,73,114,1058.99,8.837,21,29,56.01777777777778,37.15,0.016395645,86.73333333333333,27.62,256.6,64.57,0.0,31.05,532:49:39,24.12
122,224,73,114,1069.09,8.838,21,29,55.775999999999996,37.15,0.016530037,85.946,27.76,256.4,64.14,0.0,31.05,527:48:00,24.12
123,224,74,115,1077.62,8.837,21,29,55.36727272727273,37.15,0.016664427,84.82545454545455,27.9,256.2,63.72,0.0,31.1,533,24.12
124,223,73,115,1087.48,8.838,21,29,55.035555555555554,37.15,0.016798817,86.76888888888888,28.02,253.9,63.43,0.0,31.05,544:53:00,24.12
125,223,72,113,1093.85,8.834,21,30,54.791999999999994,37.15,0.016933208,87.909,28.12,250.9,63.33,0.0,31.05,539:44:00,23.16
126,224,72,113,1101.43,8.837,21,30,54.57909090909091,37.15,0.017067598,86.90818181818182,28.11,249.2,65.34,0.0,31.05,523,23.16
127,225,73,113,1111.76,8.839,21,29,54.61888888888889,37.15,0.01720199,86.5488888888889,28.08,248.4,67.05,0.0,31.05,530:04:55,23.16
128,225,73,114,1121.09,8.837,21,29,54.927,37.15,0.01733638,86.64399999999999,28.05,247.9,68.71,0.0,31.1,540:48:00,23.16
129,224,74,113,1131.2,8.838,21,29,55.407272727272726,37.15,0.01747077,88.67272727272727,28.0,245.9,68.57,0.0,31.1,532:42:00,21.74
130,225,74,113,1139.72,8.837,21,29,55.99111111111111,37.15,0.017605161,87.95333333333333,27.94,243.7,68.2,0.0,31.1,531:44:00,21.74
131,224,75,114,1149.52,8.838,21,29,56.388999999999996,37.15,0.017739551,86.852,27.88,241.6,67.83,0.0,31.1,524,21.74
132,223,74,114,1155.19,8.834,21,29,56.53,37.15,0.017873941,85.06363636363636,27.86,241.0,67.52,0.0,31.05,1044,21.74
133,223,73,114,1162.09,8.836,21,29,56.455555555555556,37.15,0.018008333,86.03444444444443,27.86,240.9,67.24,0.0,31.05,525:38:00,21.74
134,223,72,115,1174.67,8.838,21,30,56.202999999999996,37.15,0.018142723,86.594,27.86,240.8,66.96,0.0,31.1,525:34:00,21.74
135,223,71,116,1182.95,8.837,21,30,55.76,37.15,0.018277112,87.44,27.85,240.8,66.67,0.0,31.1,529:20:00,20.4
136,223,70,116,1191.23,8.837,21,30,55.378888888888895,37.15,0.018411504,86.38333333333334,27.85,240.7,66.56,0.0,31.1,522:41:00,20.4
137,223,70,116,1199.76,8.837,21,30,55.125,37.15,0.018545894,85.25699999999999,27.85,240.7,66.5,0.0,31.05,527:38:00,20.4
138,225,70,116,1209.84,8.838,21,31,55.083000000000006,37.15,0.018680286,85.424,27.84,240.8,66.44,0.0,31.1,523:38:00,20.4
139,225,71,116,1218.36,8.837,21,30,55.233000000000004,37.15,0.018814676,86.842,27.84,240.8,66.39,0.0,31.1,529:39:00,20.4
140,224,72,116,1228.25,8.838,21,30,55.372,37.15,0.018949065,88.006,27.83,240.8,66.35,0.0,31.1,526:37:00,20.69
141,223,72,116,1234.93,8.834,21,30,55.298,37.15,0.019083457,87.684,27.8,240.8,66.34,0.0,31.1,530:38:00,20.69
142,224,71,116,1245.0,8.838,20,30,55.017999999999994,37.15,0.019217847,86.18100000000001,27.77,240.6,66.45,0.0,31.1,529:38:00,20.69
143,224,71,116,1253.28,8.837,20,30,54.713,37.15,0.019352237,87.03999999999999,27.72,240.3,66.61,0.0,31.1,526:35:00,20.69
144,224,71,116,1261.26,8.838,20,30,54.39555555555555,37.15,0.019486628,88.2011111111111,27.68,240.1,66.76,0.0,31.1,523:41:00,21.27
145,224,71,116,1269.07,8.834,20,30,54.04545454545455,37.15,0.019621018,88.46636363636364,27.62,240.2,66.82,0.0,31.1,522,21.27
146,225,71,116,1277.41,8.837,20,30,53.65,,0.01975541,87.173,27.57,240.4,66.88,0.0,31.1,527:39:00,21.27
147,226,73,115,1288.52,8.838,20,30,53.346000000000004,,0.0198898,85.795,27.52,240.1,66.76,0.0,31.1,530:47:00,21.27
148,226,74,115,1296.78,8.837,20,29,53.117,,0.02002419,86.283,27.47,239.6,66.54,0.0,31.1,537:47:00,21.27
149,225,75,114,1305.32,8.837,20,29,53.065999999999995,,0.020158581,88.39,27.48,239.2,66.35,0.0,31.1,536:47:00,21.27
150,224,75,114,1315.44,8.838,20,29,53.214999999999996,,0.020292971,88.138,27.67,238.8,66.27,0.0,31.1,531:41:00,21.66
151,223,76,114,1323.96,8.837,20,28,53.431,,0.020427361,87.696,27.79,238.6,66.27,0.0,31.05,534:49:00,21.66
152,222,75,114,1334.07,8.838,20,28,53.734,,0.020561753,87.428,27.9,238.3,66.27,0.0,31.1,540:47:00,21.66
153,223,74,114,1342.26,8.837,20,29,53.976,,0.020696143,87.481,28.02,237.5,66.39,0.0,31.1,527,21.66
154,224,74,113,1349.81,8.837,20,29,54.25599999999999,37.17,0.020830534,87.892,28.13,236.5,66.57,0.0,31.1,536:55:46,21.53
155,226,76,113,1359.13,8.837,20,28,54.608000000000004,37.17,0.020964924,88.322,28.21,235.9,66.73,0.0,31.1,535:46:00,21.53
156,226,78,114,1369.19,8.838,20,28,54.863,37.17,0.021099314,87.916,28.19,236.2,66.83,0.0,31.1,523,21.53
157,225,79,114,1377.51,8.837,20,27,55.07899999999999,37.17,0.021233706,87.409,28.17,236.5,66.94,0.0,31.1,521,21.53
158,225,81,114,1385.95,8.837,20,27,55.275,37.17,0.021368096,86.216,28.15,236.8,67.04,0.0,31.1,526:45:43,21.53
159,225,81,115,1395.33,8.839,20,27,55.36363636363637,37.17,0.021502485,87.85909090909091,28.14,237.1,67.14,0.0,31.1,543:56:00,21.53
160,224,81,115,1404.45,8.837,20,26,55.27111111111111,37.17,0.021636877,88.57444444444444,27.99,237.6,67.17,0.0,31.1,545:51:00,20.26
161,223,80,113,1412.97,8.837,20,27,55.176,37.17,0.021771267,87.59,27.81,238.2,67.17,0.0,31.1,536:52:00,20.26
162,223,79,113,1422.99,8.838,20,27,55.061,37.17,0.021905659,85.89099999999999,27.55,237.8,67.14,0.0,31.1,537:47:00,20.26
163,222,78,113,1430.54,8.837,20,27,54.934000000000005,37.17,0.022040049,87.363,27.35,237.4,66.95,0.0,31.1,523,20.26
164,222,76,113,1439.64,8.837,20,28,54.894000000000005,37.17,0.022174438,87.808,27.27,236.7,66.57,0.0,31.1,527:41:00,20.26
165,224,76,114,1448.11,8.837,20,28,54.940999999999995,37.17,0.02230883,87.491,27.28,235.7,66.1,0.0,31.1,531:41:00,19.8
166,225,78,115,1458.27,8.838,20,28,55.004,37.17,0.02244322,86.29400000000001,27.3,234.6,65.63,0.0,31.1,529:37:00,19.8
167,225,79,115,1466.52,8.837,20,27,55.242,37.17,0.02257761,88.271,27.32,233.5,65.17,0.0,31.1,521:34:00,19.8
168,224,78,116,1474.82,8.837,20,27,55.547000000000004,37.17,0.022712002,88.37899999999999,27.41,231.5,64.82,0.0,31.15,523:38:00,19.8
169,224,78,116,1483.33,8.837,20,27,55.74400000000001,37.17,0.022846391,85.949,27.49,229.5,64.47,0.0,31.1,526:37:00,19.8
170,224,78,116,1493.46,8.838,20,27,55.714999999999996,37.17,0.022980781,87.759,27.52,228.2,63.94,0.0,31.1,525:42:00,19.5
171,224,78,116,1501.54,8.837,20,27,55.58,37.17,0.023115173,87.894,27.54,227.0,63.39,0.0,31.1,529:38:00,19.5
172,225,79,116,1508.48,8.837,20,27,55.340999999999994,37.17,0.023249563,86.325,27.56,225.8,62.84,0.0,31.1,527:44:00,19.5
173,224,79,115,1518.27,8.837,20,27,55.088,37.17,0.023383955,87.685,27.59,224.3,62.33,0.0,31.1,541:56:00,19.5
174,223,79,115,1526.49,8.837,20,27,54.876999999999995,37.17,0.023518344,88.128,27.66,221.5,62.06,0.0,31.15,546:56:00,18.9
175,224,79,113,1534.1,8.837,20,27,54.741,37.17,0.023652734,85.991,27.73,218.7,61.79,0.0,31.1,545:57:00,18.9
176,224,78,112,1545.21,8.838,20,27,54.676,37.17,0.023787126,86.133,27.81,216.0,61.51,0.0,31.1,532,18.9
177,224,78,112,1553.49,8.837,20,27,54.638999999999996,37.17,0.023921516,88.228,27.94,213.9,61.22,0.0,31.1,541:49:00,18.9
178,224,78,112,1561.77,8.837,20,27,54.654999999999994,37.17,0.024055906,88.14099999999999,28.05,212.1,61.01,0.0,31.1,536:49:00,18.9
179,224,79,113,1570.05,8.837,20,27,54.696000000000005,37.17,0.024190297,85.853,28.12,210.6,60.93,0.0,31.1,536:44:00,18.9
180,224,79,113,1578.69,8.836,20,27,54.809000000000005,37.17,0.024324687,87.185,28.19,209.2,60.86,0.0,31.1,531:44:00,19.3
181,224,79,114,1589.94,8.834,20,27,55.035000000000004,37.17,0.024459079,88.525,28.27,208.3,61.0,0.0,31.1,524,19.3
182,224,79,114,1599.0,8.837,20,27,55.376999999999995,37.17,0.024593469,86.989,28.4,209.6,61.87,0.0,31.1,531:49:42,19.3
183,225,79,114,1607.31,8.837,20,27,55.657000000000004,37.17,0.024727859,86.86699999999999,28.54,212.7,62.6,0.0,31.15,531:43:00,19.3
184,225,80,115,1615.59,8.837,20,27,55.737,37.17,0.02486225,88.144,28.61,215.8,62.85,0.0,31.1,523,19.3
185,225,81,115,1624.12,8.837,20,27,55.452999999999996,37.17,0.02499664,88.127,28.49,215.0,62.38,0.0,31.15,531:52:00,20.34
186,223,80,115,1634.22,8.838,20,27,54.894000000000005,37.17,0.02513103,85.938,28.37,214.8,62.21,0.0,31.15,545:55:00,20.34
187,222,79,114,1642.5,8.837,20,27,54.396,37.17,0.025265422,88.22,28.26,216.7,63.25,0.0,31.15,541:00:00,20.34
188,223,78,112,1650.78,8.837,20,27,53.996,37.18,0.025399812,89.273,28.16,218.5,64.3,0.0,31.15,556:12:00,20.34
189,223,78,112,1659.31,8.837,20,27,53.737,37.18,0.025534203,87.034,28.05,220.4,64.94,0.0,31.15,559:11:00,20.34
190,223,77,110,1669.38,8.838,20,28,53.81,37.18,0.025668593,87.362,27.92,222.3,65.37,0.0,31.1,558:06:00,22.62
