time,watts,cadence,heartrate,distance,velocity_smooth,temp,torque,smo2,core_temperature,skin_temperature,respiration,tidal_volume,HeatStrainIndex,PercentageinZ2,TymeBreathRate,TymeVentilation
34,223,68,108,289.07,8.837,21,31,65.346,37.08,32.55,25.25,242.0,0.0,0.004354508,24.32,55.77
35,224,68,108,295.98,8.835,21,31,64.762,37.08,32.55,25.25,242.9,0.0,0.0044825817,24.59,56.15
36,225,69,108,304.3,8.837,21,31,64.171,37.08,32.55,24.31,243.8,0.0,0.004610656,24.85,56.51
37,225,69,108,313.08,8.838,21,31,63.387,37.08,32.55,24.31,244.7,0.0,0.0047387294,25.1,56.86
38,224,69,109,323.17,8.838,21,31,62.908,37.08,32.55,24.31,245.6,0.0,0.004866803,25.35,57.22
39,224,69,110,333.91,8.839,21,31,62.526,37.08,32.55,24.31,247.9,0.0,0.004994877,25.85,58.13
40,224,70,110,341.15,8.836,21,31,62.141,37.08,32.55,24.31,249.6,0.0,0.0051229508,26.26,58.85
41,225,70,110,348.79,8.836,21,31,61.924446,37.08,32.55,23.69,250.8,0.0,0.0052510244,26.57,59.33
42,225,70,110,358.75,8.838,21,31,61.655453,37.08,32.55,23.69,252.0,0.0,0.0053790985,26.88,59.81
43,224,70,110,367.73,8.837,21,31,61.362,37.08,32.55,23.69,255.5,0.0,0.005507172,27.32,60.86
44,223,70,111,376.76,8.838,21,30,61.086,37.08,32.55,23.69,260.8,0.0,0.0056352457,27.87,62.37
45,224,70,111,386.05,8.837,21,31,61.075,37.08,32.55,23.69,263.5,0.0,0.00576332,28.31,63.39
46,224,70,112,393.27,8.835,21,31,61.288,37.08,32.55,26.03,265.2,0.0,0.0058913934,28.72,64.21
47,224,69,112,401.59,8.837,21,31,61.254,37.08,32.55,26.03,266.9,0.0,0.006019467,28.99,65.03
48,223,69,112,412.18,8.839,21,31,61.086,37.08,32.55,26.03,268.6,0.0,0.006147541,29.19,65.85
49,223,68,112,420.17,8.835,21,31,60.912,37.08,32.55,26.03,270.1,0.0,0.0062756147,29.3,66.63
50,224,68,112,427.75,8.836,21,31,61.027,37.08,32.55,25.23,271.3,0.0,0.0064036883,29.34,67.38
51,225,69,112,437.42,8.838,21,31,61.436,37.08,32.55,25.23,273.9,0.0,0.0065317624,29.3,68.14
52,225,69,113,447.75,8.839,21,31,61.735,37.08,32.5,25.23,278.7,0.0,0.006659836,29.15,68.92
53,224,69,113,456.74,8.837,21,31,61.769,37.08,32.55,25.23,280.1,0.0,0.0067879097,28.87,69.44
54,224,69,113,463.65,8.835,21,31,61.423,37.08,32.55,25.23,279.8,0.0,0.0069159837,28.54,69.81
55,225,70,112,472.6,8.837,21,31,61.151,37.08,32.55,25.23,279.0,0.0,0.0070440574,28.17,70.39
56,225,70,113,482.96,8.839,21,31,61.169,37.08,32.5,25.08,276.9,0.0,0.007172131,27.69,71.73
57,224,69,113,491.91,8.837,21,31,61.354,37.08,32.5,25.08,279.2,0.0,0.007300205,27.28,72.99
58,224,69,113,501.53,8.838,21,31,61.451,37.08,32.55,25.08,283.7,0.0,0.0074282787,26.94,74.09
59,224,69,113,509.18,8.835,21,31,61.263,37.08,32.5,25.08,283.7,0.0,0.0075563523,26.82,74.0
60,224,70,114,516.77,8.836,21,31,60.974,37.08,32.55,24.99,283.7,0.0,0.0076844264,26.7,73.9
61,225,71,114,526.42,8.838,21,30,61.154,37.08,32.55,24.99,283.7,0.0,0.0078125,26.57,73.8
62,225,71,114,535.37,8.837,21,30,61.443,37.08,32.5,24.99,283.4,0.0,0.007940574,26.46,73.76
63,224,71,114,545.03,8.838,21,30,61.571,37.08,32.55,24.99,282.9,0.0,0.008068647,26.35,73.75
64,223,71,115,554.03,8.837,21,30,61.43,37.08,32.55,24.99,282.4,0.0,0.008196721,26.25,73.74
65,223,71,115,560.92,8.835,21,30,60.804,37.08,32.5,24.99,281.8,0.0,0.008324795,26.14,73.73
66,224,71,115,569.87,8.837,21,30,60.043,37.08,32.5,26.89,282.5,0.0,0.008452869,26.05,73.96
67,225,72,114,578.85,8.837,21,30,59.652,37.08,32.5,26.89,283.4,0.0,0.008580943,25.97,74.22
68,226,73,114,587.11,8.837,21,30,59.494,37.08,32.55,26.89,284.5,0.0,0.008709016,25.89,74.44
69,225,73,114,596.78,8.838,21,29,59.659,37.08,32.5,26.89,286.4,0.0,0.00883709,25.81,74.5
70,224,73,114,605.78,8.837,21,29,59.862,37.08,32.55,28.56,288.2,0.0,0.0089651635,25.72,74.59
71,223,73,115,615.44,8.838,21,29,59.51,37.08,32.5,28.56,289.7,0.0,0.009093238,25.6,74.7
72,223,72,115,624.41,8.837,21,30,59.124,37.08,32.5,28.56,291.2,0.0,0.009221312,25.48,74.82
73,223,71,115,634.03,8.838,21,30,59.249,37.08,32.5,28.56,292.8,0.0,0.009349385,25.36,74.93
74,224,71,117,643.03,8.837,21,30,59.377,37.08,32.5,28.56,294.4,0.0,0.009477459,25.35,75.37
75,224,71,117,649.93,8.835,21,30,59.393,37.08,32.5,27.7,296.0,0.0,0.0096055325,25.34,75.82
76,224,72,116,658.87,8.837,21,30,59.52,37.08,32.5,27.7,297.6,0.0,0.009733606,25.33,76.27
77,224,72,116,667.88,8.837,21,30,59.226,37.08,32.5,27.7,299.2,0.0,0.009861681,25.31,76.71
78,224,71,116,676.16,8.837,21,30,58.657,37.08,32.5,27.7,302.2,0.0,0.009989754,25.28,77.18
79,224,71,116,685.81,8.838,21,30,58.434,37.08,32.5,27.7,307.8,0.0,0.010117828,25.22,77.67
80,223,71,116,696.17,8.839,21,30,58.418,37.08,32.5,27.7,308.5,0.0,0.0102459015,25.12,77.52
81,223,71,116,703.78,8.835,21,30,58.398,37.08,32.5,27.52,307.3,0.0,0.010373975,25.0,77.14
82,223,70,116,710.86,8.835,21,30,58.427,37.08,32.55,27.52,306.2,0.0,0.010502049,24.89,76.76
83,224,70,116,719.98,8.838,21,31,58.542,37.08,32.5,27.52,305.3,0.0,0.010630123,24.75,76.55
84,224,69,117,729.68,8.837,21,31,58.746,37.08,32.5,27.52,305.4,0.0,0.010758197,24.54,76.91
85,225,70,117,739.64,8.838,21,31,59.018,37.08,32.5,26.61,306.8,0.0,0.010886271,24.44,77.17
86,224,71,116,748.62,8.837,21,30,59.422,37.08,32.5,26.61,309.6,0.0,0.011014344,24.49,77.31
87,224,71,116,755.52,8.835,21,30,59.894,37.08,32.5,26.61,312.9,0.0,0.011142418,24.56,77.63
88,224,71,116,764.46,8.837,21,30,60.399,37.08,32.5,26.61,316.8,0.0,0.011270491,24.66,78.27
89,223,70,116,774.82,8.839,21,30,60.956,37.08,32.5,26.61,320.7,0.0,0.011398566,24.76,78.9
90,223,69,116,783.31,8.837,21,31,61.388,37.08,32.5,26.01,323.5,0.0,0.01152664,24.79,78.9
91,223,69,117,790.1,8.835,21,31,61.607,37.08,32.5,26.01,326.2,0.0,0.011654713,24.82,78.9
92,224,69,116,799.28,8.837,21,31,61.708,37.08,32.5,26.01,329.0,0.0,0.011782787,24.84,78.9
93,224,69,116,810.02,8.839,21,31,61.94,37.08,32.5,26.01,329.3,0.0,0.01191086,24.99,78.54
94,223,68,116,819.0,8.837,21,31,62.22,37.08,32.5,26.01,326.1,0.0,0.012038934,25.31,77.69
95,223,67,116,827.28,8.837,21,32,62.497,37.08,32.5,26.01,326.6,0.0,0.012167009,25.59,77.52
96,223,67,115,835.55,8.837,21,32,62.79,37.08,32.5,25.61,327.6,0.0,0.012295082,25.86,77.44
97,223,67,115,844.55,8.838,21,32,62.995,37.08,32.5,25.61,326.9,0.0,0.012423156,25.9,76.94
98,224,67,115,852.57,8.835,21,32,63.033,37.08,32.5,25.61,326.1,0.0,0.012551229,25.93,76.44
99,224,67,115,861.76,8.837,21,32,63.007,37.08,32.5,25.61,325.4,0.0,0.012679303,25.97,75.94
100,224,67,115,872.12,8.839,21,32,63.042,37.08,32.5,25.61,321.4,0.0,0.012807377,26.04,75.5
101,224,67,114,879.72,8.835,21,32,63.139,37.08,32.5,26.13,316.3,0.0,0.012935451,26.13,75.27
102,223,67,115,888.68,8.837,21,32,63.153,37.08,32.5,26.13,316.4,0.0,0.013063525,26.18,75.82
103,224,66,114,899.03,8.839,21,32,63.069,37.08,32.5,26.13,316.6,0.0,0.0131915985,26.23,76.36
104,224,66,114,906.63,8.835,21,32,62.947,37.08,32.5,26.13,315.4,0.0,0.013319672,26.23,76.34
105,225,67,115,914.22,8.836,21,32,62.756,37.08,32.5,26.87,314.4,0.0,0.013447746,26.17,76.09
106,226,68,116,923.84,8.838,21,32,62.563,37.08,32.5,26.87,314.6,0.0,0.013575819,26.08,75.99
107,226,70,116,932.84,8.837,21,31,62.331,37.08,32.5,26.87,314.8,0.0,0.013703894,25.99,75.91
108,225,70,116,942.49,8.838,21,31,62.024,37.08,32.5,26.87,313.7,0.0,0.0138319675,25.95,76.09
109,225,71,116,951.45,8.837,21,30,61.59,37.08,32.5,26.87,312.7,0.0,0.013960041,25.92,76.27
110,224,72,114,958.38,8.835,21,30,61.243,37.08,32.5,26.18,311.7,0.0,0.014088115,25.87,76.46
111,224,72,112,966.72,8.837,21,30,60.992,37.08,32.5,26.18,310.7,0.0,0.014216188,25.7,76.75
112,223,71,111,976.01,8.837,21,30,60.661,37.08,32.5,26.18,309.7,0.0,0.014344262,25.53,77.05
113,223,70,110,985.98,8.838,21,30,60.379,37.08,32.5,26.18,308.8,0.0,0.0144723365,25.37,77.35
114,224,70,110,994.96,8.837,21,31,60.144,37.08,32.45,26.18,308.7,0.0,0.01460041,25.24,77.65
115,224,71,112,1004.61,8.838,21,30,59.383,37.08,32.5,24.54,308.6,0.0,0.014728484,25.1,77.95
116,224,71,112,1012.21,8.835,21,30,58.357,37.08,32.45,24.54,308.5,0.0,0.014856557,24.97,78.24
117,224,70,111,1021.17,8.837,21,31,57.989,37.08,32.5,24.54,308.3,0.0,0.014984631,24.83,78.55
118,224,70,112,1030.15,8.837,21,31,57.903,37.08,32.5,24.54,306.2,0.0,0.015112705,24.65,79.25
119,224,70,112,1039.18,8.838,21,31,58.204445,37.08,32.45,24.54,306.5,0.0,0.015240779,24.48,79.9
120,224,69,111,1048.47,8.837,21,31,58.65818,37.08,32.45,24.54,312.0,0.0,0.015368853,24.37,80.44
121,223,69,111,1055.68,8.835,21,31,58.749,37.08,32.5,24.23,314.6,0.0,0.015496926,24.32,80.44
122,223,69,111,1064.02,8.837,21,31,58.633,37.08,32.5,24.23,316.1,0.0,0.015625,24.28,80.27
123,223,69,112,1074.61,8.839,21,31,58.743,37.08,32.5,24.23,317.7,0.0,0.015753074,24.24,80.1
124,223,68,112,1082.6,8.835,21,31,59.247,37.08,32.5,24.23,317.9,0.0,0.015881147,24.19,79.78
125,223,66,112,1091.56,8.837,21,32,59.941113,37.08,32.5,24.81,316.1,0.0,0.01600922,24.14,79.22
126,223,66,112,1101.91,8.839,21,32,60.57,37.08,32.5,24.81,314.2,0.0,0.016137294,24.09,78.67
127,223,66,112,1109.51,8.835,21,32,60.941,37.08,32.45,24.81,312.4,0.0,0.016265368,24.04,78.11
128,223,65,112,1118.47,8.837,21,33,60.684,37.08,32.5,24.81,309.1,0.0,0.016393442,24.05,77.49
129,223,65,111,1126.07,8.835,21,33,60.884,37.08,32.45,24.81,304.8,0.0,0.016521517,24.09,76.81
130,223,64,112,1134.4,8.837,21,33,61.873,37.08,32.5,24.42,302.8,0.0,0.01664959,24.15,76.78
131,224,64,111,1142.39,8.838,21,33,62.869,37.08,32.5,24.42,305.2,0.0,0.016777664,24.23,77.98
132,224,64,111,1152.17,8.838,21,33,63.292,37.08,32.5,24.42,307.6,0.0,0.016905738,24.31,79.19
133,224,64,111,1164.01,8.839,21,33,63.46,37.08,32.45,24.42,310.1,0.0,0.017033812,24.43,79.91
134,224,64,110,1171.61,8.835,21,33,63.557,37.08,32.5,24.42,312.7,0.0,0.017161885,24.57,80.34
135,224,64,108,1180.57,8.837,21,33,63.634,37.08,32.5,23.36,315.1,0.0,0.017289959,24.73,80.87
136,224,63,108,1189.03,8.837,21,34,63.694,37.08,32.5,23.36,316.5,0.0,0.017418033,25.0,81.85
137,224,63,108,1198.15,8.838,21,34,63.787,37.08,32.45,23.36,317.9,0.0,0.017546106,25.27,82.84
138,224,63,109,1206.57,8.835,21,34,63.852,37.08,32.5,23.36,323.4,0.0,0.01767418,25.88,85.99
139,224,63,109,1215.76,8.837,21,34,63.734,37.08,32.5,23.36,327.6,0.0,0.017802253,26.38,87.89
140,225,64,110,1222.97,8.836,21,34,63.567,37.08,32.45,23.84,329.2,0.0,0.017930327,26.67,88.15
141,225,64,110,1231.92,8.837,21,34,63.463,37.08,32.5,23.84,330.9,0.0,0.018058402,26.97,88.41
142,225,65,111,1242.05,8.839,21,33,63.168,37.08,32.45,23.84,332.9,0.0,0.018186476,27.2,88.84
143,225,66,111,1249.06,8.836,21,33,62.576,37.08,32.45,23.84,334.9,0.0,0.01831455,27.42,89.31
144,224,66,111,1257.7,8.836,21,32,61.984,37.08,32.5,23.84,337.1,0.0,0.018442623,27.56,89.93
145,224,66,111,1269.57,8.839,21,32,61.57,37.08,32.45,23.84,339.7,0.0,0.018570697,27.61,90.75
146,224,66,111,1276.8,8.836,21,32,61.432,37.08,32.45,24.16,341.7,0.0,0.01869877,27.59,91.42
147,224,66,110,1285.75,8.837,21,32,61.484,37.08,32.45,24.16,343.2,0.0,0.018826844,27.5,91.93
148,224,66,110,1295.11,8.837,21,32,61.508,37.08,32.45,24.16,338.3,0.0,0.018954918,27.46,90.97
149,224,66,107,1302.89,8.837,21,32,61.466,37.08,32.45,24.16,329.9,0.0,0.019082991,27.47,89.35
150,224,66,106,1312.66,8.838,21,32,61.628,37.08,32.45,24.16,320.4,0.0,0.019211065,27.6,88.29
151,223,65,107,1323.41,8.839,21,33,61.752,37.08,32.5,24.38,319.4,0.0,0.019339139,27.84,88.3
152,222,65,108,1331.0,8.835,21,33,61.792,37.08,32.5,24.38,320.8,0.0,0.019467212,28.09,88.56
153,222,64,108,1339.96,8.837,21,33,61.702,37.08,32.45,24.38,321.8,0.0,0.019595288,28.25,88.48
154,223,63,109,1347.56,8.835,21,34,61.406,37.08,32.45,24.38,322.9,0.0,0.019723361,28.41,88.4
155,225,63,109,1356.53,8.837,20,34,61.148,37.08,32.45,24.38,323.9,0.0,0.019851435,28.57,88.32
156,225,63,109,1365.5,8.837,20,34,61.05,37.08,32.45,24.12,324.6,0.0,0.019979509,28.72,88.26
157,225,64,109,1375.16,8.838,20,34,60.904,37.08,32.5,24.12,324.4,0.0,0.020107582,28.85,88.24
158,224,64,109,1382.38,8.836,20,33,60.658,37.08,32.45,24.12,324.3,0.0,0.020235656,28.99,88.22
159,224,64,109,1391.33,8.837,20,33,60.423332,37.08,32.45,24.12,324.2,0.0,0.02036373,29.13,88.2
160,224,64,109,1402.07,8.839,20,33,60.160908,37.08,32.45,23.56,314.9,0.0,0.020491803,29.37,86.77
161,224,64,111,1409.67,8.835,20,33,59.692,37.08,32.45,23.56,309.0,0.0,0.020619877,29.48,85.99
162,225,65,112,1418.63,8.837,20,33,59.455,37.08,32.45,23.56,304.2,0.0,0.02074795,29.55,85.42
163,226,66,112,1427.6,8.837,20,33,59.457,37.08,32.45,23.56,301.6,0.0,0.020876024,29.55,85.19
164,226,67,112,1437.26,8.838,20,32,59.879,37.08,32.45,23.56,303.5,0.0,0.021004098,29.43,85.67
165,225,68,112,1444.86,8.835,20,32,60.768,37.08,32.45,22.79,304.5,0.0,0.021132173,29.28,85.9
166,224,69,112,1453.82,8.837,20,31,61.718,37.08,32.45,22.79,305.4,0.0,0.021260247,29.13,86.11
167,224,70,112,1462.79,8.837,20,31,62.481,37.09,32.45,22.79,307.8,0.0,0.02138832,28.64,86.52
168,225,72,112,1471.8,8.838,20,30,63.014,37.09,32.45,22.79,307.4,0.0,0.021516394,28.37,86.24
169,225,74,112,1481.1,8.837,20,29,62.963,37.09,32.45,22.79,306.7,0.0,0.021644467,28.13,85.89
170,225,74,113,1491.08,8.838,20,29,63.009,37.09,32.45,22.79,305.9,0.0,0.021772541,27.88,85.55
171,225,75,113,1500.04,8.837,20,29,63.119,37.09,32.45,21.49,303.9,0.0,0.021900615,27.48,85.33
172,225,76,112,1506.95,8.835,20,28,62.887,37.09,32.45,21.49,302.1,0.0,0.022028688,27.1,85.16
173,225,75,112,1514.54,8.836,20,29,62.446,37.09,32.45,21.49,301.6,0.0,0.022156762,26.89,85.36
174,225,75,112,1524.2,8.838,20,29,62.012,37.09,32.45,21.49,301.0,0.0,0.022284836,26.69,85.57
175,224,76,112,1533.17,8.837,20,28,61.385,37.09,32.45,22.2,302.7,0.0,0.02241291,26.66,85.62
176,224,76,113,1541.45,8.837,20,28,60.758,37.09,32.45,22.2,304.7,0.0,0.022540983,26.69,85.6
177,224,76,112,1551.11,8.838,20,28,60.469,37.09,32.45,22.2,305.8,0.0,0.022669058,26.78,85.35
178,224,76,112,1560.05,8.837,20,28,60.8,37.09,32.45,22.2,306.9,0.0,0.022797132,26.88,85.1
179,224,76,111,1569.72,8.838,20,28,61.633,37.09,32.45,22.2,308.0,0.0,0.022925206,26.97,84.86
180,223,76,111,1578.7,8.837,20,28,62.331,37.09,32.45,23.07,307.8,0.0,0.02305328,27.09,84.59
181,223,75,111,1586.99,8.837,20,28,62.854,37.09,32.45,23.07,307.2,0.0,0.023181353,27.21,84.31
182,224,75,110,1596.66,8.838,20,29,63.273,37.09,32.45,23.07,308.0,0.0,0.023309426,27.28,84.55
183,224,75,109,1605.13,8.837,20,29,63.633,37.09,32.45,23.07,309.8,0.0,0.0234375,27.33,85.15
184,224,75,110,1611.9,8.835,20,29,63.915,37.09,32.45,23.07,311.5,0.0,0.023565574,27.32,85.42
185,223,75,109,1621.11,8.837,20,28,64.09889,37.09,32.45,22.86,313.1,0.0,0.023693647,27.24,85.09
186,223,74,109,1630.47,8.837,20,29,64.03727,37.09,32.45,22.86,313.8,0.0,0.02382172,27.13,84.72
187,223,73,108,1639.5,8.838,20,29,64.143,37.09,32.45,22.86,311.1,0.0,0.023949794,26.97,84.14
188,224,73,110,1648.79,8.837,20,29,64.319,37.09,32.45,22.86,308.4,0.0,0.024077868,26.81,83.57
189,225,74,110,1658.75,8.838,20,29,64.631,37.09,32.45,22.86,305.9,0.0,0.024205942,26.66,83.17
190,224,75,111,1666.33,8.835,20,29,64.875,37.09,32.45,21.54,303.9,0.0,0.024334017,26.54,83.32
191,224,74,111,1673.93,8.836,20,29,65.025,37.09,32.45,21.54,301.9,0.0,0.02446209,26.43,83.46
192,224,74,111,1682.98,8.838,20,29,64.964,37.09,32.45,21.54,300.3,0.0,0.024590164,26.32,83.69
193,224,73,111,1692.24,8.837,20,29,64.728,37.09,32.45,21.54,302.8,0.0,0.024718238,26.28,84.69
194,223,73,111,1702.21,8.838,20,29,64.428,37.09,32.45,21.54,305.4,0.0,0.024846312,26.24,85.61
195,223,72,110,1709.82,8.835,20,30,63.883,37.09,32.4,21.54,308.0,0.0,0.024974385,26.18,86.27
196,223,72,110,1718.76,8.837,20,30,63.316,37.09,32.4,21.84,310.3,0.0,0.025102459,26.11,86.84
197,224,72,110,1727.74,8.837,20,30,63.262222,37.09,32.45,21.84,308.4,0.0,0.025230533,26.12,85.9
198,223,71,110,1737.41,8.838,20,30,63.486668,37.09,32.4,21.84,306.4,0.0,0.025358606,26.14,84.96
199,223,70,110,1745.01,8.835,20,30,63.816666,37.09,32.45,21.84,304.5,0.0,0.02548668,26.18,84.13
200,223,70,111,1753.98,8.837,20,30,63.982,37.09,32.4,21.84,302.6,0.0,0.025614753,26.25,83.4
201,224,70,112,1763.71,8.839,20,31,64.031,37.09,32.4,22.43,300.8,0.0,0.025742827,26.32,82.66
202,224,70,113,1771.69,8.835,20,31,63.917,37.09,32.4,22.43,296.7,0.0,0.025870902,26.39,81.14
203,224,70,113,1780.86,8.837,20,31,63.704445,37.09,32.4,22.43,292.1,0.0,0.025998976,26.45,79.41
204,224,70,113,1789.85,8.837,20,31,63.495453,37.09,32.45,22.43,286.9,0.0,0.02612705,26.49,77.1
205,225,70,111,1799.52,8.838,20,31,63.336,37.09,32.4,23.62,281.1,0.0,0.026255123,26.53,74.29
206,225,71,111,1806.74,8.836,20,30,63.117,37.09,32.4,23.62,277.3,0.0,0.026383197,26.56,73.59
207,225,73,111,1814.4,8.836,20,29,62.832,37.09,32.45,23.62,273.7,0.0,0.02651127,26.6,73.1
208,225,74,112,1824.36,8.838,20,29,62.577,37.09,32.45,23.62,269.9,0.0,0.026639344,26.81,71.95
209,226,74,112,1833.33,8.837,20,29,62.422,37.09,32.45,23.62,267.2,0.0,0.026767418,26.99,70.97
210,226,75,112,1841.11,8.837,20,29,62.266,37.09,32.45,23.62,267.2,0.0,0.026895491,27.08,70.34
211,224,77,113,1850.89,8.838,20,28,62.087,37.09,32.45,24.01,267.1,0.0,0.027023565,27.17,69.72
212,222,76,113,1860.24,8.837,20,28,61.885555,37.09,32.45,24.01,266.3,0.0,0.027151639,27.22,69.24
213,223,75,113,1868.75,8.838,20,28,61.532726,37.09,32.45,24.01,264.6,0.0,0.027279712,27.24,68.93
214,224,74,113,1878.18,8.837,20,29,60.72,37.09,32.45,24.01,262.8,0.0,0.027407788,27.25,68.61
215,225,74,111,1888.53,8.838,20,29,59.691,37.09,32.45,24.01,261.1,0.0,0.027535861,27.27,68.3
216,225,75,111,1896.13,8.835,20,29,59.197,37.09,32.5,22.7,262.7,0.0,0.027663935,27.43,68.72
217,225,76,111,1903.21,8.835,20,28,58.892,37.09,32.45,22.7,264.9,0.0,0.027792009,27.62,69.25
218,224,76,110,1911.69,8.837,20,28,59.142,37.09,32.5,22.7,268.3,0.0,0.027920082,27.83,69.89
219,224,76,110,1921.03,8.838,20,28,59.936,37.09,32.5,22.7,269.6,0.0,0.028048156,27.9,70.12
220,223,75,109,1930.32,8.837,20,28,60.394,37.09,32.5,22.7,270.2,0.0,0.02817623,27.91,70.21
221,223,75,109,1940.29,8.838,20,28,60.959,37.09,32.45,24.58,270.7,0.0,0.028304303,27.93,70.29
222,224,75,109,1949.26,8.837,20,29,61.616,37.09,32.45,24.58,271.0,0.0,0.028432377,27.95,70.29
223,225,76,109,1957.54,8.837,20,28,62.143,37.09,32.5,24.58,270.9,0.0,0.02856045,27.97,70.19
224,224,75,109,1967.2,8.838,20,29,62.497,37.09,32.5,24.58,270.8,0.0,0.028688524,27.99,70.09
225,223,74,109,1974.76,8.835,20,29,63.019,37.09,32.5,25.84,269.4,0.0,0.028816598,28.02,69.94
226,223,74,109,1982.36,8.836,20,29,63.417,37.09,32.5,25.84,266.5,0.0,0.028944673,28.07,69.73
227,225,75,109,1992.04,8.838,20,29,63.463,37.09,32.45,25.84,267.9,0.0,0.029072747,28.06,69.82
228,225,76,109,2000.49,8.837,20,28,63.722,37.09,32.5,25.84,270.1,0.0,0.02920082,28.03,69.96
229,225,76,108,2007.1,8.837,20,28,64.203,37.09,32.5,25.84,271.8,0.0,0.029328894,28.0,69.82
230,224,76,108,2015.52,8.837,20,28,64.624,37.09,32.45,27.06,273.5,0.0,0.029456967,27.98,69.56
231,224,77,108,2027.92,8.837,20,28,64.949,37.09,32.5,27.06,276.8,0.0,0.029585041,27.96,69.71
232,224,77,108,2037.58,8.838,20,28,65.147,37.09,32.5,27.06,283.2,0.0,0.029713115,27.95,70.58
233,224,77,109,2046.52,8.837,20,28,65.316,37.09,32.5,27.06,286.5,0.0,0.029841188,27.91,71.29
234,224,76,109,2054.81,8.837,20,28,65.059,37.09,32.45,27.06,289.1,0.0,0.029969262,27.87,71.97
