time,watts,cadence,heartrate,distance,velocity_smooth,temp,torque,core_temperature
0,216,76,91,0.0,8.837,,27,37.11
1,216,76,91,3.27,8.835,,27,37.11
2,215,76,91,7.06,8.834,,27,37.11
3,215,75,92,15.56,8.837,,27,37.11
4,215,73,93,25.69,8.838,26,28,37.11
5,215,72,94,34.2,8.837,26,29,37.11
6,215,71,95,44.11,8.838,26,29,37.11
7,214,71,94,50.72,8.834,26,29,37.11
8,215,70,94,61.1,8.839,26,29,37.11
9,216,69,93,71.03,8.838,26,30,37.11
10,216,69,94,77.62,8.834,26,30,37.11
11,215,68,95,87.79,8.839,26,30,37.11
12,215,68,95,96.43,8.839,26,30,37.11
13,216,68,97,104.34,8.834,26,30,37.11
14,218,69,99,112.82,8.837,26,30,37.11
15,217,70,100,123.15,8.839,26,30,37.11
16,216,71,101,133.35,8.838,26,29,37.11
17,216,71,102,141.4,8.836,26,29,37.11
18,216,71,102,148.01,8.834,26,29,37.11
19,215,71,103,158.37,8.839,26,29,37.11
20,214,70,104,168.29,8.838,26,29,37.11
21,215,68,106,174.87,8.834,26,30,37.11
22,216,68,106,185.27,8.839,26,30,37.11
23,216,68,107,195.17,8.838,26,30,37.11
24,216,68,108,201.78,8.834,26,30,37.11
25,216,68,108,211.98,8.838,26,30,37.12
26,216,68,108,220.25,8.837,26,30,37.12
27,216,69,109,228.69,8.837,26,30,37.12
28,215,69,109,238.84,8.838,26,30,37.12
29,215,68,109,247.17,8.837,26,30,37.12
30,216,67,109,255.45,8.837,26,31,37.12
31,217,67,109,263.94,8.837,26,31,37.12
32,216,68,110,273.87,8.838,26,30,37.12
33,216,68,110,280.49,8.834,26,30,37.12
34,217,69,111,290.79,8.839,26,30,37.12
35,216,69,110,300.72,8.838,26,30,37.12
36,216,69,110,306.39,8.834,26,30,37.12
37,216,69,109,316.73,8.839,26,30,37.12
38,216,69,110,325.03,8.837,26,30,37.12
39,216,69,110,335.34,8.839,26,30,37.12
40,217,69,110,342.53,8.834,26,30,37.12
41,217,70,110,352.88,8.839,26,30,37.12
42,216,70,111,362.87,8.838,26,29,37.12
43,216,70,111,369.16,8.834,25,29,37.12
44,215,69,112,376.08,8.836,25,30,37.12
45,216,69,113,388.14,8.839,25,30,37.12
46,216,69,113,398.07,8.838,25,30,37.12
47,216,69,113,404.7,8.834,25,30,37.12
48,215,69,113,415.05,8.839,25,30,37.12
49,216,68,113,424.94,8.838,25,30,37.12
50,216,68,113,430.57,8.834,25,30,37.12
51,216,68,112,441.75,8.838,25,30,37.12
52,216,68,112,450.03,8.837,25,30,37.12
53,217,68,112,458.3,8.837,25,30,37.12
54,218,70,112,466.73,8.837,25,30,37.12
55,217,71,112,476.9,8.838,25,29,37.12
56,216,71,112,485.22,8.837,25,29,37.12
57,215,70,112,493.5,8.837,25,29,37.13
58,215,70,112,501.9,8.837,25,29,37.13
59,216,70,113,511.32,8.839,25,29,37.13
60,216,70,113,522.28,8.838,25,29,37.13
61,216,69,114,528.62,8.834,25,30,37.13
62,217,69,115,536.16,8.837,25,30,37.13
63,217,70,115,547.54,8.839,25,30,37.13
64,217,70,115,557.46,8.838,25,30,37.13
65,216,71,115,563.81,8.834,25,29,37.13
66,216,71,115,571.38,8.837,25,29,37.13
67,216,72,115,582.51,8.838,25,29,37.13
68,216,72,115,591.01,8.837,25,29,37.13
69,216,71,115,600.93,8.838,25,29,37.13
70,215,71,116,607.57,8.834,25,29,37.13
71,216,71,116,617.72,8.838,25,29,37.13
72,216,70,117,626.18,8.837,25,29,37.13
73,216,70,117,636.13,8.838,25,29,37.13
74,216,70,117,642.76,8.834,25,29,37.13
75,215,69,118,653.11,8.839,25,30,37.13
76,216,69,118,663.25,8.838,25,30,37.13
77,217,70,118,671.22,8.836,25,30,37.13
78,217,70,118,676.38,8.834,25,30,37.13
79,216,71,118,686.24,8.838,25,29,37.13
80,216,71,118,697.63,8.839,25,29,37.13
81,216,71,118,705.89,8.837,25,29,37.13
82,216,71,118,712.12,8.834,25,29,37.13
83,216,71,116,720.76,8.838,25,29,37.13
84,216,71,116,731.77,8.837,25,29,37.13
85,216,71,116,742.03,8.839,25,29,37.13
86,217,71,115,751.43,8.839,25,29,37.13
87,216,71,115,758.47,8.834,25,29,37.13
88,216,71,115,766.97,8.837,25,29,37.13
89,216,71,116,777.32,8.839,25,29,37.13
90,216,71,117,787.24,8.838,25,29,37.13
91,216,71,117,793.66,8.834,25,29,37.13
92,216,71,118,802.17,8.837,25,29,37.13
93,217,72,118,812.31,8.838,25,29,37.13
94,216,72,117,820.79,8.837,25,29,37.13
95,216,72,116,830.65,8.838,25,29,37.13
96,216,72,116,836.34,8.834,25,29,37.13
97,216,72,115,847.5,8.838,25,29,37.13
98,216,72,115,855.98,8.837,24,29,37.13
99,216,72,115,866.04,8.838,24,29,37.13
100,216,72,115,873.58,8.837,24,29,37.13
101,216,71,115,880.82,8.834,24,29,37.13
102,215,71,115,891.16,8.839,24,29,37.13
103,215,70,115,901.28,8.838,24,29,37.13
104,216,70,114,909.8,8.837,24,29,37.13
105,217,71,115,919.66,8.838,24,29,37.13
106,217,72,115,925.32,8.834,24,29,37.13
107,215,73,116,934.64,8.837,24,28,37.13
108,214,72,116,945.0,8.839,24,28,37.13
109,215,71,115,954.92,8.838,24,29,37.13
110,216,71,115,961.08,8.834,24,29,37.13
111,217,71,116,967.02,8.836,24,29,37.13
112,216,71,117,980.08,8.839,24,29,37.13
113,216,71,117,989.52,8.839,24,29,37.13
114,215,70,116,998.4,8.836,24,29,37.15
115,216,70,115,1004.93,8.834,24,29,37.15
116,216,70,116,1014.36,8.839,24,29,37.15
117,216,70,115,1023.67,8.837,24,29,37.15
118,217,71,114,1033.56,8.838,24,29,37.15
119,216,72,112,1040.22,8.834,24,29,37.15
120,216,71,112,1050.27,8.838,24,29,37.15
121,216,71,112,1057.8,8.837,24,29,37.15
122,216,72,113,1068.14,8.839,24,29,37.15
123,216,71,113,1075.06,8.837,24,29,37.15
124,215,70,113,1084.74,8.837,24,29,37.15
125,215,69,113,1094.06,8.837,24,30,37.15
126,215,69,113,1103.9,8.838,24,30,37.15
127,215,69,113,1109.58,8.834,24,30,37.15
128,216,68,113,1120.89,8.839,24,30,37.15
129,216,68,114,1130.85,8.838,24,30,37.15
130,216,69,114,1137.45,8.834,24,30,37.15
131,216,69,112,1147.86,8.839,24,30,37.15
132,216,69,111,1157.84,8.838,24,30,37.15
133,216,69,110,1164.75,8.837,24,30,37.15
134,217,70,109,1172.66,8.834,24,30,37.16
135,217,71,110,1182.83,8.838,24,29,37.16
136,217,71,110,1191.33,8.837,24,29,37.16
137,216,72,111,1201.69,8.839,24,29,37.16
138,215,71,112,1211.6,8.838,24,29,37.16
139,216,71,112,1218.02,8.834,24,29,37.16
140,216,71,112,1226.51,8.837,24,29,37.16
141,215,71,112,1236.42,8.838,24,29,37.16
142,215,71,113,1243.08,8.834,24,29,37.16
143,215,69,114,1253.22,8.838,24,30,37.16
144,216,69,114,1261.71,8.837,24,30,37.16
145,217,70,114,1272.07,8.839,24,30,37.16
146,216,71,114,1281.98,8.838,24,29,37.16
147,215,71,113,1288.41,8.834,24,29,37.16
148,216,69,112,1296.89,8.837,24,30,37.16
149,216,69,112,1307.28,8.839,24,30,37.16
150,216,70,113,1317.17,8.838,24,29,37.16
151,217,70,113,1323.6,8.834,24,30,37.16
152,217,71,112,1332.1,8.837,24,29,37.16
153,216,72,111,1342.15,8.838,24,29,37.16
154,215,71,111,1349.69,8.837,24,29,37.16
155,215,70,112,1358.78,8.835,24,29,37.16
156,216,70,112,1367.26,8.822,24,29,37.16
157,217,71,111,1377.44,8.852,24,29,37.16
158,216,72,112,1385.94,8.837,24,29,37.16
159,215,71,111,1395.84,8.838,24,29,37.16
160,216,71,111,1402.47,8.834,24,29,37.16
161,216,71,111,1412.56,8.838,24,29,37.16
162,216,71,112,1420.97,8.837,24,29,37.16
163,215,70,113,1430.4,8.839,24,29,37.16
164,216,70,113,1436.63,8.834,24,29,37.16
165,216,70,113,1446.98,8.839,24,29,37.16
166,215,70,111,1455.27,8.837,24,29,37.16
167,216,70,110,1466.44,8.838,24,29,37.16
168,218,71,110,1474.49,8.836,24,29,37.16
169,217,72,110,1481.14,8.834,24,29,37.16
170,215,72,111,1491.27,8.838,24,29,37.17
171,216,73,112,1499.77,8.837,24,28,37.17
172,217,74,113,1509.9,8.838,24,28,37.17
