time,watts,cadence,heartrate,distance,velocity_smooth,temp,torque,smo2,hrv,core_temperature,skin_temperature,respiration,tidal_volume,HeatStrainIndex,PercentageinZ2,TymeBreathRate,TymeVentilation
0,225,75,98,0.0,8.837,,29,72.942726,,,,,219.5,0.0,1.18427284E-4,12.98,34.79
1,224,75,98,5.41,8.838,,29,73.24333,593:43:0,37.14,32.5,,219.9,0.0,2.3685457E-4,13.08,34.98
2,224,75,98,11.07,8.838,23,29,73.51111,587,37.14,32.5,,220.3,0.0,3.5528187E-4,13.18,35.18
3,225,75,99,19.35,8.837,23,29,73.63167,599:0:51,37.15,32.5,,220.7,0.0,4.7370914E-4,13.27,35.37
4,226,76,101,27.8,8.837,23,28,73.84333,587,37.15,32.5,,221.2,0.0,5.921364E-4,13.37,35.56
5,223,77,102,37.99,8.838,23,28,74.31111,593:47:0,37.15,32.5,21.26,221.6,0.0,7.1056373E-4,13.47,35.75
6,223,76,102,46.45,8.837,23,28,75.24,617,37.15,32.5,21.26,222.0,0.0,8.28991E-4,13.56,35.94
7,223,75,102,56.44,8.838,23,28,76.327774,593:43:0,37.15,32.5,21.26,222.5,0.0,9.474183E-4,13.69,36.18
8,224,75,102,62.8,8.834,23,29,77.365,580,37.15,32.5,21.26,223.1,0.0,0.0010658456,13.82,36.44
9,224,74,102,71.29,8.837,23,29,78.53636,589:39:0,37.15,32.5,21.26,223.6,0.0,0.0011842728,13.95,36.69
10,223,74,102,81.43,8.838,23,29,79.66333,587:37:0,37.15,32.5,21.26,224.2,0.0,0.0013027001,14.08,36.95
11,223,74,102,89.62,8.837,23,29,80.361,583:34:0,37.15,32.5,21.26,224.7,0.0,0.0014211275,14.21,37.2
12,224,74,103,96.52,8.837,23,29,80.699,578:34:0,37.15,32.5,21.26,225.6,0.0,0.0015395547,14.4,37.59
13,225,75,103,108.38,8.838,23,29,81.157,574,37.15,32.5,21.26,226.5,0.0,0.001657982,14.62,38.03
14,224,74,104,116.84,8.837,23,29,81.476,578:34:23,37.15,32.5,20.47,227.5,0.0,0.0017764093,14.85,38.47
15,224,74,104,126.82,8.838,23,29,81.51546,560,37.15,32.5,20.47,228.5,0.0,0.0018948365,15.08,38.93
16,224,75,104,133.22,8.834,23,29,81.49111,614:38:0,37.15,32.5,20.47,229.5,0.0,0.0020132638,15.32,39.4
17,224,75,104,141.5,8.837,23,29,81.517,569:18:0,37.15,32.5,20.47,230.5,0.0,0.0021316912,15.56,39.87
18,224,75,105,149.96,8.837,23,29,81.593636,564:15:0,37.15,32.5,20.47,231.3,0.0,0.0022501184,15.73,40.21
19,224,75,106,160.0,8.838,23,29,81.62334,550,37.15,32.5,20.47,232.0,0.0,0.0023685456,15.9,40.55
20,224,75,106,166.9,8.837,23,29,81.50222,555:5:0,37.15,32.5,21.52,232.7,0.0,0.002486973,16.07,40.88
21,224,75,106,178.76,8.838,23,29,81.409164,550:0:0,37.15,32.5,21.52,233.4,0.0,0.0026054003,16.24,41.21
22,224,75,107,187.2,8.837,23,29,81.39555,544:52:0,37.15,32.5,21.52,234.0,0.0,0.0027238275,16.37,41.47
23,223,75,108,197.21,8.838,23,28,81.274,535:43:0,37.15,32.5,21.52,234.5,0.0,0.002842255,16.5,41.72
24,224,74,110,203.58,8.837,23,29,80.925,535:52:0,37.15,32.5,21.52,235.1,0.0,0.0029606821,16.63,41.98
25,223,74,110,211.88,8.834,23,29,80.452,532,37.15,32.5,23.01,235.7,0.0,0.0030791094,16.75,42.24
26,223,74,111,220.34,8.837,23,29,80.175,544:52:0,37.15,32.5,23.01,236.2,0.0,0.0031975368,16.88,42.49
27,224,75,112,230.51,8.838,23,29,79.701,535:48:0,37.15,32.5,23.01,237.7,0.0,0.003315964,17.24,43.19
28,226,76,113,238.77,8.837,23,28,79.353,539:52:0,37.15,32.5,23.01,239.3,0.0,0.0034343912,17.58,43.9
29,225,76,113,247.25,8.837,23,28,79.12111,539:49:0,37.15,32.5,23.01,240.7,0.0,0.0035528187,17.8,44.54
30,224,76,113,257.24,8.838,23,28,78.870834,540:51:0,37.15,32.5,22.42,242.0,0.0,0.0036712459,18.01,45.15
31,224,77,113,263.58,8.837,23,28,78.587776,536:48:0,37.15,32.5,22.42,242.7,0.0,0.003789673,18.13,45.48
32,223,76,113,274.16,8.837,23,28,78.46222,539:51:0,37.15,32.5,22.42,243.4,0.0,0.0039081005,18.25,45.81
33,223,76,113,284.33,8.838,23,28,78.235,535:44:0,37.15,32.5,22.42,244.1,0.0,0.0040265275,18.37,46.14
34,223,75,113,292.59,8.837,23,28,77.54444,530:42:0,37.15,32.5,22.42,244.9,0.0,0.004144955,18.49,46.49
35,224,76,113,301.07,8.837,23,28,76.872,531:47:0,37.15,32.5,21.64,245.9,0.0,0.0042633824,18.64,46.96
36,225,76,113,311.24,8.838,23,28,76.378,536:42:0,37.15,32.5,21.64,246.9,0.0,0.0043818094,18.8,47.42
37,224,77,113,319.31,8.837,23,28,75.582,523,37.15,32.5,21.64,248.1,0.0,0.004500237,19.0,47.98
38,223,76,114,325.22,8.837,23,28,74.839,530:44:0,37.15,32.5,21.64,249.7,0.0,0.0046186643,19.3,48.71
39,223,76,115,338.15,8.838,23,28,74.193634,540:56:0,37.15,32.5,21.64,251.0,0.0,0.0047370913,19.57,49.31
40,224,75,114,346.42,8.837,23,29,73.56,541,37.15,32.5,21.12,252.1,0.0,0.0048555187,19.83,49.83
41,225,76,114,354.84,8.837,23,28,72.742,550:1:0,37.15,32.5,21.12,253.2,0.0,0.004973946,20.08,50.34
42,226,78,114,365.06,8.838,23,28,71.814545,547:9:2,37.15,32.5,21.12,254.1,0.0,0.005092373,20.27,50.73
43,224,78,113,373.34,8.837,23,27,70.793335,541,37.15,32.5,21.12,255.0,0.0,0.0052108006,20.46,51.13
44,223,78,113,381.62,8.837,23,27,69.95,546:57:0,37.15,32.5,21.12,255.8,0.0,0.005329228,20.66,51.52
45,223,77,112,389.87,8.837,23,28,68.85909,541:51:0,37.15,32.5,19.59,256.5,0.0,0.005447655,20.8,51.84
46,224,77,111,397.8,8.838,23,28,68.16333,544:47:0,37.15,32.45,19.59,257.1,0.0,0.0055660824,20.93,52.12
47,224,77,111,408.34,8.836,23,28,67.63,540:48:0,37.15,32.45,19.59,257.7,0.0,0.00568451,21.06,52.4
48,223,77,111,414.56,8.834,23,28,66.994545,531:43:0,37.16,32.45,19.59,258.3,0.0,0.005802937,21.19,52.67
49,224,76,112,420.9,8.836,23,28,66.444,531:42:0,37.16,32.5,19.59,259.0,0.0,0.0059213643,21.32,52.96
50,223,75,112,430.38,8.838,23,28,65.807,529:37:0,37.16,32.45,18.57,263.3,0.0,0.0060397917,21.61,53.78
51,223,75,113,441.55,8.837,23,28,64.88364,523:34:0,37.16,32.5,18.57,267.4,0.0,0.0061582187,21.9,54.56
52,223,75,113,448.95,8.838,23,28,63.6,518:29:0,37.16,32.45,18.57,270.9,0.0,0.006276646,22.12,55.11
53,225,75,114,460.28,8.837,23,29,62.281,513:28:0,37.16,32.5,18.57,273.1,0.0,0.0063950736,22.3,55.6
54,225,76,115,468.74,8.837,23,28,61.375,512:24:0,37.16,32.45,18.68,272.5,0.0,0.0065135006,22.41,55.93
55,225,77,115,478.92,8.838,23,28,60.849,506:49:0,37.16,32.45,18.68,271.9,0.0,0.006631928,22.51,56.27
56,224,77,116,487.19,8.837,23,28,60.679,500,37.16,32.45,18.68,272.9,0.0,0.0067503555,22.63,56.78
57,224,78,117,495.47,8.837,23,27,60.757275,505:23:15,37.16,32.45,18.68,277.6,0.0,0.0068687825,22.8,57.73
58,224,78,118,503.94,8.837,23,27,61.052223,505:17:0,37.16,32.5,18.68,282.3,0.0,0.00698721,22.96,58.67
59,224,78,118,514.11,8.838,23,27,61.572224,501:10:0,37.16,32.45,18.68,286.8,0.0,0.0071056373,22.96,58.83
60,224,77,120,522.39,8.837,23,28,62.423637,496:10:0,37.16,32.45,19.54,291.3,0.0,0.0072240643,22.94,58.93
61,224,77,120,530.67,8.837,23,28,63.318,501:17:0,37.16,32.45,19.54,293.7,0.0,0.0073424918,22.87,58.97
62,224,77,121,538.92,8.837,23,28,64.079,503:17:0,37.16,32.45,19.54,294.8,0.0,0.007460919,22.77,58.97
63,224,77,121,546.88,8.838,23,28,64.83363,501:41:0,37.16,32.45,19.54,295.3,0.0,0.007579346,22.72,59.12
64,224,77,122,557.58,8.837,23,28,65.776665,501:15:0,37.16,32.45,19.54,294.4,0.0,0.0076977736,22.79,59.58
65,224,76,122,566.04,8.837,23,28,66.694,505:17:0,37.16,32.45,24.05,293.6,0.0,0.007816201,22.86,60.03
66,224,76,122,576.21,8.838,23,28,67.431,507:20:0,37.16,32.5,24.05,294.0,0.0,0.007934628,22.96,60.58
67,224,77,121,584.49,8.837,23,28,67.963,512:23:0,37.16,32.45,24.05,294.4,0.0,0.008053055,23.05,61.11
68,224,77,121,592.74,8.837,23,28,68.296,509:20:0,37.16,32.45,24.05,295.1,0.0,0.008171483,23.04,61.39
69,224,77,121,600.7,8.838,23,28,68.517,500,37.16,32.45,24.05,295.8,0.0,0.00828991,23.03,61.67
70,224,76,120,611.38,8.837,23,28,68.559,511:41:32,37.16,32.45,25.09,296.5,0.0,0.008408337,23.01,61.95
71,223,76,120,619.86,8.837,23,28,68.354,513,37.16,32.45,25.09,296.8,0.0,0.008526765,23.0,62.12
72,224,76,119,630.02,8.838,23,28,67.97,1031:33:0,37.16,32.45,25.09,295.8,0.0,0.008645192,22.95,61.92
73,224,77,119,638.26,8.837,23,28,67.55444,518:29:0,37.16,32.5,25.09,294.7,0.0,0.008763619,22.9,61.72
74,224,77,120,646.77,8.837,23,28,67.132,508,37.16,32.45,25.09,294.0,0.0,0.008882047,22.85,61.73
75,224,77,118,656.94,8.838,23,28,66.70545,517:37:29,37.16,32.45,25.78,294.4,0.0,0.009000474,22.8,62.35
76,224,77,117,665.04,8.837,23,28,66.28667,507,37.16,32.45,25.78,295.0,0.0,0.009118901,22.74,62.83
77,224,77,117,671.41,8.837,23,28,65.991,513:24:0,37.16,32.45,25.78,295.8,0.0,0.009237329,22.66,62.96
78,223,77,118,681.59,8.836,23,28,65.76818,512:29:0,37.16,32.45,25.78,296.7,0.0,0.0093557555,22.57,63.09
79,223,76,118,687.96,8.834,23,28,65.588,517:37:24,37.16,32.45,24.67,297.6,0.0,0.0094741825,22.48,63.21
80,223,76,118,695.93,8.838,23,28,65.34778,512:23:0,37.16,32.45,24.67,299.1,0.0,0.00959261,22.28,63.8
81,225,75,118,706.62,8.837,23,29,64.95273,500,37.16,32.45,24.67,301.1,0.0,0.009711037,21.98,64.73
82,224,76,119,715.08,8.837,22,28,64.672,508:46:41,37.16,32.45,24.67,301.4,0.0,0.009829464,21.72,65.03
83,223,76,118,725.25,8.838,22,28,64.68445,532:41:0,37.16,32.45,24.67,300.8,0.0,0.009947892,21.46,65.03
84,224,76,118,733.5,8.837,22,28,64.762,514,37.16,32.45,24.67,300.2,0.0,0.010066319,21.21,65.03
85,224,76,119,741.46,8.838,22,28,64.79818,523:33:0,37.16,32.45,24.32,298.4,0.0,0.010184746,21.08,64.8
86,224,75,120,752.16,8.837,22,29,64.98889,521:33:0,37.16,32.45,24.32,296.5,0.0,0.010303174,20.95,64.57
87,224,76,118,760.62,8.837,22,28,65.30091,520:29:0,37.16,32.45,24.32,294.6,0.0,0.010421601,20.82,64.34
88,224,77,116,770.79,8.838,22,28,65.716,512:24:0,37.16,32.45,24.32,294.2,0.0,0.010540028,20.73,64.35
89,224,77,116,779.07,8.837,22,28,65.93222,512:28:0,37.16,32.45,24.32,294.8,0.0,0.010658456,20.66,64.55
90,224,77,117,787.38,8.837,22,28,66.259094,513:24:0,37.16,32.45,23.3,295.5,0.0,0.010776883,20.59,64.76
91,223,76,117,796.01,8.838,22,28,66.843,509:17:0,37.16,32.45,23.3,296.1,0.0,0.01089531,20.52,64.96
92,224,76,117,805.95,8.837,22,28,67.73778,508:21:0,37.16,32.45,23.3,296.8,0.0,0.011013738,20.45,65.17
93,225,77,119,814.45,8.837,22,28,68.59909,512:23:0,37.16,32.45,23.3,298.8,0.0,0.011132165,20.45,65.18
94,225,78,119,824.61,8.838,22,28,69.37,509:20:0,37.16,32.45,23.3,300.7,0.0,0.011250592,20.45,65.18
95,223,77,119,832.77,8.837,22,28,69.87666,507:17:0,37.16,32.45,22.62,302.7,0.0,0.01136902,20.45,65.19
96,223,76,120,839.64,8.837,22,28,69.80454,508:20:0,37.16,32.45,22.62,304.4,0.0,0.011487447,20.47,65.23
97,224,75,120,851.49,8.838,22,29,69.774,505:1:0,37.17,32.45,22.62,305.3,0.0,0.011605874,20.59,65.36
98,225,76,119,859.8,8.837,22,28,70.064445,512:15:0,37.17,32.45,22.62,306.2,0.0,0.011724302,20.7,65.48
99,225,77,120,868.08,8.837,22,28,70.48545,508:23:0,37.17,32.45,22.62,306.8,0.0,0.011842729,20.84,65.57
100,224,78,120,876.55,8.837,22,27,70.679,508:24:0,37.17,32.4,22.16,307.3,0.0,0.011961156,20.99,65.63
101,224,77,120,886.71,8.838,22,28,70.74,517:35:0,37.17,32.45,22.16,307.9,0.0,0.0120795835,21.15,65.68
102,224,78,121,894.99,8.837,22,27,70.66454,520:34:0,37.17,32.45,22.16,308.2,0.0,0.01219801,21.29,65.72
103,225,79,120,903.27,8.837,22,27,70.492226,1037,37.17,32.45,22.16,307.9,0.0,0.012316437,21.38,65.67
104,224,79,120,911.55,8.837,22,27,70.369,527:38:0,37.17,32.45,22.16,307.6,0.0,0.012434865,21.47,65.62
105,224,80,120,919.83,8.837,22,27,70.25636,529:37:0,37.17,32.45,23.83,307.3,0.0,0.012553292,21.56,65.56
106,224,79,118,928.3,8.837,22,27,70.035,526:41:0,37.17,32.4,23.83,306.9,0.0,0.012671719,21.64,65.51
107,223,79,117,938.46,8.838,22,27,69.94334,527:33:0,37.17,32.45,23.83,306.6,0.0,0.012790147,21.73,65.45
108,223,78,116,946.75,8.837,22,27,69.80273,517:30:0,37.17,32.4,23.83,306.4,0.0,0.012908574,21.83,65.42
109,223,77,116,955.21,8.837,22,28,69.74111,521,37.17,32.4,23.83,310.2,0.0,0.013027001,22.13,65.87
110,223,77,116,965.36,8.838,22,28,69.737,523:38:0,37.17,32.45,24.15,313.8,0.0,0.013145429,22.43,66.31
111,224,77,116,973.65,8.837,22,28,69.57,518:35:0,37.17,32.4,24.15,315.6,0.0,0.013263856,22.53,66.52
112,225,77,116,981.93,8.837,22,28,69.14667,520:36:25,37.17,32.45,24.15,317.1,0.0,0.013382283,22.63,66.58
113,224,78,117,990.4,8.837,22,27,68.446,511:21:0,37.17,32.4,24.15,318.3,0.0,0.013500711,22.73,66.26
114,224,78,116,1000.57,8.838,22,27,67.994545,512:25:0,37.17,32.45,23.98,318.2,0.0,0.013619138,22.82,65.88
115,223,77,116,1008.84,8.837,22,28,67.56111,512:25:0,37.17,32.4,23.98,316.6,0.0,0.013737565,22.92,65.42
116,222,76,117,1017.32,8.837,22,28,66.995,508,37.17,32.45,23.98,316.0,0.0,0.013855993,22.96,65.41
117,223,75,118,1027.47,8.838,22,28,66.48909,1009,37.17,32.45,23.98,315.5,0.0,0.01397442,23.0,65.5
118,224,75,119,1035.75,8.837,22,29,66.151,512:24:0,37.17,32.45,23.98,315.1,0.0,0.014092847,23.03,65.59
119,225,77,119,1044.04,8.837,22,28,65.996666,521:47:0,37.17,32.45,23.98,314.8,0.0,0.014211275,23.07,65.7
120,226,78,119,1052.5,8.837,22,28,66.16,537:51:0,37.17,32.45,23.86,315.0,0.0,0.014329702,23.09,65.85
121,225,79,119,1062.67,8.838,22,27,66.608,532:41:0,37.17,32.4,23.86,314.5,0.0,0.014448129,23.14,66.0
122,223,79,119,1070.94,8.837,22,27,67.198,529:46:0,37.17,32.45,23.86,313.2,0.0,0.014566557,23.21,66.16
123,223,78,119,1079.23,8.837,22,27,67.89455,531:43:0,37.17,32.4,23.86,311.8,0.0,0.0146849835,23.29,66.32
124,224,77,117,1087.69,8.837,22,28,68.613,529:39:0,37.17,32.4,22.99,312.8,0.0,0.0148034105,23.53,66.46
125,225,77,114,1097.7,8.838,22,28,69.54222,521,37.17,32.45,22.99,314.0,0.0,0.014921838,23.74,66.62
126,225,78,114,1104.6,8.837,22,28,70.65182,527:35:0,37.17,32.4,22.99,315.4,0.0,0.015040265,23.83,66.86
127,224,78,115,1114.42,8.837,22,27,71.615,521:33:0,37.17,32.45,22.99,316.8,0.0,0.015158692,23.92,67.09
128,225,79,115,1122.7,8.837,22,27,72.157776,522:42:0,37.17,32.4,22.99,318.1,0.0,0.01527712,24.01,67.32
129,225,80,115,1130.98,8.837,22,27,72.51818,530:49:37,37.17,32.4,22.02,318.7,0.0,0.015395547,24.08,67.63
130,224,81,115,1139.45,8.837,22,26,72.837,515,37.17,32.4,22.02,318.4,0.0,0.015513974,24.13,68.02
131,223,80,116,1149.61,8.838,22,27,73.01444,522:41:0,37.17,32.4,22.02,318.1,0.0,0.015632402,24.19,68.41
132,223,78,117,1157.89,8.837,22,27,73.045,529:38:0,37.17,32.45,22.02,317.4,0.0,0.01575083,24.22,68.76
133,224,78,116,1166.17,8.837,22,27,72.90818,523:33:0,37.17,32.4,22.02,315.3,0.0,0.015869256,24.18,68.98
134,225,79,115,1174.45,8.837,22,27,72.791115,1036,37.17,32.45,22.02,313.4,0.0,0.015987683,24.13,69.23
135,225,80,116,1182.92,8.837,22,27,72.39364,524:36:0,37.17,32.4,21.37,312.6,0.0,0.01610611,24.0,69.63
136,224,79,116,1193.08,8.838,22,27,72.31111,477:13:0,37.17,32.4,21.37,311.7,0.0,0.016224539,23.87,70.04
137,223,78,116,1201.55,8.837,22,27,72.275,501:12:0,37.17,32.4,21.37,310.8,0.0,0.016342966,23.75,70.44
138,224,78,116,1211.71,8.838,22,27,71.755,679:25:0,37.17,32.4,21.37,311.6,0.0,0.016461393,23.57,70.86
139,225,80,116,1219.99,8.837,22,27,71.415,521:33:0,37.17,32.4,21.37,313.0,0.0,0.01657982,23.38,71.28
140,226,81,116,1228.3,8.837,22,27,71.396,522:35:0,37.17,32.4,22.12,314.4,0.0,0.016698247,23.19,71.7
141,225,82,117,1236.93,8.838,22,26,71.495,521:33:0,37.17,32.4,22.12,312.4,0.0,0.016816674,22.95,71.47
142,223,81,117,1246.91,8.837,22,26,71.516365,519,37.17,32.4,22.12,309.4,0.0,0.016935103,22.69,71.04
143,223,79,117,1255.18,8.837,22,27,71.42111,527:37:0,37.17,32.4,22.12,306.4,0.0,0.01705353,22.43,70.6
144,223,79,118,1263.28,8.837,22,27,71.218,523:33:0,37.17,32.4,22.12,304.6,0.0,0.017171957,22.23,70.83
145,224,80,117,1269.63,8.837,22,27,70.97909,520:50:44,37.17,32.4,22.62,303.0,0.0,0.017290384,22.03,71.06
146,224,80,117,1284.16,8.834,22,27,70.82111,528,37.17,32.4,22.62,303.5,0.0,0.01740881,21.95,71.38
147,224,81,116,1292.45,8.837,22,26,70.667274,492:6:0,37.17,32.4,22.62,303.9,0.0,0.017527238,21.87,71.7
148,224,81,116,1300.72,8.837,22,26,70.468,527:34:0,37.17,32.4,22.62,304.4,0.0,0.017645666,21.79,72.02
149,224,81,117,1309.01,8.837,22,26,70.22111,525:33:0,37.17,32.4,22.62,304.9,0.0,0.017764093,21.74,72.23
150,223,81,115,1317.27,8.837,22,26,70.09909,517:28:0,37.17,32.4,22.95,305.5,0.0,0.01788252,21.74,72.29
151,223,80,115,1325.57,8.837,22,27,70.012,512:20:0,37.17,32.4,22.95,306.1,0.0,0.018000947,21.73,72.35
152,223,79,115,1334.04,8.837,22,27,69.89222,513:24:0,37.17,32.4,22.95,308.2,0.0,0.018119374,21.76,72.4
153,224,79,115,1344.07,8.838,22,27,69.793,508:21:0,37.17,32.4,22.95,310.9,0.0,0.018237801,21.79,72.43
154,224,79,116,1350.97,8.837,22,27,69.60182,515:25:0,37.17,32.4,22.95,313.6,0.0,0.01835623,21.82,72.47
155,223,79,117,1360.75,8.837,22,27,69.42667,505,37.17,32.4,24.36,315.4,0.0,0.018474657,21.85,72.43
156,224,79,119,1369.04,8.837,22,27,69.361,512:29:27,37.17,32.4,24.36,315.3,0.0,0.018593084,21.9,72.19
157,224,79,119,1377.33,8.837,22,27,69.43091,512:29:0,37.18,32.4,24.36,315.2,0.0,0.018711511,21.95,71.95
158,225,79,119,1385.98,8.836,22,27,69.564445,518:29:0,37.18,32.4,24.36,315.1,0.0,0.018829938,21.99,71.71
159,224,79,119,1398.02,8.834,22,27,69.583,517:27:0,37.18,32.4,24.36,314.0,0.0,0.018948365,22.1,71.73
160,223,80,119,1406.23,8.837,22,27,69.545456,512:33:0,37.18,32.4,25.69,311.9,0.0,0.019066794,22.28,71.99
161,224,80,119,1413.76,8.837,22,27,69.52556,518:30:0,37.18,32.4,25.69,310.5,0.0,0.01918522,22.48,72.18
162,224,80,119,1424.93,8.838,22,27,69.226364,515:29:0,37.18,32.4,25.69,310.5,0.0,0.019303648,22.74,72.21
163,224,79,118,1433.14,8.837,22,27,69.19,518:37:0,37.18,32.4,25.69,310.4,0.0,0.019422075,22.96,72.23
164,224,79,118,1440.67,8.837,22,27,69.37444,517,37.18,32.4,25.69,310.5,0.0,0.019540502,23.08,72.2
165,225,80,118,1447.05,8.837,22,27,69.66545,526:38:0,37.18,32.4,24.6,310.5,0.0,0.019658929,23.2,72.18
166,224,80,118,1458.05,8.837,22,27,70.046,521:45:5,37.18,32.4,24.6,310.6,0.0,0.019777358,23.31,72.15
167,224,81,118,1466.33,8.837,22,26,70.407776,521:38:0,37.18,32.35,24.6,310.8,0.0,0.019895785,23.43,72.11
168,223,80,117,1474.61,8.837,22,27,70.435,527:6:0,37.18,32.35,24.6,312.6,0.0,0.020014212,23.5,71.93
169,224,79,116,1483.08,8.837,22,27,70.56273,517,37.18,32.35,24.6,314.3,0.0,0.020132639,23.57,71.75
170,224,80,116,1493.24,8.838,22,27,70.91111,525:38:0,37.18,32.4,24.67,313.8,0.0,0.020251065,23.64,71.38
171,223,79,117,1501.91,8.836,22,27,71.422,523:35:0,37.18,32.35,24.67,311.2,0.0,0.020369492,23.72,70.84
172,223,78,117,1513.94,8.834,22,27,71.96909,530:42:0,37.18,32.35,24.67,308.6,0.0,0.020487921,23.8,70.3
173,224,78,116,1522.21,8.837,22,27,72.396,529:38:0,37.18,32.35,24.67,309.0,0.0,0.020606348,23.9,70.27
174,225,79,116,1530.34,8.837,22,27,72.52,529:41:0,37.18,32.35,24.67,312.7,0.0,0.020724775,24.03,70.82
175,225,81,116,1537.23,8.837,22,27,72.708,526:35:0,37.18,32.35,24.32,311.2,0.0,0.020843202,24.04,70.5
176,225,82,116,1547.06,8.837,22,26,73.11,522:29:0,37.18,32.35,24.32,309.7,0.0,0.02096163,24.04,70.17
177,224,82,115,1555.24,8.837,22,26,73.43445,513:28:0,37.18,32.35,24.32,306.0,0.0,0.021080056,24.07,69.89
178,223,82,115,1562.74,8.837,22,26,73.6,516:34:0,37.18,32.35,24.32,300.6,0.0,0.021198485,24.13,69.64
179,224,82,115,1573.98,8.838,22,26,73.728,525:34:0,37.18,32.35,24.09,298.3,0.0,0.021316912,24.27,69.8
180,224,82,116,1582.45,8.837,22,26,73.87818,513,37.18,32.35,24.09,296.6,0.0,0.021435339,24.42,70.05
181,224,81,117,1592.6,8.838,22,26,73.994446,521:46:39,37.18,32.35,24.09,295.2,0.0,0.021553766,24.57,70.35
182,224,81,118,1600.88,8.837,22,26,74.15182,529:38:0,37.18,32.35,24.09,295.0,0.0,0.021672193,24.73,70.85
183,224,81,118,1609.16,8.837,22,26,74.266,530:42:0,37.18,32.35,24.09,294.7,0.0,0.02179062,24.89,71.35
184,225,82,117,1617.43,8.837,22,26,74.22444,521,37.18,32.35,24.09,295.1,0.0,0.021909047,25.01,71.71
185,224,81,117,1625.72,8.837,22,26,73.861,526:38:0,37.18,32.35,23.14,296.5,0.0,0.022027476,25.07,71.81
186,222,80,116,1634.39,8.836,22,26,73.656364,522:38:0,37.18,32.35,23.14,298.0,0.0,0.022145903,25.12,71.92
187,223,79,115,1646.42,8.834,22,27,73.724,531:51:0,37.18,32.35,23.14,299.4,0.0,0.02226433,25.18,72.03
188,224,80,115,1654.71,8.837,22,27,73.742,541:47:0,37.18,32.35,23.14,299.2,0.0,0.022382757,25.23,72.02
189,225,81,115,1662.99,8.837,22,27,73.652,531:44:0,,32.35,23.14,298.1,0.0,0.022501184,25.27,71.94
190,224,81,116,1671.27,8.837,22,26,73.689,532:47:0,,32.35,22.51,297.0,0.0,0.02261961,25.31,71.87
191,223,81,115,1679.55,8.837,22,26,73.839,531:46:0,,32.35,22.51,298.3,0.0,0.02273804,25.32,71.85
192,224,81,114,1687.83,8.837,22,26,73.886,523,,32.35,22.51,299.5,0.0,0.022856466,25.31,71.83
193,224,80,113,1696.04,8.837,22,27,73.769,530:43:0,,32.35,22.51,299.6,0.0,0.022974893,25.21,71.76
194,224,80,114,1703.56,8.837,22,27,73.343,530:49:38,,32.4,21.31,299.6,0.0,0.02309332,25.11,71.69
195,224,81,114,1716.81,8.834,22,26,73.299,523:41:0,,32.4,21.31,299.7,0.0,0.023211747,25.0,71.63
196,225,82,114,1725.09,8.837,22,26,73.315,522,,32.35,21.31,299.8,0.0,0.023330174,24.9,71.56
197,224,81,114,1733.36,8.837,22,26,73.03667,526:39:0,,32.35,21.31,298.8,0.0,0.023448603,24.76,71.6
198,223,80,115,1741.64,8.837,22,27,72.92182,525:33:0,,32.35,21.31,297.1,0.0,0.02356703,24.6,71.7
199,223,80,115,1749.92,8.837,22,27,72.807,531:43:0,,32.35,21.31,295.8,0.0,0.023685457,24.4,71.82
200,224,80,115,1758.17,8.837,22,27,73.07222,531:39:0,,32.35,21.29,295.2,0.0,0.023803884,24.15,71.91
201,224,80,115,1766.43,8.837,22,27,73.36364,526:35:0,,32.35,21.29,294.9,0.0,0.023922311,24.16,71.67
202,224,80,116,1775.1,8.836,22,27,73.676,522:33:0,,32.35,21.29,294.6,0.0,0.024040738,24.18,71.42
203,225,81,116,1787.18,8.834,22,27,74.02556,520:29:0,,32.35,21.29,294.1,0.0,0.024159167,24.38,71.17
204,225,81,115,1795.47,8.837,22,27,74.34637,516:29:0,,32.35,21.29,293.6,0.0,0.024277594,24.57,70.92
205,224,81,115,1803.75,8.837,22,26,74.741,517:38:0,,32.35,20.49,293.0,0.0,0.02439602,24.76,70.75
206,224,82,116,1812.03,8.837,22,26,75.15111,522,,32.35,20.49,292.2,0.0,0.024514448,24.94,70.7
207,225,82,117,1820.31,8.837,22,26,75.395454,531:51:42,,32.35,20.49,291.5,0.0,0.024632875,25.12,70.64
208,224,82,117,1828.59,8.837,22,26,75.385,522,,32.35,20.49,290.7,0.0,0.024751302,25.3,70.59
209,223,80,118,1837.06,8.837,22,27,74.95556,531:39:0,,32.35,20.49,289.1,0.0,0.02486973,25.51,70.37
210,223,79,117,1847.36,8.839,22,27,74.55818,530:41:0,,32.35,19.96,286.5,0.0,0.024988158,25.77,69.99
211,224,80,116,1857.53,8.838,22,27,74.287,523:46:37,,32.35,19.96,283.9,0.0,0.025106585,26.02,69.6
212,225,81,115,1865.85,8.837,22,27,73.937775,515,,32.35,19.96,283.7,0.0,0.025225012,26.07,69.37
213,224,82,115,1874.13,8.837,22,26,73.40818,520:29:0,,32.35,19.96,283.6,0.0,0.025343439,26.12,69.14
214,223,81,115,1882.41,8.837,22,26,72.699,521:41:0,,32.35,19.96,283.4,0.0,0.025461866,26.17,68.91
215,223,81,115,1890.69,8.837,22,26,72.117775,529:39:0,,32.35,20.0,283.5,0.0,0.025580294,26.21,68.71
