time,watts,cadence,heartrate,distance,velocity_smooth,temp,torque,hrv,core_temperature,skin_temperature,respiration,tidal_volume,tidal_volume_min,heat_strain_index,HeatStrainIndex,PercentageinZ2,TymeBreathRate,TymeVentilation
32,215,64,104,282.46,8.827,25,32,,37.09,32.15,34.9,139.0,50.0,0.0,0.0,0.0076159704,34.9,50.0
33,219,67,104,291.29,8.827,25,31,481,37.09,32.15,37.9,159.0,58.0,0.0,0.0,0.007846758,37.9,58.0
34,217,67,106,300.11,8.827,25,31,644:476:542,37.09,32.15,37.9,159.0,58.0,0.0,0.0,0.008077544,37.9,58.0
35,214,68,108,308.94,8.827,25,30,1034,37.09,32.15,36.2,172.0,63.0,0.0,0.0,0.0083083315,36.2,63.0
36,217,68,107,317.77,8.827,25,30,632,37.09,32.15,36.2,172.0,63.0,0.0,0.0,0.008539119,36.2,63.0
37,216,68,108,326.59,8.827,25,30,519:542,37.09,32.15,36.2,178.0,62.0,0.0,0.0,0.008769905,36.2,62.0
38,215,69,108,335.42,8.827,25,30,550,37.09,32.1,36.2,178.0,55.0,0.0,0.0,0.0090006925,36.2,55.0
39,214,67,110,344.26,8.827,24,31,714:550,37.09,32.1,36.2,178.0,55.0,0.0,0.0,0.009231479,36.2,55.0
40,216,67,110,353.08,8.827,24,31,542,37.09,32.1,32.8,441.0,73.0,0.0,0.0,0.009462266,32.8,73.0
41,216,66,110,361.9,8.827,24,31,,37.09,32.15,32.8,441.0,73.0,0.0,0.0,0.009693054,32.8,73.0
42,217,66,110,370.74,8.827,24,31,1223:518,37.09,32.1,29.7,285.0,50.0,0.0,0.0,0.00992384,29.7,50.0
43,215,66,107,379.55,8.827,24,31,546,37.09,32.1,22.9,236.0,42.0,0.0,0.0,0.010154627,22.9,42.0
44,216,67,107,388.38,8.827,24,31,546:546,37.09,32.1,22.9,236.0,42.0,0.0,0.0,0.010385415,22.9,42.0
45,214,65,108,397.22,8.827,24,31,546,37.09,32.1,22.9,132.0,36.0,0.0,0.0,0.010616201,22.9,36.0
46,218,65,108,406.04,8.827,24,32,546:538,37.09,32.1,25.9,154.0,49.0,0.0,0.0,0.010846988,25.9,49.0
47,218,66,109,414.88,8.827,24,32,546:546,37.09,32.1,25.9,163.0,57.0,0.0,0.0,0.011077776,25.9,57.0
48,213,66,109,423.7,8.827,24,31,555:555,37.09,32.1,25.9,175.0,72.0,0.0,0.0,0.011308562,25.9,72.0
49,220,67,108,432.52,8.827,24,31,554:559,37.09,32.1,25.9,175.0,72.0,0.0,0.0,0.011539349,25.9,72.0
50,213,67,108,441.34,8.827,24,30,550:555,37.09,32.1,33.7,299.0,122.0,0.0,0.0,0.011770136,33.7,122.0
51,217,67,108,450.18,8.827,24,31,559,37.09,32.1,33.7,377.0,157.0,0.0,0.0,0.012000923,33.7,157.0
52,217,67,109,459.0,8.827,24,31,1097,37.09,32.05,33.7,377.0,157.0,0.0,0.0,0.01223171,33.7,157.0
53,215,67,109,467.82,8.827,24,31,546:546,37.09,32.1,33.3,285.0,97.0,0.0,0.0,0.012462497,33.3,97.0
54,217,68,109,476.66,8.827,24,30,546:538,37.09,32.05,38.7,295.0,101.0,0.0,0.0,0.012693284,38.7,101.0
55,216,67,109,485.48,8.827,24,31,542:550,37.09,32.1,38.7,254.0,73.0,0.0,0.0,0.012924071,38.7,73.0
56,216,67,111,494.31,8.827,24,31,542:563,37.09,32.1,38.7,254.0,73.0,0.0,0.0,0.013154858,38.7,73.0
57,217,67,113,503.13,8.827,24,31,523:492,37.09,32.05,38.7,254.0,73.0,0.0,0.0,0.013385645,38.7,73.0
58,216,67,112,511.96,8.827,24,31,597,37.09,32.05,32.8,346.0,101.0,0.0,0.0,0.013616432,32.8,101.0
59,215,68,111,520.78,8.827,24,30,537:546,37.09,32.05,32.8,377.0,91.0,0.0,0.0,0.013847219,32.8,91.0
60,216,66,111,529.62,8.827,24,31,542:550,37.09,32.05,26.7,296.0,68.0,0.0,0.0,0.014078006,26.7,68.0
61,214,66,110,538.44,8.827,24,31,560,37.09,32.05,26.7,296.0,68.0,0.0,0.0,0.014308793,26.7,68.0
62,216,66,111,547.26,8.827,24,31,518,37.09,32.05,22.9,269.0,62.0,0.0,0.0,0.01453958,22.9,62.0
63,216,66,111,556.09,8.827,24,31,569:519,37.09,32.0,22.9,215.0,48.0,0.0,0.0,0.014770367,22.9,48.0
64,216,66,111,564.92,8.827,24,31,546:538,37.09,32.05,22.9,215.0,48.0,0.0,0.0,0.015001154,22.9,48.0
65,217,66,108,573.74,8.827,24,31,736,37.09,32.0,22.9,215.0,50.0,0.0,0.0,0.015231941,22.9,50.0
66,217,67,108,573.74,8.864333,24,31,546:538,37.09,32.05,22.9,273.0,54.0,0.0,0.0,0.015462728,22.9,54.0
67,216,67,109,573.74,8.901667,24,31,546:538,37.09,32.0,22.9,330.0,58.0,0.0,0.0,0.015693516,22.9,58.0
68,218,68,110,582.69,8.939,24,31,542:533,37.09,32.0,21.9,266.0,50.0,0.0,0.0,0.015924301,21.9,50.0
69,190,70,110,588.01,5.318,24,26,1065,37.09,32.0,21.9,266.0,50.0,0.0,0.0,0.015924301,21.9,50.0
70,147,70,110,593.92,5.906,24,20,546,37.09,32.0,21.9,266.0,50.0,0.0,0.0,0.015924301,21.9,50.0
71,170,70,112,599.82,5.906,24,23,1026,37.09,32.0,21.9,201.0,42.0,0.0,0.0,0.015924301,21.9,42.0
72,170,71,111,605.89,6.074,24,23,580:538,37.09,32.0,21.9,201.0,42.0,0.0,0.0,0.015924301,21.9,42.0
73,203,73,112,611.97,6.074,24,27,538:531,37.09,32.0,20.2,445.0,81.0,0.0,0.0,0.016155088,20.2,81.0
74,155,75,112,618.02,6.056,24,20,538:531,37.09,32.0,20.2,445.0,81.0,0.0,0.0,0.016155088,20.2,81.0
75,169,75,112,624.08,6.056,24,22,533:538,37.09,32.0,20.4,395.0,78.0,0.0,0.0,0.016155088,20.4,78.0
76,169,74,112,630.13,6.056,24,22,546,37.09,32.0,20.4,395.0,78.0,0.0,0.0,0.016155088,20.4,78.0
77,213,74,112,638.42,8.276,24,27,492:582,37.09,32.0,20.4,395.0,78.0,0.0,0.0,0.016385876,20.4,78.0
78,214,72,111,646.69,8.276,24,28,546,37.09,31.95,20.1,335.0,71.0,0.0,0.0,0.016616663,20.1,71.0
79,213,72,111,655.51,8.827,24,28,722:542,37.09,32.0,20.1,335.0,71.0,0.0,0.0,0.01684745,20.1,71.0
80,215,72,111,664.35,8.827,24,29,535,37.09,31.95,21.2,276.0,62.0,0.0,0.0,0.017078238,21.2,62.0
81,216,70,110,673.17,8.827,24,29,1210,37.09,31.95,21.2,276.0,62.0,0.0,0.0,0.017309023,21.2,62.0
82,218,70,110,681.99,8.827,24,30,754,37.09,31.95,21.2,276.0,62.0,0.0,0.0,0.01753981,21.2,62.0
83,217,71,111,690.82,8.827,24,29,515:535,37.09,31.95,21.0,289.0,65.0,0.0,0.0,0.017770598,21.0,65.0
84,213,71,111,699.65,8.827,24,29,531,37.09,31.95,21.0,289.0,65.0,0.0,0.0,0.018001385,21.0,65.0
85,214,71,111,708.47,8.827,24,29,,37.09,31.95,21.0,351.0,72.0,0.0,0.0,0.018232172,21.0,72.0
86,215,69,111,717.31,8.827,24,30,722:538:550,37.09,31.95,21.0,337.0,68.0,0.0,0.0,0.018462958,21.0,68.0
87,217,68,111,726.13,8.827,24,30,542:542,37.09,31.95,21.0,337.0,68.0,0.0,0.0,0.018693745,21.0,68.0
88,216,68,111,734.95,8.827,24,30,533:542,37.09,31.95,21.5,239.0,50.0,0.0,0.0,0.018924532,21.5,50.0
89,216,69,111,743.79,8.827,24,30,542,37.09,31.9,21.5,239.0,50.0,0.0,0.0,0.01915532,21.5,50.0
90,218,70,111,752.62,8.827,24,30,538:542,37.09,31.95,21.5,239.0,50.0,0.0,0.0,0.019386107,21.5,50.0
91,216,70,111,761.43,8.827,24,29,535:537,37.09,31.9,22.2,191.0,44.0,0.0,0.0,0.019616894,22.2,44.0
92,215,70,111,770.27,8.827,24,29,538:538,37.09,31.9,22.2,191.0,44.0,0.0,0.0,0.01984768,22.2,44.0
93,217,70,113,779.09,8.827,24,30,476,37.09,31.9,22.2,227.0,52.0,0.0,0.0,0.020078467,22.2,52.0
94,215,70,113,787.91,8.827,24,29,644:523:546,37.09,31.9,22.2,227.0,52.0,0.0,0.0,0.020309255,22.2,52.0
95,214,70,113,796.74,8.827,24,29,550,37.09,31.9,21.1,306.0,60.0,0.0,0.0,0.020540042,21.1,60.0
96,216,68,112,805.57,8.827,24,30,1101,37.09,31.9,21.1,384.0,67.0,0.0,0.0,0.02077083,21.1,67.0
97,217,69,112,814.4,8.827,24,30,542:546,37.09,31.9,22.0,314.0,65.0,0.0,0.0,0.021001615,22.0,65.0
98,215,69,111,823.23,8.827,24,30,554:550,37.09,31.9,22.0,314.0,65.0,0.0,0.0,0.021232402,22.0,65.0
99,215,69,110,832.05,8.827,24,30,495:609,37.09,31.9,22.0,314.0,65.0,0.0,0.0,0.02146319,22.0,65.0
100,213,69,110,840.87,8.827,24,29,550:542,37.09,31.9,23.2,276.0,67.0,0.0,0.0,0.021693977,23.2,67.0
101,214,69,110,849.71,8.827,24,30,558,37.09,31.9,23.2,276.0,67.0,0.0,0.0,0.021924764,23.2,67.0
102,218,66,111,858.53,8.827,24,32,546:550,37.09,31.9,23.2,309.0,72.0,0.0,0.0,0.022155551,23.2,72.0
103,219,66,110,867.36,8.827,24,32,542:550,37.09,31.9,22.2,301.0,65.0,0.0,0.0,0.022386337,22.2,65.0
104,218,70,110,876.19,8.827,24,30,542:546,37.09,31.9,22.2,301.0,65.0,0.0,0.0,0.022617124,22.2,65.0
105,216,70,110,885.01,8.827,24,29,550,37.09,31.9,23.0,346.0,81.0,0.0,0.0,0.022847911,23.0,81.0
106,214,70,107,893.84,8.827,24,29,737,37.09,31.9,24.9,364.0,103.0,0.0,0.0,0.023078699,24.9,103.0
107,217,70,108,902.66,8.827,24,30,519:589,37.09,31.85,24.9,364.0,103.0,0.0,0.0,0.023309486,24.9,103.0
108,216,73,110,911.53,8.827,24,28,569:538,37.09,31.9,28.6,400.0,132.0,0.0,0.0,0.023540271,28.6,132.0
109,215,73,110,920.32,8.827,24,28,546,37.09,31.85,28.6,400.0,132.0,0.0,0.0,0.023771059,28.6,132.0
110,215,72,109,929.15,8.827,24,29,555:546:555,37.09,31.85,33.0,333.0,123.0,0.0,0.0,0.024001846,33.0,123.0
111,216,72,110,937.98,8.827,24,29,541,37.09,31.85,33.0,299.0,112.0,0.0,0.0,0.024232633,33.0,112.0
112,214,72,109,946.8,8.827,24,28,559:559,37.09,31.85,33.0,299.0,112.0,0.0,0.0,0.02446342,33.0,112.0
113,213,71,114,955.62,8.827,24,29,472,37.09,31.85,33.0,198.0,78.0,0.0,0.0,0.024694208,33.0,78.0
114,217,68,113,964.45,8.827,24,30,550,37.09,31.85,37.0,312.0,120.0,0.0,0.0,0.024924994,37.0,120.0
115,217,68,112,973.28,8.827,24,30,574:555,37.09,31.85,37.0,425.0,161.0,0.0,0.0,0.02515578,37.0,161.0
116,218,70,111,982.1,8.827,24,30,555:550,37.09,31.9,37.0,307.0,99.0,0.0,0.0,0.025386568,37.0,99.0
117,215,71,111,990.93,8.827,24,29,550,37.09,31.85,37.0,307.0,99.0,0.0,0.0,0.025617355,37.0,99.0
118,216,71,110,999.76,8.827,24,29,550:563,37.09,31.85,37.0,307.0,99.0,0.0,0.0,0.025848143,37.0,99.0
119,217,71,109,1008.59,8.827,24,29,559:569,37.09,31.85,37.0,189.0,37.0,0.0,0.0,0.026078928,37.0,37.0
120,217,71,109,1017.42,8.827,24,29,563:555,37.09,31.85,37.0,189.0,37.0,0.0,0.0,0.026309716,37.0,37.0
121,214,73,109,1026.24,8.827,24,28,554:550,37.09,31.85,31.4,455.0,77.0,0.0,0.0,0.026540503,31.4,77.0
122,214,73,109,1035.07,8.827,24,28,555,37.09,31.85,31.4,455.0,77.0,0.0,0.0,0.02677129,31.4,77.0
123,217,71,109,1043.89,8.827,24,29,542:546,37.09,31.85,25.4,405.0,72.0,0.0,0.0,0.027002078,25.4,72.0
124,215,71,109,1052.72,8.827,24,29,554,37.09,31.85,25.4,405.0,72.0,0.0,0.0,0.027232865,25.4,72.0
125,216,70,111,1061.55,8.827,24,29,1108:550,37.09,31.8,25.4,405.0,72.0,0.0,0.0,0.02746365,25.4,72.0
126,218,72,110,1070.37,8.827,24,29,550,37.09,31.8,20.8,354.0,76.0,0.0,0.0,0.027694438,20.8,76.0
127,215,72,109,1079.2,8.827,24,29,555:584,37.09,31.8,20.8,354.0,76.0,0.0,0.0,0.027925225,20.8,76.0
128,218,73,110,1088.03,8.827,24,29,531:550,37.09,31.8,20.8,354.0,86.0,0.0,0.0,0.028156012,20.8,86.0
129,215,73,111,1096.85,8.827,24,28,550:555,37.09,31.8,19.6,377.0,84.0,0.0,0.0,0.0283868,19.6,84.0
130,216,72,111,1105.68,8.827,24,29,546:550,37.09,31.8,19.6,377.0,84.0,0.0,0.0,0.028617585,19.6,84.0
131,216,72,110,1114.51,8.827,24,29,546:546,37.09,31.8,20.3,327.0,69.0,0.0,0.0,0.028848372,20.3,69.0
132,216,73,110,1123.33,8.827,24,28,550,37.09,31.8,20.3,327.0,69.0,0.0,0.0,0.02907916,20.3,69.0
133,214,72,110,1132.16,8.827,24,28,550:550,37.09,31.8,20.3,327.0,69.0,0.0,0.0,0.029309947,20.3,69.0
134,214,71,111,1140.99,8.827,24,29,554:550,37.09,31.8,21.3,261.0,57.0,0.0,0.0,0.029540734,21.3,57.0
135,216,69,111,1149.81,8.827,24,30,550:555,37.09,31.8,21.3,261.0,57.0,0.0,0.0,0.029771522,21.3,57.0
136,218,71,113,1158.64,8.827,24,29,555:550,37.09,31.8,22.6,225.0,54.0,0.0,0.0,0.030002307,22.6,54.0
137,216,72,112,1167.48,8.827,24,29,1100,37.09,31.8,22.6,225.0,54.0,0.0,0.0,0.030233094,22.6,54.0
138,216,72,111,1176.29,8.827,24,29,559,37.09,31.8,22.6,225.0,54.0,0.0,0.0,0.030463882,22.6,54.0
139,216,72,110,1185.13,8.827,24,29,563:569,37.09,31.75,22.6,182.0,50.0,0.0,0.0,0.03069467,22.6,50.0
140,217,72,108,1193.95,8.827,24,29,559:603,37.09,31.75,22.6,182.0,50.0,0.0,0.0,0.030925456,22.6,50.0
141,217,73,109,1202.78,8.827,24,28,538,37.09,31.75,22.6,182.0,50.0,0.0,0.0,0.031156242,22.6,50.0
142,214,73,106,1211.6,8.827,24,28,750,37.09,31.75,22.6,510.0,124.0,0.0,0.0,0.03138703,22.6,124.0
143,216,72,107,1220.43,8.827,24,29,555:555,37.09,31.75,22.6,510.0,124.0,0.0,0.0,0.031617817,22.6,124.0
144,216,72,107,1229.25,8.827,24,29,558:555,37.09,31.75,22.6,364.0,82.0,0.0,0.0,0.031848602,22.6,82.0
145,217,72,107,1238.08,8.827,24,29,550,37.09,31.75,22.6,364.0,82.0,0.0,0.0,0.03207939,22.6,82.0
146,217,71,107,1246.91,8.827,24,29,550:555:563,37.09,31.75,24.6,385.0,96.0,0.0,0.0,0.032310177,24.6,96.0
147,216,73,107,1255.74,8.827,24,28,550,37.09,31.75,24.6,323.0,83.0,0.0,0.0,0.032540966,24.6,83.0
148,214,73,108,1264.56,8.827,24,28,555:555,37.09,31.75,26.5,371.0,97.0,0.0,0.0,0.03277175,26.5,97.0
149,216,72,107,1273.39,8.827,24,29,563:563,37.09,31.75,26.5,448.0,127.0,0.0,0.0,0.03300254,26.5,127.0
150,215,72,106,1282.22,8.827,24,29,524,37.09,31.75,26.5,448.0,127.0,0.0,0.0,0.033233326,26.5,127.0
151,213,70,104,1291.04,8.827,24,29,667,37.09,31.75,26.5,466.0,127.0,0.0,0.0,0.03346411,26.5,127.0
152,214,70,105,1299.88,8.827,24,29,565:563,37.09,31.75,23.8,466.0,110.0,0.0,0.0,0.0336949,23.8,110.0
153,214,68,105,1308.7,8.827,24,30,555:564,37.09,31.75,23.8,466.0,92.0,0.0,0.0,0.033925686,23.8,92.0
154,216,67,106,1317.52,8.827,24,31,555:555,37.09,31.7,23.8,466.0,92.0,0.0,0.0,0.034156475,23.8,92.0
155,216,67,106,1326.35,8.827,24,31,559:555,37.09,31.7,21.7,466.0,83.0,0.0,0.0,0.03438726,21.7,83.0
156,216,66,107,1335.19,8.827,24,31,559,37.09,31.75,21.7,466.0,83.0,0.0,0.0,0.034618046,21.7,83.0
157,216,67,108,1344.0,8.827,24,31,546:559,37.09,31.75,21.5,299.0,49.0,0.0,0.0,0.034848835,21.5,49.0
158,215,67,106,1352.84,8.827,24,31,656,37.09,31.75,21.5,271.0,54.0,0.0,0.0,0.03507962,21.5,54.0
159,216,67,104,1361.66,8.827,24,31,671:586,37.09,31.7,21.5,271.0,54.0,0.0,0.0,0.03531041,21.5,54.0
160,217,67,105,1370.48,8.827,24,31,529,37.09,31.7,21.5,174.0,44.0,0.0,0.0,0.035541195,21.5,44.0
161,216,66,106,1379.32,8.827,23,31,559:542,37.09,31.7,22.4,188.0,52.0,0.0,0.0,0.03577198,22.4,52.0
162,217,68,106,1388.14,8.827,23,30,538:569,37.09,31.7,22.4,216.0,67.0,0.0,0.0,0.03600277,22.4,67.0
163,215,68,107,1396.97,8.827,23,30,559:561,37.09,31.7,22.4,216.0,69.0,0.0,0.0,0.036233556,22.4,69.0
164,215,68,107,1405.79,8.827,23,30,546:559,37.09,31.75,22.1,295.0,70.0,0.0,0.0,0.036464345,22.1,70.0
165,217,68,107,1414.62,8.827,23,30,546:569,37.09,31.7,22.1,295.0,70.0,0.0,0.0,0.03669513,22.1,70.0
166,213,67,107,1423.44,8.827,23,30,565:558,37.09,31.75,22.1,373.0,70.0,0.0,0.0,0.036925916,22.1,70.0
167,213,67,109,1432.27,8.827,23,30,492,37.09,31.75,22.1,373.0,70.0,0.0,0.0,0.037156705,22.1,70.0
168,218,67,108,1441.1,8.827,23,31,633:565,37.09,31.7,22.1,373.0,66.0,0.0,0.0,0.03738749,22.1,66.0
169,217,67,107,1449.93,8.827,23,31,563:564,37.09,31.75,22.1,373.0,61.0,0.0,0.0,0.03761828,22.1,61.0
170,216,68,107,1458.75,8.827,23,30,559:559,37.09,31.75,22.8,295.0,52.0,0.0,0.0,0.037849065,22.8,52.0
171,215,67,107,1467.58,8.827,23,31,559,37.09,31.7,22.8,295.0,52.0,0.0,0.0,0.038079854,22.8,52.0
172,216,68,107,1476.41,8.827,23,30,555:563,37.09,31.7,22.8,295.0,52.0,0.0,0.0,0.03831064,22.8,52.0
173,220,69,107,1485.23,8.827,23,30,558,37.09,31.7,22.8,216.0,43.0,0.0,0.0,0.038541425,22.8,43.0
174,218,71,108,1494.06,8.827,23,29,555:550:546,37.09,31.7,18.9,264.0,50.0,0.0,0.0,0.038772214,18.9,50.0
175,215,71,108,1502.89,8.827,23,29,550,37.09,31.7,18.9,312.0,57.0,0.0,0.0,0.039003,18.9,57.0
176,214,69,108,1511.71,8.827,23,30,582:529,37.09,31.7,18.9,312.0,57.0,0.0,0.0,0.03923379,18.9,57.0
177,216,69,108,1520.55,8.827,23,30,546:555,37.09,31.7,18.9,316.0,61.0,0.0,0.0,0.039464574,18.9,61.0
178,217,69,109,1529.38,8.827,23,30,550:538,37.09,31.7,18.9,316.0,61.0,0.0,0.0,0.03969536,18.9,61.0
179,217,69,109,1538.19,8.827,23,30,535:546,37.09,31.7,19.3,316.0,74.0,0.0,0.0,0.03992615,19.3,74.0
180,216,70,110,1547.02,8.827,23,29,538:546,37.09,31.65,19.3,316.0,74.0,0.0,0.0,0.040156934,19.3,74.0
181,215,70,110,1555.85,8.827,23,29,542:542,37.09,31.65,22.2,324.0,81.0,0.0,0.0,0.040387724,22.2,81.0
182,215,69,110,1564.67,8.827,23,30,535:541,37.09,31.65,22.2,326.0,89.0,0.0,0.0,0.04061851,22.2,89.0
183,218,69,111,1573.5,8.827,23,30,550,37.09,31.65,24.9,347.0,101.0,0.0,0.0,0.040849295,24.9,101.0
184,217,70,111,1582.33,8.827,23,30,796,37.09,31.65,24.9,365.0,110.0,0.0,0.0,0.041080084,24.9,110.0
185,217,71,108,1591.15,8.827,23,29,762:465,37.09,31.7,26.5,394.0,111.0,0.0,0.0,0.04131087,26.5,111.0
186,218,72,107,1599.99,8.827,23,29,827,37.09,31.7,26.5,422.0,119.0,0.0,0.0,0.04154166,26.5,119.0
187,216,72,107,1608.82,8.827,23,29,563:555,37.09,31.65,28.8,432.0,131.0,0.0,0.0,0.041772444,28.8,131.0
188,214,73,106,1617.64,8.827,23,28,601,37.09,31.65,28.8,453.0,134.0,0.0,0.0,0.04200323,28.8,134.0
189,216,72,105,1626.46,8.827,23,29,565,37.09,31.65,28.8,453.0,134.0,0.0,0.0,0.04223402,28.8,134.0
190,215,72,105,1635.3,8.827,23,29,,37.09,31.65,28.2,438.0,125.0,0.0,0.0,0.042464804,28.2,125.0
191,215,71,110,1644.11,8.827,23,29,671:542,37.09,31.7,28.2,438.0,125.0,0.0,0.0,0.042695593,28.2,125.0
192,216,70,110,1652.95,8.827,23,29,578:515,37.09,31.65,28.2,423.0,96.0,0.0,0.0,0.04292638,28.2,96.0
193,217,70,110,1661.77,8.827,23,30,541:542,37.09,31.65,28.2,423.0,96.0,0.0,0.0,0.043157168,28.2,96.0
194,216,72,111,1670.6,8.827,23,29,538:531,37.09,31.65,26.5,367.0,72.0,0.0,0.0,0.043387953,26.5,72.0
195,217,72,111,1679.45,8.827,23,29,531:531,37.09,31.7,26.5,310.0,48.0,0.0,0.0,0.04361874,26.5,48.0
196,217,72,112,1688.26,8.827,23,29,522,37.09,31.65,24.8,302.0,64.0,0.0,0.0,0.043849528,24.8,64.0
197,217,73,112,1697.08,8.827,23,28,527:535:535,37.09,31.65,24.8,302.0,64.0,0.0,0.0,0.044080313,24.8,64.0
198,217,76,112,1705.9,8.827,23,27,538,37.09,31.65,24.8,302.0,64.0,0.0,0.0,0.044311102,24.8,64.0
199,218,77,112,1714.73,8.827,23,27,531:529,37.09,31.65,22.9,361.0,81.0,0.0,0.0,0.044541888,22.9,81.0
200,217,77,112,1723.56,8.827,23,27,527:531,37.09,31.65,22.9,361.0,81.0,0.0,0.0,0.044772673,22.9,81.0
201,213,77,112,1732.39,8.827,23,26,538:538,37.09,31.65,22.9,427.0,82.0,0.0,0.0,0.045003463,22.9,82.0
202,214,75,112,1741.21,8.827,23,27,542:533,37.09,31.65,22.9,427.0,82.0,0.0,0.0,0.045234248,22.9,82.0
203,217,76,112,1750.04,8.827,23,27,578:515,37.09,31.65,19.7,427.0,78.0,0.0,0.0,0.045465037,19.7,78.0
204,217,77,111,1758.89,8.827,23,27,542:559,37.09,31.65,21.1,327.0,68.0,0.0,0.0,0.045695823,21.1,68.0
205,214,77,112,1767.72,8.827,23,27,515,37.09,31.65,21.1,327.0,68.0,0.0,0.0,0.04592661,21.1,68.0
206,215,77,112,1776.53,8.827,23,27,533:538,37.09,31.65,21.1,327.0,68.0,0.0,0.0,0.046157397,21.1,68.0
207,216,76,111,1785.35,8.827,23,27,546,37.09,31.65,21.1,327.0,68.0,0.0,0.0,0.046388183,21.1,68.0
208,216,74,114,1794.18,8.827,23,28,637:531,37.09,31.65,21.4,275.0,60.0,0.0,0.0,0.046618972,21.4,60.0
