time,watts,cadence,heartrate,distance,velocity_smooth,temp,torque,smo2,core_temperature,skin_temperature,respiration,tidal_volume,heat_strain_index,PercentageinZ2,TymeBreathRate,TymeVentilation
754,261,77,115,6933.96,9.469,20,32,48.2,37.34,32.0,26.7,320.3,0.0,0.096394785,25.61,84.32
755,259,77,115,6940.14,9.468,20,32,48.3,37.34,32.0,26.7,320.1,0.0,0.09652263,25.67,84.03
756,259,76,116,6948.07,9.464,20,33,49.4,37.34,32.0,26.7,321.2,0.0,0.096650474,25.82,83.88
757,260,76,116,6958.8,9.468,20,33,50.6,37.34,32.0,26.7,322.9,0.0,0.09677832,26.03,83.8
758,260,77,116,6967.86,9.469,20,32,51.6,37.34,31.95,26.7,322.0,0.0,0.09690616,26.15,82.81
759,260,77,118,6977.43,9.465,20,32,51.4,37.34,32.0,26.7,321.1,0.0,0.09703401,26.27,81.82
760,261,77,118,6987.78,9.468,20,32,51.8,37.34,32.0,28.43,319.9,0.0,0.09716185,26.31,81.23
761,261,78,118,6999.68,9.467,20,32,51.7,37.34,32.0,28.43,318.6,0.0,0.0972897,26.34,80.75
762,260,78,119,7007.45,9.466,20,32,51.5,37.34,32.0,28.43,317.3,0.0,0.09741754,26.37,80.3
763,259,77,119,7015.21,9.464,20,32,49.6,37.34,32.0,28.43,316.4,0.0,0.097545385,26.46,80.35
764,259,77,119,7025.04,9.468,20,32,50.5,37.34,31.95,28.43,315.5,0.0,0.09767323,26.54,80.4
765,259,76,119,7035.39,9.469,20,33,50.1,37.35,31.95,28.43,314.7,0.0,0.097801074,26.66,79.91
766,260,76,119,7042.42,9.466,20,33,50.7,37.35,31.95,28.01,314.6,0.0,0.09792892,26.7,79.83
767,260,75,119,7049.88,9.465,20,33,50.4,37.35,31.95,29.09,315.1,0.0,0.09805676,26.68,80.07
768,261,77,119,7062.63,9.469,20,32,51.5,37.35,31.95,29.09,315.5,0.0,0.09818461,26.66,80.31
769,260,77,119,7073.17,9.464,20,32,51.9,37.35,32.0,29.09,315.8,0.0,0.09831245,26.62,80.43
770,259,76,120,7083.0,9.468,20,33,52.2,37.35,32.0,29.09,316.0,0.0,0.0984403,26.58,80.52
771,260,76,119,7093.35,9.469,20,33,52.2,37.35,32.0,30.02,317.1,0.0,0.09856814,26.53,81.01
772,260,77,120,7102.15,9.464,20,32,52.1,37.35,31.95,30.02,319.2,0.0,0.098695986,26.48,81.9
773,261,78,120,7111.98,9.468,20,32,53.1,37.35,31.95,30.02,321.9,0.0,0.09882383,26.43,82.49
774,262,79,121,7120.78,9.464,20,32,53.1,37.35,31.95,30.02,324.7,0.0,0.098951675,26.39,83.03
775,261,79,121,7130.61,9.468,20,32,51.3,37.35,31.95,30.64,327.3,0.0,0.09907952,26.34,83.52
776,260,79,122,7139.41,9.464,20,31,50.4,37.35,31.95,30.64,326.6,0.0,0.099207364,26.25,83.34
777,260,79,122,7146.66,9.463,20,31,49.8,37.35,31.95,30.64,326.0,0.0,0.09933521,26.16,83.15
778,259,78,121,7156.87,9.467,20,32,48.5,37.35,31.95,30.64,325.8,0.0,0.09946305,26.06,83.45
779,258,77,121,7167.87,9.469,20,32,49.1,37.35,31.95,30.64,325.9,0.0,0.0995909,25.95,84.16
780,260,77,121,7176.68,9.464,20,32,49.7,37.35,31.95,30.64,325.7,0.0,0.09971874,25.87,84.54
781,262,77,121,7188.02,9.466,20,32,49.7,37.35,31.95,29.48,325.5,0.0,0.09984659,25.79,84.71
782,261,78,121,7197.6,9.468,20,32,49.8,37.35,31.95,29.48,325.2,0.0,0.09997443,25.72,84.88
783,260,80,121,7207.19,9.465,20,31,50.1,37.36,31.95,29.48,325.5,0.0,0.100102276,25.58,84.99
784,258,79,122,7214.45,9.466,20,31,50.0,37.36,31.95,29.48,326.2,0.0,0.10023012,25.42,85.08
785,257,78,121,7221.55,9.468,20,31,50.7,37.36,31.95,29.5,326.6,0.0,0.100357965,25.3,85.33
786,257,76,121,7229.97,9.469,20,32,50.6,37.36,31.95,29.5,326.9,0.0,0.10048581,25.22,85.75
787,259,75,121,7240.0,9.469,20,33,51.7,37.36,31.95,29.5,327.2,0.0,0.10061365,25.14,86.18
788,260,76,121,7251.19,9.466,20,33,50.0,37.36,31.95,29.5,327.7,0.0,0.1007415,25.08,86.48
789,261,76,121,7263.1,9.468,20,33,48.6,37.36,31.95,29.5,328.2,0.0,0.10086934,25.04,86.72
790,261,76,119,7271.9,9.464,20,33,48.1,37.36,31.95,29.5,328.8,0.0,0.10099719,25.01,86.96
791,261,77,117,7281.73,9.468,20,32,48.5,37.36,31.95,29.5,329.0,0.0,0.10112503,24.91,86.76
792,261,78,118,7290.53,9.464,20,32,48.3,37.36,31.95,29.5,329.0,0.0,0.101252876,24.79,86.47
793,261,79,119,7300.36,9.468,20,32,49.2,37.36,31.95,29.5,329.1,0.0,0.10138072,24.67,86.53
794,260,79,119,7309.16,9.464,20,31,50.9,37.36,31.9,30.29,329.2,0.0,0.101508565,24.55,86.89
795,260,79,120,7318.99,9.468,20,31,52.6,37.36,31.9,30.29,329.2,0.0,0.10163641,24.44,87.2
796,259,78,120,7329.34,9.469,20,32,51.7,37.36,31.95,30.29,329.0,0.0,0.101764254,24.41,87.24
797,258,77,120,7338.14,9.464,20,32,50.7,37.36,31.9,30.29,328.8,0.0,0.1018921,24.37,87.27
798,258,76,120,7347.97,9.468,20,32,50.6,37.36,31.9,30.29,329.1,0.0,0.10201994,24.34,87.38
799,260,75,120,7358.32,9.469,20,33,49.8,37.36,31.9,31.22,331.1,0.0,0.10214779,24.31,87.69
800,260,76,120,7366.55,9.465,20,33,49.7,37.36,31.9,31.22,333.0,0.0,0.10227563,24.27,88.0
801,259,76,119,7376.66,9.468,20,33,49.5,37.38,31.95,31.22,333.3,0.0,0.10240348,24.27,87.75
802,260,75,118,7387.26,9.469,20,33,50.4,37.38,31.95,31.22,332.1,0.0,0.10253132,24.28,87.05
803,261,76,118,7396.06,9.465,20,33,50.9,37.38,31.9,31.22,331.3,0.0,0.102659166,24.31,86.78
804,262,77,118,7405.92,9.468,20,32,51.5,37.38,31.9,31.22,330.8,0.0,0.10278701,24.35,86.86
805,261,78,118,7414.73,9.464,20,32,50.4,37.38,31.9,31.05,330.2,0.0,0.102914855,24.39,86.94
806,260,78,118,7424.56,9.468,20,32,49.5,37.38,31.9,31.05,331.7,0.0,0.1030427,24.53,87.26
807,260,78,119,7433.37,9.464,20,32,48.5,37.39,31.9,31.05,334.0,0.0,0.103170544,24.71,87.67
808,260,79,118,7443.19,9.468,20,31,48.3,37.39,31.9,31.05,335.2,0.0,0.10329839,24.92,87.68
809,260,79,118,7451.99,9.464,20,31,49.5,37.39,31.95,28.97,335.2,0.0,0.10342623,25.14,87.17
810,261,79,118,7461.82,9.468,20,32,49.6,37.39,31.9,28.97,334.0,0.0,0.10355408,25.3,86.62
811,260,79,118,7470.63,9.464,20,31,50.2,37.39,31.9,28.97,331.8,0.0,0.10368192,25.38,86.03
812,259,78,118,7480.46,9.468,20,32,51.1,37.39,31.9,28.97,329.6,0.0,0.10380977,25.46,85.44
813,259,78,119,7489.26,9.464,20,32,51.2,37.39,31.9,28.97,328.8,0.0,0.10393761,25.58,85.39
814,261,78,118,7499.05,9.468,20,32,50.0,37.39,31.9,27.97,329.0,0.0,0.104065455,25.73,85.71
815,261,79,119,7507.87,9.464,20,32,49.4,37.39,31.9,27.97,329.1,0.0,0.1041933,25.92,85.94
816,260,79,119,7517.71,9.468,20,31,50.6,37.39,31.9,27.97,328.9,0.0,0.104321145,26.17,86.03
817,259,78,118,7528.07,9.469,20,32,49.4,37.39,31.9,27.97,327.0,0.0,0.10444899,26.25,85.69
818,259,77,118,7536.84,9.465,20,32,50.0,37.39,31.9,27.97,325.1,0.0,0.10457683,26.33,85.33
819,259,77,119,7546.69,9.468,20,32,50.3,37.39,31.9,27.97,323.5,0.0,0.10470468,26.41,85.13
820,260,76,119,7555.49,9.464,20,33,51.8,37.39,31.9,28.84,322.3,0.0,0.10483252,26.48,85.05
821,260,75,118,7564.6,9.467,20,33,51.5,37.39,31.9,28.84,321.3,0.0,0.10496037,26.61,85.42
822,260,75,118,7574.6,9.469,20,33,53.0,37.39,31.9,28.84,320.6,0.0,0.10508821,26.85,86.78
823,260,75,119,7584.24,9.465,20,33,54.1,37.39,31.9,27.89,320.8,0.0,0.105216056,26.94,87.43
824,261,76,119,7594.31,9.468,20,33,52.9,37.39,31.9,27.89,321.2,0.0,0.1053439,26.98,87.84
825,260,77,119,7604.66,9.469,20,32,52.8,37.39,31.9,27.89,321.9,0.0,0.105471745,27.01,88.27
826,259,77,120,7613.46,9.464,20,32,52.1,37.39,31.9,27.89,324.9,0.0,0.10559959,26.99,88.91
827,259,76,119,7623.29,9.468,20,33,50.0,37.39,31.9,27.89,327.6,0.0,0.105727434,26.98,89.52
828,261,76,119,7632.06,9.464,20,33,50.3,37.39,31.9,26.47,325.9,0.0,0.10585528,27.04,89.12
829,261,77,119,7640.59,9.467,20,32,51.0,37.39,31.9,26.47,324.2,0.0,0.10598312,27.07,88.88
830,260,78,118,7650.82,9.469,20,32,50.1,37.39,31.9,26.47,322.6,0.0,0.10611097,27.09,88.75
831,260,77,118,7660.82,9.465,20,32,49.7,37.39,31.9,26.47,320.9,0.0,0.10623881,27.11,88.61
832,261,77,118,7670.89,9.468,20,32,50.5,37.39,31.9,26.47,321.0,0.0,0.10636666,27.1,89.27
833,261,78,118,7679.67,9.464,20,32,50.7,37.39,31.9,25.91,322.1,0.0,0.1064945,27.08,90.34
834,260,78,118,7689.52,9.468,20,32,48.8,37.39,31.9,25.91,323.3,0.0,0.106622346,27.05,91.42
835,259,78,119,7698.33,9.464,20,32,49.5,37.39,31.9,25.91,326.7,0.0,0.10675019,26.97,92.71
836,260,78,119,7707.46,9.467,20,32,49.6,37.39,31.9,25.91,328.6,0.0,0.106878035,26.95,93.39
837,259,77,118,7718.23,9.469,20,32,50.3,37.39,31.9,25.91,327.3,0.0,0.10700588,27.03,92.86
838,259,76,118,7728.86,9.469,20,33,52.4,37.39,31.9,25.54,326.1,0.0,0.107133724,27.07,92.51
839,259,75,118,7737.1,9.465,20,33,52.5,37.39,31.9,25.54,324.9,0.0,0.10726157,27.09,92.3
840,259,74,118,7745.71,9.463,20,33,50.8,37.39,31.9,25.54,323.8,0.0,0.10738941,27.12,92.09
841,259,74,117,7754.22,9.463,20,33,51.0,37.41,31.9,25.54,322.7,0.0,0.10751726,27.14,91.83
842,260,73,117,7764.05,9.468,20,34,51.5,37.41,31.9,25.54,322.0,0.0,0.1076451,27.19,91.44
843,260,74,116,7774.39,9.469,20,34,51.4,37.41,31.9,26.08,321.2,0.0,0.10777295,27.23,91.05
844,260,75,116,7784.76,9.469,20,33,51.7,37.41,31.9,26.08,318.9,0.0,0.10790079,27.27,90.55
845,260,75,115,7793.56,9.464,20,33,51.2,37.41,31.9,26.08,316.5,0.0,0.108028635,27.3,90.05
846,260,75,115,7803.38,9.468,20,33,50.4,37.41,31.9,26.08,315.0,0.0,0.10815648,27.32,89.84
847,261,75,115,7813.74,9.469,20,33,50.8,37.41,31.9,26.08,313.9,0.0,0.108284324,27.32,89.75
848,261,76,115,7822.54,9.464,20,33,51.1,37.41,31.9,26.08,312.5,0.0,0.10841217,27.31,89.4
849,260,77,115,7832.37,9.468,20,32,51.6,37.41,31.9,28.35,310.7,0.0,0.10854001,27.3,88.66
850,259,76,115,7842.69,9.469,20,33,50.3,37.41,31.9,28.35,310.8,0.0,0.10866786,27.35,88.48
851,259,76,116,7849.96,9.467,20,33,50.3,37.41,31.9,28.35,311.4,0.0,0.1087957,27.41,88.41
852,260,75,116,7857.7,9.464,20,33,51.3,37.41,31.9,27.96,311.9,0.0,0.10892355,27.47,88.34
853,261,76,116,7869.1,9.466,20,33,50.5,37.41,31.9,27.96,313.0,0.0,0.10905139,27.59,88.26
854,262,78,117,7879.28,9.468,20,32,50.2,37.41,31.9,27.96,312.2,0.0,0.109179236,27.61,87.13
855,261,80,117,7888.55,9.465,20,31,50.9,37.41,31.9,27.96,310.7,0.0,0.10930708,27.62,85.88
856,260,80,118,7898.61,9.468,20,31,50.5,37.41,31.9,26.91,309.4,0.0,0.109434925,27.73,85.29
857,259,79,118,7907.41,9.464,20,31,50.0,37.41,31.9,26.91,308.1,0.0,0.10956277,27.83,84.7
858,259,78,118,7917.24,9.468,20,32,49.7,37.41,31.9,26.91,309.2,0.0,0.109690614,27.92,84.55
859,259,77,118,7926.89,9.469,20,32,50.9,37.42,31.9,26.91,310.3,0.0,0.10981846,28.01,84.42
860,260,77,119,7936.16,9.465,20,32,50.8,37.42,31.9,26.91,311.0,0.0,0.1099463,28.07,84.13
861,261,77,119,7946.22,9.468,20,32,51.3,37.43,31.9,26.99,310.4,0.0,0.11007415,28.07,83.53
862,261,78,119,7955.02,9.464,20,32,52.3,37.43,31.9,26.99,310.1,0.0,0.11020199,28.08,83.08
863,259,78,118,7964.85,9.468,20,32,51.5,37.43,31.9,26.99,310.0,0.0,0.11032984,28.11,82.86
864,260,78,118,7973.64,9.464,20,32,48.7,37.43,31.85,26.99,308.6,0.0,0.11045768,28.18,82.53
865,260,78,119,7983.48,9.468,20,32,48.2,37.43,31.9,26.99,305.5,0.0,0.110585526,28.31,82.07
866,259,77,119,7993.83,9.469,20,32,48.0,37.43,31.9,27.84,306.4,0.0,0.11071337,28.33,82.75
867,259,76,119,8001.19,9.466,20,33,49.1,37.43,31.9,27.84,307.2,0.0,0.110841215,28.35,83.43
868,260,76,119,8011.36,9.467,20,33,48.7,37.43,31.9,27.84,308.2,0.0,0.11096906,28.37,84.13
869,261,77,120,8021.26,9.464,20,32,50.0,37.43,31.9,27.84,312.0,0.0,0.1110969,28.31,85.21
870,262,78,120,8031.09,9.468,20,32,51.6,37.43,31.9,27.84,315.9,0.0,0.11122475,28.25,86.29
871,262,79,120,8039.89,9.464,20,32,51.9,37.43,31.9,28.79,314.1,0.0,0.11135259,28.09,86.26
872,259,80,121,8049.72,9.468,20,31,51.9,37.44,31.85,28.79,309.7,0.0,0.11148044,27.89,85.72
873,259,79,120,8058.52,9.464,20,31,52.8,37.44,31.9,28.79,307.2,0.0,0.11160828,27.64,85.72
874,260,78,119,8068.36,9.468,20,32,52.7,37.44,31.9,28.79,305.8,0.0,0.111736126,27.35,86.02
875,261,79,120,8077.16,9.464,20,32,52.5,37.44,31.85,28.79,305.2,0.0,0.11186397,27.09,86.52
876,259,79,120,8086.98,9.468,20,31,52.6,37.44,31.85,28.79,306.6,0.0,0.111991815,26.89,87.57
877,258,78,120,8095.78,9.464,20,32,52.5,37.44,31.9,28.79,308.0,0.0,0.11211966,26.69,88.62
878,259,77,120,8105.62,9.468,20,32,52.6,37.44,31.9,28.79,310.0,0.0,0.112247504,26.39,89.45
879,260,77,119,8115.92,9.469,20,32,54.0,37.44,31.85,28.79,312.5,0.0,0.11237535,26.01,90.1
880,261,77,120,8124.72,9.465,20,32,54.0,37.44,31.85,29.43,314.4,0.0,0.11250319,25.71,90.26
881,262,78,119,8134.55,9.468,20,32,53.4,37.44,31.85,29.43,315.8,0.0,0.11263104,25.43,90.4
882,262,80,119,8143.38,9.464,20,31,52.1,37.44,31.9,29.43,315.8,0.0,0.11275888,25.29,90.56
883,260,80,119,8153.2,9.468,20,31,51.7,37.44,31.85,29.43,315.9,0.0,0.11288673,25.14,90.72
884,258,79,120,8162.01,9.464,20,31,51.8,37.44,31.85,29.43,316.3,0.0,0.11301457,25.02,90.96
885,259,78,120,8171.85,9.468,20,32,51.3,37.44,31.85,30.25,317.9,0.0,0.113142416,24.94,91.38
886,260,78,121,8180.65,9.464,20,32,51.4,37.44,31.85,30.25,319.5,0.0,0.11327026,24.86,91.81
887,261,78,122,8189.79,9.467,20,32,51.5,37.44,31.85,30.25,319.2,0.0,0.113398105,24.81,91.3
888,261,78,121,8199.06,9.465,20,32,51.8,37.44,31.85,30.25,317.4,0.0,0.11352595,24.8,90.01
889,259,78,121,8209.12,9.468,20,32,50.6,37.44,31.85,30.4,315.6,0.0,0.113653794,24.79,88.72
890,258,77,121,8219.46,9.469,20,32,50.4,37.44,31.85,30.4,313.9,0.0,0.11378164,24.81,88.02
891,259,76,120,8228.26,9.464,20,33,50.8,37.45,31.85,30.4,312.1,0.0,0.11390948,24.84,87.52
892,260,76,120,8238.1,9.468,20,33,50.6,37.45,31.85,30.4,310.4,0.0,0.11403733,24.87,87.02
893,261,76,118,8246.9,9.464,20,33,50.6,37.45,31.85,30.4,308.7,0.0,0.11416517,24.9,86.57
894,261,77,118,8256.73,9.468,20,32,49.2,37.45,31.85,30.4,307.2,0.0,0.11429302,25.12,87.47
895,260,77,118,8266.38,9.469,20,32,49.7,37.45,31.85,31.29,305.6,0.0,0.11442086,25.34,88.38
896,260,77,117,8275.05,9.465,20,32,49.8,37.45,31.8,31.29,305.2,0.0,0.114548706,25.64,89.39
897,260,77,116,8285.43,9.468,20,32,50.1,37.45,31.85,31.29,307.6,0.0,0.11467655,26.14,90.69
898,260,77,116,8294.49,9.464,20,32,48.7,37.45,31.85,31.29,309.7,0.0,0.114804395,26.55,91.73
899,260,77,117,8304.34,9.468,20,32,50.4,37.45,31.85,31.29,311.3,0.0,0.11493224,26.79,92.27
900,260,78,117,8313.14,9.464,20,32,49.0,37.45,31.85,29.52,312.9,0.0,0.11506008,27.04,92.81
901,262,79,118,8322.97,9.468,20,32,49.0,37.45,31.85,29.52,311.8,0.0,0.11518793,27.27,92.4
902,262,81,119,8331.77,9.464,20,31,49.5,37.45,31.85,29.52,307.6,0.0,0.11531577,27.5,90.92
903,259,80,119,8340.9,9.467,20,31,49.9,37.45,31.85,29.52,304.6,0.0,0.11544362,27.73,90.74
904,257,78,119,8350.17,9.465,20,31,49.7,37.45,31.85,29.52,304.3,0.0,0.11557146,27.97,93.82
905,258,76,118,8360.23,9.468,20,32,50.8,37.45,31.85,28.34,304.8,0.0,0.115699306,28.09,95.91
906,259,75,118,8370.58,9.469,20,33,50.9,37.45,31.8,28.34,305.9,0.0,0.11582715,28.14,97.27
907,260,75,118,8380.93,9.469,20,33,50.7,37.45,31.8,28.34,306.9,0.0,0.115954995,28.19,98.63
908,260,74,118,8389.7,9.464,20,34,49.5,37.45,31.85,28.34,308.0,0.0,0.11608284,28.23,99.99
909,259,74,118,8399.52,9.468,20,33,49.3,37.45,31.8,29.58,309.8,0.0,0.116210684,28.31,101.3
910,260,74,118,8409.87,9.469,20,34,48.4,37.46,31.8,29.58,312.8,0.0,0.11633853,28.43,102.4
911,262,76,118,8418.7,9.464,20,33,48.9,37.46,31.8,29.58,315.6,0.0,0.11646637,28.75,103.7
912,262,77,118,8426.98,9.463,20,32,49.9,37.46,31.8,29.58,317.0,0.0,0.11659422,29.1,104.7
913,260,77,118,8435.27,9.463,20,32,49.6,37.46,31.8,29.58,317.7,0.0,0.11672207,29.45,105.4
914,260,76,119,8444.4,9.467,20,33,51.2,37.46,31.8,28.38,318.3,0.0,0.116849914,29.74,105.5
915,260,77,119,8453.07,9.465,20,32,50.7,37.46,31.8,28.38,318.9,0.0,0.11697776,30.03,105.5
916,260,77,119,8463.45,9.468,20,32,51.0,37.46,31.8,28.38,319.8,0.0,0.1171056,30.4,106.0
917,259,76,119,8474.08,9.469,20,33,51.5,37.46,31.8,28.38,320.8,0.0,0.11723345,30.85,107.0
918,259,75,119,8482.85,9.464,20,33,52.2,37.46,31.85,28.38,325.5,0.0,0.11736129,31.29,107.0
919,259,75,119,8492.7,9.468,20,33,52.0,37.46,31.85,28.37,331.2,0.0,0.11748914,31.73,106.7
920,259,75,119,8503.04,9.469,20,33,50.7,37.46,31.85,28.37,332.9,0.0,0.11761698,32.26,106.6
921,259,74,119,8513.41,9.469,20,33,48.0,37.47,31.8,28.37,330.9,0.0,0.117744826,32.89,106.6
922,259,74,120,8523.06,9.469,20,33,46.9,37.48,31.8,28.37,330.3,0.0,0.11787267,33.45,107.2
923,260,74,120,8531.74,9.465,20,34,48.0,37.48,31.8,28.37,331.4,0.0,0.118000515,33.93,108.6
924,261,74,119,8542.12,9.468,20,34,48.0,37.48,31.8,27.97,333.9,0.0,0.11812836,34.52,110.2
925,260,75,120,8549.21,9.467,20,33,48.2,37.48,31.8,27.97,337.7,0.0,0.118256204,35.15,112.3
926,259,75,119,8558.65,9.469,20,33,47.7,37.48,31.8,27.97,338.4,0.0,0.11838405,35.36,113.4
927,258,74,119,8569.27,9.469,20,33,47.8,37.48,31.8,27.97,337.5,0.0,0.11851189,35.32,113.4
928,258,73,120,8579.62,9.469,20,34,48.7,37.48,31.85,27.97,336.7,0.0,0.11863974,35.27,113.3
929,258,72,121,8586.87,9.467,20,34,48.6,37.48,31.8,28.09,335.5,0.0,0.11876758,35.17,113.4
930,258,70,120,8597.73,9.466,20,35,47.7,37.48,31.8,28.09,333.3,0.0,0.11889543,34.89,114.1
931,259,69,120,8608.6,9.469,20,36,47.2,37.48,31.8,28.09,334.5,0.0,0.11902327,34.66,115.0
932,261,69,120,8616.84,9.465,20,36,47.1,37.48,31.8,28.09,334.0,0.0,0.119151115,34.39,114.0
933,262,71,121,8625.45,9.463,20,35,48.4,37.48,31.8,28.09,331.1,0.0,0.11927896,34.41,113.1
934,262,72,120,8633.99,9.463,20,35,49.8,37.48,31.8,27.78,328.2,0.0,0.119406804,34.44,112.4
935,261,74,120,8643.83,9.468,20,34,49.4,37.48,31.8,27.78,327.7,0.0,0.11953465,34.55,112.0
936,260,75,119,8654.18,9.469,20,33,49.0,37.48,31.8,27.78,330.7,0.0,0.11966249,34.76,112.3
937,258,74,119,8664.53,9.469,20,33,46.9,37.48,31.8,27.78,334.3,0.0,0.11979034,34.9,112.6
938,257,73,119,8673.32,9.464,20,34,45.6,37.48,31.8,27.78,338.0,0.0,0.11991818,35.04,113.0
939,258,71,120,8683.16,9.468,20,35,47.1,37.48,31.8,29.33,337.2,0.0,0.12004603,35.08,112.3
940,259,69,119,8693.51,9.469,20,36,46.5,37.49,31.8,29.33,335.7,0.0,0.12017387,35.1,111.4
941,261,69,120,8702.06,9.469,20,36,47.1,37.49,31.8,29.33,334.3,0.0,0.120301716,35.13,110.6
942,264,70,120,8710.44,9.467,20,36,48.6,37.49,31.8,29.33,329.7,0.0,0.12042956,35.22,109.5
943,263,73,120,8718.87,9.464,20,34,49.3,37.49,31.8,28.61,326.6,0.0,0.120557405,35.31,108.8
944,261,75,120,8728.71,9.468,20,33,49.8,37.49,31.8,28.61,323.7,0.0,0.12068525,35.41,108.2
945,260,75,120,8739.06,9.469,20,33,49.2,37.49,31.8,28.61,323.6,0.0,0.120813094,35.32,108.2
946,260,75,120,8749.41,9.469,20,33,49.5,37.49,31.75,28.61,323.7,0.0,0.12094094,35.21,108.2
947,261,75,121,8758.2,9.464,20,33,49.8,37.49,31.8,28.61,323.8,0.0,0.12106878,35.11,108.2
948,261,76,121,8768.04,9.468,20,33,48.0,37.49,31.8,27.34,324.2,0.0,0.12119663,34.58,108.4
949,261,76,121,8776.83,9.464,20,33,47.7,37.49,31.75,27.34,327.0,0.0,0.12132447,34.1,109.1
950,260,76,121,8785.96,9.467,20,33,47.6,37.49,31.75,27.34,331.8,0.0,0.12145232,33.75,110.0
951,258,76,120,8796.72,9.469,20,32,48.6,37.49,31.75,27.34,333.9,0.0,0.12158016,33.46,110.6
952,258,75,120,8807.37,9.469,20,33,49.6,37.49,31.75,27.34,335.4,0.0,0.121708006,33.19,111.1
953,259,74,120,8814.6,9.467,20,33,47.8,37.49,31.75,26.49,336.2,0.0,0.12183585,32.84,110.8
954,260,74,120,8823.93,9.469,20,34,47.4,37.49,31.75,26.49,336.1,0.0,0.121963695,32.38,109.4
955,260,74,119,8834.25,9.469,20,34,48.0,37.49,31.75,26.49,335.8,0.0,0.12209154,31.99,108.5
956,260,74,119,8843.06,9.464,20,34,48.4,37.49,31.75,26.49,335.3,0.0,0.12221938,31.65,107.9
957,259,73,118,8852.91,9.468,20,34,49.6,37.49,31.75,26.32,332.8,0.0,0.12234723,31.55,106.9
958,260,73,118,8863.26,9.469,20,34,50.1,37.49,31.75,26.32,332.7,0.0,0.12247507,31.46,106.3
959,260,73,119,8872.9,9.469,20,34,50.1,37.5,31.75,26.32,336.8,0.0,0.12260292,31.37,106.6
960,260,73,119,8880.22,9.467,20,34,50.1,37.5,31.7,26.32,340.9,0.0,0.12273076,31.33,104.8
961,259,72,120,8889.85,9.469,20,34,49.7,37.5,31.75,26.32,345.0,0.0,0.12285861,31.33,100.6
962,258,71,120,8900.51,9.469,20,35,50.7,37.5,31.75,27.39,349.4,0.0,0.12298645,31.34,97.13
963,259,71,120,8909.31,9.464,20,35,51.4,37.5,31.75,27.39,354.0,0.0,0.123114295,31.35,94.16
964,259,70,121,8919.15,9.468,20,35,52.5,37.5,31.75,27.39,355.4,0.0,0.12324214,31.31,93.36
1065,0,0,103,8921.7,0.0,20,0,70.1,37.57,31.75,27.39,355.1,0.0,0.12324214,31.24,93.72
1066,0,71,102,8921.7,0.0,20,0,69.8,37.57,31.75,27.04,354.0,0.0,0.12324214,31.17,93.75
1067,75,73,99,8921.7,0.0,20,10,68.7,37.57,31.7,27.04,350.0,0.0,0.12324214,31.09,92.49
1068,191,73,96,8928.3,6.039,20,25,65.2,37.57,31.7,27.04,346.1,0.0,0.12324214,31.02,91.24
1069,251,73,96,8939.89,9.469,20,33,62.4,37.57,31.7,27.87,343.2,0.0,0.123369984,31.03,90.38
1070,261,73,96,8947.1,9.467,20,34,60.8,37.57,31.7,27.87,340.3,0.0,0.12349783,31.04,89.57
1071,260,72,97,8955.7,9.468,20,34,58.9,37.57,31.7,27.87,339.0,0.0,0.12362567,30.97,89.55
1072,259,72,98,8965.72,9.469,20,34,58.1,37.57,31.7,27.87,337.7,0.0,0.12375352,30.89,89.53
1073,260,73,99,8976.86,9.469,20,34,56.7,37.57,31.7,25.66,339.3,0.0,0.12388136,30.72,89.22
1074,260,73,100,8987.5,9.469,20,34,56.3,37.57,31.7,25.66,340.8,0.0,0.12400921,30.54,88.9
1075,260,74,102,8997.84,9.469,20,34,55.7,37.57,31.7,25.66,335.1,0.0,0.12413705,30.45,89.8
1076,260,73,103,9005.07,9.467,20,34,55.2,37.57,31.7,25.66,329.4,0.0,0.124264896,30.37,90.7
1077,259,73,103,9014.42,9.469,20,34,54.3,37.57,31.7,25.66,328.5,0.0,0.12439274,30.14,90.53
1078,259,73,104,9024.76,9.469,20,34,53.5,37.57,31.7,24.98,328.4,0.0,0.124520585,29.89,90.03
1079,260,73,105,9033.55,9.464,20,34,52.8,37.57,31.7,24.98,325.9,0.0,0.12464843,29.65,88.98
1080,260,73,106,9043.39,9.468,20,34,51.8,37.57,31.7,24.98,323.5,0.0,0.124776274,29.41,87.93
1081,260,72,107,9053.03,9.469,20,34,52.9,37.57,31.7,24.98,321.0,0.0,0.12490412,29.18,86.88
1082,261,73,107,9060.34,9.467,20,34,52.3,37.57,31.7,24.98,318.6,0.0,0.12503196,28.79,85.9
1083,261,74,107,9069.27,9.468,20,34,51.2,37.57,31.65,24.98,318.5,0.0,0.1251598,28.48,84.85
1084,261,75,108,9080.38,9.469,20,33,50.8,37.57,31.7,24.53,321.7,0.0,0.12528765,28.31,83.7
1085,260,75,108,9089.44,9.464,20,33,50.6,37.58,31.7,24.53,326.8,0.0,0.12541549,28.2,82.94
1086,261,75,108,9098.58,9.467,20,33,52.3,37.58,31.7,24.53,333.9,0.0,0.12554334,28.14,82.59
1087,260,75,109,9108.6,9.469,20,33,51.6,37.58,31.65,24.53,336.5,0.0,0.12567118,28.21,82.07
1088,260,75,109,9118.2,9.465,20,33,49.1,37.58,31.65,26.64,335.4,0.0,0.12579903,28.37,81.41
