time,watts,cadence,heartrate,distance,velocity_smooth,temp,torque,smo2,core_temperature,skin_temperature,respiration,tidal_volume,heat_strain_index,PercentageinZ2,TymeBreathRate,TymeVentilation
0,0,0,88,,,24,0,67.9,37.02,,,,0.0,0.0,,
1,225,64,89,0.0,8.839,24,34,68.2,37.02,,,,0.0,1.2784454E-4,,
2,224,64,91,7.05,8.837,24,33,68.2,37.02,32.5,,,0.0,2.5568908E-4,,
3,224,64,92,12.93,8.834,24,33,68.7,37.02,32.5,,146.9,0.0,3.8353362E-4,27.23,26.83
4,224,64,93,22.82,8.838,24,33,68.8,37.02,32.5,,148.9,0.0,5.1137817E-4,27.02,27.3
5,224,64,94,31.67,8.837,24,33,68.2,37.02,32.45,18.9,150.8,0.0,6.392227E-4,26.8,27.76
6,224,64,95,41.65,8.838,24,33,68.1,37.02,32.45,18.9,152.7,0.0,7.6706725E-4,26.59,28.22
7,224,65,95,48.59,8.834,24,33,66.2,37.02,32.45,18.9,155.4,0.0,8.9491176E-4,26.29,28.87
8,224,65,94,58.19,8.838,24,33,64.9,37.02,32.45,18.9,158.1,0.0,0.0010227563,25.98,29.53
9,224,65,94,66.85,8.837,24,33,63.5,37.02,32.45,18.9,160.5,0.0,0.0011506008,25.71,30.12
10,224,64,92,76.84,8.838,24,33,62.2,37.02,32.45,18.9,162.5,0.0,0.0012784454,25.49,30.58
11,225,65,92,83.78,8.834,24,33,59.2,37.02,32.45,18.31,164.4,0.0,0.00140629,25.27,31.05
12,224,66,93,92.63,8.837,24,32,56.1,37.02,32.45,18.31,166.3,0.0,0.0015341345,25.06,31.52
13,223,65,93,101.89,8.837,24,33,51.5,37.02,32.45,18.31,169.0,0.0,0.001661979,24.76,32.16
14,224,65,93,112.03,8.838,24,33,49.9,37.02,32.4,18.31,171.8,0.0,0.0017898235,24.44,32.85
15,225,65,95,118.97,8.834,24,33,45.1,37.02,32.4,19.29,174.7,0.0,0.0019176682,24.12,33.53
16,226,66,96,128.59,8.838,24,33,45.2,37.02,32.4,19.29,177.4,0.0,0.0020455127,23.82,34.19
17,225,66,97,138.95,8.839,24,33,41.9,37.02,32.45,19.29,180.1,0.0,0.0021733572,23.51,34.85
18,224,67,98,145.88,8.834,24,32,41.0,37.02,32.4,19.29,183.7,0.0,0.0023012017,23.11,35.7
19,224,68,99,155.51,8.838,24,31,40.8,37.02,32.45,19.29,187.4,0.0,0.0024290462,22.69,36.6
20,224,68,100,163.01,8.837,24,31,40.2,37.02,32.45,19.29,189.4,0.0,0.0025568907,22.47,37.08
21,224,67,101,172.06,8.837,24,32,40.0,37.02,32.45,18.37,191.2,0.0,0.0026847355,22.26,37.53
22,225,67,102,181.64,8.838,24,32,39.6,37.02,32.4,18.37,193.1,0.0,0.00281258,22.06,37.97
23,224,68,103,190.89,8.837,24,31,40.2,37.02,32.4,18.37,195.1,0.0,0.0029404245,21.84,38.45
24,223,68,104,201.05,8.838,24,31,39.1,37.02,32.45,18.37,197.9,0.0,0.003068269,21.59,39.15
25,223,67,106,207.98,8.834,24,32,40.4,37.02,32.4,18.55,200.8,0.0,0.0031961135,21.34,39.84
26,224,66,106,217.6,8.838,24,32,41.0,37.02,32.4,18.55,204.0,0.0,0.003323958,21.09,40.61
27,224,66,106,227.96,8.839,24,32,42.7,37.02,32.4,18.55,207.3,0.0,0.0034518025,20.84,41.41
28,225,67,104,234.88,8.834,24,32,43.0,37.02,32.4,18.55,209.4,0.0,0.003579647,20.66,41.92
29,226,67,104,244.51,8.838,24,32,42.7,37.02,32.4,18.55,210.8,0.0,0.0037074918,20.52,42.26
30,225,68,105,250.99,8.835,24,32,44.3,37.02,32.4,18.55,212.2,0.0,0.0038353363,20.38,42.59
31,224,68,106,258.31,8.836,24,31,44.1,37.02,32.4,19.45,213.6,0.0,0.003963181,20.24,42.93
32,224,68,106,270.2,8.839,24,31,43.2,37.02,32.45,19.45,215.0,0.0,0.0040910253,20.1,43.27
33,223,68,107,280.07,8.837,24,31,43.4,37.02,32.4,19.45,217.0,0.0,0.00421887,19.95,43.74
34,223,67,107,290.04,8.838,24,32,43.3,37.02,32.4,19.45,219.3,0.0,0.0043467144,19.79,44.31
35,224,67,107,296.97,8.834,24,32,44.2,37.02,32.4,19.45,221.7,0.0,0.004474559,19.63,44.87
36,225,66,107,306.6,8.838,24,33,44.1,37.02,32.4,20.45,223.7,0.0,0.0046024034,19.53,45.37
37,223,66,108,313.09,8.835,24,32,44.4,37.02,32.4,20.45,225.7,0.0,0.004730248,19.47,45.84
38,223,66,108,322.99,8.838,24,32,43.5,37.02,32.4,20.45,227.6,0.0,0.0048580924,19.4,46.3
39,224,66,109,332.75,8.839,24,32,44.7,,32.4,20.45,229.5,0.0,0.004985937,19.34,46.76
40,224,67,108,342.01,8.837,24,32,44.8,,32.4,20.45,232.3,0.0,0.0051137814,19.23,47.43
41,224,66,107,352.17,8.838,24,32,45.0,,32.4,20.45,235.0,0.0,0.0052416264,19.12,48.1
42,224,65,107,359.1,8.834,24,33,44.2,,32.4,20.72,237.3,0.0,0.005369471,19.0,48.66
43,225,67,107,368.73,8.838,24,32,45.0,,32.4,20.72,239.2,0.0,0.0054973154,18.88,49.1
44,225,68,107,375.66,8.834,24,32,44.3,,32.4,20.72,241.0,0.0,0.00562516,18.75,49.54
45,224,68,108,385.29,8.838,24,31,44.1,,32.4,20.72,242.8,0.0,0.0057530045,18.63,49.98
46,223,67,108,395.62,8.839,24,32,44.6,,32.4,20.72,246.1,0.0,0.005880849,18.53,50.62
47,224,67,109,402.57,8.834,24,32,45.4,,32.4,21.68,250.1,0.0,0.0060086935,18.44,51.36
48,224,67,110,411.42,8.837,24,32,45.5,,32.4,21.68,254.0,0.0,0.006136538,18.36,52.09
49,223,67,111,420.01,8.837,24,32,45.8,,32.4,21.68,255.3,0.0,0.0062643825,18.32,52.33
50,224,67,112,430.63,8.838,24,32,46.0,,32.4,21.68,256.5,0.0,0.006392227,18.29,52.55
51,224,67,112,437.29,8.835,24,32,46.6,,32.4,21.68,257.6,0.0,0.0065200715,18.25,52.76
52,224,66,112,447.19,8.838,24,32,45.7,,32.4,21.68,259.4,0.0,0.006647916,18.26,52.98
53,225,67,113,457.73,8.839,24,32,44.9,,32.4,21.54,261.9,0.0,0.0067757606,18.31,53.22
54,225,68,114,464.67,8.834,24,32,44.7,,32.4,21.54,264.3,0.0,0.006903605,18.37,53.46
55,223,69,112,474.3,8.838,24,31,43.9,,32.4,21.54,266.8,0.0,0.0070314496,18.42,53.69
56,223,68,113,484.65,8.839,24,31,44.4,,32.4,21.54,269.3,0.0,0.007159294,18.47,53.93
57,224,67,114,491.11,8.835,24,32,44.5,,32.4,21.05,271.4,0.0,0.0072871386,18.66,54.3
58,224,67,114,500.17,8.837,24,32,45.8,,32.4,21.05,273.4,0.0,0.0074149836,18.84,54.67
59,225,68,113,508.02,8.835,24,32,45.8,,32.4,21.05,275.5,0.0,0.007542828,19.03,55.04
60,225,68,113,516.99,8.837,24,32,46.7,,32.4,21.05,277.7,0.0,0.0076706726,19.2,55.5
61,225,69,114,527.92,8.839,24,31,46.2,,32.4,21.05,280.1,0.0,0.007798517,19.37,56.09
62,225,70,114,535.05,8.834,24,31,46.1,,32.4,21.12,282.4,0.0,0.007926362,19.53,56.69
63,224,71,114,544.68,8.838,24,30,46.7,,32.4,21.12,284.8,0.0,0.008054206,19.69,57.28
64,224,70,115,553.32,8.837,24,31,46.3,,32.4,21.12,287.4,0.0,0.008182051,19.88,57.77
65,224,70,115,563.31,8.838,24,31,45.8,,32.35,21.12,290.4,0.0,0.008309895,20.09,58.15
66,224,70,115,569.77,8.835,24,31,46.5,,32.35,21.12,293.3,0.0,0.00843774,20.3,58.52
67,223,70,115,579.67,8.838,24,30,45.2,,32.4,21.12,295.9,0.0,0.008565584,20.5,58.89
68,223,69,115,590.23,8.839,24,31,44.0,,32.35,21.12,297.9,0.0,0.008693429,20.67,59.23
69,223,69,114,597.15,8.834,24,31,43.5,,32.35,23.14,299.9,0.0,0.008821273,20.85,59.57
70,224,69,115,606.79,8.838,24,31,43.4,,32.35,23.14,300.0,0.0,0.008949118,20.96,59.7
71,224,69,115,617.13,8.839,24,31,43.1,,32.35,23.14,299.8,0.0,0.009076962,21.05,59.77
72,224,69,116,624.06,8.834,24,31,44.0,,32.35,23.14,299.5,0.0,0.009204807,21.14,59.85
73,223,68,116,633.7,8.838,24,31,43.9,,32.35,25.26,304.1,0.0,0.009332651,21.27,60.66
74,223,68,116,640.63,8.834,24,31,45.0,,32.35,25.26,310.2,0.0,0.009460496,21.39,61.71
75,223,68,117,649.47,8.837,24,31,45.2,,32.35,25.26,316.3,0.0,0.00958834,21.42,62.83
76,224,67,117,659.55,8.839,24,32,45.8,,32.35,25.26,320.9,0.0,0.009716185,21.44,63.62
77,225,67,117,667.41,8.835,24,32,46.4,,32.35,25.26,322.8,0.0,0.009844029,21.46,63.85
78,224,67,118,677.16,8.838,24,32,47.2,,32.35,25.26,324.3,0.0,0.009971874,21.48,64.08
79,223,68,117,685.81,8.837,24,31,47.2,,32.35,25.26,325.5,0.0,0.010099718,21.5,64.31
80,224,68,117,694.09,8.837,24,31,47.8,,32.35,25.5,326.6,0.0,0.010227563,21.52,64.54
81,225,68,117,703.3,8.838,24,32,49.1,,32.35,25.5,327.7,0.0,0.010355407,21.54,64.78
82,225,69,117,710.89,8.835,24,31,49.2,,32.35,25.5,328.2,0.0,0.010483253,21.58,65.06
83,223,69,117,720.63,8.838,24,31,48.7,,32.35,25.5,328.7,0.0,0.010611097,21.61,65.34
84,223,68,117,730.21,8.839,24,31,48.1,,32.35,25.5,329.2,0.0,0.010738942,21.65,65.63
85,223,68,116,739.45,8.837,24,31,47.3,,32.35,28.6,329.5,0.0,0.010866786,21.68,65.93
86,224,68,116,747.28,8.837,24,31,47.3,,32.35,28.6,329.9,0.0,0.010994631,21.7,66.23
87,225,68,115,755.36,8.837,24,32,47.5,,32.35,28.6,329.1,0.0,0.011122475,21.75,66.41
88,224,67,115,765.14,8.838,24,32,47.4,,32.35,28.6,326.9,0.0,0.01125032,21.82,66.44
89,224,67,115,773.99,8.837,24,32,47.6,,32.35,28.6,324.7,0.0,0.011378164,21.9,66.47
90,223,68,115,782.94,8.837,24,31,49.5,,32.35,28.6,326.7,0.0,0.011506009,21.96,66.89
91,224,67,114,792.31,8.838,24,32,50.4,,32.3,28.6,328.9,0.0,0.011633853,22.01,67.33
92,225,67,114,799.37,8.835,24,32,51.2,,32.35,28.6,331.1,0.0,0.011761698,22.07,67.78
93,225,68,115,808.6,8.837,24,32,51.6,,32.35,28.6,331.8,0.0,0.011889542,22.09,68.01
94,224,68,116,819.8,8.839,24,31,51.2,,32.3,28.6,332.2,0.0,0.012017387,22.11,68.21
95,223,68,114,826.45,8.835,24,31,51.2,37.03,32.3,28.6,332.7,0.0,0.0121452315,22.12,68.42
96,224,68,113,835.52,8.837,24,31,50.6,37.03,32.35,28.6,333.0,0.0,0.012273076,22.11,68.61
97,224,68,113,843.37,8.835,24,31,49.8,37.03,32.3,28.6,332.8,0.0,0.0124009205,22.04,68.79
98,223,67,113,853.12,8.838,24,32,49.2,37.03,32.3,28.6,332.5,0.0,0.012528765,21.97,68.96
99,224,67,113,863.42,8.839,24,32,49.2,37.03,32.3,28.6,332.3,0.0,0.0126566095,21.9,69.14
100,224,68,113,870.39,8.834,24,31,48.3,37.03,32.3,29.7,332.1,0.0,0.012784454,21.82,69.31
101,224,68,113,880.01,8.838,24,31,49.5,37.03,32.3,29.7,331.6,0.0,0.012912299,21.68,69.38
102,224,68,112,888.04,8.837,24,31,49.1,37.03,32.3,29.7,330.7,0.0,0.013040143,21.4,69.2
103,224,68,113,897.63,8.838,24,31,49.3,37.03,32.3,29.7,330.2,0.0,0.013167988,21.13,69.08
104,225,67,113,907.14,8.837,24,32,51.1,37.03,32.35,27.62,330.9,0.0,0.013295832,20.92,69.16
105,224,68,112,915.58,8.837,24,31,52.9,37.03,32.3,27.62,331.6,0.0,0.013423677,20.7,69.23
106,223,69,112,925.57,8.838,24,31,54.1,37.03,32.3,27.86,332.4,0.0,0.013551521,20.49,69.3
107,223,68,112,932.5,8.834,24,31,53.6,37.03,32.3,27.86,334.1,0.0,0.013679366,20.28,69.41
108,223,68,111,942.14,8.838,24,31,52.7,37.03,32.3,27.86,335.8,0.0,0.01380721,20.07,69.51
109,224,67,111,952.49,8.839,24,32,52.5,37.03,32.3,27.86,337.5,0.0,0.013935055,19.86,69.62
110,224,67,110,959.41,8.834,23,32,51.6,37.03,32.3,27.86,337.1,0.0,0.014062899,19.74,69.39
111,225,67,109,968.27,8.837,23,32,50.5,37.03,32.3,27.63,336.2,0.0,0.014190744,19.64,69.09
112,224,68,110,975.83,8.835,23,31,50.2,37.03,32.3,27.63,335.6,0.0,0.014318588,19.57,68.85
113,222,68,110,985.6,8.838,23,31,51.1,37.03,32.3,27.63,335.5,0.0,0.014446433,19.6,68.78
114,222,67,110,994.25,8.837,23,32,51.5,37.03,32.3,27.63,335.4,0.0,0.014574277,19.63,68.7
115,223,66,111,1004.24,8.838,23,32,52.6,37.03,32.3,27.63,336.3,0.0,0.014702123,19.67,68.69
116,224,66,111,1014.58,8.839,23,32,54.8,37.03,32.3,27.63,338.1,0.0,0.014829967,19.72,68.75
117,225,66,110,1021.51,8.834,23,33,56.3,37.03,32.3,27.08,339.9,0.0,0.014957812,19.78,68.8
118,224,66,111,1031.15,8.838,23,32,56.9,37.03,32.3,27.08,341.7,0.0,0.015085656,19.83,68.85
119,224,66,112,1038.07,8.834,23,32,56.6,37.04,32.3,27.08,343.2,0.0,0.015213501,19.93,68.86
120,224,66,112,1047.71,8.838,23,32,56.2,37.04,32.3,27.08,344.5,0.0,0.015341345,20.05,68.85
121,224,67,110,1056.35,8.837,23,32,55.5,37.04,32.25,27.08,345.8,0.0,0.01546919,20.17,68.84
122,224,67,110,1066.3,8.838,23,32,53.8,37.04,32.3,27.08,346.5,0.0,0.015597034,20.29,68.82
123,224,67,109,1076.68,8.839,23,32,54.5,37.04,32.3,27.08,346.4,0.0,0.015724879,20.39,68.79
124,225,67,108,1083.62,8.834,23,32,53.8,37.04,32.25,26.71,346.3,0.0,0.015852723,20.5,68.76
125,225,67,107,1093.25,8.838,23,32,53.3,37.04,32.25,26.71,346.1,0.0,0.015980568,20.61,68.74
126,224,68,107,1100.17,8.834,23,31,52.9,37.04,32.3,26.71,346.6,0.0,0.016108412,20.69,68.88
127,224,68,108,1109.81,8.838,23,31,53.9,37.04,32.25,26.71,347.1,0.0,0.016236257,20.76,69.04
128,224,68,108,1120.12,8.839,23,31,54.5,37.04,32.3,26.71,347.5,0.0,0.016364101,20.83,69.19
129,223,67,108,1127.08,8.834,23,32,54.7,37.04,32.3,26.71,348.0,0.0,0.016491946,20.88,69.3
130,223,66,109,1136.73,8.838,23,32,56.1,37.04,32.3,26.08,348.4,0.0,0.01661979,20.9,69.37
131,224,67,109,1143.65,8.834,23,32,55.9,37.04,32.3,26.08,349.1,0.0,0.016747635,20.92,69.37
132,224,67,110,1153.29,8.838,23,32,56.4,37.04,32.3,26.08,349.9,0.0,0.01687548,20.94,69.31
133,224,67,109,1161.92,8.837,23,32,55.6,37.04,32.25,26.08,350.2,0.0,0.017003324,20.92,69.13
134,223,66,108,1171.92,8.838,23,32,55.7,37.04,32.3,26.08,349.3,0.0,0.017131168,20.85,68.72
135,224,66,108,1182.26,8.839,23,32,54.6,37.04,32.25,26.44,348.4,0.0,0.017259013,20.77,68.43
136,225,66,107,1189.16,8.834,23,33,54.3,37.04,32.25,26.44,347.8,0.0,0.017386857,20.7,68.4
137,225,67,108,1198.81,8.838,23,32,53.7,37.04,32.25,26.44,347.2,0.0,0.017514702,20.63,68.37
138,224,68,108,1205.75,8.834,23,31,54.9,37.04,32.25,26.44,346.6,0.0,0.017642546,20.56,68.34
139,223,68,107,1215.37,8.838,23,31,53.9,37.04,32.25,26.44,348.0,0.0,0.017770391,20.45,68.71
140,224,67,109,1225.73,8.839,23,32,55.1,37.04,32.3,27.37,350.0,0.0,0.017898235,20.32,69.19
141,225,67,109,1232.63,8.834,23,32,55.7,37.04,32.3,27.37,348.8,0.0,0.01802608,20.31,69.14
142,224,68,109,1242.29,8.838,23,31,56.8,37.05,32.3,27.37,347.6,0.0,0.018153924,20.3,69.09
143,225,69,110,1252.65,8.839,23,31,56.3,37.05,32.3,27.37,346.5,0.0,0.018281769,20.29,69.04
144,225,70,111,1261.28,8.837,23,31,56.3,37.05,32.25,27.37,346.8,0.0,0.018409614,20.3,69.06
145,224,70,112,1267.85,8.834,23,31,55.6,37.05,32.3,27.37,347.5,0.0,0.018537458,20.31,69.1
146,222,70,111,1277.49,8.838,23,30,54.7,37.05,32.25,27.37,348.2,0.0,0.018665303,20.33,69.13
147,223,69,110,1285.5,8.837,23,31,54.2,37.05,32.3,25.73,348.9,0.0,0.018793147,20.34,69.16
148,224,69,110,1294.25,8.837,23,31,53.9,37.05,32.25,25.73,348.9,0.0,0.018920992,20.4,68.92
149,224,69,110,1304.4,8.838,23,31,53.3,37.05,32.3,25.73,348.9,0.0,0.019048836,20.46,68.65
150,225,69,109,1314.75,8.839,23,31,53.9,37.05,32.25,25.73,349.0,0.0,0.01917668,20.52,68.38
151,224,69,109,1321.67,8.834,23,31,54.8,37.05,32.25,25.73,349.0,0.0,0.019304525,20.58,68.11
152,223,70,109,1331.32,8.838,23,30,55.4,37.05,32.25,25.73,348.3,0.0,0.01943237,20.63,67.95
153,223,69,109,1338.23,8.834,23,31,56.3,37.05,32.25,26.99,347.6,0.0,0.019560214,20.68,67.81
154,224,69,111,1347.87,8.838,23,31,56.5,37.05,32.25,26.99,346.8,0.0,0.019688059,20.73,67.67
155,224,68,112,1358.23,8.839,23,31,57.2,37.05,32.25,26.99,346.0,0.0,0.019815903,20.78,67.53
156,223,69,113,1365.14,8.834,23,31,56.6,37.05,32.25,26.99,346.3,0.0,0.019943748,20.82,67.45
157,223,69,112,1374.78,8.838,23,31,56.0,37.05,32.3,26.99,348.7,0.0,0.020071592,20.85,67.5
158,224,69,111,1385.13,8.839,23,31,56.1,37.05,32.25,28.23,351.1,0.0,0.020199437,20.87,67.55
159,224,69,111,1392.05,8.834,23,31,55.5,37.05,32.25,28.23,353.1,0.0,0.020327281,20.84,67.6
160,224,68,111,1401.69,8.838,23,31,55.5,37.05,32.25,28.23,355.0,0.0,0.020455126,20.79,67.65
161,224,68,110,1410.32,8.837,23,31,56.2,37.05,32.25,28.23,356.8,0.0,0.02058297,20.73,67.7
162,224,69,110,1418.6,8.837,23,31,56.8,37.05,32.25,28.23,357.6,0.0,0.020710815,20.68,67.66
163,224,69,109,1426.89,8.837,23,31,56.9,37.05,32.25,28.23,356.2,0.0,0.020838661,20.61,67.46
164,224,69,110,1436.88,8.838,23,31,57.6,37.05,32.25,28.23,354.9,0.0,0.020966506,20.54,67.26
165,224,68,109,1444.86,8.837,23,31,56.9,37.05,32.25,28.23,353.6,0.0,0.02109435,20.47,67.06
166,224,68,110,1453.59,8.837,23,31,56.3,37.05,32.25,27.48,353.4,0.0,0.021222195,20.29,66.99
167,224,69,110,1463.79,8.838,23,31,54.8,37.05,32.25,27.48,353.2,0.0,0.02135004,20.11,66.91
168,224,69,111,1470.68,8.834,23,31,54.3,37.05,32.25,27.48,352.0,0.0,0.021477884,19.9,66.76
169,224,69,111,1480.27,8.838,23,31,53.8,37.05,32.25,26.64,349.6,0.0,0.021605728,19.64,66.51
170,223,68,112,1488.35,8.837,23,31,55.5,37.05,32.25,26.64,348.5,0.0,0.021733573,19.49,66.53
171,224,67,111,1497.91,8.838,23,32,56.1,37.05,32.25,25.24,348.1,0.0,0.021861417,19.39,66.67
172,224,67,110,1507.46,8.837,23,32,57.3,37.05,32.25,25.24,347.7,0.0,0.021989262,19.29,66.81
173,225,68,110,1515.9,8.837,23,32,57.1,37.05,32.25,25.24,349.0,0.0,0.022117106,19.24,67.09
174,224,69,110,1524.18,8.837,23,31,57.1,37.05,32.25,25.24,350.7,0.0,0.02224495,19.19,67.4
175,223,68,108,1534.18,8.838,23,31,56.3,37.05,32.25,25.24,352.4,0.0,0.022372795,19.14,67.7
176,223,67,108,1542.81,8.837,23,32,55.0,,32.25,25.09,353.7,0.0,0.02250064,19.1,67.88
177,224,67,108,1552.81,8.838,23,32,54.7,,32.25,25.09,353.6,0.0,0.022628484,19.07,67.67
178,225,68,108,1561.44,8.837,23,32,55.4,,32.25,25.09,353.6,0.0,0.022756329,19.04,67.45
179,226,69,108,1568.0,8.834,23,31,55.4,,32.25,25.09,353.6,0.0,0.022884173,19.01,67.24
180,225,71,108,1577.61,8.838,23,30,56.2,,32.25,25.09,353.1,0.0,0.023012018,18.98,66.95
181,224,71,108,1587.99,8.839,23,30,56.9,,32.25,25.0,352.5,0.0,0.023139862,18.95,66.63
182,224,70,109,1596.01,8.837,23,31,56.9,,32.25,25.0,351.8,0.0,0.023267707,18.93,66.31
183,225,71,109,1602.58,8.834,23,30,57.2,,32.25,25.0,350.9,0.0,0.023395551,18.88,65.98
184,226,72,109,1612.59,8.838,23,30,56.4,,32.25,25.0,350.0,0.0,0.023523396,18.83,65.64
185,225,73,110,1623.14,8.839,23,29,56.6,,32.25,25.0,350.3,0.0,0.02365124,18.79,65.4
186,223,72,111,1631.82,8.837,23,30,56.0,,32.25,26.11,351.5,0.0,0.023779085,18.76,65.24
187,223,71,111,1638.38,8.834,22,30,56.3,,32.25,26.11,352.8,0.0,0.02390693,18.73,65.07
188,223,71,112,1648.03,8.838,22,30,55.4,,32.25,26.11,353.8,0.0,0.024034774,18.69,64.92
189,224,71,113,1658.34,8.839,22,30,56.3,,32.25,26.11,354.0,0.0,0.024162618,18.65,64.81
190,224,71,114,1665.29,8.834,22,30,57.4,,32.2,26.11,354.3,0.0,0.024290463,18.61,64.7
191,223,70,112,1674.9,8.838,22,30,57.6,,32.25,26.07,354.5,0.0,0.024418307,18.57,64.6
192,225,70,111,1683.54,8.837,22,31,58.3,,32.25,26.07,354.8,0.0,0.024546152,18.52,64.64
193,225,71,112,1693.56,8.838,22,30,57.9,,32.25,26.07,355.2,0.0,0.024673996,18.46,64.92
194,223,72,111,1700.49,8.834,22,30,57.5,,32.25,26.07,355.6,0.0,0.024801841,18.41,65.2
195,222,71,110,1710.08,8.838,22,30,56.1,,32.25,26.07,356.1,0.0,0.024929686,18.36,65.48
196,223,69,110,1720.47,8.839,22,31,55.4,,32.2,25.25,356.0,0.0,0.02505753,18.3,65.63
197,224,69,109,1727.37,8.834,22,31,54.2,,32.25,25.25,355.1,0.0,0.025185375,18.25,65.62
198,225,69,107,1737.03,8.838,22,31,54.5,,32.2,25.25,354.2,0.0,0.025313219,18.19,65.61
199,226,71,107,1745.68,8.837,22,30,53.1,,32.25,25.25,353.4,0.0,0.025441064,18.14,65.6
200,226,72,108,1755.63,8.838,22,30,53.2,,32.25,25.25,352.3,0.0,0.025568908,18.11,65.65
201,224,72,109,1764.3,8.837,22,30,54.0,,32.25,25.25,351.3,0.0,0.025696753,18.08,65.72
202,224,72,109,1772.58,8.837,22,30,55.2,,32.25,25.5,350.2,0.0,0.025824597,18.06,65.79
203,224,72,108,1780.87,8.837,22,30,54.5,,32.25,25.5,349.4,0.0,0.025952442,18.03,65.84
204,224,72,109,1790.87,8.838,22,30,54.7,,32.25,25.5,349.1,0.0,0.026080286,18.02,65.84
205,223,71,110,1797.78,8.834,22,30,55.5,,32.25,25.5,348.9,0.0,0.02620813,18.01,65.85
206,222,70,110,1807.38,8.838,22,30,54.9,,32.25,25.5,348.6,0.0,0.026335975,18.0,65.86
207,223,69,109,1817.77,8.839,22,31,56.2,,32.25,25.5,348.4,0.0,0.02646382,17.98,65.86
208,224,69,108,1824.69,8.834,22,31,55.5,,32.25,24.48,349.3,0.0,0.026591664,17.99,65.89
209,224,69,107,1834.32,8.838,22,31,54.8,,32.25,24.48,350.6,0.0,0.026719509,18.01,65.93
210,224,69,106,1844.69,8.839,22,31,53.8,,32.25,24.48,351.8,0.0,0.026847353,18.03,65.96
211,224,69,106,1851.6,8.834,22,31,53.6,,32.2,24.48,353.1,0.0,0.026975198,18.05,65.99
212,224,68,107,1859.53,8.836,22,31,53.1,,32.25,24.48,353.3,0.0,0.027103042,18.07,66.14
213,225,69,106,1869.53,8.838,22,31,52.5,,32.25,23.4,353.3,0.0,0.027230887,18.1,66.3
214,225,70,106,1879.88,8.839,22,31,52.7,,32.2,23.4,353.3,0.0,0.027358731,18.13,66.46
215,223,71,107,1886.79,8.834,22,30,52.9,,32.2,23.4,352.4,0.0,0.027486576,18.13,66.28
216,223,70,107,1896.44,8.838,22,30,53.1,,32.25,23.4,351.4,0.0,0.02761442,18.13,66.09
217,224,70,107,1906.79,8.839,22,31,53.7,,32.2,23.4,350.5,0.0,0.027742265,18.13,65.9
218,224,70,107,1913.7,8.834,22,31,54.2,,32.2,23.08,349.6,0.0,0.02787011,18.13,65.71
219,225,70,107,1921.63,8.836,22,31,53.1,,32.2,23.08,349.1,0.0,0.027997954,18.11,65.54
220,225,71,108,1931.64,8.838,22,30,53.0,,32.2,23.08,348.5,0.0,0.028125798,18.09,65.36
221,224,72,107,1941.98,8.839,22,30,52.0,,32.2,23.08,347.9,0.0,0.028253643,18.08,65.26
222,223,71,106,1948.89,8.834,22,30,51.8,,32.2,23.08,347.2,0.0,0.028381487,18.08,65.25
223,224,70,106,1956.2,8.836,22,31,51.6,,32.2,23.08,346.5,0.0,0.028509332,18.09,65.24
224,225,71,106,1966.63,8.838,22,30,52.3,,32.25,23.08,346.6,0.0,0.028637176,18.1,65.32
225,224,72,107,1977.16,8.839,22,30,52.6,,32.2,24.44,346.7,0.0,0.02876502,18.11,65.41
226,223,71,107,1984.08,8.834,22,30,53.8,,32.2,24.44,346.9,0.0,0.028892865,18.12,65.49
227,222,70,108,1993.73,8.838,22,30,54.0,,32.2,24.44,344.6,0.0,0.02902071,18.16,65.3
228,223,70,108,2004.09,8.839,22,30,52.4,,32.2,24.44,342.1,0.0,0.029148554,18.21,65.07
229,224,70,109,2010.97,8.834,22,31,52.2,,32.25,26.53,340.1,0.0,0.0292764,18.28,64.93
230,224,70,109,2018.92,8.836,22,31,52.4,,32.25,26.53,340.0,0.0,0.029404245,18.38,65.04
231,224,70,108,2028.92,8.838,22,31,51.6,,32.25,26.53,339.8,0.0,0.02953209,18.48,65.15
232,225,70,108,2035.84,8.834,22,31,51.2,,32.25,26.53,339.7,0.0,0.029659934,18.57,65.11
233,225,70,108,2045.49,8.838,22,31,51.5,,32.25,26.53,339.7,0.0,0.029787779,18.65,64.93
234,225,71,109,2055.06,8.839,22,30,51.8,,32.25,25.56,339.7,0.0,0.029915623,18.73,64.76
235,225,72,109,2064.31,8.837,22,30,50.9,,32.25,25.56,339.7,0.0,0.030043468,18.81,64.58
236,224,72,109,2074.47,8.838,22,30,51.5,,32.2,25.56,339.7,0.0,0.030171312,18.88,64.42
237,224,71,111,2081.38,8.834,22,30,51.3,,32.25,25.56,339.6,0.0,0.030299157,18.95,64.29
238,224,71,112,2091.03,8.838,22,30,51.6,,32.2,25.56,339.5,0.0,0.030427001,19.01,64.16
239,225,72,112,2099.66,8.837,22,30,51.5,,32.2,24.52,339.5,0.0,0.030554846,19.08,64.02
240,224,73,112,2109.62,8.838,22,29,50.7,,32.2,24.52,339.7,0.0,0.03068269,19.16,64.06
241,224,73,110,2117.65,8.837,22,29,49.1,,32.2,24.52,340.6,0.0,0.030810535,19.26,64.45
242,224,73,108,2124.23,8.834,22,29,49.9,,32.2,24.52,341.5,0.0,0.03093838,19.36,64.84
