time,watts,cadence,heartrate,distance,velocity_smooth,temp,torque,smo2,core_temperature,skin_temperature,tidal_volume,HeatStrainIndex,PercentageinZ2,TymeBreathRate,TymeVentilation
2424,259,80,123,22736.66,9.468,20,31,64.28889,37.95,31.3,222.6,0.5,0.56477165,34.05,72.16
2425,259,79,123,22745.4,9.464,20,31,64.18455,37.95,31.3,221.2,0.5,0.56500465,33.91,72.29
2426,258,78,123,22755.26,9.468,20,32,64.29,37.95,31.3,219.1,0.5,0.56523764,33.77,72.07
2427,258,77,123,22765.63,9.469,20,32,64.46778,37.95,31.3,219.8,0.5,0.56547064,33.7,72.89
2428,259,75,122,22773.79,9.465,20,33,64.68,37.95,31.3,221.8,0.5,0.56570363,33.62,73.84
2429,261,75,121,22783.2,9.467,20,33,64.72363,37.95,31.3,224.7,0.5,0.5659366,33.55,74.87
2430,261,76,121,22792.79,9.464,20,33,64.785,37.95,31.3,227.6,0.5,0.5661696,33.52,75.3
2431,261,76,121,22801.54,9.467,20,33,65.098,37.95,31.3,230.5,0.5,0.5664026,33.5,75.72
2432,261,77,121,22811.17,9.465,20,32,65.594,37.95,31.3,233.4,0.5,0.5666356,33.47,76.14
2433,260,77,121,22821.53,9.468,20,32,65.942,37.95,31.3,234.9,0.5,0.5668686,33.68,76.65
2434,261,78,121,22830.27,9.464,20,32,66.11222,37.95,31.25,236.0,0.5,0.5671016,33.87,77.02
2435,261,79,121,22841.77,9.466,20,32,66.23091,37.95,31.3,236.5,0.5,0.5673346,34.01,77.08
2436,260,79,121,22850.97,9.464,20,31,66.23,37.95,31.3,237.6,0.5,0.5675676,34.13,77.11
2437,259,78,121,22860.86,9.468,20,32,66.11455,37.95,31.3,239.1,0.5,0.5678006,34.25,77.13
2438,261,77,122,22869.01,9.465,20,32,65.999,37.95,31.3,240.0,0.5,0.5680336,34.43,76.45
2439,262,78,122,22877.02,9.463,20,32,66.042,37.95,31.3,240.7,0.5,0.5682666,34.6,75.86
2440,261,80,122,22887.5,9.468,20,31,66.166664,37.95,31.3,241.3,0.5,0.5684995,34.7,75.96
2441,259,81,122,22896.52,9.464,20,31,66.35909,37.95,31.25,241.8,0.5,0.5687325,34.8,76.06
2442,260,81,122,22908.02,9.466,20,31,66.336,37.95,31.25,243.0,0.5,0.5689655,34.94,75.78
2443,259,80,123,22916.62,9.464,20,31,66.209,37.95,31.25,244.1,0.5,0.5691985,35.09,75.52
2444,259,79,124,22926.07,9.467,20,31,66.10667,37.95,31.25,244.0,0.5,0.5694315,35.28,75.44
2445,259,78,125,22934.98,9.465,20,32,65.93091,37.95,31.25,243.2,0.5,0.5696645,35.47,75.43
2446,260,78,122,22945.47,9.468,20,32,65.79222,37.95,31.25,240.9,0.5,0.5698975,35.69,75.49
2447,261,78,122,22954.48,9.464,20,32,65.67273,37.95,31.25,240.5,0.5,0.57013047,35.77,75.47
2448,260,78,123,22962.74,9.463,20,32,65.58,37.95,31.25,240.3,0.5,0.57036346,35.82,75.43
2449,261,79,123,22972.64,9.468,20,32,65.078,37.95,31.25,240.5,0.5,0.57059646,35.85,75.46
2450,260,80,122,22981.37,9.464,20,31,64.541,37.95,31.25,242.0,0.5,0.57082945,35.74,75.85
2451,259,79,122,22991.27,9.468,20,31,64.351,37.95,31.25,245.1,0.5,0.57106245,35.54,76.12
2452,259,78,122,23003.23,9.467,20,32,64.241,37.95,31.25,251.3,0.5,0.57129544,35.18,76.33
2453,261,78,123,23012.43,9.464,20,32,64.109,37.95,31.25,258.2,0.5,0.57152843,34.79,77.14
2454,261,79,123,23020.71,9.463,20,32,63.976364,37.95,31.25,264.2,0.5,0.5717614,34.46,75.94
2455,260,80,122,23030.6,9.468,20,31,63.807,37.95,31.25,265.4,0.5,0.5719944,34.16,75.7
2456,260,80,122,23039.35,9.464,20,31,63.611,37.95,31.25,265.3,0.5,0.5722274,33.9,75.68
2457,259,79,122,23047.03,9.463,20,31,63.527,37.95,31.25,263.8,0.5,0.5724604,33.73,75.53
2458,260,79,123,23056.47,9.467,20,31,63.435,37.95,31.25,262.3,0.5,0.5726934,33.56,75.37
2459,260,79,123,23065.42,9.465,20,31,63.283,37.95,31.25,260.9,0.5,0.5729264,33.4,75.22
2460,259,78,123,23075.11,9.467,20,32,63.17889,37.95,31.25,259.7,0.5,0.57315934,33.14,75.16
2461,258,77,123,23084.05,9.465,20,32,63.026,37.95,31.25,258.6,0.5,0.57339233,32.86,75.1
2462,259,76,123,23093.74,9.467,20,33,62.906666,37.95,31.2,258.1,0.5,0.5736253,32.71,75.07
2463,260,76,123,23103.45,9.469,20,33,62.88091,37.95,31.2,257.6,0.5,0.5738583,32.57,75.04
2464,259,76,122,23112.74,9.465,20,33,62.79,37.95,31.25,258.7,0.5,0.5740913,32.45,75.62
2465,260,75,122,23122.72,9.467,20,33,62.727,37.95,31.2,260.6,0.5,0.5743243,32.33,76.46
2466,261,76,122,23131.66,9.465,20,33,62.733,37.95,31.2,261.7,0.5,0.5745573,32.18,76.81
2467,262,77,122,23143.7,9.466,20,32,63.073,37.95,31.2,261.9,0.5,0.5747903,31.98,76.51
2468,260,77,122,23154.81,9.469,20,32,63.479,37.95,31.2,261.2,0.5,0.5750233,31.74,76.17
2469,260,77,121,23163.54,9.464,20,32,63.973,37.95,31.2,259.2,0.5,0.5752563,31.47,75.77
2470,260,78,121,23173.44,9.468,20,32,64.434,37.95,31.2,257.5,0.5,0.5754893,31.18,75.45
2471,261,78,122,23182.18,9.464,20,32,64.615,37.95,31.2,257.1,0.5,0.5757223,30.81,75.53
2472,261,78,122,23192.08,9.468,20,32,64.855,37.95,31.2,256.8,0.5,0.5759553,30.44,75.62
2473,260,79,122,23199.73,9.465,20,31,65.14,37.95,31.2,256.5,0.5,0.57618827,30.07,75.71
2474,260,78,122,23208.63,9.463,20,32,65.25222,37.95,31.2,256.5,0.5,0.57642126,29.63,75.88
2475,259,78,123,23218.98,9.468,20,32,65.183,37.95,31.2,256.5,0.5,0.57665426,29.19,76.06
2476,259,78,123,23229.33,9.469,20,32,64.72455,37.95,31.2,256.5,0.5,0.57688725,28.74,76.2
2477,258,77,123,23238.06,9.464,20,32,64.454445,37.95,31.2,252.2,0.5,0.57712024,27.81,74.49
2478,260,76,123,23247.97,9.468,20,33,64.31182,37.95,31.2,249.1,0.5,0.57735324,27.42,73.88
2479,261,76,123,23256.7,9.464,20,33,64.382225,37.95,31.15,246.6,0.5,0.57758623,27.25,73.76
2480,261,77,123,23264.39,9.463,20,32,64.41909,37.95,31.2,245.2,0.5,0.5778192,27.28,73.97
2481,260,78,123,23273.2,9.467,20,32,64.46,37.95,31.15,244.7,0.5,0.57805216,27.5,74.5
2482,258,77,123,23284.65,9.469,20,32,64.645,37.95,31.15,245.6,0.5,0.57828516,27.74,74.9
2483,258,76,124,23293.96,9.464,20,32,64.774,37.95,31.2,247.9,0.5,0.57851815,27.98,75.17
2484,258,75,124,23303.84,9.468,20,33,64.78333,37.95,31.2,250.3,0.5,0.57875115,28.23,75.44
2485,258,74,124,23314.21,9.469,20,33,64.52273,37.95,31.15,252.3,0.5,0.57898414,28.46,75.66
2486,259,73,124,23323.82,9.469,20,34,64.211,37.95,31.15,252.3,0.5,0.57921714,28.53,75.6
2487,260,72,124,23334.66,9.469,20,34,63.896,37.95,31.15,252.3,0.5,0.57945013,28.6,75.54
2488,263,72,124,23343.65,9.464,20,35,63.493,37.95,31.15,252.3,0.5,0.5796831,28.67,75.48
2489,265,74,123,23351.89,9.463,20,34,63.116,37.95,31.15,252.4,0.5,0.5799161,28.73,75.41
2490,263,77,123,23361.06,9.467,20,33,62.849,37.95,31.15,252.4,0.5,0.5801491,28.8,75.35
2491,262,80,124,23370.35,9.464,20,31,62.728,37.95,31.15,252.4,0.5,0.5803821,28.87,75.29
2492,261,81,123,23381.17,9.465,20,31,62.548,37.95,31.15,252.4,0.5,0.5806151,28.94,75.23
2493,259,82,123,23390.41,9.464,20,30,62.113,37.95,31.15,252.5,0.5,0.5808481,29.01,75.17
2494,258,81,122,23399.33,9.463,20,30,61.548,37.95,31.15,252.5,0.5,0.5810811,29.08,75.11
2495,259,80,122,23409.43,9.468,20,31,60.944443,37.95,31.15,252.5,0.5,0.5813141,29.15,75.05
2496,260,79,122,23417.57,9.465,20,31,60.472,37.95,31.15,252.5,0.5,0.5815471,29.22,74.99
2497,259,79,122,23427.81,9.468,20,31,60.227,37.95,31.15,252.3,0.5,0.5817801,29.65,74.75
2498,258,78,122,23436.79,9.464,20,32,60.00909,37.95,31.15,251.3,0.5,0.5820131,30.21,74.34
2499,259,77,122,23446.69,9.468,20,32,59.426,37.95,31.15,249.7,0.5,0.58224607,30.71,73.82
2500,260,76,122,23457.04,9.469,20,33,58.928,37.95,31.15,245.1,0.5,0.58247906,31.21,73.18
2501,261,76,122,23464.28,9.465,20,33,58.903,37.95,31.15,240.4,0.5,0.582712,31.72,72.54
2502,261,77,122,23471.57,9.463,20,32,59.253,37.95,31.15,236.6,0.5,0.582945,32.27,72.04
2503,262,79,121,23482.98,9.467,20,32,59.708,37.95,31.15,237.4,0.5,0.583178,32.86,73.57
2504,260,81,121,23494.3,9.469,20,31,60.09,37.95,31.15,240.0,0.5,0.583411,33.46,75.62
2505,259,80,121,23502.76,9.469,20,31,60.524544,37.95,31.15,243.5,0.5,0.583644,34.06,76.99
2506,259,80,121,23510.88,9.466,20,31,61.012,37.95,31.15,244.6,0.5,0.58387697,34.49,77.44
2507,260,78,121,23522.31,9.467,20,32,61.543,37.95,31.15,244.4,0.5,0.58410996,34.85,77.46
2508,260,78,121,23532.02,9.464,20,32,62.036,37.95,31.15,242.7,0.5,0.58434296,35.22,77.02
2509,261,79,121,23541.91,9.468,20,32,62.575,37.95,31.15,237.6,0.5,0.58457595,35.64,75.7
2510,260,80,121,23550.65,9.464,20,31,63.147,37.95,31.15,238.8,0.5,0.58480895,36.33,76.24
2511,258,79,121,23560.55,9.468,20,31,63.708,37.95,31.15,241.1,0.5,0.58504194,37.01,76.89
2512,258,78,121,23569.28,9.464,20,32,64.261,37.95,31.15,243.8,0.5,0.58527493,37.64,77.45
2513,260,77,122,23579.17,9.468,20,32,64.83667,37.95,31.1,242.2,0.5,0.5855079,38.02,77.03
2514,259,76,122,23587.91,9.464,20,33,65.38,37.95,31.15,240.7,0.5,0.5857409,38.39,76.82
2515,258,75,121,23597.81,9.468,20,33,65.948,37.95,31.15,238.9,0.5,0.5859739,38.74,76.86
2516,260,75,121,23608.16,9.469,20,33,66.888,37.95,31.15,235.2,0.5,0.5862069,38.93,75.78
2517,261,75,120,23616.89,9.464,20,33,67.797775,37.95,31.15,232.5,0.5,0.5864399,39.02,75.53
2518,260,76,120,23626.79,9.468,20,33,68.51,37.95,31.15,230.6,0.5,0.5866729,39.01,76.03
2519,260,76,120,23635.51,9.464,20,33,69.073,37.95,31.1,228.7,0.5,0.5869059,39.0,76.53
2520,261,76,120,23645.4,9.468,20,33,69.416664,37.95,31.15,225.6,0.5,0.5871389,38.92,76.4
2521,261,77,120,23654.15,9.464,20,32,69.647,37.95,31.15,221.9,0.5,0.5873718,38.81,76.04
2522,260,77,121,23664.05,9.468,20,32,69.775,37.95,31.15,215.4,0.5,0.5876048,38.59,76.51
2523,259,76,121,23674.4,9.469,20,33,69.701,37.95,31.1,214.8,0.5,0.5878378,38.25,75.89
2524,260,76,121,23683.13,9.464,20,33,69.457275,37.95,31.1,215.4,0.5,0.5880708,37.88,75.52
2525,261,77,121,23690.71,9.466,20,32,69.297,37.95,31.15,216.6,0.5,0.5883038,37.48,75.75
2526,261,77,121,23700.55,9.465,20,32,69.215,37.95,31.1,219.4,0.5,0.5885368,37.05,76.56
2527,260,78,121,23711.65,9.468,20,32,69.17889,37.95,31.1,223.2,0.5,0.5887698,36.6,77.67
2528,259,77,121,23720.38,9.464,20,32,69.126366,37.95,31.1,227.9,0.5,0.5890028,36.01,78.01
2529,260,77,121,23730.29,9.468,20,32,68.899,37.95,31.1,227.1,0.5,0.5892358,35.68,77.32
2530,261,77,121,23739.02,9.464,20,32,68.595,37.95,31.15,226.3,0.5,0.5894688,35.34,76.63
2531,261,78,122,23750.54,9.466,20,32,68.179,37.95,31.15,225.6,0.5,0.5897018,35.24,76.35
2532,261,79,122,23759.72,9.464,20,32,68.097,37.95,31.15,224.8,0.5,0.58993477,35.15,76.09
2533,260,79,123,23769.62,9.468,20,31,68.132,37.95,31.15,226.3,0.5,0.59016776,35.15,75.97
2534,260,79,123,23778.35,9.464,20,31,68.13,37.95,31.15,228.5,0.5,0.59040076,35.17,75.88
2535,259,79,122,23788.2,9.468,20,31,67.98,37.95,31.15,229.2,0.5,0.59063375,35.11,75.69
2536,259,78,122,23796.97,9.464,20,32,67.759,37.95,31.15,229.7,0.5,0.59086674,35.03,75.48
2537,261,77,122,23806.88,9.468,20,32,67.519,37.95,31.1,230.3,0.5,0.59109974,34.92,75.34
2538,262,78,122,23815.61,9.464,20,32,67.241,37.95,31.15,231.1,0.5,0.59133273,34.75,75.3
2539,260,79,122,23823.89,9.463,20,31,66.939,37.95,31.15,231.9,0.5,0.5915657,34.58,75.25
2540,258,79,122,23832.43,9.467,20,31,66.579,37.95,31.1,233.2,0.5,0.5917987,34.33,75.52
2541,259,78,122,23842.07,9.465,20,32,66.25,37.95,31.15,234.3,0.5,0.59203166,34.03,75.7
2542,260,77,122,23852.42,9.468,20,32,65.976,37.95,31.15,234.3,0.5,0.59226465,33.63,75.31
2543,260,78,122,23862.77,9.469,20,32,65.708,37.95,31.1,233.7,0.5,0.59249765,33.07,74.82
2544,259,77,122,23871.5,9.464,20,32,65.365,37.95,31.15,232.8,0.5,0.59273064,32.44,74.3
2545,262,77,122,23883.02,9.466,20,32,65.214,37.95,31.15,229.5,0.5,0.59296364,31.75,73.76
2546,261,78,122,23892.2,9.464,20,32,65.063,37.95,31.15,230.2,0.5,0.59319663,31.54,74.07
2547,258,79,122,23902.11,9.468,20,31,65.045,37.95,31.15,231.1,0.5,0.5934296,31.36,74.43
2548,259,78,122,23910.84,9.464,20,32,64.92,37.95,31.15,232.0,0.5,0.5936626,31.14,74.63
2549,261,77,122,23920.74,9.468,20,32,64.681114,37.95,31.15,233.0,0.5,0.5938956,30.89,74.68
2550,260,78,122,23929.47,9.464,20,32,64.47727,37.95,31.15,234.7,0.5,0.5941286,30.72,74.82
2551,259,78,122,23938.0,9.467,20,32,64.136,37.95,31.1,236.9,0.5,0.5943616,30.61,75.04
2552,260,77,122,23947.63,9.465,20,32,63.749,37.95,31.15,239.1,0.5,0.5945946,30.51,75.27
2553,262,77,121,23957.99,9.468,20,32,63.619,37.95,31.15,243.0,0.5,0.5948276,30.51,76.34
2554,261,78,121,23966.73,9.464,20,32,63.684,37.95,31.15,246.7,0.5,0.5950606,30.52,77.38
2555,260,79,121,23975.01,9.463,20,31,63.725,37.95,31.15,248.5,0.5,0.5952936,30.55,77.99
2556,260,80,121,23986.52,9.466,20,31,63.64,37.95,31.1,247.7,0.5,0.5955266,30.56,77.37
2557,260,80,121,23997.33,9.469,20,31,63.534,37.95,31.1,244.8,0.5,0.5957596,30.57,75.73
2558,260,80,121,24006.06,9.464,20,31,63.303333,37.95,31.1,241.9,0.5,0.59599257,30.58,74.09
2559,259,80,121,24014.34,9.463,20,31,62.855453,37.95,31.1,238.9,0.5,0.59622556,30.62,73.33
2560,258,79,122,24024.24,9.468,20,31,62.36,37.95,31.1,235.9,0.5,0.59645855,30.65,72.6
2561,258,78,121,24034.59,9.469,20,32,62.025455,37.95,31.15,236.2,0.5,0.59669155,30.62,73.11
2562,259,76,121,24043.31,9.464,20,33,61.956,37.95,31.15,237.5,0.5,0.5969245,30.56,73.98
2563,259,75,121,24053.22,9.468,20,33,61.756,37.95,31.15,238.8,0.5,0.5971575,30.5,74.84
2564,260,75,121,24063.57,9.469,20,33,61.617,37.95,31.15,240.0,0.5,0.5973905,30.45,75.71
2565,262,75,121,24072.3,9.464,20,33,61.579,37.95,31.15,241.3,0.5,0.59762347,30.39,76.58
2566,261,76,121,24082.2,9.468,20,33,61.467,37.95,31.15,242.9,0.5,0.59785646,30.3,77.45
2567,261,77,121,24090.93,9.464,20,32,61.679,37.95,31.15,245.2,0.5,0.59808946,30.17,78.33
2568,261,77,121,24100.83,9.468,20,32,62.247,37.95,31.15,243.6,0.5,0.59832245,30.11,78.06
2569,259,78,121,24109.56,9.464,20,32,62.923,37.95,31.15,241.4,0.5,0.59855545,30.06,77.63
2570,259,77,121,24119.46,9.468,20,32,63.424,37.95,31.15,240.1,0.5,0.59878844,30.07,77.52
2571,261,77,121,24128.19,9.464,20,32,63.649,37.95,31.15,239.1,0.5,0.59902143,30.11,77.56
2572,260,78,121,24136.47,9.463,20,32,64.054,37.95,31.15,240.8,0.5,0.5992544,30.15,77.66
2573,258,78,121,24146.37,9.468,20,32,64.543,37.95,31.15,243.7,0.5,0.5994874,30.19,77.78
2574,259,77,120,24156.72,9.469,20,32,65.114,37.95,31.15,243.7,0.5,0.5997204,30.32,77.17
2575,260,77,120,24165.45,9.464,20,32,65.539,37.95,31.15,244.1,0.5,0.5999534,30.52,77.02
2576,260,77,120,24175.35,9.468,20,32,65.833,37.95,31.15,246.6,0.5,0.6001864,30.83,78.23
2577,260,77,120,24184.08,9.464,20,32,65.937,37.95,31.15,246.3,0.5,0.6004194,31.07,77.96
2578,261,77,120,24193.99,9.468,20,32,65.655,37.95,31.15,244.7,0.5,0.6006524,31.26,76.96
2579,259,77,120,24202.71,9.464,20,32,65.529,37.95,31.15,243.9,0.5,0.6008854,31.51,76.36
2580,260,77,120,24212.62,9.468,20,32,65.6,37.95,31.15,245.8,0.5,0.6011184,31.95,77.31
2581,261,77,120,24221.34,9.464,20,32,65.78555,37.95,31.15,248.6,0.5,0.6013514,32.42,78.76
2582,261,78,120,24231.25,9.468,20,32,65.91637,37.95,31.15,252.0,0.5,0.6015843,32.9,80.54
2583,260,78,120,24239.97,9.464,20,32,65.903,37.95,31.15,252.3,0.5,0.6018173,33.26,80.62
2584,260,78,120,24251.48,9.466,20,32,65.83,37.95,31.15,252.4,0.5,0.6020503,33.62,80.53
2585,261,78,121,24262.29,9.469,20,32,65.742,37.95,31.15,252.9,0.5,0.6022833,33.88,80.51
2586,260,78,121,24271.02,9.464,20,32,65.608,37.95,31.15,253.6,0.5,0.6025163,34.1,80.53
2587,259,77,122,24280.91,9.468,20,32,65.524445,37.95,31.15,252.3,0.5,0.6027493,34.2,79.92
2588,260,77,122,24289.66,9.464,20,32,65.442726,37.95,31.15,250.1,0.5,0.6029823,34.17,79.22
2589,262,78,123,24297.93,9.463,20,32,65.301,37.95,31.15,247.4,0.5,0.6032153,33.97,78.84
2590,262,79,124,24307.82,9.468,20,32,65.169,37.95,31.15,246.1,0.5,0.6034483,33.67,78.73
2591,261,80,124,24315.04,9.465,20,31,64.74,37.95,31.15,245.5,0.5,0.60368127,33.4,78.97
2592,260,80,122,24324.03,9.463,20,31,64.655,37.95,31.15,245.1,0.5,0.60391426,33.26,79.57
2593,259,80,119,24336.37,9.466,20,31,64.676,37.95,31.15,243.4,0.5,0.60414726,33.24,79.91
2594,259,80,119,24347.17,9.469,20,31,64.689,37.95,31.15,242.3,0.5,0.60438025,33.24,80.28
2595,259,79,118,24355.89,9.464,20,31,64.777,37.95,31.2,242.4,0.5,0.60461324,33.33,80.7
2596,259,79,119,24365.8,9.468,20,31,64.815,37.95,31.15,242.5,0.5,0.60484624,33.42,81.12
2597,259,78,120,24374.52,9.464,20,32,64.725,37.95,31.15,243.1,0.5,0.60507923,33.58,81.34
2598,260,77,120,24384.42,9.468,20,32,64.06,37.95,31.15,243.6,0.5,0.6053122,33.73,81.56
2599,260,77,121,24393.15,9.464,20,32,62.397,37.95,31.15,245.0,0.5,0.6055452,33.83,81.77
2600,259,77,122,24403.06,9.468,20,32,60.964,37.95,31.15,246.7,0.5,0.6057782,33.9,81.96
2601,260,76,122,24411.79,9.464,20,33,60.75111,37.95,31.15,248.5,0.5,0.6060112,33.97,82.16
2602,261,77,122,24421.69,9.468,20,32,61.037273,37.95,31.15,248.5,0.5,0.60624415,33.91,82.0
2603,260,78,122,24430.41,9.464,20,32,61.512,37.95,31.15,246.9,0.5,0.60647714,33.77,81.43
2604,260,78,123,24440.31,9.468,20,32,62.02,37.95,31.2,244.5,0.5,0.60671014,33.57,80.84
2605,261,78,123,24449.05,9.464,20,32,62.534,37.95,31.2,242.3,0.5,0.60694313,33.37,81.01
2606,261,78,122,24458.94,9.468,20,32,63.056,37.95,31.2,241.7,0.5,0.6071761,33.12,81.6
2607,261,79,121,24467.67,9.464,20,32,63.738,37.95,31.15,242.6,0.5,0.6074091,32.85,82.52
2608,260,79,121,24479.2,9.466,20,31,64.471,37.95,31.2,243.4,0.5,0.6076421,32.77,82.71
2609,260,79,121,24488.38,9.464,20,31,65.198,37.95,31.2,244.1,0.5,0.6078751,32.69,82.91
2610,260,79,121,24498.28,9.468,20,31,65.822,37.95,31.2,244.9,0.5,0.6081081,32.61,83.1
2611,259,79,122,24506.95,9.464,20,31,66.276,37.95,31.2,245.7,0.5,0.6083411,32.54,83.29
2612,260,79,122,24516.89,9.468,20,31,66.505,37.95,31.2,243.5,0.5,0.6085741,32.46,82.91
2613,260,78,122,24525.64,9.464,20,32,66.53555,37.95,31.2,241.4,0.5,0.6088071,32.4,82.5
2614,259,79,123,24535.54,9.468,20,31,66.31182,37.95,31.2,239.7,0.5,0.6090401,32.45,82.06
2615,258,78,123,24544.26,9.464,20,32,65.75222,37.95,31.15,237.9,0.5,0.6092731,32.49,81.62
2616,260,77,123,24554.17,9.468,20,32,65.54,37.95,31.2,236.9,0.5,0.6095061,32.7,81.28
2617,260,77,123,24562.9,9.464,20,32,65.252,37.95,31.2,236.3,0.5,0.60973907,32.93,81.06
2618,259,77,123,24572.07,9.467,20,32,64.956,37.95,31.2,236.9,0.5,0.60997206,33.17,81.51
2619,260,77,123,24581.33,9.464,20,32,64.542,37.95,31.2,237.4,0.5,0.61020505,33.43,81.87
2620,260,77,123,24591.43,9.468,20,32,64.37,37.95,31.2,237.1,0.5,0.61043805,33.75,81.91
2621,260,76,123,24600.17,9.464,20,33,64.264,37.95,31.2,235.3,0.5,0.61067104,34.03,81.16
2622,259,76,123,24610.07,9.468,20,33,64.123,37.95,31.2,231.7,0.5,0.610904,34.27,79.53
2623,260,75,123,24620.41,9.469,20,33,63.642,37.95,31.2,234.2,0.5,0.611137,34.54,79.73
2624,261,75,123,24629.13,9.464,20,33,63.102,37.95,31.2,236.3,0.5,0.61136997,34.77,79.96
2625,261,76,123,24639.04,9.468,20,33,62.691,37.95,31.15,237.1,0.5,0.61160296,34.91,80.18
2626,260,77,123,24647.16,9.465,20,32,62.126,37.95,31.15,235.1,0.5,0.61183596,35.0,79.79
2627,260,77,123,24657.42,9.468,20,32,61.617,37.95,31.2,232.9,0.5,0.61206895,35.1,79.35
2628,260,77,123,24666.4,9.464,20,32,61.196,37.95,31.2,231.6,0.5,0.61230195,35.19,79.35
2629,260,77,123,24676.29,9.468,20,32,60.667,37.95,31.2,230.7,0.5,0.61253494,35.29,79.5
2630,261,78,123,24684.44,9.465,20,32,60.062,37.95,31.2,230.3,0.5,0.61276793,35.39,79.72
2631,259,77,123,24694.69,9.468,20,32,59.599,37.95,31.2,232.7,0.5,0.6130009,35.46,80.3
2632,259,76,123,24705.28,9.469,20,33,59.24,37.95,31.2,234.0,0.5,0.6132339,35.59,80.37
2633,261,76,123,24714.0,9.464,20,33,58.844,37.95,31.25,233.7,0.5,0.6134669,35.82,79.66
2634,262,78,123,24722.29,9.463,20,32,58.071,37.95,31.2,234.9,0.5,0.6136999,36.31,80.19
2635,261,79,122,24733.81,9.466,20,32,57.476,37.95,31.2,234.3,0.5,0.6139329,36.83,80.28
2636,261,80,122,24743.0,9.464,20,31,57.174,37.95,31.2,233.2,0.5,0.6141659,37.19,79.7
2637,260,81,122,24752.9,9.468,20,31,57.246,37.95,31.25,232.0,0.5,0.6143989,37.47,78.79
2638,259,80,122,24761.62,9.464,20,31,57.576,37.95,31.2,232.1,0.5,0.6146319,37.62,78.8
2639,260,79,122,24771.52,9.468,20,31,58.017,37.95,31.2,233.0,0.5,0.6148649,37.71,79.31
2640,259,79,122,24780.25,9.464,20,31,58.48,37.95,31.2,233.1,0.5,0.6150979,37.68,80.06
2641,258,78,122,24790.15,9.468,20,32,59.023,37.95,31.2,232.9,0.5,0.6153309,37.62,80.86
2642,259,76,122,24798.89,9.464,20,33,59.504,37.95,31.2,232.4,0.5,0.61556387,37.36,81.07
2643,260,76,122,24808.05,9.467,20,33,59.667,37.95,31.2,233.5,0.5,0.6157968,37.09,81.72
2644,259,75,122,24818.9,9.469,20,33,59.442,37.95,31.2,236.0,0.5,0.6160298,36.82,82.6
2645,260,75,122,24827.86,9.464,20,33,59.136665,37.95,31.2,238.8,0.5,0.6162628,36.57,83.04
2646,262,76,122,24837.77,9.468,20,33,59.04,37.95,31.2,236.5,0.5,0.6164958,36.4,82.0
2647,261,77,122,24846.49,9.464,20,32,59.423,37.95,31.25,235.6,0.5,0.6167288,36.25,81.73
2648,259,77,121,24855.67,9.467,20,32,60.12,37.95,31.25,235.7,0.5,0.6169618,36.1,81.94
2649,258,76,122,24866.5,9.469,20,32,60.834,37.95,31.25,235.8,0.5,0.6171948,35.95,82.15
2650,259,75,122,24875.47,9.464,20,33,61.422,37.95,31.25,236.1,0.5,0.61742777,35.72,82.64
2651,261,75,122,24885.38,9.468,20,33,61.851,37.95,31.25,236.5,0.5,0.61766076,35.47,83.21
2652,260,76,122,24894.1,9.464,20,33,62.386,37.95,31.25,237.0,0.5,0.61789376,35.19,84.23
2653,260,76,122,24904.02,9.468,20,33,62.854,37.95,31.25,237.5,0.5,0.61812675,34.9,85.41
2654,262,76,121,24912.74,9.464,20,33,63.163,37.95,31.25,234.2,0.5,0.61835974,34.85,84.88
2655,261,77,121,24922.63,9.468,20,32,63.412,37.95,31.25,230.9,0.5,0.61859274,34.84,84.27
2656,260,78,122,24931.37,9.464,20,32,63.421,37.95,31.25,231.3,0.5,0.61882573,34.92,84.59
2657,260,78,122,24941.27,9.468,20,32,63.282,37.95,31.25,231.8,0.5,0.6190587,35.0,84.92
2658,261,78,122,24950.0,9.464,20,32,63.498,37.95,31.25,232.9,0.5,0.6192917,35.06,85.25
2659,261,78,122,24961.43,9.466,20,32,63.799,37.95,31.25,235.3,0.5,0.6195247,35.09,85.61
2660,260,79,122,24970.09,9.464,20,31,64.079,37.95,31.25,238.1,0.5,0.6197577,34.97,85.78
2661,259,80,122,24980.28,9.468,20,31,64.325,37.95,31.25,240.7,0.5,0.6199907,34.76,85.72
2662,259,80,122,24989.31,9.464,20,31,64.484,37.95,31.25,241.4,0.5,0.6202237,34.5,85.09
2663,259,80,122,24997.88,9.467,20,31,64.446,37.95,31.25,240.7,0.5,0.62045664,34.33,84.59
2664,260,79,122,25006.84,9.465,20,31,64.407,37.95,31.25,239.7,0.5,0.62068963,34.18,84.13
2665,261,78,122,25016.82,9.467,20,32,64.415,37.95,31.25,239.8,0.5,0.6209226,34.09,84.13
2666,260,79,122,25026.39,9.464,20,31,64.59778,37.95,31.25,241.3,0.5,0.6211556,34.08,84.73
2667,260,79,122,25034.28,9.463,20,31,64.52,37.95,31.25,241.2,0.5,0.6213886,34.28,84.73
2668,261,79,123,25045.15,9.465,20,32,64.095,37.95,31.25,239.6,0.5,0.6216216,34.75,84.15
2669,260,80,123,25056.14,9.468,20,31,63.663,37.95,31.25,239.5,0.5,0.6218546,35.29,84.21
2670,260,80,123,25065.09,9.465,20,31,63.704,37.95,31.25,240.3,0.5,0.6220876,35.88,84.5
