time,watts,cadence,heartrate,distance,velocity_smooth,temp,torque,smo2,core_temperature,skin_temperature,tidal_volume,HeatStrainIndex,PercentageinZ2,TymeBreathRate,TymeVentilation
777,259,79,122,7151.25,9.463,20,31,68.295555,37.67,31.4,334.1,0.0,0.18103448,20.78,82.27
778,259,79,122,7161.44,9.469,20,31,68.07636,37.67,31.45,334.7,0.0,0.18126747,20.67,82.21
779,259,78,122,7169.86,9.463,20,32,67.961,37.67,31.4,335.3,0.0,0.18150046,20.56,82.16
780,260,78,122,7180.07,9.469,20,32,67.801,37.67,31.4,335.8,0.0,0.18173346,20.44,82.1
781,260,78,122,7188.51,9.463,20,32,67.565,37.67,31.4,336.3,0.0,0.18196645,20.36,81.44
782,261,78,123,7198.71,9.469,20,32,67.21,37.67,31.45,336.7,0.0,0.18219943,20.27,80.76
783,260,78,123,7210.97,9.467,20,32,66.967,37.67,31.4,336.8,0.0,0.18243243,20.31,80.54
784,259,78,124,7219.56,9.463,20,32,66.69,37.67,31.4,336.8,0.0,0.18266542,20.36,80.37
785,261,78,124,7227.82,9.463,20,32,66.471,37.67,31.45,338.2,0.0,0.18289842,20.46,80.55
786,261,79,124,7237.16,9.468,20,32,66.355,37.67,31.45,340.0,0.0,0.18313141,20.57,80.83
787,260,78,126,7246.4,9.463,20,32,66.254,37.67,31.4,341.7,0.0,0.1833644,20.68,81.11
788,259,78,127,7255.79,9.468,20,32,66.062,37.67,31.45,342.8,0.0,0.18359739,20.82,81.08
789,259,77,127,7266.94,9.469,20,32,65.762,37.67,31.45,343.3,0.0,0.18383038,20.98,80.81
790,259,77,126,7275.45,9.463,20,32,64.854,37.67,31.45,343.8,0.0,0.18406337,21.15,80.53
791,260,77,125,7283.73,9.463,20,32,64.253,37.67,31.45,345.1,0.0,0.18429637,21.32,80.64
792,262,78,125,7293.92,9.469,20,32,64.253,37.67,31.45,347.0,0.0,0.18452936,21.49,80.98
793,261,79,125,7302.36,9.463,20,32,64.371,37.67,31.45,348.9,0.0,0.18476234,21.67,81.31
794,260,79,124,7312.56,9.469,20,31,63.885,37.67,31.45,350.8,0.0,0.18499534,21.92,81.78
795,260,79,124,7320.29,9.464,20,31,63.285,37.67,31.45,352.7,0.0,0.18522833,22.17,82.26
796,261,80,125,7330.16,9.468,20,31,62.899,37.67,31.45,353.6,0.0,0.18546133,22.34,82.5
797,260,79,125,7342.22,9.467,20,31,62.709,37.67,31.45,354.2,0.0,0.18569432,22.49,82.71
798,259,78,126,7351.22,9.463,20,32,62.464443,37.67,31.45,354.8,0.0,0.1859273,22.64,82.91
799,259,78,127,7360.43,9.468,20,32,62.028183,37.67,31.45,355.2,0.0,0.1861603,22.8,83.13
800,260,78,127,7369.69,9.464,20,32,61.573,37.67,31.45,353.3,0.0,0.18639329,23.08,83.48
801,260,78,127,7379.81,9.468,20,32,61.122,37.67,31.45,351.9,0.0,0.18662629,23.38,83.93
802,261,78,127,7388.47,9.464,20,32,60.73,37.67,31.4,351.6,0.0,0.18685928,23.75,84.61
803,261,79,126,7396.76,9.463,20,32,60.399,37.68,31.45,351.5,0.0,0.18709226,24.09,85.01
804,261,79,126,7406.75,9.468,20,32,60.0,37.68,31.45,351.5,0.0,0.18732525,24.41,85.31
805,260,79,126,7415.39,9.464,20,31,59.63,37.68,31.45,351.4,0.0,0.18755825,24.59,85.48
806,259,78,127,7426.33,9.469,20,32,59.349,37.68,31.45,351.3,0.0,0.18779124,24.68,85.56
807,260,78,127,7434.84,9.463,20,32,59.085,37.68,31.45,351.2,0.0,0.18802424,24.77,85.64
808,260,78,128,7445.04,9.469,20,32,58.922,37.68,31.45,351.1,0.0,0.18825722,24.86,85.72
809,261,79,128,7453.47,9.463,20,32,58.997,37.68,31.45,351.0,0.0,0.18849021,24.95,85.79
810,260,78,128,7463.67,9.469,20,32,59.253,37.67,31.45,350.9,0.0,0.1887232,25.04,85.87
811,259,78,128,7471.4,9.464,20,32,59.587,37.67,31.45,350.8,0.0,0.1889562,25.26,85.91
812,260,78,128,7484.13,9.466,20,32,59.985,37.67,31.45,350.3,0.0,0.1891892,25.44,85.95
813,261,79,127,7492.8,9.463,20,32,60.524,37.67,31.45,348.2,0.0,0.18942218,25.53,86.03
814,261,80,127,7503.01,9.469,20,31,61.025,37.67,31.45,346.0,0.0,0.18965517,25.62,86.11
815,260,80,126,7511.43,9.463,20,31,61.252224,37.67,31.45,346.1,0.0,0.18988816,25.63,87.03
816,260,80,127,7521.63,9.469,20,31,61.396362,37.67,31.5,347.5,0.0,0.19012116,25.62,88.45
817,260,79,127,7530.07,9.463,20,31,61.53,37.67,31.45,349.0,0.0,0.19035415,25.62,89.54
818,259,79,126,7540.27,9.469,20,31,61.742,37.67,31.5,350.7,0.0,0.19058713,25.66,90.26
819,260,79,127,7548.7,9.463,20,31,61.906,37.67,31.45,352.3,0.0,0.19082013,25.69,90.98
820,260,79,127,7558.03,9.468,20,31,62.009,37.67,31.45,352.8,0.0,0.19105312,25.73,91.51
821,259,78,127,7567.27,9.463,20,32,62.064,37.67,31.45,352.3,0.0,0.19128612,25.77,91.93
822,259,78,127,7577.5,9.469,20,32,62.121,37.67,31.5,351.9,0.0,0.19151911,25.82,92.34
823,260,78,126,7587.88,9.469,20,32,62.262222,37.67,31.45,351.2,0.0,0.19175209,25.87,92.54
824,260,78,126,7598.23,9.469,20,32,62.451817,37.67,31.45,350.1,0.0,0.19198509,25.96,92.2
825,261,79,126,7606.66,9.463,20,32,62.538,37.67,31.5,349.0,0.0,0.19221808,26.04,91.86
826,260,79,125,7616.86,9.469,20,31,62.568,37.67,31.5,347.5,0.0,0.19245107,26.05,91.75
827,258,78,126,7625.29,9.463,20,32,62.536,37.67,31.5,346.1,0.0,0.19268407,26.06,91.64
828,258,76,126,7635.49,9.469,20,32,62.493,37.67,31.5,344.5,0.0,0.19291705,26.06,91.82
829,260,76,126,7645.84,9.469,20,33,62.515,37.67,31.5,342.8,0.0,0.19315004,26.05,92.18
830,261,76,126,7654.24,9.463,20,33,62.546665,37.67,31.5,341.2,0.0,0.19338304,26.05,92.57
831,260,77,124,7664.47,9.469,20,32,62.721,37.67,31.5,341.2,0.0,0.19361603,26.07,93.56
832,260,77,124,7672.9,9.463,20,32,62.954,37.67,31.5,341.2,0.0,0.19384903,26.09,94.56
833,260,77,123,7683.1,9.469,20,32,63.20778,37.67,31.5,342.6,0.0,0.194082,26.07,95.62
834,260,76,123,7693.42,9.469,20,33,63.471817,37.67,31.5,344.3,0.0,0.194315,26.04,96.69
835,259,76,123,7701.15,9.464,20,33,63.795,37.67,31.5,345.6,0.0,0.194548,26.02,97.65
836,260,76,123,7712.0,9.469,20,33,64.071,37.67,31.5,343.4,0.0,0.19478099,26.04,97.51
837,260,76,123,7720.51,9.463,20,33,64.321,37.67,31.5,341.1,0.0,0.19501399,26.06,97.36
838,260,76,123,7726.87,9.466,20,33,64.622,37.67,31.5,338.5,0.0,0.19524696,26.2,97.16
839,260,76,122,7736.92,9.469,20,33,64.82667,37.68,31.5,336.5,0.0,0.19547996,26.39,96.79
840,260,75,122,7747.27,9.469,20,33,65.00364,37.68,31.5,335.6,0.0,0.19571295,26.63,96.18
841,260,75,121,7755.7,9.463,20,33,64.991,37.68,31.5,334.7,0.0,0.19594595,26.83,95.68
842,261,76,121,7765.9,9.469,20,33,65.119,37.68,31.5,333.8,0.0,0.19617894,26.99,95.24
843,260,76,121,7776.25,9.469,20,33,65.541,37.68,31.5,333.0,0.0,0.19641192,27.16,94.81
844,260,76,121,7784.68,9.463,20,33,66.048,37.68,31.5,329.9,0.0,0.19664492,27.43,93.73
845,261,76,121,7794.88,9.469,20,33,66.481,37.68,31.5,326.6,0.0,0.19687791,27.7,92.56
846,260,76,121,7803.31,9.463,20,33,66.779,37.68,31.5,325.0,0.0,0.1971109,27.95,93.24
847,259,76,121,7813.51,9.469,20,33,66.906,37.68,31.5,323.5,0.0,0.1973439,28.2,93.96
848,259,75,123,7823.86,9.469,20,33,67.018,37.68,31.55,321.4,0.0,0.19757688,28.53,93.79
849,259,75,122,7832.26,9.463,20,33,67.102,37.68,31.55,319.1,0.0,0.19780988,28.9,93.18
850,261,75,121,7842.49,9.469,20,33,67.079,37.68,31.55,315.9,0.0,0.19804287,29.38,92.38
851,261,76,121,7852.84,9.469,20,33,67.033,37.68,31.5,313.4,0.0,0.19827586,29.82,91.78
852,260,76,121,7861.27,9.463,20,33,67.146,37.68,31.5,313.1,0.0,0.19850886,30.1,91.84
853,260,76,121,7871.48,9.469,20,33,67.202,37.68,31.55,312.8,0.0,0.19874184,30.38,91.9
854,260,76,120,7879.9,9.463,20,33,67.273,37.68,31.55,312.3,0.0,0.19897483,30.73,92.09
855,260,76,120,7890.11,9.469,20,33,67.436,37.68,31.55,311.6,0.0,0.19920783,31.15,92.42
856,259,75,120,7900.47,9.469,20,33,67.746,37.68,31.55,311.2,0.0,0.19944082,31.39,92.54
857,260,75,120,7908.89,9.463,20,33,67.925,37.68,31.55,310.8,0.0,0.19967382,31.58,92.6
858,261,76,121,7919.05,9.469,20,33,67.906,37.68,31.55,309.0,0.0,0.1999068,31.65,92.62
859,261,77,121,7927.52,9.463,20,32,67.667,37.68,31.5,308.0,0.0,0.20013979,31.69,92.72
860,261,78,122,7937.68,9.469,20,32,67.47,37.68,31.55,310.2,0.0,0.20037279,31.69,93.08
861,261,79,122,7946.11,9.463,20,32,67.399,37.68,31.55,309.2,0.0,0.20060578,31.68,92.72
862,261,78,121,7956.34,9.469,20,32,67.291,37.68,31.55,306.1,0.0,0.20083877,31.66,91.9
863,259,77,121,7964.78,9.463,20,32,67.143,37.68,31.55,304.1,0.0,0.20107175,31.64,91.61
864,258,76,121,7974.99,9.469,20,32,66.835,37.68,31.55,302.0,0.0,0.20130475,31.62,91.32
865,259,76,121,7985.33,9.469,20,33,66.855,37.68,31.55,300.0,0.0,0.20153774,31.6,91.02
866,260,76,121,7993.76,9.463,20,33,67.211,37.68,31.55,297.5,0.0,0.20177074,31.58,90.67
867,259,75,121,8003.97,9.469,20,33,67.053,37.68,31.55,294.7,0.0,0.20200373,31.55,90.3
868,259,75,121,8014.31,9.469,20,33,66.743,37.68,31.55,293.2,0.0,0.20223673,31.53,89.88
869,260,76,121,8022.74,9.463,20,33,67.039,37.68,31.55,292.1,0.0,0.2024697,31.5,89.44
870,262,77,122,8032.95,9.469,20,32,67.559,37.68,31.55,290.2,0.0,0.2027027,31.44,88.95
871,261,77,122,8043.25,9.469,20,32,68.008,37.68,31.55,288.2,0.0,0.2029357,31.36,88.44
872,259,76,121,8051.68,9.463,20,33,68.373,37.68,31.55,286.3,0.0,0.20316869,31.26,88.21
873,261,76,122,8059.26,9.463,20,33,68.559,37.68,31.55,284.5,0.0,0.20340168,31.12,88.32
874,263,77,122,8070.12,9.469,20,33,68.608,37.68,31.55,282.6,0.0,0.20363466,30.97,88.29
875,262,79,121,8078.63,9.463,20,32,68.689,37.68,31.55,280.3,0.0,0.20386766,30.78,87.65
876,260,80,120,8088.83,9.469,20,31,68.702,37.68,31.55,278.9,0.0,0.20410065,30.54,87.49
877,259,79,120,8097.22,9.463,20,31,68.603,37.68,31.6,279.3,0.0,0.20433365,30.24,88.24
878,259,79,121,8104.81,9.463,20,31,68.347,37.68,31.6,282.1,0.0,0.20456664,30.02,88.53
879,260,79,121,8116.38,9.466,20,31,68.057,37.68,31.55,284.9,0.0,0.20479962,29.8,88.83
880,260,79,121,8128.08,9.469,20,31,67.924,37.68,31.6,286.2,0.0,0.20503262,29.55,88.67
881,260,79,121,8135.86,9.464,20,31,67.849,37.68,31.6,283.7,0.0,0.20526561,29.24,87.4
882,259,78,121,8146.67,9.469,20,32,67.736,37.68,31.6,281.3,0.0,0.2054986,28.99,86.68
883,259,78,122,8155.22,9.463,20,32,67.423,37.68,31.55,278.9,0.0,0.2057316,28.81,86.5
884,259,78,122,8165.43,9.469,20,32,67.058,37.68,31.6,276.7,0.0,0.20596458,28.64,86.34
885,259,77,123,8173.85,9.463,20,32,66.825,37.68,31.6,275.8,0.0,0.20619757,28.52,86.37
886,260,77,122,8184.06,9.469,20,32,66.686,37.68,31.6,274.9,0.0,0.20643057,28.4,86.41
887,261,77,121,8192.44,9.463,20,32,66.531,37.68,31.6,273.8,0.0,0.20666356,28.33,86.43
888,261,78,120,8202.68,9.469,20,32,66.262,37.68,31.6,272.4,0.0,0.20689656,28.42,86.44
889,261,79,119,8211.11,9.463,20,32,66.009,37.68,31.6,272.2,0.0,0.20712954,28.7,86.64
890,261,80,118,8223.24,9.466,20,31,65.977,37.68,31.6,272.1,0.0,0.20736253,28.97,86.84
891,261,81,118,8231.81,9.463,20,31,66.0,37.68,31.6,272.1,0.0,0.20759553,29.15,86.99
892,260,82,118,8240.05,9.463,20,30,66.073,37.68,31.6,272.1,0.0,0.20782852,29.33,87.15
893,259,81,119,8250.3,9.469,20,31,66.087,37.68,31.6,272.1,0.0,0.20806152,29.52,87.3
894,259,81,119,8258.73,9.463,20,31,66.063,37.68,31.6,269.8,0.0,0.2082945,29.74,85.94
895,259,80,119,8268.94,9.469,20,31,66.021,37.68,31.65,267.5,0.0,0.20852749,29.97,84.54
896,258,78,119,8277.35,9.463,20,32,65.977,37.68,31.6,263.8,0.0,0.20876049,30.21,82.91
897,259,78,119,8285.63,9.463,20,32,65.814,37.68,31.6,259.1,0.0,0.20899348,30.46,81.14
898,260,79,119,8295.84,9.469,20,31,65.611,37.68,31.6,259.6,0.0,0.20922647,30.56,81.88
899,261,80,119,8308.12,9.467,20,31,65.536,37.68,31.6,260.9,0.0,0.20945945,30.63,83.07
900,260,80,119,8316.7,9.463,20,31,65.632,37.68,31.65,262.4,0.0,0.20969245,30.71,84.74
901,260,79,119,8326.85,9.469,20,31,65.878,37.68,31.65,264.8,0.0,0.20992544,30.91,85.66
902,260,79,120,8335.32,9.463,20,31,66.102,37.68,31.6,267.5,0.0,0.21015844,31.2,85.99
903,260,79,120,8345.53,9.469,20,31,66.293335,37.68,31.65,269.1,0.0,0.21039143,31.59,85.78
904,260,79,120,8353.95,9.463,20,31,66.539,37.68,31.65,268.9,0.0,0.21062441,31.99,85.63
905,260,79,120,8362.23,9.463,20,31,66.786,37.69,31.65,267.8,0.0,0.2108574,32.4,85.52
906,261,79,120,8372.44,9.469,20,32,66.72,37.69,31.65,267.6,0.0,0.2110904,32.92,85.6
907,261,80,119,8380.16,9.464,20,31,66.742,37.69,31.6,268.2,0.0,0.2113234,33.56,85.88
908,261,80,120,8392.9,9.466,20,31,67.234,37.69,31.65,269.1,0.0,0.21155639,33.97,86.17
909,260,81,120,8401.56,9.463,20,31,67.889,37.69,31.65,270.0,0.0,0.21178937,34.33,86.46
910,260,80,120,8411.73,9.469,20,31,68.361,37.69,31.65,270.9,0.0,0.21202236,34.69,86.75
911,258,78,120,8419.48,9.464,20,32,68.466,37.69,31.65,269.8,0.0,0.21225536,35.1,86.43
912,257,76,119,8430.32,9.469,20,32,68.137,37.69,31.65,267.9,0.0,0.21248835,35.53,85.88
913,259,76,119,8438.82,9.463,20,33,67.893,37.69,31.65,265.3,0.0,0.21272135,36.0,85.59
914,261,77,121,8449.03,9.469,20,32,67.872,37.69,31.65,263.3,0.0,0.21295433,36.5,85.81
915,261,78,122,8457.42,9.463,20,32,67.748,37.69,31.65,264.6,0.0,0.21318732,37.05,87.64
916,261,79,122,8467.65,9.469,20,32,67.391,37.69,31.65,266.0,0.0,0.21342032,37.21,88.28
917,260,79,120,8476.08,9.463,20,31,66.956665,37.69,31.65,267.1,0.0,0.21365331,37.2,88.44
918,261,80,120,8486.29,9.469,20,31,66.72,37.69,31.65,267.6,0.0,0.2138863,37.1,88.37
919,261,80,120,8496.64,9.469,20,31,66.686,37.69,31.65,265.2,0.0,0.21411929,36.96,88.44
920,260,81,120,8507.0,9.469,20,31,66.665,37.69,31.65,264.1,0.0,0.21435228,36.86,88.47
921,260,81,120,8515.38,9.463,20,31,66.488,37.69,31.65,263.7,0.0,0.21458527,36.79,88.47
922,259,80,122,8525.61,9.469,20,31,66.38,37.69,31.65,263.9,0.0,0.21481827,36.69,88.72
923,258,79,122,8534.01,9.463,20,31,66.216,37.69,31.65,268.1,0.0,0.21505126,36.46,90.45
924,259,78,122,8544.25,9.469,20,32,65.994,37.69,31.65,273.8,0.0,0.21528424,36.39,91.91
925,260,78,122,8552.64,9.463,20,32,65.446,37.69,31.65,277.8,0.0,0.21551724,36.5,92.58
926,260,78,122,8562.87,9.469,20,32,64.863,37.69,31.65,278.3,0.0,0.21575023,36.73,92.37
927,260,78,122,8571.28,9.463,20,32,64.648,37.69,31.65,278.7,0.0,0.21598323,36.83,92.52
928,261,79,122,8579.58,9.463,20,32,64.801,37.69,31.65,279.2,0.0,0.21621622,36.93,92.66
929,260,79,122,8589.75,9.469,20,31,64.959,37.69,31.65,279.7,0.0,0.2164492,37.02,92.8
930,259,78,123,8598.21,9.463,20,32,65.073,37.7,31.65,280.4,0.0,0.2166822,36.94,92.82
931,260,78,123,8610.35,9.466,20,32,64.945,37.7,31.65,281.2,0.0,0.21691519,36.86,92.84
932,262,80,123,8620.85,9.469,20,31,65.016,37.7,31.65,281.9,0.0,0.21714818,36.78,92.87
933,261,80,123,8629.23,9.463,20,31,65.088,37.7,31.65,283.4,0.0,0.21738118,36.44,93.49
934,259,80,122,8637.54,9.463,20,31,65.006,37.7,31.7,283.1,0.0,0.21761416,36.08,93.49
935,261,80,122,8645.83,9.463,20,31,64.9,37.7,31.7,281.5,0.0,0.21784715,35.7,93.09
936,262,81,122,8655.99,9.469,20,31,64.711,37.7,31.7,279.6,0.0,0.21808015,35.38,93.27
937,259,81,122,8664.42,9.463,20,31,64.548,37.7,31.7,277.7,0.0,0.21831314,35.06,93.44
938,258,79,122,8674.6,9.469,20,31,64.338,37.7,31.7,277.3,0.0,0.21854614,34.69,93.71
939,259,78,122,8683.08,9.463,20,32,64.078,37.7,31.7,278.5,0.0,0.21877912,34.27,94.08
940,259,77,122,8693.3,9.469,20,32,64.021,37.7,31.7,280.8,0.0,0.21901211,33.77,94.72
941,259,77,121,8701.01,9.464,20,32,64.323,37.7,31.7,284.1,0.0,0.2192451,33.22,95.27
942,259,77,121,8713.76,9.466,20,32,64.74,37.7,31.7,288.9,0.0,0.2194781,32.61,95.3
943,261,78,121,8724.35,9.469,20,32,64.924,37.7,31.7,289.7,0.0,0.2197111,32.4,94.96
944,261,79,120,8732.07,9.464,20,32,65.26,37.7,31.7,289.6,0.0,0.21994407,32.26,94.54
945,260,80,120,8742.91,9.469,20,31,65.787,37.7,31.7,289.5,0.0,0.22017707,32.14,94.27
946,259,79,120,8751.4,9.463,20,31,66.29,37.7,31.7,289.5,0.0,0.22041006,32.04,94.19
947,260,79,120,8759.68,9.463,20,31,66.604,37.7,31.7,289.5,0.0,0.22064306,31.94,94.07
948,261,80,120,8769.89,9.469,20,31,66.807,37.7,31.7,289.6,0.0,0.22087605,31.84,93.92
949,260,80,121,8778.31,9.463,20,31,67.113,37.7,31.75,289.7,0.0,0.22110903,31.77,93.96
950,260,80,121,8790.45,9.466,20,31,67.394,37.7,31.7,289.7,0.0,0.22134203,31.73,94.25
951,260,80,120,8799.01,9.463,20,31,67.503,37.7,31.7,290.2,0.0,0.22157502,31.8,94.47
952,260,79,120,8808.35,9.468,20,31,67.431,37.7,31.7,291.5,0.0,0.22180802,32.03,94.56
953,259,78,120,8817.58,9.463,20,32,67.325,37.7,31.7,291.2,0.0,0.22204101,32.11,93.7
954,259,77,120,8827.85,9.469,20,32,67.023,37.7,31.7,290.7,0.0,0.222274,32.17,92.78
955,259,77,120,8836.27,9.463,20,32,66.565,37.7,31.7,290.0,0.0,0.22250699,32.22,91.75
956,260,77,120,8846.49,9.469,20,32,66.09,37.7,31.7,286.8,0.0,0.22273998,32.16,89.84
957,261,78,120,8854.86,9.463,20,32,65.619,37.7,31.7,284.7,0.0,0.22297297,32.03,89.16
958,259,78,120,8865.05,9.469,20,32,65.391,37.71,31.75,284.2,0.0,0.22320597,31.82,90.29
959,260,79,119,8873.53,9.463,20,31,65.408,37.71,31.75,284.9,0.0,0.22343896,31.71,91.07
960,262,80,119,8883.69,9.469,20,31,65.267,37.71,31.7,285.9,0.0,0.22367194,31.62,91.76
961,260,80,120,8892.15,9.463,20,31,64.844,37.71,31.75,285.3,0.0,0.22390494,31.51,91.37
962,259,79,120,8901.46,9.468,20,31,64.693,37.71,31.75,284.7,0.0,0.22413793,31.39,90.98
963,259,78,120,8910.72,9.463,20,32,64.592,37.71,31.75,280.5,0.0,0.22437093,31.33,89.05
964,259,77,120,8921.01,9.469,20,32,64.426,37.71,31.75,276.3,0.0,0.22460392,31.36,87.7
965,259,76,120,8929.42,9.463,20,33,64.098,37.71,31.75,272.1,0.0,0.2248369,31.47,86.88
966,260,76,119,8939.61,9.469,20,33,63.697,37.71,31.75,271.5,0.0,0.2250699,31.6,87.24
967,262,78,120,8951.9,9.467,20,32,63.235,37.71,31.75,273.1,0.0,0.22530289,31.74,88.34
968,261,79,119,8960.47,9.463,20,32,62.657,37.71,31.75,275.1,0.0,0.22553588,31.9,89.37
969,260,79,119,8968.75,9.463,20,31,62.762,37.71,31.75,277.4,0.0,0.22576888,32.09,90.32
970,260,79,119,8978.97,9.469,20,31,62.873,37.71,31.75,277.6,0.0,0.22600186,32.21,90.08
971,261,80,119,8987.38,9.463,20,31,62.704,37.71,31.75,277.2,0.0,0.22623485,32.31,89.5
972,261,81,119,8997.6,9.469,20,31,62.688,37.71,31.75,276.8,0.0,0.22646785,32.4,88.92
973,258,80,119,9006.01,9.463,20,31,63.303,37.71,31.75,277.2,0.0,0.22670084,32.5,88.62
974,260,79,119,9018.17,9.466,20,31,64.34,37.71,31.75,278.1,0.0,0.22693384,32.6,88.54
975,260,80,120,9026.72,9.463,20,31,65.362,37.71,31.75,275.0,0.0,0.22716682,32.53,87.48
976,260,81,120,9035.0,9.463,20,31,65.862,37.71,31.8,271.9,0.0,0.22739981,32.46,86.66
977,262,82,120,9045.21,9.469,20,31,65.684,37.71,31.75,269.5,0.0,0.2276328,32.42,86.41
978,261,82,121,9053.63,9.463,20,30,65.512,37.71,31.75,268.6,0.0,0.2278658,32.43,86.48
979,258,80,121,9063.84,9.469,20,31,65.609,37.71,31.75,268.5,0.0,0.2280988,32.47,86.71
980,258,78,122,9072.25,9.463,20,32,65.756,37.71,31.75,265.9,0.0,0.22833177,32.53,85.88
981,260,79,122,9084.41,9.466,20,31,66.065,37.71,31.75,263.0,0.0,0.22856477,32.58,84.91
982,263,81,123,9092.96,9.463,20,31,66.246,37.71,31.75,260.8,0.0,0.22879776,32.66,84.56
983,260,81,123,9101.22,9.463,20,31,66.271,37.71,31.75,258.6,0.0,0.22903076,32.73,84.26
984,258,80,123,9111.45,9.469,20,31,66.619,37.71,31.75,256.5,0.0,0.22926375,32.81,83.96
985,259,80,124,9119.87,9.463,20,31,66.912,37.71,31.75,258.3,0.0,0.22949673,33.04,84.16
986,259,79,122,9130.07,9.469,20,31,67.317,37.71,31.75,261.0,0.0,0.22972973,33.3,84.44
987,259,79,122,9138.49,9.463,20,31,67.73,37.71,31.8,261.6,0.0,0.22996272,33.65,84.06
988,259,78,121,9148.71,9.469,20,32,67.927,37.71,31.8,261.6,0.0,0.23019572,33.92,83.74
989,259,77,120,9157.12,9.463,20,32,67.863,37.71,31.8,260.7,0.0,0.23042871,34.1,83.5
990,259,77,119,9166.41,9.468,20,32,67.547,37.72,31.8,259.9,0.0,0.23066169,34.29,83.26
991,260,77,119,9175.7,9.463,20,32,67.226,37.72,31.8,258.7,0.0,0.23089468,34.48,82.77
992,261,79,119,9187.91,9.466,20,32,66.717,37.72,31.8,256.9,0.0,0.23112768,34.64,82.09
993,262,80,119,9196.46,9.463,20,31,66.463,37.72,31.8,253.8,0.0,0.23136067,34.7,80.96
994,261,81,119,9206.67,9.469,20,31,66.08,37.72,31.8,252.8,0.0,0.23159367,34.69,80.81
995,260,81,120,9215.09,9.463,20,31,65.861115,37.72,31.8,253.0,0.0,0.23182665,34.67,81.13
996,261,83,120,9225.31,9.469,20,30,65.70273,37.72,31.8,254.2,0.0,0.23205964,34.7,81.54
997,261,84,121,9233.72,9.463,20,30,65.577,37.72,31.8,251.3,0.0,0.23229264,34.8,80.4
998,260,83,120,9243.94,9.469,20,30,65.262,37.72,31.8,247.6,0.0,0.23252563,34.91,79.31
999,259,82,120,9252.35,9.463,20,30,64.968,37.72,31.8,243.9,0.0,0.23275863,35.04,79.0
1000,259,82,120,9259.93,9.463,20,30,64.684,37.72,31.8,241.1,0.0,0.2329916,35.13,78.9
1001,259,82,120,9271.55,9.466,20,30,64.454,37.72,31.8,241.6,0.0,0.2332246,35.13,79.47
1002,259,81,120,9282.23,9.469,20,31,64.4,37.72,31.8,242.0,0.0,0.2334576,35.13,80.05
1003,258,79,120,9290.86,9.464,20,31,64.532,37.72,31.8,241.9,0.0,0.23369059,35.16,80.33
1004,258,78,119,9300.83,9.468,20,32,64.709,37.72,31.8,240.5,0.0,0.23392358,35.25,79.99
1005,260,78,119,9309.45,9.464,20,32,64.991,37.72,31.8,240.6,0.0,0.23415656,35.27,80.75
1006,261,79,119,9319.48,9.468,20,32,65.29,37.72,31.8,241.3,0.0,0.23438956,35.19,81.54
1007,260,79,119,9328.09,9.464,20,31,65.46667,37.72,31.85,242.4,0.0,0.23462255,35.03,82.08
1008,260,79,120,9336.36,9.463,20,31,65.62546,37.72,31.85,243.4,0.0,0.23485555,34.85,82.13
1009,261,80,120,9346.39,9.468,20,31,65.85,37.72,31.85,243.8,0.0,0.23508854,34.67,81.93
1010,261,79,119,9355.03,9.464,20,32,66.142,37.72,31.8,241.6,0.0,0.23532152,34.5,81.75
1011,259,79,118,9365.82,9.466,20,31,66.355,37.72,31.85,240.6,0.0,0.23555452,34.32,81.77
1012,260,79,118,9374.9,9.464,20,31,66.724,37.72,31.8,241.8,0.0,0.23578751,34.11,82.18
1013,260,80,119,9385.55,9.468,20,31,67.10222,37.72,31.85,242.9,0.0,0.2360205,33.9,82.58
1014,259,79,119,9394.36,9.464,20,31,67.27,37.72,31.85,243.4,0.0,0.2362535,33.68,82.52
1015,259,79,120,9404.33,9.468,20,31,67.343,37.72,31.85,242.0,0.0,0.23648648,33.46,81.3
1016,260,79,120,9412.95,9.464,20,31,67.073,37.72,31.85,239.8,0.0,0.23671947,33.31,80.29
1017,261,80,120,9421.25,9.463,20,31,66.811,37.72,31.8,236.4,0.0,0.23695247,33.28,79.55
1018,261,81,120,9431.24,9.468,20,31,66.9,37.72,31.85,235.0,0.0,0.23718546,33.34,79.34
1019,260,81,120,9441.58,9.469,20,31,67.119,37.72,31.85,235.2,0.0,0.23741846,33.46,79.54
1020,259,80,120,9451.96,9.469,20,31,67.032,37.72,31.85,236.0,0.0,0.23765144,33.73,79.91
1021,258,79,120,9462.3,9.469,20,31,66.556,37.73,31.85,237.5,0.0,0.23788443,34.12,80.45
1022,258,77,119,9470.95,9.464,20,32,66.234,37.73,31.85,241.5,0.0,0.23811743,34.66,81.72
1023,260,77,119,9480.95,9.468,20,32,66.129,37.73,31.85,244.9,0.0,0.23835042,35.1,82.55
1024,261,77,119,9489.58,9.464,20,32,66.057,37.73,31.85,246.3,0.0,0.23858342,35.32,82.32
1025,261,78,119,9497.86,9.463,20,32,65.839,37.73,31.85,247.8,0.0,0.2388164,35.53,82.1
1026,260,79,119,9507.08,9.468,20,31,65.634,37.73,31.85,245.6,0.0,0.23904939,35.61,80.78
1027,261,80,119,9516.34,9.464,20,31,65.515,37.73,31.85,241.9,0.0,0.23928238,35.61,79.21
1028,262,81,119,9524.74,9.463,20,31,65.168,37.73,31.85,238.7,0.0,0.23951538,35.43,78.85
