time,watts,cadence,heartrate,distance,velocity_smooth,temp,torque,core_temperature
0,0,0,90,,,,,
1,215,76,90,0.0,8.839,,27,
2,215,75,91,6.2,8.837,24,27,
3,215,74,91,12.39,8.835,24,28,
4,215,72,91,21.34,8.837,24,29,
5,216,72,92,28.76,8.838,24,29,
6,217,72,93,37.64,8.838,24,29,
7,216,73,93,48.92,8.837,24,28,
8,215,72,92,55.85,8.835,24,29,
9,215,71,92,64.2,8.837,24,29,
10,217,72,92,73.48,8.837,24,29,
11,217,73,93,83.42,8.838,24,28,
12,217,74,93,92.4,8.837,24,28,
13,216,73,94,102.05,8.838,24,28,
14,215,73,94,109.69,8.835,24,28,
15,215,72,95,118.62,8.837,24,29,
16,215,71,96,127.09,8.837,24,29,
17,215,70,97,136.85,8.838,24,29,
18,215,69,98,144.86,8.835,24,30,
19,215,69,100,153.83,8.837,24,30,
20,215,68,101,164.18,8.839,24,30,
21,215,68,102,171.78,8.835,24,30,
22,216,68,102,180.74,8.837,24,30,
23,217,68,102,189.71,8.837,24,30,
24,218,69,102,197.99,8.837,24,30,
25,217,71,105,206.29,8.837,24,29,
26,216,71,106,215.91,8.838,24,29,
27,215,70,106,226.26,8.839,24,29,
28,215,70,106,233.88,8.835,24,29,
29,216,70,107,241.46,8.836,24,29,
30,216,70,107,251.11,8.838,24,29,
31,216,70,107,261.46,8.839,24,29,
32,216,70,108,269.07,8.835,24,29,
33,217,70,109,276.66,8.836,24,30,
34,217,71,109,286.34,8.838,24,29,
35,216,72,107,295.29,8.837,24,29,
36,215,71,107,304.93,8.838,24,29,
37,215,71,107,312.54,8.835,24,29,
38,215,70,107,321.49,8.837,24,29,
39,215,70,108,331.84,8.839,24,29,
40,215,69,108,339.46,8.835,24,30,
41,216,69,109,348.43,8.837,24,30,
42,217,69,109,356.89,8.837,24,30,
43,217,70,110,366.64,8.838,24,30,
44,217,71,110,374.65,8.835,24,29,
45,217,71,110,383.61,8.837,24,29,
46,217,72,110,392.07,8.837,24,29,
47,215,72,110,401.17,8.838,24,29,
48,214,70,110,409.21,8.836,24,29,
49,215,69,111,417.17,8.836,24,30,
50,215,68,111,427.54,8.839,24,30,
51,216,68,111,436.12,8.836,24,30,
52,216,69,111,444.63,8.836,24,30,
53,216,69,112,452.67,8.836,24,30,
54,215,67,111,461.22,8.836,24,31,
55,215,66,111,471.57,8.839,24,31,
56,215,66,112,481.29,8.837,24,31,
57,215,66,112,490.11,8.838,24,31,
58,215,65,112,497.93,8.836,24,32,
59,216,65,112,506.77,8.836,24,32,
