time,watts,cadence,heartrate,distance,velocity_smooth,temp,torque,smo2,core_temperature,PercentageinZ2,THb,TymeBreathRate,tidal_volume,TymeVentilation,skin_temperature,HeatStrainIndex,hrv
33.0,224.0,71.0,111.0,309.54,8.836,23.0,30.0,54.5,37.06,0.0066079297,63.503,23.02,185.4,43.35,31.75,0.0,540:52:00
34.0,224.0,71.0,112.0,316.48,8.834,23.0,30.0,53.2,37.06,0.006791483,63.492999999999995,23.04,186.3,43.7,31.75,0.0,541:49:00
35.0,224.0,71.0,112.0,326.48,8.838,23.0,30.0,53.2,37.06,0.0069750366,62.75600000000001,23.07,187.3,44.04,31.75,0.0,545:57:00
36.0,224.0,72.0,113.0,335.16,8.837,23.0,30.0,50.9,37.06,0.0071585905,62.49100000000001,23.15,190.6,44.84,31.75,0.0,543:56:00
37.0,223.0,72.0,113.0,344.73,8.838,23.0,30.0,50.0,37.06,0.007342144,62.353333333333325,23.27,195.6,45.92,31.75,0.0,545:57:00
38.0,223.0,71.0,113.0,351.67,8.834,23.0,30.0,48.6,37.06,0.0075256974,60.72545454545455,23.35,197.7,46.54,31.75,0.0,548:58:00
39.0,224.0,71.0,112.0,361.66,8.838,23.0,30.0,47.8,37.06,0.0077092513,59.342,23.43,199.6,47.12,31.75,0.0,537
40.0,225.0,72.0,112.0,370.32,8.837,23.0,30.0,48.4,37.06,0.007892805,59.189,23.51,201.5,47.7,31.7,0.0,546:58:00
41.0,224.0,72.0,112.0,380.33,8.838,23.0,30.0,46.4,37.06,0.008076359,61.367777777777775,23.58,203.3,48.38,31.7,0.0,545:55:00
42.0,223.0,72.0,112.0,388.99,8.837,23.0,30.0,48.3,37.06,0.008259912,61.470909090909096,23.62,205.0,49.25,31.7,0.0,543:57:00
43.0,224.0,72.0,111.0,398.58,8.838,23.0,30.0,48.9,37.06,0.008443465,62.64777777777778,23.67,206.6,50.12,31.7,0.0,545:56:00
44.0,225.0,72.0,111.0,405.17,8.834,23.0,30.0,48.8,37.06,0.008627019,62.96909090909091,23.78,210.8,51.59,31.7,0.0,540:55:00
45.0,224.0,73.0,112.0,413.84,8.837,23.0,29.0,48.7,37.06,0.008810572,62.193000000000005,23.92,216.8,53.49,31.7,0.0,546:57:00
46.0,224.0,72.0,112.0,423.8,8.838,23.0,30.0,48.5,37.06,0.008994127,63.03222222222222,24.01,221.6,54.08,31.7,0.0,544:52:00
47.0,224.0,72.0,112.0,432.43,8.837,23.0,30.0,50.1,37.06,0.00917768,61.99545454545455,24.11,224.1,54.36,31.7,0.0,541:58:00
48.0,225.0,72.0,112.0,442.44,8.838,23.0,30.0,50.5,37.06,0.009361234,61.979,24.23,224.9,54.59,31.7,0.0,536
49.0,224.0,73.0,112.0,450.34,8.836,23.0,29.0,50.3,37.06,0.009544787,60.647000000000006,24.34,225.2,54.91,31.7,0.0,545:56:00
50.0,223.0,74.0,112.0,457.29,8.834,23.0,29.0,48.6,37.06,0.00972834,59.74875,24.45,225.4,55.26,31.7,0.0,546:58:00
51.0,224.0,73.0,112.0,467.23,8.838,22.0,29.0,51.3,37.06,0.009911894,59.85583333333333,24.55,225.5,55.62,31.7,0.0,546:53:00
52.0,225.0,73.0,112.0,475.94,8.837,22.0,29.0,51.2,37.06,0.010095448,61.20111111111112,24.58,225.1,55.65,31.7,0.0,531
53.0,225.0,74.0,112.0,485.66,8.838,22.0,29.0,50.3,37.06,0.010279002,61.379090909090905,24.61,224.6,55.66,31.7,0.0,541:01:00
54.0,223.0,74.0,112.0,492.56,8.837,22.0,29.0,50.4,37.06,0.010462555,58.904999999999994,24.57,223.9,55.73,31.7,0.0,549:00:00
55.0,223.0,74.0,111.0,502.85,8.839,22.0,29.0,51.7,37.06,0.010646109,63.032,24.5,223.1,55.82,31.65,0.0,536
56.0,224.0,74.0,112.0,512.44,8.836,22.0,29.0,51.8,37.06,0.010829662,63.903333333333336,24.43,222.2,55.91,31.65,0.0,1073:57:00
57.0,223.0,73.0,112.0,518.76,8.833,22.0,29.0,51.0,37.06,0.011013215,64.20727272727272,24.46,222.9,56.37,31.65,0.0,543:52:00
58.0,223.0,73.0,111.0,525.67,8.832,22.0,29.0,50.4,37.06,0.01119677,63.14111111111111,24.53,224.1,56.94,31.7,0.0,540:52:00
59.0,223.0,72.0,112.0,538.04,8.837,22.0,30.0,51.7,37.06,0.011380323,64.765,24.59,223.6,57.08,31.65,0.0,536:46:00
60.0,224.0,71.0,112.0,548.38,8.839,22.0,30.0,53.1,37.06,0.011563877,65.81090909090909,24.65,221.8,56.86,31.65,0.0,535:48:00
61.0,224.0,71.0,112.0,557.97,8.838,22.0,30.0,54.1,37.06,0.01174743,65.91,24.7,219.9,56.64,31.65,0.0,535:42:00
62.0,224.0,71.0,112.0,564.57,8.834,22.0,30.0,52.8,37.06,0.0119309835,63.952999999999996,24.76,218.0,56.34,31.65,0.0,531:46:00
63.0,224.0,71.0,113.0,573.23,8.837,22.0,30.0,52.0,37.06,0.012114538,63.541818181818186,24.86,215.8,55.3,31.65,0.0,527
64.0,224.0,71.0,113.0,583.27,8.839,22.0,30.0,51.6,37.06,0.012298091,64.37888888888888,24.96,213.6,54.26,31.65,0.0,475:13:24
65.0,224.0,70.0,114.0,591.9,8.839,22.0,31.0,51.9,37.06,0.012481645,65.11272727272727,25.03,211.0,53.33,31.65,0.0,
66.0,224.0,70.0,114.0,599.77,8.834,22.0,31.0,52.0,37.06,0.012665198,64.19888888888889,25.01,207.4,52.77,31.65,0.0,523:44:00
67.0,224.0,70.0,114.0,608.42,8.837,22.0,31.0,52.7,37.06,0.012848752,64.28,25.04,206.3,52.58,31.65,0.0,536
68.0,224.0,70.0,114.0,618.78,8.839,22.0,31.0,52.2,37.06,0.013032305,64.61,25.1,206.6,52.61,31.65,0.0,544:00:51
69.0,224.0,70.0,117.0,628.36,8.838,22.0,31.0,52.1,37.06,0.013215859,65.021,25.19,207.8,52.75,31.65,0.0,540:47:00
70.0,225.0,71.0,118.0,634.95,8.834,22.0,30.0,50.6,37.06,0.013399413,65.55699999999999,25.37,212.6,53.29,31.65,0.0,539:49:00
71.0,226.0,72.0,118.0,643.62,8.837,22.0,30.0,51.5,37.06,0.013582966,65.44,25.55,217.3,53.84,31.65,0.0,523
72.0,225.0,73.0,117.0,653.33,8.838,22.0,29.0,52.2,37.06,0.01376652,64.89454545454545,25.62,218.2,53.76,31.6,0.0,517:52:00
73.0,224.0,72.0,114.0,660.23,8.837,22.0,30.0,53.1,37.06,0.013950073,64.95333333333333,25.67,218.4,53.55,31.6,0.0,531:49:00
74.0,224.0,72.0,113.0,671.83,8.838,22.0,30.0,52.9,37.06,0.014133627,65.19300000000001,25.71,218.5,53.35,31.6,0.0,540:51:00
75.0,224.0,73.0,113.0,678.8,8.834,22.0,29.0,53.9,37.06,0.014317181,65.94500000000001,25.76,218.6,53.14,31.6,0.0,536:41:00
76.0,225.0,73.0,114.0,688.76,8.838,22.0,29.0,54.2,37.06,0.014500734,67.18545454545455,25.94,215.1,52.65,31.6,0.0,529:43:00
77.0,224.0,73.0,113.0,697.05,8.837,22.0,29.0,54.5,37.06,0.014684288,66.94999999999999,26.13,211.5,52.16,31.6,0.0,535:44:00
78.0,224.0,73.0,113.0,705.4,8.837,22.0,29.0,55.2,37.06,0.014867841,66.39,26.56,213.3,52.98,31.6,0.0,536:44:00
79.0,225.0,73.0,113.0,714.01,8.839,22.0,29.0,56.1,37.06,0.015051395,65.85888888888888,26.87,215.4,53.64,31.6,0.0,530:41:00
80.0,226.0,74.0,114.0,723.71,8.837,22.0,29.0,56.2,37.06,0.015234949,64.921,27.03,217.6,54.04,31.6,0.0,524
81.0,226.0,76.0,115.0,730.61,8.837,22.0,28.0,55.8,37.06,0.0154185025,65.32909090909091,27.19,219.7,54.44,31.6,0.0,527:39:00
82.0,225.0,77.0,114.0,740.92,8.837,22.0,28.0,56.4,37.06,0.015602056,65.405,27.35,221.8,54.85,31.6,0.0,540:16:00
83.0,224.0,78.0,114.0,750.88,8.838,22.0,27.0,56.6,37.06,0.01578561,64.45222222222222,27.5,223.8,55.22,31.6,0.0,522
84.0,223.0,78.0,115.0,759.55,8.837,22.0,27.0,58.3,37.06,0.015969163,65.676,27.62,225.0,55.43,31.6,0.0,526:38:00
85.0,222.0,77.0,115.0,769.51,8.838,22.0,28.0,59.1,37.06,0.016152717,65.213,27.74,226.1,55.64,31.6,0.0,527:37:00
86.0,223.0,76.0,115.0,777.53,8.837,22.0,28.0,59.0,37.06,0.01633627,65.369,27.86,227.3,55.85,31.6,0.0,521:33:00
87.0,224.0,74.0,116.0,784.43,8.837,22.0,29.0,58.9,37.06,0.016519824,65.756,27.98,228.5,55.81,31.6,0.0,526:42:00
88.0,224.0,74.0,116.0,794.74,8.839,22.0,29.0,59.8,37.06,0.016703377,66.19818181818182,28.1,229.7,55.61,31.6,0.0,529:41:00
89.0,224.0,74.0,116.0,802.63,8.834,22.0,29.0,61.0,37.06,0.01688693,66.54,28.09,230.8,55.74,31.6,0.0,529:47:00
90.0,224.0,74.0,117.0,811.3,8.837,22.0,29.0,60.7,37.06,0.017070485,68.1209090909091,28.03,232.0,55.91,31.6,0.0,535:46:00
91.0,225.0,74.0,116.0,821.26,8.838,22.0,29.0,60.3,37.06,0.017254038,67.697,27.89,234.1,55.98,31.6,0.0,529:41:00
92.0,224.0,75.0,116.0,829.54,8.837,22.0,29.0,60.6,37.06,0.017437592,66.83222222222223,27.73,233.7,55.88,31.6,0.0,530:52:00
93.0,225.0,75.0,115.0,838.19,8.837,22.0,29.0,61.0,37.06,0.017621145,66.04636363636364,27.58,232.5,55.76,31.6,0.0,540:49:00
94.0,225.0,76.0,114.0,847.91,8.838,22.0,28.0,60.7,37.06,0.017804699,61.97875,27.51,232.9,55.85,31.6,0.0,540:47:00
95.0,224.0,76.0,114.0,854.81,8.837,22.0,28.0,59.8,37.06,0.017988253,65.02454545454545,27.43,233.2,55.94,31.6,0.0,539:44:00
96.0,223.0,76.0,115.0,865.12,8.837,22.0,28.0,58.3,37.06,0.018171806,64.667,27.35,233.8,55.99,31.6,0.0,524
97.0,223.0,75.0,113.0,874.82,8.838,22.0,28.0,59.2,37.06,0.01835536,64.658,27.28,234.5,56.03,31.55,0.0,1055
98.0,224.0,75.0,113.0,881.72,8.837,22.0,29.0,58.5,37.06,0.018538913,65.26,27.2,235.1,56.06,31.6,0.0,534:47:00
99.0,224.0,76.0,113.0,892.03,8.837,22.0,28.0,59.3,37.06,0.018722467,66.696,27.12,235.3,55.96,31.55,0.0,531:42:00
100.0,224.0,76.0,114.0,901.99,8.838,22.0,28.0,59.8,37.06,0.01890602,67.59727272727272,27.04,235.4,55.87,31.55,0.0,529:47:00
101.0,224.0,75.0,114.0,910.27,8.837,22.0,29.0,60.2,37.06,0.019089574,66.37777777777778,26.96,235.5,55.78,31.55,0.0,537:55:00
102.0,225.0,75.0,114.0,918.95,8.837,22.0,29.0,60.3,37.06,0.019273128,65.84454545454545,27.0,235.8,55.62,31.55,0.0,549:58:00
103.0,225.0,76.0,114.0,928.91,8.838,22.0,28.0,60.5,37.06,0.01945668,67.011,27.02,236.4,55.52,31.55,0.0,536
104.0,223.0,76.0,115.0,936.6,8.836,22.0,28.0,60.2,37.06,0.019640235,66.69333333333333,26.98,238.3,55.64,31.55,0.0,544:01:00
105.0,223.0,75.0,114.0,941.78,8.834,22.0,28.0,59.4,37.06,0.019823788,65.34545454545454,26.93,240.2,55.75,31.55,0.0,551:01:00
106.0,223.0,74.0,113.0,953.73,8.832,22.0,29.0,59.8,37.06,0.020007342,65.1,26.88,242.0,55.87,31.55,0.0,546:02:00
107.0,224.0,74.0,112.0,962.0,8.837,22.0,29.0,59.6,37.06,0.020190896,65.107,26.73,242.7,55.86,31.55,0.0,553:01:00
108.0,224.0,74.0,111.0,970.69,8.837,22.0,29.0,59.4,37.06,0.020374449,63.554545454545455,26.57,243.2,55.85,31.55,0.0,545:04:00
109.0,224.0,74.0,111.0,980.65,8.838,22.0,29.0,58.9,37.06,0.020558003,64.13199999999999,26.42,243.8,55.84,31.55,0.0,553:01:00
110.0,223.0,74.0,111.0,989.32,8.837,22.0,29.0,57.5,37.06,0.020741556,60.88777777777778,26.26,244.4,55.83,31.55,0.0,546:58:00
111.0,222.0,74.0,111.0,998.89,8.838,21.0,29.0,55.3,37.06,0.02092511,60.404545454545456,25.99,242.7,55.78,31.55,0.0,541
112.0,223.0,73.0,111.0,1005.88,8.833,21.0,29.0,55.7,37.06,0.021108665,62.884,25.73,241.0,55.73,31.55,0.0,559:10:00
113.0,224.0,71.0,111.0,1015.84,8.832,21.0,30.0,55.7,37.06,0.021292217,63.15111111111111,25.44,238.8,55.51,31.55,0.0,560:07:00
114.0,225.0,71.0,111.0,1024.19,8.837,21.0,30.0,55.6,37.06,0.021475771,64.513,25.13,236.0,55.12,31.55,0.0,559:10:00
115.0,225.0,72.0,111.0,1032.82,8.839,21.0,30.0,55.2,37.06,0.021659324,66.13181818181819,24.81,233.7,54.77,31.55,0.0,555:01:00
116.0,224.0,72.0,110.0,1042.37,8.836,21.0,30.0,54.7,37.06,0.021842878,67.15888888888888,24.44,233.2,54.62,31.55,0.0,541
117.0,224.0,73.0,110.0,1049.35,8.835,21.0,29.0,55.0,37.06,0.02202643,65.33,24.1,232.7,54.52,31.55,0.0,555:10:00
118.0,223.0,72.0,109.0,1059.35,8.839,21.0,30.0,52.7,37.06,0.022209985,65.5,23.86,232.1,54.61,31.55,0.0,556:02:00
119.0,224.0,72.0,109.0,1067.94,8.839,21.0,30.0,54.5,37.06,0.02239354,65.114,23.63,231.4,54.71,31.5,0.0,549:07:00
120.0,224.0,72.0,110.0,1074.91,8.837,21.0,30.0,53.0,37.06,0.022577092,65.061,23.39,230.8,54.8,31.5,0.0,560:10:00
121.0,224.0,72.0,110.0,1084.51,8.834,21.0,30.0,52.2,37.06,0.022760646,65.26818181818182,23.1,229.5,54.91,31.5,0.0,545
122.0,224.0,72.0,110.0,1094.51,8.838,21.0,30.0,52.5,37.06,0.022944199,65.11666666666666,22.79,228.0,55.04,31.5,0.0,556:10:00
123.0,224.0,72.0,110.0,1103.16,8.837,21.0,30.0,52.5,37.06,0.023127753,64.624,22.67,228.5,55.19,31.5,0.0,567:23:00
124.0,224.0,72.0,110.0,1113.47,8.839,21.0,30.0,52.3,37.06,0.023311308,62.7175,22.61,229.7,55.35,31.5,0.0,561:29:00
125.0,224.0,72.0,109.0,1123.1,8.838,21.0,30.0,53.4,37.06,0.02349486,63.36538461538461,22.55,230.9,55.51,31.5,0.0,570:19:00
126.0,224.0,72.0,109.0,1129.7,8.834,21.0,30.0,53.8,37.06,0.023678415,64.58555555555556,22.47,231.3,55.34,31.5,0.0,567:10:00
127.0,224.0,72.0,109.0,1138.04,8.837,21.0,30.0,54.4,37.06,0.023861967,64.892,22.38,231.6,55.13,31.5,0.0,550
128.0,225.0,72.0,108.0,1146.67,8.839,21.0,30.0,53.8,37.06,0.024045521,64.39181818181818,22.29,232.2,55.03,31.5,0.0,560:12:00
129.0,225.0,73.0,107.0,1156.55,8.837,21.0,29.0,54.0,37.06,0.024229076,65.24199999999999,22.23,233.3,55.27,31.5,0.0,555:04:00
130.0,225.0,74.0,107.0,1164.52,8.838,21.0,29.0,54.2,37.06,0.024412628,65.38,22.16,234.4,55.5,31.5,0.0,550:04:00
131.0,224.0,73.0,108.0,1172.76,8.837,21.0,29.0,54.2,37.06,0.024596183,65.037,22.09,235.6,55.74,31.5,0.0,561:12:00
132.0,224.0,73.0,109.0,1183.89,8.837,21.0,29.0,54.6,37.06,0.024779735,65.25800000000001,22.04,238.3,56.1,31.5,0.0,555
133.0,224.0,74.0,109.0,1193.44,8.838,21.0,29.0,54.5,37.06,0.02496329,62.602999999999994,22.0,243.0,56.6,31.5,0.0,560:06:00
134.0,223.0,74.0,110.0,1199.8,8.834,21.0,29.0,55.6,37.06,0.025146842,64.768,21.99,245.0,56.67,31.5,0.0,556:06:00
135.0,223.0,73.0,110.0,1206.73,8.837,21.0,29.0,56.4,37.06,0.025330396,65.398,22.0,243.9,56.26,31.5,0.0,564:21:00
136.0,224.0,73.0,109.0,1216.98,8.839,21.0,29.0,57.5,37.06,0.02551395,64.995,22.01,242.9,55.89,31.45,0.0,577:23:00
137.0,224.0,73.0,109.0,1229.06,8.838,21.0,29.0,57.0,37.06,0.025697503,66.30333333333334,22.07,242.1,55.77,31.5,0.0,563
138.0,223.0,72.0,109.0,1236.96,8.838,21.0,30.0,56.6,37.06,0.025881058,66.73363636363636,22.13,241.3,55.66,31.5,0.0,573:20:00
139.0,224.0,72.0,109.0,1243.93,8.845,21.0,30.0,56.9,37.06,0.02606461,68.072,22.19,240.5,55.55,31.5,0.0,563:10:00
140.0,225.0,72.0,108.0,1253.9,8.838,21.0,30.0,57.1,37.06,0.026248164,68.43299999999999,22.24,239.7,55.44,31.45,0.0,559:07:00
141.0,224.0,73.0,107.0,1262.56,8.837,21.0,29.0,56.8,37.06,0.026431719,68.501,22.46,239.3,55.66,31.45,0.0,567:18:00
142.0,224.0,73.0,107.0,1272.49,8.838,21.0,29.0,56.6,37.06,0.026615271,67.34400000000001,22.67,238.9,55.9,31.45,0.0,564:09:00
143.0,224.0,73.0,108.0,1281.16,8.837,21.0,29.0,57.2,37.06,0.026798826,66.50399999999999,22.89,238.5,56.13,31.5,0.0,546
144.0,223.0,73.0,109.0,1290.77,8.838,21.0,29.0,57.0,37.06,0.026982378,66.512,23.14,239.3,56.35,31.45,0.0,549:01:00
145.0,223.0,72.0,109.0,1297.38,8.834,21.0,30.0,58.3,37.06,0.027165933,67.083,23.43,241.6,56.55,31.45,0.0,551:01:00
146.0,224.0,72.0,108.0,1306.04,8.837,21.0,30.0,58.1,37.06,0.027349487,67.249,23.67,243.3,56.72,31.45,0.0,545:58:00
147.0,225.0,72.0,109.0,1316.0,8.838,21.0,30.0,58.4,37.06,0.02753304,67.06333333333333,23.8,243.9,56.84,31.45,0.0,546
148.0,225.0,72.0,110.0,1324.67,8.837,21.0,30.0,58.2,37.06,0.027716594,66.851,23.94,244.4,56.96,31.45,0.0,556:06:00
149.0,225.0,73.0,110.0,1334.37,8.838,21.0,29.0,56.5,37.06,0.027900146,66.95727272727272,24.08,245.0,57.09,31.45,0.0,559:10:00
150.0,224.0,74.0,111.0,1341.28,8.837,21.0,29.0,57.6,37.06,0.0280837,67.659,24.21,244.3,57.04,31.45,0.0,559:10:00
151.0,224.0,74.0,110.0,1351.58,8.837,21.0,29.0,58.2,37.06,0.028267253,67.822,24.33,241.5,56.7,31.45,0.0,556:06:00
152.0,224.0,75.0,110.0,1361.54,8.838,21.0,29.0,57.1,37.06,0.028450808,67.65222222222222,24.44,238.7,56.36,31.45,0.0,555:10:00
153.0,224.0,75.0,109.0,1369.78,8.837,21.0,29.0,58.2,37.06,0.028634362,67.299,24.56,235.8,56.02,31.45,0.0,551
154.0,224.0,76.0,109.0,1377.68,8.838,21.0,28.0,59.5,37.06,0.028817914,66.696,24.68,235.4,55.97,31.45,0.0,564:12:00
155.0,223.0,75.0,109.0,1384.66,8.845,21.0,28.0,60.0,37.06,0.029001469,66.85,24.81,235.0,55.95,31.45,0.0,569:10:00
156.0,224.0,75.0,110.0,1394.66,8.838,21.0,29.0,59.0,37.06,0.029185021,67.364,24.85,236.3,55.96,31.45,0.0,563:14:00
157.0,224.0,74.0,109.0,1402.92,8.837,21.0,29.0,59.6,37.06,0.029368576,66.53200000000001,24.83,238.2,55.89,31.45,0.0,561:10:00
158.0,224.0,75.0,108.0,1411.28,8.837,21.0,29.0,62.3,37.06,0.02955213,66.077,24.81,238.6,55.46,31.45,0.0,551
159.0,224.0,75.0,108.0,1419.88,8.839,21.0,29.0,63.1,37.06,0.029735683,66.32818181818182,24.87,237.7,55.35,31.4,0.0,568:23:00
160.0,224.0,75.0,108.0,1429.85,8.837,21.0,29.0,63.4,37.06,0.029919237,67.724,24.93,236.7,55.26,31.4,0.0,572:18:00
161.0,224.0,76.0,108.0,1438.52,8.837,21.0,28.0,64.1,37.06,0.03010279,67.76111111111112,24.99,235.7,55.17,31.4,0.0,572:28:00
162.0,224.0,76.0,109.0,1448.49,8.838,21.0,28.0,63.5,37.06,0.030286344,68.001,25.07,235.0,55.09,31.4,0.0,572:18:00
163.0,223.0,76.0,108.0,1457.16,8.837,21.0,28.0,63.6,37.06,0.030469898,68.07090909090908,25.24,235.6,55.07,31.4,0.0,570:23:00
164.0,223.0,75.0,107.0,1467.11,8.838,21.0,28.0,62.0,37.06,0.03065345,67.35888888888888,25.41,236.1,55.04,31.4,0.0,558
165.0,224.0,75.0,107.0,1475.36,8.837,21.0,29.0,62.9,37.06,0.030837005,65.54299999999999,25.44,235.6,54.99,31.4,0.0,563:16:00
166.0,225.0,75.0,106.0,1484.02,8.837,21.0,29.0,64.2,37.06,0.031020558,66.13545454545455,25.44,234.7,54.93,31.4,0.0,560
167.0,225.0,76.0,107.0,1494.02,8.838,21.0,28.0,64.2,37.06,0.031204112,66.13666666666667,25.43,233.8,54.88,31.4,0.0,577:43:35
168.0,223.0,76.0,107.0,1502.01,8.837,21.0,28.0,64.1,37.06,0.031387664,66.44545454545455,25.53,233.8,55.31,31.4,0.0,568
169.0,223.0,75.0,108.0,1508.91,8.837,21.0,28.0,64.3,37.06,0.03157122,64.81800000000001,25.64,234.1,55.84,31.4,0.0,577:26:00
170.0,224.0,75.0,108.0,1520.94,8.838,21.0,29.0,64.5,37.06,0.031754773,66.31555555555556,25.84,234.1,56.15,31.4,0.0,578:25:00
171.0,225.0,75.0,106.0,1529.22,8.837,21.0,29.0,63.9,37.06,0.031938326,66.711,26.06,234.0,56.38,31.4,0.0,564
172.0,225.0,76.0,105.0,1537.56,8.837,21.0,28.0,64.3,37.06,0.032121878,66.751,26.17,234.0,56.53,31.4,0.0,575:33:23
173.0,224.0,77.0,105.0,1546.19,8.839,21.0,28.0,62.4,37.06,0.032305434,67.442,26.22,234.2,56.63,31.4,0.0,564
174.0,223.0,76.0,105.0,1552.37,8.845,21.0,28.0,62.0,37.06,0.032488987,66.84,26.28,234.3,56.72,31.4,0.0,572:15:00
175.0,223.0,75.0,106.0,1562.3,8.838,21.0,28.0,62.4,37.06,0.03267254,65.29444444444444,26.33,234.4,56.82,31.4,0.0,563:07:00
176.0,224.0,75.0,106.0,1570.62,8.837,21.0,29.0,62.8,37.06,0.032856096,65.675,26.28,236.6,56.97,31.4,0.0,556:06:00
