time,watts,cadence,heartrate,distance,altitude,lat,lng,velocity_smooth,temp,torque,left_right_balance,left_pedal_smoothness,right_pedal_smoothness,left_torque_effectiveness,right_torque_effectiveness,core_temperature
0,0,,99,,,,,,,,,,,,,
1,184,60,99,0.0,111.0,52.19882,20.863514,5.299,,29,51,,,,,37.24
2,251,64,100,3.66,111.0,52.198814,20.86346,5.501,,37,50,25.0,18.0,83.5,67.0,37.24
3,278,68,102,8.84,111.0,52.19881,20.863384,5.804,22,39,48,27.0,25.5,86.5,79.5,37.24
4,273,72,104,15.45,111.0,52.198807,20.863287,6.158,22,36,50,23.5,28.5,75.5,83.5,37.24
5,252,76,106,21.72,110.8,52.1988,20.863197,6.428,22,32,64,20.5,28.5,64.0,82.0,37.24
6,223,79,108,28.36,110.8,52.19879,20.8631,6.684,22,27,69,24.0,30.5,65.5,81.5,37.24
7,228,82,109,35.45,110.8,52.198788,20.862997,6.978,22,27,51,22.0,38.5,75.5,97.0,37.24
8,232,85,110,42.62,110.8,52.19878,20.862894,7.191,22,26,56,21.5,30.0,77.5,85.5,37.24
9,229,87,110,50.04,110.8,52.198776,20.862785,7.347,22,25,60,20.5,25.5,75.0,80.5,37.24
10,223,89,110,57.74,110.6,52.198776,20.862673,7.536,22,24,62,20.0,24.0,74.0,80.0,37.24
11,203,85,110,65.3,110.6,52.198772,20.862562,7.645,22,23,64,21.0,22.5,77.5,77.5,37.24
12,200,81,111,73.05,110.6,52.198765,20.86245,7.727,22,24,65,22.0,21.0,81.0,75.5,37.24
13,209,81,110,81.04,110.6,52.19876,20.862333,7.922,22,25,67,23.0,19.5,84.5,73.0,37.24
14,218,83,110,89.13,110.6,52.198753,20.862215,8.025,22,25,64,20.5,25.0,76.0,84.5,37.24
15,203,85,110,97.45,110.6,52.19875,20.862093,8.214,22,23,60,18.0,29.0,66.0,91.5,37.24
16,187,87,110,105.98,110.6,52.198746,20.861967,8.429,22,21,57,17.0,24.5,64.0,77.5,37.24
17,186,87,111,114.34,110.4,52.198742,20.861847,8.519,22,20,55,16.5,19.5,62.0,63.0,37.24
18,185,87,111,123.02,110.4,52.19874,20.86172,8.57,22,20,52,18.5,19.0,67.5,61.5,37.24
19,175,81,110,131.87,110.2,52.19873,20.86159,8.591,22,21,54,21.5,19.0,74.0,62.0,37.24
20,178,80,110,140.52,110.2,52.198723,20.861465,8.622,22,21,59,29.5,17.0,82.5,66.0,37.24
21,192,81,110,149.28,110.0,52.19872,20.861338,8.735,22,23,54,23.0,30.5,78.0,87.5,37.24
22,205,82,111,158.31,110.0,52.19871,20.861204,8.828,22,24,52,19.5,32.0,73.0,89.5,37.24
23,208,82,111,167.17,109.8,52.198708,20.861076,8.879,22,24,55,18.5,25.5,69.5,79.0,37.24
24,212,82,111,176.17,109.8,52.19871,20.860945,8.869,22,25,56,17.5,20.0,65.0,70.0,37.24
25,179,83,111,185.03,109.8,52.198715,20.860815,8.817,22,21,53,16.0,21.5,60.0,72.0,37.24
26,173,82,111,193.7,109.8,52.198727,20.86069,8.736,22,20,53,18.0,21.0,65.0,69.5,37.24
27,178,82,112,202.51,109.8,52.198742,20.860563,8.694,22,21,49,20.0,20.5,71.5,67.0,37.24
28,188,81,112,211.35,109.8,52.198757,20.860437,8.662,22,22,48,20.5,20.5,74.5,66.5,37.25
29,204,80,112,219.88,109.8,52.198772,20.860315,8.611,22,24,48,19.5,21.0,73.0,69.5,37.25
30,205,80,113,228.42,109.8,52.198788,20.860191,8.529,22,24,49,19.5,21.5,73.0,72.0,37.25
31,200,79,113,237.1,109.8,52.198807,20.86007,8.457,22,24,54,19.5,22.0,72.5,74.0,37.25
32,189,78,114,245.45,110.0,52.198822,20.85995,8.437,22,23,58,20.0,21.5,71.0,76.0,37.25
33,229,78,114,253.84,110.0,52.19884,20.85983,8.437,21,28,62,20.0,21.5,70.5,76.0,37.25
34,239,78,115,262.58,110.0,52.19886,20.859705,8.469,21,29,61,20.5,21.0,72.5,74.0,37.25
35,229,79,115,270.96,110.0,52.19888,20.859587,8.488,21,28,53,21.0,20.5,74.5,72.5,37.25
36,219,79,116,279.24,110.2,52.198895,20.859468,8.518,21,26,50,21.5,20.0,76.5,70.5,37.25
37,203,79,116,287.83,110.2,52.198906,20.859344,8.54,21,25,53,20.5,19.0,76.0,67.5,37.25
38,184,79,118,296.29,110.2,52.198917,20.859222,8.45,21,22,50,20.0,18.5,75.0,66.0,37.25
39,177,78,118,304.79,110.2,52.19893,20.8591,8.385,21,22,52,19.5,19.5,75.5,68.5,37.25
40,187,78,117,313.43,110.4,52.198944,20.858976,8.448,21,23,63,19.5,20.5,70.0,68.5,37.25
41,204,78,118,321.81,110.4,52.19896,20.858856,8.488,21,25,60,19.0,32.0,70.5,88.0,37.25
42,216,79,118,330.39,110.6,52.19897,20.858732,8.457,21,26,55,19.0,32.0,71.5,88.5,37.25
43,210,79,118,338.8,110.8,52.198986,20.858612,8.468,21,25,47,18.5,25.5,72.0,78.5,37.25
44,195,79,119,347.35,110.8,52.198994,20.858486,8.519,21,24,44,19.0,19.5,73.0,68.5,37.25
45,201,79,118,356.01,110.8,52.19901,20.858362,8.602,21,24,48,21.0,17.0,76.0,58.0,37.25
46,208,80,118,364.71,110.8,52.19903,20.85824,8.674,21,25,52,21.0,17.5,76.5,58.5,37.25
47,211,80,118,373.34,110.8,52.19906,20.858122,8.725,21,25,56,20.5,17.5,77.0,60.5,37.25
48,214,81,119,382.31,110.8,52.199078,20.857994,8.777,21,25,60,20.5,18.0,78.0,62.5,37.25
49,236,82,119,391.25,110.8,52.199097,20.857868,8.862,21,27,64,20.5,18.5,78.5,64.0,37.25
50,231,83,119,400.1,110.8,52.199112,20.85774,8.931,21,27,65,20.0,18.5,79.0,66.0,37.25
51,213,84,120,408.99,110.8,52.19913,20.857615,8.982,21,24,55,20.0,19.0,80.0,68.0,37.25
52,193,84,119,417.76,110.8,52.19915,20.85749,8.942,21,22,48,20.5,18.0,75.5,64.0,37.25
53,184,84,119,426.36,110.8,52.19917,20.857367,8.984,21,21,41,19.0,18.0,71.5,62.0,37.25
54,174,84,119,435.58,110.8,52.199184,20.857233,9.054,21,20,34,16.0,18.0,71.0,63.5,37.25
55,173,84,118,444.73,111.0,52.199196,20.857101,9.112,21,20,31,17.0,15.5,74.5,52.0,37.25
56,171,85,118,453.59,111.0,52.199207,20.856974,9.157,21,19,50,16.5,11.5,71.0,41.5,37.25
57,148,84,118,462.77,111.0,52.199223,20.856842,9.102,21,17,60,16.0,13.0,62.5,45.0,37.25
58,123,84,117,472.04,110.8,52.199238,20.856709,9.025,21,14,60,15.0,19.0,53.0,59.5,37.25
59,105,84,117,480.68,110.8,52.19925,20.856585,9.029,21,12,55,17.0,13.0,64.5,44.0,37.25
60,131,84,116,489.39,110.8,52.19927,20.85646,9.091,21,15,58,19.0,12.5,66.5,43.0,37.25
61,157,85,116,498.67,110.8,52.199295,20.856333,9.169,21,18,51,19.0,14.5,65.5,52.5,37.25
62,175,86,116,508.48,110.8,52.199318,20.856195,9.321,21,19,57,19.0,18.0,65.5,65.5,37.25
63,183,87,116,518.31,110.8,52.19934,20.856056,9.445,21,20,60,19.5,21.0,68.5,74.5,37.25
64,217,88,116,528.04,110.8,52.199364,20.855917,9.527,21,24,52,20.0,21.5,71.0,74.0,37.25
65,204,86,116,537.6,110.8,52.199383,20.855782,9.599,21,23,52,20.5,22.0,73.5,73.0,37.25
66,183,84,117,547.35,110.8,52.1994,20.855642,9.651,21,21,53,19.0,20.5,71.5,69.0,37.25
67,177,84,117,556.92,110.8,52.19942,20.855507,9.641,21,20,50,17.0,18.5,67.5,64.0,37.25
68,173,84,117,566.64,110.8,52.199444,20.855368,9.651,21,20,48,15.5,17.0,64.5,60.0,37.25
69,171,85,117,576.39,110.6,52.199463,20.85523,9.672,21,19,49,18.0,18.0,65.5,64.0,37.25
70,175,85,117,586.24,110.6,52.199486,20.85509,9.672,21,20,50,17.0,18.5,68.5,62.0,37.25
71,170,85,118,595.79,110.6,52.199505,20.854954,9.702,21,19,46,17.0,17.0,70.0,58.5,37.25
72,178,85,117,605.66,110.6,52.199524,20.854813,9.723,21,20,43,17.0,15.5,70.0,56.0,37.25
73,187,84,118,615.29,110.6,52.199543,20.854675,9.63,21,21,46,16.5,15.5,70.5,57.5,37.25
74,220,84,118,624.58,110.6,52.199562,20.854544,9.598,20,25,53,19.5,19.5,73.0,61.5,37.25
75,222,84,119,634.35,110.6,52.19958,20.854404,9.62,20,25,51,17.5,20.0,66.5,65.5,37.25
76,213,84,117,644.23,110.6,52.199596,20.854263,9.62,20,24,48,16.5,20.0,64.0,66.0,37.25
77,176,85,116,653.77,110.6,52.19961,20.854124,9.681,20,20,46,16.5,19.5,68.5,63.0,37.25
78,180,85,116,663.62,110.4,52.199627,20.853983,9.723,20,20,46,19.5,19.0,75.0,66.0,37.25
79,181,85,117,673.47,110.4,52.19964,20.85384,9.691,20,20,58,22.5,19.0,81.5,68.5,37.25
80,180,85,117,683.02,110.4,52.19965,20.8537,9.672,20,20,53,25.5,18.5,88.5,71.5,37.25
81,185,84,117,692.65,110.4,52.19966,20.853561,9.641,20,21,47,25.0,18.5,87.0,70.5,37.25
82,183,84,117,702.41,110.4,52.19967,20.853418,9.62,20,21,49,20.5,18.5,76.0,65.0,37.25
83,177,84,117,711.84,110.2,52.199677,20.853283,9.62,20,20,57,16.0,18.5,65.0,59.0,37.25
84,173,84,118,721.44,110.2,52.199684,20.853142,9.59,20,20,55,15.5,17.5,62.0,63.0,37.25
85,178,84,118,731.05,110.0,52.199688,20.853,9.599,20,20,53,15.0,18.5,61.0,64.5,37.25
86,181,84,118,740.39,110.0,52.19969,20.852865,9.62,20,21,54,14.5,19.5,61.0,65.0,37.25
87,184,84,118,750.05,110.0,52.199696,20.852726,9.606,20,21,55,14.5,20.5,61.5,65.5,37.25
88,177,84,118,760.05,109.8,52.199707,20.85258,9.579,20,20,53,16.5,20.5,67.0,65.5,37.25
89,159,83,118,769.65,109.8,52.19972,20.85244,9.538,20,18,51,16.5,19.5,69.0,65.0,37.25
90,151,83,119,779.19,109.8,52.199726,20.8523,9.455,20,17,53,19.0,15.0,74.0,59.0,37.25
91,171,82,120,788.64,109.8,52.199738,20.852163,9.351,20,20,53,19.5,19.5,76.0,68.5,37.25
92,219,81,120,797.57,110.0,52.19975,20.852034,9.222,20,26,53,17.5,29.5,73.0,87.5,37.25
93,222,80,120,806.61,110.0,52.199757,20.851904,9.008,20,26,51,18.5,22.0,73.5,70.5,37.25
94,213,78,120,815.67,110.2,52.199768,20.85177,8.807,20,26,46,19.0,21.0,73.5,69.5,37.25
95,207,77,120,824.17,110.4,52.19978,20.851648,8.685,20,26,41,19.0,20.0,73.5,69.5,37.25
96,208,76,119,832.86,110.8,52.19979,20.851522,8.819,20,26,45,19.5,18.5,74.0,69.0,37.25
97,247,77,118,841.9,110.8,52.1998,20.851393,9.038,20,31,58,20.0,17.5,74.0,68.5,37.25
98,255,81,118,851.17,110.8,52.19981,20.851257,9.278,20,30,61,28.5,20.5,86.0,71.5,37.25
99,254,82,118,860.93,110.8,52.19982,20.851116,9.505,20,30,64,27.5,24.0,84.0,79.0,37.25
100,242,83,117,870.79,110.8,52.199833,20.850973,9.663,20,28,56,22.5,28.0,76.5,88.5,37.25
101,240,84,117,880.4,110.6,52.199844,20.850834,9.814,20,27,54,18.5,29.0,70.5,89.0,37.25
102,207,83,117,890.49,110.6,52.199856,20.850687,9.97,20,24,60,19.0,19.5,70.0,63.0,37.25
103,192,83,118,900.66,110.4,52.19987,20.850538,10.125,20,22,58,27.0,19.5,85.5,62.5,37.25
104,197,84,118,910.65,110.2,52.19988,20.850395,10.276,20,22,57,22.5,22.5,77.5,75.5,37.25
105,204,84,119,921.07,110.2,52.19989,20.850243,10.37,20,23,56,18.0,24.5,69.0,84.5,37.25
106,212,85,120,931.93,110.0,52.1999,20.850086,10.456,20,24,55,18.0,23.5,69.0,80.5,37.25
107,189,86,120,942.13,109.8,52.199913,20.849937,10.432,20,21,53,17.0,19.0,67.5,63.5,37.25
108,187,86,120,952.64,109.6,52.199924,20.849785,10.516,20,21,47,18.5,19.0,72.0,63.5,37.25
109,188,87,120,963.4,109.6,52.199936,20.849628,10.629,20,21,53,18.5,18.5,70.5,64.0,37.25
110,189,87,120,973.68,109.4,52.199947,20.84948,10.589,20,21,52,18.0,18.0,69.0,64.0,37.25
111,187,87,119,984.18,109.4,52.199963,20.849327,10.561,20,21,48,17.5,18.0,69.5,64.5,37.25
112,185,87,118,995.02,109.2,52.199974,20.849169,10.587,20,20,45,18.0,18.5,71.0,66.0,37.25
113,189,86,118,1005.51,109.2,52.199986,20.849018,10.598,20,21,46,19.0,19.0,72.5,67.5,37.25
114,193,84,118,1016.23,109.0,52.199997,20.848862,10.628,20,22,56,19.5,19.5,74.0,69.0,37.25
115,198,82,118,1027.01,109.0,52.20001,20.848705,10.649,20,23,62,20.0,20.0,75.5,70.5,37.25
116,215,82,118,1037.44,109.0,52.20002,20.848555,10.679,20,25,61,20.5,20.5,77.0,72.0,37.25
117,218,81,118,1048.32,108.8,52.200035,20.848398,10.67,20,26,60,19.5,19.5,74.0,68.5,37.25
118,216,81,118,1059.22,108.8,52.20005,20.84824,10.649,20,25,59,19.0,18.0,71.5,65.0,37.25
119,215,81,118,1069.58,108.8,52.20007,20.848091,10.649,20,25,60,18.5,18.0,70.0,67.0,37.25
120,219,81,119,1080.18,108.6,52.200092,20.84794,10.649,19,26,60,21.0,21.0,74.5,75.0,37.25
121,211,81,119,1091.18,108.6,52.200115,20.847784,10.649,19,25,59,29.5,30.0,94.5,86.5,37.25
122,208,81,119,1101.66,108.6,52.200138,20.847635,10.618,19,25,54,24.5,25.5,82.5,84.5,37.25
123,210,82,120,1112.47,108.6,52.20016,20.847483,10.661,19,24,54,22.0,22.5,76.0,78.5,37.25
124,218,82,120,1123.19,108.6,52.200188,20.847332,10.669,19,25,57,20.5,20.5,71.0,71.0,37.25
125,207,82,119,1133.68,108.6,52.200214,20.847183,10.68,19,24,56,19.0,18.5,69.5,65.5,37.25
126,201,82,118,1144.33,108.6,52.200245,20.847036,10.731,19,23,51,19.0,18.5,77.5,64.5,37.25
127,200,83,117,1155.19,108.6,52.200275,20.846886,10.783,19,23,46,19.0,17.5,70.5,58.5,37.25
128,211,83,118,1165.72,108.4,52.20031,20.84674,10.861,19,24,41,18.5,16.0,67.5,53.0,37.25
129,204,83,118,1176.95,108.4,52.200348,20.846588,10.936,19,23,44,18.5,14.0,65.0,48.0,37.25
130,197,84,119,1188.12,108.4,52.20039,20.846441,10.958,19,22,49,17.5,13.5,63.5,47.5,37.25
131,215,84,119,1198.91,108.4,52.200436,20.846302,10.958,19,24,54,16.5,16.5,64.0,58.0,37.25
132,204,84,120,1209.77,108.2,52.20049,20.84617,10.898,19,23,59,15.5,19.0,64.5,68.5,37.25
133,206,83,120,1220.77,108.2,52.200546,20.84604,10.885,19,24,64,15.5,20.0,64.5,72.5,37.25
134,222,83,120,1231.96,108.2,52.200615,20.845919,10.843,19,26,67,17.0,19.5,63.0,71.0,37.25
135,224,83,120,1242.69,108.2,52.200684,20.845808,10.771,19,26,67,18.0,19.0,62.0,69.5,37.25
136,229,82,121,1253.24,108.2,52.200756,20.845709,10.69,19,27,64,20.0,19.0,71.0,69.5,37.25
137,240,82,121,1263.7,108.2,52.200832,20.845617,10.619,19,28,57,20.5,22.0,74.5,77.5,37.25
138,251,81,121,1274.55,108.2,52.200912,20.845531,10.567,19,30,63,20.0,23.5,73.0,81.5,37.25
139,241,81,121,1285.35,108.2,52.201,20.845459,10.514,19,28,61,19.5,24.5,70.0,82.5,37.25
140,228,81,122,1295.59,108.0,52.201084,20.8454,10.525,19,27,58,19.5,26.5,70.0,89.5,37.25
141,230,81,120,1305.94,108.0,52.201168,20.845345,10.516,19,27,75,20.5,23.0,69.0,76.5,37.25
142,250,80,119,1316.73,108.0,52.201263,20.845299,10.463,19,30,60,25.0,24.0,78.5,81.5,37.25
143,274,80,119,1326.91,108.2,52.20135,20.845264,10.383,19,33,55,27.0,25.5,85.5,86.5,37.25
144,299,79,119,1337.27,108.2,52.201443,20.845243,10.34,19,36,55,26.0,26.5,85.0,88.0,37.25
145,304,79,120,1347.64,108.4,52.201538,20.845234,10.31,19,37,57,24.5,29.5,80.0,93.0,37.25
146,300,78,121,1357.38,108.6,52.201626,20.845232,10.234,19,37,59,26.0,28.5,83.5,89.0,37.25
147,299,78,121,1367.63,108.6,52.201717,20.845238,10.158,19,37,57,27.5,27.0,87.5,85.0,37.25
148,314,78,121,1378.13,108.6,52.20181,20.845255,10.075,19,38,57,27.0,26.5,86.5,83.0,37.25
149,317,77,122,1388.21,108.6,52.201897,20.845287,10.032,19,39,57,25.5,26.5,83.0,83.5,37.25
150,324,77,122,1398.42,108.4,52.201984,20.84533,10.001,19,40,57,24.5,26.5,82.5,84.5,37.25
151,316,79,122,1408.41,108.6,52.20207,20.845379,9.98,19,38,53,24.0,26.5,81.5,85.5,37.25
152,305,81,122,1418.22,108.6,52.202152,20.845438,9.919,19,36,55,23.5,26.5,80.5,86.5,37.25
153,273,81,122,1428.19,109.0,52.202232,20.845505,9.877,19,32,58,22.0,26.5,78.0,86.5,37.25
154,265,81,123,1438.26,109.2,52.20231,20.84558,9.877,19,31,59,19.5,27.5,72.0,84.0,37.25
155,264,80,123,1447.64,109.2,52.202377,20.845657,9.818,19,32,55,20.5,24.0,74.5,78.0,37.25
156,267,80,123,1457.12,109.4,52.202446,20.845743,9.802,19,32,57,22.0,25.0,76.5,80.0,37.25
157,268,80,123,1466.87,109.4,52.20251,20.845837,9.826,19,32,66,23.5,25.0,78.5,84.0,37.25
158,303,80,123,1476.69,109.4,52.20257,20.845938,9.799,19,36,61,24.5,26.5,80.0,89.0,37.25
159,334,80,123,1486.71,109.4,52.202633,20.846046,9.774,19,40,49,24.0,32.5,79.0,98.0,37.25
160,327,80,123,1496.54,109.4,52.202694,20.846151,9.716,19,39,52,21.5,25.5,76.5,86.0,37.25
161,312,79,123,1506.09,109.2,52.20275,20.846254,9.672,19,38,55,29.5,25.5,85.5,82.0,37.25
162,300,79,124,1515.93,109.2,52.202812,20.846361,9.642,19,36,59,32.0,28.5,90.0,85.5,37.25
163,328,79,124,1525.72,109.2,52.20287,20.84647,9.62,19,40,57,29.0,33.0,89.0,93.0,37.25
164,321,79,125,1534.88,109.2,52.202923,20.846571,9.564,19,39,55,26.0,37.0,88.0,100.0,37.25
165,305,78,125,1544.43,109.2,52.20298,20.846678,9.517,19,37,60,25.0,35.0,85.0,98.5,37.25
166,290,78,126,1554.35,109.4,52.203037,20.846788,9.517,18,36,66,24.0,33.0,82.5,97.0,37.25
167,286,78,127,1563.78,109.6,52.20309,20.846893,9.577,18,35,57,23.0,31.0,80.0,95.5,37.25
168,298,79,127,1573.64,109.8,52.203148,20.847002,9.682,18,36,53,22.5,28.5,77.5,91.0,37.25
169,290,79,127,1583.54,110.0,52.20321,20.847113,9.785,18,35,56,22.0,25.0,76.0,81.5,37.25
170,279,80,127,1593.23,110.0,52.203266,20.847218,9.915,18,33,58,22.5,27.5,79.5,86.0,37.25
171,258,82,127,1603.16,110.0,52.203323,20.847328,10.01,18,30,58,20.5,28.5,74.0,90.5,37.26
172,239,82,127,1613.41,109.8,52.20338,20.847445,10.032,18,28,63,17.0,27.0,65.0,87.5,37.26
173,225,82,127,1623.15,109.6,52.203438,20.847553,10.032,18,26,67,17.0,22.5,63.0,73.5,37.26
174,272,82,126,1633.31,109.4,52.203503,20.847658,9.972,18,32,57,20.5,26.5,75.5,88.5,37.26
175,280,81,126,1643.32,109.4,52.20357,20.847746,9.898,18,33,56,22.5,25.0,82.0,83.0,37.26
176,284,81,126,1652.95,109.4,52.203644,20.847826,9.877,18,33,55,23.0,24.0,82.0,78.5,37.26
177,283,81,125,1662.92,109.2,52.203712,20.847921,9.848,18,33,55,22.0,23.5,78.0,77.5,37.26
178,277,81,125,1673.01,109.2,52.203773,20.84803,9.795,18,33,55,21.0,23.0,74.5,76.5,37.26
179,265,80,125,1682.48,109.2,52.20383,20.848133,9.745,18,32,51,19.5,24.0,73.5,78.5,37.26
180,282,80,126,1692.46,109.2,52.20389,20.84824,9.784,18,34,46,20.5,24.0,76.5,78.5,37.26
181,313,80,127,1702.53,109.2,52.203953,20.848349,9.763,18,37,54,22.5,24.0,80.5,77.5,37.26
182,316,79,127,1712.01,109.4,52.20401,20.84845,9.694,18,38,59,23.5,24.0,80.5,78.0,37.26
183,273,79,127,1721.82,109.8,52.20407,20.848555,9.672,18,33,62,23.5,24.5,75.0,81.0,37.26
184,275,79,127,1731.94,109.8,52.204132,20.848663,9.608,18,33,64,24.0,25.0,77.5,83.0,37.26
185,282,78,127,1741.37,109.8,52.20419,20.848766,9.538,18,35,58,24.0,25.0,80.5,85.0,37.26
186,290,78,127,1750.76,109.8,52.204243,20.84887,9.487,18,36,57,24.5,25.5,83.5,87.0,37.26
187,300,78,128,1760.28,109.8,52.2043,20.848974,9.405,18,37,58,24.5,25.5,85.5,86.0,37.26
188,297,77,128,1769.72,109.8,52.204357,20.849077,9.363,18,37,57,26.0,25.0,86.5,80.5,37.26
189,277,77,128,1779.12,109.8,52.204414,20.84918,9.363,18,34,54,35.5,25.0,96.0,85.0,37.26
190,285,77,128,1788.75,109.8,52.20447,20.849283,9.363,18,35,54,29.0,25.0,88.0,85.5,37.26
191,290,77,128,1797.92,109.8,52.20453,20.84938,9.423,18,36,59,24.0,25.0,80.5,86.0,37.26
192,290,77,129,1807.38,109.8,52.204586,20.849483,9.466,18,36,55,22.5,25.0,77.5,86.0,37.26
193,302,78,129,1816.92,110.0,52.204643,20.849586,9.497,18,37,50,22.0,24.5,76.5,84.5,37.26
194,305,78,129,1826.15,110.0,52.2047,20.849686,9.488,18,37,58,21.5,24.0,76.0,83.5,37.26
195,275,78,129,1835.71,110.2,52.204758,20.84979,9.466,18,34,65,21.0,23.5,75.0,82.0,37.26
196,252,78,129,1845.49,110.2,52.20482,20.849895,9.498,18,31,62,21.0,23.5,74.5,81.0,37.26
197,252,78,129,1854.84,110.2,52.204876,20.849995,9.487,18,31,57,22.0,23.0,76.5,80.0,37.26
198,274,78,130,1864.54,110.4,52.204933,20.850098,9.497,18,34,53,25.5,23.0,82.5,80.0,37.26
199,280,78,129,1874.13,110.4,52.204994,20.850199,9.517,18,34,50,23.5,23.0,80.5,80.0,37.26
200,283,78,130,1883.25,110.4,52.20505,20.850296,9.575,18,35,63,22.0,23.5,78.5,80.0,37.26
201,284,78,130,1892.97,110.6,52.205112,20.850397,9.591,18,35,62,24.0,24.5,83.5,82.5,37.26
202,282,78,130,1902.91,110.6,52.205173,20.850504,9.537,18,35,59,27.5,25.5,90.5,85.0,37.26
203,269,78,130,1912.19,110.8,52.20523,20.850603,9.547,18,33,56,30.5,24.5,94.5,83.0,37.26
204,268,79,130,1921.9,110.8,52.205288,20.850708,9.661,18,32,53,33.5,24.0,98.5,81.0,37.26
205,276,79,130,1931.69,111.0,52.20535,20.850813,9.692,18,33,49,23.5,31.5,85.0,93.5,37.26
206,292,80,130,1941.09,111.0,52.205406,20.850912,9.73,18,35,57,21.0,30.0,80.0,93.5,37.26
207,283,80,130,1950.81,111.0,52.205467,20.851015,9.774,18,34,59,22.0,25.0,80.5,87.5,37.26
208,267,80,130,1961.01,111.0,52.20553,20.851124,9.743,18,32,60,19.0,25.0,76.0,87.5,37.27
209,252,80,130,1970.8,111.0,52.20559,20.851229,9.691,18,30,65,21.5,25.0,80.0,88.0,37.27
210,262,79,130,1980.34,111.0,52.205647,20.851332,9.672,18,32,52,24.5,25.0,85.0,89.0,37.27
211,270,79,130,1989.84,110.8,52.205704,20.851433,9.61,18,33,48,26.0,23.5,87.0,85.5,37.27
212,262,78,130,1999.56,110.6,52.205765,20.851536,9.537,18,32,52,25.5,20.5,84.0,75.5,37.27
213,267,77,130,2009.08,110.6,52.205822,20.851639,9.422,18,33,55,26.0,21.5,83.5,76.0,37.27
214,271,77,130,2018.27,110.6,52.20588,20.851738,9.332,18,34,58,27.0,22.0,82.5,77.0,37.27
215,271,76,129,2027.28,110.6,52.205936,20.851833,9.282,18,34,57,28.0,25.0,84.0,82.5,37.27
216,283,76,129,2036.7,110.8,52.205994,20.85193,9.29,18,36,56,28.0,27.0,84.5,87.0,37.27
217,316,76,130,2046.19,110.8,52.206055,20.852028,9.28,18,40,56,27.0,26.0,82.0,85.0,37.27
218,316,76,130,2055.18,111.0,52.206112,20.852121,9.318,18,40,58,25.5,24.5,79.5,83.0,37.27
219,319,76,129,2064.59,111.0,52.206173,20.85222,9.363,18,40,56,28.0,26.5,85.5,87.5,37.27
220,325,77,130,2074.34,111.2,52.206234,20.85232,9.394,18,40,54,28.0,27.0,87.0,88.0,37.27
221,324,77,130,2083.51,111.2,52.20629,20.852413,9.414,18,40,58,26.5,27.0,84.5,86.0,37.27
222,304,78,129,2092.92,111.2,52.206352,20.852509,9.384,18,37,65,24.5,26.5,80.5,84.0,37.27
223,235,83,129,2102.27,111.4,52.206417,20.852602,9.24,18,27,71,19.0,25.5,67.0,85.5,37.27
224,214,87,129,2111.34,111.4,52.206474,20.852692,9.065,18,23,71,18.0,26.0,61.5,89.0,37.27
225,206,61,129,2120.11,111.4,52.20653,20.85278,8.757,18,32,59,18.5,25.0,62.5,87.5,37.27
226,197,35,129,2128.0,111.6,52.206585,20.85286,7.772,18,54,45,19.5,22.5,67.0,83.0,37.27
227,188,9,130,2134.51,111.8,52.206635,20.852907,6.579,17,199,32,20.5,20.0,71.0,78.5,37.27
228,0,4,129,2140.67,112.0,52.206684,20.852905,6.061,17,0,18,22.0,18.0,75.0,74.0,37.27
229,45,22,129,2146.78,112.2,52.206726,20.85285,6.167,17,20,5,23.0,15.5,79.5,69.5,37.27
230,140,41,128,2153.32,112.2,52.206745,20.852762,6.515,17,33,25,24.5,13.0,83.5,65.0,37.27
231,232,62,127,2160.32,112.4,52.206745,20.852661,6.934,17,36,49,26.0,13.0,87.5,64.5,37.27
232,355,73,126,2167.61,112.4,52.206734,20.852556,7.374,17,46,52,28.0,26.0,91.5,88.5,37.27
233,411,78,126,2175.31,112.6,52.206722,20.852444,7.799,17,50,55,29.0,28.5,91.5,92.5,37.27
234,441,81,126,2183.38,112.6,52.20671,20.852327,8.092,17,52,57,29.5,29.5,91.0,93.5,37.27
235,430,85,125,2191.37,112.8,52.2067,20.852213,7.999,17,48,58,27.5,31.0,89.0,95.0,37.27
236,351,88,124,2199.01,112.8,52.206688,20.852102,8.15,17,38,59,22.5,32.0,86.0,94.5,37.27
237,308,91,126,2207.22,112.8,52.206676,20.851984,8.665,17,32,59,24.0,29.5,89.5,89.0,37.27
238,284,90,127,2216.02,112.6,52.206665,20.851856,8.989,17,30,60,25.0,26.5,93.5,83.5,37.27
239,275,88,127,2224.82,112.4,52.20665,20.85173,8.934,17,30,58,22.5,25.5,86.0,81.5,37.27
240,267,84,127,2233.76,112.2,52.206635,20.851603,9.03,17,30,54,20.0,26.5,78.0,82.0,37.27
241,268,85,129,2243.07,112.2,52.20661,20.85147,9.187,17,30,52,19.5,28.0,77.0,81.5,37.27
242,268,85,129,2252.43,112.2,52.206577,20.851347,9.179,17,30,54,19.5,23.0,74.5,75.5,37.27
243,259,87,129,2261.83,112.0,52.20653,20.851234,9.307,17,28,58,19.5,19.5,73.0,75.5,37.27
244,244,88,130,2271.37,112.0,52.206474,20.851131,9.474,17,26,56,19.0,19.0,72.0,75.5,37.27
245,242,89,130,2280.97,112.0,52.20641,20.851036,9.633,17,26,58,18.0,19.0,71.5,74.0,37.27
