time,watts,cadence,heartrate,distance,altitude,lat,lng,velocity_smooth,temp,torque,left_right_balance,left_pedal_smoothness,right_pedal_smoothness,left_torque_effectiveness,right_torque_effectiveness,core_temperature
5569,262,90,144,52564.47,102.4,52.230682,20.778646,8.674,16,28,55,22.0,17.0,86.5,70.5,38.06
5570,261,90,144,52572.95,102.4,52.230675,20.77877,8.754,16,28,51,21.5,17.0,84.0,70.0,38.06
5571,277,91,144,52581.7,102.6,52.230667,20.778898,8.767,16,29,52,20.0,16.5,79.5,69.0,38.06
5572,258,90,144,52590.41,102.6,52.230656,20.779024,8.716,16,27,53,18.5,16.5,74.5,68.0,38.06
5573,244,90,144,52599.24,102.8,52.230644,20.779152,8.755,16,26,51,18.5,16.5,75.0,68.0,38.06
5574,249,91,143,52608.02,102.8,52.230633,20.77928,8.797,16,26,58,18.5,17.0,74.5,69.5,38.06
5575,262,91,144,52617.01,102.8,52.230625,20.779411,8.797,16,27,55,18.5,19.0,74.0,73.0,38.06
5576,284,91,143,52625.54,102.8,52.23062,20.779535,8.827,17,30,53,18.0,20.0,75.0,76.0,38.06
5577,281,85,143,52634.55,102.8,52.230614,20.779667,8.848,17,32,54,19.0,18.0,77.0,71.0,38.06
5578,283,83,143,52643.64,102.8,52.230606,20.779799,8.848,17,33,52,22.5,19.0,81.5,75.0,38.06
5579,288,83,143,52652.39,102.6,52.2306,20.779926,8.88,17,33,60,30.0,18.5,91.5,75.0,38.06
5580,291,83,143,52661.21,102.4,52.23059,20.780054,8.93,17,33,57,28.0,24.0,89.5,85.0,38.06
5581,275,83,143,52670.46,102.4,52.230583,20.78019,8.983,17,32,53,20.5,28.5,80.5,93.5,38.06
5582,272,84,143,52678.97,102.2,52.23058,20.780313,9.003,17,31,51,21.0,21.0,81.5,77.0,38.06
5583,260,84,143,52687.66,102.2,52.23058,20.780441,9.016,17,30,49,20.0,19.5,80.5,74.5,38.06
5584,250,84,143,52697.13,102.2,52.230576,20.78058,9.043,17,28,52,19.5,17.5,80.0,71.5,38.06
5585,243,84,143,52706.35,102.2,52.230576,20.780714,9.084,17,28,51,19.5,17.5,78.0,73.0,38.06
5586,241,84,143,52715.27,102.2,52.23057,20.780846,9.046,17,27,54,19.0,18.5,74.5,75.5,38.06
5587,253,83,142,52724.25,102.2,52.230568,20.780977,8.943,17,29,57,16.5,18.0,67.5,73.5,38.06
5588,265,83,143,52733.18,102.2,52.23056,20.781107,8.9,17,30,54,18.0,19.0,71.5,76.0,38.06
5589,284,83,143,52742.29,102.4,52.23055,20.78124,8.9,17,33,53,19.5,19.5,75.5,78.0,38.06
5590,323,86,143,52751.36,102.6,52.23054,20.781372,8.932,17,36,49,21.5,19.5,82.5,78.5,38.06
5591,363,93,143,52760.29,102.6,52.230537,20.781502,9.045,17,37,52,25.5,19.0,91.5,77.5,38.06
5592,311,94,143,52769.27,102.8,52.230537,20.781633,9.075,17,32,56,33.5,19.5,98.0,78.5,38.06
5593,305,94,143,52778.53,102.8,52.230534,20.781769,9.118,17,31,49,22.5,30.0,83.5,96.5,38.06
5594,317,95,143,52787.51,102.8,52.230526,20.7819,9.218,17,32,50,20.5,22.0,82.5,77.5,38.06
5595,330,96,142,52796.77,102.8,52.23052,20.782036,9.229,17,33,51,21.0,18.0,83.5,69.5,38.06
5596,340,96,142,52805.86,102.8,52.23051,20.782167,9.209,17,34,53,21.5,20.5,82.5,76.0,38.06
5597,317,96,142,52814.98,102.8,52.230503,20.782299,9.209,17,32,54,20.0,23.0,81.0,79.0,38.06
5598,304,96,143,52824.32,102.8,52.230495,20.782436,9.209,17,30,55,20.5,22.0,82.5,77.0,38.06
5599,302,95,143,52833.67,102.8,52.230488,20.782574,9.177,17,30,55,21.0,21.0,83.5,75.5,38.06
5600,305,93,142,52842.34,102.8,52.230484,20.7827,9.099,17,31,56,21.5,20.5,79.5,75.0,38.06
5601,277,84,142,52851.22,102.8,52.230476,20.78283,9.082,17,31,56,22.5,20.5,76.5,75.0,38.06
5602,296,85,143,52860.66,102.8,52.230473,20.782967,9.135,17,33,55,23.5,20.0,82.0,74.5,38.06
5603,302,85,143,52869.91,102.8,52.23046,20.783102,9.187,17,34,55,22.5,20.0,79.5,74.5,38.06
5604,296,85,143,52879.27,102.8,52.230453,20.783237,9.209,17,33,52,20.5,20.0,80.5,74.5,38.06
5605,281,86,143,52888.75,102.8,52.230446,20.783375,9.209,17,31,53,26.5,20.5,89.0,74.5,38.06
5606,263,86,142,52897.63,102.8,52.23044,20.783504,9.269,17,29,54,30.5,23.5,91.5,81.0,38.06
5607,274,86,142,52906.96,102.8,52.230434,20.783642,9.311,17,30,55,20.0,30.0,73.0,99.5,38.06
5608,285,87,142,52916.61,102.8,52.230427,20.783783,9.311,17,31,58,20.0,30.0,77.0,99.5,38.05
5609,289,87,141,52925.93,102.8,52.23042,20.783918,9.311,17,32,52,21.0,26.5,78.5,88.5,38.05
5610,285,86,141,52934.94,102.8,52.230415,20.78405,9.251,17,32,50,21.5,22.0,78.0,78.5,38.05
5611,279,85,141,52944.11,102.8,52.23042,20.784185,9.148,17,31,53,21.5,18.0,75.0,75.0,38.05
5612,336,85,141,52952.98,102.8,52.230423,20.784315,9.047,17,38,55,21.0,18.5,76.0,73.0,38.05
5613,390,84,141,52962.34,102.6,52.230434,20.78445,9.125,17,44,59,22.5,21.0,81.0,77.0,38.05
5614,431,87,141,52971.84,102.6,52.230442,20.784588,9.303,17,47,56,23.0,22.0,78.0,79.0,38.05
5615,452,87,140,52980.98,102.4,52.230434,20.784721,9.422,17,50,52,22.5,22.0,75.0,79.0,38.05
5616,478,88,141,52990.42,102.6,52.230427,20.784859,9.436,17,52,51,24.5,22.0,84.5,79.0,38.05
5617,450,88,141,53000.13,102.6,52.23042,20.785,9.477,17,49,53,26.0,19.0,88.5,72.0,38.05
5618,415,89,141,53009.37,102.8,52.23041,20.785135,9.547,17,45,53,24.5,22.0,88.5,81.0,38.05
5619,381,89,140,53019.16,102.8,52.230404,20.785278,9.569,17,41,56,31.0,22.0,94.0,82.5,38.05
5620,341,89,140,53028.98,102.8,52.230396,20.785421,9.505,17,37,56,37.0,22.5,100.0,81.0,38.05
5621,292,88,141,53038.32,103.0,52.23039,20.785557,9.466,17,32,55,31.0,28.0,98.5,87.5,38.05
5622,316,88,141,53047.75,103.0,52.23038,20.785694,9.466,17,34,54,24.0,33.0,85.5,96.5,38.05
5623,316,88,141,53057.21,103.2,52.230377,20.785833,9.403,17,34,52,23.0,24.0,84.0,80.5,38.05
5624,304,88,141,53066.4,103.2,52.23037,20.785967,9.363,17,33,64,24.0,22.0,84.5,79.5,38.05
5625,285,87,142,53075.91,103.4,52.230362,20.786106,9.301,17,31,61,26.5,27.5,89.5,91.0,38.05
5626,310,87,142,53085.23,103.4,52.230354,20.786242,9.322,17,34,53,29.0,34.0,97.5,100.0,38.05
5627,302,87,142,53094.44,103.4,52.23035,20.786377,9.363,17,33,57,21.0,30.5,79.0,100.0,38.05
5628,284,87,142,53103.88,103.2,52.230343,20.786514,9.302,17,31,52,20.5,23.0,79.0,84.5,38.05
5629,266,87,142,53113.38,103.2,52.230335,20.786652,9.229,17,29,52,20.5,18.0,79.5,71.5,38.05
5630,262,86,142,53122.45,103.2,52.23033,20.786785,9.209,17,29,55,20.0,17.5,77.5,68.5,38.05
5631,277,85,142,53131.61,103.2,52.230324,20.786919,9.178,17,31,60,22.5,17.0,83.0,70.0,38.05
5632,290,85,142,53140.9,103.2,52.230316,20.787054,9.157,17,33,55,21.5,23.5,82.5,86.0,38.05
5633,302,85,142,53150.13,103.4,52.23031,20.787188,9.157,17,34,53,21.0,23.0,80.5,85.5,38.05
5634,309,85,142,53159.42,103.6,52.2303,20.787323,9.157,17,35,52,20.5,19.0,79.0,76.5,38.05
5635,304,85,142,53168.67,103.6,52.230293,20.787458,9.188,17,34,52,20.0,18.5,79.5,72.5,38.05
5636,313,86,142,53177.5,103.6,52.23029,20.787588,9.237,17,35,51,18.0,20.5,75.5,74.5,38.05
5637,316,86,142,53186.9,103.6,52.23028,20.787725,9.29,17,35,51,21.0,20.5,82.0,76.5,38.05
5638,314,86,142,53196.51,103.6,52.230278,20.787865,9.311,17,35,49,22.0,20.5,83.0,77.0,38.05
5639,308,86,143,53205.56,103.6,52.230278,20.787998,9.281,17,34,50,21.5,19.0,82.0,76.0,38.05
5640,296,86,143,53214.85,103.6,52.230278,20.788134,9.29,17,33,55,22.5,17.0,86.5,75.0,38.05
5641,289,86,143,53224.18,103.6,52.230278,20.78827,9.249,17,32,57,28.5,18.5,97.0,77.5,38.05
5642,282,86,143,53233.21,103.4,52.23028,20.788403,9.178,17,31,43,22.5,29.5,84.5,92.5,38.05
5643,280,85,143,53242.47,103.4,52.230286,20.788538,9.126,17,31,52,20.5,26.5,79.5,85.0,38.05
5644,285,85,143,53251.71,103.4,52.23029,20.788673,9.168,17,32,60,22.5,20.5,83.5,77.5,38.05
5645,296,85,143,53260.78,103.4,52.230293,20.788805,9.178,17,33,63,26.0,25.5,91.0,93.0,38.05
5646,301,85,143,53269.59,103.4,52.230297,20.788935,9.157,17,34,61,30.0,34.0,99.0,99.5,38.05
5647,297,86,144,53278.93,103.6,52.230305,20.789072,9.216,17,33,50,23.5,37.0,85.5,100.0,38.05
5648,294,86,144,53288.32,103.6,52.23031,20.789207,9.26,17,33,51,20.0,32.0,79.0,91.5,38.05
5649,296,86,144,53297.74,103.6,52.230312,20.789345,9.291,17,33,51,23.0,18.5,87.0,72.5,38.05
5650,302,87,144,53307.13,103.6,52.23032,20.789482,9.311,17,33,46,24.5,20.0,85.5,76.5,38.05
5651,312,87,144,53316.46,103.8,52.230324,20.78962,9.403,17,34,50,25.5,24.0,86.0,76.5,38.05
5652,324,88,144,53325.93,103.8,52.230328,20.789757,9.466,17,35,50,25.0,26.5,87.0,77.5,38.05
5653,325,88,144,53335.52,103.8,52.230335,20.789898,9.497,17,35,49,24.5,27.0,87.0,78.5,38.05
5654,308,88,144,53344.42,103.8,52.23034,20.790028,9.49,17,33,48,24.5,26.5,86.5,78.0,38.05
5655,302,88,144,53353.49,103.6,52.230343,20.790161,9.428,17,33,47,24.0,26.5,86.0,78.0,38.05
5656,301,87,145,53363.29,103.4,52.230347,20.790302,9.347,17,33,48,23.5,26.0,85.5,76.0,38.05
5657,308,86,145,53372.86,103.2,52.230354,20.790443,9.223,17,34,50,24.5,27.0,87.0,78.0,38.05
5658,308,85,144,53381.95,103.2,52.23036,20.790577,9.099,17,35,49,25.5,27.0,88.0,78.5,38.05
5659,318,84,145,53391.06,103.2,52.230362,20.790709,9.054,17,36,52,25.5,25.5,86.0,75.5,38.05
5660,324,84,145,53400.05,103.2,52.230366,20.79084,9.054,17,37,61,23.0,27.5,84.0,81.0,38.05
5661,306,84,145,53409.26,103.2,52.23037,20.790976,9.024,17,35,64,22.0,28.0,80.0,91.5,38.05
5662,280,84,144,53418.2,103.0,52.230377,20.791105,8.943,17,32,60,20.5,25.0,76.5,88.5,38.05
5663,267,83,145,53426.99,103.0,52.23038,20.791233,8.841,17,31,57,20.5,22.5,77.5,82.5,38.05
5664,263,82,146,53435.89,102.8,52.230385,20.791363,8.767,17,31,54,23.5,22.5,85.5,82.5,38.05
5665,292,81,146,53444.66,103.0,52.23039,20.791492,8.715,17,34,53,33.0,21.5,98.5,80.0,38.05
5666,311,81,146,53453.21,103.0,52.230392,20.791616,8.694,17,37,60,31.0,21.5,97.5,80.0,38.05
5667,324,81,147,53461.93,102.8,52.2304,20.791744,8.724,17,38,60,29.0,21.5,93.5,80.0,38.05
5668,332,82,147,53470.78,102.8,52.2304,20.791874,8.746,17,39,58,27.0,24.0,88.5,84.0,38.05
5669,341,81,147,53479.57,102.6,52.230404,20.792002,8.776,17,40,58,25.0,28.5,84.5,92.5,38.05
5670,322,81,146,53488.27,102.8,52.230408,20.79213,8.797,17,38,59,29.0,26.5,91.5,89.0,38.05
5671,312,81,146,53497.15,103.0,52.23041,20.792257,8.767,17,37,55,26.0,23.0,85.0,83.0,38.05
5672,315,82,146,53505.73,103.0,52.230415,20.792383,8.775,17,37,52,24.5,22.5,84.5,80.5,38.05
5673,324,82,146,53514.49,103.0,52.230423,20.792513,8.738,17,38,52,24.5,22.0,87.0,80.0,38.05
5674,332,82,146,53523.38,103.0,52.230427,20.79264,8.755,17,39,55,25.5,20.5,88.0,79.0,38.05
5675,377,82,146,53532.18,103.0,52.23043,20.79277,8.827,17,44,61,27.5,22.0,86.5,80.0,38.05
5676,382,82,146,53541.03,103.0,52.230434,20.7929,8.848,17,44,61,26.5,31.0,83.5,93.0,38.05
5677,371,82,146,53549.91,103.0,52.23044,20.79303,8.848,17,43,54,24.5,30.0,83.0,92.0,38.05
5678,353,83,146,53558.62,103.2,52.230442,20.793158,8.878,17,41,52,24.0,24.5,85.5,84.0,38.05
5679,337,83,146,53567.89,103.4,52.230446,20.793291,8.931,17,39,48,24.5,22.0,91.0,80.0,38.05
5680,309,83,147,53576.93,103.4,52.230453,20.793425,8.982,17,36,42,23.0,25.5,94.0,87.5,38.05
5681,304,84,145,53585.69,103.6,52.230457,20.793552,9.032,17,35,50,30.0,22.5,98.0,76.0,38.05
5682,316,84,146,53594.46,103.8,52.23046,20.79368,9.082,17,36,58,30.5,21.5,95.5,74.5,38.05
5683,328,85,145,53603.67,104.0,52.230465,20.793816,9.162,17,37,57,27.0,22.0,89.0,79.0,38.05
5684,326,85,145,53612.84,104.0,52.23047,20.79395,9.209,17,37,55,24.0,21.5,83.5,83.0,38.05
5685,271,85,145,53622.05,104.0,52.230473,20.794085,9.181,17,30,58,19.5,20.0,79.0,83.0,38.05
5686,275,85,145,53631.13,104.2,52.23048,20.794218,9.157,17,31,56,20.0,20.5,78.5,82.5,38.05
5687,281,85,146,53640.16,104.2,52.23048,20.79435,9.184,17,32,56,20.5,21.0,79.0,82.0,38.05
5688,285,86,145,53649.59,104.2,52.230484,20.794487,9.236,17,32,57,21.5,21.5,80.0,81.0,38.05
5689,283,86,145,53659.06,104.2,52.23049,20.794624,9.289,17,31,57,22.5,20.0,85.5,77.0,38.05
5690,282,86,145,53667.93,104.2,52.23049,20.794754,9.285,17,31,50,21.5,22.5,82.5,83.0,38.05
5691,278,86,145,53676.95,104.2,52.2305,20.794886,9.26,17,31,52,24.5,20.0,85.0,78.0,38.05
5692,272,86,145,53686.79,104.0,52.230503,20.79503,9.26,17,30,62,26.5,20.5,87.5,76.5,38.05
5693,266,86,145,53696.3,104.2,52.23051,20.79517,9.23,17,30,60,24.5,27.5,85.5,87.5,38.05
5694,250,86,145,53705.45,104.2,52.230515,20.795303,9.209,17,28,46,22.5,34.5,83.5,98.5,38.05
5695,250,85,144,53714.62,104.2,52.23052,20.795437,9.15,17,28,58,22.5,22.5,82.0,78.5,38.05
5696,249,85,145,53723.57,104.2,52.230522,20.795567,9.134,17,28,50,20.5,20.5,78.5,75.5,38.05
5697,252,85,144,53732.93,104.2,52.230526,20.795704,9.157,17,28,54,19.0,22.5,75.5,79.0,38.05
5698,260,85,144,53742.16,104.2,52.230534,20.79584,9.157,17,29,58,19.5,22.5,74.0,79.0,38.05
5699,272,85,143,53751.16,104.2,52.230537,20.79597,9.128,17,31,56,21.0,21.0,72.0,79.5,38.05
5700,290,85,143,53760.24,104.2,52.23054,20.796103,9.106,17,33,53,21.5,22.5,80.0,80.0,38.05
5701,304,84,143,53769.42,104.2,52.230545,20.796238,9.076,17,35,57,20.5,23.0,82.5,80.0,38.05
5702,309,84,142,53778.41,104.2,52.230553,20.79637,9.054,17,35,54,20.0,21.0,82.0,76.5,38.05
5703,299,84,143,53787.39,104.0,52.230556,20.796501,9.026,17,34,52,21.0,18.0,81.0,70.5,38.05
5704,296,84,142,53796.46,104.0,52.23056,20.796633,8.974,17,34,52,20.5,19.5,78.0,76.0,38.05
5705,295,84,142,53805.45,104.0,52.230564,20.796764,8.981,17,34,48,21.0,20.0,81.0,77.0,38.05
5706,301,83,142,53814.31,103.8,52.230568,20.796892,8.974,17,35,49,21.5,19.5,82.0,75.5,38.05
5707,324,83,142,53823.34,103.8,52.230568,20.797026,8.951,17,37,52,22.0,19.0,81.0,73.5,38.05
5708,323,83,143,53832.21,103.8,52.23057,20.797155,9.008,17,37,55,22.0,18.5,82.0,75.5,38.05
5709,320,84,143,53841.05,103.8,52.230576,20.797283,9.013,17,36,61,30.5,19.5,94.0,77.5,38.05
5710,306,84,143,53850.14,103.8,52.230583,20.797417,8.935,17,35,50,28.0,27.0,96.0,90.5,38.05
5711,290,83,143,53859.15,103.8,52.23059,20.797548,8.9,17,33,49,22.5,32.5,88.0,100.0,38.05
5712,273,83,143,53868.07,103.8,52.2306,20.797678,8.928,17,31,54,19.5,30.0,76.5,95.5,38.05
5713,303,83,143,53877.31,104.0,52.230602,20.797813,8.921,17,35,58,20.5,19.0,77.0,74.0,38.05
5714,324,83,142,53886.02,104.0,52.23061,20.79794,8.929,17,37,58,22.5,22.5,79.5,83.0,38.05
5715,333,83,142,53894.68,104.0,52.23061,20.798067,8.965,17,38,55,21.5,25.0,80.0,87.0,38.05
5716,314,83,143,53903.76,103.8,52.230614,20.798199,8.991,17,36,60,20.5,24.5,77.0,84.5,38.05
5717,294,84,141,53913.04,103.8,52.230618,20.798336,8.973,17,33,63,21.0,23.5,76.5,83.0,38.05
5718,302,83,141,53921.95,103.8,52.23062,20.798466,8.951,17,35,59,26.5,33.5,92.0,97.0,38.05
5719,291,83,141,53931.14,104.0,52.23063,20.7986,8.921,17,33,49,22.5,32.5,83.0,96.5,38.05
5720,284,83,142,53939.94,104.0,52.230633,20.798729,8.9,17,33,51,20.5,32.0,78.0,96.5,38.05
5721,286,83,142,53948.9,104.2,52.230637,20.79886,8.93,17,33,53,22.0,29.0,78.0,92.5,38.05
5722,294,83,142,53957.88,104.4,52.23064,20.798992,9.011,17,34,55,24.5,24.5,81.0,87.5,38.05
5723,323,84,142,53966.71,104.4,52.230644,20.79912,9.026,17,37,58,21.0,29.0,77.5,96.0,38.05
5724,303,84,142,53976.07,104.6,52.230648,20.799257,9.063,17,34,61,22.5,26.0,79.5,88.0,38.05
5725,282,85,142,53985.5,104.6,52.230656,20.799393,9.106,17,32,59,22.0,27.0,80.0,89.5,38.05
5726,271,85,142,53993.94,104.6,52.23066,20.799517,9.134,17,30,54,20.0,31.0,79.0,100.0,38.05
5727,286,85,142,54002.79,104.6,52.230663,20.799646,9.17,17,32,51,21.0,31.0,79.0,100.0,38.05
5728,301,85,142,54012.69,104.8,52.23067,20.799791,9.198,17,34,53,20.5,23.0,78.0,81.5,38.05
5729,318,86,142,54022.29,104.8,52.230675,20.799932,9.24,17,35,51,21.0,21.5,79.5,78.0,38.05
5730,330,86,142,54031.34,104.8,52.23068,20.800064,9.26,17,37,52,21.5,21.5,81.5,79.5,38.05
5731,327,86,142,54040.76,104.8,52.230682,20.800201,9.26,17,36,52,22.5,21.0,83.0,79.0,38.05
5732,282,86,142,54049.7,104.8,52.230686,20.800333,9.173,17,31,53,23.5,20.5,84.0,79.0,38.05
5733,259,85,141,54058.87,104.8,52.23069,20.800467,9.106,17,29,52,37.5,22.0,94.0,78.5,38.05
5734,252,85,141,54067.95,104.8,52.230694,20.8006,9.076,17,28,59,37.0,28.5,98.0,91.0,38.05
5735,254,84,142,54077.08,105.0,52.230698,20.800734,9.054,17,29,57,28.5,31.0,91.0,99.5,38.05
5736,262,84,142,54085.91,105.0,52.2307,20.800861,9.026,17,30,55,20.0,27.0,77.5,94.5,38.05
5737,275,84,142,54095.11,105.0,52.230698,20.800997,8.973,17,31,57,19.0,18.5,76.0,73.5,38.05
5738,288,84,142,54104.09,105.2,52.230694,20.801128,8.981,17,33,55,18.5,20.0,77.5,76.0,38.05
5739,301,84,142,54113.3,105.2,52.230686,20.801262,9.033,17,34,52,19.5,20.0,80.0,77.0,38.05
5740,306,85,142,54122.51,105.2,52.230675,20.801395,8.991,17,34,49,21.5,20.5,83.0,78.5,38.05
5741,275,93,142,54131.36,105.2,52.230663,20.801523,8.92,17,28,48,23.0,21.0,86.5,78.0,38.05
5742,245,92,141,54140.25,105.2,52.230648,20.801651,8.838,17,25,48,22.5,18.5,85.5,68.5,38.05
5743,263,92,141,54149.13,105.2,52.230637,20.80178,8.734,17,27,47,20.5,20.5,80.5,72.5,38.05
5744,283,90,141,54157.39,105.2,52.230625,20.801899,8.665,17,30,46,20.0,21.0,78.0,73.5,38.05
5745,200,89,142,54165.55,105.2,52.23061,20.802015,8.548,17,21,49,19.0,19.5,72.0,69.5,38.05
5746,168,75,142,54173.93,105.4,52.23059,20.802134,8.368,17,21,54,14.0,17.0,50.5,57.0,38.05
5747,136,51,141,54182.15,105.4,52.23059,20.80225,8.146,17,25,52,13.0,17.0,55.0,56.0,38.05
5748,104,27,141,54190.3,105.6,52.230625,20.802351,8.081,17,37,51,11.5,16.5,59.5,54.5,38.05
5749,157,77,140,54198.94,105.6,52.230682,20.802439,8.369,17,19,50,17.5,16.5,72.5,54.0,38.05
5750,416,79,140,54207.37,105.6,52.230732,20.802528,8.655,17,50,50,27.0,16.5,88.5,54.0,38.05
5751,401,81,141,54216.48,105.4,52.230774,20.802643,8.776,17,47,52,26.0,16.5,87.5,54.0,38.05
5752,378,82,141,54225.39,105.4,52.230804,20.802763,8.828,17,44,51,24.0,21.5,85.5,78.0,38.05
5753,357,82,140,54234.08,105.4,52.230827,20.802885,8.788,17,42,51,23.0,22.5,84.5,83.5,38.05
5754,333,82,140,54242.99,105.4,52.230843,20.80301,8.837,17,39,49,25.0,22.0,88.5,82.5,38.05
5755,355,82,140,54252.14,105.4,52.23086,20.803143,8.932,17,41,52,30.0,24.5,96.0,84.5,38.05
5756,364,83,140,54260.73,105.4,52.230877,20.803267,8.951,17,42,60,37.0,35.0,100.0,100.0,38.05
5757,347,83,140,54269.7,105.6,52.230896,20.803392,8.921,17,40,58,27.5,35.0,90.5,100.0,38.05
5758,326,83,140,54278.88,105.8,52.23091,20.803524,8.931,17,38,52,24.5,35.0,84.5,100.0,38.05
5759,310,83,140,54287.7,105.8,52.23093,20.80365,8.951,17,36,54,23.0,28.5,80.5,90.5,38.05
5760,312,84,141,54296.57,106.0,52.230946,20.803778,8.981,17,35,56,21.5,19.0,78.5,76.5,38.05
5761,313,84,141,54305.72,106.2,52.230965,20.803907,9.063,17,36,54,21.5,19.0,81.0,76.5,38.05
5762,308,84,141,54314.47,106.4,52.230984,20.804033,9.077,17,35,49,29.0,18.5,96.5,77.5,38.05
5763,304,84,141,54323.54,106.4,52.231,20.804163,9.054,17,35,51,26.0,28.0,90.5,89.0,38.05
5764,310,85,141,54332.88,106.4,52.231018,20.804296,9.113,17,35,53,23.0,29.0,83.5,89.0,38.05
5765,347,85,141,54342.11,106.2,52.231037,20.804428,9.127,17,39,53,23.5,21.5,82.0,78.0,38.05
5766,340,85,142,54351.29,106.2,52.231052,20.80456,9.165,17,38,54,23.0,21.0,82.0,78.5,38.05
5767,333,85,142,54360.72,106.0,52.231068,20.804695,9.177,17,37,54,22.5,21.0,82.0,79.0,38.05
5768,325,85,141,54369.68,105.8,52.231083,20.804825,9.127,17,37,55,23.5,21.0,83.5,78.5,38.05
5769,327,85,141,54379.01,105.8,52.2311,20.804958,9.137,17,37,52,23.5,20.0,83.5,76.5,38.05
5770,336,85,141,54388.3,105.8,52.231117,20.80509,9.157,17,38,50,23.0,19.0,82.0,75.5,38.05
5771,327,85,141,54397.44,105.6,52.231136,20.805222,9.157,17,37,51,24.5,19.0,81.5,76.5,38.05
5772,317,85,141,54406.5,105.8,52.23115,20.805351,9.126,17,36,49,23.5,19.5,80.5,73.0,38.05
5773,310,85,141,54415.77,105.8,52.23117,20.805483,9.138,17,35,61,24.0,19.5,81.0,74.0,38.05
5774,309,85,141,54424.72,105.8,52.231186,20.805613,9.157,17,35,64,27.0,22.5,87.5,82.0,38.05
5775,333,85,141,54433.96,105.8,52.2312,20.805744,9.157,17,37,59,29.5,26.0,94.0,91.0,38.05
5776,332,85,141,54443.02,105.8,52.23122,20.805876,9.157,17,37,51,26.5,25.0,87.5,86.5,38.05
5777,319,84,142,54451.54,105.8,52.231236,20.805996,9.102,17,36,53,23.0,24.0,81.0,82.0,38.05
5778,301,84,141,54460.72,105.8,52.23125,20.806128,8.998,17,34,55,25.5,22.0,85.0,76.5,38.05
5779,315,83,141,54470.12,105.6,52.231266,20.806263,8.92,17,36,57,27.5,24.0,89.5,82.5,38.05
5780,316,83,141,54478.63,105.6,52.231285,20.806385,8.957,17,36,59,27.5,29.0,93.0,94.5,38.05
5781,341,83,141,54487.71,105.6,52.2313,20.806515,8.973,17,39,61,29.5,29.0,97.5,94.5,38.05
5782,350,83,142,54496.86,105.8,52.231316,20.806646,8.951,17,40,66,25.0,29.0,87.0,94.5,38.05
5783,334,83,142,54505.44,105.8,52.23133,20.806768,8.979,17,38,59,21.5,28.5,80.5,94.0,38.05
5784,315,84,142,54514.55,106.0,52.23135,20.8069,9.059,17,36,55,21.0,28.0,81.0,92.5,38.05
5785,303,85,143,54524.17,106.0,52.231365,20.80704,9.168,17,34,56,20.5,27.0,81.0,91.0,38.05
5786,306,85,142,54533.25,106.0,52.23138,20.807169,9.209,17,34,56,20.0,23.0,78.0,78.5,38.05
5787,319,86,142,54542.57,106.0,52.231396,20.807302,9.209,17,35,50,21.0,22.0,82.5,76.0,38.05
5788,314,86,142,54551.9,106.0,52.231415,20.807436,9.177,17,35,52,20.5,22.0,83.0,76.0,38.04
5789,308,85,141,54560.86,106.0,52.23143,20.807566,9.127,17,35,56,20.5,21.5,82.0,76.5,38.04
5790,324,85,142,54569.86,106.0,52.231445,20.807693,9.106,17,36,58,24.5,20.0,90.0,77.0,38.04
5791,329,85,142,54579.1,106.0,52.23146,20.807827,9.106,17,37,51,21.0,26.5,82.0,93.5,38.04
5792,322,85,143,54588.04,106.0,52.231476,20.807955,9.135,17,36,57,21.0,23.5,79.5,85.0,38.04
5793,312,85,143,54597.18,106.0,52.231495,20.808086,9.157,17,35,55,21.0,21.0,79.0,77.5,38.04
5794,308,85,143,54606.62,106.0,52.23151,20.808222,9.188,17,35,53,20.5,20.5,78.5,77.0,38.04
5795,303,85,143,54615.93,106.0,52.23153,20.808355,9.24,17,34,55,20.0,20.5,79.5,76.5,38.04
5796,317,86,143,54624.93,106.0,52.231544,20.808483,9.23,17,35,63,29.0,20.5,96.5,76.5,38.04
5797,325,86,143,54634.1,106.0,52.231564,20.808615,9.209,17,36,50,26.0,31.5,92.5,92.0,38.04
5798,320,85,143,54643.19,106.0,52.23158,20.808744,9.179,17,36,47,22.5,30.5,84.5,88.5,38.04
5799,262,85,144,54652.58,106.0,52.231594,20.80888,9.096,17,29,51,21.0,21.0,79.5,73.5,38.04
5800,275,85,144,54662.04,106.0,52.231613,20.809013,9.119,17,31,55,20.0,20.0,77.0,72.0,38.04
5801,287,85,143,54670.88,106.0,52.231632,20.80914,9.127,17,32,54,23.5,24.0,83.0,86.0,38.04
5802,301,85,143,54680.02,106.0,52.23165,20.80927,9.106,17,34,52,24.0,26.5,86.0,93.5,38.04
5803,328,85,143,54689.19,106.0,52.23167,20.809402,9.106,17,37,52,23.0,25.5,83.5,89.5,38.04
5804,312,84,143,54698.14,105.8,52.231686,20.80953,9.106,17,35,54,23.0,23.5,79.0,78.0,38.04
5805,332,84,142,54707.12,105.8,52.231705,20.809658,9.075,17,38,58,24.5,30.5,85.5,93.5,38.04
5806,351,84,142,54716.13,105.8,52.231724,20.809786,9.024,17,40,58,27.0,32.0,91.0,96.0,38.04
5807,357,84,143,54724.68,105.8,52.23174,20.809908,9.003,17,41,58,26.5,32.0,88.5,96.0,38.04
