time,watts,cadence,heartrate,distance,velocity_smooth,temp,torque,core_temperature
0,0,,90,,,,,37.04
1,200,70,90,0.0,8.28,,27,37.04
2,200,69,90,8.27,8.28,,28,37.04
3,201,69,90,15.0,8.28,24,28,37.04
4,201,70,91,22.75,8.28,24,27,37.04
5,201,70,91,30.46,8.28,24,27,37.04
6,201,69,93,38.0,8.28,24,28,37.04
7,200,68,94,47.08,8.28,24,28,37.04
8,200,67,94,54.3,8.28,24,29,37.04
9,200,67,94,63.6,8.28,24,29,37.04
10,201,67,94,73.95,8.28,24,29,37.04
11,201,66,94,81.22,8.28,24,29,37.04
12,201,66,94,88.97,8.28,24,29,37.04
13,201,67,95,95.7,8.28,24,29,37.04
14,202,68,95,105.0,8.28,24,28,37.04
15,202,68,97,113.81,8.28,24,28,37.04
16,201,67,97,122.09,8.28,24,29,37.04
17,199,66,98,130.37,8.28,24,29,37.04
18,200,66,100,137.11,8.28,24,29,37.04
19,201,65,100,146.42,8.443,24,30,37.04
20,203,66,101,156.74,8.336,24,29,37.04
21,202,67,102,163.6,8.28,24,29,37.04
22,201,68,103,171.51,8.28,24,28,37.04
23,201,68,103,181.58,8.28,24,28,37.04
24,201,69,103,188.87,8.28,24,28,37.04
25,201,68,103,196.61,8.28,24,28,37.04
26,200,68,105,206.43,8.28,24,28,37.04
27,201,68,105,213.7,8.28,24,28,37.04
28,202,68,106,221.45,8.28,24,28,37.04
29,201,68,107,228.18,8.28,24,28,37.04
30,200,67,107,236.79,8.28,24,29,37.04
31,200,67,107,246.07,8.477,24,29,37.05
32,202,68,107,256.12,8.349,24,28,37.05
33,202,69,106,263.38,8.28,24,28,37.05
34,200,68,106,272.68,8.28,24,28,37.05
35,200,68,106,279.94,8.28,24,28,37.05
36,200,67,106,287.7,8.28,24,29,37.05
37,200,66,106,296.83,8.28,23,29,37.05
38,201,66,107,304.17,8.28,23,29,37.05
39,201,66,107,313.07,8.28,23,29,37.05
40,201,66,107,321.18,8.28,23,29,37.05
41,201,66,108,329.11,8.28,23,29,37.05
42,202,66,108,338.93,8.28,23,29,37.05
43,202,68,108,346.18,8.28,23,28,37.05
44,202,69,108,353.94,8.28,23,28,37.05
45,202,70,106,363.76,8.28,23,28,37.05
46,201,70,105,371.02,8.28,23,27,37.05
47,200,69,105,378.78,8.28,23,28,37.05
48,200,69,105,387.06,8.28,23,28,37.05
49,201,69,106,395.34,8.28,23,28,37.05
50,201,68,106,403.62,8.28,23,28,37.05
51,200,67,106,413.44,8.28,23,29,37.05
52,200,67,107,420.71,8.28,23,29,37.05
53,201,67,107,428.46,8.28,23,29,37.05
54,201,67,108,436.19,8.28,23,29,37.05
55,200,66,108,444.79,8.28,23,29,37.05
56,200,66,107,454.84,8.28,23,29,37.05
57,201,66,107,462.1,8.28,23,29,37.05
58,202,66,107,471.37,8.28,23,29,37.05
59,201,67,107,478.66,8.28,23,29,37.05
60,201,67,107,486.43,8.28,23,29,37.05
61,201,67,107,496.24,8.28,23,29,37.05
62,201,67,107,503.48,8.28,23,29,37.06
63,200,66,107,512.77,8.28,23,29,37.06
64,200,66,107,520.06,8.28,23,29,37.06
65,201,66,107,529.37,8.28,23,29,37.06
66,201,66,107,536.21,8.28,23,29,37.06
67,202,66,107,544.17,8.28,23,29,37.06
68,201,67,107,553.53,8.28,23,29,37.06
