time,watts,cadence,heartrate,distance,velocity_smooth,temp,torque,smo2,core_temperature,PercentageinZ2
0,223,67,89,0.0,8.839,,32,74.8,36.96,1.3121638E-4
1,224,67,89,5.39,8.834,,32,75.4,36.96,2.6243276E-4
2,225,67,89,15.01,8.838,,32,75.4,36.96,3.9364913E-4
3,226,68,90,25.37,8.839,22,32,74.1,36.96,5.248655E-4
4,225,69,90,31.7,8.835,22,31,73.6,36.96,6.560819E-4
5,224,69,90,41.75,8.838,22,31,74.8,36.96,7.8729825E-4
6,224,69,90,48.75,8.834,22,31,73.5,36.96,9.185146E-4
7,224,68,90,57.66,8.837,22,31,72.7,36.96,0.001049731
8,224,68,92,68.67,8.839,22,31,72.3,36.96,0.0011809474
9,223,68,93,75.66,8.834,22,31,72.4,36.96,0.0013121638
10,224,68,93,85.4,8.838,22,31,72.5,36.96,0.0014433801
11,224,68,94,95.75,8.839,22,31,71.7,36.96,0.0015745965
12,224,68,94,102.57,8.834,22,31,70.7,36.96,0.0017058129
13,224,68,95,112.31,8.838,22,31,69.9,36.96,0.0018370292
14,224,69,95,122.66,8.839,22,31,68.7,36.96,0.0019682457
15,224,69,95,129.48,8.834,22,31,70.0,36.96,0.002099462
16,224,69,96,138.42,8.837,22,31,69.0,36.96,0.0022306785
17,225,69,96,149.4,8.839,22,31,67.4,36.96,0.0023618948
18,225,70,97,156.39,8.834,22,31,67.9,36.96,0.0024931112
19,224,70,98,164.37,8.836,22,31,66.8,36.96,0.0026243275
20,223,71,99,173.59,8.838,22,30,67.3,36.96,0.002755544
21,224,70,100,181.12,8.834,22,31,66.8,36.96,0.0028867603
22,223,70,100,190.96,8.838,22,30,66.3,36.96,0.0030179766
23,223,69,101,201.32,8.839,22,31,65.2,36.96,0.003149193
24,224,68,101,208.14,8.834,22,31,64.6,36.96,0.0032804094
25,225,69,102,217.08,8.837,22,31,63.2,36.96,0.0034116257
26,225,70,103,228.06,8.839,22,31,64.4,36.97,0.003542842
27,225,71,104,236.18,8.837,22,30,63.1,36.97,0.0036740585
28,225,71,104,243.23,8.834,22,30,61.4,36.97,0.0038052748
29,225,72,104,253.08,8.838,22,30,60.7,36.97,0.0039364914
30,225,73,105,261.66,8.837,22,29,61.2,36.97,0.004067708
31,224,73,105,271.7,8.838,22,29,60.9,36.97,0.004198924
32,223,72,105,278.52,8.834,22,30,61.2,36.97,0.0043301405
33,222,70,105,288.26,8.838,22,30,62.0,36.97,0.004461357
34,223,69,106,297.81,8.839,22,31,60.7,36.97,0.0045925733
35,224,70,106,307.03,8.837,22,31,60.4,36.97,0.0047237896
36,226,71,106,313.68,8.834,22,30,59.8,36.97,0.004855006
37,226,73,106,323.44,8.838,22,30,60.9,36.97,0.0049862224
38,225,73,106,331.36,8.837,22,29,60.7,36.97,0.0051174387
39,225,73,107,341.86,8.838,22,29,58.2,36.97,0.005248655
40,224,74,107,350.67,8.837,22,29,58.5,36.97,0.0053798715
41,223,73,108,360.71,8.838,22,29,60.3,36.97,0.005511088
42,223,72,109,367.05,8.835,22,30,58.9,36.97,0.005642304
43,223,71,109,376.24,8.837,22,30,59.9,36.97,0.0057735206
44,223,70,110,386.59,8.839,22,30,61.8,36.97,0.005904737
45,224,71,110,396.08,8.837,22,30,61.3,36.97,0.0060359533
46,224,71,111,402.73,8.834,22,30,63.0,36.97,0.0061671697
47,224,72,111,411.67,8.837,22,30,61.9,36.97,0.006298386
48,224,72,112,422.6,8.839,22,30,61.4,36.97,0.0064296024
49,223,71,112,429.63,8.834,22,30,62.6,36.97,0.0065608188
50,223,71,113,439.38,8.838,22,30,62.1,36.97,0.006692035
51,224,71,112,447.96,8.837,22,30,61.1,36.97,0.0068232515
52,225,71,112,458.0,8.838,22,30,62.6,36.97,0.006954468
53,224,71,112,464.83,8.834,22,30,59.5,36.97,0.007085684
54,224,71,112,474.57,8.838,22,30,60.3,36.97,0.0072169006
55,224,71,111,481.98,8.837,22,30,59.9,36.97,0.007348117
56,223,71,111,492.82,8.838,22,30,60.9,36.97,0.0074793333
57,223,71,112,499.54,8.835,22,30,58.2,36.97,0.0076105497
58,223,71,111,509.59,8.838,22,30,59.1,36.97,0.007741766
59,225,71,111,518.34,8.837,22,30,59.5,36.97,0.007872983
60,225,71,112,528.39,8.838,22,30,59.4,36.97,0.008004199
61,224,71,112,534.73,8.835,22,30,59.0,36.97,0.008135416
62,224,71,112,544.78,8.838,22,30,56.9,36.97,0.0082666315
63,224,71,112,555.3,8.839,22,30,58.4,36.97,0.008397848
64,224,70,112,563.89,8.837,22,31,57.8,36.97,0.008529064
65,223,70,113,570.4,8.834,22,30,56.9,36.97,0.008660281
66,223,70,112,580.14,8.838,22,30,55.4,36.97,0.008791497
67,224,71,112,590.49,8.839,22,30,57.1,36.97,0.008922714
68,226,73,112,599.05,8.837,22,30,56.3,36.97,0.00905393
69,225,74,112,605.1,8.834,22,29,56.4,36.97,0.009185147
70,223,73,112,615.17,8.838,22,29,55.7,36.97,0.009316362
71,223,72,112,623.92,8.837,22,30,55.2,36.97,0.009447579
72,224,73,112,633.96,8.838,22,29,54.9,36.97,0.009578795
73,226,74,113,642.54,8.837,22,29,55.3,36.97,0.009710012
74,225,75,113,652.6,8.838,22,29,56.5,36.97,0.009841228
75,224,75,113,661.18,8.837,22,29,54.9,36.97,0.009972445
76,224,74,113,667.69,8.834,22,29,54.7,36.97,0.010103661
77,223,73,114,677.38,8.838,22,29,56.1,36.97,0.0102348775
78,222,72,114,686.0,8.837,22,29,57.4,36.97,0.010366093
79,223,72,115,696.07,8.838,22,30,59.4,36.97,0.01049731
80,223,71,115,702.0,8.835,22,30,57.8,36.97,0.010628526
81,224,71,115,712.24,8.838,22,30,57.6,36.97,0.010759743
82,224,71,115,720.57,8.837,22,30,59.4,36.97,0.010890959
83,224,72,114,731.09,8.838,22,30,58.9,36.97,0.011022176
84,223,71,113,738.08,8.834,22,30,60.7,36.97,0.011153392
85,224,70,111,747.82,8.838,22,31,61.1,36.98,0.011284608
86,224,69,111,758.17,8.839,22,31,59.6,36.99,0.011415824
87,224,70,111,764.99,8.834,22,31,60.0,36.99,0.011547041
88,224,70,111,774.73,8.838,22,31,59.4,36.99,0.011678257
89,223,69,111,785.08,8.839,22,31,59.2,36.99,0.011809474
90,223,69,113,791.9,8.834,22,31,60.5,36.99,0.01194069
91,225,69,113,800.84,8.837,22,31,62.6,36.99,0.012071907
92,225,69,113,810.09,8.837,22,31,62.9,37.0,0.0122031225
93,224,70,113,818.47,8.837,22,31,63.4,37.0,0.012334339
94,224,70,113,826.78,8.837,22,31,62.3,37.0,0.012465556
95,225,70,112,836.83,8.838,22,31,61.4,37.0,0.012596772
96,225,71,113,845.41,8.837,22,30,63.4,37.0,0.012727989
97,225,72,113,855.46,8.838,22,30,65.4,37.0,0.012859205
98,225,73,113,862.28,8.834,22,29,64.4,37.0,0.012990422
99,224,73,113,872.02,8.838,22,29,61.3,37.0,0.0131216375
100,223,72,114,880.61,8.837,22,30,61.4,37.0,0.013252854
101,224,72,113,890.65,8.838,22,30,63.4,37.0,0.01338407
102,225,74,113,898.6,8.837,22,29,64.2,37.0,0.013515287
103,226,75,113,907.39,8.837,22,29,66.6,37.0,0.013646503
104,225,75,113,917.57,8.838,22,29,65.0,37.0,0.01377772
105,224,74,113,926.15,8.837,22,29,64.5,37.0,0.013908936
106,224,74,113,932.66,8.834,22,29,64.4,37.0,0.014040153
107,224,75,113,942.41,8.838,22,29,67.1,37.0,0.014171368
108,224,75,111,950.95,8.837,22,29,67.0,37.0,0.014302585
109,224,75,111,961.02,8.838,22,29,65.8,37.0,0.014433801
110,224,73,111,969.61,8.837,22,29,66.0,37.0,0.014565018
111,223,71,112,979.66,8.838,22,30,68.0,37.0,0.014696234
112,223,71,111,986.48,8.834,22,30,68.8,37.0,0.014827451
113,223,71,111,994.43,8.836,22,30,69.4,37.0,0.014958667
114,224,71,110,1004.45,8.838,22,30,67.4,37.0,0.0150898835
115,224,71,110,1013.04,8.837,22,30,67.4,37.0,0.015221099
116,225,71,110,1022.32,8.838,22,30,68.5,37.0,0.015352316
117,224,72,109,1031.54,8.837,22,30,68.9,37.0,0.015483532
118,224,73,109,1041.76,8.838,22,29,68.3,37.0,0.015614749
119,224,73,109,1048.58,8.834,22,29,66.5,37.0,0.015745966
120,224,72,109,1056.57,8.836,22,30,67.5,37.0,0.015877182
121,224,72,110,1065.8,8.838,22,30,66.5,37.0,0.016008398
122,224,72,111,1075.01,8.837,22,30,67.8,37.0,0.016139613
123,224,72,111,1085.18,8.838,22,30,66.5,37.0,0.016270831
124,224,72,110,1093.81,8.837,22,30,66.2,37.0,0.016402047
125,225,73,108,1102.07,8.837,22,29,67.6,37.0,0.016533263
126,225,75,109,1110.34,8.837,22,29,67.3,37.01,0.016664479
127,224,76,109,1120.42,8.838,22,28,65.2,37.01,0.016795697
128,223,75,108,1129.02,8.837,22,28,64.9,37.01,0.016926913
129,223,73,108,1139.06,8.838,22,29,66.3,37.01,0.017058128
130,224,73,107,1145.87,8.834,22,29,66.3,37.01,0.017189344
131,224,74,107,1153.85,8.836,21,29,65.2,37.01,0.017320562
132,224,74,107,1162.13,8.837,21,29,64.9,37.01,0.017451778
133,224,74,107,1172.19,8.838,21,29,65.9,37.01,0.017582994
134,223,72,108,1180.77,8.837,21,30,67.0,37.01,0.01771421
135,223,72,108,1190.77,8.838,21,30,66.6,37.01,0.017845428
136,224,72,108,1199.39,8.837,21,30,65.4,37.01,0.017976644
137,224,73,106,1209.44,8.838,21,29,67.3,37.01,0.01810786
138,225,74,106,1218.02,8.837,21,29,66.8,37.01,0.018239075
139,225,74,106,1224.53,8.834,21,29,67.0,37.01,0.018370293
140,224,73,106,1232.53,8.836,21,29,64.7,37.01,0.018501509
141,223,73,106,1242.56,8.838,21,29,63.6,37.01,0.018632725
142,224,73,107,1251.14,8.837,21,29,65.1,37.01,0.018763943
143,224,73,108,1261.19,8.838,21,29,65.7,37.01,0.018895159
144,223,71,107,1269.78,8.837,21,30,65.4,37.01,0.019026374
145,223,71,107,1278.05,8.837,21,30,64.9,37.01,0.01915759
146,223,71,106,1286.34,8.837,21,30,66.0,37.02,0.019288808
147,224,71,107,1296.39,8.838,21,30,65.7,37.02,0.019420024
148,224,71,108,1304.97,8.837,21,30,65.7,37.02,0.01955124
149,224,71,109,1315.02,8.838,21,30,67.2,37.02,0.019682456
150,223,70,110,1321.82,8.834,21,30,66.8,37.02,0.019813674
151,223,70,110,1331.58,8.838,21,30,64.8,37.02,0.01994489
152,224,70,109,1340.15,8.837,21,31,65.0,37.02,0.020076105
153,225,71,110,1348.4,8.837,21,30,64.9,37.02,0.020207321
154,226,73,110,1358.47,8.838,21,30,66.8,37.02,0.020338539
155,226,74,110,1367.07,8.837,21,29,65.5,37.02,0.020469755
156,224,75,109,1375.33,8.837,21,29,64.5,37.02,0.02060097
157,224,74,110,1385.39,8.838,21,29,64.1,37.02,0.020732187
158,224,75,110,1393.98,8.837,21,29,64.4,37.03,0.020863404
159,225,76,109,1402.26,8.837,21,28,64.7,37.03,0.02099462
160,225,76,108,1410.54,8.837,21,28,65.8,37.03,0.021125836
161,224,76,109,1420.59,8.838,21,28,66.4,37.03,0.021257052
162,223,75,109,1428.53,8.837,21,28,65.7,37.03,0.02138827
163,222,75,110,1437.32,8.837,21,28,64.1,37.03,0.021519486
164,224,74,111,1447.5,8.838,21,29,66.3,37.03,0.021650702
165,225,74,112,1456.08,8.837,21,29,67.6,37.03,0.021781918
166,224,75,112,1464.36,8.837,21,29,65.6,37.03,0.021913135
167,224,75,111,1472.64,8.837,21,29,68.5,37.03,0.022044351
168,225,76,111,1482.62,8.838,21,28,68.2,37.03,0.022175567
169,224,76,111,1491.26,8.837,21,28,67.8,37.03,0.022306783
170,223,76,111,1499.56,8.837,21,28,67.0,37.03,0.022438
171,224,76,111,1507.83,8.837,21,28,68.2,37.03,0.022569217
172,225,77,109,1517.84,8.838,21,28,68.1,37.03,0.022700433
173,224,77,107,1526.46,8.837,21,28,68.1,37.03,0.022831649
174,223,76,106,1534.1,8.837,21,28,66.5,37.03,0.022962866
175,223,75,106,1544.54,8.838,21,28,67.0,37.03,0.023094082
176,224,75,107,1552.72,8.837,21,29,68.1,37.03,0.023225298
177,224,76,108,1561.53,8.837,21,28,66.5,37.03,0.023356514
178,225,77,109,1569.94,8.837,21,28,66.7,37.03,0.023487732
179,225,78,110,1578.22,8.837,21,28,67.8,37.03,0.023618948
180,225,78,111,1586.49,8.837,21,28,67.5,37.03,0.023750164
181,224,79,111,1593.59,8.837,21,27,66.9,37.03,0.02388138
182,224,78,111,1604.4,8.838,21,27,67.9,37.03,0.024012597
183,223,78,111,1613.37,8.837,21,27,69.1,37.03,0.024143813
184,223,77,109,1621.66,8.837,21,28,66.8,37.03,0.02427503
185,223,76,108,1629.96,8.837,21,28,67.4,37.03,0.024406245
186,223,75,108,1640.03,8.838,21,28,67.5,37.03,0.024537463
187,223,75,109,1648.6,8.837,21,28,67.4,37.03,0.024668679
188,223,75,109,1656.84,8.837,21,28,66.3,37.03,0.024799895
189,223,74,108,1666.92,8.838,21,29,66.8,37.04,0.024931112
190,224,74,106,1675.51,8.837,21,29,67.7,37.04,0.025062328
191,224,74,106,1683.79,8.837,21,29,68.0,37.04,0.025193544
192,225,75,105,1693.84,8.838,21,29,67.0,37.04,0.02532476
193,225,76,106,1702.42,8.837,21,28,68.6,37.04,0.025455978
194,224,76,106,1710.7,8.837,21,28,69.1,37.04,0.025587194
195,224,76,105,1718.98,8.837,21,28,68.0,37.04,0.02571841
196,224,76,106,1729.04,8.838,21,28,67.8,37.04,0.025849625
197,224,76,107,1737.61,8.837,21,28,70.0,37.04,0.025980843
198,224,76,107,1745.89,8.837,21,28,70.3,37.04,0.02611206
199,223,76,107,1754.17,8.837,21,28,69.2,37.04,0.026243275
200,224,77,107,1764.22,8.838,21,28,69.9,37.04,0.026374491
201,224,77,107,1772.8,8.837,21,28,70.8,37.04,0.026505709
202,224,76,107,1781.06,8.837,21,28,69.9,37.04,0.026636925
203,224,76,107,1789.36,8.837,21,28,69.9,37.04,0.02676814
204,224,77,107,1797.63,8.837,21,28,71.0,37.04,0.026899356
205,225,78,107,1809.42,8.834,21,28,71.2,37.04,0.027030574
206,224,78,108,1817.69,8.836,21,27,70.2,37.05,0.02716179
207,224,78,109,1826.49,8.837,21,27,70.7,37.05,0.027293006
208,223,77,110,1834.9,8.837,21,28,72.2,37.05,0.027424222
209,223,77,111,1844.15,8.838,21,28,70.1,37.05,0.02755544
210,224,77,111,1853.4,8.837,21,28,70.5,37.05,0.027686656
211,223,76,109,1861.82,8.837,21,28,71.3,37.05,0.027817871
212,223,75,109,1871.87,8.838,21,28,71.1,37.05,0.027949087
213,223,74,110,1880.42,8.837,21,29,72.0,37.05,0.028080305
214,223,74,108,1888.72,8.837,21,29,70.3,37.05,0.028211521
215,224,74,106,1895.23,8.834,21,29,71.1,37.05,0.028342737
216,224,74,106,1904.99,8.838,21,29,71.4,37.05,0.028473953
217,224,74,105,1913.57,8.837,21,29,69.9,37.05,0.02860517
218,224,74,104,1921.85,8.837,21,29,70.2,37.05,0.028736386
219,224,74,104,1931.09,8.838,21,29,70.3,37.05,0.028867602
220,224,74,104,1940.31,8.837,21,29,70.0,37.05,0.028998818
221,224,74,104,1950.51,8.838,21,29,69.5,37.05,0.029130036
222,225,75,104,1958.45,8.837,21,29,70.8,37.05,0.029261252
223,225,75,104,1967.24,8.837,21,29,69.6,37.05,0.029392468
224,224,76,105,1975.02,8.837,21,28,69.6,37.05,0.029523684
225,224,77,107,1983.81,8.837,21,28,68.9,37.05,0.029654901
226,224,76,107,1994.0,8.838,21,28,70.9,37.05,0.029786117
227,224,76,107,2002.55,8.837,21,28,71.6,37.05,0.029917333
228,224,76,106,2010.81,8.837,21,28,70.8,37.05,0.03004855
229,224,76,106,2020.9,8.838,21,28,69.4,37.05,0.030179767
230,224,76,107,2029.49,8.837,21,28,70.5,37.05,0.030310983
231,223,76,108,2037.77,8.837,21,28,72.1,37.05,0.030442199
232,223,75,109,2047.77,8.838,21,28,70.1,37.05,0.030573415
233,224,75,110,2055.74,8.837,21,29,69.8,37.05,0.030704632
234,224,75,109,2064.38,8.837,21,29,69.6,37.05,0.030835848
235,224,76,108,2072.93,8.837,21,28,71.9,37.05,0.030967064
236,226,77,106,2081.24,8.837,21,28,70.2,37.05,0.031098282
237,226,78,106,2089.38,8.837,21,28,70.9,37.06,0.031229498
238,225,78,106,2099.5,8.838,21,28,70.9,37.06,0.031360716
239,223,77,107,2108.1,8.837,21,28,68.8,37.06,0.03149193
240,222,76,108,2116.43,8.837,21,28,68.1,37.06,0.031623147
241,223,76,108,2126.49,8.838,21,28,71.2,37.06,0.031754363
242,224,76,107,2134.39,8.837,21,28,69.7,37.06,0.03188558
243,224,76,107,2141.93,8.837,21,28,69.7,37.06,0.032016795
244,224,75,108,2151.33,8.837,20,29,70.0,37.06,0.03214801
245,223,75,109,2161.67,8.838,20,28,70.7,37.06,0.032279227
246,223,74,110,2170.25,8.837,20,29,70.8,37.06,0.032410447
247,224,74,110,2180.3,8.838,20,29,69.2,37.06,0.032541662
248,224,74,110,2188.88,8.837,20,29,70.9,37.06,0.03267288
249,224,74,110,2197.16,8.837,20,29,70.7,37.06,0.032804094
250,225,75,109,2204.26,8.837,20,29,70.0,37.06,0.03293531
251,227,78,108,2212.67,8.837,20,28,70.0,37.06,0.033066526
252,226,78,108,2222.74,8.838,20,28,70.4,37.06,0.033197742
253,224,77,109,2232.21,8.837,20,28,70.4,37.06,0.033328958
254,223,76,108,2240.63,8.837,20,28,69.5,37.06,0.033460177
255,223,76,109,2248.27,8.837,20,28,69.0,37.06,0.033591393
256,224,77,109,2256.34,8.837,20,28,72.0,37.06,0.03372261
257,225,78,108,2265.49,8.838,20,28,71.3,37.06,0.033853825
258,224,78,107,2275.53,8.837,20,27,71.1,37.06,0.03398504
259,224,77,107,2283.46,8.837,20,28,72.0,37.06,0.034116257
260,224,77,107,2291.56,8.837,20,28,70.9,37.06,0.034247473
261,224,77,107,2301.41,8.838,20,28,72.0,37.06,0.03437869
262,224,77,107,2311.74,8.839,20,28,71.5,37.06,0.03450991
263,224,77,107,2320.53,8.837,20,28,72.0,37.06,0.034641124
264,224,76,107,2327.22,8.834,20,28,71.4,37.06,0.03477234
265,223,76,107,2337.42,8.838,20,28,71.9,37.06,0.034903556
266,223,76,107,2346.2,8.837,20,28,73.6,37.07,0.035034772
267,224,75,109,2354.46,8.837,20,29,73.8,37.07,0.035165988
268,224,75,109,2364.54,8.838,20,29,72.7,37.07,0.035297204
269,224,75,109,2372.47,8.837,20,29,72.1,37.07,0.03542842
270,224,75,109,2381.26,8.837,20,29,73.7,37.07,0.03555964
271,225,77,109,2389.67,8.837,20,28,74.4,37.07,0.035690855
272,225,77,108,2399.73,8.838,20,28,72.9,37.07,0.03582207
273,224,76,108,2408.3,8.837,20,28,73.0,37.07,0.035953287
274,224,76,108,2418.25,8.838,20,28,73.8,37.07,0.036084503
275,224,76,109,2428.7,8.839,20,28,74.0,37.07,0.03621572
276,224,78,109,2436.65,8.837,20,27,74.7,37.07,0.036346935
277,224,78,109,2445.44,8.837,20,27,75.5,37.07,0.03647815
278,223,77,109,2452.67,8.837,20,28,74.7,37.07,0.03660937
279,223,76,110,2461.83,8.837,20,28,73.0,37.07,0.036740586
280,224,76,110,2472.19,8.838,20,28,74.3,37.07,0.036871802
281,225,77,111,2480.76,8.837,20,28,74.4,37.07,0.037003018
282,225,78,112,2488.38,8.837,20,28,73.4,37.07,0.037134234
283,224,78,112,2497.19,8.837,20,27,73.8,37.07,0.03726545
284,224,77,112,2505.6,8.837,20,28,75.0,37.07,0.037396666
285,224,77,112,2515.66,8.838,20,28,73.9,37.07,0.037527885
286,223,77,112,2524.2,8.837,20,28,73.3,37.07,0.0376591
287,223,76,112,2531.85,8.837,20,28,72.6,37.07,0.037790317
288,224,76,116,2540.65,8.837,20,28,73.9,37.08,0.037921533
289,223,76,116,2550.85,8.838,20,28,72.4,37.08,0.03805275
290,224,76,116,2559.41,8.837,20,28,71.8,37.08,0.038183965
291,224,76,116,2567.7,8.837,20,28,73.3,37.08,0.03831518
292,224,76,112,2575.99,8.837,20,28,72.7,37.08,0.038446397
293,224,76,111,2586.05,8.838,20,28,71.4,37.08,0.038577616
294,224,76,111,2594.62,8.837,20,28,71.7,37.08,0.038708832
295,224,76,111,2602.89,8.837,20,28,72.4,37.08,0.038840048
296,224,75,109,2612.14,8.838,20,29,71.2,37.08,0.038971264
297,224,76,109,2621.4,8.837,20,28,70.9,37.08,0.03910248
298,224,76,109,2629.8,8.837,20,28,72.1,37.08,0.039233696
299,224,76,109,2638.07,8.837,20,28,71.1,37.08,0.03936491
300,225,77,110,2646.37,8.837,20,28,70.6,37.08,0.039496128
301,225,78,110,2656.43,8.838,20,28,70.5,37.08,0.039627347
302,224,78,111,2665.0,8.837,20,27,70.6,37.08,0.039758563
303,225,77,110,2673.27,8.837,20,28,70.0,37.08,0.03988978
304,234,77,110,2682.52,9.331,20,29,70.1,37.08,0.040020995
305,247,76,111,2691.07,9.464,20,31,70.7,37.08,0.04015221
306,257,76,111,2701.79,9.468,20,32,70.2,37.08,0.040283427
307,261,77,112,2712.32,9.462,20,32,67.0,37.08,0.040414643
308,262,79,112,2722.66,9.468,20,32,69.2,37.08,0.04054586
309,261,79,112,2730.6,9.464,20,32,69.5,37.08,0.040677078
310,259,78,113,2741.09,9.468,20,32,68.3,37.08,0.040808294
311,259,77,113,2749.86,9.464,20,32,69.8,37.08,0.04093951
312,260,77,112,2759.94,9.468,20,32,70.2,37.08,0.041070726
313,260,77,111,2768.51,9.464,20,32,69.2,37.08,0.04120194
314,260,77,112,2777.71,9.468,20,32,69.0,37.08,0.041333158
315,259,76,113,2786.99,9.464,20,33,68.6,37.08,0.041464373
316,259,75,113,2797.19,9.468,20,33,66.3,37.08,0.04159559
317,259,75,111,2806.73,9.469,20,33,66.1,37.08,0.04172681
318,259,75,110,2815.97,9.464,20,33,67.9,37.08,0.041858025
319,260,75,111,2826.16,9.468,20,33,69.0,37.08,0.04198924
320,260,75,112,2836.5,9.469,20,33,69.1,37.08,0.042120457
321,261,76,113,2845.09,9.464,20,33,68.2,37.08,0.042251673
322,260,75,113,2855.12,9.468,20,33,68.4,37.08,0.04238289
323,259,74,113,2863.07,9.464,20,33,68.9,37.08,0.042514104
324,259,74,113,2872.75,9.468,20,33,68.1,37.08,0.04264532
325,259,74,113,2880.46,9.467,20,33,66.4,37.09,0.04277654
326,259,74,113,2890.34,9.469,20,33,65.1,37.09,0.042907756
327,260,74,112,2900.7,9.469,20,34,65.8,37.09,0.04303897
328,261,74,112,2909.26,9.464,20,34,66.2,37.09,0.043170188
329,261,75,112,2919.33,9.468,20,33,65.9,37.09,0.043301404
330,260,75,112,2927.89,9.464,20,33,66.4,37.09,0.04343262
331,260,75,112,2937.96,9.468,20,33,66.9,37.09,0.043563835
332,259,74,113,2947.49,9.469,20,33,64.7,37.09,0.043695055
333,259,74,113,2957.62,9.469,20,33,62.8,37.09,0.04382627
334,260,74,114,2967.1,9.464,20,34,67.7,37.09,0.043957487
335,261,74,115,2977.29,9.468,20,34,68.4,37.09,0.044088703
336,260,74,115,2987.65,9.469,20,34,67.0,37.09,0.04421992
337,259,73,114,2996.21,9.464,20,34,67.8,37.09,0.044351134
338,260,74,114,3006.25,9.468,20,34,67.7,37.09,0.04448235
339,261,75,115,3015.81,9.469,20,33,68.6,37.09,0.044613566
340,261,75,115,3025.06,9.464,20,33,66.4,37.09,0.044744786
341,261,75,115,3034.44,9.468,20,33,65.3,37.09,0.044876
342,262,76,115,3043.69,9.464,20,33,66.3,37.09,0.045007218
343,260,77,115,3053.87,9.468,20,32,67.3,37.09,0.045138434
344,259,76,115,3062.45,9.464,20,33,66.6,37.09,0.04526965
345,259,75,115,3072.51,9.468,20,33,66.6,37.09,0.045400865
346,261,76,115,3082.87,9.469,20,33,66.3,37.09,0.04553208
347,260,76,115,3091.44,9.464,20,33,66.0,37.09,0.045663297
348,259,76,116,3101.49,9.468,20,33,65.8,37.09,0.045794517
349,259,75,117,3108.81,9.465,20,33,64.1,37.09,0.045925733
350,260,75,117,3118.76,9.468,20,33,63.6,37.1,0.04605695
351,261,76,117,3128.57,9.464,20,33,65.4,37.1,0.046188165
352,260,76,117,3138.76,9.468,20,33,66.9,37.1,0.04631938
353,259,76,117,3147.33,9.464,20,33,67.9,37.1,0.046450596
354,260,76,117,3157.37,9.468,20,33,68.3,37.1,0.046581812
355,260,76,116,3166.9,9.469,20,33,67.7,37.1,0.046713028
356,259,75,116,3176.17,9.464,20,33,68.3,37.1,0.046844248
357,259,75,116,3186.36,9.468,20,33,68.1,37.1,0.046975464
358,261,76,117,3194.94,9.454,20,33,69.3,37.1,0.04710668
359,261,76,117,3204.16,9.479,20,33,68.6,37.1,0.047237895
360,260,75,117,3215.19,9.472,20,33,68.9,37.1,0.04736911
361,259,75,116,3223.92,9.464,20,33,69.4,37.1,0.047500327
362,259,74,115,3230.41,9.466,20,33,69.1,37.1,0.047631543
363,259,74,114,3240.16,9.469,20,33,68.1,37.1,0.04776276
364,260,74,114,3250.54,9.469,20,34,69.8,37.1,0.04789398
365,261,75,114,3259.11,9.464,20,33,69.8,37.1,0.048025195
366,262,76,113,3269.16,9.468,20,33,69.9,37.1,0.04815641
367,261,76,115,3277.74,9.464,20,33,68.9,37.1,0.048287626
368,260,76,115,3286.99,9.468,20,33,69.2,37.1,0.048418842
369,258,74,115,3297.99,9.469,20,33,68.2,37.1,0.04855006
370,258,74,115,3307.7,9.469,20,33,67.3,37.1,0.048681274
371,259,73,115,3316.94,9.464,20,34,66.2,37.1,0.04881249
372,259,72,115,3327.13,9.468,20,34,65.0,37.1,0.04894371
373,260,72,115,3337.48,9.469,20,34,64.3,37.1,0.049074925
374,261,73,117,3347.83,9.469,20,34,64.2,37.1,0.04920614
375,260,73,118,3356.4,9.464,20,34,63.5,37.1,0.049337357
376,260,73,118,3366.47,9.468,20,34,59.3,37.1,0.049468573
377,262,74,118,3374.38,9.464,20,34,60.2,37.1,0.04959979
378,262,75,117,3384.94,9.468,20,33,55.8,37.1,0.049731005
379,261,77,116,3393.67,9.464,20,32,58.4,37.1,0.049862225
380,261,78,116,3403.73,9.468,20,32,58.5,37.1,0.04999344
381,260,77,115,3412.3,9.464,20,32,57.8,37.1,0.050124656
382,259,76,115,3422.36,9.468,20,33,57.7,37.1,0.050255872
383,259,75,116,3432.71,9.469,20,33,57.0,37.1,0.05038709
384,260,75,116,3441.28,9.464,20,33,56.7,37.1,0.050518304
385,259,75,117,3451.34,9.468,20,33,55.0,37.1,0.05064952
386,260,74,117,3461.69,9.469,20,34,56.7,37.11,0.050780736
387,260,74,118,3470.26,9.464,20,34,59.0,37.11,0.050911956
388,260,75,118,3476.75,9.466,20,33,60.6,37.11,0.05104317
389,260,75,118,3486.51,9.469,20,33,60.5,37.11,0.051174387
390,260,76,116,3498.66,9.467,20,33,58.3,37.11,0.051305603
391,261,76,116,3507.52,9.463,20,33,62.7,37.11,0.05143682
392,261,76,116,3516.73,9.468,20,33,65.0,37.11,0.051568035
393,260,76,117,3527.77,9.469,20,33,66.1,37.11,0.05169925
394,258,76,117,3534.71,9.467,20,32,62.1,37.11,0.051830467
395,259,75,116,3542.71,9.463,20,33,65.9,37.11,0.051961686
396,260,74,116,3551.95,9.468,20,34,67.6,37.11,0.052092902
397,260,74,116,3562.96,9.469,20,34,66.2,37.11,0.05222412
398,259,74,115,3573.47,9.469,20,33,64.5,37.11,0.052355334
399,259,74,115,3582.04,9.464,20,33,65.0,37.11,0.05248655
