time,watts,cadence,heartrate,distance,velocity_smooth,temp,torque,smo2,hrv,core_temperature,skin_temperature,tidal_volume,HeatStrainIndex,PercentageinZ2,THb,TymeBreathRate,TymeVentilation
0,224,71,81,0.0,8.839,,30,65.65818,,36.99,32.5,235.6,0.0,1.9837334E-4,61.982727,14.67,37.37
1,225,71,81,4.35,8.838,,30,65.271,690,36.99,32.5,235.5,0.0,3.9674668E-4,62.07,14.92,37.68
2,225,71,85,9.28,8.837,,30,64.60111,688:681,36.99,32.5,235.4,0.0,5.9512E-4,60.441113,15.06,37.84
3,225,71,86,19.45,8.838,22,30,63.86,676,36.99,32.45,235.3,0.0,7.9349335E-4,60.609093,15.17,37.98
4,224,72,86,27.71,8.837,22,30,63.587,677:679,36.99,32.45,235.3,0.0,9.918667E-4,60.496,15.29,38.12
5,223,71,87,36.0,8.837,22,30,63.655556,688,36.99,32.45,235.2,0.0,0.00119024,61.763332,15.41,38.26
6,223,71,88,44.38,8.837,22,30,63.998,694:691,37.0,32.5,235.1,0.0,0.0013886134,61.485,15.6,38.49
7,224,70,88,53.81,8.839,22,31,64.60909,691,37.0,32.45,235.0,0.0,0.0015869867,59.713634,15.8,38.74
8,224,70,88,61.04,8.834,22,31,65.23333,694:688,37.0,32.45,234.9,0.0,0.00178536,60.307777,15.95,38.92
9,223,70,87,71.38,8.839,22,30,65.96364,688,37.0,32.5,234.8,0.0,0.0019837334,60.555454,16.05,39.03
10,223,69,87,81.33,8.838,22,31,66.668,658:666,37.0,32.5,234.8,0.0,0.0021821067,60.124,16.14,39.15
11,224,69,87,87.84,8.834,22,31,67.27889,658,37.0,32.5,234.7,0.0,0.00238048,60.27111,16.24,39.27
12,224,69,87,97.27,8.839,22,31,67.829,656,37.0,32.45,234.7,0.0,0.0025788534,59.994,16.34,39.38
13,224,69,89,105.55,8.837,22,31,68.219,657:653,37.0,32.5,234.6,0.0,0.0027772267,60.244,16.5,39.58
14,224,69,90,113.08,8.837,22,31,68.426,648:646,37.0,32.5,234.5,0.0,0.0029756,60.464,16.7,39.82
15,224,69,90,123.14,8.837,22,31,68.54818,643,37.0,32.5,234.4,0.0,0.0031739734,61.463634,16.87,40.03
16,223,69,91,133.48,8.839,22,31,68.57333,638:634,37.0,32.5,234.3,0.0,0.0033723467,60.316666,16.98,40.15
17,225,69,92,143.44,8.838,22,31,68.487,629,37.0,32.5,234.3,0.0,0.00357072,59.786,17.09,40.28
18,224,69,93,150.05,8.834,22,31,68.50091,624:620,37.0,32.5,234.2,0.0,0.0037690934,59.05909,17.19,40.41
19,223,69,93,160.4,8.839,22,31,68.579,624:620,37.0,32.5,234.2,0.0,0.0039674668,59.199,17.3,40.53
20,224,69,94,170.35,8.838,22,31,68.648,619,37.0,32.45,234.1,0.0,0.0041658403,59.377,17.46,40.73
21,225,69,95,176.77,8.834,22,31,68.722,617:619,37.0,32.5,234.0,0.0,0.0043642134,58.963,17.64,40.95
22,225,70,96,185.23,8.837,22,31,68.708,615,37.0,32.5,233.9,0.0,0.004562587,58.948,17.81,41.16
23,224,71,97,195.59,8.839,22,30,68.545,614:609,37.0,32.5,233.8,0.0,0.00476096,57.596,17.87,41.3
24,224,71,97,205.53,8.838,22,30,68.257774,606:603,37.0,32.5,233.8,0.0,0.0049593337,57.865555,17.94,41.43
25,224,70,97,211.88,8.834,22,31,68.02454,603:597,37.0,32.5,233.7,0.0,0.005157707,57.284546,18.01,41.57
26,224,70,97,219.4,8.837,22,31,67.89555,596,37.0,32.5,233.6,0.0,0.0053560804,56.27667,18.08,41.72
27,224,70,98,229.74,8.839,22,31,67.647,587:547,37.0,32.5,233.6,0.0,0.0055544535,56.382,18.18,41.9
28,224,70,99,240.1,8.839,22,31,67.29909,619:587,37.0,32.5,233.5,0.0,0.005752827,56.91909,18.29,42.09
29,224,70,100,246.32,8.834,22,31,67.03,580,37.0,32.5,233.4,0.0,0.0059512,56.823334,18.39,42.29
30,223,70,101,255.68,8.838,22,30,66.76363,578:578,37.0,32.5,233.3,0.0,0.0061495737,57.647274,18.49,42.54
31,224,70,101,264.85,8.837,22,31,66.048,575:574,37.0,32.5,233.2,0.0,0.006347947,57.891,18.6,42.79
32,226,70,102,275.29,8.839,22,31,65.33667,570:570,37.0,32.5,233.1,0.0,0.0065463204,58.52222,18.65,42.92
33,225,71,103,283.57,8.837,22,30,64.66,569,37.0,32.5,233.1,0.0,0.0067446935,57.81091,18.68,43.02
34,224,72,104,289.77,8.834,22,30,64.131,566:565,37.0,32.5,233.0,0.0,0.006943067,57.289,18.72,43.12
35,223,71,105,301.16,8.839,22,30,63.895557,563:563,37.0,32.5,233.0,0.0,0.00714144,56.72,18.75,43.22
36,223,71,105,311.11,8.838,22,30,63.68,561:558,37.0,32.5,232.9,0.0,0.0073398137,56.83,18.78,43.32
37,224,70,105,317.72,8.834,22,31,63.297,559,37.0,32.5,232.9,0.0,0.007538187,57.073,18.82,43.44
38,223,70,106,327.87,8.838,22,30,62.84,559:559,37.0,32.5,232.8,0.0,0.0077365604,56.946667,18.85,43.63
39,223,69,107,336.08,8.837,22,31,62.253635,555:546,37.0,32.5,232.7,0.0,0.0079349335,55.762726,18.88,43.81
40,224,69,107,343.59,8.837,22,31,61.652,551:552,37.0,32.5,232.6,0.0,0.008133307,56.642,18.9,44.01
41,224,69,107,351.88,8.837,22,31,61.252224,555:550,37.0,32.5,232.5,0.0,0.008331681,56.114445,18.92,44.29
42,225,69,108,363.25,8.839,22,31,60.813637,551:552,37.0,32.5,232.4,0.0,0.008530053,56.167274,18.95,44.56
43,225,70,108,373.21,8.838,22,31,60.282,550:550,37.0,32.5,232.3,0.0,0.008728427,55.687,19.09,44.75
44,224,70,109,379.63,8.834,22,31,59.807,549,37.0,32.5,232.2,0.0,0.0089268,55.697,19.23,44.94
45,224,71,109,388.1,8.837,22,30,59.285,547:544,37.0,32.5,232.0,0.0,0.009125174,55.008,19.36,45.13
46,224,71,109,398.29,8.839,22,30,58.747,546:546,37.0,32.5,230.3,0.0,0.009323547,55.926,19.42,45.34
47,224,71,109,406.92,8.839,22,30,58.285,544:544,37.0,32.45,228.7,0.0,0.00952192,55.534,19.48,45.55
48,224,70,109,414.8,8.834,22,31,57.664,544:541,37.0,32.5,227.0,0.0,0.009720294,55.737,19.54,45.75
49,223,70,110,423.3,8.837,22,30,57.09,538,37.0,32.5,225.4,0.0,0.009918667,56.024445,19.6,45.96
50,223,70,110,433.65,8.839,22,30,56.663635,533:537,37.0,32.5,223.7,0.0,0.01011704,55.903637,19.66,46.17
51,224,70,110,443.59,8.838,22,31,56.188,546:541,37.0,32.5,225.9,0.0,0.010315414,56.11,19.8,46.71
52,224,70,111,450.04,8.834,22,31,55.817,541:540,37.0,32.5,228.9,0.0,0.010513787,56.022,19.96,47.32
53,225,70,111,458.67,8.838,22,31,55.646,541:541,37.0,32.5,231.8,0.0,0.010712161,56.466,20.12,47.93
54,225,70,111,468.84,8.837,22,31,55.707,540:541,37.0,32.5,234.0,0.0,0.010910533,57.099,20.29,48.46
55,225,71,111,478.73,8.838,22,30,55.94,542,37.0,32.5,235.4,0.0,0.011108907,57.534443,20.49,48.91
56,224,71,111,484.37,8.834,22,30,56.12909,540:541,37.0,32.5,235.8,0.0,0.0113072805,57.57182,20.61,49.06
57,223,71,111,493.78,8.838,22,30,56.2,542:542,37.0,32.5,235.9,0.0,0.011505654,58.134445,20.7,49.13
58,223,70,111,504.03,8.837,22,30,56.19182,541,37.01,32.5,236.0,0.0,0.011704027,57.73909,20.8,49.2
59,224,70,111,513.97,8.838,22,31,56.119,1072:540,37.01,32.5,234.9,0.0,0.0119024,58.383,20.87,49.15
60,224,70,111,520.6,8.834,22,31,56.281,541:542,37.01,32.5,232.7,0.0,0.012100774,56.793,20.92,48.99
61,224,70,111,530.95,8.839,22,31,56.289,537:536,37.01,32.5,230.1,0.0,0.012299147,57.125,20.98,48.62
62,224,70,111,541.09,8.838,22,31,56.359,537:538,37.01,32.5,227.2,0.0,0.01249752,57.315,21.04,48.14
63,224,70,111,549.06,8.836,22,31,56.546,542,37.01,32.5,227.5,0.0,0.012695894,57.46,20.95,48.61
64,224,70,111,554.22,8.834,22,31,56.689,541:538,37.01,32.5,227.9,0.0,0.012894267,57.399,20.85,49.1
65,223,70,111,566.13,8.839,22,30,56.781113,537:532,37.01,32.5,228.4,0.0,0.013092641,57.77222,20.85,49.46
66,224,69,111,576.07,8.838,22,31,56.90273,535:536,37.02,32.5,229.0,0.0,0.013291013,58.257275,20.86,49.8
67,225,69,111,582.49,8.834,22,31,56.857,533:532,37.02,32.5,229.6,0.0,0.013489387,57.738,20.86,50.13
68,226,70,111,590.97,8.837,22,31,56.806667,533:537,37.02,32.5,230.2,0.0,0.013687761,58.27,20.92,50.43
69,225,71,112,601.32,8.839,22,30,56.682,535,37.02,32.5,230.7,0.0,0.013886134,56.17,20.99,50.7
70,224,72,112,611.47,8.838,22,30,56.229,536:528,37.02,32.5,231.3,0.0,0.014084507,57.114,21.06,50.97
71,224,71,112,619.54,8.838,22,30,56.125,527:533,37.02,32.5,231.8,0.0,0.01428288,58.062,21.13,51.24
72,223,71,112,626.17,8.845,22,30,56.336365,541,37.02,32.5,230.7,0.0,0.014481254,58.929092,21.25,50.77
73,224,71,113,636.32,8.832,22,30,56.616665,541:540:540,37.02,32.5,229.4,0.0,0.0146796275,58.773335,21.39,50.21
74,225,71,113,644.8,8.837,22,30,56.975,537:538,37.02,32.5,227.5,0.0,0.014878,58.937,21.57,49.78
75,226,72,112,654.95,8.838,22,30,57.38727,1082,37.02,32.5,225.1,0.0,0.015076374,58.896362,21.79,49.42
76,225,73,111,663.43,8.837,22,29,57.761,541:544,37.02,32.5,222.6,0.0,0.015274747,60.129,21.99,49.19
77,224,73,111,673.37,8.838,22,29,57.92889,540,37.02,32.45,219.7,0.0,0.015473121,58.964443,22.17,49.27
78,223,72,111,679.99,8.834,22,30,58.03091,541:540,37.02,32.5,216.7,0.0,0.015671493,59.956364,22.36,49.35
79,224,71,111,690.14,8.838,22,30,58.25889,538:538,37.02,32.5,213.8,0.0,0.015869867,59.621113,22.54,49.43
80,224,71,111,698.63,8.837,22,30,58.474,541:537,37.02,32.5,213.0,0.0,0.01606824,59.005,22.71,49.71
81,224,71,111,708.56,8.838,22,30,58.676,538:541,37.02,32.5,213.8,0.0,0.016266614,58.092,22.86,50.14
82,224,72,111,714.9,8.834,22,30,58.87182,537:537,37.02,32.5,214.6,0.0,0.016464988,58.405453,23.02,50.57
83,224,72,111,722.42,8.837,22,30,59.06,532:532,37.02,32.5,215.4,0.0,0.016663361,59.17889,23.17,51.01
84,223,71,111,733.81,8.839,22,30,59.18,537,37.02,32.5,218.4,0.0,0.016861733,59.70273,23.37,51.59
85,224,71,111,743.96,8.838,22,30,59.17,544:542,37.02,32.5,223.5,0.0,0.017060107,57.38778,23.62,52.29
86,224,71,112,752.03,8.836,22,30,58.852,542:541,37.02,32.5,223.0,0.0,0.01725848,58.281,23.75,52.14
87,224,71,112,758.65,8.834,22,30,58.764,541:546,37.02,32.5,222.2,0.0,0.017456854,58.601,23.88,52.13
88,224,71,111,768.9,8.839,22,30,58.828,546:544,37.02,32.5,220.5,0.0,0.017655227,58.839,24.03,52.45
89,224,71,111,778.32,8.839,22,30,58.901,544,37.02,32.5,219.7,0.0,0.0178536,59.363,24.16,52.91
90,224,71,111,787.22,8.836,22,30,59.05,546:547,37.02,32.45,220.4,0.0,0.018051974,59.312,24.25,53.61
91,224,71,110,793.82,8.834,22,30,59.177273,546:546,37.02,32.5,221.2,0.0,0.018250348,57.616364,24.33,54.3
92,224,71,110,804.13,8.839,22,30,59.133335,550:549,37.02,32.45,222.0,0.0,0.01844872,58.685555,24.42,55.0
93,224,71,110,814.31,8.838,22,30,59.36727,549:550,37.02,32.5,223.2,0.0,0.018647093,58.028183,24.5,55.56
94,224,72,110,822.82,8.837,22,30,59.34,550:546,37.02,32.5,224.6,0.0,0.018845467,57.742,24.58,56.09
95,224,72,109,832.76,8.838,22,30,59.157776,547:550,37.02,32.5,225.1,0.0,0.01904384,59.191113,24.67,56.36
96,224,72,109,839.18,8.834,22,30,59.255455,546,37.02,32.5,223.7,0.0,0.019242214,58.86273,24.8,56.15
97,225,72,109,847.38,8.837,22,30,59.579,546:547,37.02,32.5,223.6,0.0,0.019440588,59.412,24.95,56.06
98,225,73,109,854.91,8.837,22,29,59.942223,544:542,37.02,32.5,226.1,0.0,0.019638961,59.27667,25.18,56.26
99,224,73,109,866.02,8.838,22,29,60.207,545:529,37.02,32.5,228.3,0.0,0.019837335,59.201,25.43,56.45
100,224,74,110,873.54,8.837,22,29,60.37364,545:549,37.02,32.5,229.1,0.0,0.020035706,59.901817,25.76,56.56
101,224,74,110,884.73,8.838,22,29,60.336666,550,37.02,32.5,229.9,0.0,0.02023408,60.00111,26.1,56.59
102,224,75,110,893.2,8.837,22,29,60.195454,549:549,37.02,32.5,230.8,0.0,0.020432454,59.05091,26.44,56.46
103,223,74,110,903.35,8.838,22,29,59.882,547:555,37.02,32.5,229.7,0.0,0.020630827,59.619,26.75,56.14
104,223,73,110,911.42,8.836,22,29,59.676666,559:556,37.02,32.5,226.9,0.0,0.0208292,59.787777,27.01,55.66
105,224,73,109,918.04,8.834,22,29,59.634544,555:556,37.02,32.5,226.7,0.0,0.021027574,60.487274,27.19,55.55
106,224,73,109,928.19,8.838,22,29,59.68778,555,37.02,32.5,227.9,0.0,0.021225948,60.385555,27.31,55.64
107,224,74,109,936.47,8.837,22,29,59.78,555:559:554,37.03,32.5,229.2,0.0,0.021424321,60.076,27.43,55.72
108,224,74,108,944.78,8.837,22,29,59.96,556,37.03,32.5,230.3,0.0,0.021622693,60.32909,27.55,55.79
109,224,74,108,953.42,8.838,22,29,60.126,560:559,37.03,32.5,230.3,0.0,0.021821067,61.272,27.7,55.61
110,223,73,108,963.58,8.837,22,29,60.357777,555,37.03,32.5,230.2,0.0,0.02201944,61.19,27.84,55.44
111,223,73,108,973.65,8.838,22,29,60.667274,552:555:560,37.03,32.5,229.8,0.0,0.022217814,60.767273,27.95,55.11
112,224,73,108,981.19,8.837,22,29,60.873333,563,37.03,32.5,228.7,0.0,0.022416187,61.036667,27.98,54.54
113,224,73,108,988.43,8.834,22,29,61.044,564:569,37.03,32.45,228.3,0.0,0.022614561,61.304,27.96,54.41
114,224,73,108,998.58,8.838,22,29,61.203636,565:566,37.03,32.5,228.1,0.0,0.022812935,61.72,27.93,54.46
115,225,74,108,1006.85,8.837,22,29,61.301,569:570,37.03,32.5,227.9,0.0,0.023011308,60.947,27.93,54.45
116,224,75,107,1015.33,8.837,22,29,61.512222,569,37.03,32.5,227.7,0.0,0.02320968,60.538887,27.94,54.47
117,224,75,106,1025.48,8.838,22,29,61.905453,568:569,37.03,32.5,227.9,0.0,0.023408053,60.31,27.92,54.67
118,223,74,106,1033.97,8.837,22,29,62.347,566:566,37.03,32.45,228.0,0.0,0.023606427,61.288,27.91,54.87
119,223,74,105,1044.08,8.838,22,29,62.565556,570,37.03,32.45,228.2,0.0,0.0238048,60.17,27.89,55.07
120,223,73,105,1052.13,8.836,22,29,62.567,566:566,37.03,32.5,228.4,0.0,0.024003174,60.437,27.85,55.23
121,223,72,105,1057.78,8.834,22,30,62.624,572,37.03,32.5,229.0,0.0,0.024201548,60.209,27.67,55.19
122,223,72,106,1068.95,8.838,22,30,62.826,574:578:574,37.03,32.5,229.6,0.0,0.024399921,60.655,27.49,55.15
123,224,72,106,1077.42,8.837,22,30,63.05818,577:579,37.03,32.45,232.4,0.0,0.024598295,61.646362,27.17,55.18
124,225,72,105,1087.51,8.838,22,30,63.272,583,37.03,32.45,233.9,0.0,0.024796667,61.476,26.78,55.13
125,224,73,105,1095.04,8.837,22,29,63.364445,582:579,37.03,32.5,230.8,0.0,0.02499504,60.09,26.41,54.81
126,224,73,104,1106.01,8.838,22,29,63.45273,580:584,37.04,32.5,229.1,0.0,0.025193414,60.19909,26.16,54.76
127,224,73,103,1112.35,8.834,22,29,63.684,583:587,37.04,32.5,228.6,0.0,0.025391787,60.742,25.99,54.93
128,224,73,103,1119.88,8.837,22,29,63.86889,584,37.04,32.5,228.0,0.0,0.02559016,60.06333,25.82,55.1
129,225,73,103,1131.06,8.838,22,29,63.975456,583:589,37.04,32.5,228.0,0.0,0.025788534,60.015453,25.64,55.12
130,225,73,103,1139.55,8.837,22,29,64.04667,586:582,37.04,32.45,228.3,0.0,0.025986908,59.335556,25.46,55.11
131,224,74,103,1149.69,8.838,22,29,63.956,579,37.04,32.45,229.0,0.0,0.026185282,58.542,25.27,55.15
132,223,73,103,1158.0,8.837,22,29,63.79,580:583,37.04,32.5,232.2,0.0,0.026383653,59.86,25.1,55.48
133,224,73,102,1166.63,8.838,22,29,63.769,582:578,37.04,32.45,235.4,0.0,0.026582027,60.043,24.92,55.8
134,225,73,103,1176.39,8.836,22,29,63.81111,578,37.04,32.45,238.6,0.0,0.0267804,59.782223,24.75,56.13
135,225,74,103,1182.92,8.834,22,29,63.837273,577:574,37.04,32.5,240.0,0.0,0.026978774,59.794544,24.41,56.38
136,223,75,103,1192.33,8.839,22,28,63.886,572,37.04,32.45,240.6,0.0,0.027177148,59.246,24.0,56.59
137,222,74,103,1201.65,8.837,22,29,63.85889,568:564,37.04,32.45,240.7,0.0,0.027375521,59.43667,23.75,56.65
138,223,72,104,1211.79,8.838,21,30,63.836365,564:564,37.04,32.45,240.8,0.0,0.027573895,60.573635,23.55,56.67
139,224,72,104,1220.28,8.837,21,30,63.68889,573:578,37.04,32.45,240.8,0.0,0.027772268,61.366665,23.35,56.69
140,224,72,106,1230.21,8.838,21,30,63.57,583:580,37.04,32.45,240.7,0.0,0.02797064,60.047,23.18,56.74
141,224,72,106,1236.61,8.834,21,30,63.545,578:578,37.04,32.45,240.5,0.0,0.028169014,59.915,23.02,56.79
142,224,73,105,1245.07,8.837,21,29,63.55818,582,37.04,32.5,240.4,0.0,0.028367387,60.583637,22.87,56.9
143,224,73,104,1255.18,8.838,21,29,63.52667,574:574,37.04,32.45,240.4,0.0,0.02856576,60.38,22.77,57.24
144,224,73,104,1262.71,8.837,21,29,63.499092,574:574,37.04,32.45,240.4,0.0,0.028764134,59.907272,22.66,57.58
145,224,73,104,1273.82,8.838,21,29,63.601112,578:573,37.04,32.45,240.3,0.0,0.028962508,60.087776,22.55,57.93
146,224,73,104,1281.34,8.837,21,29,63.526,566,37.04,32.5,240.3,0.0,0.029160881,57.101,22.45,58.27
147,224,73,104,1288.59,8.834,21,29,63.03091,572:570,37.04,32.5,240.0,0.0,0.029359255,57.401817,22.32,58.48
148,224,72,104,1298.73,8.838,21,30,62.518,573:577,37.05,32.5,239.2,0.0,0.029557627,59.039,22.15,58.41
149,224,72,105,1307.21,8.837,21,30,62.395557,569:569,37.05,32.5,239.2,0.0,0.029756,59.394444,22.06,58.58
150,224,72,105,1317.5,8.839,21,30,62.526,564,37.05,32.5,240.5,0.0,0.029954374,59.408,22.09,59.16
151,224,72,105,1327.41,8.838,21,30,62.667274,564:564,37.05,32.45,241.8,0.0,0.030152747,59.995453,22.12,59.74
152,223,72,105,1333.06,8.834,21,30,62.726665,1126,37.05,32.45,243.3,0.0,0.030351121,60.212223,22.14,60.1
153,223,72,105,1342.42,8.837,21,30,62.714,559:556,37.05,32.45,244.9,0.0,0.030549495,59.818,22.15,60.16
154,223,71,106,1352.55,8.838,21,30,62.59727,559,37.05,32.45,246.5,0.0,0.030747868,59.464546,22.16,60.23
155,223,71,106,1360.83,8.837,21,30,62.42,560:560,37.05,32.45,248.1,0.0,0.030946242,59.65222,22.17,60.29
156,223,70,107,1369.04,8.837,21,30,62.205456,560:564,37.05,32.45,248.1,0.0,0.031144613,60.424545,22.13,60.15
157,223,70,107,1376.57,8.837,21,30,62.023335,565:560,37.05,32.45,247.9,0.0,0.031342987,60.413334,22.08,59.98
158,224,70,107,1387.74,8.838,21,31,61.778,560:564,37.05,32.45,247.8,0.0,0.031541362,60.203,22.04,59.81
159,226,70,107,1396.22,8.837,21,31,61.555454,609,37.05,32.45,247.6,0.0,0.031739734,60.07909,21.99,59.64
160,226,72,107,1406.33,8.838,21,30,61.418,545:579,37.05,32.45,244.9,0.0,0.031938106,60.583,22.08,59.33
161,225,74,107,1414.77,8.837,21,29,61.3,578:579,37.05,32.45,242.1,0.0,0.03213648,61.09,22.16,59.02
162,224,74,107,1424.17,8.839,21,29,61.20273,582,37.05,32.45,241.6,0.0,0.032334853,61.675453,22.35,59.08
163,223,73,107,1431.21,8.834,21,29,61.158,578:575,37.05,32.45,241.3,0.0,0.03253323,61.195,22.54,59.17
164,223,73,107,1439.71,8.837,21,29,61.20111,579:578,37.05,32.45,241.7,0.0,0.0327316,61.417778,22.71,58.98
165,224,73,104,1449.84,8.838,21,29,61.336365,573:574,37.05,32.45,242.4,0.0,0.032929976,61.213634,22.85,58.62
166,225,73,104,1458.04,8.837,21,29,61.415554,578,37.05,32.45,243.1,0.0,0.033128347,61.592224,22.99,58.27
167,225,74,104,1465.53,8.837,21,29,61.36,578:574,37.05,32.45,243.7,0.0,0.033326723,61.587,23.2,57.79
168,224,74,104,1476.71,8.838,21,29,61.321,573:578,37.05,32.45,243.9,0.0,0.033525094,61.473,23.59,56.97
169,223,74,104,1484.77,8.836,21,29,61.349,579:583,37.05,32.45,244.1,0.0,0.033723466,61.683,23.98,56.26
170,223,73,104,1490.43,8.834,21,29,61.362,584,37.05,32.45,243.6,0.0,0.03392184,61.642,24.43,56.02
171,224,73,104,1501.59,8.838,21,29,61.286366,582,37.05,32.45,243.3,0.0,0.034120213,62.368183,24.87,55.93
172,225,73,104,1510.09,8.837,21,29,61.15889,584:586:583,37.05,32.45,243.4,0.0,0.03431859,62.763332,25.28,56.13
173,225,74,103,1520.22,8.838,21,29,60.989,579:580,37.05,32.45,243.5,0.0,0.03451696,62.494,25.7,56.32
174,224,74,103,1528.5,8.837,21,29,60.843,578,37.05,32.45,243.2,0.0,0.034715336,60.985,25.94,56.81
175,224,74,103,1537.0,8.837,21,29,60.783,577:575,37.05,32.45,242.9,0.0,0.034913708,61.193,26.17,57.32
176,224,74,103,1547.35,8.839,21,29,60.914,570:565,37.05,32.45,242.6,0.0,0.03511208,61.365,26.4,57.82
177,223,73,103,1557.27,8.838,21,29,61.017,564:569,37.05,32.45,242.6,0.0,0.035310455,62.295,26.66,58.28
178,223,72,103,1563.69,8.834,21,30,61.145,575,37.05,32.5,245.2,0.0,0.035508826,62.086,27.15,58.41
179,224,72,104,1572.18,8.837,21,30,61.296,580:587,37.05,32.45,246.9,0.0,0.0357072,61.959,27.51,58.35
180,224,72,106,1582.32,8.838,21,30,61.500908,592:591,37.05,32.45,247.9,0.0,0.035905574,63.372726,27.75,58.13
181,224,72,105,1590.83,8.837,21,30,61.602,592,37.05,32.45,250.6,0.0,0.03610395,65.615,27.94,58.81
182,224,72,104,1600.95,8.838,21,30,61.496666,587:587,37.05,32.45,252.5,0.0,0.03630232,65.117775,28.08,59.58
183,225,73,103,1609.02,8.836,21,29,61.56818,583,37.05,32.5,250.9,0.0,0.036500696,63.30182,28.14,59.64
184,224,73,102,1615.45,8.834,21,29,61.886665,579:577,37.05,32.45,249.2,0.0,0.036699068,63.086666,28.2,59.7
185,224,74,102,1623.89,8.837,21,29,62.266,578:580,37.05,32.45,247.6,0.0,0.03689744,62.868,28.26,59.76
186,224,74,103,1634.08,8.838,21,29,62.815456,583:578,37.06,32.45,247.8,0.0,0.037095815,63.043636,28.23,60.3
187,224,74,103,1642.58,8.837,21,29,63.314,577,37.06,32.5,248.2,0.0,0.037294187,62.127,28.18,60.9
188,224,75,103,1652.71,8.838,21,29,63.646667,578:574,37.06,32.45,249.3,0.0,0.037492562,61.13111,28.07,61.43
189,223,74,103,1661.11,8.837,21,29,63.881817,572:566,37.06,32.45,252.3,0.0,0.037690934,61.745453,27.8,61.76
190,223,73,104,1670.47,8.839,21,29,64.093,578:577,37.06,32.45,252.0,0.0,0.03788931,62.468,27.62,61.64
191,223,72,104,1679.38,8.836,21,30,64.22111,575:575,37.06,32.45,250.2,0.0,0.03808768,63.18667,27.48,61.3
192,224,73,104,1686.04,8.834,21,29,64.307274,579,37.06,32.45,248.5,0.0,0.038286053,64.575455,27.34,60.97
193,224,72,104,1696.17,8.838,21,30,64.397,584:583,37.06,32.45,249.1,0.0,0.038484428,63.863,27.23,61.01
194,224,72,104,1704.67,8.837,21,30,64.475555,583:583,37.06,32.45,253.5,0.0,0.0386828,62.616665,27.14,61.63
195,224,72,104,1714.81,8.838,21,30,64.52182,583,37.06,32.45,256.5,0.0,0.038881175,62.752728,27.03,62.25
196,225,72,104,1723.3,8.837,21,30,64.62,588:584,37.06,32.45,259.0,0.0,0.039079547,62.136,26.91,62.89
197,224,73,103,1733.44,8.838,21,29,64.71,583:586,37.06,32.45,261.0,0.0,0.039277922,62.065556,26.78,63.41
198,225,73,103,1741.5,8.836,21,29,64.756,582:580,37.06,32.45,260.0,0.0,0.039476294,61.402,26.61,63.23
199,225,74,103,1748.15,8.834,21,29,64.818184,575,37.06,32.45,259.0,0.0,0.03967467,61.553635,26.44,63.06
200,224,74,103,1758.28,8.838,21,29,64.77889,575:573,37.06,32.45,257.9,0.0,0.03987304,61.093334,26.34,63.02
201,223,74,103,1766.78,8.837,21,29,64.63909,569:565,37.06,32.45,256.8,0.0,0.040071413,61.083637,26.28,63.04
202,223,73,104,1776.91,8.838,21,29,64.57222,563,37.06,32.45,255.7,0.0,0.04026979,61.216667,26.22,63.07
203,224,73,104,1785.19,8.837,21,29,64.5,564:568,37.06,32.45,254.6,0.0,0.04046816,60.927,26.16,63.1
204,225,74,105,1793.69,8.837,21,29,64.47818,566:564,37.06,32.45,253.5,0.0,0.040666535,60.986362,26.1,63.13
205,224,74,106,1803.83,8.838,21,29,64.39,565:565,37.06,32.45,252.8,0.0,0.040864907,61.26,25.94,63.3
206,224,74,106,1811.89,8.836,21,29,64.329,564:564,37.06,32.45,252.3,0.0,0.041063283,61.33,25.73,63.53
207,225,74,106,1818.54,8.834,21,29,64.25,559:556,37.06,32.45,252.0,0.0,0.041261654,61.249092,25.54,63.75
208,224,74,106,1828.59,8.838,21,29,64.096664,558,37.06,32.45,252.1,0.0,0.041460026,62.716667,25.38,63.9
209,224,74,106,1836.14,8.837,21,29,63.931,563:564,37.06,32.45,252.2,0.0,0.0416584,61.582,25.22,64.05
210,225,74,106,1847.29,8.832,21,29,63.890907,569:566,37.06,32.45,252.7,0.0,0.041856773,61.58091,25.01,64.19
211,224,74,107,1855.57,8.837,21,29,63.953335,564:569,37.07,32.45,254.6,0.0,0.04205515,60.68222,24.67,64.31
212,224,75,107,1864.07,8.837,21,29,63.983,570,37.07,32.45,254.9,0.0,0.04225352,60.829,24.31,64.5
213,223,74,106,1874.2,8.838,21,29,64.02909,574:566,37.07,32.45,251.1,0.0,0.042451896,60.966362,23.92,64.84
214,224,73,106,1882.69,8.837,21,29,64.14,569,37.07,32.45,251.0,0.0,0.042650267,61.392223,23.79,64.91
215,225,73,105,1892.83,8.838,21,29,64.218,1133,37.07,32.45,250.8,0.0,0.042848643,61.621,23.66,64.98
216,226,74,105,1901.12,8.837,21,29,64.27091,568:569,37.07,32.45,250.7,0.0,0.043047015,60.885456,23.54,65.04
217,224,75,105,1909.18,8.836,21,29,64.206665,565:565,37.07,32.45,250.7,0.0,0.043245386,61.95889,23.44,65.21
218,223,75,105,1915.82,8.834,21,28,64.098,564:563,37.07,32.45,250.9,0.0,0.04344376,61.752,23.35,65.42
219,223,74,106,1925.88,8.838,21,29,64.005455,564,37.07,32.45,251.0,0.0,0.043642133,61.63091,23.26,65.63
